name,Gold.PLP.Fitness,Gold.PLP.PLP,Gold.PLP.part.hbond,Gold.PLP.part.metal,Gold.PLP.part.buried,Gold.PLP.part.nonpolar,Gold.PLP.part.repulsive,Gold.PLP.ligand.clash,Gold.PLP.ligand.torsion,Gold.PLP.Chemscore.Hbond,Gold.PLP.Chemscore.CHOScore,Gold.PLP.Chemscore.Metal,affinity
1vso,66.1588,-39.4847,-8.647,0,-5.5391,-28.3788,0.5334,0,0.2715,9.0724,0,0,4.72
3r88,41.7933,-43.0477,-2,0,-5.2331,-36.0969,0.2277,6.3509,0.2717,1.88,0,0,4.82
4m0y,52.2218,-45.9403,-4.1753,0,-6.6424,-39.9656,0.4949,0,0.6446,2.5236,0,0,6.46
2qe4,72.9005,-67.6758,-2.6522,0,-4.2729,-62.6778,0,0,0.3876,2,0,0,7.96
4f3c,107.4427,-87.6325,-5,0,-11.617,-76.3207,0.5602,0,0.5949,6,1,0,11.82
3oe4,112.8669,-85.8787,-7.4928,-1.8346,-0.5255,-80.2347,0.5322,0,0.8439,4.4212,1.1375,2,7.47
3arp,100.8686,-104.5301,0,0,-6.4893,-101.7226,0.0912,0,1.8307,0,0,0,7.15
3uri,89.2325,-88.0177,-7.2324,0,-10.6877,-73.4634,0.5734,3.8624,6.5661,5.0698,1,0,9
4de2,53.3245,-48.0252,-6.1302,0,-10.4466,-35.5887,0.5743,0,0.5557,2.1369,0,0,4.12
1o5b,58.9402,-43.9601,-3.099,0,-7.842,-36.464,0.2789,0,0.01,5,0,0,5.77
3gbb,76.4955,-49.4301,-9.6301,0,-6.6098,-40.4927,1.8748,0,0.5805,9.4088,0,0,6.9
4eor,75.63,-67.5813,-3.5784,0,-12.4432,-54.8242,0.4488,0,1.7544,3.8525,0,0,6.3
2fxs,38.1278,-39.6459,-2.9784,0,-3.2492,-34.6828,0.1999,4.4547,1.5317,2,0,0,6.06
4qd6,37.7273,-44.9234,-2.1957,0,-2.2383,-45.7377,1.2062,7.8573,2.7165,2.0314,0,0,8.64
1y6r,73.419,-73.9827,-8.1063,0,-11.1552,-58.2936,0.4901,0,0.2818,0,0,0,10.11
3twp,25.3066,-32.7817,-1.74,0,-4.9376,-27.5755,0.0788,7.469,0.0031,0,0,0,3.92
3f3a,48.2715,-41.5393,-6.1878,0,5.0092,-45.4383,0.6871,0,0.6299,2.664,0,0,4.19
2zb1,74.7882,-75.6886,-2.6118,0,-6.3607,-68.2802,0.3771,0,1.808,0.9052,0,0,6.32
3g31,15.7451,-17.0933,0,0,-1.0557,-16.4937,0,0,0.6741,0,0,0,2.89
1mq6,96.9907,-98.3036,-1.7436,0,-10.9559,-91.8724,2.4107,0,2.063,0.9377,0,0,11.15
4tmn,91.899,-69.111,-10.6503,-1.9684,-6.5427,-63.595,7.9764,0,3.7081,6.1882,0,1.9399,10.17
2vvn,57.0269,-47.5081,-6,0,-7.469,-42.7725,3.279,0,0.1098,3.2462,0,0,7.3
3u9q,52.524,-49.1865,-3.943,0,-3.6222,-43.2515,0.0109,0,1.1512,1.88,0,0,4.38
1c5z,51.3997,-36.5438,-4.729,0,-6.1704,-27.0304,0.24,0,0.036,4.976,0,0,4.01
3fur,95.833,-100.3531,-2,0,-9.6577,-92.8319,0.1091,0,2.26,0,0,0,8
2y5h,80.7948,-80.0324,-0.4991,0,-7.73,-73.9549,0.3204,0,0.3988,0.52,0,0,5.79
3ozs,112.9821,-95.6566,-4.4478,-1.888,-1.1786,-91.1061,0.2515,0,1.9971,3.1066,0,2,5.33
4ih5,33.8741,-31.9172,0,0,-6.3095,-31.4047,5.0655,0,0.4013,0,0.9198,0,4.11
4gid,135.5721,-124.8377,-9.8347,0,-1.1834,-122.5691,0.5074,4.0266,3.0768,6.9715,0,0,10.77
4jia,56.1379,-64.9397,-1,0,-7.1005,-60.8829,0.7179,9.921,0.6164,0.784,0,0,9.22
4ivc,77.0131,-68.2497,-3.2368,0,-7.2399,-60.0501,0.41,0,0.2715,2.1022,1,0,10
3qqs,72.0672,-61.7137,-3.822,0,-6.2583,-52.6023,0.1538,1.2641,1.1992,4.672,0,0,5.82
3k5v,58.3066,-62.323,0,0,-1.7723,-62.4126,0.0364,0,2.0082,0,0,0,6.3
4f9w,76.6606,-70.1238,-2,0,-7.6001,-64.0973,0.2863,0,1.7604,2,1.3525,0,6.94
4e6q,71.4085,-65.0348,-1.7228,0,-4.8465,-58.8498,0.2624,0,0.7055,1.7475,0.8474,0,8.36
1u1b,55.3374,-50.1956,-6.3332,0,-9.4101,-42.4905,3.0658,0,4.8716,3.987,0.9746,0,7.8
5aba,45.1866,-49.0102,0,0,-2.839,-47.1373,0,0.6197,1.6019,0,0,0,2.98
4ogj,55.5307,-52.8368,-2.6223,0,-5.2358,-47.1253,0.1543,0,2.3668,2.4758,0,0,6.79
2yfe,64.365,-71.2673,-1,0,-7.3703,-62.3539,0.0441,8.2418,0.8302,1,0,0,6.63
3oe5,114.6965,-90.2393,-6.9999,-1.883,-1.4464,-85.2576,0.336,0,0.863,4.0576,0.6701,2,6.88
2w66,57.8325,-39.8125,-8.6743,0,-5.9612,-29.6422,0.2491,0,0.1606,6.1137,0,0,4.05
4jxs,41.1825,-46.5875,-8.4461,0,-4.4977,-37.0003,2.0546,0,2.7025,0,0,0,4.74
2xb8,70.9555,-59.579,-10.6411,0,-7.6275,-51.4688,0.8229,0,1.4374,4.7504,0,0,7.59
3arv,69.3844,-69.3844,-0.2925,0,-3.2694,-67.7311,0.0397,0,0,0,0,0,5.64
1yc1,63.7913,-56.8041,-3.1473,0,-8.5749,-47.9886,0.3843,0,2.4704,3.976,0,0,6.17
1o0h,68.3098,-39.8571,-10.6683,0,-8.392,-25.5232,1.0852,0,1.4975,9.7313,0.7512,0,5.92
4agn,56.2181,-64.2868,-1.0372,0,-2.578,-62.2022,0,3.5286,2.27,0,0,0,3.97
4crc,92.4407,-87.4042,-4.4605,0,-10.833,-76.7769,0.5154,0,2.6348,2.1086,1.3267,0,8.72
2brb,57.9298,-57.6091,-0.5049,0,-3.5401,-54.7172,0.2687,0,1.895,0.4191,0.9511,0,4.86
4cra,87.4296,-80.0854,-5.3333,0,-12.4688,-65.5117,1.0473,0,0.5648,2.8246,0,0,7.22
3b68,88.1668,-95.6134,-5.0389,0,1.1037,-97.9697,2.1611,12.8346,0.8623,2.3709,0,0,8.4
2vw5,67.3329,-56.41,-5.2918,0,-4.1756,-50.8031,0.646,0,0.5385,4,0,0,8.52
4e5w,84.9023,-75.3398,-3,0,-7.9365,-67.8736,0.5609,0,1.2057,2.944,1.0473,0,7.66
2r9w,54.7673,-50.2722,-5.1511,0,-0.9345,-45.8992,0.3017,0,1.5587,2.5375,0,0,5.1
5dwr,81.1887,-74.1735,-3,0,-5.7187,-71.3639,0.138,1.3252,1.8298,4,0,0,11.22
4f09,62.5223,-54.2082,-2,0,-5.7403,-47.9809,0.1839,0,0.0429,1.8,1,0,6.7
4jsz,15.1013,-17.32,0,0,-6.5919,-14.4198,4.2736,0,1.1094,0,0,0,2.3
2v00,41.8729,-36.0943,-3.6838,0,-4.2914,-34.0273,3.5021,0,0.1107,2,0,0,3.66
