name,total,qq_pl,desolv_pl,vdw_pl,hbond_pl,qq_l,desolv_l,vdw_l,DrugScore,HMscore,PLP_tor,affinity
1p1n,-15.553,-3.571,6.892,-8.357,-3.901,-1.581,0.647,-0.664,10.957,-0.000,9.600,6.8
1uto,-5.803,-1.088,3.658,-4.980,-0.621,0.020,0.147,-0.112,1.714,-0.000,7.400,2.27
1s38,-11.659,-1.298,6.508,-7.708,-2.568,-0.047,0.133,-0.034,-11.586,0.674,0.000,5.15
1nc3,-15.988,-2.340,12.992,-12.041,-4.522,-0.456,1.122,-0.800,13.886,0.210,8.100,5
1qf1,-14.343,2.041,7.283,-11.813,-2.286,-0.056,1.281,-1.830,-7.543,3.375,18.300,7.32
1ps3,-10.371,-1.142,7.933,-8.451,-3.687,-0.236,0.485,-0.262,21.871,-0.000,7.800,2.28
2cbv,-11.881,-4.388,7.667,-7.439,-4.998,0.110,0.342,-0.101,36.771,-0.000,8.300,5.48
1r5y,-11.245,-1.529,7.550,-7.567,-3.111,-0.134,0.234,-0.064,-3.157,0.344,0.000,6.46
2hb1,-12.590,-5.771,5.767,-7.566,-2.254,0.976,0.433,-0.597,26.457,2.021,5.900,3.8
1h22,-23.605,-2.100,6.500,-15.166,-1.261,0.119,0.380,-1.386,-27.957,4.894,24.700,9.1
1ydr,-12.025,-1.171,6.750,-8.474,-0.702,-0.521,0.514,-0.661,2.314,2.647,0.000,5.52
1q8u,-12.609,-1.067,6.567,-8.573,-0.708,-0.598,0.501,-0.869,-0.786,2.714,0.000,5.96
1xd0,-25.164,-5.583,18.175,-19.215,-7.281,-3.349,5.012,-4.549,108.686,0.504,57.700,7.12
1b05,-25.760,-6.569,12.525,-13.874,-5.561,-0.587,1.640,-1.555,-17.771,1.432,41.400,7.12
2iuz,-19.116,-0.234,7.017,-12.371,-0.616,-0.016,0.552,-0.674,-18.800,6.944,3.400,5.55
1usn,-13.348,0.824,5.075,-8.262,-2.134,-0.954,1.229,-1.507,-14.543,2.791,3.800,7.74
1odj,-15.441,-1.044,11.617,-10.388,-2.231,-0.291,1.248,-0.956,-39.086,0.911,11.100,4.1
1szd,-16.159,-3.215,16.717,-14.756,-4.520,-1.010,2.688,-1.785,51.657,0.091,30.400,4.54
1d4y,-19.327,-0.198,8.533,-15.400,-2.200,-0.220,1.218,-2.684,27.971,4.688,14.400,11.1
1wm1,-12.179,-2.905,5.567,-7.991,-2.791,-0.294,0.291,-0.584,15.614,0.357,2.300,6.3
2ans,-9.823,-0.116,4.383,-7.152,-0.018,0.342,0.718,-1.107,11.571,5.016,4.200,5.92
1yda,-5.237,0.601,6.067,-5.618,-0.852,0.056,0.378,-0.041,-4.257,0.267,0.000,6.55
1mfi,-8.049,-3.246,4.217,-7.754,0.855,0.177,0.309,-0.104,34.471,1.740,0.500,5.59
1nw5,-21.739,-4.802,12.100,-13.570,-4.596,-1.215,1.231,-1.133,8.743,0.672,24.300,5.21
1o7o,-16.636,-2.010,13.225,-12.459,-4.568,-1.290,1.906,-1.590,43.086,2.237,19.500,4.49
1fl3,-14.187,-0.147,4.408,-11.535,-0.013,-0.096,0.206,-0.555,6.543,3.982,6.700,6.8
1xk5,-16.782,-4.204,12.708,-10.931,-2.155,-0.230,8.142,-6.875,4.871,5.151,30.600,6
1ax0,-9.238,-1.503,5.933,-6.285,-2.660,-0.929,0.701,-0.531,19.200,0.385,14.200,3.13
1yei,-17.224,-1.635,7.550,-12.230,-2.492,-0.333,0.770,-0.970,0.943,2.499,14.700,7.46
1hmr,-16.962,-1.817,2.425,-8.011,-1.313,0.000,-0.162,-0.192,-10.700,7.186,37.700,6.55
1uou,-11.910,-1.231,7.617,-8.749,-1.961,-0.074,0.550,-0.612,-4.900,1.133,2.700,7.7
1bcd,-4.730,0.310,3.133,-3.738,-0.626,-0.174,0.043,-0.091,5.600,1.536,1.500,8.7
1apv,-20.175,-2.181,9.317,-13.344,-4.036,-0.799,2.045,-3.040,8.557,2.132,28.500,9
1i9p,-8.373,1.108,5.150,-6.856,-0.656,-0.334,0.640,-0.787,11.943,3.730,1.800,8.41
1fhd,-14.830,-4.377,8.892,-10.217,-3.956,-0.873,0.785,-0.589,37.629,-0.000,19.100,6.82
1d3p,-17.949,-0.780,7.558,-14.734,-0.569,0.247,1.015,-1.827,3.586,3.976,14.100,7.39
1sln,-20.926,-1.677,7.183,-13.744,-3.020,-1.380,1.759,-2.087,-4.843,2.230,20.300,6.64
1y3n,-12.436,-3.886,12.625,-10.408,-3.796,-0.627,1.757,-1.417,54.714,-0.000,15.500,5.55
1ta6,-22.608,-1.054,7.258,-14.747,-2.048,-0.914,1.706,-2.605,-22.914,3.344,13.400,9.13
1fch,-24.590,-4.285,12.842,-13.765,-4.489,-1.458,3.614,-3.530,-32.271,1.726,46.000,7.15
1dl7,-8.825,-0.585,5.175,-8.492,-0.649,-0.490,0.632,-0.055,12.886,0.917,9.600,6.49
1h4w,-7.833,-1.781,7.267,-6.447,-2.039,0.323,0.383,-0.085,5.429,-0.000,0.000,4.66
1a1e,-17.145,-1.284,8.367,-10.070,-4.291,-1.487,2.052,-2.775,28.614,3.872,26.800,6
1b5j,-29.406,-7.717,14.233,-15.275,-6.761,-0.768,2.003,-1.944,-19.971,1.432,41.100,7.43
2c1p,-13.369,-0.342,5.000,-9.936,-1.185,0.084,0.756,-1.176,11.514,4.415,10.300,5.4
1jmg,-9.101,0.233,10.433,-8.802,-3.226,-0.773,0.751,-0.804,28.529,0.084,8.300,6.07
2sim,-11.595,-3.759,8.792,-7.742,-3.929,-0.152,1.449,-1.232,28.529,0.267,19.000,3.42
1bn1,-9.750,0.883,5.092,-7.366,-0.744,-0.927,0.624,-0.833,5.200,2.772,1.600,9.34
1o3j,-10.441,-1.942,10.542,-9.248,-2.473,0.301,1.084,-0.400,5.957,-0.000,1.300,6.77
1tys,-14.210,-1.822,11.600,-10.111,-7.229,-0.475,0.909,-0.906,43.371,0.267,9.400,5.49
1hpo,-16.997,-1.076,5.667,-12.774,-2.091,-0.288,0.653,-2.235,36.814,3.975,2.900,9.22
2aoe,-30.068,-2.942,15.625,-19.831,-5.972,-1.387,4.751,-5.879,-16.843,1.520,44.200,7.62
1q54,-7.222,-1.205,9.100,-8.457,-3.044,-0.962,0.952,1.552,44.829,-0.000,15.600,5.85
1qb1,-12.527,-2.059,11.967,-10.871,-2.533,0.121,1.830,-1.790,30.557,2.228,5.900,6.77
1jmf,-6.845,0.519,10.517,-7.647,-3.105,-0.711,0.736,-0.741,36.614,0.084,10.700,5.77
2afx,-6.763,0.028,2.550,-5.519,-0.098,-0.010,0.096,-0.285,3.214,1.981,1.100,5.15
1ct8,-17.519,-1.497,8.850,-13.302,-2.201,-0.318,2.077,-2.642,10.100,2.914,20.800,6.52
1wcq,-13.950,-5.904,9.617,-8.757,-5.027,-0.218,1.690,-1.022,52.143,0.527,19.200,6.26
2gst,-27.192,-5.427,9.275,-13.961,-5.526,-1.489,1.701,-1.810,9.529,4.492,23.100,6.07
1oba,-3.965,-0.561,1.392,-3.081,-0.001,-0.000,0.102,-0.054,-7.329,0.159,5.200,2.44
2bqv,-24.770,-0.949,9.017,-16.392,-2.592,-0.844,2.414,-4.251,1.900,5.482,24.300,8.05
1hpv,-19.179,-0.944,8.292,-14.055,-1.376,-0.418,1.543,-2.955,1.586,3.625,19.200,9.22
1d9i,-15.846,-1.535,6.983,-10.698,-1.649,-0.165,1.305,-1.718,5.443,4.143,9.300,9.11
1sw1,-11.450,-2.191,3.925,-6.688,-1.378,-0.853,0.137,-0.126,-3.000,0.875,0.000,7.3
1nt1,-20.437,-0.722,7.158,-14.551,-1.932,0.000,0.112,-0.484,-21.557,3.344,2.700,8.89
1oyq,-16.832,-1.800,12.275,-12.651,-2.379,0.758,1.827,-2.162,-2.800,3.748,11.400,6.96
1c70,-26.369,-1.134,9.850,-19.051,-2.206,-1.179,2.097,-3.364,1.543,4.537,27.300,10.3
1b3h,-28.143,-6.726,12.517,-16.128,-5.568,-0.480,1.704,-1.979,-18.971,1.074,35.200,6.21
1cnx,-7.816,0.484,5.800,-7.615,-0.662,-0.303,0.676,-0.650,6.757,1.434,16.700,7.37
2dw7,-4.562,-1.116,7.883,-5.911,-3.138,0.586,0.420,-0.161,45.086,-0.000,4.000,4.7
1z1h,-20.756,-0.996,7.692,-14.536,-2.440,-0.247,1.116,-2.161,6.086,4.662,14.800,8.4
1k1l,-19.324,-2.600,10.933,-12.309,-3.828,-0.144,1.925,-2.978,-0.814,2.277,2.100,6.9
1nf8,-10.416,-3.746,7.500,-9.315,-3.205,0.750,0.671,-0.534,59.700,1.606,6.200,7.82
1oif,-10.894,-3.757,5.950,-6.586,-3.952,0.066,0.291,-0.101,22.843,0.127,9.600,7.72
2byr,-28.676,-1.601,7.050,-15.714,-0.989,-0.432,1.346,-3.140,-93.271,4.025,26.200,8.55
1lzq,-24.533,-2.682,12.225,-18.176,-4.332,-1.118,3.238,-4.195,24.800,2.257,28.800,8.39
1gno,-22.149,-0.711,10.600,-13.103,-3.602,-1.335,2.809,-2.991,-20.643,4.681,28.400,7.7
1c5x,-9.717,-2.171,7.950,-8.692,-2.411,0.238,0.498,-0.173,20.586,-0.000,0.000,6.68
1g9r,-18.395,-3.400,20.858,-19.401,-5.712,-1.224,3.349,-2.851,102.971,-0.000,26.000,5.7
1qka,-32.112,-9.152,18.067,-17.043,-7.282,-0.372,2.210,-1.897,-25.943,1.432,39.700,5.92
1l6m,-3.094,-0.926,2.825,-3.552,-0.207,0.124,0.261,-0.199,16.971,0.296,3.000,8.1
1sgu,-23.705,-1.732,10.283,-16.824,-1.733,-1.349,2.217,-3.285,-12.986,2.404,25.600,5.37
2fzk,-4.002,-4.887,15.600,-8.341,12.029,-0.777,1.727,-0.387,-48.843,-0.000,11.900,3.6
1dqn,-15.231,-1.631,10.500,-10.261,-5.647,-1.004,1.501,-1.131,40.400,2.407,13.000,8
2bfq,-19.275,-3.496,17.833,-16.994,-3.907,-1.312,2.950,-2.166,58.543,1.656,32.000,6.89
1izi,-26.687,-1.532,12.200,-18.616,-4.451,-1.441,3.336,-5.081,-5.229,1.751,31.100,6.59
2fqw,-14.178,-2.885,8.350,-9.946,-3.846,-0.001,0.802,-0.726,19.443,1.146,6.900,6.68
1bv7,-32.349,-1.501,10.933,-21.762,-4.708,-0.740,2.037,-4.312,28.286,7.551,16.700,9.3
1w4p,-9.007,-0.865,7.592,-7.207,-3.060,-0.824,0.974,-0.885,23.171,-0.000,13.800,4.74
2jxr,-24.516,-1.937,9.617,-15.707,-3.205,-1.013,2.632,-3.927,2.071,4.805,26.400,7.05
1li2,-5.180,-0.292,1.325,-4.173,-0.544,0.000,0.052,-0.015,13.243,1.767,1.500,4.04
1n8v,-11.710,-0.144,0.950,-6.330,-0.147,-0.000,-0.024,-0.382,-8.914,5.696,27.600,6.03
1lkk,-19.795,-3.687,10.858,-12.611,-4.531,-1.328,3.370,-3.675,17.257,1.455,33.200,6.85
1tuf,-7.621,-1.557,4.742,-5.859,-0.794,0.069,0.150,-0.330,6.029,0.927,13.400,4.05
1o2z,-12.952,-2.495,11.750,-11.662,-3.368,0.881,2.113,-1.739,15.671,0.674,1.900,6.11
1t31,-23.127,-1.734,8.542,-15.163,-2.384,-0.792,1.234,-5.035,16.214,3.325,10.700,8.64
1b46,-27.125,-6.676,11.408,-14.243,-5.649,-0.553,1.370,-1.635,-21.771,1.510,32.500,5.28
1k1j,-20.265,-2.222,10.742,-12.856,-3.747,-0.292,1.697,-3.439,3.200,2.635,4.000,7.55
1c87,-12.775,-3.839,7.242,-8.912,-3.221,0.422,0.697,-0.632,19.543,0.415,0.000,4.2
2gvj,-16.665,-0.492,7.142,-13.214,-0.559,-0.097,0.246,-0.816,-10.243,2.774,10.300,9.52
1afk,-12.435,-5.526,13.392,-9.465,-3.468,0.438,3.163,-2.024,20.657,-0.000,13.600,6.62
1kpm,-14.838,-0.346,3.300,-11.428,-0.446,0.016,-0.117,-0.119,27.286,6.155,9.900,5.8
1jcx,-23.348,-4.572,14.758,-10.441,-5.812,-2.075,2.433,-1.834,-49.043,-0.000,27.300,5.15
4std,-13.059,-0.162,3.925,-9.776,-0.549,-0.139,0.527,-0.617,22.300,5.527,3.500,10.33
1jao,-13.555,0.922,6.492,-10.770,-2.504,-0.722,1.063,-1.339,-16.957,-0.000,8.500,5.92
1h0a,-15.589,-3.776,11.233,-6.592,-5.352,-5.105,2.658,-1.701,54.357,-0.000,27.700,5.44
1qy1,-7.454,-0.211,1.650,-5.576,-0.174,-0.043,0.070,-0.197,8.929,2.833,5.500,6.52
1fq5,-30.889,-1.671,10.808,-19.525,-3.952,-0.321,0.987,-3.709,1.629,6.984,15.700,8.4
1mrw,-22.102,-0.865,9.275,-16.181,-1.588,-0.695,1.702,-3.262,-8.286,3.076,8.700,9.7
1ksn,-20.911,-2.099,11.600,-16.200,-2.248,0.097,1.221,-1.486,0.557,3.162,9.200,9.4
1fjs,-15.443,-2.068,14.633,-15.040,-1.831,0.102,2.528,-2.208,41.686,3.042,5.800,9.96
1ur9,-21.727,-1.633,10.883,-15.199,-4.369,-1.730,2.754,-2.371,21.900,3.064,27.400,5.77
2fqo,-12.334,-1.982,8.942,-9.087,-3.091,-0.636,0.783,-0.629,11.700,-0.000,25.200,6.43
1e1x,-12.063,-0.840,8.575,-7.850,-2.279,-0.859,0.650,-0.289,1.829,2.087,6.400,5.89
1jlr,-15.814,-8.586,14.267,-9.699,-3.852,1.631,2.870,-1.781,26.500,2.537,15.800,3.33
1ew8,7.446,3.225,7.550,-1.682,-0.819,2.513,0.234,0.941,21.643,-0.000,2.500,2.26
1bxq,-24.374,-1.856,10.992,-16.119,-4.013,-1.430,3.244,-4.164,4.757,3.586,30.700,7.38
1pb8,-12.579,-4.482,5.283,-5.472,-4.395,-0.756,0.183,-0.137,17.457,-0.000,8.100,5.15
1x8r,-20.568,-9.771,17.533,-13.112,-9.188,-0.084,2.198,-1.569,93.114,-0.000,13.300,6.12
1p19,-10.916,-2.145,8.500,-7.484,-3.555,-0.857,1.301,-1.087,42.814,2.081,12.700,4.11
1jqy,-13.058,-1.745,8.825,-10.624,-3.128,-0.840,1.557,-1.214,40.143,1.804,18.400,4.92
1fpc,-22.183,-1.530,9.508,-12.137,-1.854,-0.303,1.245,-3.036,-31.614,5.485,9.400,7
2b4l,-8.207,-0.977,3.117,-5.836,-1.051,-0.710,0.111,-0.015,0.029,0.159,4.200,4.77
1i9m,-7.352,1.368,5.617,-6.193,-0.809,-0.351,0.606,-0.752,13.057,3.569,0.300,8.48
1l83,-5.027,0.000,-0.333,-3.621,0.000,0.000,0.000,0.000,3.600,2.022,0.000,3.4
1nz7,-23.973,-6.763,11.217,-14.128,-3.946,0.426,2.358,-3.931,14.557,3.136,25.200,7.12
1lbf,-14.592,-4.334,11.692,-11.332,-5.091,-0.122,1.852,-1.057,61.386,1.644,25.500,7.85
1a4r,-14.915,-3.854,13.908,-11.334,-3.487,-0.041,2.082,-1.492,24.814,1.554,17.600,6.66
1ec9,5.108,-1.899,10.617,-7.729,10.962,0.975,0.815,-0.202,29.029,-0.000,16.300,3.1
1r6n,-17.011,-0.710,5.383,-10.376,-1.013,-0.961,1.490,-2.139,7.686,5.729,1.300,7.4
1tng,-8.387,-1.797,3.067,-5.001,-1.567,0.000,0.146,-0.109,-12.314,-0.000,5.200,2.93
1cgl,-20.962,-1.031,8.808,-13.535,-3.664,-2.053,2.508,-4.050,-12.514,-0.000,29.400,6.87
1g2k,-23.022,-1.489,9.983,-17.828,-2.869,-0.296,1.791,-3.172,19.443,3.484,15.500,7.96
1mue,-17.822,-0.755,6.675,-12.767,-1.486,-0.650,1.323,-1.842,5.729,4.089,7.200,8.64
2ez7,-5.552,-0.398,3.517,-3.214,-0.841,-1.061,0.361,-0.338,-2.343,-0.000,7.000,4.36
1mu8,-18.838,-0.459,8.958,-12.866,-1.358,-0.603,1.601,-1.802,-16.600,4.574,8.700,9
1kdk,-15.022,-0.930,2.542,-10.019,-1.626,0.002,0.089,-0.025,2.543,4.170,2.500,9.05
1g30,-18.617,-1.661,12.583,-14.286,-1.751,0.697,1.805,-1.795,4.857,5.700,10.700,6.85
1mrn,-13.304,-2.261,21.267,-18.290,-2.594,1.539,6.237,-4.186,42.014,1.617,31.300,4.52
1uj5,-10.902,-3.362,9.425,-8.255,-4.911,-0.383,0.781,-0.591,51.429,-0.000,25.400,3.05
1b6h,-27.092,-6.980,12.042,-14.337,-5.546,-0.556,1.570,-1.676,-22.257,1.432,38.800,7.82
1gnn,-20.442,-1.998,11.800,-14.182,-3.922,-1.309,2.886,-3.362,-0.400,1.194,28.400,5.68
2gzl,-19.132,-0.562,16.358,-17.445,-3.311,-0.569,3.116,-2.260,19.014,2.660,14.600,4.82
1pot,-16.670,-6.248,6.500,-8.557,-3.333,0.814,0.320,-0.297,-15.614,0.716,23.400,5.49
1i9l,-8.759,0.976,4.650,-6.177,-0.621,-0.419,0.529,-0.684,-3.071,3.407,1.400,8.48
1k1n,-20.454,-2.527,11.408,-11.841,-3.464,-0.991,3.015,-4.219,-0.871,3.396,10.600,6.82
5er2,-35.213,-2.941,13.258,-20.018,-4.360,-1.842,4.835,-6.252,-22.943,7.982,44.600,6.57
1q84,-42.474,-1.870,10.800,-21.961,-2.715,0.257,0.819,-2.602,-131.114,9.801,17.300,11.05
1lgt,-12.304,0.229,3.358,-8.080,-0.125,-0.197,0.252,-0.614,-23.529,3.236,2.100,6.1
1v2r,-12.616,-1.987,9.942,-9.367,-3.124,0.088,1.679,-1.700,2.586,0.772,9.000,3.55
1b51,-23.320,-6.486,12.775,-13.620,-4.834,-0.410,1.712,-1.510,-5.700,1.074,37.100,7.37
1cps,-10.066,-2.360,5.917,-7.134,-2.815,-0.073,0.645,-0.429,17.229,0.632,7.200,6.66
1uz8,-14.438,-2.016,10.483,-11.275,-3.344,-2.381,3.568,-3.905,50.629,0.267,36.600,4.96
1uvt,-19.020,-1.435,7.292,-12.712,-1.214,-0.150,0.634,-1.175,-16.957,3.932,7.000,7.64
1fcy,-22.977,-1.816,3.908,-14.567,-0.912,-0.011,0.191,-0.525,17.129,9.213,0.000,8.52
1elc,-13.385,-0.359,9.583,-15.026,-0.284,-0.170,1.684,-2.250,17.714,-0.000,19.500,6.66
1bzy,-18.951,-2.698,14.108,-13.435,-6.568,-1.114,1.509,-1.089,52.043,2.281,12.800,8.34
1ugx,-10.303,-2.025,6.708,-7.549,-2.889,-1.266,1.883,-1.799,35.857,0.435,27.400,5.91
1fm9,-22.839,-0.504,7.267,-18.719,-0.649,0.438,1.084,-2.476,37.014,7.770,11.500,9
2j34,-15.558,-0.245,6.775,-13.327,-0.402,-0.782,0.730,-1.387,-5.414,0.767,2.700,7.82
1d6v,-14.341,0.095,4.725,-11.421,-0.319,-0.296,0.582,-0.834,14.214,4.869,8.700,6.17
1nw7,-16.323,-2.761,9.675,-10.526,-3.213,-1.564,1.107,-0.899,6.400,0.307,24.300,5.09
1b6j,-28.907,-2.242,12.400,-18.065,-5.147,-1.434,2.753,-3.385,-17.514,3.257,23.700,7.92
1xjd,-20.884,-2.120,6.300,-13.884,-1.911,0.019,0.279,-0.495,1.771,5.245,3.500,9.48
2aod,-36.441,-2.918,14.217,-20.021,-6.459,-1.863,4.102,-5.667,-43.257,5.061,52.900,5.66
1bnt,-8.659,0.469,5.892,-7.905,-1.388,-0.083,0.578,-0.760,24.714,2.899,2.800,9.8
1hvl,-31.630,-1.083,12.667,-19.101,-3.413,-1.605,4.652,-6.987,-23.343,6.791,34.100,9.95
2f81,-20.259,-1.324,9.417,-15.560,-2.107,-0.399,1.731,-3.576,18.471,3.142,19.100,10.52
1bv9,-31.716,-1.866,11.842,-21.719,-5.492,-0.707,2.025,-4.457,12.843,4.258,16.400,8.96
2eum,-23.474,-2.170,7.375,-12.153,-2.373,-2.028,2.728,-3.261,44.143,10.699,72.000,6.7
1rpj,-11.168,-4.217,9.308,-8.117,-4.698,-0.634,0.457,-0.209,61.471,-0.000,13.500,6.48
1g32,-18.783,-1.732,11.775,-13.688,-1.811,0.319,1.317,-1.297,5.071,5.561,3.500,6.11
1g3d,-9.326,-1.337,8.625,-7.661,-2.672,-0.262,0.896,-0.515,10.171,-0.000,2.200,5.55
1iih,-7.418,-1.726,7.550,-6.251,-3.133,-0.382,0.498,-0.237,34.243,-0.000,9.400,2.89
1i00,-8.010,-1.267,4.675,-7.297,0.712,0.082,0.908,-1.481,27.957,3.099,7.700,6.34
1xff,-14.300,-3.852,7.408,-7.354,-5.158,-1.190,0.428,-0.307,21.786,-0.000,16.900,4.82
1o38,-11.579,-1.705,11.125,-10.962,-2.682,0.943,1.399,-1.024,3.814,0.338,6.700,6.82
1pgp,-8.525,-2.225,10.200,-7.337,-3.608,-1.019,1.419,-1.056,57.443,-0.000,25.400,5.7
2a8g,-9.032,-0.345,9.000,-7.795,-1.596,0.376,0.722,-0.505,12.014,2.896,7.300,3.69
6cpa,-17.199,-2.190,10.658,-11.644,-3.384,-1.170,1.997,-2.470,34.029,3.386,18.200,11.52
1lpz,-19.433,-1.849,11.675,-15.373,-1.733,-0.190,1.344,-1.465,5.414,3.225,2.100,7.6
4tmk,-23.292,-10.163,28.217,-21.349,-6.747,1.497,6.406,-3.681,77.586,1.623,38.200,7.7
1m0o,-20.319,-4.005,17.192,-12.482,-4.376,-0.404,2.202,-1.252,-42.286,-0.000,15.400,2.31
1b5h,-25.747,-7.816,13.275,-13.834,-5.458,-0.285,1.832,-1.625,-16.029,1.074,38.300,6.01
1jeu,-26.024,-6.378,13.367,-14.489,-6.046,-0.747,1.969,-1.944,-11.871,1.074,37.000,6.82
2aac,-9.520,-1.240,5.900,-6.739,-2.913,-1.327,0.292,-0.072,33.471,0.612,11.200,2.22
1moq,-9.803,-2.955,11.167,-8.156,-4.456,-1.353,1.061,-0.647,71.214,-0.000,20.100,3.46
1xt8,-12.659,-3.658,5.092,-5.607,-3.938,-0.941,0.169,-0.125,4.986,-0.000,10.000,6.85
2avq,-36.379,-3.165,14.575,-19.695,-6.382,-2.039,4.583,-5.737,-47.343,5.061,55.300,4.39
1gjc,-8.875,-1.648,10.925,-10.572,-0.093,0.818,1.120,-0.804,9.843,0.338,0.100,6.35
3aid,-16.299,-0.587,6.183,-12.189,-1.162,-0.701,1.777,-2.554,17.571,4.344,22.600,6.86
1v2u,-8.110,-1.630,6.867,-6.145,-2.125,0.298,0.370,-0.140,-1.814,-0.000,0.000,3.37
1f0s,-16.962,-1.044,9.367,-12.429,-0.907,-0.744,0.941,-1.335,-14.986,2.069,2.400,7.74
1igj,-14.353,-0.187,4.333,-10.290,-0.066,-0.581,0.764,-1.144,21.443,6.167,14.800,10
2tmn,-11.732,1.459,6.583,-6.118,-1.785,-1.543,0.817,-0.591,-54.186,0.866,6.800,5.89
1ado,-5.960,-0.560,5.800,-4.931,-1.599,-0.593,0.386,-0.328,11.957,-0.000,4.400,6
1ciz,-18.167,1.568,7.350,-16.048,-0.573,-0.510,1.232,-1.806,1.014,3.837,3.500,7.44
1o2n,-11.308,-1.970,11.692,-12.070,-2.171,0.439,1.266,-0.451,31.771,0.674,0.500,6.09
2hf8,-17.144,-4.788,18.858,-16.065,-7.082,1.711,2.377,-1.830,56.200,0.007,24.700,5.47
1ork,-16.967,-1.430,10.750,-13.116,-1.558,-2.565,1.748,-1.139,35.929,2.281,11.100,8.81
1qin,-20.376,-0.472,7.358,-12.956,-3.647,-1.130,1.457,-1.512,-6.171,3.724,17.700,8
1ecv,-15.065,-3.600,7.333,-9.323,-3.041,0.364,0.697,-0.469,13.943,2.830,0.000,4.85
1pxp,-12.114,-0.334,7.692,-10.440,-1.089,-0.353,0.841,-0.767,8.686,2.091,0.000,6.66
1mrs,-18.004,-2.138,12.008,-11.472,-2.540,-0.110,1.396,-0.981,-45.871,1.497,12.200,3.96
1dif,-33.439,-1.843,13.092,-20.214,-3.881,-1.865,4.970,-7.131,-14.557,7.003,28.000,10.66
1aj7,-11.182,-1.322,6.142,-9.575,-1.199,-0.294,0.540,-0.661,23.900,1.846,11.200,3.87
1yvm,-7.396,0.222,2.642,-5.750,-0.001,0.002,0.128,-0.255,3.086,2.887,0.000,6.4
2amt,-10.172,0.366,15.475,-14.663,-3.901,0.776,2.909,-2.336,56.129,0.338,19.500,4.44
1lkl,-18.455,-3.890,11.375,-11.577,-4.364,-1.410,3.168,-3.415,16.371,0.716,23.100,5.81
1qf2,-10.921,1.886,5.633,-9.610,-1.574,-0.357,1.195,-1.900,7.857,2.655,6.200,5.92
1y20,-12.661,-3.944,3.950,-5.416,-3.599,-0.903,0.104,-0.070,3.586,-0.000,2.500,5.32
1w5w,-26.280,-1.592,13.225,-21.663,-3.389,-0.868,3.476,-4.947,39.571,3.355,31.900,8.8
1a94,-30.370,-1.732,15.608,-19.485,-5.471,-1.407,4.978,-5.386,-21.900,4.829,45.000,7.85
1b4z,-26.003,-6.565,13.892,-14.631,-5.788,-0.742,1.935,-1.839,-11.443,1.074,36.100,5.23
1os5,-14.432,-0.294,3.867,-10.062,-0.508,-0.032,0.537,-1.650,3.200,4.567,12.500,6.85
1fkg,-17.928,-0.426,2.658,-10.022,-0.879,-0.217,0.201,-2.731,-2.043,5.965,11.100,8
1s63,-12.562,0.105,3.225,-6.925,-0.106,-0.039,0.726,-2.901,5.286,6.002,4.900,9.05
1r1j,-10.446,1.749,8.150,-10.254,-1.513,-0.160,1.609,-1.742,1.371,1.981,8.200,8.64
1m48,-18.785,-2.187,6.658,-11.164,-2.405,-0.277,0.608,-1.456,-8.457,3.623,9.100,5.09
1f0t,-15.381,-1.978,11.608,-11.416,-2.716,-0.165,1.414,-1.516,-0.600,1.406,4.200,6
1li3,-5.350,-0.135,1.767,-4.744,-0.192,0.020,0.062,-0.019,18.471,2.389,1.500,4.25
2j7b,-10.216,-2.067,7.292,-8.200,-3.891,-0.091,0.480,-0.267,30.686,-0.000,12.400,6.62
3pck,-6.173,-1.416,4.875,-5.911,1.521,0.447,0.131,-0.105,-6.529,1.270,0.000,6.7
1bwb,-33.673,-2.583,14.358,-22.978,-6.338,-0.582,2.607,-4.599,9.514,3.880,15.200,8.42
2il2,-32.409,-0.637,12.675,-18.163,-2.985,-1.192,2.198,-2.357,-104.257,5.034,10.400,7.1
1qbt,-35.238,-1.965,14.750,-24.020,-6.071,-0.541,2.721,-4.557,9.143,5.825,14.100,10.62
2fxv,-16.461,-5.276,14.242,-11.156,-4.155,-0.687,1.630,-1.026,38.186,1.440,12.400,5.35
2izl,-17.752,-2.044,8.225,-9.368,-3.705,-0.119,0.235,-0.319,-36.043,2.146,10.100,6
1ucn,-11.761,-4.055,11.742,-8.991,-2.849,0.163,2.637,-1.782,31.343,1.896,13.800,5.22
1upf,-5.632,-0.272,4.467,-3.799,-0.928,0.000,0.000,0.000,-9.843,0.797,0.000,4.6
2fqy,-13.730,-2.189,10.933,-10.848,-3.059,-0.346,1.002,-0.772,21.829,1.265,7.900,6.57
1bgq,-7.310,-0.087,5.533,-8.796,-0.935,-0.182,0.133,-0.021,45.414,1.703,1.300,8.57
1nl9,-20.968,-5.467,8.558,-11.648,-4.072,0.543,1.904,-3.426,9.000,3.053,12.200,5.96
1o2j,-6.124,-2.219,10.583,-9.374,3.315,0.294,1.066,-0.596,12.286,0.655,5.700,6.92
1v2j,-7.907,-1.561,7.017,-6.320,-2.059,0.296,0.370,-0.140,1.614,-0.000,0.000,3.25
2j7g,-12.161,-3.209,9.150,-9.675,-4.451,-0.096,0.841,-0.550,40.686,-0.000,13.700,7
1qf0,-16.110,1.987,8.525,-14.026,-2.248,-0.034,1.880,-2.466,3.257,4.044,15.000,7.38
