name,total,SMoG2016_KBP2016,SMoG2016_LJP,SMoG2016_Rotor,SMoG2016_lnMass,affinity
3nkk,-6.335,-109.709,38.070,1,5.031,4.7
1h0a,-7.369,-149.020,74.661,6,6.040,5.44
1yfz,-6.791,-123.269,60.481,4,5.870,4.35
3vf5,-11.981,-324.712,119.741,14,6.399,9.34
3n2p,-6.949,-134.869,63.754,6,5.820,7.82
3oy8,-6.016,-118.883,83.666,8,5.881,3.66
4dst,-5.856,-82.268,30.158,2,5.493,2.96
4g0y,-6.373,-112.838,64.532,4,5.850,2.3
3l7a,-8.845,-208.300,98.586,5,5.938,4.33
3uxk,-5.145,-81.041,45.872,2,4.920,4.93
2jds,-11.467,-280.632,79.090,6,5.987,8.2
1qy1,-7.049,-139.357,47.959,3,5.113,6.52
1sbr,-7.332,-141.201,50.518,4,5.580,5
2b1g,-7.840,-157.158,65.551,2,5.768,6.64
3c4h,-6.615,-114.583,41.519,0,5.204,5.7
1fq5,-13.094,-374.174,171.574,11,6.733,8.4
3dx4,-7.155,-153.767,75.301,1,5.100,7.12
3lcv,-10.550,-248.672,69.556,7,5.992,4.74
2pvm,-9.761,-225.186,69.852,6,5.858,6.44
1mrw,-11.129,-288.235,106.685,11,6.268,9.7
3fjz,-5.360,-97.701,66.122,4,5.136,4.05
1ksn,-10.102,-253.515,99.174,10,6.116,9.4
2xj1,-10.184,-235.531,66.782,5,5.827,7.55
1fjs,-10.537,-276.954,127.382,9,6.269,9.96
1j36,-8.009,-185.075,78.152,13,6.004,7.74
2vpe,-8.265,-254.601,146.274,34,6.693,4.94
3k02,-15.072,-461.691,214.493,12,6.695,5
3i5z,-10.969,-274.982,92.023,8,6.024,8.7
1ur9,-10.853,-302.803,148.635,12,6.321,5.77
2ri9,-5.570,-84.155,33.112,0,4.898,3.22
3dp9,-10.970,-258.313,55.902,7,5.818,9.68
4b6o,-8.140,-187.533,96.273,4,5.737,7
2fqo,-6.946,-150.304,72.792,9,5.595,6.43
1e1x,-7.176,-152.160,77.829,4,5.526,5.89
1jlr,-7.374,-171.135,118.032,8,6.271,3.33
2d3z,-8.990,-186.847,51.333,5,5.969,6.64
1ew8,-2.613,-47.407,131.660,2,4.942,2.26
1bxq,-9.497,-267.347,130.669,22,6.440,7.38
1pb8,-4.745,-78.066,53.095,2,4.664,5.15
3a1d,-9.288,-204.574,67.110,6,6.057,4.12
3ppm,-10.805,-259.506,60.494,9,5.815,9.54
1x8r,-8.150,-219.582,155.892,7,6.006,6.12
1p19,-6.768,-149.736,111.224,4,5.870,4.11
2rcb,-4.821,-78.505,49.490,2,4.664,6.79
2i4v,-11.795,-313.600,107.133,14,6.332,11.2
2vvu,-9.742,-226.241,78.240,8,6.161,8.1
4det,-7.200,-149.226,87.003,1,5.656,5.68
2yln,-4.287,-48.416,30.222,2,4.804,7.68
3sk2,-8.137,-182.566,87.149,3,5.649,3.61
1nja,-8.019,-165.260,61.391,4,5.727,6.31
1jqy,-7.512,-191.855,136.927,10,6.160,4.92
2uwd,-9.843,-221.675,62.745,6,5.961,8.35
1bjv,-8.015,-179.838,83.134,7,5.850,5.54
1fpc,-9.826,-238.762,84.930,12,6.223,7
2b4l,-6.051,-103.590,28.969,2,4.771,4.77
3dgo,-7.105,-161.792,114.526,8,6.229,6.74
3ug2,-8.502,-200.936,100.838,8,6.101,8.25
3ikg,-8.319,-182.120,72.439,8,6.004,7.24
1i9m,-6.073,-127.629,103.527,5,5.787,8.48
3lbz,-5.814,-117.393,117.060,4,6.127,3.86
3qtv,-10.014,-236.846,71.874,8,5.911,4.65
3uod,-9.517,-229.673,95.187,6,5.925,7.31
3lp4,-5.322,-83.930,33.368,5,4.998,4.88
1l83,-6.277,-108.457,15.053,0,4.357,3.4
2ayr,-14.100,-371.490,98.803,8,6.250,9.29
3ubd,-10.958,-271.620,99.064,7,6.246,5.54
3mxe,-11.380,-315.733,143.740,14,6.537,10.01
3h89,-11.823,-365.117,163.493,31,6.882,7.64
1nz7,-8.669,-240.223,127.709,23,6.511,7.12
2pwd,-6.656,-145.376,88.791,1,5.100,4.4
1lbf,-8.377,-209.661,111.009,9,5.861,7.85
1a4r,-7.458,-151.557,76.850,6,6.105,6.66
2w26,-9.614,-215.262,68.841,6,6.075,9.4
4fl2,-9.457,-216.495,79.339,8,6.227,3.66
1ec9,-3.998,-116.137,182.118,5,5.273,3.1
3oyw,-6.078,-108.255,74.488,4,5.881,4.11
1r6n,-7.904,-185.880,127.402,6,6.409,7.4
4h3f,-11.335,-276.803,92.667,4,6.129,9
3th9,-10.972,-276.175,97.665,9,6.199,7.7
1tng,-5.342,-77.554,23.886,1,4.737,2.93
3nht,-10.238,-236.825,38.394,12,5.763,7.01
3drf,-10.921,-322.687,130.854,29,6.560,7
1cgl,-8.863,-244.209,124.465,22,6.440,6.87
1g2k,-13.370,-366.398,125.692,12,6.448,7.96
1k6t,-13.078,-347.970,101.008,14,6.443,7.62
3fuz,-5.581,-100.964,54.168,4,5.011,6.54
3f8e,-3.857,-101.304,170.609,7,5.642,7.23
1k27,-9.355,-202.186,54.448,3,5.691,9
2vyt,-5.072,-66.379,15.346,6,5.088,2.74
2ovy,-9.480,-214.020,74.853,5,6.002,8.4
2wyf,-5.568,-102.220,89.195,5,5.875,4.43
2q8z,-7.490,-175.261,114.974,4,5.826,5.68
3gm0,-9.209,-188.765,20.544,3,5.268,7.77
4ag8,-12.257,-300.148,68.199,6,5.956,8.96
4ap7,-10.656,-240.158,52.874,3,5.775,7.96
3k00,-13.911,-446.214,252.528,10,6.502,5.77
2buv,-6.216,-107.759,41.640,1,5.037,4
3iof,-7.056,-128.250,38.714,6,5.663,5.22
3d7k,-10.461,-309.153,188.223,12,6.439,4.6
1mue,-8.650,-218.690,124.178,9,6.159,8.64
2vvp,-6.091,-124.199,78.209,6,5.438,3.4
2ez7,-4.086,-37.984,29.002,3,5.050,4.36
1mu8,-9.912,-237.810,83.847,9,6.101,9
1kdk,-10.132,-226.128,63.728,0,5.671,9.05
1g30,-11.190,-290.338,103.398,12,6.266,6.85
3hll,-10.280,-242.886,85.243,6,6.166,8.24
3gk1,-6.674,-105.049,12.804,7,5.632,4.1
2rin,-6.454,-134.966,65.648,4,4.984,4
1mrn,-12.009,-319.679,117.731,16,6.792,4.52
1uj5,-5.935,-118.132,75.944,6,5.438,3.05
3g0e,-9.952,-210.474,39.038,2,5.701,7.7
1b6h,-9.240,-237.773,87.410,17,5.930,7.82
1gnn,-8.039,-240.701,160.550,23,6.394,5.68
3fhb,-6.174,-107.225,38.262,1,4.920,5.7
3okv,-8.060,-166.936,74.117,3,5.933,6.23
2gzl,-11.690,-315.983,129.021,13,6.521,4.82
1pot,-7.543,-156.088,31.372,7,4.998,5.49
3qx8,-5.203,-144.447,198.279,12,6.702,2.86
1i9l,-6.778,-120.672,47.095,5,5.730,8.48
2uwl,-9.213,-197.558,56.677,7,6.103,8.4
3ccz,-8.760,-216.175,99.637,14,6.268,7.29
3tcg,-8.028,-191.736,78.254,14,5.818,5.87
3bl1,-7.748,-151.235,58.077,4,5.900,5.6
1k1n,-8.757,-228.359,128.032,14,6.401,6.82
3n4b,-7.150,-134.540,51.425,5,5.734,7.02
3gba,-8.626,-214.683,114.786,5,5.731,9.07
2xjg,-8.873,-194.967,67.528,4,5.740,7.82
3oyq,-6.798,-127.120,47.510,7,5.649,7.99
5er2,-12.979,-417.437,182.048,34,6.857,6.57
3bl0,-5.463,-71.576,25.837,3,5.403,6.92
2cer,-10.273,-256.445,100.258,4,5.731,9.22
1q84,-17.114,-480.501,122.323,12,6.497,11.05
2y82,-10.924,-260.849,85.795,5,6.191,8.4
3juk,-9.549,-251.351,140.061,9,6.339,4.89
3fvk,-8.002,-183.166,91.451,4,5.621,8.82
3r17,-6.883,-120.398,41.243,5,5.749,6.41
3evd,-7.065,-160.216,115.660,8,6.271,6.91
2qwd,-6.308,-135.209,95.738,6,5.674,4.85
2wjg,-7.090,-150.570,96.628,6,6.107,7.1
2y7z,-11.070,-265.782,86.141,5,6.182,8.7
2nsj,-7.417,-168.960,103.889,5,5.826,4.79
1lgt,-7.682,-152.662,54.558,1,5.394,6.1
4agl,-6.099,-87.687,46.957,2,6.001,3.65
2ylc,-6.604,-112.443,45.465,4,5.730,7.89
2jke,-7.257,-143.638,50.478,1,5.100,4.23
2ha3,-5.731,-92.525,21.845,2,4.645,3.03
3ebi,-8.703,-205.620,85.749,9,5.892,7.1
3f7i,-7.653,-176.880,101.253,10,6.172,7.34
4gg7,-11.693,-294.915,98.410,7,6.215,8.2
3neo,-8.972,-213.200,92.858,7,5.930,5.92
2vo4,-5.269,-71.085,28.889,2,5.136,4.94
1v2r,-7.437,-156.542,68.136,11,6.071,3.55
1b51,-8.963,-224.680,81.394,16,5.898,7.37
1cps,-6.748,-125.957,48.481,5,5.481,6.66
4de0,-6.574,-123.958,68.273,4,5.721,5.89
1uz8,-9.457,-238.169,119.164,9,6.298,4.96
3n2u,-7.753,-186.396,108.447,11,6.144,7.84
4ago,-7.568,-166.628,95.726,9,6.296,4.81
3el9,-12.036,-364.281,168.381,22,6.557,8.4
1uvt,-10.483,-242.226,56.176,8,5.951,7.64
1fcy,-14.018,-362.872,93.279,3,5.956,8.52
1fh8,-7.693,-158.303,66.108,2,5.522,6.89
2i4j,-11.027,-313.368,142.596,14,6.114,6.16
1ftm,-6.922,-130.799,44.262,3,5.231,7.61
1elc,-7.878,-212.954,136.391,16,6.229,6.66
1bzy,-9.567,-239.899,117.731,4,5.906,8.34
1ugx,-7.413,-151.292,70.488,7,5.984,5.91
2zdm,-8.919,-210.888,85.682,9,5.959,6.41
2qwe,-7.055,-163.844,104.136,8,5.812,7.48
1fm9,-14.747,-406.140,113.616,12,6.303,9
2xog,-7.917,-168.940,86.444,8,6.374,3.43
2j34,-9.819,-213.882,57.536,6,6.155,7.82
3i60,-10.860,-278.440,108.032,8,6.103,8.7
3iw5,-11.634,-324.501,147.039,11,6.319,6.08
2o4n,-11.540,-308.824,123.037,12,6.401,7.82
1d6v,-10.752,-255.873,65.668,8,5.943,6.17
2vjx,-6.951,-137.640,56.352,1,5.082,4.96
1nw7,-8.458,-184.755,70.710,7,5.954,5.09
1toj,-5.564,-88.725,35.875,3,5.011,3.39
2py4,-9.656,-254.025,134.625,8,6.148,6.7
1b6j,-12.328,-342.337,134.388,15,6.534,7.92
1pr5,-8.081,-162.720,54.298,2,5.584,3.92
3u7l,-7.482,-173.404,94.114,12,6.087,7.28
1xjd,-13.377,-331.657,83.808,2,6.147,9.48
4b6p,-8.006,-190.525,120.541,3,5.914,7.13
3oku,-8.240,-172.030,73.132,3,5.933,6.36
1h5v,-10.246,-293.152,178.934,14,6.809,3.93
4gah,-9.916,-296.779,149.068,30,6.841,6.1
2aod,-11.260,-348.154,138.009,36,6.668,5.66
3lpl,-5.235,-71.905,33.130,4,5.328,5.62
2v59,-8.412,-186.607,80.541,3,5.694,8.19
1k6c,-12.755,-338.651,101.498,14,6.421,7.48
1bnt,-7.261,-130.032,53.183,3,5.966,9.8
1ql7,-9.997,-235.341,93.150,5,6.213,5
1hvl,-12.752,-396.279,180.525,25,6.678,9.95
4dy6,-10.365,-266.659,122.221,12,6.628,4.4
3qgw,-10.112,-234.000,81.822,4,6.073,5.89
2f81,-11.822,-317.092,114.494,13,6.305,10.52
2vnp,-6.797,-136.755,63.839,6,5.522,9.92
1f4e,-7.133,-122.267,30.924,3,5.595,2.96
3b7r,-7.501,-179.875,110.122,10,6.036,7.7
1bv9,-14.723,-429.902,165.695,14,6.631,9.96
3e12,-7.072,-156.027,82.939,9,5.762,5.99
2ydw,-8.995,-207.193,88.732,6,6.048,7.34
2eum,-9.890,-280.375,114.601,29,6.623,6.7
3m67,-7.968,-164.734,74.431,5,6.085,6.74
2wb5,-8.645,-213.228,110.586,7,5.895,9.13
1rpj,-7.035,-156.994,92.177,1,5.193,6.48
1g32,-11.621,-285.821,82.431,6,6.050,6.11
1g3d,-6.676,-126.833,57.381,4,5.469,5.55
1iih,-5.380,-83.518,42.148,4,5.226,2.89
3c79,-6.744,-154.590,108.081,4,5.538,7.2
4asd,-11.629,-299.978,101.328,9,6.140,9.28
1i00,-7.592,-155.300,62.657,10,6.127,6.34
2zdl,-8.692,-200.872,78.740,9,5.922,6.4
1xff,-5.681,-104.628,55.194,4,5.011,4.82
3djk,-11.486,-309.006,115.703,14,6.310,10.59
1kuk,-8.997,-215.273,80.685,13,6.096,3.91
2fle,-13.362,-404.329,160.269,25,6.685,7.85
3qlm,-6.066,-131.596,69.291,14,5.546,6.37
1y6q,-9.953,-221.503,51.761,4,5.684,11.7
2rke,-4.924,-59.349,19.098,2,4.941,4.08
3p17,-9.180,-212.735,73.718,8,5.867,4.48
2yk1,-8.578,-179.735,40.547,1,5.095,8.13
3gx0,-7.479,-203.141,117.013,25,6.420,3.48
1o38,-7.686,-188.175,128.050,5,5.922,6.82
3k5x,-5.748,-99.745,54.106,6,5.477,6.41
1pgp,-6.357,-124.384,66.953,7,5.620,5.7
2vh6,-10.759,-250.830,74.759,7,6.317,9.7
3s73,-5.988,-86.536,28.788,1,5.366,8.7
2a8g,-6.870,-158.938,118.980,2,5.610,3.69
3n3g,-7.781,-163.796,73.153,7,6.004,7.24
3p4v,-6.807,-119.519,34.987,8,5.790,5.1
3ivx,-10.865,-266.554,87.366,7,6.059,5.74
3m36,-10.857,-255.802,73.164,8,6.279,9.82
3f19,-6.742,-127.590,53.204,5,5.514,7.19
6cpa,-8.081,-227.585,156.551,14,6.170,11.52
2ra0,-11.570,-280.252,84.055,6,6.271,7.8
1lpz,-9.699,-233.000,96.136,7,6.142,7.6
3b2q,-7.416,-173.202,117.661,8,6.229,4.55
3bkl,-10.265,-297.215,163.468,14,6.275,6.17
4tmk,-10.957,-325.210,189.433,16,6.792,7.7
1m0o,-8.495,-207.910,111.713,7,5.951,2.31
1b5h,-8.922,-226.405,86.979,16,5.898,6.01
1jeu,-9.480,-240.464,77.993,18,6.007,6.82
3k4q,-5.405,-118.007,128.474,12,6.492,5.34
2aac,-6.646,-122.385,49.991,0,5.100,2.22
3cct,-10.040,-261.404,116.527,13,6.353,7.56
2xb7,-10.628,-268.096,111.735,9,6.420,9.19
3k97,-8.333,-169.502,57.604,3,5.802,8
3gi5,-11.988,-323.120,119.660,14,6.479,11.22
1moq,-7.223,-150.365,76.738,3,5.561,3.46
1xt8,-4.772,-72.569,47.027,2,4.804,6.85
2avq,-10.868,-340.277,149.055,35,6.650,4.39
2d0k,-7.620,-181.216,107.993,10,6.092,5.02
3b66,-11.326,-289.634,98.190,8,6.016,8.6
2w67,-7.046,-153.350,86.506,2,5.324,4.96
2e1w,-9.924,-224.721,56.180,6,5.778,7.96
3nyx,-10.264,-231.598,61.905,5,6.001,7.49
1gjc,-7.849,-192.598,128.785,3,5.796,6.35
3aid,-10.966,-282.358,92.657,14,6.223,6.86
1v2u,-5.896,-96.646,29.634,1,4.796,3.37
3h30,-7.655,-145.433,54.155,2,5.762,4.53
1f0s,-9.783,-214.910,61.192,5,6.059,7.74
3uzj,-6.380,-107.838,25.193,0,4.780,5.55
3s72,-6.062,-92.641,32.455,1,5.283,6.4
2pov,-6.786,-115.131,43.784,2,5.652,7.12
2tmn,-5.022,-73.979,46.661,5,5.347,5.89
3l4v,-8.951,-212.618,87.343,10,6.052,6.72
3ggu,-11.035,-293.981,117.289,13,6.305,9.77
3kku,-7.012,-139.452,69.187,7,5.922,5.7
1ado,-5.083,-65.846,22.807,4,5.136,6
1ciz,-13.004,-334.488,92.457,8,6.221,7.44
1ela,-7.935,-181.079,79.988,13,6.125,6.36
2xht,-8.145,-172.573,64.927,3,5.573,5.96
1o2n,-7.845,-192.376,132.614,3,5.895,6.09
4fm7,-10.030,-234.180,87.304,5,6.170,7.24
3k8o,-8.402,-192.865,78.916,6,5.617,11.07
2hf8,-9.150,-224.251,114.782,8,6.301,5.47
1ork,-9.859,-266.720,157.653,6,6.247,8.81
2xxr,-5.637,-98.417,46.172,4,5.011,6.55
4dmw,-7.187,-136.687,60.699,6,6.001,4.94
3zqe,-6.478,-118.935,74.861,4,5.972,4.23
3pwd,-8.066,-188.694,108.122,1,5.606,6.66
3eqr,-13.022,-339.844,98.788,9,6.245,8.7
3ekv,-11.445,-295.580,93.080,13,6.225,9.41
2yi0,-8.731,-182.047,58.189,3,5.811,8.12
1qin,-8.316,-208.200,110.215,15,6.344,8
1ecv,-6.451,-121.658,74.981,4,5.814,4.85
2vw1,-7.328,-159.489,81.591,6,5.674,3.52
3c88,-7.494,-186.725,90.866,21,6.203,6.8
1rnt,-6.019,-120.128,101.341,4,5.911,5.19
1pxp,-10.054,-225.987,58.343,4,5.784,6.66
1mrs,-8.509,-184.174,68.462,5,5.823,3.96
1ype,-11.859,-284.362,71.659,5,6.105,8.1
4ek9,-9.443,-206.756,57.697,3,5.687,4.42
1dif,-12.133,-392.387,211.244,25,6.722,10.66
1aj7,-7.891,-162.101,48.268,8,5.717,3.87
3q6w,-12.692,-320.433,85.721,8,6.252,7.57
1yvm,-7.030,-121.162,30.081,1,5.303,6.4
2amt,-10.010,-254.298,108.016,12,6.341,4.44
1lkl,-7.486,-193.698,109.991,22,6.427,5.81
2bet,-6.311,-108.717,37.415,5,5.375,2.77
1qf2,-7.811,-178.220,91.912,9,6.021,5.92
2w7y,-10.294,-268.970,130.317,8,6.271,6.08
1y20,-5.041,-82.368,45.882,1,4.626,5.32
3jrx,-10.767,-255.346,90.881,4,6.254,9
3k8c,-5.614,-96.112,53.765,6,5.442,2.92
1w5w,-14.559,-415.632,143.144,15,6.585,8.8
3k2f,-7.625,-169.577,86.531,12,6.280,7.2
1a94,-10.403,-338.795,177.244,35,6.744,7.85
3su4,-9.923,-259.511,145.340,9,6.627,6.26
2xc0,-10.369,-270.303,126.152,9,6.303,6.72
1b4z,-9.246,-237.257,87.795,17,5.972,5.23
1ndy,-9.633,-219.274,61.199,6,5.734,6.17
2e2r,-9.653,-215.993,55.690,2,5.430,8.26
3rz8,-6.948,-131.233,42.873,8,5.649,8.17
3ewj,-7.373,-176.000,88.713,16,6.031,6.84
4ad2,-8.596,-195.662,84.907,4,5.737,6.2
1j17,-11.119,-264.609,82.357,5,6.213,5.22
2v58,-8.248,-171.028,79.630,1,5.974,9.09
1os5,-9.203,-212.778,89.890,7,6.205,6.85
3b7j,-6.209,-108.691,52.355,0,5.159,5.17
4asj,-9.137,-211.316,87.933,5,5.956,7.55
1ols,-9.394,-220.206,82.764,8,6.052,5.82
3mam,-5.173,-71.109,19.547,2,4.771,4.12
3fjg,-5.361,-86.416,48.682,4,5.226,3.73
1fkg,-8.966,-225.155,108.547,11,6.108,8
1s63,-7.519,-143.930,58.518,5,6.004,9.05
3std,-12.948,-322.043,66.383,6,5.898,11.11
1r1j,-7.858,-217.248,153.714,11,5.992,8.64
2y9g,-5.854,-103.088,76.054,4,5.835,3.77
1m48,-8.754,-202.720,86.091,9,6.105,5.09
2vwo,-9.991,-233.189,78.189,8,6.199,7.51
1xh4,-12.342,-333.950,126.438,9,6.219,7.47
3ta0,-9.727,-234.658,97.573,8,6.229,3.47
3fh7,-11.158,-286.361,96.292,9,5.967,7.6
2vhj,-6.443,-167.148,163.259,6,6.057,3.9
1f0t,-8.864,-190.243,66.879,6,6.101,6
1avn,-4.165,-35.234,9.242,2,4.719,3.9
1li3,-6.377,-104.860,22.780,0,4.852,4.25
2j7b,-7.428,-151.860,64.376,1,5.309,6.62
5er1,-9.476,-253.717,109.654,19,6.256,6.02
2y5g,-10.444,-228.142,47.073,6,6.140,6.84
3o5n,-7.199,-165.045,112.399,3,5.727,4.76
3o5x,-5.683,-104.409,90.636,9,6.323,5.28
3pck,-5.829,-99.434,48.888,1,5.044,6.7
3fzy,-9.303,-274.591,193.430,12,6.492,6.74
3bxh,-6.852,-155.344,104.106,4,5.561,4.03
2xmy,-10.057,-248.585,98.037,8,6.076,9.96
3buf,-5.667,-83.978,25.179,2,5.025,3.1
2q6f,-8.381,-287.408,233.249,23,6.526,5.44
1bwb,-15.543,-466.746,190.108,14,6.715,8.42
2drc,-8.228,-216.750,139.953,10,6.118,9.89
2zc9,-9.868,-232.766,74.623,8,5.956,6.74
3dsz,-7.213,-234.069,200.227,24,6.575,7.77
2v8w,-7.269,-155.609,96.205,8,6.297,6.82
1oau,-7.136,-155.336,82.399,6,5.610,7.7
2eg8,-5.351,-76.598,38.919,1,5.159,4.5
2il2,-12.743,-348.753,128.486,12,6.427,7.1
2pk6,-13.027,-396.129,187.997,18,6.648,10.89
1qbt,-16.042,-484.936,194.908,14,6.715,10.62
3m8t,-5.499,-79.025,37.567,2,5.313,4
2hjb,-6.585,-114.859,25.304,2,4.928,4.39
3c2u,-8.876,-215.762,73.778,12,5.646,2.9
2fxv,-8.281,-186.467,93.221,4,5.911,5.35
3mhw,-5.575,-86.922,42.595,0,5.011,2.3
2izl,-8.173,-162.321,34.091,5,5.502,6
4exs,-5.302,-76.339,39.656,4,5.380,4.41
3t83,-7.678,-169.690,74.282,12,6.052,6.98
1usk,-5.867,-103.948,41.430,3,4.884,6.4
1pb9,-4.816,-68.604,37.292,0,4.635,3.62
1ucn,-7.953,-174.036,87.968,6,6.057,5.22
3dp4,-6.789,-129.148,48.942,3,5.231,7.37
1upf,-4.824,-52.842,16.921,0,4.868,4.6
2qbs,-8.410,-173.666,59.484,7,6.116,6.68
2fqy,-9.368,-212.322,71.962,2,5.588,6.57
2vqt,-8.871,-209.568,80.891,4,5.399,6
2zfs,-8.625,-213.671,109.500,9,5.995,6.54
1bgq,-8.511,-169.335,61.536,0,5.897,8.57
1nl9,-7.793,-190.999,105.962,15,6.279,5.96
2v88,-8.863,-296.633,176.744,39,6.809,4.09
2xj2,-10.204,-238.166,74.077,4,5.827,7.18
1o2j,-6.573,-171.553,156.256,5,5.784,6.92
1v2j,-5.906,-96.633,29.043,1,4.796,3.25
2j7g,-8.871,-202.298,77.899,3,5.569,7
4dkq,-8.810,-195.202,70.307,7,5.969,6.6
1qf0,-9.742,-246.794,100.276,13,6.199,7.38
2vvs,-7.900,-181.672,93.986,7,5.867,7.34
3sbh,-6.782,-130.823,69.521,5,5.820,7.28
3r0y,-6.530,-178.890,144.097,20,6.399,4.84
2vmc,-5.300,-79.187,49.412,3,5.399,2.94
2vxn,-4.858,-77.119,57.233,4,5.142,5
1pzi,-6.488,-148.087,118.257,5,5.805,4.22
3f78,-5.318,-69.804,23.256,3,5.215,3.1
1d7j,-4.718,-58.587,10.667,2,4.478,3.3
3gi4,-11.956,-323.038,122.991,14,6.518,10.8
1s89,-5.507,-89.716,42.672,3,5.050,5.24
2j94,-9.385,-203.550,61.442,7,6.190,6.27
3ijh,-6.227,-130.726,92.822,6,5.691,4
3el4,-12.180,-339.042,132.305,16,6.509,7.17
3i7e,-11.315,-291.188,93.255,14,6.332,10.85
3b3x,-4.042,-89.902,129.922,5,5.258,3.6
2pnc,-7.331,-136.260,42.821,2,5.443,3.33
3djq,-6.338,-107.591,55.873,6,6.001,2.98
3ip6,-5.761,-96.276,35.100,1,4.754,6.6
3dri,-6.045,-139.872,97.239,18,6.168,4.42
1lee,-11.344,-308.067,117.220,15,6.275,7.74
3uw4,-7.668,-180.023,104.331,11,6.213,7.77
2oi0,-8.855,-181.603,43.642,4,5.740,7.55
3dc3,-5.300,-62.175,17.812,3,5.403,8.31
1qbn,-8.883,-207.852,93.780,7,6.069,5.85
2r1y,-5.944,-104.549,59.353,3,5.403,4.51
3zyf,-5.600,-98.662,77.469,4,5.711,4.85
3g2h,-8.291,-177.602,72.142,3,5.727,3.82
3gst,-9.476,-254.106,130.277,13,6.219,6.72
1rp7,-9.205,-214.484,84.574,8,6.087,8.52
1gi7,-7.252,-138.793,56.091,2,5.538,4.51
1odi,-8.377,-171.014,52.652,2,5.588,4.21
3gtc,-5.060,-67.411,46.053,2,5.425,2.35
1pxo,-8.977,-207.547,87.246,4,5.796,8.7
1b1h,-10.582,-285.796,101.476,18,6.083,7.03
2p4s,-8.779,-192.624,66.444,3,5.599,9.51
2g8r,-5.380,-96.933,93.845,4,5.875,3.99
3kyq,-7.423,-144.941,20.946,16,5.864,4.22
4agm,-6.529,-112.960,68.302,5,6.244,3.98
3ocp,-7.442,-142.527,66.121,1,5.796,7.57
2p53,-6.927,-136.763,72.265,5,5.823,7.46
1lf2,-11.077,-301.426,120.394,15,6.275,7.52
1ndw,-8.380,-182.672,58.720,6,5.557,5.23
3h5b,-11.636,-327.800,145.644,14,6.399,10
2r9x,-7.244,-155.382,92.176,6,5.999,4.85
3pb9,-6.792,-119.341,27.110,2,5.063,6.58
3s0d,-7.071,-132.200,20.081,6,5.051,7.05
3nes,-7.734,-164.680,72.498,6,5.794,5.62
2pvl,-9.866,-234.215,87.734,4,5.858,7.62
2pym,-11.690,-309.544,113.239,12,6.343,6.82
1jgl,-10.336,-229.605,55.656,0,5.606,8.7
3lir,-9.733,-242.089,79.956,16,6.166,6.92
1nfw,-9.860,-216.120,59.802,5,6.080,8.96
1o0n,-6.365,-109.560,56.060,4,5.781,4.09
1hdq,-6.161,-111.786,49.873,6,5.412,5.82
3hv8,-9.359,-221.642,129.570,2,6.554,6.98
1b8n,-8.489,-188.330,81.421,2,5.660,10.52
2oag,-8.867,-202.396,96.805,4,6.107,8.47
3f16,-7.316,-156.110,72.227,7,5.670,8.23
3d4y,-7.599,-171.168,90.852,1,5.319,5.7
1uz4,-6.592,-121.893,47.899,1,5.082,3.4
2j7f,-7.923,-193.590,117.592,2,5.497,6.35
1o36,-5.307,-200.895,291.187,8,6.197,5.96
3ip5,-4.567,-67.179,40.010,1,4.500,6.22
3bex,-6.367,-124.385,57.254,7,5.399,5.57
1olx,-8.884,-220.732,113.539,8,6.052,4.33
4h75,-8.710,-307.479,198.399,42,6.886,6.6
2h21,-9.553,-218.967,72.302,7,5.992,6.54
4ax9,-10.010,-278.650,145.896,14,6.328,9.57
2i6b,-8.349,-215.326,150.057,3,5.992,7.17
2d1n,-10.470,-279.233,87.515,21,6.143,8.15
3ao2,-8.178,-143.248,20.067,1,5.687,3.77
2h15,-7.750,-154.283,64.100,3,5.823,5.67
3hk1,-7.301,-139.094,44.201,8,5.826,6.17
2rk8,-5.020,-69.281,31.291,1,4.836,3.64
2e27,-10.308,-232.556,54.321,5,5.835,9.35
1n4k,-7.296,-151.240,83.089,6,6.040,10.05
3c2f,-6.358,-130.915,93.264,7,5.966,2
2ptz,-5.366,-99.876,69.580,3,5.043,7.82
3s71,-6.622,-105.612,24.038,1,5.283,8.64
2rio,-8.377,-192.913,98.475,6,6.057,4.69
1xhy,-7.177,-150.085,68.133,4,5.385,6.18
4dkp,-8.369,-171.591,54.360,5,5.852,5.72
3kdc,-12.516,-347.249,138.717,13,6.509,9.28
4f1l,-7.443,-154.263,59.707,5,5.456,5.12
2web,-10.023,-267.104,118.480,15,6.292,5.12
2i3h,-7.664,-173.432,86.404,12,6.158,7.4
3u10,-8.589,-177.606,64.694,1,5.796,5.44
2p7a,-6.630,-110.616,23.010,0,4.956,6.1
3c8e,-6.107,-127.574,77.704,11,5.730,4.15
3kmx,-7.327,-141.696,42.220,7,5.610,4.82
3c8b,-8.043,-211.814,102.952,22,6.223,6.1
4hf4,-11.182,-275.516,90.953,6,6.103,8.62
1swr,-7.327,-154.974,69.551,5,5.498,6.92
1ypj,-11.707,-283.389,78.884,5,6.110,7.02
3f7h,-7.787,-178.688,92.945,12,6.253,7.09
1g2l,-11.402,-288.511,87.655,12,6.266,7.24
2qrg,-8.835,-195.613,76.356,3,5.784,5.18
2xd9,-8.592,-182.230,61.506,2,5.599,6.46
4ei4,-9.465,-197.716,43.065,1,5.599,8.74
