name,vina_affinity,vina_gauss1,vina_gauss2,vina_repulsion,vina_hydrophobic,HB,rbond,affinity
1g9r,-11.02944,190.08033,2361.59499,11.54590,5.31978,16.43927,16,5.7
1qka,-9.00354,160.93297,1976.84169,8.08411,27.78753,14.71169,20,5.92
1l6m,-2.28331,34.28881,428.87467,2.18091,10.37121,1.00000,3,8.1
1sgu,-10.06691,122.04030,2264.01023,4.55332,79.34746,4.67757,14,5.37
2fzk,-2.49501,82.74160,1589.91176,17.00931,1.56764,11.58287,10,3.6
1dqn,-7.92614,103.19694,1114.74061,6.89493,2.52299,11.91171,8,8
2bfq,-10.01230,166.71148,1988.06140,5.05868,0.00000,8.69076,15,6.89
1izi,-9.40437,148.33694,2478.28385,6.08911,65.36152,9.25287,21,6.59
2fqw,-8.48727,105.87454,1234.27699,4.96367,0.00000,7.25434,5,6.68
1bv7,-13.60591,184.25045,2650.35015,5.23278,104.27020,7.59347,14,9.3
1w4p,-5.39653,57.68106,936.22244,3.95124,2.80003,5.90372,7,4.74
2jxr,-8.62436,117.55566,2073.78524,5.45459,62.24299,7.18533,17,7.05
1li2,-5.41715,37.74325,541.02405,0.73893,43.28669,0.92882,1,4.04
1n8v,-4.55230,40.00765,780.02058,0.14130,65.14399,0.00000,12,6.03
1lkk,-6.32197,118.08366,1467.89726,5.50712,34.64149,9.73477,22,6.85
1tuf,-3.32953,57.38057,654.53611,3.20281,20.80551,2.44614,8,4.05
1o2z,-6.74312,116.62721,1298.68478,6.71377,15.10152,7.75398,10,6.11
1t31,-9.92220,145.95119,1830.98849,6.10197,48.93578,5.70137,9,8.64
1b46,-8.32131,122.75158,1687.30772,6.29477,26.39824,10.52518,15,5.28
1k1j,-8.22782,114.09967,1508.63857,4.80783,29.40685,6.75195,10,7.55
1c87,-5.85141,88.45741,1001.63223,7.95993,21.69491,7.65129,3,4.2
2gvj,-10.21988,128.87799,1777.05082,3.30101,92.50332,1.31891,8,9.52
1afk,-6.12436,98.55001,1193.96832,6.68562,0.00000,9.03283,10,6.62
1kpm,-6.96829,103.20027,1548.66055,5.60786,77.66394,1.29296,13,5.8
1jcx,-5.45413,91.43747,1434.70202,8.40600,0.00000,11.58803,19,5.15
4std,-10.01628,68.80886,1396.18245,0.90537,80.69538,0.59832,4,10.33
1jao,-6.83157,98.49423,1224.04128,3.48356,28.55080,3.64853,8,5.92
1h0a,-5.46792,56.10750,900.07791,4.64526,0.00000,10.08679,14,5.44
1yfz,-5.15830,51.24304,890.26778,3.33718,0.00000,5.20041,6,4.35
1qy1,-5.14551,46.29913,798.71924,1.45903,26.25338,1.00000,3,6.52
1fq5,-12.26525,149.46449,2478.65746,6.71098,81.15054,7.64110,11,8.4
1mrw,-10.35047,129.66583,2090.15509,5.72554,59.75432,5.30900,10,9.7
1ksn,-9.72094,167.47828,1650.12387,5.28806,68.53503,4.57803,10,9.4
1fjs,-7.37019,138.28864,1744.96052,6.79060,41.29611,3.79561,12,9.96
1ur9,-9.82426,135.22059,2043.50438,6.00854,42.82589,7.88818,14,5.77
2fqo,-5.63498,80.76350,1155.06453,5.87811,2.65871,8.41529,12,6.43
1e1x,-5.78018,59.48827,1140.34904,4.23207,11.52492,4.17642,5,5.89
1jlr,-5.14626,83.04122,1371.19998,7.85051,0.00000,7.79138,11,3.33
1ew8,1.45851,50.47123,472.16421,8.23309,0.00000,1.77169,2,2.26
1bxq,-8.35242,142.28825,2033.60860,5.44100,65.51436,7.82111,20,7.38
1pb8,-4.69297,65.70489,500.64220,5.64640,0.00000,9.09005,4,5.15
1x8r,-7.97645,138.54620,1550.78873,15.43949,20.27963,19.59724,11,6.12
1p19,-3.46507,73.73848,1064.22076,9.95030,0.00000,8.39578,8,4.11
1jqy,-5.45994,97.08343,1309.35281,6.22385,5.83963,6.46401,13,4.92
1fpc,-7.83102,99.16645,1539.14666,2.78580,48.01280,2.72951,10,7
2b4l,-4.94803,72.40715,616.39784,2.28243,0.00000,2.87734,2,4.77
1i9m,-3.78776,55.73856,984.95619,8.08736,27.69566,5.66280,4,8.48
1l83,-4.88825,30.67449,467.06415,0.43039,49.95882,0.00000,0,3.4
1nz7,-7.12879,133.77604,1943.41994,9.39054,50.88070,10.84786,19,7.12
1lbf,-7.25484,99.35178,1400.06555,7.46476,33.20589,11.04252,14,7.85
1a4r,-7.13637,118.70476,1290.96863,5.88377,0.00000,7.37001,9,6.66
1ec9,-5.05301,81.74922,1012.38684,8.61408,0.00000,9.83451,7,3.1
1r6n,-7.88128,106.29899,1258.10224,4.81616,61.03218,3.11210,5,7.4
1tng,-4.06928,38.23725,536.08586,1.87151,3.70846,2.97162,2,2.93
1cgl,-6.58317,119.41389,1719.98730,4.49462,27.19713,6.12681,19,6.87
1g2k,-11.48162,141.47560,2352.14226,5.49692,77.97656,7.23578,13,7.96
1mue,-8.63023,104.32472,1595.12663,3.12011,48.24612,2.83390,8,8.64
2ez7,-1.39928,24.88932,470.37892,3.07571,0.19764,1.61652,4,4.36
1mu8,-9.14865,109.26468,1611.84012,1.85602,46.95572,1.94361,8,9
1kdk,-11.23281,73.35701,1395.96568,2.41998,53.46523,3.25852,1,9.05
1g30,-7.46198,129.29529,1734.46271,5.26972,54.79470,3.19664,13,6.85
1mrn,-9.17849,164.64989,2566.62834,6.27796,20.44665,6.85415,19,4.52
1uj5,-4.63843,78.69284,863.85693,7.84384,0.00000,10.69129,11,3.05
1b6h,-7.48793,128.20730,1678.24855,7.11627,30.26691,10.93327,18,7.82
1gnn,-4.58242,121.67558,1992.56333,14.09193,40.55635,9.58083,20,5.68
2gzl,-10.47406,145.87914,2366.96047,5.13845,49.43668,7.72882,16,4.82
1pot,-5.41602,90.16150,775.14118,4.18746,38.38787,4.98028,9,5.49
1i9l,-6.45691,51.09674,854.53369,2.35949,31.91473,4.11415,4,8.48
1k1n,-6.53836,89.13046,1540.69403,4.91855,14.90778,6.49826,13,6.82
5er2,-8.23912,145.50898,2824.97914,6.07728,76.45133,8.32748,30,6.57
1q84,-13.47752,193.90252,2629.20700,5.28207,150.62658,4.12182,14,11.05
1lgt,-7.07543,76.93751,972.63488,3.45274,35.94571,3.04391,3,6.1
1v2r,-5.34411,78.60421,1056.95059,4.11422,5.30887,6.21906,11,3.55
1b51,-7.04976,117.63295,1589.84951,6.11004,14.30388,10.03791,18,7.37
1cps,-5.48647,56.80024,1025.20700,4.60690,20.70750,5.52745,7,6.66
1uz8,-7.49920,92.13082,1513.73520,2.96155,13.13308,6.31343,16,4.96
1uvt,-9.13398,118.73696,1424.44333,2.71160,69.89979,2.83522,8,7.64
1fcy,-15.39721,117.86063,1931.16676,2.49580,140.95010,1.87339,3,8.52
1elc,-2.31779,157.16182,1669.62582,14.48338,43.19150,1.00000,14,6.66
1bzy,-9.29315,137.60021,1547.10148,10.42854,6.80513,13.94966,8,8.34
1ugx,-5.42414,68.83354,925.09862,3.40673,0.03039,6.68230,12,5.91
1fm9,-11.54723,158.14716,2411.74635,7.06870,129.43859,3.91687,11,9
2j34,-8.25565,118.26557,1440.65286,2.11871,18.96887,0.25066,5,7.82
1d6v,-8.96177,109.04552,1560.99644,3.82818,103.84294,0.92872,8,6.17
1nw7,-6.61771,92.99122,1314.12178,4.84012,1.35983,6.86607,11,5.09
1b6j,-11.19376,130.39947,2484.89589,4.65777,48.08125,8.17958,14,7.92
1xjd,-11.55724,119.72881,1964.20186,4.81685,61.39955,3.00000,6,9.48
2aod,-8.06498,166.26950,2617.51218,6.72311,73.15462,10.01881,30,5.66
1bnt,-7.82779,56.34401,1095.63242,2.53972,23.44565,4.86731,4,9.8
1hvl,-9.97101,157.12083,2611.40742,5.23335,84.93433,6.80708,21,9.95
2f81,-7.50920,122.89518,2078.16710,8.53978,48.71614,6.11330,14,10.52
1bv9,-13.16988,175.33648,2677.61005,6.40579,90.99242,9.06879,14,8.96
2eum,-4.56978,99.31317,1686.23392,4.30904,60.35601,4.75911,38,6.7
1rpj,-6.95988,78.03769,931.67727,7.64428,0.00000,12.28976,6,6.48
1g32,-8.29201,126.33419,1673.91327,6.53167,52.63827,3.31404,7,6.11
1g3d,-5.82960,63.17906,880.12366,2.41224,5.68526,4.96590,7,5.55
1iih,-5.32979,58.11689,727.05137,3.18913,0.00000,6.64857,7,2.89
1i00,-5.21412,67.17335,1107.34861,3.03151,37.82970,1.83437,9,6.34
1xff,-5.77691,62.16109,776.48990,5.89440,1.85102,10.74354,7,4.82
1o38,-7.71574,106.49636,1237.02125,4.72504,14.50214,6.72555,8,6.82
1pgp,-4.77325,59.94195,968.83903,4.89590,0.00000,7.73809,13,5.7
2a8g,-2.84208,79.16193,1153.91515,9.20670,5.79641,3.72254,5,3.69
6cpa,-7.01670,98.04465,1719.13815,7.97144,35.67804,8.93918,13,11.52
1lpz,-9.66606,144.59628,1567.80062,4.88562,65.17302,3.29684,7,7.6
4tmk,-10.08579,212.57152,2687.53037,13.76355,17.31746,17.45403,20,7.7
1m0o,-7.54576,112.75707,1581.93964,8.22041,22.97447,8.52995,9,2.31
1b5h,-6.86385,121.19303,1603.81421,7.17956,15.42020,10.54508,18,6.01
1jeu,-8.00334,122.81003,1751.69528,5.49467,25.02701,11.12198,19,6.82
2aac,-6.57731,64.22559,797.12387,3.24358,12.95601,5.48827,4,2.22
1moq,-6.09780,64.23528,1163.79733,6.44300,0.00000,9.13032,9,3.46
1xt8,-4.27327,62.49207,508.42227,5.46574,0.00000,8.11903,4,6.85
2avq,-8.06347,162.28656,2579.31409,6.61201,72.05739,10.08418,30,4.39
1gjc,-7.56734,97.84757,1272.05974,5.02655,11.80165,5.28520,5,6.35
3aid,-8.22782,86.38388,1796.99393,2.13943,63.62962,2.49734,13,6.86
1v2u,-5.40644,59.24457,586.99092,2.46347,5.52262,4.45898,2,3.37
1f0s,-8.07199,125.00404,1355.26385,4.07394,35.35361,2.00000,5,7.74
1igj,-8.35976,74.69282,1420.61005,1.47515,57.05000,0.10259,7,10
2tmn,-4.74927,51.17313,761.00995,3.83733,15.72796,5.44258,6,5.89
1ado,-3.58078,52.29359,541.94703,2.19161,0.00000,3.26467,7,6
1ciz,-10.41860,139.89107,2019.42838,4.27313,63.44704,2.15101,8,7.44
1o2n,-8.30482,106.50951,1334.43039,5.54840,19.18652,6.07187,5,6.09
2hf8,-10.85246,157.51041,1921.52114,8.69257,0.00000,14.76694,11,5.47
1ork,-9.79608,92.98389,2085.87155,5.26617,19.64327,5.42502,8,8.81
1qin,-6.92430,122.75390,1590.28774,7.68185,40.78739,7.54485,13,8
1ecv,-7.25997,98.48861,928.21141,5.83036,38.74188,6.44445,3,4.85
1pxp,-8.57390,89.00031,1392.62644,3.12573,35.17793,1.92178,3,6.66
1mrs,-7.81056,109.02890,1403.24563,4.84017,13.07984,5.18973,7,3.96
1dif,-10.88168,176.51040,2715.49396,4.47212,97.99925,6.20197,21,10.66
1aj7,-5.89516,85.89389,1242.84174,3.46227,22.10014,2.54148,9,3.87
1yvm,-5.01123,50.71122,788.67488,1.77859,26.38048,0.00000,1,6.4
2amt,-7.90260,123.98295,1971.75449,7.37776,15.21843,8.89494,15,4.44
1lkl,-6.18029,110.99485,1376.17378,5.40739,25.38877,9.62674,20,5.81
1qf2,-7.06349,77.16881,1285.56026,3.42701,49.25581,2.94795,7,5.92
1y20,-4.57906,67.56548,513.58569,5.55753,17.91065,6.76604,2,5.32
1w5w,-12.38608,177.79621,2801.90129,7.22036,101.07490,8.50436,17,8.8
1a94,-7.31405,141.40949,2738.52823,7.04736,61.35705,7.02645,29,7.85
1b4z,-7.79027,131.67516,1755.35096,7.14732,21.42812,11.61815,18,5.23
1os5,-7.97623,87.40664,1324.83885,1.99691,77.21524,1.25137,9,6.85
1fkg,-7.22502,76.62823,1322.97655,2.27930,67.69729,2.45556,10,8
1s63,-5.92541,56.14903,1010.20337,0.98098,32.51173,0.23686,5,9.05
1r1j,-4.34034,118.02833,1525.97465,11.94024,62.46129,4.08279,9,8.64
1m48,-7.00717,101.55219,1232.88765,4.27536,68.94665,3.92543,10,5.09
1f0t,-6.90149,103.40767,1259.80634,4.30604,17.23518,4.37705,8,6
1li3,-5.10111,34.66744,609.05229,1.14478,35.66680,1.00000,1,4.25
2j7b,-4.85133,90.56156,972.29114,8.43696,0.00000,7.75101,5,6.62
3pck,-5.03218,49.91527,810.05543,3.11988,20.71947,2.15222,1,6.7
1bwb,-13.60352,177.08840,2897.70951,7.98598,89.32147,10.66898,14,8.42
2il2,-10.71299,154.89715,2290.15447,4.23037,66.70688,4.14620,13,7.1
1qbt,-14.70824,190.43658,2973.20946,7.22655,109.02764,10.24935,14,10.62
2fxv,-8.73398,118.80972,1378.07541,6.91994,0.00000,9.80346,6,5.35
2izl,-7.40121,76.11045,1104.83078,2.76292,27.23035,4.67063,6,6
1ucn,-6.42300,98.83310,1219.01211,6.40827,0.00000,8.19785,9,5.22
1upf,-4.00717,30.61123,513.57565,0.29802,3.81497,0.65825,0,4.6
2fqy,-7.72928,115.36426,1322.57893,6.23298,0.00000,6.56567,6,6.57
1bgq,-8.18154,66.26668,1307.86588,3.09754,24.19852,1.83143,1,8.57
1nl9,-7.73557,103.60755,1546.25785,6.39038,49.26827,8.77125,12,5.96
1o2j,-6.06303,91.88995,1164.13211,6.54674,13.20697,6.72997,7,6.92
1v2j,-5.35883,61.46377,589.08192,2.47690,3.66414,4.35727,2,3.25
2j7g,-7.25756,99.14000,1204.69438,7.96303,4.67445,10.49510,7,7
1qf0,-9.21478,117.94343,1754.26912,4.62940,80.99452,5.47826,12,7.38
1pzi,-4.84104,72.10554,993.25070,5.82955,3.40327,6.90873,10,4.22
1lee,-8.42514,121.36649,1831.46534,4.85005,86.15393,4.44752,15,7.74
1qbn,-7.71833,104.89559,1327.64922,3.03130,19.82395,4.42602,9,5.85
3gst,-8.67916,127.92672,1639.06030,7.58021,51.06775,10.78307,13,6.72
1rp7,-9.43416,129.73555,1747.37976,6.52113,23.66017,8.29664,8,8.52
1gi7,-7.19933,85.31409,973.37757,2.45897,8.07507,3.36997,3,4.51
1b1h,-8.60521,157.31402,1991.47777,7.60757,49.52913,10.57277,19,7.03
1lf2,-8.22749,117.26864,1818.55841,5.42909,79.34284,5.43791,15,7.52
1jgl,-11.99319,91.00524,1213.70325,3.08554,104.17753,3.64792,2,8.7
1nfw,-8.79402,137.03630,1426.73033,3.40074,39.83196,1.00000,5,8.96
1o0n,-5.50151,53.92822,923.98430,2.63376,2.44627,4.88298,8,4.09
1b8n,-9.03288,104.41294,1356.52067,4.17123,2.64463,6.54419,6,10.52
1uz4,-6.00958,67.46717,744.93927,4.49231,6.76165,7.12441,4,3.4
2j7f,-5.65439,106.61344,1165.04967,9.97132,0.00000,9.44578,6,6.35
1o36,-5.47119,120.87614,1399.98234,8.95384,14.94848,6.53101,10,5.96
1olx,-8.31671,159.89455,1684.28451,11.34044,27.98536,11.28435,9,4.33
2d1n,-6.39020,126.07784,1795.43974,6.55901,48.83287,5.71733,19,8.15
1n4k,-5.03499,62.82620,881.62554,5.37364,0.00000,9.73507,14,10.05
1xhy,-7.22436,88.94318,971.62819,6.46675,25.34686,9.69989,6,6.18
2i3h,-6.89504,100.91425,1249.78390,4.10617,44.64773,4.37609,10,7.4
1swr,-6.86917,92.69891,1106.40861,6.47387,27.90255,7.40077,5,6.92
1g2l,-8.92668,152.42149,1751.23953,4.75517,72.63464,3.72289,13,7.24
1ex8,-10.61491,188.36023,2353.75650,9.75238,0.00000,15.79971,17,6.33
2hb3,-9.50081,120.74222,2097.80241,3.62442,66.85958,4.87800,15,11.35
1wdn,-6.51940,77.49250,709.43984,5.56942,14.67239,10.20280,5,6.3
1qji,-6.76435,99.03932,2069.52862,4.59067,51.78762,4.29558,21,4.85
1x8j,-8.65855,30.21542,1191.51458,0.17012,52.33918,0.00000,1,6.96
1ch8,-9.78463,151.26903,1771.00736,7.95134,0.00000,9.65189,7,7
1mtr,-10.51013,115.22446,2257.00709,4.75685,77.72265,5.28790,12,8.4
2j4i,-8.00719,140.28560,1739.54719,4.15560,44.70744,1.09670,10,9
1owe,-7.58426,73.93183,1098.68298,2.97159,9.98219,5.09520,4,6.2
1dud,-6.35271,83.06407,1053.28370,2.47133,10.47299,4.50819,10,4.82
2f6t,-8.85517,97.50832,1221.62340,3.70540,47.39996,5.31612,5,4.62
2olb,-8.26796,146.20886,1856.74726,7.06174,33.43619,12.66411,21,5.54
1bn4,-5.13819,58.27146,983.66435,4.50041,27.31436,4.69884,7,9.31
1egh,-4.82656,60.10965,672.70313,5.88304,0.00000,9.00091,5,5.7
1bq4,-5.24626,55.13260,1034.17822,4.66525,0.03494,6.32776,6,5.22
1ogg,-8.32929,123.34336,1895.93391,4.78479,20.55538,6.04614,16,5.19
1gz4,-8.56190,120.58772,1569.19560,3.06259,0.00000,5.54390,10,3.7
1lnm,-12.48137,85.47812,1615.28305,1.34700,73.54449,1.90907,3,8.7
2j7d,-6.76340,109.24269,1207.55301,8.21497,0.00000,9.74057,8,7.13
1ppk,-6.70977,116.16207,1592.87723,5.88555,43.73398,7.23264,17,7.66
1ecq,-3.13683,82.26296,1017.47716,12.12012,0.77592,10.78848,8,3
2bys,-10.34405,120.11414,1703.57042,3.80395,94.08314,1.90249,7,9.52
1b5i,-7.54995,127.82651,1736.19052,6.57507,20.87646,10.43820,18,7.05
1mh5,-7.97855,109.16277,1840.67939,4.51401,84.04369,3.76968,15,9.21
1fkf,-10.79931,112.69679,1948.54480,3.21177,65.09614,4.28512,10,9.4
1zoh,-6.68968,60.56265,960.04423,2.10180,38.57417,0.00000,0,7
1g36,-8.19616,103.86640,1415.64795,4.07065,35.10000,4.26768,7,7.17
2a4m,-1.46392,51.25653,840.84731,7.01796,16.29128,1.57731,4,4.52
1m7d,-7.64089,83.05612,1692.08386,3.18066,10.33591,4.66470,13,6.23
1x38,-7.19522,107.00678,1241.28957,7.76860,29.61513,7.07539,6,8.77
1c5t,-6.16801,57.91775,747.91729,2.33431,4.75899,4.39875,2,4.1
1a9m,-7.44805,111.66449,2157.30510,4.69915,42.92972,5.60700,20,6.92
1bai,-6.82247,121.76515,2747.92992,7.08083,52.01775,6.48926,29,7.7
1m5w,-3.06447,53.02354,917.00492,6.89468,2.44697,5.80056,9,4.27
1z71,-10.00812,137.28559,1698.78884,3.02820,69.38847,2.46741,9,9.18
2ces,-6.00950,95.12555,973.32513,8.24348,0.00000,9.51549,5,7.25
1hos,-8.25613,112.68630,2458.59255,4.68313,82.70589,4.25856,21,8.55
1c5y,-6.18623,71.39651,776.23104,3.11250,4.86158,4.47392,2,4.2
1fzo,-9.71096,179.82786,2811.06171,7.99776,96.96046,9.81644,25,7.89
1sr7,-12.66748,109.47800,2142.47788,1.85065,65.04762,1.83375,6,10.1
1fzq,-8.69637,133.78418,1171.19996,7.75024,0.00000,13.55462,8,7.62
1utl,-3.89838,46.31995,590.11990,1.29882,8.40405,1.37264,4,2.47
1ik4,-5.24704,66.18314,749.82196,8.99361,0.00000,13.55289,6,7.41
1tcw,-6.03352,89.68399,1439.43142,3.18303,47.34126,2.63310,15,6.02
1e2l,-7.18483,86.17940,1148.63279,4.45615,32.41559,3.50882,4,4.29
1nfx,-9.32261,137.04034,1587.70128,2.50887,39.29414,0.89633,7,8.52
1a4w,-7.85907,99.07987,1833.31768,5.09982,44.20834,6.11568,13,5.92
1g48,-6.36133,50.74063,929.12842,2.45934,30.29050,4.16191,5,8.41
1bp0,-6.66117,69.39673,1038.92069,5.18349,0.67368,9.03416,7,5.4
2iko,-9.51601,88.14235,1362.82765,2.37456,52.28702,4.38276,6,5.45
2bt9,-5.89119,61.72394,647.93704,3.18795,8.49708,6.12043,4,6.19
1pdz,-3.30723,36.63401,487.50752,2.99956,0.00000,4.74338,5,3.7
2evl,-6.23312,125.58819,2052.48437,4.88175,132.02951,6.11607,38,6.7
1z4o,-7.04777,98.77472,1127.39319,5.44462,0.00000,8.13639,9,4.52
1o3i,-8.01624,100.92652,1027.98701,4.61543,12.97048,6.74488,4,7.3
1pme,-7.48452,82.40693,1380.56948,3.46449,43.40046,1.00000,4,9.4
2h4n,-5.62364,41.60820,685.29626,1.45820,3.26675,4.32104,3,8.7
1laf,-7.48183,101.98514,834.65279,4.58117,11.87338,9.18780,6,7.85
1hvr,-13.90794,131.85728,2424.02357,3.03743,118.63128,4.14710,10,9.51
1ghw,-6.02949,78.51656,1048.13000,6.23298,20.49400,5.78550,4,4.2
1hmt,-5.17690,48.98922,1141.99340,1.49333,59.66892,2.63476,16,5.79
1ndv,-6.09111,103.41939,1369.29394,6.71736,34.39346,2.06446,4,5.92
1ajv,-11.50682,141.38163,2269.51637,5.33331,85.72946,6.20189,12,7.72
1b6k,-10.68839,114.27102,2417.77000,4.59217,66.94087,6.44534,14,8.74
1koj,-5.76992,81.80719,1067.22568,7.23794,0.00000,10.75389,11,6.7
1lah,-5.94732,77.21421,623.59694,3.90112,12.03294,7.80030,6,7.52
1atl,-4.42461,97.13147,1195.83415,4.60194,12.17314,1.18158,10,6.28
1sdt,-11.66208,145.13064,2390.34974,3.98511,96.20078,5.12928,14,9.27
1t32,-10.66958,134.34013,1919.88655,4.30962,68.97807,3.72495,9,7.42
1f3e,-6.58986,65.39743,843.74666,3.00242,19.12639,3.65624,2,6.7
1c88,-6.82578,104.93053,1025.74334,7.88971,24.12350,8.14449,3,5.29
1j4r,-6.74412,119.83356,1637.69557,4.15833,78.53637,1.85713,16,7.72
1b55,-5.39938,107.56691,1318.97669,10.18430,0.00000,12.12939,16,7.4
456c,-6.72828,107.40757,1611.78802,7.28230,37.22147,3.00447,6,9.77
1msn,-11.51545,152.22718,2238.59590,5.69510,91.61887,4.87235,11,9.09
1o2h,-7.78268,106.43712,1256.60102,5.73471,18.45134,6.73502,6,7.17
1h2t,-8.29868,227.39016,2020.35451,11.35586,0.00000,11.26186,18,7.89
1oar,-5.60875,125.95400,1265.82612,11.73894,94.78279,3.05316,3,7.4
2ccb,-5.10421,90.60449,854.18178,3.00634,20.21590,2.36020,9,7.45
1yc4,-7.59929,80.39606,1221.73996,2.44517,30.75792,2.02229,5,6.55
1pzo,-5.93910,71.61065,909.29057,1.80047,35.36026,1.22580,5,3.32
2mas,-7.93055,71.30536,1189.97716,4.36705,22.83565,6.78119,6,7.52
1ai4,-4.90237,51.28903,767.14014,2.11982,28.06245,1.32519,4,2.5
1sdu,-11.29569,135.15004,2365.27268,3.75696,81.94167,5.36968,14,10.07
1bhx,-8.68994,106.77827,1531.83669,2.84292,39.93487,4.35088,9,6.84
1v2w,-5.29932,78.43970,998.15056,3.83733,5.37366,6.21404,11,4.01
2j7e,-6.50493,111.08710,1270.25827,8.60834,4.13477,9.12482,8,7.32
1lgw,-5.30929,37.11577,621.82264,1.26895,40.36154,1.00000,1,4
1tom,-8.50843,97.09814,1366.14967,3.48223,53.87025,4.72937,8,8.3
1f0u,-8.10228,129.49978,1413.93412,3.81261,42.71465,5.31429,12,7.16
1sh9,-7.25739,111.28448,2255.56762,5.98687,56.21736,4.38789,19,6.03
2b07,-7.74969,98.51997,1611.43356,4.44346,20.43569,5.15850,9,6.43
1ghv,-7.51079,70.18368,1056.20985,4.11032,12.71007,6.25990,3,4.35
1tkb,-8.82663,124.15216,1669.96807,5.55742,48.87074,5.34701,9,8
2ypi,-3.41932,48.83844,582.63512,4.93193,0.00000,6.16820,5,4.82
1hbv,-7.84561,104.75269,2049.81390,3.53173,60.27189,1.78638,15,6.37
1b52,-7.39807,122.25617,1630.38305,6.43342,18.70408,10.73824,18,7.12
1ui0,-5.24035,71.17858,523.06904,4.71864,7.56400,6.32294,0,7.06
2cht,-7.38882,77.61802,971.44155,3.31914,15.17113,5.02848,3,5.52
1m2p,-9.29026,75.44810,1231.41078,2.78949,54.99783,2.98876,3,6.11
1qkb,-7.84745,124.61413,1674.50735,7.27730,29.07458,11.88125,17,7.35
1h46,-5.69054,86.74376,1055.22361,3.04846,44.29399,0.00000,6,3.57
4er1,-9.21155,149.90373,2690.89586,6.62291,100.76641,6.16011,22,6.62
1bhf,-5.86390,109.11411,1402.39462,3.95679,42.05287,5.88336,20,4.38
1qbv,-7.84619,99.13348,1430.82609,3.60954,50.88905,3.54907,9,5.39
1h1d,-5.31153,64.12967,994.01522,4.40205,19.45050,5.80830,9,8.22
1w4q,-4.89768,70.56373,1004.05893,5.52266,3.19312,5.64390,7,5.26
1w5v,-12.22526,180.93158,2718.49780,7.50055,102.22705,8.85501,17,8.15
1t7d,-7.08405,82.38409,1584.67348,4.13491,35.26432,4.37846,12,6.03
1o2o,-6.40903,103.16043,1303.85206,7.43201,13.78440,6.86379,7,6.36
1v2n,-8.93307,103.65994,1354.49616,2.97887,42.97333,4.06374,8,5.9
1mq5,-9.43955,162.08298,1645.45729,4.65004,31.19790,2.23319,6,9
1pfu,-3.03555,46.38092,546.21113,2.38604,5.55067,2.31142,7,2.72
1g4j,-6.28831,47.10712,948.00770,2.21499,23.88882,4.09592,5,8.7
1n5r,-5.72957,57.90949,1065.48080,1.68739,47.94610,1.00000,9,5.66
2j75,-6.91491,76.08964,760.78365,5.83525,3.83744,10.67488,5,6.65
1hi5,-5.16850,63.60204,1011.02261,4.25841,0.00000,6.01677,9,4.04
1gyy,-5.52188,75.90529,646.06098,3.42286,45.44981,2.69559,3,3.64
1hvh,-7.25585,100.51713,2202.08784,8.92756,63.36355,5.30092,15,7.96
2i80,-7.17911,87.58785,1184.62990,3.14550,47.85179,1.02163,4,5.4
1sqo,-7.63863,93.25029,1097.59558,3.52291,7.23306,4.99514,4,7.46
2pcp,-8.69759,93.65741,1208.40711,3.41935,75.21806,0.66900,2,8.7
1txr,-6.73924,88.55620,1228.48194,6.03224,49.80098,7.01260,10,7.74
1sqt,-7.53546,97.43147,1244.24607,3.59348,5.44075,4.19007,5,6.2
2f35,-7.07585,67.98588,1088.69027,3.47936,9.38474,7.35987,7,5.4
1gjd,-7.81093,106.51583,1184.81426,5.30403,10.91506,6.10206,4,5.22
2euk,-6.92138,145.34407,2397.56933,4.39485,175.31994,7.00831,45,6.6
1i5r,-11.46599,203.69669,2975.25652,10.57238,106.80922,7.50570,18,8.52
1hii,-9.65230,108.91586,2119.70941,4.02075,79.62118,7.11569,16,7.28
7std,-9.81307,69.45940,1341.50690,1.10474,87.31492,1.00000,4,10.72
1vyg,-6.32826,76.64433,1416.16792,3.22087,79.42580,2.37491,14,8
1e3v,-6.03021,43.52249,1217.66698,2.39961,39.80626,1.00000,6,4.34
966c,-6.49331,89.20216,1458.59598,4.94490,26.75310,2.19176,6,7.64
1gaf,-6.99179,94.53366,1185.06005,3.69728,39.89073,4.59139,9,8
1met,-10.97262,135.84681,2209.99858,5.11672,99.28825,5.56666,14,9.4
1v2t,-5.45361,72.76694,1026.43222,3.44328,4.92827,6.19403,11,4.71
1izh,-9.17904,169.53854,2556.99412,9.71963,88.63757,10.25475,21,7.7
2aj8,-7.62191,97.41211,1349.43262,5.15921,38.71363,2.56542,3,6.2
1sw2,-4.83176,58.46730,639.23583,1.93462,0.00000,2.79505,2,7.22
1nwl,-2.54477,72.81509,1163.10319,7.42596,17.20794,2.06654,11,2.39
1sld,-8.83870,93.30827,1737.26537,3.49008,61.41946,3.38161,9,6.57
2qwf,-7.80829,84.72043,1251.15974,4.72412,15.15774,7.70097,6,5.67
2avo,-10.99048,131.20052,2351.31253,3.67547,81.75740,4.70351,14,8.85
1nh0,-9.10163,171.02680,2560.99341,6.65650,88.97590,7.24087,23,9.74
1gi4,-7.84332,80.49223,969.23530,1.93890,7.15308,4.65927,4,7.19
2f7o,-5.27599,65.28614,762.01783,7.83530,0.00000,11.14486,5,7.44
1hvk,-10.70110,178.71327,2652.86789,5.88483,94.06375,8.20887,21,10.96
