name,Gold.ASP.Fitness,Gold.ASP.ASP,Gold.ASP.Map,Gold.ASP.DEClash,Gold.ASP.DEInternal,affinity
4a95,37.3737,43.0840,-215.4200,4.6354,1.0749,5.76
2w5g,23.4849,35.6900,-178.4500,5.4127,6.7924,6.07
3bra,13.1853,13.2380,-66.1900,0.0000,0.0527,2.7
1w4p,26.3127,30.5700,-152.8500,2.1530,2.1043,4.74
2ya8,31.6985,37.2560,-186.2800,4.4928,1.0648,5.75
3dxh,21.5414,26.1520,-130.7600,0.1918,4.4187,3.19
4rd6,62.9581,65.5440,-327.7200,1.6185,0.9674,6.28
3ddg,47.2755,53.6920,-268.4600,6.3259,0.0906,6
1o0m,31.8471,35.2820,-176.4100,2.6280,0.8069,5.15
4aqh,41.2124,44.2620,-221.3100,0.6102,2.4394,6.54
2r43,41.6681,50.0760,-250.3800,2.7414,5.6665,6
4bny,24.8348,28.0260,-140.1300,1.1495,2.0417,7.1
4j7d,26.9576,31.4880,-157.4400,0.0000,4.5304,4.7
3hp9,28.3194,29.9400,-149.7000,0.1913,1.4294,4.59
4zow,21.0061,23.7540,-118.7700,0.9038,1.8441,4.12
3f33,11.8027,17.0240,-85.1200,2.8616,2.3598,3.34
1b05,56.2325,60.4640,-302.3200,1.1324,3.0992,7.12
1r0p,44.2551,48.4840,-242.4200,1.6349,2.5939,8
1dhj,47.6844,49.3800,-246.9000,-0.0000,1.6956,6.55
1lgt,35.8058,41.4780,-207.3900,4.3348,1.3374,6.1
3bva,62.3716,67.1440,-335.7200,0.1595,4.6129,6.52
1dar,40.8505,49.5220,-247.6100,5.5774,3.0941,4.96
2pyy,23.8924,25.2520,-126.2600,0.2184,1.1412,4.6
3si4,35.3758,38.7200,-193.6000,1.1036,2.2406,3.88
4j44,27.4245,31.1000,-155.5000,1.2323,2.4432,5.73
1g54,33.2201,38.0420,-190.2100,1.9169,2.9050,8.82
2p7a,19.3894,19.9520,-99.7600,0.5626,0.0000,6.1
1tog,27.7272,28.0620,-140.3100,0.0000,0.3348,3.22
4np2,17.6094,19.9360,-99.6800,2.3053,0.0213,2.26
1lvu,47.7410,50.2700,-251.3500,1.8727,0.6563,5.32
4qij,74.1451,87.9180,-439.5900,1.4854,12.2874,5.54
4yzu,48.5330,49.7580,-248.7900,0.0975,1.1275,5.05
1hwr,31.4844,33.9080,-169.5400,1.2756,1.1480,8.33
4cst,37.3486,38.6860,-193.4300,0.3093,1.0281,8.89
4do5,33.4048,33.4840,-167.4200,0.0727,0.0064,5.83
2pfy,31.0088,35.4800,-177.4000,4.1787,0.2925,6.52
4q7v,18.0855,18.3420,-91.7100,0.2565,0.0000,3.59
3muz,35.2394,37.2200,-186.1000,1.1197,0.8609,3.46
4bcm,22.2466,34.2940,-171.4700,5.1948,6.8526,6.91
1r1h,50.9905,61.3920,-306.9600,7.3377,3.0638,8.92
3lgs,27.8514,32.6180,-163.0900,3.0759,1.6907,4.61
3ivx,34.7067,43.9120,-219.5600,1.3927,7.8126,5.74
4lbu,57.4484,61.5880,-307.9400,3.3849,0.7547,6.56
3qt6,37.0762,43.4840,-217.4200,4.5223,1.8854,5.37
2qpq,16.2325,20.5360,-102.6800,0.0074,4.2962,6.37
1okl,28.6800,35.7660,-178.8300,4.3372,2.7489,6.03
1j16,26.5341,27.5100,-137.5500,0.7634,0.2125,3.84
1ajp,17.4765,20.1520,-100.7600,0.7858,1.8896,2.23
4v01,52.4861,59.5800,-297.9000,3.1040,3.9899,8.11
4p6w,41.9265,45.4240,-227.1200,1.7026,1.7949,9.15
4q4o,46.5387,50.0100,-250.0500,3.1468,0.3245,7.46
4z6h,30.1162,34.2520,-171.2600,2.7117,1.4241,6.21
1xff,28.3644,29.1140,-145.5700,0.0673,0.6824,4.82
4pb2,32.6002,33.2240,-166.1200,0.0000,0.6238,4.8
4l19,27.0858,29.3340,-146.6700,1.4861,0.7621,6.1
1t5f,17.0090,20.3300,-101.6500,1.6863,1.6347,4.22
4ykk,21.6569,25.6700,-128.3500,3.2782,0.7349,2.77
1mrs,53.9326,56.7520,-283.7600,1.1815,1.6379,3.96
3ao2,24.4057,26.7260,-133.6300,1.6172,0.7030,3.77
3p3s,24.0575,27.0620,-135.3100,1.3037,1.7007,7.59
4j48,25.9586,31.2580,-156.2900,0.7815,4.5179,5.62
3ov1,43.4373,50.5560,-252.7800,0.0219,7.0968,5.2
1jzs,31.3691,37.4680,-187.3400,1.2970,4.8019,6.6
2xab,24.6050,28.7580,-143.7900,2.1463,2.0067,9.27
4l9i,20.0984,22.1260,-110.6300,1.3923,0.6353,4.89
4ovh,22.5450,24.0160,-120.0800,0.4073,1.0637,4.85
4dkr,32.9628,34.8660,-174.3300,0.1049,1.7982,6.52
4ytc,36.2370,38.8160,-194.0800,0.6781,1.9009,7.89
3hkt,26.7532,32.7080,-163.5400,3.4998,2.4550,5.39
4bah,50.3063,56.2720,-281.3600,3.3554,2.6104,8.7
1d6v,41.6436,44.9000,-224.5000,1.2722,1.9842,6.17
1hxw,51.7942,56.5400,-282.7000,1.1952,3.5506,10.82
4rqk,21.4839,26.1340,-130.6700,1.1981,3.4520,5.82
1uho,43.4581,49.0460,-245.2300,1.5717,4.0162,9.22
1bhx,52.5857,56.8840,-284.4200,1.4192,2.8792,6.84
3gcp,50.1207,51.6800,-258.4000,0.2291,1.3302,7.82
3d9z,27.1565,30.6500,-153.2500,1.2894,2.2041,8.7
4n9a,14.3160,15.0260,-75.1300,0.2753,0.4347,4.19
2r58,21.5750,22.2140,-111.0700,0.1889,0.4501,2
4bt5,20.9250,25.1060,-125.5300,3.9517,0.2294,2.76
2vmf,52.4451,54.9400,-274.7000,1.0795,1.4154,5.85
4ufh,33.3201,33.3580,-166.7900,0.0163,0.0216,6.42
1nw5,49.4469,51.6860,-258.4300,1.2327,1.0064,5.21
1m7i,38.9261,48.4980,-242.4900,3.1526,6.4193,5.4
4dff,34.8771,35.3480,-176.7400,0.0195,0.4514,7.46
1d2e,66.7637,69.8740,-349.3700,2.3636,0.7467,6
1z4o,35.5745,37.6260,-188.1300,1.5632,0.4884,4.52
4yo8,47.9821,52.4700,-262.3500,1.3310,3.1570,10.52
3po6,23.1764,29.4660,-147.3300,5.7308,0.5588,7.06
1nli,34.5664,34.6120,-173.0600,0.0456,0.0000,3.59
1afl,14.4886,36.3960,-181.9800,16.5297,5.3777,6.28
2p53,30.5836,35.0600,-175.3000,1.9585,2.5179,7.46
4crf,43.2935,44.7440,-223.7200,0.6921,0.7584,9.3
2h3e,43.7408,51.6140,-258.0700,1.6371,6.2361,5.7
2wc4,58.4302,59.6040,-298.0200,0.5968,0.5769,5.29
2oi0,26.3309,31.3740,-156.8700,2.7653,2.2779,7.55
4x5p,33.4199,37.1940,-185.9700,0.3562,3.4179,8.21
2ves,34.1911,45.1060,-225.5300,8.5095,2.4054,7.7
2nta,32.0660,37.2380,-186.1900,3.1825,1.9895,4.8
3r16,25.9934,32.8580,-164.2900,4.0597,2.8048,7.3
2j75,42.3915,42.5280,-212.6400,0.1108,0.0258,6.65
1utj,14.7308,14.8320,-74.1600,0.0038,0.0974,3.84
2v25,27.8950,29.9400,-149.7000,0.1615,1.8835,5.72
3eeb,47.0392,62.8260,-314.1300,4.2063,11.5805,5.89
2c80,40.3766,44.4560,-222.2800,0.4891,3.5903,5.33
3hmo,28.9621,32.4200,-162.1000,0.0174,3.4406,7.52
1e1v,28.3265,29.1940,-145.9700,0.4540,0.4135,4.92
4pnu,25.6135,29.9840,-149.9200,1.3586,3.0119,4.89
1sr7,46.5832,51.4420,-257.2100,0.5388,4.3200,10.1
1b6k,51.5027,54.5140,-272.5700,0.8469,2.1645,8.74
1bwa,64.1740,70.0320,-350.1600,1.2506,4.6074,8.6
5cep,26.8130,29.6860,-148.4300,0.4818,2.3912,6.84
4p6c,32.3313,40.0540,-200.2700,2.9797,4.7430,4
4qsu,14.6040,14.6040,-73.0200,0.0000,0.0000,2
2wly,46.3801,51.2080,-256.0400,3.3493,1.4786,6.6
2bt9,29.7458,29.7680,-148.8400,0.0000,0.0222,6.19
3vh9,29.8510,33.7980,-168.9900,3.9470,0.0000,6.24
1i37,31.5456,33.8440,-169.2200,2.2984,0.0000,9.57
4gki,31.4776,32.8820,-164.4100,0.0000,1.4044,4.46
3egt,40.1931,53.5160,-267.5800,8.3983,4.9246,8.9
4nl1,13.7576,16.1920,-80.9600,0.0000,2.4344,3.89
1gu1,28.4762,28.5700,-142.8500,0.0436,0.0502,4.52
4g0y,37.7189,39.2580,-196.2900,0.8146,0.7245,2.3
4i72,64.7638,68.3340,-341.6700,3.2240,0.3461,9.05
3d1x,53.7733,57.2380,-286.1900,0.1790,3.2857,8.66
2xyt,33.3284,47.3760,-236.8800,13.3169,0.7307,6.29
4kn1,79.7828,82.6300,-413.1500,0.2436,2.6036,6.84
4m8y,34.9654,45.4460,-227.2300,3.6657,6.8149,9.96
1zdp,29.0233,31.5580,-157.7900,1.7004,0.8344,5.74
1ela,34.5894,41.9280,-209.6400,2.3205,5.0181,6.36
3m6r,35.3085,45.1520,-225.7600,8.5641,1.2794,7.49
3ebl,29.4184,33.1520,-165.7600,3.2530,0.4806,6.3
4lhm,33.4090,34.0600,-170.3000,0.0000,0.6510,3.39
3b92,27.9188,30.8760,-154.3800,1.0837,1.8735,8
4o2b,31.4942,32.9520,-164.7600,0.3333,1.1245,5.74
1bju,37.0601,40.7140,-203.5700,0.6455,3.0084,4.8
1f5l,37.2377,37.8240,-189.1200,0.5426,0.0437,5.28
4gah,32.7643,49.0600,-245.3000,5.6001,10.6956,6.1
3vfb,42.9654,48.4440,-242.2200,1.8008,3.6778,9.04
3drf,61.2075,66.5040,-332.5200,0.2767,5.0198,7
4rhx,64.1195,66.9340,-334.6700,0.7997,2.0148,5.8
4u0w,53.9892,56.6080,-283.0400,0.1941,2.4247,3
4np3,21.9794,23.7660,-118.8300,1.6556,0.1311,3.3
4er2,48.0247,54.6720,-273.3600,1.0775,5.5698,9.3
1iih,25.0898,26.4160,-132.0800,0.0000,1.3262,2.89
1f3e,29.6044,31.5300,-157.6500,1.9256,0.0000,6.7
2pk6,57.2950,68.9180,-344.5900,7.7569,3.8661,10.89
2nnd,26.0709,26.4320,-132.1600,0.0650,0.2961,6.06
4ag8,44.9838,46.9160,-234.5800,0.1219,1.8103,8.96
4hwo,55.9773,62.7860,-313.9300,2.8901,3.9186,8.54
2wq5,29.5686,35.8500,-179.2500,3.8547,2.4266,3.74
3moh,25.1900,26.7420,-133.7100,1.0016,0.5504,2.84
4kax,81.4159,86.6100,-433.0500,2.2416,2.9525,4.77
3wtm,44.8312,48.3540,-241.7700,3.3071,0.2157,7
1n8v,19.6931,20.7360,-103.6800,0.0000,1.0429,6.03
3odu,27.7099,30.7660,-153.8300,2.0281,1.0280,8.14
2qfu,28.6118,33.0600,-165.3000,3.8852,0.5629,4.18
2gst,56.2075,59.8960,-299.4800,1.5973,2.0912,6.07
2weh,28.0268,30.2460,-151.2300,1.0956,1.1236,5.95
1kuk,42.0238,48.2460,-241.2300,4.1675,2.0547,3.91
4exs,19.7065,20.7220,-103.6100,0.6764,0.3391,4.41
2haw,45.1859,52.7240,-263.6200,5.4204,2.1177,4.92
3f5l,46.4953,59.9040,-299.5200,12.0974,1.3113,3.72
1lpk,54.8106,58.6760,-293.3800,0.1484,3.7170,7.55
2ayr,51.1056,60.8280,-304.1400,5.1698,4.5526,9.29
2vwn,46.3244,55.8900,-279.4500,1.8561,7.7095,8
4qll,78.2592,83.3000,-416.5000,1.2546,3.7862,3.38
3jzj,85.3221,89.7660,-448.8300,0.2348,4.2091,3.61
1c3e,36.4619,46.1100,-230.5500,6.7155,2.9326,6.59
1oau,44.5198,50.7740,-253.8700,3.2239,3.0303,7.7
5dqe,24.1000,25.9420,-129.7100,1.0555,0.7865,3.63
3td4,21.0267,22.0820,-110.4100,0.0951,0.9602,5.66
3hku,40.5895,41.2960,-206.4800,0.3627,0.3439,8.3
3k1j,58.0361,59.3220,-296.6100,0.4665,0.8194,6.4
3nsn,72.3542,79.1420,-395.7100,2.4538,4.3340,7.19
4i74,63.5038,68.5520,-342.7600,3.9441,1.1041,6.72
7std,35.1460,36.7260,-183.6300,0.0029,1.5771,10.72
3n2u,33.3754,49.6160,-248.0800,9.4838,6.7568,7.84
4ndu,16.3691,17.9240,-89.6200,1.3669,0.1880,2.74
188l,14.7740,14.7740,-73.8700,0.0000,0.0000,3.33
1q7a,24.0952,27.4920,-137.4600,0.6786,2.7182,7.19
2q54,46.2047,53.6900,-268.4500,4.3196,3.1656,9.01
1ivp,34.6337,58.7020,-293.5100,12.3971,11.6712,7.52
2d3z,32.7096,34.7960,-173.9800,0.2251,1.8613,6.64
3t0b,38.0576,39.3640,-196.8200,0.4806,0.8258,4.3
5e2o,32.6572,44.4960,-222.4800,6.6161,5.2227,8.7
2cer,54.2245,58.0820,-290.4100,2.1496,1.7079,9.22
2igv,25.5513,26.3340,-131.6700,0.0199,0.7627,2.23
3sk2,48.1954,51.2960,-256.4800,0.0000,3.1006,3.61
4ca7,69.0506,80.8360,-404.1800,5.1262,6.6592,7.36
3o9e,42.8271,48.5180,-242.5900,1.9598,3.7311,11.3
2hzy,33.9645,43.1080,-215.5400,6.3556,2.7879,7.39
4q83,21.3765,25.1360,-125.6800,2.7694,0.9901,4.19
4xmr,25.8918,27.1960,-135.9800,0.5886,0.7156,4.07
4b2l,12.5525,15.6440,-78.2200,1.5086,1.5829,3.24
1xbo,41.8353,46.6700,-233.3500,1.6930,3.1417,6.04
4aci,20.9519,29.7800,-148.9000,4.5714,4.2567,2.22
1j4r,47.3153,57.0520,-285.2600,2.3456,7.3911,7.72
4jne,69.0496,74.3280,-371.6400,2.6124,2.6660,5.86
3gi5,40.7527,47.8840,-239.4200,2.4622,4.6691,11.22
3ljg,42.4624,48.7100,-243.5500,0.5563,5.6913,7.73
2rd6,40.7812,40.9000,-204.5000,0.0354,0.0834,8.3
3ubd,42.4721,47.8140,-239.0700,0.9012,4.4407,5.54
2wf5,35.9635,36.2140,-181.0700,0.0199,0.2306,6
1izi,53.2799,61.6600,-308.3000,3.0431,5.3370,6.59
2idw,37.7234,43.5700,-217.8500,2.2668,3.5798,8.89
3f68,35.5320,42.0380,-210.1900,2.0663,4.4397,5.06
1w9v,46.5771,53.9780,-269.8900,6.1151,1.2857,6.34
4el0,32.8756,34.8480,-174.2400,1.1687,0.8037,4.49
3ny3,22.3932,31.2060,-156.0300,1.1761,7.6366,4.71
4ido,70.7261,74.2760,-371.3800,2.1394,1.4104,4.93
2c1p,35.3375,37.3620,-186.8100,0.0164,2.0081,5.4
1qxk,48.3437,53.9120,-269.5600,1.2239,4.3444,5.05
3ohi,41.5615,49.1500,-245.7500,5.5208,2.0677,4.85
4gu9,20.7340,22.0380,-110.1900,0.0000,1.3040,4.37
4kp5,33.1977,35.2640,-176.3200,0.8241,1.2422,6.08
2xxx,23.4568,24.7040,-123.5200,0.2484,0.9989,6.41
3sbh,31.8606,35.4020,-177.0100,1.9925,1.5489,7.28
3hl8,21.2134,23.3580,-116.7900,0.0000,2.1446,4.49
2zn7,33.9834,40.9520,-204.7600,1.9723,4.9963,7.89
1ceb,26.6595,29.0620,-145.3100,1.8551,0.5474,6
1xk5,27.5043,49.5240,-247.6200,7.8975,14.1222,6
4baq,53.2138,61.3080,-306.5400,4.4112,3.6831,9.01
4ahu,16.9634,18.3380,-91.6900,1.3625,0.0121,2.27
5e2r,34.7394,38.6740,-193.3700,0.5789,3.3557,7.06
1fki,44.6791,44.6820,-223.4100,0.0029,0.0000,7
3mi3,16.5510,21.5740,-107.8700,4.4273,0.5957,5.45
2xd9,34.5371,37.6280,-188.1400,1.4331,1.6577,6.46
2i3v,24.5945,25.3900,-126.9500,0.2531,0.5424,6.55
2j77,38.9385,43.4540,-217.2700,4.5091,0.0064,4.89
3uyr,28.4308,50.7300,-253.6500,5.6288,16.6704,6.9
4jwk,15.9428,23.4860,-117.4300,5.1084,2.4348,8.32
1u33,46.2962,56.0140,-280.0700,6.3723,3.3454,4.6
1g3e,27.7422,35.2620,-176.3100,6.9646,0.5552,5.38
3brn,31.7914,31.8560,-159.2800,0.0149,0.0497,8.7
1tjp,50.6335,53.1260,-265.6300,1.0103,1.4822,4.42
4mnp,33.1397,33.9260,-169.6300,0.4723,0.3140,7.34
2ra6,20.1321,21.7700,-108.8500,1.3785,0.2594,4.52
1tcw,28.1403,33.2800,-166.4000,1.2006,3.9392,6.02
4aq4,31.1995,32.0140,-160.0700,0.5953,0.2192,6.17
4mn3,69.7299,75.9980,-379.9900,1.4439,4.8242,5.75
3l79,30.1438,30.8200,-154.1000,0.0222,0.6540,2.46
1ql9,46.2299,50.7900,-253.9500,2.7424,1.8178,5.35
1k1o,37.7156,48.2140,-241.0700,2.2453,8.2531,6.17
1afk,34.7948,43.1680,-215.8400,6.5894,1.7838,6.62
1d3p,47.2795,50.4580,-252.2900,0.6514,2.5271,7.39
4oc1,48.4666,56.8820,-284.4100,0.7200,7.6955,6.6
4zj4,41.6617,45.3800,-226.9000,1.5315,2.1868,8.1
5alb,77.9904,82.8200,-414.1000,3.2201,1.6095,10.71
2qi5,45.1354,52.1340,-260.6700,2.8737,4.1249,10.85
4bcp,29.5363,38.1780,-190.8900,3.5294,5.1123,6.25
1zfq,24.9738,29.1800,-145.9000,3.1031,1.1030,7.52
2ihq,35.1057,41.0540,-205.2700,4.7273,1.2210,8.49
4xtw,73.8271,80.1940,-400.9700,1.9780,4.3889,9.03
2rio,27.4638,42.3560,-211.7800,11.0166,3.8756,4.69
3n35,21.8955,23.8480,-119.2400,1.1970,0.7555,3.37
3su5,36.5161,44.3740,-221.8700,0.3447,7.5133,5.58
3s54,27.4806,41.8920,-209.4600,10.8423,3.5691,9.64
4w9f,43.0614,48.4000,-242.0000,1.3345,4.0040,5.49
2bpy,42.7734,47.7360,-238.6800,0.0038,4.9588,7.4
4rlt,28.8216,33.0720,-165.3600,2.8420,1.4084,4.96
3nox,35.9007,42.4660,-212.3300,3.4030,3.1623,8.66
1pzp,15.6574,19.3600,-96.8000,0.0174,3.6852,3.31
4wop,34.0838,44.8100,-224.0500,4.4765,6.2498,4.76
4ra1,35.3341,38.3460,-191.7300,1.8542,1.1577,5.94
3umo,51.1317,57.1600,-285.8000,2.7357,3.2926,3.89
4tkh,24.4230,24.6980,-123.4900,0.0000,0.2750,5.74
3l3m,49.4607,53.2540,-266.2700,1.4331,2.3602,8.22
1n1m,23.0951,27.0600,-135.3000,2.9285,1.0363,5.7
2wqp,52.4594,56.4200,-282.1000,1.9692,1.9914,5.51
1y3x,45.8395,48.4200,-242.1000,0.2621,2.3185,5.14
2qhz,40.6161,49.1600,-245.8000,0.5914,7.9525,7.28
3sm2,36.8296,42.5140,-212.5700,2.2508,3.4336,9.7
2ce9,42.8629,46.7400,-233.7000,0.1739,3.7032,6.03
1wcq,46.8963,49.2940,-246.4700,0.1926,2.2050,6.26
3ipq,74.6462,79.1920,-395.9600,0.2895,4.2564,7.57
3dp4,30.8813,32.5140,-162.5700,1.2969,0.3358,7.37
5bry,37.0072,45.8060,-229.0300,4.7484,4.0505,11.82
2tmn,18.8399,26.3460,-131.7300,5.4313,2.0747,5.89
2xmy,26.7441,38.5700,-192.8500,5.4730,6.3529,9.96
3bxe,24.4628,26.6240,-133.1200,1.7738,0.3874,5.48
2jdh,31.0709,34.1380,-170.6900,1.5799,1.4872,6.51
4ca5,67.4319,77.8860,-389.4300,5.1307,5.3234,9.39
4f3k,53.6080,54.9940,-274.9700,0.0015,1.3845,10.16
2hw2,45.3961,47.8980,-239.4900,0.5380,1.9639,2.97
4m2w,30.3932,33.4020,-167.0100,1.8087,1.2001,7.28
1wuq,70.6503,77.9160,-389.5800,4.3256,2.9401,8.27
3b67,46.3412,59.5020,-297.5100,2.5984,10.5624,8.85
1oth,49.2224,50.6040,-253.0200,0.3385,1.0431,7
3q7q,49.3265,58.6920,-293.4600,3.6143,5.7512,5.65
4psb,30.5589,32.4080,-162.0400,0.0270,1.8221,4.64
2fgu,49.5512,56.5360,-282.6800,3.8182,3.1666,9.18
2eum,38.4241,46.6680,-233.3400,1.5911,6.6529,6.7
1kui,40.1447,47.7100,-238.5500,3.8498,3.7155,3.77
5e13,41.2340,42.8460,-214.2300,0.3973,1.2147,4.24
4y5d,47.5384,53.0940,-265.4700,4.7265,0.8291,5.92
4zbf,45.2557,46.6020,-233.0100,0.0064,1.3399,7.13
4zwz,30.6518,36.5220,-182.6100,1.5333,4.3370,8.7
1gai,63.3870,67.8460,-339.2300,0.0015,4.4576,8
2gv6,35.8397,41.9880,-209.9400,2.7344,3.4138,7.34
2xbp,64.6261,76.2960,-381.4800,4.9588,6.7111,5.02
1b32,58.1724,62.5620,-312.8100,0.6798,3.7098,7.1
1pxo,23.0768,33.6780,-168.3900,7.3989,3.2024,8.7
4k0o,27.8340,30.5220,-152.6100,0.1388,2.5492,3
1sv3,12.2316,12.5740,-62.8700,0.3319,0.0104,4.35
4bf1,34.4062,38.7320,-193.6600,1.2434,3.0824,8.62
4b9k,51.2139,56.1360,-280.6800,1.1084,3.8138,6.17
4ezr,24.2190,49.1920,-245.9600,4.1040,20.8689,5.2
4yha,25.5778,29.1780,-145.8900,1.3755,2.2247,6.65
3l7d,33.3554,36.0840,-180.4200,0.1124,2.6162,2.18
1o35,34.6860,37.1000,-185.5000,2.2489,0.1651,5
1ws4,25.6744,27.2080,-136.0400,1.5314,0.0022,3
3g32,19.9371,20.6240,-103.1200,0.0582,0.6287,3.71
2cgr,53.9113,56.3340,-281.6700,0.6839,1.7388,7.28
1c84,30.4575,37.6300,-188.1500,4.3856,2.7868,5
3v3q,-15.9201,11.8480,-59.2400,19.6714,8.0967,6.6
3hk1,23.8964,28.5340,-142.6700,0.0650,4.5725,6.17
1lst,30.0699,30.2260,-151.1300,0.0170,0.1392,7.85
2qd8,34.2453,44.1200,-220.6000,6.4946,3.3801,9.07
4ynl,63.2454,69.6380,-348.1900,2.0663,4.3263,4.62
3rz5,31.2352,34.0620,-170.3100,1.1448,1.6820,7.89
1b5h,55.8434,61.2660,-306.3300,1.7953,3.6273,6.01
4k6i,41.9590,43.8320,-219.1600,0.0515,1.8215,6.2
4xu3,69.0851,74.0420,-370.2100,1.1444,3.8125,9.5
3kgt,18.4147,23.5380,-117.6900,2.9083,2.2149,5.51
1ro6,37.0827,37.5520,-187.7600,0.0015,0.4678,6.46
1fcy,52.9150,53.8800,-269.4000,0.0270,0.9380,8.52
4g8n,28.2288,30.6680,-153.3400,0.7037,1.7355,7.2
4i7m,16.4835,20.0900,-100.4500,3.1680,0.4385,4.14
1mrn,75.9254,88.0280,-440.1400,6.7101,5.3925,4.52
4g5f,19.0996,20.1360,-100.6800,0.5336,0.5028,3.05
3uil,6.3785,8.5700,-42.8500,0.0731,2.1183,6
3aqt,17.2700,17.2700,-86.3500,0.0000,0.0000,6.72
4e3g,13.8451,14.2480,-71.2400,0.3584,0.0445,4.97
1yp9,38.6180,46.6660,-233.3300,5.8538,2.1942,5.11
4c9x,63.8957,68.7660,-343.8300,2.0664,2.8040,7.32
4m0r,31.4643,41.2880,-206.4400,0.0901,9.7337,5.21
1td7,23.1170,25.2420,-126.2100,0.0000,2.1250,4.37
4mrg,16.4340,16.4340,-82.1700,0.0000,0.0000,2.96
4oc2,54.5085,59.5980,-297.9900,0.0256,5.0639,8.28
3zze,40.3252,43.5220,-217.6100,0.0000,3.1968,8.89
4yc9,28.8933,33.9140,-169.5700,0.0234,4.9973,8.89
1yej,51.0360,59.6600,-298.3000,5.2117,3.4124,7.46
4xtz,71.6481,79.9920,-399.9600,2.7458,5.5981,9.82
2qci,37.4985,45.8260,-229.1300,4.7906,3.5369,8.34
2vba,29.5370,34.6720,-173.3600,4.1563,0.9786,4.6
1pb8,25.6935,25.8420,-129.2100,0.0650,0.0835,5.15
4ljh,30.1176,33.4720,-167.3600,2.0116,1.3428,4.71
4tmk,81.9802,97.5460,-487.7300,5.1575,10.4082,7.7
4det,15.9560,20.2980,-101.4900,2.9069,1.4351,5.68
1bjv,37.2545,41.2280,-206.1400,0.5200,3.4535,5.54
1e3v,18.7781,23.4300,-117.1500,4.3313,0.3206,4.34
1rql,8.8537,10.4640,-52.3200,1.0445,0.5658,2.75
3zm9,54.7603,57.9460,-289.7300,1.8263,1.3593,7.42
1qb1,30.4112,43.2460,-216.2300,7.1828,5.6520,6.77
1b55,29.4582,42.5300,-212.6500,5.1460,7.9258,7.4
2r9x,22.4659,26.6360,-133.1800,1.1553,3.0148,4.85
4bs0,25.5002,26.2220,-131.1100,0.7118,0.0100,5.7
1hsl,28.4738,30.5560,-152.7800,1.7455,0.3367,7.19
1b51,54.9907,60.2520,-301.2600,1.3023,3.9590,7.37
2epn,44.1188,46.1120,-230.5600,1.9870,0.0063,7.22
4asd,51.5801,56.1340,-280.6700,0.4447,4.1092,9.28
4epy,22.2696,26.3520,-131.7600,1.9286,2.1538,3.47
3sus,49.2971,50.3840,-251.9200,1.0465,0.0404,4.15
4xir,42.3864,44.4920,-222.4600,0.1453,1.9603,6.94
3rm4,53.6080,56.5440,-282.7200,1.6573,1.2787,5.77
1bm7,21.3588,24.5860,-122.9300,1.8548,1.3724,7.52
4q0k,33.2307,33.9640,-169.8200,0.0000,0.7333,4.87
4fz3,31.5673,41.4160,-207.0800,0.0262,9.8224,3.73
3fjz,27.8537,31.8780,-159.3900,3.4947,0.5296,4.05
1s5z,44.1970,47.9820,-239.9100,0.3060,3.4790,3.21
3e12,40.9418,44.2920,-221.4600,2.0938,1.2564,5.99
2j7g,48.0308,51.9700,-259.8500,3.3871,0.5521,7
3iod,27.9145,40.9960,-204.9800,11.5811,1.5004,4.1
4k7o,12.5233,17.4440,-87.2200,4.0685,0.8523,4.3
3ipu,48.3878,52.0780,-260.3900,1.2984,2.3918,7.32
2iuz,81.7177,83.9900,-419.9500,1.5878,0.6845,5.55
3rz1,23.6883,39.4280,-197.1400,1.0333,14.7064,8.74
2i4u,37.4357,45.2080,-226.0400,3.7153,4.0570,11.57
3ok9,32.1907,45.3100,-226.5500,9.5114,3.6079,11.23
2vvp,32.2181,37.9460,-189.7300,3.6339,2.0939,3.4
2obf,50.7022,56.4960,-282.4800,2.6717,3.1221,8.85
1o7o,60.9470,65.0800,-325.4000,1.6097,2.5233,4.49
3fee,31.4195,35.4800,-177.4000,2.2567,1.8038,6.64
3rbu,27.0514,35.2840,-176.4200,5.6653,2.5672,9.43
1nfw,42.6531,45.3700,-226.8500,1.3479,1.3690,8.96
4css,34.3864,36.7300,-183.6500,0.0272,2.3164,8.46
2f9k,39.2002,47.1180,-235.5900,5.0428,2.8750,7.07
4v24,56.9631,60.3560,-301.7800,1.1741,2.2189,8.37
3hzv,22.3825,29.1960,-145.9800,0.0653,6.7482,6.52
3efs,54.1307,60.3280,-301.6400,1.3080,4.8893,5.34
4rak,43.7438,49.9660,-249.8300,0.2873,5.9350,7.85
4kyh,27.8357,30.0260,-150.1300,0.7556,1.4348,5.92
1o2o,35.3754,42.3140,-211.5700,2.6907,4.2480,6.36
4dbm,32.0321,38.8140,-194.0700,4.6959,2.0860,7.62
2qi4,45.0570,49.7100,-248.5500,0.7383,3.9147,10.44
4o05,45.8514,47.5560,-237.7800,0.2961,1.4084,7.43
4avs,17.5074,20.4060,-102.0300,1.1119,1.7867,3.49
1w3k,45.7438,46.7240,-233.6200,0.3025,0.6777,4.3
1c5s,26.3290,26.3360,-131.6800,0.0009,0.0061,6
1hyo,25.3372,28.2280,-141.1400,0.8829,2.0079,4.07
1hlk,28.7914,31.5040,-157.5200,1.1412,1.5714,5
3ctt,35.5038,40.4480,-202.2400,4.9222,0.0221,6.35
