name,Gold.Chemscore.Fitness,Gold.Chemscore.DG,Gold.Chemscore.ZeroCoef,Gold.Chemscore.Hbond,Gold.Chemscore.Metal,Gold.Chemscore.Lipo,Gold.Chemscore.Internal_Hbond,Gold.Chemscore.DEClash,Gold.Chemscore.DEInternal,Gold.Chemscore.Rot,affinity
1abf,24.9859,-25.0230,-5.4800,5.7046,0.0000,72.9504,0.0000,0.0371,0.0000,3.1429,5.42
7hvp,17.0850,-32.7166,-5.4800,6.0901,0.0000,264.8938,0.0000,4.5072,11.1244,9.4129,9.62
2avv,31.2396,-37.4106,-5.4800,0.3497,0.0000,344.8377,0.0000,2.5143,3.6567,3.7435,9.26
1ta2,37.4300,-42.6234,-5.4800,2.5770,0.0000,283.5880,0.0000,1.5480,3.6453,1.8139,8.52
2toh,0.5224,-8.0943,-5.4800,0.4363,0.0000,58.3810,0.0000,5.2142,2.3577,2.2162,4.15
1vjj,-0.5517,-2.7952,-5.4800,3.5738,0.0000,24.6922,0.0000,0.7229,2.6240,6.8399,5.77
1owh,22.4668,-24.8202,-5.48,2.5332,0,114.8669,0,0.0111,2.3423,1,7.4
2j7h,22.9939,-23.1292,-5.48,4.2733,0,92.344,0,0.1219,0.0134,2.9015,7.19
1syi,31.4017,-35.3778,-5.48,6.6615,0,112.7102,0,3.5872,0.3889,2.1636,5.44
1bzc,12.1011,-22.2726,-5.48,3.4259,0,173.1515,0,7.6385,2.533,5.8237,4.92
1q8u,26.0887,-30.2571,-5.48,0.6489,0,193.246,0,0.6425,3.5259,0,5.96
1p1n,16.5481,-18.5191,-5.48,3.4175,0,96.2587,0,0.974,0.9969,3.7647,6.8
1oyt,33.8761,-36.1191,-5.48,3.3967,0,197.3216,0,0.9793,1.2637,1.4814,7.24
1uto,9.3382,-10.8643,-5.48,0,0,73.2134,0,1.5084,0.0177,1.2429,2.27
5tmn,23.4839,-29.3147,-5.48,3.9495,1.0601,154.9905,0,2.7341,3.0967,5.4229,8.04
1r5y,31.9303,-34.4289,-5.48,5.5784,0,88.1788,0,2.4986,0,0,6.46
1z9g,3.1773,-11.5381,-5.48,0,0,110.8905,0,6.9306,1.4303,2.7016,5.64
1ydr,22.2188,-27.4092,-5.48,0.8546,0,184.9143,0,1.911,3.2794,1,5.52
2cbv,25.0601,-27.5904,-5.48,5.8094,0,91.5132,0,2.5303,0,3.125,5.48
2hb1,5.8344,-12.416,-5.48,0,0,104.1058,0,4.8534,1.7283,2.0486,3.8
1z6e,22.2335,-34.1474,-5.48,0.9226,0,246.8781,0,3.5078,8.4061,1.2887,9.72
1k1i,21.9821,-27.3625,-5.48,4.3585,0,121.7959,0,0.4568,4.9236,2.7051,6.58
1w4o,1.0335,-4.0441,-5.48,3.0861,0,33.7913,0,1.298,1.7126,6.1316,5.22
1s38,30.6089,-32.8461,-5.48,4.6773,0,100.3751,0,2.2372,0,0,5.15
2fvd,22.7949,-27.7753,-5.48,2.6006,0,152.8125,0,2.249,2.7314,1.6679,8.52
1pxn,31.1633,-32.882,-5.48,2.1755,0,193.9819,0,0.3326,1.3861,1,7.15
1nc3,-5.432,-11.2597,-5.48,0,0,130.507,0,16.4522,0.2395,3.7069,5
1h22,38.9207,-41.2073,-5.48,1.0308,0,347.7263,0,0.4352,1.8514,3.2811,9.1
1z95,27.5572,-34.4546,-5.48,1.4512,0,255.7015,0,0.1589,6.7385,2.2616,4.3
1lpg,36.8427,-42.3812,-5.48,2.7208,0,283.949,0,1.4615,4.0771,2.1126,7.09
1gpn,27.9306,-30.4683,-5.48,0,0,213.5756,0,2.5378,0,0,6.48
1qf1,41.1442,-47.3329,-5.48,5.6105,2,166.478,0,3.3923,2.7964,3.2907,7.32
1ps3,21.1491,-23.9324,-5.48,2.0475,2,82.4806,0,2.7672,0.0161,3.9439,2.28
2br1,11.6033,-19.8525,-5.48,0.387,0,162.7229,0,1.9753,6.2739,2.3275,5.14
1y6r,9.4196,-19.7161,-5.48,0,0,186.3205,0,8.8663,1.4302,2.9545,10.11
1c5z,21.6572,-21.9499,-5.48,2.6567,0,64.9283,0,0.2566,0.036,0,4.01
1yc1,25.0894,-27.5801,-5.48,2.4266,0,163.952,0,0.0202,2.4704,2.0262,6.17
1uv6,10.6573,-13.3609,-5.48,0,0,117.6175,0,2.228,0.4755,2.297,5.12
1yvm,30.8707,-33.7882,-5.48,0.0214,2,138.2632,0,2.8521,0.0655,0,6.4
1fzm,29.8459,-38.6746,-5.48,9.283,0,320.5027,0,1.5933,7.2353,13.7927,7.7
1tni,14.6118,-19.0125,-5.48,1.9891,0,93.3071,0,3.491,0.9098,1.5734,4
1hvl,35.1932,-41.499,-5.48,3.6614,0,317.3444,0,3.0207,3.2851,5.2107,9.95
1jev,40.0903,-46.9833,-5.48,7.7712,0,269.1478,0,3.6979,3.1951,6.2277,6.89
1bcd,16.2202,-16.7198,-5.48,0.9016,1,18.7902,0,0.4266,0.073,0,8.7
2pcp,31.5317,-36.7501,-5.48,0.4666,0,276.8002,0,3.9511,1.2673,1.0446,8.7
1iy7,27.082,-30.2451,-5.48,4.7121,1,93.0062,0,1.0819,2.0812,3.0801,6.19
1l83,20.2499,-20.2499,-5.48,0,0,126.2384,0,0,0,0,3.4
2sim,15.8025,-19.5087,-5.48,5.9444,0,60.2766,0,1.7339,1.9723,5.0304,3.42
1n51,25.6691,-38.6709,-5.48,2.5233,2,195.6449,0,7.163,5.8388,3.9795,4.85
2am4,25.0927,-30.7023,-5.48,7.7552,2,96.2363,0,1.5327,4.0769,9.3749,3.72
1pfu,10.2641,-10.4332,-5.48,1.903,0,71.6288,0,0,0.1691,3.8217,2.72
1ecv,25.6016,-31.4499,-5.48,4.1518,0,103.4421,0,3.7542,2.0941,0,4.85
3pck,24.3101,-28.2984,-5.48,0.5959,1.9998,74.9517,0,3.9874,0.0008,0,6.7
1lzq,21.4927,-44.3584,-5.48,6.2792,0,283.4437,0,11.2303,11.6354,5.9598,8.39
1t4v,23.1392,-28.4533,-5.48,2.6836,0,199.7971,0,0.3946,4.9195,3.6587,7.68
1fiv,43.7377,-54.7872,-5.48,8.3001,0,340.5606,0,5.6557,5.3938,7.1331,6.59
2ez7,-2.5983,-3.3138,-5.48,0.3651,0,21.8979,0,3.9524,1.9597,2.3234,4.36
2gyi,23.0612,-30.4557,-5.48,1.8793,4,52.7059,0,5.7384,1.6561,4.5265,7
1tuf,5.353,-8.2359,-5.48,0.622,0,79.7136,0,1.9162,0.9666,3.3781,4.05
1y1z,29.7745,-30.5465,-5.48,5.4325,0,81.0434,0,0.5898,0.1823,1,3.08
2gvj,31.8578,-34.1673,-5.48,0.0011,0,280.3802,0,0.491,1.8185,1.6097,9.52
1j01,15.3754,-23.2063,-5.48,4.8961,0,102.0848,0,7.5356,0.2953,4.1292,6.47
1qb6,18.149,-24.1414,-5.48,2.9627,0,125.3774,0,2.1763,3.8161,2.3059,6.06
1dud,7.6701,-8.7019,-5.48,4.9839,0,55.6826,0,0.1815,0.8503,7.7887,4.82
1ws1,25.6542,-37.6358,-5.48,3.9993,2,142.7817,0,8.6914,3.2901,3.8935,9.55
1yc4,17.7326,-21.2677,-5.48,0.9661,0,151.6257,0,1.8757,1.6594,2.0231,6.55
1sb1,18.4142,-28.2357,-5.48,0.4857,0,231.2969,0,6.1951,3.6265,2.3157,6.89
1ydb,13.6395,-16.8997,-5.48,0.733,1.0307,23.5626,0,0.6514,2.6088,0,8.24
1bai,12.4185,-27.3468,-5.48,6.9148,0,224.3783,0,6.7893,8.139,10.7347,7.7
2boj,27.2324,-29.8953,-5.48,1.4661,3.985,23.0589,0,2.6308,0.0321,2.8161,5.77
1b46,31.5352,-37.2867,-5.48,6.966,0,189.9941,0,1.6343,4.1172,5.3472,5.28
1mtr,46.2164,-52.5175,-5.48,4.7314,0,335.1425,0,1.7626,4.5386,3.1161,8.4
2olb,26.3716,-33.4098,-5.48,7.1461,0,199.714,0,2.3917,4.6465,7.5409,5.54
1z6s,4.2315,-8.0138,-5.48,3.7472,0,24.1227,0,1.958,1.8243,5.0016,4.34
1bxq,22.6266,-32.4323,-5.48,5.5125,0,214.4209,0,3.2808,6.5249,6.4635,7.38
2bza,17.3734,-17.3739,-5.48,1.6107,0,77.5564,0,0,0.0005,1,2.8
1uz1,20.5557,-25.1976,-5.48,5.0034,0,89.1785,0,4.6186,0.0233,2.9015,6.89
1fzo,24.2036,-43.2749,-5.48,4.5887,0,384.3205,0,3.0916,15.9796,8.7878,7.89
2jxr,14.0593,-26.8626,-5.48,1.7903,0,253.3118,0,7.5007,5.3025,5.5604,7.05
1uwu,11.2212,-16.6818,-5.48,3.6303,0,93.5546,0,5.3869,0.0737,4.6364,5.98
2cf8,42.3386,-44.426,-5.48,3.6834,0,259.3793,0,0.8825,1.2049,1.4469,8.1
1hvj,38.5182,-45.3107,-5.48,4.4792,0,309.7131,0,2.717,4.0754,4.44,11.4
1msm,35.4801,-43.9661,-5.48,2.389,0,330.8474,0,4.8566,3.6295,3.204,10.48
1elc,0.1121,-21.6665,-5.48,0,0,222.9069,0,18.4749,3.0796,3.8647,6.66
1l6m,17.8613,-20.9821,-5.48,0.0406,2,64.9868,0,3.1057,0.0151,1.6786,8.1
1alw,12.1371,-12.8801,-5.48,0,0,100.6077,0,0.0089,0.7341,1.7074,6.52
1met,39.1548,-43.7287,-5.48,2.3841,0,356.0106,0,2.9172,1.6567,4.4404,9.4
1m4h,26.5838,-35.5891,-5.48,7.2859,0,310.3834,0,0.9474,8.0579,11.9299,9.52
1b8n,25.4436,-27.6735,-5.48,5.5322,0,111.5863,0,0.6551,1.5748,3.6483,10.52
1pot,25.6989,-27.5815,-5.48,3.0082,0,173.4711,0,1.4304,0.4522,3.2195,5.49
2i3h,25.671,-30.8495,-5.48,4.0017,0,181.0746,0,1.4069,3.7716,3.5867,7.4
1i9n,20.6932,-24.7273,-5.48,1.2144,1.2284,95.0178,0,2.339,1.6951,1.3019,8.66
1kmy,25.942,-31.4286,-5.48,0,2,152.5208,0,4.0043,1.4823,1.5455,5.1
1usn,20.5939,-25.5114,-5.48,2.702,1,99.3055,0,2.5052,2.4123,2.5945,7.74
1r4w,10.6235,-18.1171,-5.48,4.7937,0,94.953,0,5.9234,1.5702,5.6576,4.05
2h6b,20.8692,-21.8431,-5.48,1.6192,0,137.3012,0,0.8003,0.1736,1.9958,5.39
1n3i,25.733,-27.4207,-5.48,3.9152,0,143.2865,0,1.3185,0.3692,3.0862,8.89
1bn3,23.2743,-28.3077,-5.48,1.0272,1.2284,124.3569,0,2.7669,2.2665,1,9.89
1b4z,24.7713,-29.4275,-5.48,7.2101,0,163.5605,0,0.9903,3.666,7.5277,5.23
1rp7,26.2086,-33.8426,-5.48,4.1368,2,131.8999,0,3.9738,3.6602,5.0573,8.52
1q91,22.8042,-27.4685,-5.48,3.8955,0,146.4329,0,1.6861,2.9782,3.1856,4.15
2c3l,22.6099,-28.5746,-5.48,1.5292,0,153.7349,0,5.3374,0.6274,0,5.07
1li6,16.6086,-17.6571,-5.48,0.2732,0,96.2793,0,1.0485,0,0,3.8
1mjj,29.856,-35.1223,-5.48,3.7756,0,262.3673,0,0.9537,4.3126,5.338,8.74
1w4q,3.2722,-8.9282,-5.48,3.6817,0,40.3106,0,3.2553,2.4007,5.2988,5.26
1a99,20.47,-21.5209,-5.48,2.525,0,105.5607,0,0.8953,0.1556,1.8527,5.7
2fqt,1.6855,-10.6749,-5.48,4.0661,0,88.4662,0,7.8811,1.1082,7.3189,6.14
2aog,33.3433,-38.3127,-5.48,10.9696,0,230.923,0,0.4786,4.4907,12.0405,6.28
1pa9,15.1886,-26.8702,-5.48,5.1942,0,70.9999,0,10.5558,1.1257,1.6662,4.6
1gj7,21.8994,-29.9515,-5.48,2.1794,0,168.8235,0,2.8603,5.1918,1,7.89
1g7g,15.0411,-31.7597,-5.48,5.8478,0,194.902,0,10.3016,6.417,6.2716,6.6
1sh9,26.3776,-32.963,-5.48,1.6449,0,279.7178,0,3.5485,3.037,4.1946,6.03
1hnn,24.0742,-26.5356,-5.48,1.1509,0,147.1094,0,1.326,1.1355,0,6.24
1gyx,21.0138,-21.1419,-5.48,1.1413,0,101.2815,0,0,0.1281,0,2.48
2j47,26.1029,-32.9676,-5.48,5.6005,0,146.2201,0,2.5188,4.3459,3.2523,5.41
1w5y,28.4451,-38.3905,-5.48,1.9908,0,358.1172,0,6.7416,3.2038,6.1088,8.48
1z1h,28.2217,-35.893,-5.48,2.2629,0,250.66,0,3.3423,4.329,2.5282,8.4
1mue,23.133,-32.2716,-5.48,2.6013,0,214.4784,0,1.4071,7.7315,2.7307,8.64
2i80,19.5937,-27.2634,-5.48,0.9955,0,183.191,0,2.5411,5.1286,1.162,5.4
1m48,34.6876,-36.5967,-5.48,3.481,0,220.0301,0,0.4692,1.4398,2.4427,5.09
1koj,-0.1836,-2.3988,-5.48,4.236,0,41.5863,0,2.5351,0.0473,8.6308,6.7
1c1r,22.7481,-26.3314,-5.48,1.8868,1,103.1719,0,2.986,0.5972,1.3873,7.63
1g4o,20.7412,-23.8706,-5.48,1.141,1.1037,94.4425,0,1.4675,1.6619,1.2207,8.25
1ajx,40.7162,-42.3094,-5.48,2.3681,0,310.0351,0,0.3058,1.2874,2.8727,7.91
1ucn,3.4489,-9.6731,-5.48,1.3606,1.6971,58.5681,0,3.0354,3.1887,6.8113,5.22
1xk9,20.9872,-28.6563,-5.48,1.4946,0,182.3177,0,6.2127,1.4565,1.2292,6.85
1b6j,36.1797,-40.7805,-5.48,6.4618,0,240.9169,0,1.1455,3.4553,5.652,7.92
3jdw,12.3049,-16.0903,-5.48,3.816,0,40.7829,0,3.2136,0.5719,2.698,3.6
1jeu,30.3659,-33.3327,-5.48,8.3435,0,168.6547,0,0.0324,2.9344,7.7138,6.82
2bo4,-1.3235,-5.667,-5.48,2.5682,0,27.6203,0,2.1446,4.8459,4.5399,4.61
1gar,18.5817,-26.9815,-5.48,9.2327,0,141.1014,0,3.3095,5.0903,10.0956,10
1g53,22.2749,-25.3919,-5.48,1.2991,1.0135,109.3549,0,1.6203,1.4967,1.3019,9.04
1oz0,8.6638,-19.9618,-5.48,4.7883,0,205.3035,0,5.6205,5.6775,9.9733,7.7
3pcn,19.4487,-27.5773,-5.48,0.4474,2,133.0191,0,7.7041,0.4244,2.7422,3.66
1uwf,28.5213,-28.8588,-5.48,7.1139,0,95.1272,0,0.295,0.0425,4.4967,6.82
1b5i,22.9062,-28.1666,-5.48,7.135,0,159.3527,0,1.3966,3.8638,7.73,7.05
1qkb,29.6915,-34.2533,-5.48,6.7056,0,185.5665,0,0.9213,3.6405,5.9901,7.35
3kiv,11.8583,-14.0205,-5.48,1.9343,0,74.8676,0,1.5378,0.6244,2.6092,4.7
1b2h,25.4705,-30.7023,-5.48,6.8511,0,181.1779,0,1.3722,3.8595,7.3665,4.54
1qbv,29.6807,-35.7062,-5.48,3.1093,0,222.426,0,3.6975,2.328,2.4151,5.39
1ork,32.2771,-41.4756,-5.48,2.831,2,197.7212,0,3.3925,5.8061,3.3802,8.81
2il2,40.8475,-47.0037,-5.48,2.8179,0,330.2602,0,2.1399,4.0163,2.5502,7.1
1utl,9.5669,-11.0384,-5.48,0.0237,0,78.0416,0,1.0782,0.3933,1.4264,2.47
2hb3,30.5915,-34.6869,-5.48,1.815,0,277.7107,0,0.741,3.3545,3.6512,11.35
1ec9,11.5198,-20.8873,-5.48,4.2196,2,33.8175,0,8.1542,1.2132,5.7433,3.1
1v2k,32.3179,-34.4458,-5.48,0,0,272.8786,0,0.1543,1.9736,1.1566,6.19
1ndv,26.5401,-30.6176,-5.48,2.3134,0,179.9985,0,3.4751,0.6023,1.4254,5.92
1tx7,18.9378,-21.644,-5.48,3.2312,0,67.7922,0,1.5603,1.1459,1,4.6
2c92,14.3952,-18.5975,-5.48,7.5731,0,138.4282,0,0.1369,4.0654,11.0831,5.68
1b58,34.7815,-39.266,-5.48,7.4202,0,230.7236,0,0.5379,3.9466,7.0281,6.59
1k22,33.7258,-39.4021,-5.48,5.6615,0,208.5142,0,3.2191,2.4572,3.6654,8.4
1mh5,27.8552,-32.8705,-5.48,2.6962,0,273.9337,0,1.3742,3.6411,5.338,9.21
1stc,41.3122,-44.4387,-5.48,2.2751,0,295.6935,0,2.0931,1.0333,1.2642,8.1
1gj6,27.6067,-33.0038,-5.48,2.7932,0,177.3905,0,0.9181,4.4791,1,7
1qf2,27.4884,-31.9897,-5.48,2.3031,1,161.5158,0,1.2496,3.2518,2.3867,5.92
1dmp,47.1137,-48.5881,-5.48,4.1843,0,317.736,0,0.315,1.1595,3.1416,9.55
2fpz,14.6717,-16.3352,-5.48,1.0348,0,63.2401,0,1.6635,0,0,3.96
1njd,3.5814,-8.9855,-5.48,3.6361,0,41.7389,0,4.6306,0.7735,5.2822,5.57
1w5v,38.742,-44.5617,-5.48,2.8644,0,376.7804,0,3.1411,2.6786,5.6908,8.15
1ro7,20.7959,-26.2005,-5.48,9.4893,0,148.2162,0,1.4615,3.9431,11.0606,3.18
1lke,38.7194,-39.4521,-5.48,1.7372,0,293.7993,0,0.0073,0.7254,2.4237,7.52
1xap,55.4443,-56.0223,-5.48,1.9882,0,375.2273,0,0.0015,0.5765,0,8.7
1qka,28.2596,-33.6669,-5.48,8.5494,0,185.6038,0,1.0173,4.39,8.6264,5.92
1mfa,4.6595,-6.3401,-5.48,1.8946,0,147.1984,0,0,1.6806,8.8633,5.04
1qan,13.2541,-17.4459,-5.48,4.7794,0,103.1996,0,2.1344,2.0574,6.2781,4.48
1jfh,8.4771,-10.1538,-5.48,1.5941,0,132.0513,0,0.3991,1.2775,6.2892,2.05
1dqn,28.797,-30.6329,-5.48,6.0751,1.9693,75.4335,0,0.8367,0.9992,6.1871,8
1if8,22.4168,-26.0973,-5.48,1.2143,1.0601,122.7105,0,2.0287,1.6519,1.6358,9.64
2bvd,29.0027,-30.4882,-5.48,7.0811,0,148.7773,0,0.8478,0.6378,6.2694,6
1fjs,17.2167,-29.0319,-5.48,2.2358,0,221.5846,0,5.0759,6.7394,3.8442,9.96
2f1g,13.2121,-25.333,-5.48,0.9337,0,192.2633,0,9.4154,2.7055,2.2502,7.54
1sld,16.509,-21.2606,-5.48,0.681,0,216.7391,0,1.0607,3.691,4.6299,6.57
1zog,21.5619,-24.552,-5.48,0,0,184.8888,0,2.645,0.3451,1,7.15
1hos,27.5868,-37.4068,-5.48,4.0545,0,268.0153,0,6.0642,3.7558,5.0676,8.55
1tcx,31.9911,-35.7381,-5.48,2.6379,0,267.0162,0,0.2995,3.4475,3.8256,6.95
1hpo,29.7471,-34.9468,-5.48,3.1856,0,211.4103,0,1.0513,4.1485,2.3078,9.22
6cpa,19.0698,-26.7991,-5.48,3.0165,1.0135,150.1197,0,4.4885,3.2408,4.856,11.52
1ydd,13.2191,-18.5469,-5.48,1.453,1,18.6671,0,2.4815,2.8463,0,7.07
1k4h,20.9851,-22.4561,-5.48,1.9094,0,129.42,0,0.9194,0.5517,1.7748,5.11
1aid,24.4291,-26.4796,-5.48,0,0,220.1676,0,0.8922,1.1583,1.8594,4.82
1jlr,-2.3466,-8.3025,-5.48,6.2632,0,34.6369,0,6.2253,4.4238,8.6519,3.33
2erz,23.4374,-31.6014,-5.48,2.4676,0,152.8166,0,5.8475,2.3164,0,5.66
2ccb,12.0527,-12.783,-5.48,1.7685,0,125.2714,0,0,0.7303,5.1799,7.45
1mu8,25.3871,-30.7789,-5.48,2.0007,0,216.1429,0,1.4656,3.9262,2.6062,9
1yei,19.6838,-21.6519,-5.48,1.8061,0,192.2296,0,0.1305,1.8376,4.8247,7.46
2ca8,9.941,-14.9584,-5.48,4.8762,0,65.6006,0,2.2911,2.7263,5.6576,4.66
1nvs,33.1341,-34.6445,-5.48,1.5835,0,204.0655,0,1.5104,0,0,7.82
1q54,6.9243,-14.9341,-5.48,2.0548,1.9865,71.7251,0,2.943,5.0668,6.9452,5.85
2b07,25.9668,-30.0725,-5.48,2.0703,0,210.896,0,1.2919,2.8137,2.7333,6.43
1o2h,23.795,-27.6819,-5.48,2.666,0,150.0945,0,1.8106,2.0763,1.6654,7.17
1k21,29.1723,-36.0153,-5.48,6.437,0,188.8227,0,3.0039,3.8392,5.1002,8.38
1qbq,16.3339,-19.5955,-5.48,0.9469,0,195.7366,0,1.3033,1.9583,4.6673,8.3
1os0,30.4534,-36.871,-5.48,3.3781,1.2284,201.426,0,4.2586,2.159,4.2444,6.03
1z71,31.9824,-40.3371,-5.48,2.9649,0,278.4314,0,2.49,5.8647,2.9774,9.18
1o3d,25.3736,-27.3973,-5.48,2.4611,0,138.9504,0,0.2255,1.7983,1,7.13
2byr,33.6788,-41.305,-5.48,0.6311,0,362.2108,0,2.8842,4.742,3.3834,8.55
1d6w,19.5974,-32.2141,-5.48,2.2775,0,221.5735,0,8.9043,3.7124,2.655,5.96
1g35,40.944,-46.4328,-5.48,4.6801,0,313.9799,0,2.3705,3.1183,4.4587,8.14
1ppc,30.3295,-34.5352,-5.48,4.4792,0,177.9643,0,1.3978,2.808,2.6277,6.16
1s63,22.1897,-26.285,-5.48,0,1,161.1186,0,2.3148,1.7805,1.5921,9.05
1iiq,36.2952,-47.6822,-5.48,7.4017,0,304.9001,0,3.9972,7.3898,7.1066,7.48
1cny,2.0815,-8.8427,-5.48,0.3955,0,108.8947,0,3.4355,3.3256,4.1792,7.85
1epo,25.38,-35.292,-5.48,4.8925,0,236.7999,0,2.3698,7.5423,5.5604,7.96
1h2t,6.5133,-16.1337,-5.48,8.9693,0,100.6349,0,5.0244,4.5959,12.1398,7.89
1sdu,35.6924,-39.7851,-5.48,1.4475,0,333.7931,0,0.9526,3.1401,3.7435,10.07
1g32,34.3387,-38.9189,-5.48,2.2692,0,260.4477,0,3.5424,1.0377,1.8018,6.11
7upj,30.7356,-35.5854,-5.48,3.6387,0,200.3028,0,0.0004,4.8494,2.1419,8.49
1moq,3.1928,-5.0626,-5.48,3.1527,0,48.2019,0,1.5454,0.3245,6.4793,3.46
1nf8,30.3742,-33.9351,-5.48,4.4235,0,160.0487,0,0.3605,3.2004,1.9707,7.82
1ugx,8.6879,-10.2803,-5.48,3.5543,0,98.3903,0,0.4281,1.1643,7.2589,5.91
1zgi,19.6647,-24.9243,-5.48,0.414,0,204.8735,0,2.6534,2.6062,2.308,5.34
2f2h,29.4539,-35.8719,-5.48,5.7617,0,233.703,0,3.2726,3.1454,6.3264,5.7
1hvr,52.1765,-53.4893,-5.48,2.4166,0,393.5853,0,0.015,1.2978,2.3873,9.51
1c4u,16.7561,-28.6091,-5.48,1.7453,0,214.5316,0,8.4731,3.3799,3.0471,10.37
1lpz,36.5131,-40.8039,-5.48,2.5141,0,265.1644,0,1.8089,2.482,1.6006,7.6
1hxb,32.6389,-38.2792,-5.48,2.8477,0,293.5113,0,3.3888,2.2515,4.3176,9.92
1ajv,39.6985,-45.3793,-5.48,2.5039,0,333.9974,0,1.8618,3.8189,2.9459,7.72
1gno,-5.0003,-17.1754,-5.48,3.7278,0,189.5722,0,14.0469,8.1288,8.9592,7.7
1oe8,10.4256,-12.4086,-5.48,4.8249,0,45.273,0,0,1.983,5.6576,5.52
2h4g,20.9838,-24.9147,-5.48,2.4746,0,150.916,0,0.942,2.9888,2.5343,6.52
1qbr,52.7898,-60.4176,-5.48,6.6201,0,354.4766,0,2.9681,4.6597,3.3779,10.57
1y3n,4.101,-8.414,-5.48,2.6579,0,85.0592,0,1.1662,3.1468,6.2091,5.55
2fxv,13.2545,-14.0142,-5.48,4.5736,0,52.2957,0,0.2047,0.555,5.0235,5.35
1olx,39.5919,-47.4933,-5.48,7.2954,2,153.4409,0,6.1816,1.7198,4.8305,4.33
1a9m,7.1715,-17.685,-5.48,3.5608,0,198.695,0,2.9473,7.5662,8.9592,6.92
2gl0,5.5792,-6.4762,-5.48,1.2372,0,61.3232,0,0.5675,0.3296,4.0277,4.82
1a94,10.3207,-33.0275,-5.48,8.4015,0,230.4902,0,7.322,15.3848,10.7347,7.85
1w3l,8.8335,-10.5382,-5.48,3.9053,0,150.7848,0,0.2137,1.491,10.0106,6.28
1g30,31.2454,-37.4727,-5.48,2.3234,0,272.5368,0,2.7434,3.4839,2.9899,6.85
1qhc,-10.2842,-0.5049,-5.48,4.7248,0,64.3757,0,5.5241,5.265,11.0499,7.57
2f7p,27.3929,-34.8849,-5.48,2.6742,2,140.9231,0,6.752,0.74,3.1542,6.6
1fkw,9.5139,-12.4703,-5.48,1.9238,0,88.0088,0,2.4557,0.5007,3.8017,5.05
1wht,19.2387,-27.0184,-5.48,3.9211,0,128.2062,0,3.8053,3.9744,2.5619,3.7
1y20,26.9597,-28.9226,-5.48,5.5959,0,62.4979,0,1.2571,0.7058,1,5.32
966c,30.359,-40.6971,-5.48,2.4931,2,174.2177,0,6.7796,3.5585,2.1693,7.64
1g45,20.5474,-23.2277,-5.48,1.0658,1,97.3237,0,1.1552,1.5252,1.2613,8.64
2a8g,-0.1566,-9.9148,-5.48,0.9057,0,80.8248,0,9.1362,0.9352,3.1433,3.69
1b1h,37.3016,-41.8121,-5.48,6.9677,0,245.8364,0,1.7046,2.8059,6.1339,7.03
2boh,24.37,-34.3069,-5.48,0,0,276.6491,0,5.8054,4.1315,1.3832,8.52
1fhd,21.5863,-23.6459,-5.48,4.8417,0,122.5897,0,1.7393,0.3203,4.8236,6.82
1oss,21.1625,-21.7576,-5.48,2.5618,0,65.9921,0,0.4789,0.1161,0,4.79
1v1m,33.4372,-41.1912,-5.48,5.9258,2,138.677,0,5.4702,2.2837,4.8305,3.94
2j7d,14.3086,-18.9329,-5.48,3.5849,0,129.5157,0,2.431,2.1933,5.3414,7.13
1pro,39.3075,-42.3866,-5.48,2.9542,0,316.0524,0,0.8645,2.2146,3.8823,11.3
1w4p,4.6888,-8.9461,-5.48,3.8728,0,32.6304,0,2.153,2.1043,5.1902,4.74
1o0m,1.6213,-5.0562,-5.48,3.385,0,33.9089,0,2.628,0.8069,6.1316,5.15
1b05,29.0006,-33.2321,-5.48,7.144,0,174.6827,0,1.1324,3.0992,6.4635,7.12
1r0p,38.7128,-42.9417,-5.48,2.6352,0,284.2606,0,1.6349,2.5939,1.7962,8
1dhj,20.8385,-22.5341,-5.48,3.6529,0,134.0775,0,0,1.6956,4.2319,6.55
1lgt,28.1101,-33.7823,-5.48,0,2,172.6377,0,4.3348,1.3374,1.5455,6.1
1g54,19.2659,-24.1242,-5.48,0.97,1.0049,111.0185,0,1.9533,2.905,1.4236,8.82
1tog,31.7898,-32.1245,-5.48,4.3513,0,138.7663,0,0,0.3348,1.6111,3.22
1hwr,31.7505,-34.1741,-5.48,2.7487,0,222.9252,0,1.2756,1.148,2.5659,8.33
1r1h,34.2459,-44.6474,-5.48,4.2376,1,256.5725,0,7.3377,3.0638,4.3106,8.92
1okl,14.786,-21.8721,-5.48,0.9532,0,134.7724,0,4.3372,2.7489,1,6.03
1xff,19.2111,-19.9607,-5.48,6.4923,0,39.6994,0,0.0673,0.6824,4.6283,4.82
1t5f,12.5565,-15.8775,-5.48,2.3367,2,34.2667,0,1.6863,1.6347,5.2642,4.22
1mrs,19.2045,-22.0239,-5.48,3.1946,1,106.7341,0,1.1815,1.6379,4.939,3.96
1jzs,11.9765,-18.0755,-5.48,1.6813,0,189.2049,0,1.297,4.8019,5.9207,6.6
1d6v,32.8537,-36.1101,-5.48,0.6953,0,304.0245,0,1.2722,1.9842,2.8372,6.17
1hxw,34.4273,-39.1731,-5.48,2.2572,0,315.3181,0,1.1952,3.5506,4.1946,10.82
1uho,23.7482,-29.3361,-5.48,0.5424,0,226.5332,0,1.5717,4.0162,1.7421,9.22
1bhx,31.5067,-35.805,-5.48,5.0792,0,202.4202,0,1.4192,2.8792,4.0323,6.84
