name,GBVIWSA_dG,coul,sol,vdw,sa,affinity
3b25,-6.18519,-0.252495,0.304624,-3.01197,-1.13283,6.07
1nt1,-9.23495,-4.53776,4.28588,-5.06362,-1.82694,8.89
2clk,-6.65452,-21.5275,20.1318,-1.62853,-1.5377,3.79
2oxx,-4.418,-0.434229,0.614535,-1.28123,-1.22457,6.7
1oyq,-7.9394,-6.49523,5.53636,-3.58105,-1.30698,6.96
1c70,-12.0443,-9.98982,10.0681,-7.35414,-2.67597,10.3
1b3h,-11.9258,-31.0345,28.4664,-4.43877,-2.82644,6.21
3nik,-9.02546,-39.3825,36.8219,-2.58498,-1.78742,3.45
1cnx,-5.4265,-7.5844,7.94197,-2.68157,-1.01,7.37
1hn4,-11.3026,-12.7082,11.6661,-5.18364,-2.98438,3.82
2dw7,-4.49626,-23.2583,21.2277,1.59386,-1.96706,4.7
1z1h,-9.76629,-5.86319,5.81692,-5.25672,-2.37078,8.4
1k1l,-7.12599,-16.1752,14.4196,-1.67852,-1.59935,6.9
1nf8,-7.53368,-22.7372,21.4127,-2.84288,-1.27379,7.82
2fdp,-11.4852,-13.8012,12.1321,-4.94744,-2.76014,7.59
1oif,-5.81689,-17.6115,15.7537,-0.917318,-0.949248,7.72
2byr,-10.0482,-2.00002,2.13272,-5.86929,-2.21905,8.55
3fql,-10.8043,1.0804,-1.15709,-6.11058,-2.52454,7.15
3hzm,-5.67383,-20.5737,18.6802,-0.994027,-0.693799,5.52
3cd7,-10.6916,-16.221,14.4945,-4.35814,-2.51445,7.84
1lzq,-10.9613,-18.307,16.9563,-4.24192,-3.27615,8.39
2i19,-17.3616,-100.539,86.0326,0.5385,-1.30158,7.8
3isj,-5.94398,-4.96447,4.92384,-2.70162,-1.10923,3.68
1gno,-3.32644,-2.88444,3.148,1.04858,-2.54607,7.7
3pcj,-8.72979,-35.8724,29.8636,0.35035,-0.978855,7.22
1f73,-7.31913,-16.8306,14.4549,-1.40083,-1.45007,2.39
4fm8,-7.96515,-8.85196,8.75463,-4.06674,-1.70857,5.98
4b7r,-6.87274,-18.5649,16.2186,-1.00139,-1.43255,9.64
1c5x,-6.07582,-5.93168,5.00246,-2.0774,-0.976685,6.68
2qnn,-10.6134,-18.4223,17.5102,-5.0108,-2.59805,7.15
3v5t,-8.07442,2.52359,-2.35689,-4.27826,-1.87034,8.22
1g9r,-14.1294,-23.1209,17.5448,-3.52464,-2.93621,5.7
3m3e,-6.28973,-3.32908,1.65461,-1.51089,-1.01187,4.43
1qka,-13.9781,-39.7958,36.7922,-5.73535,-3.1467,5.92
1l6m,-6.80567,-50.0388,43.7813,1.96701,-0.422664,8.1
3p8p,-6.02411,-14.0466,12.4095,-0.28495,-2.0096,4.55
2cn0,-9.16249,-9.07635,8.33965,-4.6589,-1.67439,7.66
2vmf,-6.90792,-8.22667,6.40256,-1.59176,-1.40024,5.85
1sgu,-10.4051,-7.69629,7.666,-5.7107,-2.57162,5.37
1uwt,-6.66202,-5.80342,4.45708,-1.5936,-1.62957,5.97
3gqz,-3.9602,-10.3336,9.96318,-0.581093,-0.916199,2.17
1dqn,-9.37073,-22.6924,19.0698,-2.36918,-1.28644,8
2bfq,-11.042,-10.5113,9.6516,-6.1334,-1.95647,6.89
2rkd,-5.60624,-62.6755,57.6377,2.37468,-0.850578,2.72
1wuq,-12.4434,-76.9095,71.1799,-2.36841,-2.25294,8.27
1izi,-11.8071,-3.50846,3.04578,-6.42043,-2.83146,6.59
2baj,-9.19358,-4.50214,4.27621,-4.9969,-1.87826,8.4
3mhc,-7.51034,-8.8101,6.91674,-2.44357,-1.0809,7.96
2wl0,-12.0615,-5.33016,5.13641,-6.67726,-3.09802,7.8
2psv,-9.28266,-1.98954,1.98682,-5.01555,-2.17187,7.24
4i3z,-15.314,-68.6198,59.4686,-2.98777,-1.08264,4.29
2fqw,-7.7769,-5.8057,4.11195,-2.47341,-1.51724,6.68
1bv7,-13.0479,-7.53818,6.9329,-7.1066,-3.24355,10.3
3nw3,-6.34776,3.40388,-2.47274,-2.8597,-2.32669,6.49
3p3r,-6.66127,-2.97575,2.47,-2.68799,-1.37503,7.25
3hzv,-6.74689,-22.4756,20.7026,-2.09743,-0.783947,6.52
3ru1,-5.73916,-10.1463,9.06059,-1.3427,-1.21824,4.85
1w4p,-6.04614,-35.0923,33.1191,-1.23437,-0.746117,4.74
3sug,-8.72848,-10.4018,10.8118,-4.53926,-2.50676,6.21
2jxr,-9.78353,-3.42095,2.80152,-4.62476,-2.44683,7.05
4h3j,-8.07314,-9.29661,8.36464,-3.61547,-1.43319,7.05
1li2,-4.74564,-0.24641,0.185821,-1.36202,-1.23052,4.04
3u7s,-9.66485,-7.06403,6.90755,-5.44429,-1.97157,8.43
4euo,-6.69364,-19.8702,17.9397,-1.05704,-1.61354,5.05
1n8v,-6.35901,-1.49956,1.59493,-3.11002,-1.25184,6.03
3vhk,-6.99191,-3.76709,3.68454,-3.13627,-1.68058,4.6
3rdo,-6.88153,-3.93277,2.99473,-2.60661,-1.24438,9.85
1lkk,-10.4116,-37.4432,34.8717,-4.05856,-1.68907,6.85
2xab,-7.37616,-1.00844,0.533267,-3.22366,-1.58482,9.27
3fat,-8.08684,-12.6585,10.6671,-2.50135,-1.50162,7.64
3h8b,-10.7252,-13.0256,12.917,-5.58636,-2.93765,6.29
4aia,-5.08664,-6.90486,6.17449,-1.63389,-0.629874,3.66
3nyd,-4.6036,-5.4821,4.91454,-0.776053,-1.16748,3.48
3aaq,-4.48206,-15.6218,12.5469,2.48845,-1.80309,3.3
3lbj,-7.38972,3.2682,-3.31241,-3.82813,-1.42487,4.96
3ewc,-9.54748,-10.6101,9.10316,-2.82318,-3.12483,7.7
3nu3,-10.3907,-1.61522,1.50896,-6.03937,-2.15258,9.82
3g32,-4.68039,-9.3841,8.34569,-1.02163,-0.527841,3.71
1tuf,-4.6503,-2.54714,2.71834,-1.70686,-1.02213,4.05
3b7i,-8.17008,-12.3334,8.53412,-1.36589,-0.91241,5.82
1o2z,-6.88223,-14.0457,12.6859,-2.16895,-1.26098,6.11
1if7,-8.3935,-14.1593,11.0564,-2.10479,-1.09334,10.52
1t31,-10.1637,-37.1929,34.9759,-3.87437,-1.97979,8.64
2rcn,-8.88459,-42,39.721,-3.01718,-1.49582,6
1b46,-11.8897,-32.1682,29.8909,-4.7425,-2.77731,5.28
1k1j,-8.47145,-11.7941,10.4692,-3.43993,-1.61409,7.55
1hp5,-7.31734,-14.0501,11.7007,-1.33931,-1.53614,6.55
3c52,-7.91852,-43.6919,38.2758,0.793954,-1.20384,7.3
2jg0,-10.9188,-10.0063,7.46411,-3.64947,-2.63463,7.82
1c87,-6.20067,-21.985,21.1056,-1.8921,-1.3367,4.2
3pn1,-7.691,-4.7592,4.04855,-3.4772,-1.41064,6.96
3t08,-5.7272,-4.54236,3.32836,-1.38772,-1.03297,3.04
2gvj,-8.97732,-3.23019,3.19447,-4.65487,-2.19421,9.52
4eo6,-7.45309,-5.9328,5.74784,-3.58852,-1.58709,8.7
1afk,-7.87952,-63.0315,60.5515,-2.11886,-1.18815,6.62
1kpm,-5.36163,-0.210041,0.243129,-0.956326,-2.34588,5.8
3bft,-7.25866,-13.2986,11.4416,-1.60646,-1.70262,6.49
2pfy,-6.26138,-12.2372,10.4488,-0.408574,-1.97193,6.52
2p3i,-5.88163,-7.66112,6.53604,-1.9086,-0.755439,3.48
1jcx,-7.45741,-55.1886,53.7929,-2.44465,-1.5246,5.15
2zdk,-8.82756,-8.54065,7.59341,-4.12057,-1.66723,6.37
4std,-7.161,0.151082,-0.00984869,-3.69575,-1.51398,10.33
2pow,-8.00532,-11.6946,8.93545,-2.30585,-0.84783,7.2
1jao,-11.6582,-9.65005,4.95066,-3.24972,-1.61663,5.92
3rbu,-14.9119,-55.3552,43.2086,0.944795,-1.61754,9.43
4deu,-5.62755,-8.34861,8.25931,-2.18198,-1.26376,5.64
3lea,-9.87379,-4.90405,1.89053,-3.24524,-1.52252,9.1
3b4f,-2.63973,-7.53146,6.66054,1.6783,-1.35459,8.14
2h6t,-9.67902,0.254023,-1.92334,-3.2205,-2.69668,7.22
3nkk,-5.29271,-6.96876,6.16372,-1.50531,-0.889838,4.7
1h0a,-8.55639,-101.822,98.0538,-1.93226,-0.763605,5.44
1yfz,-8.01293,-41.4768,37.8376,-1.66179,-0.61946,4.35
3vf5,-10.5931,-4.39879,4.07454,-5.74223,-2.43411,9.34
3n2p,-4.3077,-3.197,4.89317,-2.72063,-1.19073,7.82
3oy8,-5.66667,-0.407332,-0.865869,-1.56113,-0.739833,3.66
4dst,-3.32747,-1.30251,1.33795,-0.596869,-0.673534,2.96
4g0y,-6.46137,-33.3971,31.0715,-1.13259,-0.910694,2.3
3l7a,-9.57509,-9.39446,8.89541,-4.01821,-2.96533,4.33
3uxk,-9.01688,-16.8638,12.8995,-1.68604,-1.27407,4.93
2jds,-9.04942,-11.2912,10.1196,-3.73324,-2.05212,8.2
1qy1,-5.62325,-0.322584,0.193591,-1.75686,-1.64488,6.52
1sbr,-6.79906,-1.83574,1.36898,-2.96244,-1.27734,5
2b1g,-6.92794,-11.5464,11.0022,-2.7276,-1.56363,6.64
3c4h,-5.69373,-3.20688,2.53672,-2.06641,-0.864649,5.7
1fq5,-10.971,-0.759515,0.581109,-5.91057,-2.78955,8.4
3dx4,-7.80789,-14.0638,10.5558,-0.782461,-1.4249,7.12
3lcv,-10.0845,-8.10588,6.69867,-4.59867,-1.98607,4.74
2pvm,-7.43975,-0.810689,0.943642,-3.83993,-1.64027,6.44
1mrw,-10.8001,-1.93868,1.80765,-6.03515,-2.54139,9.7
3fjz,-6.01609,-35.149,32.4808,-0.0117107,-1.2437,4.05
1ksn,-9.34161,-7.70766,6.83078,-4.47191,-1.90031,9.4
2xj1,-8.02511,-11.4132,10.812,-3.56347,-1.7679,7.55
1fjs,-7.94243,-11.3162,10.2293,-3.02962,-1.73339,9.96
1j36,-10.378,-20.324,16.2804,-2.7617,-1.48023,7.74
2vpe,-10.7227,-26.8076,25.0462,-4.80203,-2.06685,4.94
3k02,-10.7086,-0.902369,-1.17073,-4.22175,-2.32124,5
3i5z,-9.08476,0.033817,-0.474097,-4.80734,-1.74463,8.7
1ur9,-9.53205,-5.89108,5.17089,-4.52687,-2.19248,5.77
2ri9,-4.27257,-6.18075,4.82446,-0.236804,-0.586969,3.22
3dp9,-9.27261,-12.1657,11.3791,-4.50882,-1.88465,9.68
4b6o,-7.79915,-7.26176,5.71368,-2.55188,-1.60668,7
2fqo,-7.81416,-17.1876,13.8956,-0.875043,-1.55463,6.43
1e1x,-5.37736,-2.70751,2.24366,-1.67559,-1.14541,5.89
1jlr,-6.02715,-48.299,46.2552,-0.925489,-0.965312,3.33
2d3z,-6.76643,-8.55097,8.26228,-2.71633,-1.6689,6.64
1ew8,-12.6533,-79.8377,62.5643,7.67286,-0.960241,2.26
1bxq,-12.1291,-8.1438,6.0392,-5.30805,-2.62395,7.38
1pb8,-6.03528,-9.03413,6.89297,-0.731186,-1.07042,5.15
3a1d,-12.8118,-61.287,55.3705,-3.50898,-1.2938,4.12
3ppm,-8.59605,-5.88581,5.88485,-4.1973,-2.30527,9.54
1x8r,-13.2868,-105.591,99.1097,-1.01731,-3.69582,6.12
1p19,-2.48495,-1.53401,0.834919,1.24933,-0.94267,4.11
2rcb,-6.26328,-9.87937,7.76735,-0.808322,-1.25043,6.79
2i4v,-9.72079,-1.69232,1.67288,-5.2189,-2.38994,11.2
2vvu,-8.77587,-3.54414,3.44438,-5.03722,-1.54639,8.1
4det,-4.96516,-2.69506,2.99252,-2.27184,-0.898268,5.68
2yln,-5.13288,-4.55306,3.52003,-1.30558,-0.701756,7.68
3sk2,-6.33955,-4.04132,4.25088,-3.46736,-0.989242,3.61
1nja,-7.33271,-35.2884,33.8306,-2.66406,-1.11835,6.31
1jqy,-5.92797,1.35414,-2.15968,-1.51784,-1.51208,4.92
2uwd,-8.24954,-4.20445,3.87363,-4.10844,-1.71778,8.35
1bjv,-6.78881,-6.80005,5.77021,-2.6564,-1.01005,5.54
1fpc,-7.46432,-13.2069,13.0599,-3.57966,-1.64516,7
2b4l,-5.76315,-1.87101,1.15855,-2.09166,-0.866519,4.77
3dgo,-7.54123,-39.6104,38.6387,-3.38148,-1.09556,6.74
3ug2,-6.34394,-2.20817,2.087,-2.6925,-1.43775,8.25
3ikg,-7.57406,-30.2213,29.2636,-3.05649,-1.46734,7.24
1i9m,-1.51169,-8.8975,6.51597,4.40263,-1.44028,8.48
3lbz,-4.53616,-2.30692,2.68907,-1.78077,-1.04503,3.86
3qtv,-8.20811,-2.25637,2.20519,-4.33316,-1.73126,4.65
3uod,-7.60934,-9.19697,8.61618,-3.33256,-1.60348,7.31
3lp4,-3.60033,-6.72504,7.19256,-1.47571,-0.499631,4.88
1l83,-4.46327,-0.212128,0.308429,-1.22233,-1.24474,3.4
2ayr,-10.0852,-1.47486,1.2607,-5.16107,-2.61745,9.29
3ubd,-8.54179,-0.96911,0.596682,-4.41645,-1.6604,5.54
3mxe,-10.1118,-2.15105,2.12222,-5.77553,-2.2149,10.01
3h89,-9.1828,-13.8192,14.094,-4.39087,-2.97429,7.64
1nz7,-9.12057,-34.7113,32.8716,-2.68687,-2.50152,7.12
2pwd,-5.22589,-14.7194,12.4469,0.569423,-1.4303,4.4
1lbf,-8.16624,-49.9849,47.041,-1.27518,-1.85464,7.85
1a4r,-8.23789,-16.0491,14.6478,-3.14708,-1.59696,6.66
2w26,-8.81649,0.473317,-0.542609,-5.07989,-1.5748,9.4
4fl2,-13.6723,-82.0152,76.5253,-4.44009,-1.64983,3.66
1ec9,-2.92223,-42.4653,34.6503,8.45807,-1.47274,3.1
3oyw,-5.6478,-0.2693,-1.05034,-1.60413,-0.631525,4.11
1r6n,-6.26718,3.26829,-3.29247,-2.77977,-1.37073,7.4
4h3f,-8.92409,-7.76002,6.84886,-4.35528,-1.56514,9
3th9,-7.8468,-3.35548,3.55799,-3.19938,-2.75742,7.7
1tng,-5.21951,-7.28795,6.60058,-1.71586,-0.723774,2.93
3nht,-8.35523,-1.87387,1.86912,-4.1685,-2.08946,7.01
3drf,-12.4399,-14.4823,12.9725,-6.3457,-2.49184,7
1cgl,-12.4668,-17.654,13.6124,-4.65695,-1.67565,6.87
1g2k,-10.746,-3.07827,2.77746,-5.93661,-2.41602,7.96
1k6t,-10.2026,-8.40566,8.41608,-5.9495,-2.17098,7.62
3fuz,-7.2003,-14.4426,12.1212,-1.4009,-1.38553,6.54
3f8e,1.14522,2.18296,-2.12546,4.43427,-1.25405,7.23
1k27,-9.48475,-3.60955,2.95395,-4.24243,-2.49421,9
2vyt,-4.34444,-4.69654,4.47587,-1.62844,-0.402822,2.74
2ovy,-6.66713,1.41102,-1.29999,-3.70618,-0.979474,8.4
2wyf,-4.63212,-2.23193,0.601918,0.111883,-1.02148,4.43
2q8z,-6.94559,-30.7586,27.7795,-0.00778954,-1.86624,5.68
3gm0,-6.35723,-5.72974,5.18459,-2.70804,-1.01152,7.77
4ag8,-9.95815,-3.76462,3.22751,-4.9781,-2.35044,8.96
4ap7,-7.74483,-0.902594,0.730616,-4.11018,-1.37017,7.96
3k00,-6.52805,-3.37255,1.28511,0.500183,-2.84828,5.77
2buv,-8.69174,-28.8886,23.5351,-0.224912,-1.02076,4
3iof,-9.0289,-17.1262,13.6904,-1.80713,-1.69351,5.22
3d7k,-8.82502,-68.8676,61.3183,4.73028,-3.91344,4.6
1mue,-7.61151,-2.39968,2.13228,-3.86454,-1.39023,8.64
2vvp,-6.13448,-36.7251,33.3108,0.422201,-1.04982,3.4
2ez7,-2.16049,-0.63784,0.732161,0.175786,-0.338084,4.36
1mu8,-8.56522,-0.591849,0.503049,-4.63871,-1.7452,9
1kdk,-8.48538,-0.821389,0.418332,-4.1241,-1.86571,9.05
1g30,-9.12132,-7.69945,7.03202,-4.13971,-2.22168,6.85
3hll,-8.46036,-6.28156,6.14114,-4.4301,-1.79733,8.24
3gk1,-4.2872,1.47549,-1.31351,-1.85278,-0.503883,4.1
2rin,-4.05896,-5.14721,5.26665,-0.0514359,-2.03445,4
1mrn,-10.5471,-39.1341,38.5274,-5.84685,-2.00101,4.52
1uj5,-6.11173,-20.106,17.6976,-0.489274,-1.12156,3.05
3g0e,-7.02192,0.855069,-1.02537,-3.37039,-1.38872,7.7
1b6h,-11.9629,-28.9872,26.3617,-4.47869,-2.76632,7.82
1gnn,-3.44227,-7.69011,7.2003,1.88709,-2.74705,5.68
3fhb,-5.03702,-3.87842,3.2984,-1.55189,-0.812587,5.7
3okv,-7.99416,-10.9527,8.50559,-2.05769,-1.39681,6.23
2gzl,-12.9698,-5.95696,3.33626,-6.03855,-2.21799,4.82
1pot,-8.61983,-40.3362,38.5242,-2.7352,-1.98014,5.49
3qx8,-2.15773,-19.4811,17.889,3.0015,-1.47459,2.86
1i9l,-6.85025,-13.1766,9.26549,0.0564608,-0.903073,8.48
2uwl,-8.08923,-0.92972,1.06689,-4.77086,-1.36304,8.4
3ccz,-9.83891,-14.3448,12.8348,-4.14238,-2.09403,7.29
3tcg,-9.23632,-30.645,28.3401,-2.76436,-2.07459,5.87
3bl1,-7.69844,-6.59769,4.92042,-2.87117,-1.05749,5.6
1k1n,-8.18336,-14.5788,13.281,-3.46646,-1.32651,6.82
3n4b,-3.42456,-2.66044,4.57992,-2.38516,-0.866367,7.02
3gba,-10.4096,-20.5366,17.9143,-3.16756,-2.52731,9.07
2xjg,-7.79748,1.94546,-2.37223,-3.4583,-1.8199,7.82
3oyq,-3.1179,-3.06042,4.57243,-1.34058,-1.19682,7.99
5er2,-7.44694,-3.75127,3.61648,-2.14839,-3.07126,6.57
3bl0,-4.17184,-4.49145,4.68037,-1.38068,-0.887566,6.92
2cer,-8.09133,-13.6858,11.6469,-2.29769,-1.6623,9.22
1q84,-11.7691,-10.8407,10.7639,-7.14968,-2.45014,11.05
2y82,-9.19279,-8.81893,8.69807,-5.15042,-1.82899,8.4
3juk,-12.9468,-33.8331,28.9274,-3.97345,-1.97515,4.89
3fvk,-9.55221,-23.6924,21.09,-2.89592,-1.96143,8.82
3r17,-8.16707,-13.2779,10.6031,-2.45374,-0.946055,6.41
3evd,-7.06941,-42.7705,40.6902,-1.84109,-1.05548,6.91
2qwd,-6.41115,-14.4341,12.2358,-0.964397,-1.15599,4.85
2wjg,-8.83093,-29.9653,27.9321,-3.18656,-1.51869,7.1
2y7z,-9.14764,-4.71392,4.66676,-5.27232,-1.73565,8.7
2nsj,-7.36599,-26.3453,23.9712,-1.22337,-1.676,4.79
1lgt,-9.79891,-17.8974,13.4614,-1.85651,-1.41383,6.1
4agl,-4.44901,-3.17784,3.26322,-1.5431,-0.898782,3.65
2ylc,-5.40453,-1.04786,0.882028,-2.5496,-0.596589,7.89
2jke,-4.48067,-8.36289,7.39239,-0.278927,-1.13874,4.23
2ha3,-4.34176,-3.27562,3.12144,-1.58896,-0.506113,3.03
3ebi,-11.7332,-16.2976,11.4801,-2.15423,-2.6689,7.1
3f7i,-8.51594,-11.0297,9.81583,-3.73727,-1.47227,7.34
4gg7,-8.25421,-2.52181,2.62412,-4.83948,-1.42453,8.2
3neo,-7.35456,-3.91882,4.07155,-3.82649,-1.58829,5.92
2vo4,-4.1136,-0.306575,0.360528,-1.56467,-0.51037,4.94
1v2r,-6.94156,-9.36357,8.22576,-2.69185,-1.01939,3.55
1b51,-11.5102,-31.7175,29.2803,-4.71384,-2.26666,7.37
1cps,-11.0989,-32.7898,26.9291,-2.03936,-1.10635,6.66
4de0,-6.87721,-11.2629,10.1847,-2.51595,-1.1906,5.89
1uz8,-8.60387,-9.2711,7.99848,-4.03485,-1.20388,4.96
3n2u,-11.0264,-14.9431,9.66677,-2.29558,-1.36199,7.84
4ago,-7.73025,-7.14875,7.0699,-4.23563,-1.32326,4.81
3el9,-12.2569,-7.54429,7.20323,-7.07774,-2.74562,8.4
1uvt,-8.58082,-12.0087,11.5325,-4.36888,-1.64324,7.64
1fcy,-10.4914,-12.8265,12.2182,-4.91886,-2.87173,8.52
1fh8,-6.84524,-12.8834,11.2558,-1.99697,-1.12813,6.89
2i4j,-6.47149,-12.6112,11.5679,0.584323,-3.92002,6.16
1ftm,-8.18278,-12.5814,10.5156,-2.58371,-1.44074,7.61
1elc,-4.86817,-3.82278,4.76908,-0.778892,-2.94307,6.66
1bzy,-10.9822,-43.6969,39.1951,-2.31186,-2.07599,8.34
1ugx,-6.49945,-2.82397,1.84554,-2.48428,-0.944227,5.91
2zdm,-8.21496,-8.03333,6.89882,-3.2394,-1.74854,6.41
2qwe,-7.66594,-14.6778,12.3728,-1.86033,-1.40808,7.48
1fm9,-10.3459,-11.602,10.6096,-4.00675,-3.25424,9
2xog,-7.09665,-2.7214,2.48359,-3.87294,-0.893393,3.43
2j34,-8.5383,-3.00149,3.04156,-5.09798,-1.38788,7.82
3i60,-8.88834,-1.39601,1.03821,-4.55861,-1.87942,8.7
3iw5,-7.98353,-1.37558,1.37438,-3.39419,-2.49563,6.08
2o4n,-11.0704,2.11367,-2.43949,-5.87983,-2.77228,7.82
1d6v,-6.51441,-1.25005,1.40556,-2.75666,-1.82075,6.17
2vjx,-5.40176,-5.76773,4.9988,-1.48178,-1.05854,4.96
1nw7,-7.6786,-6.37879,5.07391,-2.92416,-1.35706,5.09
1toj,-6.26798,-7.55152,6.45757,-1.87763,-1.20389,3.39
2py4,-20.3208,-84.7231,72.5361,-3.42827,-2.61299,6.7
1b6j,-11.5617,-0.994483,0.440362,-6.47947,-2.43558,7.92
1pr5,-6.08181,-6.91706,5.9988,-1.76505,-1.30598,3.92
3u7l,-9.01344,-7.19466,4.98542,-2.78688,-1.9248,7.28
1xjd,-8.70756,-7.23419,6.93707,-4.24934,-2.06858,9.48
4b6p,-8.95876,-9.56561,7.7853,-2.89091,-2.19502,7.13
3oku,-6.88516,-10.6387,8.24423,-0.652337,-1.7458,6.36
1h5v,-10.0864,-10.5771,8.46418,-4.13279,-1.74815,3.93
4gah,-11.266,-25.5185,24.6379,-5.76436,-2.52857,6.1
2aod,-14.14,-11.2106,10.133,-7.51318,-3.45667,5.66
3lpl,-6.09416,-43.1572,42.5286,-2.56887,-0.804168,5.62
2v59,-6.91681,-4.16988,3.74092,-3.26149,-1.13385,8.19
1k6c,-10.3803,-6.47919,6.68862,-6.23087,-2.26634,7.48
1bnt,-7.99864,-17.5312,14.5117,-1.93095,-0.955631,9.8
1ql7,-7.5072,-2.48952,2.81151,-4.21218,-1.5245,5
1hvl,-12.7037,-4.53018,4.13788,-7.61784,-2.60106,9.95
4dy6,-10.238,-35.2027,33.3537,-4.4557,-1.8408,4.4
3qgw,-5.02809,-2.96108,2.8946,-1.32828,-1.54082,5.89
2f81,-8.93221,-2.34844,2.19324,-4.18268,-2.50182,10.52
2vnp,-10.582,-64.5794,59.4114,-2.2825,-1.03899,9.92
1f4e,-4.72917,-6.81737,6.81542,-2.00698,-0.627724,2.96
3b7r,-13.3796,-32.7418,26.7654,-3.17884,-2.13177,7.7
1bv9,-13.2695,-10.7772,9.88938,-7.34935,-2.93985,9.96
3e12,-8.38121,-32.9455,30.4313,-2.47303,-1.3015,5.99
2ydw,-6.27231,0.363089,-0.255551,-3.37875,-0.908594,7.34
2eum,-8.47514,-5.22932,4.2812,-3.38679,-2.04772,6.7
3m67,-6.16899,0.812541,-0.820165,-2.71373,-1.35512,6.74
2wb5,-7.23409,-11.7369,9.8039,-1.61518,-1.59341,9.13
1rpj,-6.84809,-6.56226,3.48607,-0.295764,-1.38363,6.48
1g32,-8.34873,-11.8763,10.911,-3.20186,-2.08915,6.11
1g3d,-0.247467,-11.5091,8.75707,5.52573,-0.928634,5.55
1iih,-6.26138,-28.5291,27.2948,-2.12684,-0.807705,2.89
3c79,-5.84782,-2.20277,2.37101,-2.65197,-1.27159,7.2
4asd,-9.54757,-0.299358,-0.202363,-4.58783,-2.36551,9.28
1i00,-4.28225,-15.3091,14.6287,-0.438314,-1.07101,6.34
2zdl,-8.20679,-7.22841,6.0743,-3.37373,-1.58644,6.4
1xff,-4.26287,-10.7749,10.1372,-0.608044,-0.924617,4.82
3djk,-10.3618,-3.67272,3.53806,-5.79006,-2.34459,10.59
1kuk,-9.53491,-7.36513,4.09811,-2.24343,-1.93195,3.91
2fle,-13.6338,-8.77817,8.25192,-7.4055,-3.60953,7.85
3qlm,-5.44369,-5.47305,5.66902,-2.28194,-1.2652,6.37
1y6q,-8.60673,-9.45046,8.77602,-4.46246,-1.37731,11.7
2rke,-5.21544,-33.4666,32.5458,-1.54855,-0.653522,4.08
3p17,-8.11861,-9.05037,8.49728,-4.11781,-1.3552,4.48
2yk1,-5.98495,-2.83336,2.15801,-2.0762,-1.14089,8.13
3gx0,-9.92885,-17.3835,15.4096,-3.81289,-2.04964,3.48
1o38,-5.95,-6.19116,4.83424,-1.37249,-1.12807,6.82
3k5x,-16.7266,-61.7917,50.3508,-1.98508,-1.20812,6.41
1pgp,-5.53969,-29.2851,28.4315,-1.67259,-0.920918,5.7
2vh6,-8.96809,-0.822927,0.965437,-5.28361,-1.73448,9.7
3s73,-7.40352,-10.7868,8.30785,-1.95996,-0.872105,8.7
2a8g,0.024248,0.812432,-0.0794798,2.49991,-1.1161,3.69
3n3g,-5.95474,2.44481,-2.27362,-2.68555,-1.34787,7.24
3p4v,-5.22905,-5.20407,5.26667,-2.46228,-0.73686,5.1
3ivx,-7.80405,-16.4237,15.8257,-2.79474,-2.31873,5.74
3m36,-9.38136,-7.77291,7.10989,-5.07192,-1.55391,9.82
3f19,-10.2388,-12.927,7.89123,-2.15714,-0.953318,7.19
6cpa,-8.96764,-35.0012,30.1653,-0.463748,-1.57543,11.52
2ra0,-8.03297,-10.002,9.62433,-4.01866,-1.54412,7.8
1lpz,-8.72825,-10.7977,9.65196,-3.71509,-1.77492,7.6
3b2q,-4.26218,-1.15687,2.55164,-1.79963,-1.76482,4.55
3bkl,-9.80262,-11.9265,9.12513,-2.20144,-2.70726,6.17
4tmk,-14.6847,-56.7271,53.7025,-6.54439,-3.02327,7.7
1m0o,-9.83849,-42.1523,39.4907,-3.06479,-2.01956,2.31
1b5h,-11.224,-32.298,29.7951,-4.241,-2.3875,6.01
1jeu,-11.8309,-26.2501,23.862,-5.07225,-2.278,6.82
3k4q,-7.85542,-56.0917,54.1008,-2.25891,-1.51312,5.34
2aac,-5.6114,-0.739639,0.158294,-1.7233,-1.21424,2.22
3cct,-10.3209,-15.8338,14.4185,-4.40666,-2.40647,7.56
2xb7,-8.51917,-4.69084,4.68689,-5.20918,-1.21354,9.19
3k97,-6.81912,0.710813,-0.957583,-3.11377,-1.36607,8
3gi5,-9.555,-4.30157,4.22243,-5.27822,-2.10513,11.22
1moq,-7.3766,-28.2948,26.211,-2.08544,-1.11482,3.46
1xt8,-6.4377,-12.2509,10.3696,-1.17104,-1.29283,6.85
2avq,-14.5724,-12.1357,10.5809,-7.56032,-3.36474,4.39
2d0k,-7.37463,-25.313,23.9835,-2.70666,-1.24596,5.02
3b66,-9.55138,-4.51599,4.26785,-4.67783,-2.5329,8.6
2w67,-6.76107,-9.97748,8.74091,-2.23477,-1.19722,4.96
2e1w,-7.21639,-9.15314,8.90042,-3.42294,-1.44821,7.96
3nyx,-7.94673,-1.35214,0.795342,-3.58125,-1.71617,7.49
1gjc,-5.4998,-10.2693,8.59283,-0.634928,-1.09587,6.35
3aid,-8.23754,-6.90851,7.0063,-4.84538,-1.39743,6.86
1v2u,-5.29418,-7.53363,6.58061,-1.56437,-0.684282,3.37
3h30,-5.03415,-0.959215,0.553729,-1.93475,-0.601409,4.53
1f0s,-7.54289,-9.24652,8.91738,-3.83152,-1.28972,7.74
