name,average_score,HPSCORE,HMSCORE,HSSCORE,xscore_VDW,xscore_HB,xscore_HP,score_HM,xscore_HS,xscore_RT,affinity
1i9p,5.35,5.19,5.77,5.07,353.6,2.0,45.7,2.28,113.0,3.0,8.41
1fhd,5.93,5.81,6.21,5.78,521.0,7.5,0.0,0.00,0.0,2.0,6.82
1d3p,7.13,7.02,7.32,7.04,792.0,1.0,107.6,3.75,343.3,10.0,7.39
1sln,7.02,6.91,7.45,6.70,725.6,5.2,105.9,3.94,270.2,11.0,6.64
1y3n,5.86,5.82,6.06,5.71,520.5,6.9,11.3,0.00,16.4,3.0,5.55
1ta6,7.32,7.10,7.57,7.29,763.3,3.4,108.2,3.82,368.0,9.0,9.13
1fch,6.59,6.48,6.89,6.40,753.9,7.1,74.5,3.18,266.9,17.0,7.15
1dl7,5.01,5.04,5.10,4.89,421.2,0.7,19.8,0.67,69.8,5.0,6.49
1h4w,5.18,5.07,5.14,5.33,307.6,3.4,23.9,0.00,130.4,0.0,4.66
1a1e,5.88,5.65,6.32,5.66,507.6,6.6,61.6,3.16,224.8,12.0,6
1b5j,6.68,6.77,6.77,6.49,778.1,8.9,65.6,1.43,165.3,14.0,7.43
2c1p,6.46,6.37,6.97,6.05,562.0,1.5,93.6,3.58,181.8,4.0,5.4
1jmg,5.32,5.28,5.44,5.26,435.9,5.1,6.6,0.00,43.5,4.0,6.07
2sim,5.41,5.30,5.51,5.41,395.6,6.4,20.1,0.27,99.0,4.0,3.42
1bn1,5.63,5.48,6.08,5.34,373.0,3.9,64.1,2.60,149.1,4.0,9.34
1o3j,5.88,5.66,6.03,5.94,448.4,3.4,26.9,0.84,142.8,0.0,6.77
1tys,6.15,5.91,6.39,6.16,510.1,10.5,11.7,0.27,95.3,4.0,5.49
1hpo,7.50,7.32,7.77,7.43,718.1,2.3,117.6,3.57,331.1,3.0,9.22
2aoe,8.31,8.03,8.90,8.00,1095.5,10.3,123.3,5.78,425.2,24.0,7.62
1q54,5.34,5.14,5.72,5.17,385.8,7.5,20.2,1.38,96.2,7.0,5.85
1qb1,6.42,6.29,6.81,6.16,624.5,4.5,45.8,2.02,114.2,5.0,6.77
1jmf,5.46,5.39,5.61,5.39,449.8,6.3,6.4,0.00,39.7,4.0,5.77
2afx,5.05,4.92,5.43,4.80,298.1,1.0,39.6,1.98,95.6,2.0,5.15
1ct8,6.88,6.77,7.30,6.56,664.8,4.5,95.1,3.34,218.5,7.0,6.52
1wcq,5.56,5.48,5.70,5.49,445.8,6.3,24.1,0.53,93.5,5.0,6.26
2gst,7.19,7.07,7.73,6.78,724.7,7.5,103.8,3.80,225.3,10.0,6.07
1oba,4.00,4.01,4.10,3.87,158.2,0.0,0.0,0.00,0.0,1.0,2.44
2bqv,8.56,8.27,9.33,8.10,932.0,2.6,174.6,7.08,439.3,10.0,8.05
1hpv,7.28,7.08,7.65,7.11,798.0,1.1,111.1,4.53,354.2,10.0,9.22
1d9i,6.42,6.36,6.60,6.30,620.7,2.1,83.5,2.62,241.6,7.0,9.11
1sw1,5.18,5.17,5.33,5.03,353.9,1.7,31.6,0.72,63.2,1.0,7.3
1nt1,7.76,7.49,8.06,7.72,755.7,2.9,103.2,3.30,313.7,1.0,8.89
1oyq,6.47,6.46,6.68,6.28,655.3,3.9,81.1,2.51,213.0,9.0,6.96
1c70,9.15,8.89,9.57,8.99,1067.7,3.1,180.7,6.18,516.2,10.0,10.3
1b3h,7.36,7.39,7.41,7.27,846.3,8.3,101.2,2.28,278.4,13.0,6.21
1cnx,4.99,5.05,5.18,4.74,419.6,3.0,35.5,1.31,80.6,9.0,7.37
2dw7,4.88,4.77,5.15,4.72,275.6,7.6,0.0,0.00,0.0,3.0,4.7
1z1h,8.06,7.69,8.63,7.87,841.9,2.6,136.2,5.69,426.2,8.0,8.4
1k1l,6.77,6.59,7.22,6.51,622.9,5.3,68.0,2.61,165.4,4.0,6.9
1nf8,6.12,6.14,6.27,5.94,475.3,5.4,70.2,1.17,125.4,2.0,7.82
1oif,5.21,5.14,5.46,5.04,325.8,6.3,13.3,0.13,8.2,1.0,7.72
2byr,7.77,7.80,8.08,7.44,892.1,0.5,138.6,4.30,305.9,8.0,8.55
1lzq,8.33,8.09,8.45,8.43,998.6,6.6,142.3,4.60,517.3,16.0,8.39
1gno,6.96,6.79,7.22,6.88,763.5,4.7,106.4,4.08,376.7,15.0,7.7
1c5x,5.72,5.42,5.89,5.85,390.6,3.3,26.0,1.11,180.3,0.0,6.68
1g9r,7.67,7.60,7.92,7.50,989.3,12.6,7.8,0.00,26.8,9.0,5.7
1qka,7.12,7.14,7.36,6.85,859.5,11.1,63.9,1.79,157.4,15.0,5.92
1l6m,4.53,4.44,4.63,4.52,169.3,2.6,20.7,0.34,82.2,0.0,8.1
1sgu,8.35,8.07,8.79,8.20,951.5,2.6,144.0,5.50,444.3,10.0,5.37
2fzk,5.61,5.56,5.74,5.51,508.0,5.3,5.6,0.00,32.2,4.0,3.6
1dqn,6.01,5.85,6.40,5.77,496.0,11.2,7.0,0.30,1.2,4.0,8
2bfq,6.80,6.81,6.98,6.59,875.2,7.8,0.0,0.00,0.0,9.0,6.89
1izi,8.46,8.17,8.67,8.54,1022.8,7.0,131.1,4.56,491.6,15.0,6.59
2fqw,5.85,5.75,6.10,5.70,522.8,6.3,0.0,0.00,0.0,2.0,6.68
1bv7,10.11,9.88,11.10,9.36,1167.3,6.0,214.6,7.84,412.0,8.0,9.3
1w4p,5.15,5.09,5.29,5.07,377.2,6.0,7.0,0.00,39.4,4.0,4.74
2jxr,7.66,7.66,7.87,7.45,873.6,5.0,131.6,3.79,336.0,12.0,7.05
1li2,5.09,5.11,5.24,4.91,232.0,0.9,76.9,1.69,146.9,0.0,4.04
1n8v,5.30,5.47,5.53,4.91,362.8,0.0,139.3,4.07,280.0,11.0,6.03
1lkk,6.16,6.01,6.25,6.20,631.6,8.8,60.3,2.13,286.9,16.0,6.85
1tuf,4.45,4.60,4.26,4.48,296.5,1.4,42.8,0.36,146.9,8.0,4.05
1o2z,6.10,6.10,6.06,6.13,581.8,2.9,46.5,0.67,154.8,4.0,6.11
1t31,8.08,7.64,8.79,7.81,789.8,5.8,100.8,4.57,291.6,3.0,8.64
1b46,6.76,6.74,6.96,6.59,734.5,8.2,65.5,1.79,180.0,11.0,5.28
1k1j,6.88,6.64,7.53,6.48,661.8,4.7,73.5,3.67,175.6,6.0,7.55
1c87,5.88,5.91,6.02,5.71,434.5,6.0,45.3,0.28,52.0,0.0,4.2
2gvj,7.32,7.46,7.46,7.04,733.8,1.0,148.8,3.45,289.1,5.0,9.52
1afk,5.42,5.38,5.64,5.23,474.5,7.5,0.0,0.00,0.0,6.0,6.62
1kpm,7.34,6.92,7.88,7.22,648.9,1.0,159.6,6.68,529.8,10.0,5.8
1jcx,5.56,5.54,5.81,5.33,537.8,11.5,0.0,0.00,0.0,11.0,5.15
4std,6.88,6.76,7.31,6.57,543.4,0.9,135.6,4.32,297.5,2.0,10.33
1jao,5.89,5.93,5.91,5.82,553.1,3.4,57.4,1.20,163.7,7.0,5.92
1h0a,4.88,4.82,5.13,4.70,323.0,8.4,0.0,0.00,0.0,6.0,5.44
1yfz,4.95,4.89,5.16,4.79,334.8,5.4,0.0,0.00,0.0,3.0,4.35
1qy1,5.12,5.13,5.17,5.06,336.0,0.9,54.0,1.18,149.4,3.0,6.52
1fq5,9.75,9.01,10.95,9.30,1059.0,5.9,173.8,8.84,527.9,9.0,8.4
1mrw,8.60,8.04,9.11,8.64,897.3,2.2,133.1,5.73,502.7,5.0,9.7
1ksn,7.58,7.69,7.93,7.12,802.0,3.1,130.8,3.44,201.9,5.0,9.4
1fjs,6.88,7.00,7.03,6.62,767.9,3.3,75.1,1.64,130.4,6.0,9.96
1ur9,7.45,7.26,7.65,7.45,816.3,7.3,71.8,2.22,260.7,8.0,5.77
2fqo,5.25,5.28,5.31,5.15,464.0,6.6,13.4,0.00,51.0,8.0,6.43
1e1x,5.58,5.51,5.58,5.66,450.6,3.1,30.9,0.49,144.2,3.0,5.89
1jlr,5.39,5.41,5.56,5.20,517.1,6.0,0.0,0.00,0.0,7.0,3.33
1ew8,4.15,4.08,4.36,4.01,119.2,4.1,0.0,0.00,0.0,1.0,2.26
1bxq,7.77,7.51,8.21,7.59,861.8,6.1,134.7,5.28,430.4,15.0,7.38
1pb8,4.84,4.71,5.13,4.69,244.4,7.7,0.0,0.00,0.0,2.0,5.15
1x8r,6.96,6.67,7.50,6.71,616.5,15.5,26.2,0.99,60.0,5.0,6.12
1p19,5.10,5.07,5.30,4.94,396.7,5.3,0.0,0.00,0.0,4.0,4.11
1jqy,5.76,5.62,6.26,5.41,550.0,5.2,13.4,1.67,32.4,7.0,4.92
1fpc,6.81,6.64,7.41,6.38,656.8,2.1,98.2,4.34,225.0,7.0,7
2b4l,4.79,4.74,4.96,4.65,302.8,2.8,0.0,0.00,0.0,1.0,4.77
1i9m,5.46,5.23,6.00,5.14,355.6,2.8,44.4,2.61,113.5,3.0,8.48
1l83,5.06,5.13,5.17,4.88,205.6,0.0,96.0,2.02,183.3,0.0,3.4
1nz7,7.10,6.99,7.33,6.96,754.4,8.1,98.4,3.08,298.5,13.0,7.12
1lbf,6.36,6.33,6.72,6.05,572.6,8.9,59.9,1.64,101.5,7.0,7.85
1a4r,5.58,5.59,5.75,5.41,556.8,5.4,0.0,0.00,0.0,6.0,6.66
1ec9,5.24,5.15,5.49,5.07,388.7,7.5,0.0,0.00,0.0,4.0,3.1
1r6n,6.76,6.44,7.41,6.41,548.6,1.9,99.0,4.53,255.3,3.0,7.4
1tng,4.86,4.77,4.77,5.05,269.7,2.2,21.0,0.00,143.2,1.0,2.93
1cgl,6.31,6.23,6.29,6.39,729.0,6.9,53.3,1.73,272.0,16.0,6.87
1g2k,8.78,8.40,9.59,8.36,988.8,4.7,150.4,6.62,407.7,10.0,7.96
1mue,6.52,6.49,6.53,6.56,681.6,2.6,67.9,1.67,235.7,7.0,8.64
2ez7,4.00,4.03,4.09,3.86,177.4,1.1,0.9,0.00,3.7,3.0,4.36
1mu8,6.49,6.49,6.36,6.61,707.3,1.5,63.4,1.28,243.6,7.0,9
1kdk,7.48,7.57,7.61,7.25,609.3,3.0,169.8,3.35,317.5,0.0,9.05
1g30,7.01,7.01,7.35,6.67,752.1,2.7,107.5,3.56,235.7,9.0,6.85
1mrn,6.81,7.07,6.63,6.72,988.3,6.6,32.5,0.00,99.0,16.0,4.52
1uj5,5.13,5.07,5.38,4.95,386.3,8.4,0.0,0.00,0.0,6.0,3.05
1b6h,6.78,6.71,7.00,6.65,737.2,8.4,73.3,2.32,233.6,13.0,7.82
1gnn,7.01,6.93,6.92,7.19,793.4,6.0,100.4,2.65,398.6,15.0,5.68
2gzl,7.56,7.72,7.69,7.26,948.8,7.7,81.9,1.60,142.2,11.0,4.82
1pot,5.14,5.37,5.17,4.88,404.0,3.8,58.9,0.72,72.5,7.0,5.49
1i9l,5.40,5.15,5.99,5.06,320.1,2.9,50.7,2.95,127.1,3.0,8.48
1k1n,6.46,6.19,7.06,6.13,628.2,5.5,47.7,3.10,150.4,8.0,6.82
5er2,8.84,8.48,9.54,8.49,1134.3,6.3,166.8,7.59,535.9,22.0,6.57
1q84,9.84,9.94,10.55,9.04,1182.4,2.5,256.9,7.93,447.8,11.0,11.05
1lgt,6.31,6.01,6.84,6.08,411.0,3.6,81.7,3.28,210.6,0.0,6.1
1v2r,5.51,5.38,5.62,5.53,464.5,5.0,26.4,0.94,150.2,7.0,3.55
1b51,6.23,6.29,6.37,6.03,690.4,7.8,43.8,1.07,112.8,12.0,7.37
1cps,5.58,5.48,5.78,5.47,395.0,3.8,55.2,1.64,159.2,4.0,6.66
1uz8,6.06,5.93,6.20,6.03,615.1,6.4,19.3,0.79,125.2,8.0,4.96
1uvt,6.92,6.89,7.17,6.70,665.9,1.6,112.1,3.26,260.2,5.0,7.64
1fcy,9.48,9.75,10.19,8.48,840.7,1.9,315.8,7.93,413.0,0.0,8.52
1elc,6.66,6.73,6.44,6.81,765.5,0.0,86.3,1.77,306.1,9.0,6.66
1bzy,6.89,6.70,7.33,6.63,663.4,13.7,11.7,0.30,0.9,4.0,8.34
1ugx,4.85,4.86,5.04,4.64,393.2,3.8,0.9,0.27,0.2,6.0,5.91
1fm9,9.70,9.82,10.20,9.07,1049.8,2.0,277.9,7.52,505.6,7.0,9
2j34,6.43,6.28,6.35,6.67,672.2,0.2,43.0,1.19,249.5,4.0,7.82
1d6v,7.10,7.29,7.46,6.55,638.5,1.0,178.3,4.70,284.0,6.0,6.17
1nw7,5.57,5.57,5.65,5.51,560.1,5.1,4.1,0.00,49.8,7.0,5.09
1b6j,8.58,8.22,9.16,8.37,1013.3,6.8,114.6,4.96,371.4,11.0,7.92
1xjd,7.81,7.74,8.28,7.39,791.2,2.0,128.0,3.99,232.3,2.0,9.48
2aod,8.41,8.22,8.98,8.04,1098.8,10.5,142.7,5.90,427.5,24.0,5.66
1bnt,5.74,5.63,6.06,5.52,419.5,3.8,46.9,1.62,102.9,2.0,9.8
1hvl,8.90,8.62,9.70,8.38,1081.3,4.2,170.7,7.34,442.7,15.0,9.95
2f81,7.61,7.45,8.12,7.27,870.6,2.9,109.0,4.51,287.9,10.0,10.52
1bv9,10.11,9.70,11.19,9.42,1162.4,7.1,190.8,7.84,412.0,8.0,8.96
2eum,5.99,5.86,7.00,5.12,700.9,4.0,123.6,7.61,304.0,28.0,6.7
1rpj,5.81,5.59,6.19,5.65,403.3,11.0,0.0,0.00,0.0,1.0,6.48
1g32,7.16,7.09,7.46,6.94,718.7,2.7,97.4,2.92,223.7,4.0,6.11
1g3d,5.49,5.31,5.65,5.50,378.5,5.5,20.5,0.53,109.0,2.0,5.55
1iih,4.81,4.75,5.04,4.65,300.1,6.6,0.0,0.00,0.0,4.0,2.89
1i00,5.52,5.45,5.88,5.23,418.8,1.6,67.8,2.75,163.9,6.0,6.34
1xff,5.23,5.12,5.42,5.14,356.5,8.0,7.4,0.00,39.6,4.0,4.82
1o38,6.26,6.15,6.23,6.40,553.9,3.8,45.8,0.67,189.4,2.0,6.82
1pgp,4.71,4.75,4.86,4.53,367.8,4.9,0.0,0.00,0.0,7.0,5.7
2a8g,5.27,5.28,5.42,5.10,450.9,1.0,11.3,0.36,19.4,2.0,3.69
6cpa,7.00,6.53,7.73,6.74,648.8,8.2,80.0,4.68,302.3,11.0,11.52
1lpz,7.38,7.33,7.41,7.39,737.1,2.6,116.0,2.63,321.3,4.0,7.6
4tmk,7.58,7.66,7.68,7.40,1084.4,10.6,32.1,0.65,99.5,16.0,7.7
1m0o,6.65,6.40,6.87,6.68,627.3,6.3,39.0,1.41,187.3,4.0,2.31
1b5h,6.31,6.36,6.46,6.10,698.0,8.4,44.9,1.07,111.1,12.0,6.01
1jeu,6.61,6.66,6.72,6.44,744.8,9.6,64.0,1.43,172.6,14.0,6.82
2aac,5.51,5.35,5.76,5.43,350.9,5.8,20.7,0.53,69.0,0.0,2.22
1moq,5.42,5.34,5.66,5.26,433.1,6.4,0.0,0.00,0.0,3.0,3.46
1xt8,4.81,4.69,4.92,4.82,247.3,5.6,8.9,0.00,69.5,2.0,6.85
2avq,8.42,8.17,8.99,8.11,1078.5,10.4,139.0,5.90,443.7,23.0,4.39
1gjc,6.31,6.10,6.45,6.39,539.9,2.0,43.3,1.35,190.8,0.0,6.35
3aid,7.79,7.14,8.63,7.61,717.9,1.9,134.7,7.19,498.4,8.0,6.86
1v2u,5.14,5.04,5.12,5.27,294.1,3.7,25.2,0.00,124.1,0.0,3.37
1f0s,6.40,6.49,6.43,6.28,632.8,1.6,74.4,1.42,165.3,4.0,7.74
1igj,6.97,6.79,7.74,6.37,588.1,0.3,129.7,5.37,234.5,3.0,10
2tmn,5.22,5.05,5.41,5.20,314.7,4.1,34.6,1.18,144.9,3.0,5.89
1ado,4.19,4.23,4.32,4.04,225.9,2.3,0.0,0.00,0.0,4.0,6
1ciz,8.16,8.00,8.50,7.99,892.2,3.0,125.8,3.98,330.5,5.0,7.44
1o2n,6.60,6.33,6.79,6.67,579.0,2.5,48.4,1.67,211.4,0.0,6.09
2hf8,7.14,6.93,7.39,7.09,789.8,14.2,5.6,0.00,72.2,8.0,5.47
1ork,7.05,7.03,7.31,6.82,762.3,4.2,55.6,1.47,102.2,3.0,8.81
1qin,6.94,6.83,7.31,6.67,653.7,9.0,100.1,3.07,241.5,10.0,8
1ecv,6.17,5.93,6.74,5.84,419.8,5.6,56.4,2.42,107.5,0.0,4.85
1pxp,6.79,6.59,6.98,6.79,589.5,2.0,75.4,2.21,239.2,0.0,6.66
1mrs,6.07,6.04,6.34,5.83,588.7,5.4,21.4,0.65,28.6,4.0,3.96
1dif,9.39,9.11,10.18,8.89,1144.2,5.1,192.4,7.68,491.4,15.0,10.66
1aj7,5.49,5.48,5.62,5.36,496.9,2.0,40.9,1.39,133.2,7.0,3.87
1yvm,5.40,5.33,5.55,5.33,314.3,2.0,58.2,1.35,148.6,0.0,6.4
2amt,6.59,6.62,6.63,6.51,787.0,7.1,34.9,0.67,126.0,11.0,4.44
1lkl,5.52,5.60,5.52,5.43,570.6,8.4,37.1,0.72,137.3,15.0,5.81
1qf2,6.22,6.09,6.61,5.95,519.7,2.2,98.0,3.67,251.9,7.0,5.92
1y20,5.16,5.01,5.32,5.15,250.4,7.0,27.6,0.36,100.8,1.0,5.32
1w5w,9.49,9.43,9.97,9.07,1197.6,5.3,176.0,5.52,388.8,11.0,8.8
1a94,8.27,8.01,8.84,7.97,1081.3,8.0,134.7,6.12,451.2,23.0,7.85
1b4z,6.56,6.64,6.65,6.39,744.5,9.4,56.4,1.07,141.7,13.0,5.23
1os5,6.91,6.80,7.48,6.45,575.7,1.0,152.1,5.40,322.2,6.0,6.85
1fkg,6.92,6.42,8.09,6.25,565.9,1.9,122.5,7.34,310.5,8.0,8
1s63,5.58,5.23,6.34,5.19,370.8,1.4,52.1,3.95,157.4,4.0,9.05
1r1j,6.56,6.49,6.94,6.25,573.6,3.6,116.4,3.86,271.8,8.0,8.64
1m48,6.72,6.55,7.26,6.34,572.0,4.0,108.4,4.09,242.1,6.0,5.09
1f0t,6.24,6.20,6.32,6.19,578.3,4.1,51.3,1.07,152.3,4.0,6
1li3,5.18,5.08,5.43,5.04,246.5,1.0,66.7,2.01,163.3,0.0,4.25
2j7b,5.54,5.41,5.82,5.40,417.3,6.7,0.0,0.00,0.0,1.0,6.62
3pck,5.18,5.16,5.42,4.97,319.6,2.0,36.8,0.97,55.5,0.0,6.7
1bwb,10.55,10.07,11.57,10.01,1244.7,7.6,191.5,7.84,468.1,8.0,8.42
2il2,8.47,8.21,9.14,8.07,986.6,3.6,130.8,5.53,336.3,9.0,7.1
1qbt,10.82,10.50,11.85,10.12,1292.4,7.1,221.1,8.18,455.7,8.0,10.62
2fxv,6.05,5.95,6.30,5.88,575.6,7.2,0.0,0.00,0.0,3.0,5.35
2izl,5.92,5.96,6.07,5.73,494.6,4.9,63.9,1.33,129.0,5.0,6
1ucn,5.44,5.40,5.64,5.26,483.9,6.2,0.0,0.00,0.0,5.0,5.22
1upf,4.33,4.31,4.47,4.21,206.8,0.8,0.0,0.00,0.0,0.0,4.6
2fqy,5.86,5.81,6.06,5.72,566.3,4.2,0.0,0.00,0.0,2.0,6.57
1bgq,6.26,6.02,6.62,6.13,490.1,1.3,61.5,2.48,186.8,0.0,8.57
1nl9,6.93,6.69,7.24,6.85,621.0,6.6,92.5,3.10,296.5,7.0,5.96
1o2j,6.01,5.80,6.10,6.12,501.1,3.6,38.6,1.18,197.9,3.0,6.92
1v2j,5.14,5.02,5.09,5.29,299.7,3.2,23.4,0.00,132.8,0.0,3.25
2j7g,5.83,5.74,6.02,5.73,503.4,7.2,9.4,0.00,34.1,3.0,7
1qf0,7.46,7.41,7.86,7.10,742.8,5.3,140.4,4.30,306.3,9.0,7.38
1pzi,5.29,5.10,5.79,4.98,382.4,5.7,7.7,1.31,16.4,4.0,4.22
1lee,8.07,7.78,8.72,7.71,814.9,2.5,172.0,6.74,458.4,10.0,7.74
1qbn,6.38,6.27,6.68,6.19,606.6,4.3,46.0,1.64,120.6,4.0,5.85
3gst,7.18,7.05,7.78,6.69,710.6,7.4,109.0,4.13,220.4,10.0,6.72
1rp7,6.83,6.74,6.85,6.90,712.5,7.8,50.9,0.82,194.6,7.0,8.52
1gi7,5.49,5.43,5.48,5.56,423.5,2.2,19.9,0.00,94.7,0.0,4.51
1b1h,7.34,7.49,7.23,7.30,875.3,8.4,105.3,1.73,280.1,14.0,7.03
1lf2,7.96,7.66,8.59,7.62,798.7,3.2,162.9,6.40,442.6,10.0,7.52
1jgl,7.32,7.53,7.62,6.82,565.7,3.0,185.2,3.84,253.5,0.0,8.7
1nfw,6.66,6.62,6.69,6.66,670.4,1.0,69.6,1.63,211.0,3.0,8.96
1o0n,4.97,4.93,5.18,4.81,371.3,3.8,4.8,0.34,20.7,4.0,4.09
1b8n,6.10,5.99,6.42,5.89,559.1,6.9,7.4,0.30,1.4,2.0,10.52
1uz4,5.21,5.15,5.44,5.03,335.1,5.8,12.8,0.13,8.0,1.0,3.4
2j7f,5.85,5.72,6.13,5.71,489.6,7.0,0.0,0.00,0.0,1.0,6.35
1o36,6.33,6.30,6.34,6.36,603.8,3.8,46.9,0.67,151.5,3.0,5.96
1olx,7.11,6.99,7.18,7.15,714.5,11.1,58.2,0.82,196.1,7.0,4.33
2d1n,6.89,6.98,7.02,6.68,793.4,7.1,113.0,3.14,297.4,17.0,8.15
1n4k,5.00,4.92,5.27,4.81,335.7,9.3,0.0,0.00,0.0,6.0,10.05
1xhy,5.96,5.86,6.25,5.77,436.3,8.1,52.7,1.31,115.0,4.0,6.18
2i3h,6.50,6.24,6.91,6.36,594.9,4.3,68.3,3.10,240.7,7.0,7.4
1swr,5.98,5.96,6.18,5.79,487.3,6.3,59.0,1.33,125.2,5.0,6.92
1g2l,7.28,7.43,7.49,6.92,802.0,3.4,127.7,3.22,237.1,9.0,7.24
1ex8,7.51,7.37,7.91,7.24,928.9,18.7,0.0,0.00,0.0,13.0,6.33
2hb3,7.91,7.73,8.48,7.53,893.9,2.6,137.9,5.52,355.8,11.0,11.35
1wdn,5.36,5.32,5.54,5.22,335.4,10.1,26.4,0.00,43.6,4.0,6.3
1qji,6.84,6.78,7.21,6.54,796.2,4.6,104.8,4.26,306.2,17.0,4.85
1x8j,6.70,6.58,7.12,6.41,459.6,0.0,145.0,4.43,310.0,0.0,6.96
1ch8,6.68,6.55,7.01,6.50,704.5,11.0,0.0,0.00,0.0,5.0,7
1mtr,8.80,8.27,9.52,8.61,925.0,5.0,156.6,6.75,505.2,9.0,8.4
2j4i,7.00,6.87,6.91,7.23,785.0,1.1,79.3,2.25,350.3,8.0,9
1owe,6.03,5.87,5.91,6.30,474.5,4.4,32.6,0.00,187.8,0.0,6.2
1dud,5.21,5.20,5.34,5.09,435.0,4.7,14.5,0.36,55.1,6.0,4.82
2f6t,6.55,6.34,6.98,6.34,520.9,4.2,79.1,2.85,200.0,2.0,4.62
2olb,6.80,6.94,6.87,6.60,813.4,9.4,72.7,1.43,169.6,15.0,5.54
1bn4,5.45,5.38,5.80,5.17,381.1,4.0,56.3,2.04,118.6,5.0,9.31
1egh,4.86,4.76,5.12,4.70,276.4,7.4,0.0,0.00,0.0,3.0,5.7
1bq4,5.04,4.96,5.23,4.94,331.8,3.3,1.0,0.00,11.0,0.0,5.22
1ogg,6.56,6.54,6.59,6.54,767.0,5.7,30.5,0.66,136.5,9.0,5.19
1gz4,5.83,5.87,5.98,5.65,646.1,5.0,0.0,0.00,0.0,7.0,3.7
1lnm,7.67,7.68,7.99,7.33,692.4,1.5,160.6,4.13,301.6,1.0,8.7
2j7d,5.78,5.69,6.03,5.62,515.2,6.9,0.0,0.00,0.0,3.0,7.13
1ppk,7.04,6.53,7.55,7.05,689.5,5.5,92.4,5.01,434.0,13.0,7.66
1ecq,5.08,5.02,5.26,4.94,371.0,6.9,3.1,0.00,18.4,5.0,3
2bys,7.90,8.22,7.91,7.56,801.6,0.6,205.0,4.05,358.6,5.0,9.52
1b5i,6.44,6.54,6.51,6.27,737.2,8.3,54.6,1.07,137.4,13.0,7.05
1mh5,6.99,7.22,7.22,6.52,733.5,3.1,163.4,4.32,300.1,13.0,9.21
1fkf,8.21,7.64,9.55,7.43,809.5,3.9,124.4,7.59,279.4,6.0,9.4
1zoh,5.89,5.51,6.43,5.73,391.0,0.0,56.2,3.36,209.8,0.0,7
1g36,6.63,6.48,6.88,6.52,623.8,3.4,67.6,2.25,203.7,4.0,7.17
2a4m,4.96,4.98,5.01,4.90,333.8,0.1,41.9,1.01,124.8,3.0,4.52
1m7d,6.36,6.17,6.57,6.33,674.7,4.4,24.2,1.41,153.4,7.0,6.23
1x38,6.50,6.39,6.77,6.34,552.5,7.0,47.6,1.01,96.8,1.0,8.77
1c5t,5.30,5.20,5.33,5.37,352.0,3.5,17.6,0.00,95.4,0.0,4.1
1a9m,7.32,7.27,7.34,7.36,895.0,3.5,108.3,3.37,387.2,15.0,6.92
1bai,8.09,7.81,8.71,7.76,1060.4,7.6,124.6,6.12,428.3,23.0,7.7
1m5w,4.85,4.79,4.91,4.86,334.9,4.8,5.8,0.00,73.2,5.0,4.27
1z71,7.35,7.15,7.42,7.49,756.3,3.2,104.0,3.06,382.5,7.0,9.18
2ces,5.65,5.50,5.95,5.51,427.3,7.7,0.0,0.00,0.0,1.0,7.25
1hos,8.51,8.06,9.51,7.96,962.5,4.1,169.4,8.35,479.9,16.0,8.55
1c5y,5.34,5.24,5.33,5.44,367.2,2.9,19.3,0.00,106.1,0.0,4.2
1fzo,9.01,8.93,9.21,8.91,1140.9,8.4,187.9,5.59,550.4,20.0,7.89
1sr7,8.50,8.68,8.73,8.10,888.4,1.1,207.7,4.88,373.9,4.0,10.1
1fzq,5.93,5.84,6.20,5.75,555.1,8.9,0.0,0.00,0.0,5.0,7.62
1utl,4.68,4.64,4.53,4.88,271.8,1.6,23.1,0.00,153.0,3.0,2.47
1ik4,4.93,4.84,5.19,4.77,302.3,6.9,0.0,0.00,0.0,3.0,7.41
1tcw,6.76,6.28,7.59,6.40,621.3,2.8,90.8,5.76,319.8,10.0,6.02
1e2l,6.07,6.08,6.17,5.95,491.2,2.9,71.2,1.41,157.0,2.0,4.29
1nfx,6.76,6.78,6.74,6.77,732.1,1.0,73.2,1.63,222.5,5.0,8.52
1a4w,6.87,6.81,7.39,6.42,737.4,3.3,87.7,3.65,179.2,9.0,5.92
1g48,5.43,5.20,5.93,5.15,337.6,2.9,48.6,2.61,131.1,3.0,8.41
1bp0,5.34,5.23,5.59,5.20,402.6,6.7,6.7,0.34,34.3,4.0,5.4
2iko,6.74,6.55,7.31,6.36,570.3,4.0,88.2,3.48,183.0,3.0,5.45
2bt9,5.22,5.03,5.48,5.13,300.9,6.0,14.1,0.53,63.2,1.0,6.19
1pdz,4.11,4.13,4.24,3.97,189.6,2.1,0.0,0.00,0.0,3.0,3.7
2evl,7.52,7.69,8.55,6.34,883.5,6.0,260.0,10.19,479.9,32.0,6.7
1z4o,5.60,5.52,5.84,5.45,480.8,6.4,0.0,0.00,0.0,3.0,4.52
1o3i,6.15,5.93,6.32,6.20,470.1,5.4,35.8,0.84,150.1,0.0,7.3
1pme,6.78,6.63,7.38,6.34,574.1,0.9,99.9,3.92,184.0,1.0,9.4
2h4n,4.91,4.78,5.10,4.86,268.8,3.5,14.9,0.52,73.7,1.0,8.7
1laf,5.57,5.50,5.83,5.38,410.3,9.6,22.6,0.36,40.6,5.0,7.85
1hvr,9.81,9.46,11.02,8.95,1046.3,2.6,242.6,9.78,492.7,8.0,9.51
