name,London_dG,hbond,hbondA,metal,metal_r,ionP,ionN,aroalk,repulse,flex,p,l,affinity
3tlh,-8.20793,0.121208,0,0,0,0,0,0.0384519,0.000113659,3.6479,-2.7718,-2.76618,8.82
1h1p,-10.0842,0.540803,0,0,0,0,0,0.321755,0,0.573633,-2.44668,-3.19535,4.92
1rdt,-15.2618,0.932498,0,0,0,0,-1.90972,0.224912,7.55055e-006,0.8069,-3.87422,-5.35336,6.7
1z4n,-17.5543,2.69336,0.693147,0,0,0.0446171,-3.46563,0.204858,0.00050044,-0.0808104,-3.60945,-3.44386,4.52
1o8b,-17.5909,3.4571,1.38629,0,0,0.479346,-4.05116,0,0,-0.10401,-2.61245,-2.85669,2.68
1pu7,-9.13227,0.0801219,0,0,0,1.10083,-0.457424,0.229938,0.036826,0,-2.64616,-2.74404,3.1
1c5z,-10.3155,0.712134,0.693147,0,0,0,-2.44378,0.0672557,0.000157595,0.0566665,-2.16078,-2.29346,4.01
1z9g,-18.1111,0.332443,0,0.165829,0.0226796,4.20437,-17.2919,0.141718,0.0217228,1.83847,-2.23915,-3.33443,5.64
1owh,-12.8394,0.522709,0,0,0,0,-4.22551,0.107678,0.00088984,1.60887,-3.17919,-3.5752,7.4
1gpn,-11.1299,0.341726,0,0,0,0,-0.353871,0.35259,7.28829e-005,0,-3.20634,-3.55069,6.48
1z95,-13.7905,0.392449,0,0,0,0,0,0.186065,1.87308e-005,2.73526,-4.24355,-5.99393,4.3
2fvd,-12.7337,0.16084,0,0,0,0,0,0.204081,7.48292e-006,1.95467,-4.18889,-5.27212,8.52
1k1i,-13.2378,0.650181,0,0,0,0,-2.99671,0.163744,0,2.5603,-3.76761,-3.88876,6.58
1oyt,-14.9484,0.847358,0,0,0,0.178061,-3.00304,0.239543,0.000707571,1.2983,-3.98833,-4.63932,7.24
1y6r,-16.4429,1.8816,0.693147,0,0,0.528524,-2.09534,0.134786,1.18695e-005,0.7602,-3.64675,-4.85118,10.11
1yc1,-15.9064,1.73196,0,0,0,0.450879,-3.15077,0.377224,0,1.84183,-2.94474,-4.77436,6.17
1w4o,-16.9857,2.53388,0,0,0,0,-6.53253,8.4444e-007,0,0.37979,-2.58996,-2.98196,5.22
1lpg,-18.1743,0.571548,0.693147,0,0,0,-2.47129,0.567703,0.0381821,3.71129,-6.35658,-6.53369,7.09
1bzc,-17.5947,2.16983,0.693147,0,0,2.83157,-2.96471,0.0708144,0,2.16926,-4.11828,-4.88197,4.92
1pxn,-12.9011,0.466745,0,0,0,0.319428,-1.14152,0.517794,0,1.30363,-3.43785,-4.55667,7.15
1z6e,-15.2334,0.143117,0,0,0,0,-0.432749,0.380032,7.55927e-005,2.71062,-5.35854,-6.40503,9.72
1syi,-18.4105,2.20465,1.38629,0,0,1.61027,-5.63181,0.121835,0,0.896033,-3.76855,-4.32428,5.44
2j7h,-20.1026,4.02333,2.89037,0,0,0.160781,-6.92695,0.196793,0,0.1614,-2.64,-2.62976,7.19
2br1,-10.3234,0.0689793,0,0,0,0,0,0.347539,0,2.37667,-3.04148,-4.13866,5.14
1p1n,-16.9716,2.22467,0,0,0,1.85911,-5.72722,0.14213,0.000728571,0.778066,-3.17436,-3.34726,6.8
1uto,-8.39949,0.289467,0.693147,0,0,0,-2.6803,0.0202251,0,0.412233,-1.73155,-1.65574,2.27
1s38,-15.4575,2.04737,0.693147,0,0,0,-4.27224,0.0879495,0,0,-2.883,-3.09573,5.15
1nc3,-15.5511,2.22169,0.693147,0,0,0,0,0.131273,0,0.622,-3.12394,-4.82395,5
1qf1,-22.03,0.976749,0,0.822806,0.360487,4.50772,-16.8077,0.203231,0,3.08147,-3.37156,-4.79372,7.32
1ps3,-15.5219,3.16286,0.693147,0.446966,0.342361,0,0,0.221615,0.0154111,0.1614,-2.55246,-3.39252,2.28
2cbv,-21.6555,4.88425,3.58352,0,0,0.103744,-6.43485,0.120423,0.0194715,0,-2.69541,-2.71318,5.48
5tmn,-19.1663,0.800014,0,0.300734,0.0583467,2.12487,-12.3806,0.125951,0,2.94217,-3.62477,-4.53929,8.04
1r5y,-17.8853,2.74828,0.693147,0,0,0,-5.4775,0.0984176,5.5463e-005,0,-3.05246,-3.33919,6.46
2hb1,-14.4381,1.75462,0.693147,0,0,1.90755,-3.68261,0.112913,0,0.863266,-2.93504,-3.06204,3.8
1h22,-14.772,0.434625,0,0,0,0.0518745,-0.122614,0.601262,0,1.843,-5.25513,-5.21447,9.1
1ydr,-11.4725,0.228959,0,0,0,0.399926,-2.11293,0.32639,0.00731033,0.754033,-2.95488,-3.68351,5.52
1q8u,-11.7276,0.215507,0,0,0,0.691391,-2.20093,0.376556,0.0322669,0.754033,-3.15994,-3.69126,5.96
1xd0,-32.771,6.30354,2.77259,0,0,0.827783,-5.85689,0.190665,0.000164808,1.9368,-7.08203,-7.21218,7.12
1b05,-20.4638,1.47161,0,0,0,0.553675,-7.95999,0.0569625,0,3.38343,-5.74006,-5.29844,7.12
2iuz,-13.2764,0.134479,0,0,0,0,0,0.305116,0.0170662,1.1522,-4.82636,-4.97645,5.55
1usn,-10.1464,0.398692,0,0.153714,0.0438697,0,0,0.011814,0,1.87923,-2.6609,-3.68263,7.74
1odj,-12.6349,0.988207,0.693147,0,0,0,0,0.108342,0,0.622,-3.30216,-4.2194,4.1
1szd,-19.9404,2.3995,0.693147,0,0,0.292198,-2.63605,0.335205,0,1.38827,-4.72239,-5.89911,4.54
1d4y,-15.5503,0.655613,0,0,0,0,0,0.167651,0.00714979,3.21406,-5.29635,-6.30131,11.1
1wm1,-13.1813,0.476491,0.693147,0,0,0,-5.78001,0.139734,0.0597343,1.16799,-2.83594,-3.50916,6.3
2ans,-8.19354,0.00897877,0,0,0,0.000834416,-0.768227,0.0427313,0,0.965823,-2.051,-2.74181,5.92
1yda,-8.1442,0.45063,0,0.280476,0.223249,0,0,0.122601,0.00406023,1.07663,-1.54338,-2.72869,6.55
1mfi,-16.1909,1.54962,0,0,0,0,-6.59107,0.144542,0.0131409,0.579266,-3.18867,-3.43848,5.59
1nw5,-23.4933,3.29458,0.693147,0,0,3.89109,-7.01948,0.184412,0,1.47203,-4.94975,-5.41127,5.21
1o7o,-28.2475,3.40015,1.38629,0.248388,0.334078,5.14444,-20.8011,0.00726335,0.000145046,0.520823,-3.21925,-5.31865,4.49
1fl3,-11.4005,0.00752184,0,0,0,0.13712,0,0.151433,0.0170901,2.1593,-4.19405,-4.35334,6.8
1xk5,-17.0386,0.591656,0,0,0,0.751474,-9.50805,0.0897881,0.0355242,2.30273,-3.92941,-4.44411,6
1ax0,-11.1066,1.72403,0.693147,0,0,0,0,0.133433,0,0.622,-2.21601,-2.28052,3.13
1yei,-14.7851,1.26295,0,0,0,0,-0.771929,0.142701,0,2.29233,-4.41626,-4.63866,7.46
1hmr,-11.3336,0.692027,0.693147,0,0,0,-2.46968,0,0,2.34703,-2.95188,-3.09878,6.55
1uou,-12.5887,1.5781,0,0,0,0,0,0,0,0.6684,-2.79489,-3.61883,7.7
1bcd,-9.41318,0.466382,0,0.817824,0.00569019,0,0,0,0,-0.635177,-1.09435,-2.06721,8.7
1apv,-17.4969,2.55615,0.693147,0,0,0,0,0.0524129,0,3.4834,-5.33269,-4.5755,9
1i9p,-8.83828,0.526746,0,0.342701,0.365818,0,0,0.116631,0.0272553,1.6247,-1.71688,-3.58545,8.41
1fhd,-16.9824,2.48456,2.07944,0,0,1.80252,-2.49528,0.12192,8.11969e-005,0.3228,-3.40696,-4.14508,6.82
1d3p,-14.3736,0.556769,0,0,0,0.389564,-0.987826,0.48532,0.00106429,2.7273,-4.71095,-4.98719,7.39
1sln,-20.4762,0.507948,0,0.879974,0.231276,8.16585,-13.4575,0.301983,0.0364282,3.50733,-3.20904,-5.4476,6.64
1y3n,-18.9187,3.03537,1.38629,0,0,1.54395,-3.7372,0.172226,0.00526409,0.840066,-3.77746,-4.05242,5.55
1ta6,-13.2495,0.268208,0,0,0,0,-0.452844,0.269661,4.10498e-006,3.56143,-4.80955,-4.99995,9.13
1fch,-19.3515,2.20037,0,0,0,0.596298,-4.99944,0.0243,1.68914e-006,5.9817,-4.72606,-5.80463,7.15
1dl7,-11.5756,0.0322319,0,0,0,0.995707,-1.24136,0.55725,0.0829649,0.600689,-3.9345,-3.44861,6.49
1h4w,-10.3306,0.659366,1.38629,0,0,0,-2.3817,0.0817098,0,0.0566665,-2.19257,-2.39872,4.66
1a1e,-16.9347,2.26472,0.693147,0,0,1.5218,-3.84841,0.135564,0,3.04706,-3.81217,-4.01719,6
1b5j,-22.5133,2.07234,0.693147,0,0,0.658849,-8.04803,0.0706493,0,4.02863,-6.10503,-5.86019,7.43
2c1p,-10.7461,0.272817,0,0,0,0,0,0.167382,0,1.84627,-3.38162,-3.88162,5.4
1jmg,-18.4083,2.15973,0.693147,0,0,0.0501259,-7.03081,0.00158837,0.0656134,0.35659,-3.36863,-4.18419,6.07
2sim,-16.7142,2.34142,1.38629,0,0,1.83607,-5.31947,0.0312787,0,1.31163,-3.02228,-3.43523,3.42
1bn1,-11.512,0.630946,0,1.00735,0.105873,0,0,0.113541,9.84877e-007,1.7189,-1.82155,-3.37041,9.34
1o3j,-12.0543,0.407076,0,0,0,0,-2.22921,0.0760917,0.119094,0.289633,-3.25723,-3.81252,6.77
1tys,-26.6308,5.82783,2.48491,0,0,0.066916,-8.09189,0.01918,0,0.35659,-3.57408,-4.25133,5.49
1hpo,-14.5941,1.19759,0.693147,0,0,0,0,0.0784782,0.00344301,2.4375,-4.20295,-5.27595,9.22
2aoe,-21.8048,1.84361,0,0,0,0.358148,-3.39932,0.0298471,5.70034e-005,7.97613,-7.31684,-7.5966,7.62
1q54,-28.5493,3.23659,0.693147,0.0957035,0.2418,6.28003,-29.5951,0.0413869,0.570814,0.434223,-1.98866,-3.35808,5.85
1qb1,-13.6567,0.805374,1.38629,0,0,0,-2.45026,0.227137,1.16444,3.52847,-4.41316,-4.93052,6.77
1jmf,-20.068,2.88723,1.38629,0,0,0.214379,-7.45153,0.00108552,1.60154e-005,0.35659,-3.30784,-4.1742,5.77
2afx,-9.03489,0.00218823,0,0.99075,0.0257801,0,0,0.00694312,0,0.781033,-1.25022,-2.39174,5.15
1ct8,-16.9155,1.64202,0,0,0,0,-0.456015,0.0439519,0.00962002,2.87396,-5.21045,-5.60592,6.52
1wcq,-22.4232,3.13899,0.693147,0,0,2.67764,-11.5706,0.0738128,0,1.17383,-3.50554,-3.86859,6.26
2gst,-24.6378,3.70962,1.38629,0,0,0.969289,-7.39221,0.158986,0.0201894,3.19747,-5.10219,-5.79709,6.07
1oba,-6.54159,1.17667e-005,0,0,0,0,-0.36766,0.355661,0,-0.26541,-1.74426,-1.04173,2.44
2bqv,-15.1675,0.364243,0,0,0,0,0,0.156766,0,3.8645,-5.56417,-6.37466,8.05
1hpv,-13.9623,0.531144,0,0,0,0,0,0.080578,0,2.49033,-4.77409,-5.41159,9.22
1d9i,-13.7841,0.657974,0,0,0,0,-2.76574,0.17925,0.918919,2.0609,-4.39777,-4.70262,9.11
1sw1,-12.3336,0.396516,0,0,0,3.57151,-5.41876,0.540036,0.0237653,-0.00533353,-2.69433,-2.45945,7.3
1nt1,-13.6276,0.291788,0,0,0,0,0,0.291386,0,-0.0329668,-4.63496,-4.95068,8.89
1oyq,-13.8906,0.683072,0.693147,0,0,0,-2.48449,0.351293,0.00207862,4.7317,-4.22878,-4.54399,6.96
1c70,-19.3737,0.673068,0,0,0,0,-1.73905,0.547176,0,3.31602,-6.3595,-7.79204,10.3
1b3h,-22.2722,1.683,0,0,0,0.692618,-7.93064,0.0820268,0,3.31187,-6.23795,-6.16069,6.21
1cnx,-10.9111,0.59239,0,0.739161,0.0461247,0,0,0.108082,0,2.31807,-1.81769,-3.44389,7.37
2dw7,-26.2187,3.31219,2.99573,0.104523,0.0362844,9.12506,-22.8909,0.00244198,0.0136994,0.655266,-2.11815,-2.88611,4.7
1z1h,-14.695,0.532446,0,0,0,0,0,0.10031,0,1.00597,-5.04269,-5.53963,8.4
1k1l,-14.5748,0.95964,0.693147,0,0,0,-2.63504,0.163065,0.000930917,2.0997,-4.09717,-4.36236,6.9
1nf8,-16.6221,1.89257,1.38629,0,0,0,-5.79123,0.00683071,0,1.24767,-3.34188,-3.69626,7.82
1oif,-19.3355,3.77838,2.48491,0,0,0.149288,-6.5422,0.186134,0,0.1614,-2.61957,-2.57606,7.72
2byr,-13.9698,0.0277928,0,0,0,0,0,0.427857,0.00223983,2.5578,-5.4661,-5.40294,8.55
1lzq,-23.014,1.78314,0.693147,0,0,0,-5.33982,0.222331,0.281489,5.66049,-7.11373,-7.75925,8.39
1gno,-15.2261,1.08218,0.693147,0,0,1.79591,-0.133866,0,0.614935,4.8617,-5.48064,-5.99642,7.7
1c5x,-11.9166,0.665915,0.693147,0,0,0,-2.53347,0.195219,0,0.289633,-3.07427,-2.94976,6.68
1g9r,-30.2205,3.27261,1.38629,0.311992,0.598754,5.61071,-18.7132,0.000214231,0.000254279,1.41147,-5.03021,-7.74236,5.7
1qka,-26.0422,2.24505,0.693147,0,0,2.03758,-11.0233,0.0540908,0,3.93387,-6.89213,-6.76543,5.92
1l6m,-22.6793,0.114301,0,1.36499,0.00127376,0,-26.6946,0.00202448,0.000396158,0.289633,-0.611067,-1.98382,8.1
1sgu,-17.4845,0.643243,0.693147,0,0,0,-2.07798,0.314893,0.00568115,3.31602,-5.68449,-6.70596,5.37
2fzk,-21.8163,1.84792,0,0,0,0.695863,-14.2838,0,0.489652,1.30865,-3.70565,-4.87903,3.6
1dqn,-20.4027,5.09745,2.07944,0.415229,0.27413,1.63762,-0.432199,0.00493275,0,0.35659,-2.67366,-4.14988,8
2bfq,-20.0971,2.49683,0,0,0,0,0,0.487256,0,1.38827,-5.48971,-6.25978,6.89
1izi,-18.2398,1.11402,0,0,0,0,0,0.26152,3.2158e-006,5.58409,-6.57318,-7.19697,6.59
2fqw,-16.5102,2.85909,1.38629,0,0,0,0,0.163889,0,0.622,-3.40262,-4.19694,6.68
1bv7,-19.6642,0.837977,0.693147,0,0,0,0,0.466968,0,4.7563,-6.98183,-8.38443,9.3
1w4p,-16.7723,2.55864,0,0,0,0,-6.64638,0.00613578,0,0.37979,-2.44793,-2.79797,4.74
2jxr,-16.9175,1.47037,0.693147,0,0,0,0,0.0583781,0.000422497,3.75417,-5.7276,-5.82443,7.05
1li2,-6.58154,0.000185446,0,0,0,0,0,0.167449,0,-0.232967,-1.28957,-1.91492,4.04
1n8v,-7.69546,0.0256027,0,0,0,0,0,0.0796156,0,1.5202,-2.36471,-2.36115,6.03
1lkk,-25.4072,4.69194,2.19722,0,0,0.791584,-7.69663,0.16331,0,5.49932,-4.97443,-5.03922,6.85
1tuf,-11.8625,0.542667,0.693147,0,0,1.61692,-4.23558,0.0787171,0,1.1443,-2.92102,-2.74148,4.05
1o2z,-13.2279,0.428151,0,0,0,0,-2.32242,0.0929265,0.00908795,2.4429,-3.77524,-4.70752,6.11
1t31,-22.6638,3.01493,1.38629,0,0,0,-5.77533,0.303191,0.000982489,2.31442,-5.03122,-5.74191,8.64
1b46,-21.9677,2.22665,0.693147,0,0,0.63004,-8.12965,0.0779444,0.00039638,2.76143,-5.46622,-5.32934,5.28
1k1j,-14.4745,0.745563,0,0,0,0,-2.41005,0.249331,0,2.5603,-4.313,-4.59697,7.55
1c87,-14.4749,0.729897,0.693147,0,0,4.39891,-6.25275,0.131021,0.000491598,1.10187,-2.86181,-3.96922,4.2
2gvj,-13.8858,0.41258,0,0,0,0,0,0.24241,0.014205,2.18487,-4.52321,-5.61089,9.52
1afk,-21.1946,1.76572,0.693147,0,0,0.0509924,-13.2826,0.142894,0,0.278613,-3.44968,-4.32821,6.62
1kpm,-12.2045,0.499767,0,0,0,0,0,0.000128041,0.382174,2.66143,-4.32919,-4.66023,5.8
1jcx,-30.7248,5.00445,1.38629,0.0430868,0.563551,14.1806,-22.3135,0.0203673,0,1.01201,-3.70959,-4.7478,5.15
4std,-11.8614,0.654599,0,0,0,0,0,0.198537,0,1.21083,-3.55805,-3.89148,10.33
1jao,-17.2185,0.530312,0,0.0744123,0.200411,2.68207,-13.7564,0.146108,0,2.99263,-2.8635,-4.25781,5.92
1h0a,-23.0274,3.30355,0.693147,0,0,0.921072,-15.8074,0,0,-0.726631,-2.35523,-2.84781,5.44
1yfz,-16.7176,1.93417,0.693147,0.0547662,0.0047195,1.91847,-10.7482,0.0527018,0,0.35659,-1.4724,-2.74496,4.35
1qy1,-8.0038,0.060917,0,0,0,0,0,0.202867,0,0.942433,-2.27905,-2.43918,6.52
1fq5,-19.7626,1.2807,0.693147,0,0,0,0,0.287951,0.0234468,2.2047,-6.64683,-7.59569,8.4
1mrw,-16.8597,1.11636,0,0,0,0,0,0.0804087,0.00662483,2.49166,-5.79612,-6.12355,9.7
1ksn,-16.7935,0.526117,0.693147,0,0,0,-2.50153,0.143036,1.95249e-005,2.6585,-5.74845,-6.00075,9.4
1fjs,-16.0166,0.528022,0,0,0,0.106175,-3.13682,0.329868,0.0401592,3.73627,-5.10458,-5.62732,9.96
1ur9,-20.3094,3.17753,0,0,0,0,0,0.360123,0.121679,2.37903,-5.56593,-5.49264,5.77
2fqo,-18.7495,1.74718,1.38629,1.30468,0.350038,3.79118,-7.31494,0.0581289,0,1.62563,-2.703,-3.98352,6.43
1e1x,-9.80469,0.302307,0,0,0,0,0,0.217129,0.0001465,1.09623,-2.64978,-3.40494,5.89
1jlr,-20.8953,1.59942,0,0,0,0.658413,-13.7652,0.00303695,0.00548311,0.685056,-3.3809,-4.42021,3.33
1ew8,-22.6596,0.977191,0,0.122503,0.387542,8.21928,-32.7847,0.0254202,0.465945,-0.129577,-0.4745,-2.14169,2.26
1bxq,-18.2131,1.99001,0,0,0,0.191688,0,0.131077,0.00778922,4.68677,-5.88988,-6.05022,7.38
1pb8,-17.9883,3.70874,2.48491,0,0,1.47133,-5.10746,0.136166,0,0.389033,-2.60706,-2.19608,5.15
1x8r,-45.2662,9.23431,3.17805,0,0,7.07092,-24.8754,0.0729948,0,0.559246,-5.57147,-5.67361,6.12
1p19,-13.1983,1.94526,0.693147,0,0,2.1783,0,0.0497115,0.0296997,0.35659,-2.65809,-3.54501,4.11
1jqy,-16.9176,2.86885,0.693147,0,0,0.882612,-0.0423581,0.414481,0.0118202,2.35387,-3.84617,-4.24727,4.92
1fpc,-13.0344,0.0621898,0,0,0,0,-2.1424,0.20132,0.0185384,2.24253,-4.60939,-4.36054,7
2b4l,-10.7748,0.597387,0.693147,0,0,0.645727,-0.974452,0.655289,0,-0.129577,-3.08378,-2.16636,4.77
1i9m,-11.0958,0.49692,0,0.943849,0.0446336,0,0,0.143705,0.122554,1.85767,-1.7557,-3.35419,8.48
1l83,-6.33866,0,0,0,0,0,0,0.20713,0,-0.835177,-1.13585,-1.65921,3.4
1nz7,-21.1265,2.4291,0.693147,0,0,0.348716,-5.71968,0.211665,7.04761e-007,6.2757,-5.27188,-6.09102,7.12
1lbf,-25.2016,4.77278,1.79176,0,0,0.556221,-7.227,0.0989595,0.000424789,1.39222,-4.2988,-4.77939,7.85
1a4r,-17.7305,2.37705,0.693147,0,0,0.395122,-2.94226,0.0695397,0,0.890066,-3.57789,-4.88596,6.66
1ec9,-31.6538,4.41584,0.693147,1.41711,0.554873,4.57202,-24.7874,0.0622658,0.120171,1.08823,-2.53916,-3.41636,3.1
1r6n,-11.8557,0.5525,0,0,0,0.560867,0,0.176779,0,1.96107,-3.60787,-4.22048,7.4
1tng,-9.36806,0.373207,0,0,0,0,-3.90552,0,0,-0.0715668,-1.80607,-1.6877,2.93
1cgl,-19.3345,0.495296,0,0.643002,0.301905,7.23652,-12.5554,0.180805,0,4.61877,-3.85397,-5.2965,6.87
1g2k,-19.0615,1.58705,0.693147,0,0,0,0,0.340725,0,2.54073,-5.8298,-7.09379,7.96
1mue,-12.1365,0.200385,0,0,0,0.00568134,-0.0426726,0.16568,0,3.81023,-4.41969,-4.77409,8.64
2ez7,-5.93416,0.0212587,0,0,0,0.134207,-0.42785,0.000756884,0,0.896033,-1.35875,-1.34754,4.36
1mu8,-12.1746,0.0806676,0,0,0,0,0,0.224967,0,3.81023,-4.53027,-4.90314,9
1kdk,-12.4661,1.05495,0,0,0,0,0,0.0743025,0,0,-3.3175,-3.80438,9.05
1g30,-15.4507,0.602291,0,0,0,0,-2.31195,0.517875,0.0810302,4.7317,-4.96664,-5.52645,6.85
1mrn,-32.5618,2.14856,0.693147,0.81037,0.279478,5.74097,-25.2274,0.197073,0,2.34157,-4.74761,-6.99335,4.52
1uj5,-16.7359,2.91183,0.693147,0,0,0.496571,-3.4194,0,2.79868e-006,1.06359,-2.99472,-3.27256,3.05
1b6h,-20.9708,1.63244,0,0,0,0.54647,-7.83922,0.0571603,0,3.52163,-5.81478,-5.4985,7.82
1gnn,-17.884,1.72663,0.693147,0,0,1.96878,-0.0432199,0,0.256729,4.8617,-6.1738,-6.35936,5.68
2gzl,-22.517,1.68105,0.693147,0.00873239,0.0312786,3.72563,-7.89057,0.29699,0.00151805,2.48353,-5.20568,-7.16091,4.82
1pot,-20.5622,1.80998,1.38629,0,0,0,-12.6038,0.622567,8.01848e-005,0.9674,-3.95652,-3.10576,5.49
1i9l,-10.6996,0.524884,0,1.01113,0.0785757,0,0,0.166639,0.0607006,1.6247,-1.46606,-3.00836,8.48
1k1n,-13.3769,0.685614,0.693147,0,0,0,-2.5558,0.118539,0.000794641,3.73037,-4.01597,-4.22227,6.82
5er2,-20.1697,2.1007,0.693147,0,0,0,-0.214522,0.162557,0.203282,7.60616,-6.71091,-7.63805,6.57
1q84,-19.0411,0.78042,0,0,0,0,-0.629724,0.229815,2.4359e-006,2.87743,-6.87668,-7.50695,11.05
1lgt,-22.8063,1.69465,1.38629,1.57891,0.533451,6.5475,-17.4308,0.0552415,0.00134112,0.5226,-2.13552,-3.38239,6.1
1v2r,-12.5992,1.09716,0.693147,0,0,0,-2.44048,0.0614685,0,3.0441,-3.22947,-3.37689,3.55
1b51,-19.5723,1.31095,0,0,0,0.586068,-7.69498,0.0526756,0,3.38343,-5.44309,-5.16202,7.37
1cps,-15.3826,1.10116,0,0.670156,0.0264467,0.744666,-5.65605,0.036292,0.0220041,0.7901,-2.4159,-3.34617,6.66
1uz8,-14.6459,1.7785,0.693147,0,0,0,0,0.322299,0.000262743,1.5904,-3.96751,-3.97542,4.96
1uvt,-14.6023,0.198576,0,0,0,0,-3.60699,0.35259,0,2.2223,-4.64096,-4.71771,7.64
1fcy,-16.0442,0.998818,0,0,0,0.0855448,-1.3347,0.246676,0.000900478,0.8689,-4.17068,-5.98636,8.52
1elc,-16.0744,0.0319352,0,0,0,0.856475,-1.78897,0.419211,0.070508,3.55589,-5.87814,-6.48052,6.66
1bzy,-27.8498,6.9361,3.8712,0.563383,0.000379284,1.31072,-0.294081,0.123432,0.00110849,0.35659,-3.36847,-5.84798,8.34
1ugx,-11.2358,1.43662,1.38629,0,0,0,0,0.240592,0,1.2676,-2.54282,-2.68703,5.91
1fm9,-19.9291,1.0989,0.693147,0,0,0,-1.12333,0.43443,0.00494156,3.72373,-6.14342,-8.22352,9
2j34,-12.3083,0.0131651,0,0,0,0,0,0.415139,8.60144e-005,1.60227,-4.59617,-4.44928,7.82
1d6v,-13.9856,1.15026,1.09861,0,0,0,0,0.417897,0.0379116,2.0353,-4.12488,-4.45028,6.17
1nw7,-16.6755,2.19773,0.693147,0,0,1.40685,-3.088,0.166827,0,1.42563,-3.65776,-4.05266,5.09
1b6j,-17.8562,1.19388,0.693147,0,0,0,0,0.0558017,0,3.58967,-6.15834,-6.85278,7.92
1xjd,-17.8363,0.719555,0,0,0,0.173129,-4.00239,0.709595,0.00171111,0.3228,-4.55735,-6.03899,9.48
2aod,-22.6181,1.69593,0,0,0,2.2283,-3.96602,0,0.00425923,8.18383,-7.88577,-7.93099,5.66
1bnt,-10.9839,0.50829,0,0.826225,0.12723,0,0,0.0814494,0,1.0557,-1.81595,-3.51273,9.8
1hvl,-18.7226,0.349091,0,0,0,2.88331,-2.70576,0.202511,0,6.19653,-6.83207,-7.78631,9.95
2f81,-16.4967,1.14373,0.693147,0,0,0,0,0.182295,0.0138309,2.49033,-5.21314,-6.19379,10.52
1bv9,-20.9793,1.47078,0,0,0,0,0,0.609429,0,4.7563,-6.82935,-8.44402,8.96
2eum,-17.2829,2.09848,0.693147,0,0,0,-2.55613,0.296363,0.00935501,4.9696,-4.47743,-4.93351,6.7
1rpj,-20.403,5.43539,3.58352,0,0,0,0,0.245906,0.00395783,0.1614,-3.10042,-3.06396,6.48
1g32,-16.4548,0.779205,0,0,0,0,-2.91665,0.658127,0.209166,2.22287,-4.82887,-5.46996,6.11
1g3d,-17.1698,0.853279,0,1.65218,0.132956,0,-8.12796,0,0,0.977866,-1.33452,-3.44621,5.55
1iih,-14.3022,2.01613,0.693147,0,0,1.45174,-4.42749,0,0,0.123623,-2.43621,-2.48613,2.89
1i00,-10.4217,0.621211,0,0,0,0,-0.788516,0.241762,0.00217667,2.91347,-2.80751,-3.19356,6.34
1xff,-17.6397,3.09966,1.38629,0,0,1.99293,-5.74276,0.0106728,0,0.455666,-2.72683,-2.76779,4.82
1o38,-12.9561,0.55818,0.693147,0,0,0,-2.40834,0.0828498,0.0686568,1.22447,-3.43178,-4.28828,6.82
1pgp,-14.9871,1.65469,0.693147,0,0,1.93954,-5.03177,0.00156939,0.000802971,0.723623,-3.15166,-3.00234,5.7
2a8g,-9.85065,0.172071,0,0,0,0,0,0.243379,0.485402,0.622,-2.92277,-3.79719,3.69
6cpa,-24.8927,1.9014,0.693147,0.592541,0.0788739,2.57018,-17.8175,0.11293,0.131706,3.15293,-3.46372,-5.0371,11.52
1lpz,-16.4707,0.601775,0,0,0,0,-2.77489,0.379217,0.0092668,2.60727,-5.29548,-5.60522,7.6
4tmk,-36.2556,3.44668,0.693147,0,0,7.02139,-20.33,0.269803,0.00693906,2.34157,-7.33907,-8.93012,7.7
1m0o,-21.6359,3.07075,1.38629,0,0,0.326004,-5.22344,0.301427,0.000829087,0.743579,-4.80112,-4.77802,2.31
1b5h,-21.0051,1.48623,0,0,0,1.73582,-9.39873,0.0544613,0,3.38343,-5.56358,-5.27015,6.01
1jeu,-22.8696,2.28567,0.693147,0,0,1.90044,-9.45291,0.0613399,0,3.79567,-5.6936,-5.45887,6.82
2aac,-13.4096,2.35515,0.693147,0,0,0,0,0.353919,0,0,-2.50099,-2.68438,2.22
1moq,-17.1938,3.74218,2.07944,0,0,0.828633,-1.02845,0.0249565,0,-0.10401,-2.90061,-3.08766,3.46
1xt8,-19.0521,2.05681,1.38629,0,0,7.06004,-14.8824,0.00412594,0,0.389033,-2.27313,-2.14227,6.85
2avq,-22.6919,1.8728,0,0,0,2.40845,-4.25985,0,0,8.02243,-7.56668,-7.78486,4.39
1gjc,-13.9936,1.07921,0,0,0,0,-3.04298,0.261964,0.0381655,1.10187,-3.13853,-4.02416,6.35
3aid,-13.4473,0.27505,0,0,0,0,-2.04529,0.17771,0.00128382,3.19009,-4.33909,-4.87309,6.86
1v2u,-10.4336,0.694683,1.38629,0,0,0,-2.58496,0.07174,0,0.0566665,-2.25017,-2.28178,3.37
1f0s,-12.0899,0.247462,0,0,0,0,-0.00594309,0.204752,0,1.92803,-3.98657,-4.64804,7.74
1igj,-10.6362,0.293482,0,0,0,0,0,0.269529,0,0.7834,-3.32365,-3.46157,10
2tmn,-15.0905,0.648451,0,0.671067,0.143558,6.18749,-9.69572,0.0417213,0.00560415,0.308223,-1.89676,-2.7428,5.89
1ado,-8.74934,0.557866,0,0,0,0.470254,-1.61769,0,0,0.74859,-1.93026,-1.89268,6
