name,AutoDock4.1Score,estat,hb,vdw,dsolv,tors,affinity
4bcn,-6.1772,-0.0807,-1.2658,-9.4363,3.1140,1.4915,7.92
1ela,-6.6778,-0.4841,-1.7864,-11.1746,3.4860,3.2813,6.36
4qxq,-8.3516,-1.0762,-0.6926,-9.6518,2.4724,0.5966,5.7
4o04,-9.5471,-0.5225,-0.9372,-10.6708,1.9868,0.5966,6.16
4omk,-10.4129,0.0004,0.0000,-14.3298,-2.3478,6.2643,4.4
2xht,-6.6858,-0.3889,-0.7938,-8.4122,2.0141,0.8949,5.96
1o2n,-9.3103,-0.3444,-2.4194,-12.1266,4.6852,0.8949,6.09
4fm7,-9.1840,-1.3660,-1.2112,-10.8522,2.4557,1.7898,7.24
3k8o,-5.9493,-0.5564,-2.8031,-10.5802,5.3058,2.6847,11.07
2hf8,-12.1008,-2.0585,-6.6726,-16.1108,9.4598,3.2813,5.47
1ork,-8.7097,-1.3296,-1.9566,-13.2638,5.1556,2.6847,8.81
2xxr,-7.2297,-2.8430,-3.9919,-6.4317,3.9488,2.0881,6.55
4dmw,-1.8513,0.9785,-1.6716,-8.9878,4.5483,3.2813,4.94
3zqe,-3.1307,0.1099,-0.0008,-5.3710,0.3413,1.7898,4.23
3pwd,-6.9001,-0.7648,-0.5033,-7.7784,1.5497,0.5966,6.66
3eqr,-7.7660,0.2066,-1.0297,-13.7067,4.0790,2.6847,8.7
4jfm,-5.4703,-0.0901,-0.4060,-9.4781,1.5208,2.9830,5.48
3ekv,-9.0739,-0.3248,-1.7372,-14.7361,3.5480,4.1762,9.41
2yi0,-7.2863,-0.3849,-1.1338,-10.5120,3.2530,1.4915,8.12
1qin,-10.3893,-1.7164,-3.8756,-12.8995,3.9260,4.1762,8
1ecv,-9.3851,-1.9402,-3.0341,-9.3421,4.0365,0.8949,4.85
4rak,-11.5087,-0.2409,-0.6499,-14.3032,1.5972,2.0881,7.85
2vw1,-8.0976,-2.6160,-4.4368,-8.8921,5.1626,2.6847,3.52
3c88,-7.3042,-4.2809,-4.3032,-11.2700,6.8822,5.6677,6.8
4poj,-11.6525,-1.1655,-1.0655,-11.1950,0.5802,1.1932,8.1
1rnt,-5.1436,-0.2528,-3.4512,-9.2321,5.7045,2.0881,5.19
1pxp,-6.5558,0.1579,-1.2274,-9.5645,2.8851,1.1932,6.66
4x5z,-3.8339,-0.8155,-0.6676,-7.3633,3.2227,1.7898,7.63
1mrs,-6.0191,-0.3646,-2.5398,-11.2131,5.7121,2.3864,3.96
4rqk,-6.7046,-0.0090,-0.0156,-8.6064,1.0315,0.8949,5.82
1ype,-11.0590,-0.4634,-2.2945,-14.0630,3.9722,1.7898,8.1
4ek9,-7.1201,-1.5789,-1.5169,-11.3007,5.7849,1.4915,4.42
1dif,-12.8103,-0.6212,-3.8820,-20.2755,5.7041,6.2643,10.66
1aj7,-6.6744,-1.7218,-1.3663,-9.6284,3.3574,2.6847,3.87
3q6w,-9.8604,-0.0999,-0.9820,-14.6306,3.7640,2.0881,7.57
1yvm,-4.8541,-0.0374,-0.2722,-5.8405,0.9976,0.2983,6.4
4i7j,-3.9792,0.0000,0.0000,-3.8167,-0.1625,0.0000,3.32
2amt,-3.5613,2.4517,-3.2831,-14.4310,7.2266,4.4745,4.44
1lkl,-7.0292,-3.2046,-3.9089,-11.5779,5.6962,5.9660,5.81
2bet,-3.7999,-0.8438,-3.8658,-6.4422,4.6673,2.6847,2.77
4u54,-3.6975,-0.5019,-0.5713,-4.9637,1.4444,0.8949,2.06
1qf2,-6.3164,0.3929,-1.5734,-9.6361,2.4121,2.0881,5.92
2w7y,-6.8112,-0.8206,-4.0409,-13.0286,6.3060,4.7728,6.08
1y20,-8.2048,-3.0805,-3.5131,-5.4164,3.2086,0.5966,5.32
3jrx,-11.4283,-0.9083,-1.4868,-13.9670,3.1440,1.7898,9
3o8p,-9.6593,-0.5073,-1.8002,-9.9040,1.6572,0.8949,6.46
3k8c,-4.7379,-0.9384,-4.0371,-6.9224,4.1770,2.9830,2.92
1w5w,-15.1925,-0.8174,-4.5141,-21.6989,6.7668,5.0711,8.8
4i54,-8.7237,-0.1738,-2.0473,-12.3078,4.3137,1.4915,6.96
3k2f,-7.7912,-0.7370,-2.5061,-11.1417,3.0139,3.5796,7.2
1a94,-9.4235,-0.5796,-5.4784,-19.5409,7.5247,8.6507,7.85
3su4,-13.0179,-0.3221,-2.4321,-16.1993,3.8475,2.0881,6.26
4bak,-11.3407,-0.5695,-3.5889,-15.2823,4.5204,3.5796,8.91
4rrg,-4.2230,-0.4793,-1.9328,-11.5473,6.7533,2.9830,2.81
2xc0,-11.7764,-0.2501,-0.5808,-17.7347,4.7012,2.0881,6.72
1b4z,-11.8865,-4.8103,-5.3390,-14.6620,7.5554,5.3694,5.23
1ndy,-8.2858,-0.7051,-2.2374,-9.7948,2.3633,2.0881,6.17
2e2r,-8.6764,-0.4361,-1.3236,-8.9650,0.8550,1.1932,8.26
2ole,-4.8242,-3.6140,0.5726,-8.6547,4.1873,2.6847,7.25
3rz8,-4.9317,-0.1010,-1.0356,-7.3017,1.1201,2.3864,8.17
4zj6,-10.7381,-2.4189,-2.2944,-14.5586,4.9543,3.5796,8.52
4q6e,-5.1109,-0.1247,-0.7980,-7.8111,1.8331,1.7898,6.18
4cs9,-2.4316,-1.1141,-0.6821,-5.7701,3.0465,2.0881,2.1
3ewj,-8.0785,-1.0773,-3.3394,-10.8200,2.9821,4.1762,6.84
4ad2,-7.7053,-3.1516,-3.4161,-8.6430,4.5224,2.9830,6.2
1gfy,-9.3291,-1.9311,-2.8443,-9.5028,4.0542,0.8949,5.08
1j17,-10.9044,-0.0677,-0.0525,-14.7894,2.8119,1.1932,5.22
2jdu,-3.6723,0.1992,-3.0717,-5.3436,3.3506,1.1932,6.72
2v58,-5.8275,0.2532,-1.1977,-9.1977,3.4198,0.8949,9.09
1os5,-6.3862,-0.0505,-0.5086,-10.1502,1.3402,2.9830,6.85
3u6i,-12.1004,-0.0332,-0.6646,-16.9462,3.1572,2.3864,9
3b7j,-4.1675,-0.0075,-0.0002,-5.4076,0.9495,0.2983,5.17
4asj,-7.7224,-0.0765,-1.1026,-11.0663,3.0315,1.4915,7.55
1ols,-9.7041,-0.9511,-4.1907,-13.6537,6.4066,2.6847,5.82
3t2w,-2.1529,-0.2444,-2.2612,-4.5181,3.0810,1.7898,7.46
4f9y,-6.2854,0.2457,-0.0463,-9.0723,1.6927,0.8949,6.74
3mam,-1.9337,-0.3136,-0.0064,-4.1610,1.9507,0.5966,4.12
3fjg,-4.0930,-1.4529,-2.2352,-6.4620,3.9691,2.0881,3.73
3t5u,-5.1808,-0.1584,-1.2365,-5.8072,1.1264,0.8949,7.59
1fkg,-7.2986,-0.1230,-0.8788,-10.0242,0.7444,2.9830,8
1s63,-5.1703,-0.5882,-0.9456,-6.9984,1.8704,1.4915,9.05
4xit,-10.4296,-0.0958,-0.8595,-12.3938,2.0246,0.8949,7.27
3std,-10.6406,0.0064,-0.8448,-12.8201,1.2280,1.7898,11.11
4qev,-6.2258,0.0128,-0.0352,-9.0212,1.6246,1.1932,7.66
1r1j,-5.4576,0.2220,-1.9372,-10.2773,3.8502,2.6847,8.64
2y9g,-2.5366,-0.9758,-2.6250,-5.2290,2.7137,3.5796,3.77
1m48,-9.5589,-1.5143,-2.3896,-11.1643,2.5263,2.9830,5.09
2vwo,-11.1005,-0.0912,-1.0162,-15.7946,4.0117,1.7898,7.51
1xh4,-16.6501,-2.7583,-3.6778,-17.9687,5.3683,2.3864,7.47
3ta0,-6.3782,-4.0443,-3.0948,-11.2743,8.7538,3.2813,3.47
3fh7,-8.9791,1.7256,-0.6123,-16.3610,3.5838,2.6847,7.6
4b3d,-4.3222,-0.0325,-0.4903,-4.6264,0.8270,0.0000,2.68
4dzy,-8.4747,-2.0405,-1.4176,-7.4496,1.5380,0.8949,5.62
1f0t,-8.1150,-0.3975,-2.6179,-11.4284,3.9424,2.3864,6
1avn,-0.2220,-0.0664,-0.5341,-1.8837,1.3672,0.8949,3.9
4rfc,-2.7769,-0.1250,-0.8860,-7.0371,1.6916,3.5796,8.24
5cbm,-1.1527,-1.6418,1.3981,-7.0314,4.0344,2.0881,7.77
1li3,-4.1113,-0.0262,-0.1919,-4.7443,0.5528,0.2983,4.25
4br3,-6.6353,-0.0109,-0.0031,-11.5211,2.8117,2.0881,5.72
2j7b,-8.7427,-1.3385,-4.4241,-8.1953,3.7237,1.4915,6.62
5er1,-8.1664,-4.0323,-2.0308,-11.4188,3.6478,5.6677,6.02
2y5g,-9.3332,-0.3472,-0.5396,-13.6749,3.4387,1.7898,6.84
3o5n,-10.4114,-2.2834,-2.2295,-9.8734,3.0801,0.8949,4.76
3o5x,-3.1628,-1.6825,-1.4053,-6.4751,3.7154,2.6847,5.28
3pck,-1.9880,-0.6808,1.5253,-6.0027,2.5736,0.5966,6.7
3fzy,-17.1517,-11.2818,-9.4771,-12.1419,9.4848,6.2643,6.74
3bxh,-4.2683,-2.6673,-1.5272,-8.7472,5.6905,2.9830,4.03
4jn2,-8.9427,-0.4061,-2.2275,-14.0247,4.7326,2.9830,11.68
4l4z,-5.1006,-1.3494,-3.3979,-7.2584,3.9221,2.9830,5.68
2xmy,-7.6147,-0.1292,-1.3844,-11.4350,3.2458,2.0881,9.96
3buf,-3.6894,-1.4285,-1.1149,-3.5246,1.1855,1.1932,3.1
2q6f,-5.1127,-0.5067,-3.3723,-11.7157,4.8144,5.6677,5.44
1bwb,-18.9669,-1.4601,-5.2648,-23.0585,6.6403,4.1762,8.42
4mr6,-5.5286,-0.0987,-1.1725,-8.0215,1.6760,2.0881,6.6
2drc,-9.5623,-3.6116,-3.8355,-11.3247,5.6299,3.5796,9.89
4ddm,-4.5484,-0.3889,-1.4069,-5.0728,2.0220,0.2983,2.46
4tkb,-4.6439,-1.2972,-1.2936,-5.6284,0.5923,2.9830,5.59
4crl,-6.8612,0.5374,-0.0355,-10.7210,2.1648,1.1932,9.71
2zc9,-10.3448,-0.3028,-1.5254,-12.9935,2.3889,2.0881,6.74
4x11,-3.3341,-0.5914,-3.1102,-5.7875,3.1720,2.9830,2.22
3dsz,-6.9319,-3.0049,-3.8742,-13.8301,6.0215,7.7558,7.77
2v8w,-11.8473,-6.9170,-3.4406,-9.2066,4.7339,2.9830,6.82
1oau,-7.4187,-2.7752,-0.9625,-9.2053,3.4361,2.0881,7.7
4m8h,-11.4186,-1.0408,-1.0872,-10.9538,0.4700,1.1932,7.6
5amg,-6.1835,-0.2885,-2.4106,-8.2535,2.0844,2.6847,8.22
2eg8,-5.7355,-0.7147,-3.0669,-5.4505,3.1983,0.2983,4.5
2il2,-15.2132,-2.7840,-3.2439,-18.2415,5.1784,3.8779,7.1
4qgd,-3.8227,0.1544,-0.5184,-6.4807,1.2322,1.7898,7.43
1a9q,-4.6927,-0.2807,-1.7396,-5.5093,2.8369,0.0000,6.17
2pk6,-14.1759,-0.2079,-3.2085,-21.1512,5.6188,4.7728,10.89
1qbt,-19.4740,-1.0009,-5.4220,-24.0978,6.8705,4.1762,10.62
3m8t,-2.9748,0.1666,-0.5118,-5.1123,1.5878,0.8949,4
3u92,-9.4544,-2.6646,-3.9647,-8.5528,3.9380,1.7898,7.48
2hjb,-6.1426,-1.6373,-1.0214,-6.5149,2.1360,0.8949,4.39
4rpo,-5.5554,-0.0772,-0.5611,-6.3617,1.1463,0.2983,7.64
3c2u,-8.8566,-5.7289,-3.6931,-9.9060,5.1020,5.3694,2.9
4oc2,-11.2378,-0.9411,-4.0561,-17.0460,6.9276,3.8779,8.28
2fxv,2.9346,-1.4344,-3.6666,-0.4749,6.7207,1.7898,5.35
3mhw,-5.2371,-0.1120,-1.3663,-6.4591,2.4020,0.2983,2.3
4lxz,5.7870,0.1551,-2.0581,2.8872,2.1181,2.6847,6.74
3wqm,-11.4697,-2.3046,-2.7126,-12.3461,4.1037,1.7898,6.25
2izl,-9.1205,-1.4061,-3.6524,-9.3684,3.5167,1.7898,6
4i9h,-9.6413,-1.4586,-3.4226,-17.5370,6.2143,6.5626,7.17
4exs,-3.0060,-0.1136,-0.7162,-4.2365,1.1653,0.8949,4.41
3t83,-4.5089,-0.1854,-1.0718,-11.0313,3.6034,4.1762,6.98
1usk,-8.5312,-2.2064,-3.4331,-6.8300,2.7451,1.1932,6.4
4j46,-8.8480,-3.0720,-3.0267,-8.9699,3.2376,2.9830,5.28
1pb9,-7.8486,-1.9726,-3.4797,-5.5604,2.8657,0.2983,3.62
1ucn,-5.4480,-1.7906,-2.6103,-9.1045,5.3727,2.6847,5.22
3dp4,-8.6692,-2.8768,-3.4535,-8.2034,4.3730,1.4915,7.37
1upf,-3.0131,-0.0083,-0.9373,-3.8134,1.7459,0.0000,4.6
4io4,-7.4030,-3.0553,-4.2294,-4.9863,3.6748,1.1932,4.61
2qbs,-10.1335,-2.8285,-2.3567,-11.0163,3.9799,2.0881,6.68
2fqy,-8.3047,-1.5679,-3.4309,-11.0509,5.9552,1.7898,6.57
2vqt,-9.5447,-2.9726,-4.5997,-9.6496,5.2908,2.3864,6
2zfs,-8.9997,-0.3398,-2.4689,-12.4048,3.8274,2.3864,6.54
1bgq,-7.3031,-0.5599,-0.9627,-8.8692,2.4921,0.5966,8.57
1nl9,-11.0086,-3.4808,-4.0650,-11.6483,4.6059,3.5796,5.96
2v88,-6.2650,-0.9791,-4.0862,-16.0320,5.2867,9.5456,4.09
4qfo,-10.3342,-3.0650,-4.0597,-9.4896,3.5954,2.6847,4.27
3tay,-3.1224,-1.1840,-2.4748,-6.6957,3.6524,3.5796,3.38
2xj2,-9.0315,-1.5031,-1.1450,-10.0274,2.4508,1.1932,7.18
1o2j,2.3867,-0.4371,6.1779,-9.4403,4.2964,1.7898,6.92
1v2j,-5.5131,-0.2523,-1.9621,-6.3204,2.4251,0.5966,3.25
2j7g,-7.5833,-0.6241,-4.4271,-9.7167,5.0964,2.0881,7
4dkq,-7.4301,-0.4569,-1.0748,-11.4363,4.0466,1.4915,6.6
1qf0,-8.8569,0.6968,-2.8038,-14.0992,3.7696,3.5796,7.38
2vvs,-10.0368,-1.0432,-4.8420,-11.0689,4.5309,2.3864,7.34
4p5d,-10.8837,-1.2262,-3.7411,-15.0655,6.4643,2.6847,5.82
4ahu,-4.7793,-0.0014,-0.0262,-7.1320,2.0821,0.2983,2.27
3sbh,-5.3327,-0.1322,-1.1243,-7.4747,1.6086,1.7898,7.28
3r0y,-2.0561,-0.0322,-0.7230,-8.3230,2.2492,4.7728,4.84
2vmc,-3.8604,-0.7653,-2.7174,-4.5840,2.4164,1.7898,2.94
2vxn,-6.0225,-1.2684,-3.9777,-6.0554,3.4892,1.7898,5
1pzi,-5.3070,-1.2979,-3.2321,-7.3456,3.5855,2.9830,4.22
3f78,-2.2655,-0.0192,-0.0000,-4.7432,1.6020,0.8949,3.1
4mmp,-7.0031,-2.2871,-4.2299,-8.9266,5.4575,2.9830,7.71
1d7j,-2.5065,-0.1123,-0.6004,-3.2062,0.5176,0.8949,3.3
4gzw,-0.9703,-2.0592,-3.2272,-8.3309,6.0845,6.5626,4.52
3gi4,-9.3776,-0.2734,-1.7622,-15.6750,4.1568,4.1762,10.8
1s89,-4.9390,-0.5369,-3.7201,-6.1669,3.9935,1.4915,5.24
4jv8,-6.8469,0.1469,-0.0133,-8.6964,1.4175,0.2983,5.85
2j94,-8.7543,-0.1817,-0.5682,-13.5826,3.7884,1.7898,6.27
3ijh,-6.2922,-2.3810,-4.2012,-7.4851,4.4938,3.2813,4
3d91,-10.4087,-0.5338,-2.6764,-16.9227,4.3548,5.3694,9.15
3el4,-12.7986,-1.1430,-3.3536,-17.4314,4.9532,4.1762,7.17
3i7e,-8.6601,-0.3668,-1.5584,-14.6647,3.7536,4.1762,10.85
3b3x,-2.1703,-1.2928,-2.4693,-4.4532,4.2552,1.7898,3.6
2pnc,-6.4022,-1.2289,-0.9941,-6.9927,2.2169,0.5966,3.33
3djq,-2.3120,-0.8936,-1.6199,-6.5709,3.4911,3.2813,2.98
3ip6,-7.4720,-1.6693,-2.5626,-6.3787,2.8403,0.2983,6.6
3dri,-3.0580,-1.5293,-2.7450,-7.3714,3.8149,4.7728,4.42
1lee,-9.0961,-0.3395,-1.6073,-14.9355,3.3117,4.4745,7.74
4u8w,-8.8521,-0.3395,-1.6996,-15.6521,4.6629,4.1762,11.24
3uw4,-11.2128,-2.8329,-2.1844,-11.9625,3.3806,2.3864,7.77
3o9e,-10.4508,-0.3197,-2.4790,-16.4282,4.0034,4.7728,11.3
2oi0,-7.0644,-0.0758,-0.5675,-9.5268,1.6142,1.4915,7.55
3dc3,-3.3972,-0.0843,-1.0576,-5.9124,2.1656,1.4915,8.31
1qbn,-7.5910,-0.4764,-2.5663,-12.0909,4.5597,2.9830,5.85
4qsv,-3.2381,-0.1856,-1.1711,-4.6690,1.5944,1.1932,2
2r1y,-5.5287,-2.1777,-3.6757,-5.0251,3.2618,2.0881,4.51
3zyf,-1.8847,0.3822,-1.6081,-5.7509,2.7058,2.3864,4.85
4zhm,-8.2206,-0.9955,-3.4730,-12.9133,5.5816,3.5796,8.05
4wn5,-6.3861,-0.0500,-0.6267,-11.9701,-0.0037,6.2643,7.41
2oax,-13.4604,-0.2202,-0.3790,-13.3038,-0.1540,0.5966,8.65
3g2h,-6.8435,-0.4763,-2.9487,-10.2418,4.7351,2.0881,3.82
3gst,-15.3076,-4.3918,-5.8625,-13.6476,4.7165,3.8779,6.72
4qj0,-5.8227,-0.1003,-0.9474,-12.1094,3.7549,3.5796,7.32
1rp7,-9.1341,-0.1651,-4.1875,-13.9245,6.7565,2.3864,8.52
4wk1,-7.6284,-0.5915,-3.0241,-13.6698,7.8672,1.7898,5.89
1gi7,-6.3270,-0.1808,-2.1835,-8.5934,4.0342,0.5966,4.51
4gih,-6.8197,-0.0435,-0.4776,-10.1440,2.6521,1.1932,8.32
1odi,3.8961,-0.3893,-2.7908,-0.6522,5.9387,1.7898,4.21
4abb,-5.4306,-1.1972,-0.7822,-6.3028,2.2550,0.5966,4.51
3gtc,-0.6925,-0.4102,-0.1532,-2.4975,1.7719,0.5966,2.35
4ish,-11.1411,-1.2956,-2.6260,-14.4320,5.1244,2.0881,8.72
1pxo,-5.4902,0.3795,-1.1125,-9.7377,3.4891,1.4915,8.7
4o3f,-6.5391,-0.1057,-0.0252,-11.0303,3.1306,1.4915,5.56
1b1h,-14.6934,-5.0887,-5.2282,-16.9984,6.9542,5.6677,7.03
2p4s,-8.5267,-0.8701,-2.8342,-10.8030,4.4890,1.4915,9.51
4m3p,-3.1782,-1.7216,-1.7642,-3.3718,1.8896,1.7898,5.4
4k6i,-12.5285,-0.9892,-1.0197,-12.0615,0.6470,0.8949,6.2
2g8r,-2.0329,-0.5118,0.1450,-6.5496,3.0937,1.7898,3.99
4mo8,-4.4779,-0.1556,-2.2653,-6.4139,2.5671,1.7898,8
3kyq,-1.3177,-0.5485,-0.0549,-6.3528,0.5674,5.0711,4.22
4bzs,-6.0441,0.2407,-2.8946,-13.4409,5.2780,4.7728,7.12
4agm,-5.5327,-0.3916,-0.0031,-8.3834,1.4556,1.7898,3.98
4qyy,-11.4005,-0.1515,-1.4553,-15.9066,4.0248,2.0881,7.3
4axd,-8.9294,-3.0894,-4.5147,-12.3986,8.0903,2.9830,4.43
5c8n,-6.9670,-1.0023,-1.4125,-10.9858,4.0472,2.3864,7.55
3ocp,-8.7440,-1.5075,-3.1590,-9.2588,4.2864,0.8949,7.57
1n3z,-3.0595,-0.8648,-1.5098,-6.2803,3.2090,2.3864,4.2
4mc1,-10.6857,-0.2792,-1.3394,-15.6551,3.6049,2.9830,7.85
2p53,-5.2255,-0.6982,-3.9154,-9.4116,5.5183,3.2813,7.46
5fl5,-5.2410,-0.1060,-1.0551,-7.2690,1.6977,1.4915,8.19
1lf2,-8.9430,-0.4074,-1.8175,-14.5638,3.3712,4.4745,7.52
1ndw,-6.3157,-0.6803,-2.2838,-8.2112,2.7715,2.0881,5.23
3h5b,-9.4759,-0.5161,-1.0257,-15.7000,3.5898,4.1762,10
2r9x,-6.5255,-1.5474,-2.0367,-8.0010,3.2698,1.7898,4.85
3pb9,-4.7879,-0.1313,-0.7765,-6.4934,2.0167,0.5966,6.58
3s0d,-3.8664,-0.1073,-0.2331,-5.6730,0.3572,1.7898,7.05
3nes,-4.3812,0.1416,-0.0911,-7.9133,1.3935,2.0881,5.62
4d1j,-5.8755,-2.0128,-2.8565,-5.7865,3.2887,1.4915,6.31
3gcs,-10.9575,-0.5885,-1.9832,-13.6172,3.4416,1.7898,7.25
2pvl,-7.0542,0.1606,-0.6859,-11.2460,3.5238,1.1932,7.62
4z1e,-5.8391,-0.1095,-1.1542,-7.1949,1.4263,1.1932,8.24
3umq,-1.0193,-0.6104,-0.0003,-1.4567,0.4515,0.5966,4.62
4k55,-0.4277,-0.5211,-0.9412,-4.7536,2.5069,3.2813,5.51
2pym,-11.3931,-1.1596,-1.9606,-15.6716,3.8191,3.5796,6.82
1jgl,-10.7732,-0.3004,-1.6143,-10.3129,0.8578,0.5966,8.7
4aci,-6.0046,-1.6499,-3.8092,-6.1035,3.7681,1.7898,2.22
3lir,-8.1494,0.0685,-2.0773,-13.7100,3.3932,4.1762,6.92
1zfk,-6.2734,-0.1592,-1.7546,-7.3775,1.5263,1.4915,7.92
1nfw,-10.0308,-0.1974,-0.4611,-13.6565,2.7926,1.4915,8.96
1o0n,-4.6613,-1.0952,-2.5666,-7.0254,3.6395,2.3864,4.09
4l50,-6.7888,-1.5221,-3.5380,-9.1767,3.8684,3.5796,6.06
1hdq,-5.0564,-1.2695,-2.4376,-5.6623,2.8215,1.4915,5.82
3hv8,-10.5148,-2.3500,-2.5710,-15.5423,8.1587,1.7898,6.98
1b8n,-8.8638,-1.7643,-3.9674,-10.7640,5.8421,1.7898,10.52
2oag,-11.6716,-3.7472,-1.9952,-12.2002,4.7795,1.4915,8.47
3f16,-6.9612,-0.2574,-2.5980,-9.2334,2.7411,2.3864,8.23
3d4y,-4.5451,-0.4010,-2.0057,-7.8998,4.2700,1.4915,5.7
1uz4,-6.6649,-0.6868,-3.5714,-6.7668,3.1670,1.1932,3.4
4zzy,-9.6645,-0.3759,-1.4107,-12.2387,3.4659,0.8949,5.6
2j7f,-6.5974,-0.6013,-3.6346,-9.4308,5.2795,1.7898,6.35
1o36,-7.9576,-0.4396,-3.6290,-11.5879,5.3124,2.3864,5.96
3ip5,-6.7709,-2.3730,-3.0858,-4.9351,3.0264,0.5966,6.22
3bex,-4.2475,-0.7122,-2.2778,-7.2447,3.0041,2.9830,5.57
4elh,-11.6126,-1.5285,-2.2559,-14.4257,3.9128,2.6847,8.09
4u5s,-4.3872,-1.8565,-2.5881,-11.3551,4.8499,6.5626,2.41
1olx,-9.5619,-1.2362,-3.2963,-14.5260,6.8119,2.6847,4.33
2x6x,-2.6007,-0.5995,-3.3050,-10.6241,5.3653,6.5626,3.68
4h75,-9.9353,-6.5345,-5.6612,-15.8605,7.3821,10.7388,6.6
4h81,-8.7254,-2.1410,-1.6774,-7.3284,1.5264,0.8949,5.12
2h21,-7.7176,-1.3585,-3.2638,-12.6535,6.2768,3.2813,6.54
4ykk,-8.2108,-3.8147,-3.8850,-5.8714,4.1670,1.1932,2.77
4ax9,-11.4662,-1.8356,-3.5876,-14.3334,5.0091,3.2813,9.57
2i6b,-2.0008,0.2290,-0.0437,-6.4335,2.4576,1.7898,7.17
2d1n,-9.4108,-1.6651,-2.8611,-14.8889,4.0383,5.9660,8.15
4r4i,-11.2824,-2.8601,-2.5307,-11.3241,3.3443,2.0881,6.27
3ao2,-6.6043,0.1492,-0.0155,-9.8486,2.8123,0.2983,3.77
2h15,-6.4451,-0.1766,-1.7509,-8.7066,2.9957,1.1932,5.67
3hk1,-6.3200,-1.4079,-0.8994,-8.5157,2.4149,2.0881,6.17
5efc,-5.2486,-2.4101,-2.2151,-8.6531,5.0468,2.9830,4.85
4ht2,-5.1483,-0.1369,-0.9562,-8.0721,2.8237,1.1932,6.54
2rk8,-3.4739,-1.8009,-1.8612,-3.7349,3.0281,0.8949,3.64
2e27,-8.5693,-0.7476,-1.2766,-11.1691,2.8342,1.7898,9.35
4nue,-5.5206,-0.0533,-0.6257,-8.3211,1.3915,2.0881,6.82
1n4k,-8.2739,-5.1827,-5.4302,-6.9199,5.0827,4.1762,10.05
4gq4,-3.0261,0.2136,-0.0235,-6.7312,2.6201,0.8949,7.66
3c2f,-4.1051,-2.6717,-3.9835,-5.9737,4.6458,3.8779,2
2ptz,-5.9010,-0.9330,-4.1397,-6.0921,4.3689,0.8949,7.82
3s71,-5.3293,-0.1061,-1.0443,-6.3325,1.5570,0.5966,8.64
4z84,-11.0806,-1.8659,-1.8874,-11.9387,3.7164,0.8949,5.82
2rio,-4.1281,-0.3385,-2.3183,-10.1520,6.2943,2.3864,4.69
1xhy,-9.9819,-2.9538,-4.1498,-8.6071,3.9390,1.7898,6.18
4bf1,-6.2743,-0.0854,-1.0128,-7.8342,1.4650,1.1932,8.62
3l4u,-1.6951,-1.3303,-1.3201,-8.9608,4.8451,5.0711,7.52
4wkn,-9.8770,-1.7852,-2.3441,-12.4666,4.9291,1.7898,9.72
4dkp,-6.3722,-0.2216,-0.5655,-9.7732,2.9949,1.1932,5.72
3kdc,-12.9352,-0.0949,-1.4451,-19.8827,4.9079,3.5796,9.28
1f8b,-5.2466,-1.9024,-3.1169,-7.7738,4.8618,2.6847,5.4
4f1l,-8.7333,-0.7053,-2.5518,-9.5296,2.8602,1.1932,5.12
2web,-7.0824,1.2960,-1.9988,-15.1929,4.3388,4.4745,5.12
5aoj,-6.7362,-0.0579,-0.4079,-8.9492,1.7839,0.8949,4.68
2i3h,-9.5928,-2.5329,-2.3618,-11.6305,3.9494,2.9830,7.4
3u10,-10.9642,-1.8261,-3.5984,-12.4830,6.0484,0.8949,5.44
2p7a,-5.3719,-0.3266,-0.6862,-5.3382,0.6807,0.2983,6.1
3c8e,-7.2614,-3.0899,-4.2365,-8.9409,5.1281,3.8779,4.15
3kmx,-5.6131,-0.4643,-1.7828,-7.9260,2.1735,2.3864,4.82
3c8b,-9.6931,-4.1694,-5.7641,-11.9177,6.4904,5.6677,6.1
4hf4,-8.2155,0.2257,-0.0453,-13.5917,3.1078,2.0881,8.62
1swr,-10.6832,-2.3494,-3.6472,-9.2454,3.0674,1.4915,6.92
4jss,-2.4511,0.1359,-0.0917,-3.6584,0.8647,0.2983,3.3
4w9k,-10.0380,-0.3233,-2.0978,-14.2006,3.0040,3.5796,6.54
1ypj,-10.7996,-0.6654,-2.1607,-13.8572,4.0940,1.7898,7.02
4in9,-7.8390,-1.7684,-2.0882,-11.4526,3.5922,3.8779,4.97
4etz,-3.3097,-1.8780,-2.5611,-7.9114,6.9527,2.0881,6.3
3f7h,-10.7700,-2.1256,-2.6083,-11.6852,2.9644,2.6847,7.09
1g2l,-9.3170,-0.3766,-1.9212,-15.6330,4.7359,3.8779,7.24
2qrg,-8.6370,-0.5283,-3.4794,-11.8349,5.1175,2.0881,5.18
2xd9,-9.7895,-0.0713,-4.1117,-10.8796,3.7815,1.4915,6.46
4ei4,-7.0488,-0.1081,-1.0773,-9.1070,2.6470,0.5966,8.74
5bry,-9.0217,-0.6991,-1.2518,-15.7432,4.1978,4.4745,11.82
3bgs,-6.9716,-0.6045,-2.2851,-9.5174,3.9440,1.4915,9.42
2ate,-5.5807,-1.2838,-4.9305,-8.0449,5.9939,2.6847,7.07
3dxh,-1.9593,-0.5431,-1.6636,-6.5962,3.5623,3.2813,3.19
2qd7,-10.5202,-0.3492,-2.2984,-15.6787,3.9283,3.8779,9.1
