name,total,SMoG2016_KBP2016,SMoG2016_LJP,SMoG2016_Rotor,SMoG2016_lnMass,affinity
3lbz,-5.814,-117.393,117.060,4,6.127,3.86
3qtv,-10.014,-236.846,71.874,8,5.911,4.65
3uod,-9.517,-229.673,95.187,6,5.925,7.31
3lp4,-5.322,-83.930,33.368,5,4.998,4.88
4rlt,-8.600,-189.112,80.099,1,5.663,4.96
1l83,-6.277,-108.457,15.053,0,4.357,3.4
2ayr,-14.100,-371.490,98.803,8,6.250,9.29
3ubd,-10.958,-271.620,99.064,7,6.246,5.54
3mxe,-11.380,-315.733,143.740,14,6.537,10.01
4ezx,-8.219,-248.969,138.436,34,6.693,5.8
3h89,-11.823,-365.117,163.493,31,6.882,7.64
4ahs,-7.607,-138.193,19.352,1,5.088,2.19
4zwx,-5.757,-127.817,99.254,18,6.356,8.7
3g5k,-7.111,-175.176,106.444,14,5.954,9.52
4h7q,-5.509,-90.032,35.697,3,4.868,5.06
2q38,-6.515,-104.048,27.887,0,5.209,5.23
4q4r,-7.822,-169.059,82.295,4,5.785,6.43
1nz7,-8.669,-240.223,127.709,23,6.511,7.12
2pwd,-6.656,-145.376,88.791,1,5.100,4.4
1lbf,-8.377,-209.661,111.009,9,5.861,7.85
1a4r,-7.458,-151.557,76.850,6,6.105,6.66
2w26,-9.614,-215.262,68.841,6,6.075,9.4
4fl2,-9.457,-216.495,79.339,8,6.227,3.66
4kmz,-10.160,-267.912,121.659,10,6.092,8.57
1ec9,-3.998,-116.137,182.118,5,5.273,3.1
3oyw,-6.078,-108.255,74.488,4,5.881,4.11
1r6n,-7.904,-185.880,127.402,6,6.409,7.4
4h3f,-11.335,-276.803,92.667,4,6.129,9
3th9,-10.972,-276.175,97.665,9,6.199,7.7
1tng,-5.342,-77.554,23.886,1,4.737,2.93
4fxp,-7.690,-165.503,87.385,6,6.057,4.09
5cep,-9.600,-205.042,45.678,5,5.870,6.84
4iid,-6.299,-125.341,72.213,1,5.100,5.62
3nht,-10.238,-236.825,38.394,12,5.763,7.01
5c1m,-10.845,-299.524,168.189,2,6.064,10.8
3drf,-10.921,-322.687,130.854,29,6.560,7
1cgl,-8.863,-244.209,124.465,22,6.440,6.87
4q8y,-6.992,-127.036,42.089,0,5.188,2.64
4db7,-6.452,-116.388,57.178,3,5.534,6.56
1g2k,-13.370,-366.398,125.692,12,6.448,7.96
1k6t,-13.078,-347.970,101.008,14,6.443,7.62
3fuz,-5.581,-100.964,54.168,4,5.011,6.54
3f8e,-3.857,-101.304,170.609,7,5.642,7.23
1k27,-9.355,-202.186,54.448,3,5.691,9
2vyt,-5.072,-66.379,15.346,6,5.088,2.74
4uma,-5.122,-81.389,52.616,3,5.124,5.41
4or6,-7.090,-156.274,107.237,6,6.107,5.31
2ovy,-9.480,-214.020,74.853,5,6.002,8.4
2wyf,-5.568,-102.220,89.195,5,5.875,4.43
2q8z,-7.490,-175.261,114.974,4,5.826,5.68
5c3p,-5.142,-76.611,33.189,4,4.984,4.46
3gm0,-9.209,-188.765,20.544,3,5.268,7.77
4ag8,-12.257,-300.148,68.199,6,5.956,8.96
4ap7,-10.656,-240.158,52.874,3,5.775,7.96
3k00,-13.911,-446.214,252.528,10,6.502,5.77
2buv,-6.216,-107.759,41.640,1,5.037,4
4xir,-10.672,-243.621,68.743,3,6.026,6.94
3iof,-7.056,-128.250,38.714,6,5.663,5.22
3d7k,-10.461,-309.153,188.223,12,6.439,4.6
1mue,-8.650,-218.690,124.178,9,6.159,8.64
3su3,-9.587,-248.043,143.514,9,6.627,9.13
4qxo,-9.163,-198.319,60.006,2,5.642,5.51
2vvp,-6.091,-124.199,78.209,6,5.438,3.4
2ez7,-4.086,-37.984,29.002,3,5.050,4.36
1mu8,-9.912,-237.810,83.847,9,6.101,9
1kdk,-10.132,-226.128,63.728,0,5.671,9.05
1g30,-11.190,-290.338,103.398,12,6.266,6.85
3hll,-10.280,-242.886,85.243,6,6.166,8.24
3gk1,-6.674,-105.049,12.804,7,5.632,4.1
4ih3,-5.036,-78.750,56.034,2,5.118,4.82
2rin,-6.454,-134.966,65.648,4,4.984,4
1mrn,-12.009,-319.679,117.731,16,6.792,4.52
1uj5,-5.935,-118.132,75.944,6,5.438,3.05
3g0e,-9.952,-210.474,39.038,2,5.701,7.7
1b6h,-9.240,-237.773,87.410,17,5.930,7.82
4bf6,-6.896,-111.385,32.951,3,5.802,8.35
1gnn,-8.039,-240.701,160.550,23,6.394,5.68
3fhb,-6.174,-107.225,38.262,1,4.920,5.7
3okv,-8.060,-166.936,74.117,3,5.933,6.23
2gzl,-11.690,-315.983,129.021,13,6.521,4.82
1pot,-7.543,-156.088,31.372,7,4.998,5.49
3qx8,-5.203,-144.447,198.279,12,6.702,2.86
1i9l,-6.778,-120.672,47.095,5,5.730,8.48
4ck3,-8.022,-169.765,51.724,11,5.900,3.57
2uwl,-9.213,-197.558,56.677,7,6.103,8.4
3wz6,-9.533,-238.066,100.127,11,6.121,5.96
3ccz,-8.760,-216.175,99.637,14,6.268,7.29
4o05,-11.941,-283.057,70.355,3,6.076,7.43
3tcg,-8.028,-191.736,78.254,14,5.818,5.87
3bl1,-7.748,-151.235,58.077,4,5.900,5.6
4k7n,-5.040,-64.925,24.921,0,4.821,3.48
1k1n,-8.757,-228.359,128.032,14,6.401,6.82
3tz0,-5.824,-92.529,27.821,3,5.011,5.04
3n4b,-7.150,-134.540,51.425,5,5.734,7.02
3gba,-8.626,-214.683,114.786,5,5.731,9.07
2xjg,-8.873,-194.967,67.528,4,5.740,7.82
4aqh,-8.215,-184.089,82.862,5,5.759,6.54
4u6w,-5.509,-103.393,69.600,6,5.348,4.21
3oyq,-6.798,-127.120,47.510,7,5.649,7.99
4psb,-9.299,-207.865,81.861,1,5.847,4.64
5er2,-12.979,-417.437,182.048,34,6.857,6.57
4wov,-9.060,-200.066,63.551,7,5.938,7.14
4riv,-6.545,-102.272,23.278,0,5.220,7
3bl0,-5.463,-71.576,25.837,3,5.403,6.92
2cer,-10.273,-256.445,100.258,4,5.731,9.22
1q84,-17.114,-480.501,122.323,12,6.497,11.05
4u0w,-7.910,-190.875,111.159,5,5.707,3
4hy1,-8.732,-182.060,64.879,4,6.062,8.7
4idn,-10.691,-285.099,137.158,8,6.269,5.24
2y82,-10.924,-260.849,85.795,5,6.191,8.4
3juk,-9.549,-251.351,140.061,9,6.339,4.89
3fvk,-8.002,-183.166,91.451,4,5.621,8.82
3r17,-6.883,-120.398,41.243,5,5.749,6.41
4q7w,-5.696,-82.334,24.406,0,4.949,2.64
4bcs,-8.272,-169.221,41.004,5,5.498,6.99
3evd,-7.065,-160.216,115.660,8,6.271,6.91
2qwd,-6.308,-135.209,95.738,6,5.674,4.85
4yik,-9.544,-223.385,97.523,5,6.219,6.89
2wjg,-7.090,-150.570,96.628,6,6.107,7.1
4qpd,-8.680,-211.198,102.483,10,6.101,7.82
4abd,-6.689,-119.220,36.632,2,5.154,4.4
2y7z,-11.070,-265.782,86.141,5,6.182,8.7
2nsj,-7.417,-168.960,103.889,5,5.826,4.79
1lgt,-7.682,-152.662,54.558,1,5.394,6.1
4agl,-6.099,-87.687,46.957,2,6.001,3.65
4q1y,-11.500,-303.810,108.500,13,6.305,10.35
4lj8,-9.195,-209.564,81.871,6,6.057,5.82
2ylc,-6.604,-112.443,45.465,4,5.730,7.89
4ko8,-9.767,-233.041,93.505,8,6.260,7.15
2jke,-7.257,-143.638,50.478,1,5.100,4.23
4q9y,-5.623,-81.792,22.393,0,4.821,5.68
2ha3,-5.731,-92.525,21.845,2,4.645,3.03
4yml,-9.887,-225.485,63.044,4,5.684,8.35
4rlu,-8.057,-171.315,66.589,3,5.545,4.82
3ebi,-8.703,-205.620,85.749,9,5.892,7.1
3f7i,-7.653,-176.880,101.253,10,6.172,7.34
4gg7,-11.693,-294.915,98.410,7,6.215,8.2
3neo,-8.972,-213.200,92.858,7,5.930,5.92
2vo4,-5.269,-71.085,28.889,2,5.136,4.94
1v2r,-7.437,-156.542,68.136,11,6.071,3.55
4daf,-6.352,-115.086,64.020,2,5.530,7.12
1b51,-8.963,-224.680,81.394,16,5.898,7.37
1cps,-6.748,-125.957,48.481,5,5.481,6.66
4de0,-6.574,-123.958,68.273,4,5.721,5.89
1uz8,-9.457,-238.169,119.164,9,6.298,4.96
3n2u,-7.753,-186.396,108.447,11,6.144,7.84
4cp7,-12.057,-381.577,188.149,26,6.631,8.11
3r5t,-8.547,-241.183,163.816,16,6.564,8.58
4ago,-7.568,-166.628,95.726,9,6.296,4.81
3el9,-12.036,-364.281,168.381,22,6.557,8.4
1uvt,-10.483,-242.226,56.176,8,5.951,7.64
1fcy,-14.018,-362.872,93.279,3,5.956,8.52
1fh8,-7.693,-158.303,66.108,2,5.522,6.89
2i4j,-11.027,-313.368,142.596,14,6.114,6.16
1ftm,-6.922,-130.799,44.262,3,5.231,7.61
4mdn,-11.641,-288.730,88.587,9,6.358,6.22
1elc,-7.878,-212.954,136.391,16,6.229,6.66
1bzy,-9.567,-239.899,117.731,4,5.906,8.34
1ugx,-7.413,-151.292,70.488,7,5.984,5.91
2zdm,-8.919,-210.888,85.682,9,5.959,6.41
2qwe,-7.055,-163.844,104.136,8,5.812,7.48
1fm9,-14.747,-406.140,113.616,12,6.303,9
2xog,-7.917,-168.940,86.444,8,6.374,3.43
2j34,-9.819,-213.882,57.536,6,6.155,7.82
3i60,-10.860,-278.440,108.032,8,6.103,8.7
4rhx,-8.405,-208.606,107.793,13,6.219,5.8
3iw5,-11.634,-324.501,147.039,11,6.319,6.08
2o4n,-11.540,-308.824,123.037,12,6.401,7.82
1d6v,-10.752,-255.873,65.668,8,5.943,6.17
2vjx,-6.951,-137.640,56.352,1,5.082,4.96
1nw7,-8.458,-184.755,70.710,7,5.954,5.09
1toj,-5.564,-88.725,35.875,3,5.011,3.39
3imc,-7.034,-125.371,24.894,1,4.991,2.96
4emf,-7.748,-181.249,116.757,6,6.138,7.08
2py4,-9.656,-254.025,134.625,8,6.148,6.7
1b6j,-12.328,-342.337,134.388,15,6.534,7.92
4zzz,-7.867,-164.703,56.892,5,5.514,7.06
1pr5,-8.081,-162.720,54.298,2,5.584,3.92
3u7l,-7.482,-173.404,94.114,12,6.087,7.28
4u6c,-5.749,-109.022,72.826,4,5.338,5
4ahr,-7.157,-136.715,43.076,3,5.268,2.19
3arw,-7.553,-168.286,106.646,2,5.855,6.15
1xjd,-13.377,-331.657,83.808,2,6.147,9.48
4b6p,-8.006,-190.525,120.541,3,5.914,7.13
3oku,-8.240,-172.030,73.132,3,5.933,6.36
1h5v,-10.246,-293.152,178.934,14,6.809,3.93
2uz9,-5.867,-96.248,43.522,0,5.024,5.71
4gah,-9.916,-296.779,149.068,30,6.841,6.1
4rd6,-7.663,-164.185,88.587,6,6.107,6.28
2aod,-11.260,-348.154,138.009,36,6.668,5.66
3lpl,-5.235,-71.905,33.130,4,5.328,5.62
3vtr,-9.933,-299.695,195.130,17,6.723,5.57
4q9o,-11.747,-278.526,57.628,5,5.870,5.77
2v59,-8.412,-186.607,80.541,3,5.694,7.74
1k6c,-12.755,-338.651,101.498,14,6.421,7.48
1bnt,-7.261,-130.032,53.183,3,5.966,9.8
4b7p,-9.758,-237.179,99.733,7,6.123,9.46
1ql7,-9.997,-235.341,93.150,5,6.213,5
4hpi,-9.492,-246.687,127.856,11,6.346,4.85
5ceq,-10.225,-222.516,46.149,5,5.974,7.38
1hvl,-12.752,-396.279,180.525,25,6.678,9.95
4dy6,-10.365,-266.659,122.221,12,6.628,4.4
3qgw,-10.112,-234.000,81.822,4,6.073,5.89
2f81,-11.822,-317.092,114.494,13,6.305,10.52
2vnp,-6.797,-136.755,63.839,6,5.522,9.92
4loi,-11.399,-301.540,158.389,2,6.522,6.77
4ra1,-6.759,-135.524,76.121,3,5.561,5.94
1f4e,-7.133,-122.267,30.924,3,5.595,2.96
3b7r,-7.501,-179.875,110.122,10,6.036,7.7
1bv9,-14.723,-429.902,165.695,14,6.631,9.96
3e12,-7.072,-156.027,82.939,9,5.762,5.99
2ydw,-8.995,-207.193,88.732,6,6.048,7.34
2eum,-9.890,-280.375,114.601,29,6.623,6.7
3m67,-7.968,-164.734,74.431,5,6.085,6.74
4x5y,-10.907,-262.830,85.802,8,6.337,8.03
2wb5,-8.645,-213.228,110.586,7,5.895,9.13
1rpj,-7.035,-156.994,92.177,1,5.193,6.48
1g32,-11.621,-285.821,82.431,6,6.050,6.11
1g3d,-6.676,-126.833,57.381,4,5.469,5.55
4ymh,-9.727,-225.116,72.026,7,5.954,6.46
1iih,-5.380,-83.518,42.148,4,5.226,2.89
3c79,-6.744,-154.590,108.081,4,5.538,7.2
4asd,-11.629,-299.978,101.328,9,6.140,9.28
1i00,-7.592,-155.300,62.657,10,6.127,6.34
1rnm,-6.364,-111.002,58.721,4,5.778,3.07
2zdl,-8.692,-200.872,78.740,9,5.922,6.4
4xtw,-11.267,-305.890,133.135,12,6.392,9.03
1xff,-5.681,-104.628,55.194,4,5.011,4.82
3djk,-11.486,-309.006,115.703,14,6.310,10.59
4u69,-5.255,-80.748,43.401,4,5.205,4.26
1kuk,-8.997,-215.273,80.685,13,6.096,3.91
2fle,-13.362,-404.329,160.269,25,6.685,7.85
3qlm,-6.066,-131.596,69.291,14,5.546,6.37
1y6q,-9.953,-221.503,51.761,4,5.684,11.7
2rke,-4.924,-59.349,19.098,2,4.941,4.08
3p17,-9.180,-212.735,73.718,8,5.867,4.48
4kz4,-6.018,-115.709,72.467,5,5.493,4.15
2yk1,-8.578,-179.735,40.547,1,5.095,8.13
5aol,-6.746,-111.361,37.920,1,5.537,2.32
4rd0,-7.826,-173.285,96.054,6,6.107,6.62
4isu,-6.351,-128.887,91.011,3,5.646,3.68
3gx0,-7.479,-203.141,117.013,25,6.420,3.48
3nox,-7.167,-156.541,107.757,4,6.043,8.66
1o38,-7.686,-188.175,128.050,5,5.922,6.82
3k5x,-5.748,-99.745,54.106,6,5.477,6.41
1pgp,-6.357,-124.384,66.953,7,5.620,5.7
2vh6,-10.759,-250.830,74.759,7,6.317,9.7
3s73,-5.988,-86.536,28.788,1,5.366,8.7
4z6h,-8.273,-174.221,68.711,1,5.599,6.21
4umc,-5.204,-85.985,56.904,3,5.136,3.44
2a8g,-6.870,-158.938,118.980,2,5.610,3.69
3n3g,-7.781,-163.796,73.153,7,6.004,7.24
3mdz,-6.340,-102.864,39.237,3,5.553,9.1
3p4v,-6.807,-119.519,34.987,8,5.790,5.1
4pop,-8.963,-193.114,53.291,3,5.518,8.13
4gj2,-8.518,-186.727,72.516,6,5.905,8.6
3ivx,-10.865,-266.554,87.366,7,6.059,5.74
3m36,-10.857,-255.802,73.164,8,6.279,9.82
3f19,-6.742,-127.590,53.204,5,5.514,7.19
6cpa,-8.081,-227.585,156.551,14,6.170,11.52
2ra0,-11.570,-280.252,84.055,6,6.271,7.8
1lpz,-9.699,-233.000,96.136,7,6.142,7.6
3b2q,-7.416,-173.202,117.661,8,6.229,4.55
4bcp,-10.787,-262.971,91.667,5,6.043,6.25
3bkl,-10.265,-297.215,163.468,14,6.275,6.17
1hfs,-16.339,-475.344,131.872,20,6.559,8.7
5bs4,-11.926,-324.755,121.378,14,6.358,11
4je7,-7.174,-169.904,92.930,14,5.954,6.4
4tmk,-10.957,-325.210,189.433,16,6.792,7.7
1m0o,-8.495,-207.910,111.713,7,5.951,2.31
1b5h,-8.922,-226.405,86.979,16,5.898,6.01
4wkp,-11.108,-268.223,60.905,10,5.946,9.55
1jeu,-9.480,-240.464,77.993,18,6.007,6.82
4k9y,-12.434,-311.679,84.867,7,6.176,6.95
3k4q,-5.405,-118.007,128.474,12,6.492,5.34
2aac,-6.646,-122.385,49.991,0,5.100,2.22
3cct,-10.040,-261.404,116.527,13,6.353,7.56
2xb7,-10.628,-268.096,111.735,9,6.420,9.19
3k97,-8.333,-169.502,57.604,3,5.802,8
3gi5,-11.988,-323.120,119.660,14,6.479,11.22
4gqq,-5.308,-86.180,55.936,4,5.338,2.89
4nxv,-6.522,-133.647,98.123,6,6.107,5.42
1moq,-7.223,-150.365,76.738,3,5.561,3.46
4u71,-5.366,-91.241,66.083,2,5.263,5.22
1xt8,-4.772,-72.569,47.027,2,4.804,6.85
184l,-8.138,-161.656,20.854,2,4.899,4.72
2avq,-10.868,-340.277,149.055,35,6.650,4.39
2d0k,-7.620,-181.216,107.993,10,6.092,5.02
3b66,-11.326,-289.634,98.190,8,6.016,8.6
4hw3,-11.203,-256.944,47.742,6,5.924,6.49
4yo8,-9.893,-234.836,63.436,8,5.625,10.52
4gu6,-11.092,-266.477,77.933,6,6.069,7.36
4y0a,-6.091,-108.665,56.070,1,5.171,2.31
2w67,-7.046,-153.350,86.506,2,5.324,4.96
2e1w,-9.924,-224.721,56.180,6,5.778,7.96
3nyx,-10.264,-231.598,61.905,5,6.001,7.49
4poh,-12.668,-302.993,47.417,4,5.731,8
1gjc,-7.849,-192.598,128.785,3,5.796,6.35
1zea,-7.100,-265.626,236.093,36,6.897,5.22
3aid,-10.966,-282.358,92.657,14,6.223,6.86
5cjf,-7.859,-160.242,66.933,4,5.864,9.59
1v2u,-5.896,-96.646,29.634,1,4.796,3.37
4baq,-10.296,-268.259,105.133,13,6.128,9.01
4r5a,-7.278,-150.048,82.634,5,5.971,8.7
3vd4,-7.610,-150.150,50.127,3,5.473,4.82
4jx9,-5.299,-83.269,64.688,2,5.497,8.62
3h30,-7.655,-145.433,54.155,2,5.762,4.53
1f0s,-9.783,-214.910,61.192,5,6.059,7.74
1igj,-9.983,-231.848,96.328,3,6.254,10
2ypo,-6.997,-136.628,45.868,3,5.113,4.68
3uzj,-6.380,-107.838,25.193,0,4.780,5.55
3s72,-6.062,-92.641,32.455,1,5.283,6.4
2pov,-6.786,-115.131,43.784,2,5.652,7.12
2tmn,-5.022,-73.979,46.661,5,5.347,5.89
2yfa,-4.491,-62.237,44.386,3,4.898,5.07
4rvr,-7.779,-159.946,67.725,6,5.956,6.87
3l4v,-8.951,-212.618,87.343,10,6.052,6.72
4ucc,-5.686,-80.200,39.575,4,5.749,4.32
3ggu,-11.035,-293.981,117.289,13,6.305,9.77
4b32,-6.673,-114.849,28.983,0,4.970,3.34
3kku,-7.012,-139.452,69.187,7,5.922,5.7
1ado,-5.083,-65.846,22.807,4,5.136,6
4uye,-8.320,-173.117,65.125,5,5.977,8.02
1ciz,-13.004,-334.488,92.457,8,6.221,7.44
4bcn,-9.605,-220.286,75.898,4,5.832,7.92
1ela,-7.935,-181.079,79.988,13,6.125,6.36
4qxq,-9.173,-205.375,72.595,2,5.642,5.7
4o04,-10.488,-234.890,60.080,2,5.864,6.16
4omk,-14.282,-372.816,35.831,21,6.046,4.4
2xht,-8.145,-172.573,64.927,3,5.573,5.96
1o2n,-7.845,-192.376,132.614,3,5.895,6.09
4fm7,-10.030,-234.180,87.304,5,6.170,7.24
3k8o,-8.402,-192.865,78.916,6,5.617,11.07
2hf8,-9.150,-224.251,114.782,8,6.301,5.47
1ork,-9.859,-266.720,157.653,6,6.247,8.81
2xxr,-5.637,-98.417,46.172,4,5.011,6.55
4dmw,-7.187,-136.687,60.699,6,6.001,4.94
3zqe,-6.478,-118.935,74.861,4,5.972,4.23
3pwd,-8.066,-188.694,108.122,1,5.606,6.66
3eqr,-13.022,-339.844,98.788,9,6.245,8.7
4jfm,-8.355,-195.957,99.453,10,6.258,5.48
3ekv,-11.445,-295.580,93.080,13,6.225,9.41
2yi0,-8.731,-182.047,58.189,3,5.811,8.12
1qin,-8.316,-208.200,110.215,15,6.344,8
1ecv,-6.451,-121.658,74.981,4,5.814,4.85
4rak,-12.669,-318.754,90.149,6,6.231,7.85
2vw1,-7.328,-159.489,81.591,6,5.674,3.52
3c88,-7.494,-186.725,90.866,21,6.203,6.8
4poj,-12.780,-308.293,46.939,5,5.724,8.1
1rnt,-6.019,-120.128,101.341,4,5.911,5.19
1pxp,-10.054,-225.987,58.343,4,5.784,6.66
4x5z,-9.481,-211.415,72.662,6,6.155,7.63
1mrs,-8.509,-184.174,68.462,5,5.823,3.96
4rqk,-7.227,-120.230,35.820,3,5.940,5.82
1ype,-11.859,-284.362,71.659,5,6.105,8.1
4ek9,-9.443,-206.756,57.697,3,5.687,4.42
1dif,-12.133,-392.387,211.244,25,6.722,10.66
1aj7,-7.891,-162.101,48.268,8,5.717,3.87
3q6w,-12.692,-320.433,85.721,8,6.252,7.57
1yvm,-7.030,-121.162,30.081,1,5.303,6.4
4i7j,-6.356,-110.845,14.866,0,4.357,3.32
2amt,-10.010,-254.298,108.016,12,6.341,4.44
1lkl,-7.486,-193.698,109.991,22,6.427,5.81
2bet,-6.311,-108.717,37.415,5,5.375,2.77
4u54,-5.619,-87.981,42.934,3,5.294,2.06
1qf2,-7.811,-178.220,91.912,9,6.021,5.92
2w7y,-10.294,-268.970,130.317,8,6.271,6.08
1y20,-5.041,-82.368,45.882,1,4.626,5.32
3jrx,-10.767,-255.346,90.881,4,6.254,9
3o8p,-9.283,-194.699,38.873,5,5.724,6.46
3k8c,-5.614,-96.112,53.765,6,5.442,2.92
1w5w,-14.559,-415.632,143.144,15,6.585,8.8
4i54,-8.898,-199.198,70.522,8,6.004,6.96
3k2f,-7.625,-169.577,86.531,12,6.280,7.2
1a94,-10.403,-338.795,177.244,35,6.744,7.85
3su4,-9.923,-259.511,145.340,9,6.627,6.26
4bak,-10.348,-271.540,105.879,14,6.158,8.91
4rrg,-9.924,-229.058,69.649,6,5.909,2.81
2xc0,-10.369,-270.303,126.152,9,6.303,6.72
1b4z,-9.246,-237.257,87.795,17,5.972,5.23
1ndy,-9.633,-219.274,61.199,6,5.734,6.17
2e2r,-9.653,-215.993,55.690,2,5.430,8.26
2ole,-6.091,-151.655,150.605,7,6.041,7.25
3rz8,-6.948,-131.233,42.873,8,5.649,8.17
4zj6,-9.977,-292.963,210.725,12,7.037,8.52
4q6e,-7.201,-138.356,53.695,6,5.775,6.18
4cs9,-6.031,-85.966,34.307,4,5.850,2.1
3ewj,-7.373,-176.000,88.713,16,6.031,6.84
4ad2,-8.596,-195.662,84.907,4,5.737,6.2
1gfy,-6.335,-123.326,78.578,4,5.659,5.08
1j17,-11.119,-264.609,82.357,5,6.213,5.22
2jdu,-5.746,-99.791,60.110,1,5.182,6.72
2v58,-8.248,-171.028,79.630,1,5.974,9.09
1os5,-9.203,-212.778,89.890,7,6.205,6.85
3u6i,-13.992,-382.606,124.293,9,6.299,9
3b7j,-6.209,-108.691,52.355,0,5.159,5.17
4asj,-9.137,-211.316,87.933,5,5.956,7.55
1ols,-9.394,-220.206,82.764,8,6.052,5.82
3t2w,-7.260,-139.007,43.653,5,5.498,7.46
4f9y,-10.574,-244.758,66.742,3,5.787,6.74
3mam,-5.173,-71.109,19.547,2,4.771,4.12
3fjg,-5.361,-86.416,48.682,4,5.226,3.73
3t5u,-6.051,-99.158,36.400,2,5.153,7.59
1fkg,-8.966,-225.155,108.547,11,6.108,8
1s63,-7.519,-143.930,58.518,5,6.004,9.05
4xit,-11.095,-254.879,68.605,3,6.112,7.27
3std,-12.948,-322.043,66.383,6,5.898,11.11
4qev,-8.877,-197.207,80.637,5,6.050,7.66
1r1j,-7.858,-217.248,153.714,11,5.992,8.64
2y9g,-5.854,-103.088,76.054,4,5.835,3.77
1m48,-8.754,-202.720,86.091,9,6.105,5.09
2vwo,-9.991,-233.189,78.189,8,6.199,7.51
1xh4,-12.342,-333.950,126.438,9,6.219,7.47
3ta0,-9.727,-234.658,97.573,8,6.229,3.47
3fh7,-11.158,-286.361,96.292,9,5.967,7.6
4b3d,-6.245,-97.027,16.846,0,4.876,2.68
4dzy,-7.576,-149.111,39.599,3,5.215,5.62
2vhj,-6.443,-167.148,163.259,6,6.057,3.9
1f0t,-8.864,-190.243,66.879,6,6.101,6
1avn,-4.165,-35.234,9.242,2,4.719,3.9
4rfc,-6.624,-126.665,53.957,10,5.841,8.24
5cbm,-6.315,-130.077,82.102,5,5.497,7.77
1li3,-6.377,-104.860,22.780,0,4.852,4.25
4br3,-10.173,-239.453,82.132,6,6.094,5.72
2j7b,-7.428,-151.860,64.376,1,5.309,6.62
5er1,-9.476,-253.717,109.654,19,6.256,6.02
2y5g,-10.444,-228.142,47.073,6,6.140,6.84
3o5n,-7.199,-165.045,112.399,3,5.727,4.76
3o5x,-5.683,-104.409,90.636,9,6.323,5.28
3pck,-5.829,-99.434,48.888,1,5.044,6.7
3fzy,-9.303,-274.591,193.430,12,6.492,6.74
3bxh,-6.852,-155.344,104.106,4,5.561,4.03
4jn2,-10.630,-280.006,119.503,10,6.157,11.68
4l4z,-5.672,-110.111,79.919,5,5.438,5.68
2xmy,-10.057,-248.585,98.037,8,6.076,9.96
3buf,-5.667,-83.978,25.179,2,5.025,3.1
2q6f,-8.381,-287.408,233.249,23,6.526,5.44
1bwb,-15.543,-466.746,190.108,14,6.715,8.42
4mr6,-8.138,-174.933,72.998,6,5.914,6.6
2drc,-8.228,-216.750,139.953,10,6.118,9.89
4ddm,-5.296,-75.181,40.863,1,5.193,2.46
4tkb,-5.973,-102.474,24.494,10,5.299,5.59
4crl,-10.646,-265.471,120.123,2,6.160,9.71
2zc9,-9.868,-232.766,74.623,8,5.956,6.74
4x11,-5.585,-102.308,78.951,6,5.734,2.22
3dsz,-7.213,-234.069,200.227,24,6.575,7.77
2v8w,-7.269,-155.609,96.205,8,6.297,6.82
1oau,-7.136,-155.336,82.399,6,5.610,7.7
4m8h,-12.498,-300.745,53.157,4,5.731,7.6
5amg,-7.018,-133.496,51.578,8,5.858,8.22
2eg8,-5.351,-76.598,38.919,1,5.159,4.5
2il2,-12.743,-348.753,128.486,12,6.427,7.1
4qgd,-7.667,-147.024,32.994,5,5.452,7.43
1a9q,-5.567,-84.900,37.032,0,4.956,6.17
2pk6,-13.027,-396.129,187.997,18,6.648,10.89
1qbt,-16.042,-484.936,194.908,14,6.715,10.62
3m8t,-5.499,-79.025,37.567,2,5.313,4
3u92,-6.995,-143.390,65.873,4,5.376,7.48
2hjb,-6.585,-114.859,25.304,2,4.928,4.39
4rpo,-6.455,-106.389,38.531,0,5.278,7.64
3c2u,-8.876,-215.762,73.778,12,5.646,2.9
4oc2,-9.149,-230.835,103.511,14,6.248,8.28
2fxv,-8.281,-186.467,93.221,4,5.911,5.35
3mhw,-5.575,-86.922,42.595,0,5.011,2.3
4lxz,-6.373,-134.082,71.563,10,5.577,6.74
3wqm,-9.553,-216.338,79.175,5,6.105,6.25
2izl,-8.173,-162.321,34.091,5,5.502,6
4i9h,-11.671,-332.485,147.132,18,6.619,7.17
4exs,-5.302,-76.339,39.656,4,5.380,4.41
3t83,-7.678,-169.690,74.282,12,6.052,6.98
1usk,-5.867,-103.948,41.430,3,4.884,6.4
4j46,-6.250,-126.827,75.036,12,5.990,5.28
1pb9,-4.816,-68.604,37.292,0,4.635,3.62
1ucn,-7.953,-174.036,87.968,6,6.057,5.22
3dp4,-6.789,-129.148,48.942,3,5.231,7.37
1upf,-4.824,-52.842,16.921,0,4.868,4.6
4io4,-4.928,-73.827,34.545,2,4.664,4.61
2qbs,-8.410,-173.666,59.484,7,6.116,6.68
2fqy,-9.368,-212.322,71.962,2,5.588,6.57
2vqt,-8.871,-209.568,80.891,4,5.399,6
2zfs,-8.625,-213.671,109.500,9,5.995,6.54
1bgq,-8.511,-169.335,61.536,0,5.897,8.57
1nl9,-7.793,-190.999,105.962,15,6.279,5.96
2v88,-8.863,-296.633,176.744,39,6.809,4.09
4qfo,-7.415,-157.596,58.086,9,5.573,4.27
3tay,-5.856,-112.644,79.108,8,5.826,3.38
2xj2,-10.204,-238.166,74.077,4,5.827,7.18
1o2j,-6.573,-171.553,156.256,5,5.784,6.92
