name,vina_affinity,vina_gauss1,vina_gauss2,vina_repulsion,vina_hydrophobic,HB,rbond,affinity
4br3,-8.67705,129.78941,1368.41574,3.39215,89.87818,0.00000,7,5.72
2j7b,-4.85133,90.56156,972.29114,8.43696,0.00000,7.75101,5,6.62
5er1,-6.00129,81.59653,1550.38146,3.49034,43.31702,4.82402,19,6.02
2y5g,-8.71961,117.48479,1557.77344,2.17327,20.76052,1.12690,6,6.84
3o5n,-6.74943,104.37731,1168.04746,7.46073,46.40818,4.82224,3,4.76
3o5x,-4.49918,39.86511,1096.36904,3.63964,11.11404,3.97914,9,5.28
3pck,-5.03218,49.91527,810.05543,3.11988,20.71947,2.15222,1,6.7
3fzy,-7.27599,117.46022,1523.12483,13.75271,0.00000,23.50032,21,6.74
3bxh,-6.26291,79.96584,1074.97145,8.86585,0.00000,13.43290,10,4.03
4jn2,-8.78342,141.34269,1618.08389,5.44570,58.06013,4.83300,10,11.68
4l4z,-5.54115,62.17825,912.78172,3.78512,6.89203,6.76809,10,5.68
2xmy,-7.01406,101.73842,1614.63669,5.46620,34.59417,2.24942,7,9.96
3buf,-3.53138,26.11604,515.95943,1.41103,16.39060,2.00000,4,3.1
2q6f,-4.62798,138.72551,2154.09277,12.40206,29.29144,5.29216,19,5.44
1bwb,-13.60352,177.08840,2897.70951,7.98598,89.32147,10.66898,14,8.42
4mr6,-6.51573,64.78772,1113.27351,1.48091,32.13766,1.80709,7,6.6
2drc,-7.52917,93.87676,1431.93458,4.71717,36.11990,6.27426,10,9.89
4ddm,-4.32059,47.24638,682.79279,2.66366,3.89248,2.50977,1,2.46
4tkb,-4.31526,39.03135,781.10395,2.19868,49.39511,2.60952,10,5.59
4crl,-10.67272,79.82204,1614.94494,1.33189,58.17325,0.78263,4,9.71
2zc9,-9.38082,111.11771,1437.17304,2.26988,56.32211,2.57463,7,6.74
4x11,-4.72034,49.01866,791.01997,3.17291,8.59549,5.67824,10,2.22
3dsz,-6.44503,127.93290,1745.25450,4.00820,35.64880,7.22061,26,7.77
2v8w,-6.12076,118.53409,924.20967,5.07998,0.00000,7.87180,10,6.82
1oau,-5.78953,104.02576,1122.93897,4.61781,37.88932,1.78975,7,7.7
4m8h,-11.24707,77.61880,1525.11470,1.78739,103.34080,1.92789,4,7.6
5amg,-6.41639,64.49209,1118.12902,2.29827,21.53239,4.63291,9,8.22
2eg8,-5.90852,51.83875,718.49902,3.40199,0.93035,6.00453,1,4.5
2il2,-10.71299,154.89715,2290.15447,4.23037,66.70688,4.14620,13,7.1
4qgd,-3.88539,53.58974,784.80799,3.27751,38.53496,1.00000,6,7.43
1a9q,-5.12192,53.10102,629.82873,1.23433,0.00000,1.73969,0,6.17
2pk6,-10.78074,176.99682,2689.55001,7.84338,85.19724,6.25426,16,10.89
1qbt,-14.70824,190.43658,2973.20946,7.22655,109.02764,10.24935,14,10.62
3m8t,-4.68650,46.21127,690.81667,1.76573,21.95075,1.50049,3,4
3u92,-7.05119,86.92748,957.11326,5.93421,25.92479,8.78611,6,7.48
2hjb,-5.08283,64.19090,695.33872,2.44508,27.62165,1.77549,3,4.39
4rpo,-6.78053,45.17198,772.13354,1.62003,40.40860,1.94266,0,7.64
3c2u,-5.27625,80.27112,1208.13012,4.42454,9.08069,7.16401,18,2.9
4oc2,-9.72399,149.98024,1879.37271,5.37101,31.61197,8.38139,13,8.28
2fxv,-8.73398,118.80972,1378.07541,6.91994,0.00000,9.80346,6,5.35
3mhw,-3.72912,54.53971,671.87513,3.59408,3.31924,2.08434,0,2.3
4lxz,-5.05816,82.65091,988.64880,6.18700,55.07988,4.52066,8,6.74
3wqm,-9.57830,131.29961,1293.64581,5.36598,74.15682,5.48715,6,6.25
2izl,-7.40121,76.11045,1104.83078,2.76292,27.23035,4.67063,6,6
4i9h,-8.38467,153.29433,2308.77113,4.85299,47.33911,4.69898,21,7.17
4exs,-3.58706,37.44625,586.22824,1.15272,7.08245,0.99359,3,4.41
3t83,-6.47079,101.47852,1487.72705,2.61978,14.29317,2.76668,13,6.98
1usk,-5.44851,70.63106,641.72691,4.30215,26.07899,5.86348,4,6.4
4j46,-5.97718,73.41039,1005.76804,3.66640,28.60950,6.09568,10,5.28
1pb9,-4.46114,67.65727,495.79034,5.19188,0.00000,6.79581,1,3.62
1ucn,-6.42300,98.83310,1219.01211,6.40827,0.00000,8.19785,9,5.22
3dp4,-7.31252,82.90799,911.45141,5.45816,16.92537,8.78535,4,7.37
1upf,-4.00717,30.61123,513.57565,0.29802,3.81497,0.65825,0,4.6
4io4,-4.93137,56.53384,477.34816,3.74219,0.00000,7.60802,4,4.61
2qbs,-8.14592,90.68660,1350.68373,3.22309,29.92073,5.01191,7,6.68
2fqy,-7.72928,115.36426,1322.57893,6.23298,0.00000,6.56567,6,6.57
2vqt,-7.00359,98.88372,1060.02688,6.68510,0.00000,10.02624,8,6
2zfs,-8.59703,109.06519,1385.82372,3.56925,35.10625,5.30119,8,6.54
1bgq,-8.18154,66.26668,1307.86588,3.09754,24.19852,1.83143,1,8.57
1nl9,-7.73557,103.60755,1546.25785,6.39038,49.26827,8.77125,12,5.96
2v88,-5.95626,134.12166,2000.15680,4.76861,40.63086,6.93974,32,4.09
4qfo,-6.06726,76.86393,1099.62228,5.00869,16.09191,7.37084,9,4.27
3tay,-4.33617,57.52600,781.19290,2.54858,2.06899,4.66208,12,3.38
2xj2,-9.60094,79.34089,1388.87329,1.38667,57.81641,1.69715,4,7.18
1o2j,-6.06303,91.88995,1164.13211,6.54674,13.20697,6.72997,7,6.92
1v2j,-5.35883,61.46377,589.08192,2.47690,3.66414,4.35727,2,3.25
2j7g,-7.25756,99.14000,1204.69438,7.96303,4.67445,10.49510,7,7
4dkq,-9.64625,98.97923,1471.51523,1.21413,29.81643,1.31222,4,6.6
1qf0,-9.21478,117.94343,1754.26912,4.62940,80.99452,5.47826,12,7.38
2vvs,-8.67335,107.31092,1326.87621,4.75434,23.16475,7.64986,8,7.34
4p5d,-10.63225,136.22750,1887.56326,7.71429,27.55849,10.06758,9,5.82
4ahu,-5.42278,68.99836,836.89723,2.22412,14.32435,0.56603,1,2.27
3sbh,-6.25896,58.12638,991.65133,2.09610,32.18134,2.93555,6,7.28
3r0y,-4.78155,66.64143,1309.97081,3.60986,33.37115,2.92057,16,4.84
2vmc,-3.95040,45.75883,511.60488,2.20593,0.00000,4.19103,6,2.94
2vxn,-4.56896,58.32896,651.67843,7.04986,0.00000,10.65667,6,5
1pzi,-4.84104,72.10554,993.25070,5.82955,3.40327,6.90873,10,4.22
3f78,-5.22453,47.02267,679.66647,0.70781,44.50977,0.00000,3,3.1
4mmp,-7.49355,79.72125,1293.36148,4.99346,10.46008,8.69632,10,7.71
1d7j,-2.80113,28.42341,323.88414,0.77332,20.33966,0.79264,3,3.3
4gzw,-5.69820,64.78639,1453.07060,2.60768,6.85753,5.98147,22,4.52
3gi4,-8.85339,117.00101,2292.23727,5.44045,52.79548,4.38973,14,10.8
1s89,-5.18357,61.82565,665.55050,4.91514,0.00000,8.33195,5,5.24
4jv8,-9.96293,70.09785,1288.00301,1.83976,61.64583,1.35425,1,5.85
2j94,-7.67452,122.95931,1539.65319,3.03748,17.16864,0.00000,6,6.27
3ijh,-5.37825,58.38768,1035.57773,5.53803,4.70089,8.72252,11,4
3d91,-9.30833,136.38059,2256.31885,6.76917,74.48646,8.77661,18,9.15
3el4,-11.15857,136.29700,2401.50780,4.12330,72.33209,6.24111,14,7.17
3i7e,-8.17281,113.82003,2004.99685,5.43756,44.31992,5.54195,14,10.85
3b3x,-2.22122,44.44691,710.19963,7.28448,3.38778,6.28828,6,3.6
2pnc,-5.47784,70.16792,804.57505,2.68078,21.70448,1.64705,2,3.33
3djq,-4.54607,45.71090,956.97249,1.76892,2.40426,2.79974,11,2.98
3ip6,-5.13558,72.41964,590.11368,4.41150,18.63087,4.87001,1,6.6
3dri,-3.87784,55.82244,1040.38147,3.47702,2.00000,4.53404,16,4.42
1lee,-8.42514,121.36649,1831.46534,4.85005,86.15393,4.44752,15,7.74
4u8w,-7.33578,128.51239,2200.71167,9.40431,53.16565,5.14683,14,11.24
3uw4,-8.03616,112.74089,1255.20184,4.00690,38.40273,5.65392,8,7.77
3o9e,-9.32622,133.73228,2185.43095,4.83689,61.44434,5.75752,16,11.3
2oi0,-6.18826,72.00646,1190.50513,2.89020,24.44740,1.46781,5,7.55
3dc3,-5.82608,50.54484,705.11100,1.64011,3.21616,4.27317,3,8.31
1qbn,-7.71833,104.89559,1327.64922,3.03130,19.82395,4.42602,9,5.85
4qsv,-4.39020,32.56573,716.88781,1.15879,11.95893,1.46106,4,2
2r1y,-4.79959,39.33462,745.98210,3.69069,2.82369,6.73237,7,4.51
3zyf,-4.87222,45.68410,773.13285,1.61295,1.58620,3.86158,8,4.85
4zhm,-5.70357,130.17990,2336.70166,16.50083,49.20211,7.62392,12,8.05
4wn5,-7.13183,108.26160,1501.42639,0.71117,110.18120,1.03916,21,7.41
2oax,-12.73482,99.30224,1838.34538,2.14932,65.63595,1.21034,2,8.65
3g2h,-8.87556,85.65231,1367.76381,4.07121,14.73033,7.28419,7,3.82
3gst,-8.67916,127.92672,1639.06030,7.58021,51.06775,10.78307,13,6.72
4qj0,-8.23833,89.68873,1839.16456,2.93592,30.99799,3.39468,12,7.32
1rp7,-9.43416,129.73555,1747.37976,6.52113,23.66017,8.29664,8,8.52
4wk1,-11.73920,139.15792,1718.44023,4.29665,0.00000,7.29534,6,5.89
1gi7,-7.19933,85.31409,973.37757,2.45897,8.07507,3.36997,3,4.51
4gih,-8.32380,86.58178,1319.21368,2.14013,30.87832,1.87641,4,8.32
1odi,-8.59889,103.36451,1254.05311,4.21929,0.00000,6.39770,5,4.21
4abb,-5.11793,52.96313,632.52626,1.05113,5.08847,1.91543,2,4.51
3gtc,-2.94291,51.94168,609.03237,2.84580,19.66401,0.00000,2,2.35
4ish,-11.26585,144.48544,1628.65658,3.21646,35.73022,5.32210,7,8.72
1pxo,-6.26561,82.99656,1371.20528,4.86465,26.99649,1.76845,5,8.7
4o3f,-7.51108,102.26452,1315.06277,1.88411,11.33106,0.43772,5,5.56
1b1h,-8.60521,157.31402,1991.47777,7.60757,49.52913,10.57277,19,7.03
2p4s,-8.34679,110.81493,1285.25036,4.12260,7.62581,4.98096,5,9.51
4m3p,-3.03306,30.69320,497.70879,1.82784,0.00000,2.91116,6,5.4
4k6i,-12.72809,85.18032,1666.70812,2.29856,121.25155,1.73744,3,6.2
2g8r,-4.45694,57.03970,823.61265,3.04255,9.29081,2.90626,6,3.99
4mo8,-5.19974,49.68942,886.94914,2.94064,7.17766,4.69073,6,8
3kyq,-3.38629,42.39151,871.58452,0.67221,34.69182,0.00000,17,4.22
4bzs,-8.01017,100.83230,1910.93576,4.11067,37.19067,5.58135,16,7.12
4agm,-4.40684,69.45348,827.04195,1.90553,19.59096,0.00000,6,3.98
4qyy,-11.29080,145.51665,1935.46405,4.01753,55.21196,3.16041,7,7.3
4axd,-7.91239,121.70988,1653.40283,9.87101,0.00000,12.79546,10,4.43
5c8n,-7.06047,93.84209,1549.22076,4.58404,17.03140,3.55024,8,7.55
3ocp,-8.05478,81.62503,1140.50669,3.63379,0.00000,5.57253,3,7.57
1n3z,-4.94504,43.59887,887.72072,1.02451,1.88090,2.29222,8,4.2
4mc1,-10.15632,114.41184,2123.81347,4.31695,57.61071,4.04602,10,7.85
2p53,-6.66931,79.21568,1238.85398,4.53716,0.00000,7.47327,11,7.46
5fl5,-6.31272,59.56248,945.53281,1.46322,22.14757,2.43224,5,8.19
1lf2,-8.22749,117.26864,1818.55841,5.42909,79.34284,5.43791,15,7.52
1ndw,-6.11040,80.41308,1064.12781,4.27319,52.74947,3.09655,7,5.23
3h5b,-7.00319,115.28272,2271.03300,9.52578,53.09976,4.88024,14,10
2r9x,-6.87249,66.27484,1180.61790,3.23175,36.72889,3.84055,6,4.85
3pb9,-5.11980,63.65960,740.59430,1.86847,34.29248,0.00000,2,6.58
3s0d,-4.71483,53.02028,704.56105,1.11670,47.10011,0.00000,6,7.05
3nes,-6.56238,54.34313,1154.46605,1.47533,66.02492,0.16445,7,5.62
4d1j,-4.93309,58.60472,597.56669,3.35448,0.00000,5.87435,5,6.31
3gcs,-10.90333,117.69755,1850.80198,4.10831,62.13985,3.87843,6,7.25
2pvl,-9.22032,98.23757,1523.61436,1.87362,27.51132,1.08183,4,7.62
4z1e,-7.29436,56.32706,969.94284,1.55210,34.18942,3.20712,4,8.24
3umq,-1.44815,7.49736,269.94494,0.20587,3.74615,0.00000,2,4.62
4k55,-1.97263,53.26181,575.84589,5.27065,9.68652,3.78908,11,5.51
2pym,-10.00181,117.42742,2137.71023,4.96365,67.72797,5.15501,12,6.82
1jgl,-11.99319,91.00524,1213.70325,3.08554,104.17753,3.64792,2,8.7
4aci,-5.58206,58.90887,816.57644,3.90760,6.61587,7.02226,6,2.22
3lir,-6.89041,103.77167,1640.66662,2.51836,28.61825,2.53200,14,6.92
1zfk,-7.04867,57.80257,995.94773,1.46100,36.83352,2.80256,5,7.92
1nfw,-8.79402,137.03630,1426.73033,3.40074,39.83196,1.00000,5,8.96
1o0n,-5.50151,53.92822,923.98430,2.63376,2.44627,4.88298,8,4.09
4l50,-6.40427,83.16566,1125.24558,4.52393,36.94162,6.31316,12,6.06
1hdq,-6.01133,43.86408,898.42684,1.72402,24.76998,3.07011,4,5.82
3hv8,-12.03038,152.67899,1887.65931,5.16533,0.00000,6.23818,5,6.98
1b8n,-9.03288,104.41294,1356.52067,4.17123,2.64463,6.54419,6,10.52
2oag,-9.76561,120.80414,1582.54636,4.16043,40.85587,3.29344,5,8.47
3f16,-5.05187,76.41854,1121.68277,4.39509,13.50502,2.85608,7,8.23
3d4y,-5.93566,82.16554,897.57361,7.69459,0.00000,10.03197,5,5.7
1uz4,-6.00958,67.46717,744.93927,4.49231,6.76165,7.12441,4,3.4
4zzy,-10.82529,119.05221,1414.04243,3.00769,60.02530,2.75357,3,5.6
2j7f,-5.65439,106.61344,1165.04967,9.97132,0.00000,9.44578,6,6.35
1o36,-5.47119,120.87614,1399.98234,8.95384,14.94848,6.53101,10,5.96
3ip5,-3.66405,58.29793,440.33397,5.06025,10.37349,6.00431,2,6.22
3bex,-5.75383,59.98225,972.63271,2.55449,19.43298,4.70388,10,5.57
4elh,-10.25193,136.56314,1698.87027,4.97315,76.48438,4.96714,9,8.09
4u5s,-3.92776,97.24742,1407.23587,5.70179,28.68773,3.08766,22,2.41
1olx,-8.31671,159.89455,1684.28451,11.34044,27.98536,11.28435,9,4.33
2x6x,-6.17919,76.72517,1616.67061,2.76350,7.00603,5.05131,22,3.68
4h75,-4.90754,149.73595,1921.36066,9.00276,23.16854,10.76457,36,6.6
4h81,-6.51245,58.14017,846.39857,3.67218,53.41124,4.16210,3,5.12
2h21,-7.35217,111.63519,1560.68025,5.82339,0.30355,6.94991,11,6.54
4ykk,-4.00084,68.71691,533.98338,6.42255,0.00000,8.34427,4,2.77
4ax9,-9.38485,121.94733,1839.20109,5.39084,54.50926,7.16916,11,9.57
2i6b,-6.66552,94.98996,1205.32341,5.51504,60.42845,2.93726,6,7.17
2d1n,-6.39020,126.07784,1795.43974,6.55901,48.83287,5.71733,19,8.15
4r4i,-8.02552,93.36674,1319.25737,3.59742,33.03263,5.19512,7,6.27
3ao2,-7.31677,89.07529,1043.28002,2.25563,14.56444,0.98639,1,3.77
2h15,-7.26622,64.90471,1219.02057,4.66395,12.57208,6.18047,4,5.67
3hk1,-5.98875,71.39863,1212.47858,2.61387,18.96634,2.00000,7,6.17
5efc,-5.09088,91.86685,1081.42571,5.56275,0.00000,6.13714,10,4.85
4ht2,-7.10366,76.78145,1113.73124,2.27075,16.02039,2.43942,4,6.54
2rk8,-3.49117,36.24101,494.14918,3.26415,0.00000,4.77177,3,3.64
2e27,-8.53326,95.93520,1396.74620,1.98503,32.84608,2.00781,6,9.35
4nue,-6.68397,81.23086,1039.90284,2.09566,55.83599,0.65551,6,6.82
1n4k,-5.03499,62.82620,881.62554,5.37364,0.00000,9.73507,14,10.05
4gq4,-8.21750,98.49304,1243.52832,2.31112,18.43367,1.75946,3,7.66
3c2f,-4.23809,45.86397,906.60689,4.54990,0.00000,7.21115,13,2
2ptz,-5.31571,68.15536,700.32805,7.62482,0.00000,11.01521,3,7.82
3s71,-6.80275,56.70796,793.94234,1.54260,20.96447,3.14917,2,8.64
4z84,-8.35607,99.04084,1574.16083,5.96302,37.02748,3.22386,3,5.82
2rio,-5.56535,85.15631,1516.41761,6.99119,0.00000,4.89157,8,4.69
1xhy,-7.22436,88.94318,971.62819,6.46675,25.34686,9.69989,6,6.18
4bf1,-7.76417,66.45766,1086.22865,1.60952,29.00541,2.93443,4,8.62
3l4u,-4.83967,77.80112,1215.82543,5.63637,0.00000,6.95250,17,7.52
4wkn,-8.50660,119.38828,1382.49206,3.89366,9.29854,4.34975,6,9.72
4dkp,-8.13137,69.71702,1300.33703,0.96675,29.28442,0.67454,4,5.72
3kdc,-11.18823,154.65586,2406.17575,5.02114,85.65089,2.87291,12,9.28
1f8b,-5.41034,72.51223,1066.72646,5.55263,9.18831,6.62008,9,5.4
4f1l,-8.17313,102.17143,981.86523,3.53306,49.86970,4.44634,4,5.12
2web,-8.66192,122.42569,1998.28606,4.29962,75.49359,3.92343,15,5.12
5aoj,-5.80831,71.46231,962.27441,2.73336,26.73546,0.86960,3,4.68
2i3h,-6.89504,100.91425,1249.78390,4.10617,44.64773,4.37609,10,7.4
3u10,-10.71748,113.94241,1439.09443,3.64024,0.00000,6.06037,3,5.44
2p7a,-5.22595,39.29490,618.71874,1.56881,39.11784,1.26063,1,6.1
3c8e,-5.28423,81.72885,1099.54136,5.68124,5.23737,7.45658,11,4.15
3kmx,-5.64355,68.62993,953.75365,2.98187,26.74429,3.96507,8,4.82
3c8b,-6.36635,103.08409,1611.46156,6.15190,20.15198,9.45149,19,6.1
4hf4,-10.81846,128.84491,1740.41258,2.34904,49.09966,1.68286,6,8.62
1swr,-6.86917,92.69891,1106.40861,6.47387,27.90255,7.40077,5,6.92
4jss,-3.38988,32.19103,518.25151,1.38126,7.57935,0.96277,1,3.3
4w9k,-8.57457,131.55036,1664.92432,4.71569,66.11800,3.78174,11,6.54
1ypj,-10.46289,119.11061,1751.19328,3.98028,46.94063,3.85241,6,7.02
4in9,-7.11147,89.14948,1502.50874,2.93652,43.45061,3.61126,13,4.97
4etz,-7.33750,102.70788,1273.30135,5.82002,0.00000,6.34649,6,6.3
3f7h,-7.61240,104.34315,1256.22139,3.29413,40.43765,4.72778,9,7.09
1g2l,-8.92668,152.42149,1751.23953,4.75517,72.63464,3.72289,13,7.24
2qrg,-10.06321,93.87559,1485.55512,3.12102,16.50410,6.89259,7,5.18
2xd9,-10.20759,105.17229,1275.59092,5.91737,44.21219,9.19427,5,6.46
4ei4,-8.95999,68.56291,1255.92685,1.72289,24.72582,2.40559,2,8.74
5bry,-7.81127,122.44307,2150.16581,7.26967,53.01304,5.49730,15,11.82
3bgs,-7.83548,89.56121,1196.54277,2.87124,8.18148,4.14471,5,9.42
2ate,-7.51789,91.44501,1191.20105,6.04270,0.00000,11.05100,10,7.07
3dxh,-4.52078,46.25227,957.56725,2.15195,2.10152,3.26438,11,3.19
2qd7,-9.37808,123.59912,2082.81133,4.25072,44.23744,5.31342,13,9.1
3d8y,-4.56580,38.06301,805.51504,1.59127,4.65386,1.98851,4,3.4
1ex8,-10.61491,188.36023,2353.75650,9.75238,0.00000,15.79971,17,6.33
4k7o,-3.13345,48.74257,569.60302,5.20471,28.55059,3.73416,3,4.3
2ha5,-4.02907,42.10775,659.56578,0.20052,6.91092,0.00000,4,4.34
4jz1,-9.81500,151.71701,1860.26422,7.00232,48.78601,8.54984,12,6.7
2hb3,-9.50081,120.74222,2097.80241,3.62442,66.85958,4.87800,15,11.35
3ryy,-6.14198,54.96125,875.82326,1.67896,28.15118,2.90942,5,7.42
2jdm,-4.82405,43.12043,574.81851,3.87036,0.94095,7.23562,4,5.4
4b2i,-4.52599,49.14739,501.05448,1.58420,19.32071,1.44303,0,3
4a6b,-9.65471,129.25183,2577.20129,5.12560,86.28115,3.55725,17,8.38
1wdn,-6.51940,77.49250,709.43984,5.56942,14.67239,10.20280,5,6.3
1qji,-6.76435,99.03932,2069.52862,4.59067,51.78762,4.29558,21,4.85
1x8j,-8.65855,30.21542,1191.51458,0.17012,52.33918,0.00000,1,6.96
1fh7,-6.13993,89.96467,1003.94490,6.44300,0.00000,8.16704,7,5.24
2cgf,-8.64325,66.17371,1242.61164,1.99095,30.43330,1.26926,1,6.41
2yi7,-7.72728,85.35922,1358.75265,2.52657,21.23993,2.24494,6,8.32
4qjx,-6.41463,68.09706,1466.80312,5.17376,30.37802,4.62611,9,7.28
4att,-6.36820,71.44575,1025.06286,5.30893,23.08965,8.79462,10,6.98
1ch8,-9.78463,151.26903,1771.00736,7.95134,0.00000,9.65189,7,7
3ms9,-5.31328,56.85521,716.36938,0.92103,31.41757,0.08300,3,5.22
1wur,-8.65644,153.85553,1971.52169,12.43259,0.64372,15.33472,14,6.66
4ijh,-6.60477,93.39723,846.86020,4.31742,20.48886,5.07475,3,4.33
4cwo,-9.30515,84.57966,1256.33367,1.36750,59.26051,1.35309,5,5.21
1jsv,-4.35183,69.17988,1006.59065,5.33506,21.02928,2.47553,5,5.7
3zbx,-11.26004,120.91692,1683.19507,3.08988,48.50331,1.95662,3,8.22
4z93,-8.90874,78.53040,1284.07927,1.36858,65.34393,0.74256,4,7.35
1mtr,-10.51013,115.22446,2257.00709,4.75685,77.72265,5.28790,12,8.4
2j4i,-8.00719,140.28560,1739.54719,4.15560,44.70744,1.09670,10,9
3vd9,-5.65287,54.88914,912.30883,3.18752,10.87582,5.01856,7,4
4c6u,-5.42546,90.26632,1070.82576,5.21382,32.51847,1.50179,3,4.59
4uoh,-7.21119,91.85721,1226.87492,2.49061,0.00000,4.88185,9,4.77
3si4,-8.71655,93.27315,1395.51313,1.95814,51.83070,2.28866,7,3.88
1owe,-7.58426,73.93183,1098.68298,2.97159,9.98219,5.09520,4,6.2
3sur,-6.21089,101.42799,936.55474,5.65658,15.77091,4.89783,4,4.15
1dud,-6.35271,83.06407,1053.28370,2.47133,10.47299,4.50819,10,4.82
2f6t,-8.85517,97.50832,1221.62340,3.70540,47.39996,5.31612,5,4.62
2olb,-8.26796,146.20886,1856.74726,7.06174,33.43619,12.66411,21,5.54
1bn4,-5.13819,58.27146,983.66435,4.50041,27.31436,4.69884,7,9.31
3v7t,-7.87798,107.08620,1359.67395,3.55641,20.55668,3.95163,7,7.21
4e4l,-9.73936,91.20147,1447.49130,1.95869,18.54653,1.99087,2,8.77
2cen,-11.56713,151.20495,2592.52408,4.58095,111.74358,4.92397,16,8.3
1egh,-4.82656,60.10965,672.70313,5.88304,0.00000,9.00091,5,5.7
1bq4,-5.24626,55.13260,1034.17822,4.66525,0.03494,6.32776,6,5.22
2ojg,-8.56379,75.27660,1272.40868,2.64503,36.46313,3.00918,3,5.64
4nja,-8.15672,87.81664,1172.53853,4.41381,29.02138,6.11035,4,6.22
3hvi,-11.29324,183.06717,2231.37625,9.54934,48.72583,10.53680,12,8.3
1ogg,-8.32929,123.34336,1895.93391,4.78479,20.55538,6.04614,16,5.19
3iae,-10.56579,194.20233,2554.80814,13.12514,40.25358,13.85962,14,3.89
2nmx,-5.52673,54.15193,848.16151,1.98575,17.56127,2.95400,5,5.57
3djv,-6.04350,63.22031,988.96115,3.17737,2.74874,5.16256,6,4.55
1gz4,-8.56190,120.58772,1569.19560,3.06259,0.00000,5.54390,10,3.7
1lnm,-12.48137,85.47812,1615.28305,1.34700,73.54449,1.90907,3,8.7
3d83,-11.66761,115.38944,1979.83933,1.95564,73.45007,2.04036,7,8.36
4s1g,-10.21530,97.63851,1562.44477,3.77072,66.98584,5.26542,6,9.22
4qf7,-4.58882,71.41496,1140.82022,7.31981,66.74950,1.08684,3,8.6
4dff,-6.72389,64.39164,982.56773,1.94137,32.69223,1.75476,3,7.46
3zsq,-7.38723,110.32594,1535.36726,3.30919,31.66989,4.82613,13,4.96
2j7d,-6.76340,109.24269,1207.55301,8.21497,0.00000,9.74057,8,7.13
3zps,-7.90125,129.94419,2462.39678,6.67095,64.02864,5.01599,20,8.3
1ppk,-6.70977,116.16207,1592.87723,5.88555,43.73398,7.23264,17,7.66
2pwg,-5.12303,71.18025,888.82802,7.15666,9.61890,7.27209,4,4.82
1ecq,-3.13683,82.26296,1017.47716,12.12012,0.77592,10.78848,8,3
2bys,-10.34405,120.11414,1703.57042,3.80395,94.08314,1.90249,7,9.52
3mxd,-8.91281,130.45723,2267.21475,6.54258,50.07504,5.27716,14,8.83
1w11,-6.48462,118.76071,1583.96852,9.05488,9.88877,10.04543,13,8.22
3d2e,-10.65701,140.58131,1908.90206,7.99769,0.00000,13.83778,10,6.42
4llj,-5.34195,46.41297,585.87500,0.45512,39.00382,0.00000,2,3.42
1b5i,-7.54995,127.82651,1736.19052,6.57507,20.87646,10.43820,18,7.05
2z94,-1.92538,12.80116,319.07156,0.18377,1.02475,0.00000,1,5.85
2nmz,-9.51367,136.69651,2382.50874,6.09226,67.62714,4.46644,14,8.37
1mh5,-7.97855,109.16277,1840.67939,4.51401,84.04369,3.76968,15,9.21
1fkf,-10.79931,112.69679,1948.54480,3.21177,65.09614,4.28512,10,9.4
187l,-5.43644,28.06367,622.45746,0.86467,55.77490,0.00000,0,3.37
3tfu,-8.56702,119.49958,1679.42981,7.66643,21.46909,8.69188,8,3.28
1zoh,-6.68968,60.56265,960.04423,2.10180,38.57417,0.00000,0,7
1jys,-4.03152,46.72233,535.48673,1.50175,0.00000,1.69123,1,3.52
4i7k,-5.78835,40.41151,562.53319,0.77808,60.08543,0.00000,0,3.04
4ury,-7.02765,75.13811,1007.22305,3.54162,43.83104,3.47662,4,2.22
1g36,-8.19616,103.86640,1415.64795,4.07065,35.10000,4.26768,7,7.17
3ipq,-13.30910,165.93818,2469.29953,2.58565,178.90413,2.48510,14,7.57
4np2,-4.20426,69.19984,635.25135,2.49438,13.85137,0.95822,2,2.26
4omc,-8.48807,159.36850,2354.70765,7.83763,22.85730,13.40053,24,10.78
3ok9,-7.33432,132.07974,2192.22915,8.94039,53.87736,4.65266,14,11.23
3acl,-9.86425,133.76374,1652.10684,1.88658,63.04549,0.00000,7,6.22
2q5k,-10.38958,141.77361,2356.20280,4.78605,90.12585,5.90627,16,11.3
4az5,-6.24894,89.40781,893.59445,4.97978,15.44455,5.13730,4,5.99
1om1,-9.30741,91.23290,1359.76217,4.46965,81.94955,1.73388,2,6.77
2a4m,-1.46392,51.25653,840.84731,7.01796,16.29128,1.57731,4,4.52
4xy8,-7.93818,80.83719,1023.85909,1.72688,29.26682,1.54045,2,6.4
3p3s,-6.72058,60.02006,1076.21996,3.10459,27.39668,2.82835,3,7.59
1m7d,-7.64089,83.05612,1692.08386,3.18066,10.33591,4.66470,13,6.23
4pp0,-8.37881,111.75520,1482.93029,7.81224,11.49556,11.21605,8,4.4
3qwc,-8.33567,94.73243,1402.28011,2.50987,49.82575,2.16251,7,4.26
1x38,-7.19522,107.00678,1241.28957,7.76860,29.61513,7.07539,6,8.77
1c5t,-6.16801,57.91775,747.91729,2.33431,4.75899,4.39875,2,4.1
5cqu,-5.77686,68.84273,1188.57162,1.90008,37.81078,0.00000,8,6.54
4rqv,-7.06450,78.94076,1003.43667,3.10911,67.36644,0.97433,3,5.05
2zmm,-8.04384,90.34285,1402.88125,3.65844,35.26808,4.64258,7,7.6
1nfy,-9.52336,132.89849,1558.42838,3.10010,48.33430,1.25342,6,8.89
