name,Gold.Goldscore.Fitness,Gold.Goldscore.Internal.Vdw,Gold.Goldscore.Internal.Torsion,Gold.Goldscore.External.Vdw,Gold.Goldscore.Internal.HBond,Gold.Goldscore.External.HBond,affinity
2w5g,43.5161,-2.7527,-8.0692,29.8069,0,13.3535,6.07
3bra,22.0298,-3.7771,-0.4852,12.371,0,9.2818,2.7
1w4p,15.0158,-13.2888,-4.3826,19.4577,0,5.9328,4.74
2ya8,63.341,-4.731,-5.595,27.5022,0,35.8516,5.75
3dxh,0.7667,-13.7629,-9.4687,15.0972,0,3.2395,3.19
4rd6,99.5416,-0.3667,-4.0502,49.8461,0,35.4201,6.28
3ddg,52.0044,-10.2965,-8.28,33.5455,0,24.4559,6
1o0m,10.6556,-24.3273,-3.8587,23.1585,0,6.9985,5.15
4aqh,52.2149,-2.7879,-9.8261,43.2054,0,5.4215,6.54
2r43,97.0952,9.7818,-12.3169,62.239,0,14.0516,6
4bny,19.7697,-32.1939,-0.4955,38.1521,0,0,7.1
4j7d,40.6394,-18.0095,-2.5105,44.4796,0,0,4.7
3hp9,-0.2978,-41.1357,-5.2335,31.1615,0,3.2243,4.59
4zow,17.0811,-11.9514,-7.7873,23.9344,0,3.91,4.12
3f33,2.3745,-31.352,-2.2273,26.1483,0,0,3.34
1b05,70.8105,-19.708,-5.8506,58.0006,0,16.6183,7.12
1r0p,72.3336,-1.2044,-1.6364,52.2734,0,3.2985,8
1dhj,60.9553,-8.0496,-7.7869,42.4449,0,18.4299,6.55
1lgt,52.9374,1.2581,-6.4151,31.0703,0,15.3727,6.1
3bva,88.9012,-22.8531,-18.1456,79.5019,0,20.5848,6.52
1dar,31.2471,-39.2867,-7.1083,42.7177,0,18.9053,4.96
2pyy,9.2246,-49.8937,-5.7715,19.1054,0,38.6199,4.6
3si4,61.8333,-4.919,-5.2546,45.8233,0,8.9998,3.88
4j44,48.3022,-6.8223,-7.9414,34.916,0,15.0564,5.73
1g54,36.1393,-0.7407,-3.9919,27.1739,0,3.5077,8.82
2p7a,34.8268,-1.1141,-0.4433,22.6098,0,5.2958,6.1
1tog,49.7766,0.6893,-1.9263,28.0768,0,12.4079,3.22
4np2,46.7374,0.4879,-0.7381,26.9001,0,10,2.26
1lvu,64.6466,-1.0307,-4.5712,42.3811,0,11.9745,5.32
4qij,88.2995,-23.1837,-22.2801,88.088,0,12.6424,5.54
4yzu,73.2334,-0.4723,-6.3885,53.9903,0,5.8575,5.05
1hwr,62.881,-2.812,-3.7538,44.2976,0,8.5375,8.33
4cst,53.3995,-17.6599,-5.9197,39.31,0,22.9278,8.89
4do5,54.3239,-6.7565,-4.1079,24.4317,0,31.5947,5.83
2pfy,60.2789,0.7004,-1.0935,25.7225,0,25.3036,6.52
4q7v,27.3866,-0.2089,-0.3601,20.2664,0,0.0893,3.59
3muz,36.7008,-5.9831,-3.0869,24.6665,0,11.8543,3.46
4bcm,54.6445,2.4702,-11.636,44.8762,0,2.1055,6.91
1r1h,62.2311,-21.5075,-9.084,62.0996,0,7.4356,8.92
3lgs,26.6905,-28.615,-3.8844,38.7109,0,5.9623,4.61
3ivx,64.3525,-5.5323,-6.3282,47.97,0,10.2542,5.74
4lbu,99.2063,-1.9482,-9.1848,59.7316,0,28.2085,6.56
3qt6,87.5161,3.4834,-3.7489,37.3955,0,36.3628,5.37
2qpq,19.5967,-10.373,-4.6331,18.5104,0,9.151,6.37
1okl,7.9515,-27.9133,-4.5763,28.5716,0,1.1552,6.03
1j16,37.7165,-7.6177,-0.34,25.7605,0,10.2535,3.84
1ajp,3.4443,-24.2906,-1.0755,20.7639,0,0.26,2.23
4v01,60.7749,-35.0658,-2.6603,69.0738,0,3.5246,8.11
4p6w,47.7646,-26.7288,-5.2506,56.2502,0,2.3999,9.15
4q4o,81.1694,-3.3534,-1.9737,45.834,0,23.4748,7.46
4z6h,38.7569,-2.6568,-7.0295,34.2625,0,1.3322,6.21
1xff,42.9674,-28.6285,-5.33,25.9698,0,41.2174,4.82
4pb2,37.4376,-4.1802,-3.5598,24.737,0,11.1642,4.8
4l19,49.9725,-1.2989,-1.7556,38.4096,0,0.2137,6.1
1t5f,14.1834,-19.771,-11.6557,20.015,0,18.0894,4.22
4ykk,43.0659,-5.1434,-1.7738,16.0735,0,27.882,2.77
1mrs,41.2686,-18.4715,-4.2041,38.7923,0,10.6048,3.96
3ao2,50.2154,0.5847,-2.3275,37.7877,0,0,3.77
3p3s,5.4005,-24.7056,-3.4224,23.6072,0,1.0687,7.59
4j48,41.9347,-13.6592,-8.338,37.2172,0,12.7582,5.62
3ov1,58.1439,-8.9234,-8.2792,39.0036,0,21.7165,5.2
1jzs,10.9282,-38.7502,-19.8999,47.2849,0,4.5615,6.6
2xab,47.7264,-2.3617,-6.3781,40.9245,0,0.1951,9.27
4l9i,51.9932,-0.5463,-2.3329,34.3993,0,7.5733,4.89
4ovh,38.4439,-2.4037,-4.8604,29.7533,0,4.7972,4.85
4dkr,34.9085,-19.9072,-1.9837,35.4954,0,7.9933,6.52
4ytc,62.5338,-6.4964,-2.3794,44.8909,0,9.6846,7.89
3hkt,-32.147,-68.4691,-6.9118,28.6532,0,3.8358,5.39
4bah,77.7666,-17.1626,-4.5745,55.7504,0,22.847,8.7
1d6v,6.8553,-50.9436,-5.5544,44.8411,0,1.6968,6.17
1hxw,91.1838,-11.2615,-11.3315,76.0745,0,9.1745,10.82
4rqk,36.311,0.9572,-22.1139,41.7946,0,0,5.82
1uho,51.1248,-5.7528,-8.2814,46.4307,0,1.3168,9.22
1bhx,53.1075,-25.5758,-4.9977,52.2684,0,11.812,6.84
3gcp,61.7895,-8.2258,-2.899,52.2677,0,1.0463,7.82
3d9z,38.5327,0.3885,-2.9946,26.1103,0,5.2372,8.7
4n9a,28.5872,0.7141,-1.0946,21.0675,0,0,4.19
2r58,38.259,-9.2782,-2.3528,24.8888,0,15.6679,2
4bt5,34.3921,-6.0532,-4.9787,18.0565,0,20.5964,2.76
2vmf,47.7652,-15.1028,-5.9232,32.425,0,24.2067,5.85
4ufh,48.0424,-6.9593,-1.5171,25.9972,0,20.7725,6.42
1nw5,79.058,-3.1374,-3.4497,49.5147,0,17.5623,5.21
1m7i,22.4352,-29.1372,-20.7581,49.5377,0,4.2161,5.4
4dff,40.3464,-0.2485,-3.1235,30.3406,0,2,7.46
1d2e,114.5853,1.915,-4.5841,52.2365,0,45.4292,6
1z4o,51.3537,-3.7548,-4.0041,31.1528,0,16.2775,4.52
4yo8,73.9991,-13.8585,-7.8961,55.0039,0,20.1234,10.52
3po6,19.7432,-15.5308,-2.2523,25.338,0,2.6866,7.06
1nli,50.9402,0,0,27.8628,0,12.6289,3.59
1afl,38.4594,-18.5945,-5.5423,34.9836,0,14.4937,6.28
2p53,12.2499,-48.4236,-6.0157,35.4796,0,17.9048,7.46
4crf,77.8311,-5.9669,-3.9806,57.5514,0,8.6454,9.3
2h3e,86.8081,-2.4237,-3.2519,30.5434,0,50.4866,5.7
2wc4,63.5073,-12.4162,-6.2253,43.8927,0,21.7964,5.29
2oi0,55.5112,0.956,-4.5778,40.1656,0,3.9054,7.55
4x5p,54.6466,-10.5532,-9.9653,37.4207,0,23.7117,8.21
2ves,45.8343,-14.0168,-5.3971,45.5773,0,2.5795,7.7
2nta,25.5753,2.6185,-49.7872,41.4819,0,15.7063,4.8
3r16,36.854,-1.0396,-4.0233,29.5588,0,1.2736,7.3
2j75,52.7733,-6.8706,-2.6511,24.0683,0,29.2011,6.65
1utj,32.5382,-2.1001,-0.3629,20.9105,0,6.2493,3.84
2v25,33.9538,-22.1335,-5.1484,16.1605,0,39.015,5.72
3eeb,12.4332,-65.5234,-32.6336,50.7176,0,40.8535,5.89
2c80,66.8296,-15.8171,-15.651,45.442,0,35.8149,5.33
3hmo,36.0105,-19.8574,-3.8488,40.8878,0,3.4959,7.52
1e1v,51.9718,-3.7848,-0.8538,36.0118,0,7.0942,4.92
4pnu,40.3424,-1.973,-7.9651,32.7775,0,5.2115,4.89
1sr7,79.4821,-10.2884,-3.0063,66.2438,0,1.6916,10.1
1b6k,82.5396,-21.9837,-5.2406,65.498,0,19.7041,8.74
1bwa,87.2536,-28.0512,-6.4369,76.3181,0,16.8044,8.6
5cep,53.3541,-0.1346,-1.9534,38.8839,0,1.9767,6.84
4p6c,17.6718,-30.3494,-7.4474,29.9322,0,14.3118,4
4qsu,18.6393,0.1144,-0.3601,12.0063,0,2.3764,2
2wly,31.8212,-24.2536,-9.6069,42.1703,0,7.6976,6.6
2bt9,45.8636,-3.6512,-0.6466,25.6637,0,14.8738,6.19
3vh9,41.1305,0.1901,-2.369,21.5193,0,13.7204,6.24
1i37,60.0138,-1.6787,-0.2466,42.4812,0,3.5275,9.57
4gki,11.4737,-34.952,-2.2069,32.46,0,4,4.46
3egt,126.9571,-17.7751,-9.7237,45.1391,0,92.3896,8.9
4nl1,13.3855,-7.2558,-1.5478,16.1375,0,0,3.89
1gu1,33.5273,-9.1233,-3.0267,26.9865,0,8.5709,4.52
4g0y,51.1442,-0.7664,-2.8764,26.675,0,18.1089,2.3
4i72,58.8356,-14.0756,-1.1766,44.1837,0,13.3353,9.05
3d1x,83.6468,-8.8797,-8.3921,67.3398,0,8.3263,8.66
2xyt,24.2404,-37.2352,-5.2803,48.5497,0,0,6.29
4kn1,73.1427,-6.5828,-9.7202,56.0528,0,12.3731,6.84
4m8y,33.3706,-43.8451,-22.6337,66.5356,0,8.3629,9.96
1zdp,37.3546,-15.3945,-2.5963,30.9983,0,12.7228,5.74
1ela,33.4108,-15.6258,-10.2966,40.6814,0,3.3963,6.36
3m6r,47.3088,-10.8078,-10.0764,44.7106,0,6.7159,7.49
3ebl,47.052,-0.1264,-2.4179,33.4192,0,3.645,6.3
4lhm,42.4668,-0.0662,-1.8946,30.3695,0,2.6696,3.39
3b92,53.5108,-3.1663,-6.1691,43.8984,0,2.4858,8
4o2b,64.5699,-5.7077,-6.7528,55.693,0,0.4526,5.74
1bju,18.3892,-28.1045,-4.8675,29.358,0,10.994,4.8
1f5l,30.1381,-5.2631,-0.1864,21.859,0,5.5314,5.28
4gah,30.2726,-37.8668,-25.2535,60.6768,0,9.9624,6.1
3vfb,94.1815,1.5618,-8.4996,67.5381,0,8.2544,9.04
3drf,73.2828,-13.903,-13.6012,65.9382,0,10.122,7
4rhx,56.2026,-28.5591,-7.9743,46.844,0,28.3255,5.8
4u0w,17.8587,-48.9708,-6.6053,37.6675,0,21.642,3
4np3,47.6273,0.8791,-0.7458,29.7166,0,6.6336,3.3
4er2,24.5449,-41.6571,-14.1387,53.2157,0,7.1691,9.3
1iih,33.387,-4.0425,-6.9921,22.8709,0,12.9742,2.89
1f3e,39.7731,0,0,26.6432,0,3.1387,6.7
2pk6,106.7111,-10.7026,-7.9047,85.876,0,7.2389,10.89
2nnd,36.2466,-0.2946,-0.5886,27.0034,0,0,6.06
4ag8,89.4474,-4.6682,-4.9811,66.4797,0,7.6871,8.96
4hwo,72.7543,-17.4708,-7.843,58.0999,0,18.1806,8.54
2wq5,-91.0629,-133.5124,-2.8529,32.3762,0,0.7852,3.74
3moh,42.349,0.3751,-3.629,17.8559,0,21.0511,2.84
4kax,148.3681,-0.2919,-6.3221,61.6488,0,70.215,4.77
3wtm,54.4271,0.7249,-1.5556,40.1065,0,0.1113,7
1n8v,26.9625,-10.2594,-7.2078,31.5247,0,1.0832,6.03
3odu,49.1831,-6.0038,-3.9378,35.7271,0,10,8.14
2qfu,57.997,-3.1504,-4.2483,20.7368,0,36.8826,4.18
2gst,73.5004,-5.7636,-5.5905,49.3316,0,17.0236,6.07
2weh,34.0816,-1.7811,-3.3294,24.3515,0,5.7088,5.95
1kuk,65.7781,-9.5648,-5.497,53.4061,0,7.4066,3.91
4exs,38.703,-1.5767,-3.3827,20.1593,0,15.9434,4.41
2haw,93.9339,1.0886,-1.2088,21.0689,0,65.0844,4.92
3f5l,7.4924,-50.2242,-10.1289,37.526,0,16.2473,3.72
1lpk,66.902,-26.2727,-4.2869,62.8614,0,11.0271,7.55
2ayr,90.4597,-2.4344,-8.9621,66.5041,0,10.4131,9.29
2vwn,67.5833,-2.7652,-13.4166,60.2438,0,0.9298,8
4qll,37.7144,-44.0175,-16.9033,56.6539,0,20.736,3.38
3jzj,41.0068,-54.4907,-23.2242,59.2625,0,37.2357,3.61
1c3e,38.4084,-20.5003,-10.2691,42.4863,0,10.7591,6.59
1oau,23.5139,-21.7045,-4.4166,33.0959,0,4.128,7.7
5dqe,4.6922,-40.7168,-4.2537,35.1192,0,1.3738,3.63
3td4,39.4926,-12.9476,-5.7486,25.7904,0,22.727,5.66
3hku,53.0158,-1.1308,-1.0018,35.0184,0,6.9981,8.3
3k1j,95.3555,0.973,-8.0322,54.3265,0,27.7158,6.4
3nsn,9.3676,-69.8783,-29.3037,55.6532,0,32.0265,7.19
4i74,74.206,-7.4711,-5.986,45.5243,0,25.0672,6.72
7std,52.8172,1.8016,-4.6263,40.4668,0,0,10.72
3n2u,37.348,-7.2827,-11.2377,37.5644,0,4.2174,7.84
4ndu,26.5453,-5.1508,-1.941,22.5185,0,2.6742,2.74
188l,28.2685,-1.8488,-0.7087,22.4189,0,0,3.33
1q7a,14.357,-5.873,-13.2944,24.3814,0,0,7.19
2q54,75.4581,-3.4459,-13.5467,60.5754,0,9.1596,9.01
1ivp,3.2996,-53.567,-19.5234,51.292,0,5.8635,7.52
2d3z,51.613,-2.1909,-5.5059,40.158,0,4.0926,6.64
3t0b,42.4088,-4.7574,-7.0148,26.7172,0,17.4449,4.3
5e2o,48.6512,-7.7804,-8.0145,46.3021,0,0.7807,8.7
2cer,65.5764,-7.2341,-2.984,37.5495,0,24.164,9.22
2igv,46.7235,-0.8813,-2.104,21.3113,0,20.4059,2.23
3sk2,50.9085,-2.0912,-0.5678,38.9581,0,0,3.61
4ca7,105.7188,-1.476,-10.9078,72.6577,0,18.1983,7.36
3o9e,89.1585,-1.264,-10.7645,66.5638,0,9.6618,11.3
2hzy,90.9815,0.5474,-6.0586,32.9045,0,51.249,7.39
4q83,26.7203,0.0094,-0.3669,19.6604,0,0.0448,4.19
4xmr,48.6883,-5.5545,-1.689,26.1359,0,19.995,4.07
4b2l,39.8499,-0.6521,-1.18,27.2694,0,4.1865,3.24
1xbo,64.9209,-4.8038,-15.4056,50.642,0,15.4975,6.04
4aci,61.2316,0.0311,-4.667,20.6338,0,37.496,2.22
1j4r,8.9962,-39.73,-21.2106,50.1811,0,0.9378,7.72
4jne,131.7725,1.9181,-5.558,63.4818,0,48.1249,5.86
3gi5,73.0668,0.5793,-11.1878,57.0195,0,5.2734,11.22
3ljg,60.5084,-5.644,-12.2989,52.3627,0,6.4526,7.73
2rd6,46.5524,-3.4696,-0.5277,35.0856,0,2.3069,8.3
3ubd,9.8456,-41.1527,-20.5646,49.1366,0,4,5.54
2wf5,45.4903,-4.7078,-1.9991,26.1309,0,16.2672,6
1izi,57.4354,-31.8458,-21.0214,69.681,0,14.4912,6.59
2idw,79.1383,2.3242,-10.8396,59.0398,0,6.474,8.89
3f68,35.3455,-25.2594,-9.7102,49.6596,0,2.0332,5.06
1w9v,57.8942,-20.1937,-5.2378,45.995,0,20.0826,6.34
4el0,49.2942,-7.8246,-4.3536,39.1779,0,7.6028,4.49
3ny3,44.8664,-6.9327,-7.9741,31.9554,0,15.8345,4.71
4ido,117.1765,-8.1145,-3.3489,55.3756,0,52.4985,4.93
2c1p,51.6929,0.4781,-3.2845,37.413,0,3.0564,5.4
1qxk,57.17,-19.991,-14.3624,50.7131,0,21.7928,5.05
3ohi,50.3165,-5.1119,-8.7506,27.3894,0,26.5187,4.85
4gu9,38.7655,-1.3791,-0.8755,27.4815,0,3.2329,4.37
4kp5,58.701,-3.4855,-5.0175,34.6793,0,19.5201,6.08
2xxx,41.807,-14.0756,-5.5274,26.9723,0,24.323,6.41
3sbh,38.0663,-6.2516,-6.0889,31.8857,0,6.5639,7.28
3hl8,41.9095,-0.7457,-0.482,31.1277,0,0.3367,4.49
2zn7,52.9098,6.8623,-27.3555,43.039,0,14.2243,7.89
1ceb,16.2893,-17.1556,-2.3088,21.35,0,6.3974,6
1xk5,-2.4041,-42.1724,-12.3766,35.0943,0,3.8901,6
4baq,87.1768,-15.0772,-5.5729,61.9906,0,22.5898,9.01
4ahu,38.2787,0.5936,-0.0516,27.4449,0,0,2.27
5e2r,43.1114,1.6905,-10.1366,35.3402,0,2.9648,7.06
1fki,56.9398,0.367,-0.2237,40.5232,0,1.0771,7
3mi3,27.6506,-5.7425,-3.1202,22.293,0,5.8604,5.45
2xd9,63.5067,-8.1182,-7.4718,45.1177,0,17.0599,6.46
2i3v,-3.7529,-56.4662,-5.3158,22.6238,0,26.9214,6.55
2j77,41.2382,-6.7468,-2.4192,24.1215,0,17.2372,4.89
3uyr,-81.9122,-136.2722,-19.2027,52.5688,0,1.2806,6.9
4jwk,10.0638,-14.5776,-2.7038,17.8449,0,2.8086,8.32
1u33,47.1506,-18.5882,-17.7771,48.2559,0,17.164,4.6
1g3e,18.1431,-24.7107,-3.8443,24.0466,0,13.634,5.38
3brn,47.3501,-4.4023,-0.5134,34.1114,0,5.3627,8.7
1tjp,45.7824,-33.3976,-5.5078,44.2879,0,23.7919,4.42
4mnp,42.8512,-19.525,-7.5226,28.9757,0,30.0573,7.34
2ra6,32.0298,-1.0869,-0.7754,24.1562,0,0.6773,4.52
1tcw,-0.232,-46.4158,-19.6952,45.1512,0,3.7961,6.02
4aq4,47.728,-2.8689,-2.7805,29.2663,0,13.1362,6.17
4mn3,104.7,-19.6921,-9.3165,76.6084,0,28.372,5.75
3l79,39.0239,-5.2693,-3.6281,32.2031,0,3.6421,2.46
1ql9,56.8765,-16.8268,-3.7059,56.2976,0,0,5.35
1k1o,-10.8983,-56.1495,-14.7039,40.0828,0,4.8413,6.17
1afk,64.2666,1.2466,-8.3052,36.949,0,20.5204,6.62
1d3p,66.5148,-24.8507,-12.1771,58.7931,0,22.702,7.39
4oc1,44.7049,-44.6076,-14.4629,58.3763,0,23.508,6.6
4zj4,79.9418,-0.3151,-4.6007,56.7323,0,6.8507,8.1
5alb,66.6859,-32.1939,-9.3584,77.2848,0,1.9717,10.71
2qi5,83.7336,-7.1871,-10.3654,66.1349,0,10.3508,10.85
4bcp,44.1224,2.4129,-17.5911,40.21,0,4.0118,6.25
1zfq,34.7171,-1.2274,-2.9522,25.058,0,4.4419,7.52
2ihq,53.7409,1.0063,-5.8597,41.8403,0,1.0639,8.49
4xtw,96.1358,-22.8972,-7.4343,81.4895,0,14.4192,9.03
2rio,73.9871,-6.0601,-4.5524,39.8321,0,29.8305,4.69
3n35,19.4866,-12.6268,-6.3144,22.8762,0,6.973,3.37
3su5,94.9415,-1.0728,-5.8916,66.6759,0,10.2265,5.58
3s54,71.6313,5.8625,-9.6663,49.575,0,7.2694,9.64
4w9f,51.0295,-5.2036,-8.0047,44.4306,0,3.1458,5.49
2bpy,69.4001,-8.0594,-18.749,63.9612,0,8.2619,7.4
4rlt,39.171,-15.3763,-1.3313,39.1655,0,2.0261,4.96
3nox,55.3437,1.4058,-13.373,38.1676,0,14.8306,8.66
1pzp,23.3703,-12.5073,-4.6137,29.4482,0,0,3.31
4wop,68.5448,-6.2934,-9.9086,46.2549,0,21.1464,4.76
4ra1,41.7227,-9.351,-10.7127,36.2083,0,12.0001,5.94
3umo,85.1443,-0.9878,-7.3878,54.5444,0,18.5215,3.89
4tkh,38.8293,-7.1746,-2.5971,30.5368,0,6.613,5.74
3l3m,42.8316,-22.4396,-0.9107,45.6999,0,3.3445,8.22
1n1m,28.6277,-7.2174,-10.2248,25.1811,0,11.4459,5.7
2wqp,56.3062,-17.4558,-15.1582,41.2765,0,32.165,5.51
1y3x,23.2893,-41.8764,-2.5523,38.7324,0,14.461,5.14
2qhz,74.666,1.2232,-10.1192,56.7188,0,5.5735,7.28
3sm2,68.4085,-1.9294,-9.2839,55.7634,0,2.9471,9.7
2ce9,73.8701,-9.1931,-12.6589,52.3636,0,23.722,6.03
1wcq,-32.5313,-99.3151,-10.685,30.0544,0,36.144,6.26
3ipq,94.1242,-18.1819,-6.7739,84.4982,0,2.8949,7.57
3dp4,65.536,1.4754,-1.9442,25.2495,0,31.2868,7.37
5bry,70.506,-7.7964,-13.7079,60.8454,0,8.3479,11.82
2tmn,37.6145,-4.0617,-2.9566,26.6631,0,7.971,5.89
2xmy,47.5142,-12.5732,-12.3773,49.9472,0,3.7872,9.96
3bxe,44.703,-0.5566,-5.3321,24.6028,0,16.7629,5.48
2jdh,27.2728,-12.9753,-14.9096,16.0614,0,33.0733,6.51
4ca5,101.3098,-1.4092,-8.3464,72.7826,0,10.9893,9.39
4f3k,96.1444,-6.9093,-3.0212,60.569,0,22.7926,10.16
2hw2,-88.2924,-167.0532,-17.2472,68.8384,0,1.3553,2.97
4m2w,3.028,-38.3227,-3.7711,29.5893,0,4.4365,7.28
1wuq,166.3062,2.8993,-2.6374,60.2984,0,83.134,8.27
3b67,50.7669,-14.5976,-7.9264,50.728,0,3.5399,8.85
1oth,97.6497,-4.1717,-5.7568,43.0047,0,48.4468,7
3q7q,84.939,-2.2708,-4.2573,44.0606,0,30.8838,5.65
4psb,40.8679,0.324,-2.1553,31.0539,0,0,4.64
2fgu,84.9466,-13.6997,-8.959,71.8923,0,8.7534,9.18
1kui,55.0226,-8.8942,-6.662,48.8511,0,3.4084,3.77
5e13,46.298,-0.6335,-5.2539,31.0178,0,9.5359,4.24
4y5d,54.2229,0.2706,-3.9729,39.1638,0,4.075,5.92
4zbf,84.4289,1.0101,-4.5368,56.0636,0,10.8681,7.13
4zwz,1.3326,-34.0072,-13.6828,32.033,0,4.9772,8.7
1gai,42.3925,-40.0095,-22.0052,52.263,0,32.5455,8
2gv6,29.2088,-21.6429,-9.1639,37.0974,0,9.0066,7.34
2xbp,137.0942,2.9644,-4.5983,63.2557,0,51.7515,5.02
1b32,87.3401,-17.7142,-7.8742,64.2135,0,24.6349,7.1
1pxo,38.4107,-2.9117,-8.8886,34.9689,0,2.1288,8.7
4k0o,-57.6027,-84.5737,-10.6612,22.0823,0,7.269,3
1sv3,14.182,-1.8343,-0.8106,12.1887,0,0.0674,4.35
4bf1,41.2743,2.7059,-8.1843,31.3518,0,3.644,8.62
4b9k,61.2311,0.5519,-12.8077,50.6661,0,3.8211,6.17
4ezr,-40.5011,-90.213,-32.7278,52.8154,0,9.8184,5.2
4yha,28.0843,-3.2567,-7.7354,20.6103,0,10.7373,6.65
3l7d,50.6596,-8.6324,-3.7223,44.8817,0,1.302,2.18
1o35,17.4477,-23.13,-0.6112,27.3865,0,3.5326,5
1ws4,34.3451,-5.4642,-2.509,23.6442,0,9.8075,3
3g32,20.3234,-2.8258,-2.2738,18.3567,0,0.1825,3.71
2cgr,66.7034,-3.3344,-4.4264,48.6722,0,7.5399,7.28
1c84,11.2995,-38.8688,-6.6046,34.757,0,8.9821,5
3v3q,-85.2076,-46.5412,-33.092,-6.1042,0,2.8189,6.6
3hk1,45.798,-12.0535,-2.5541,37.092,0,9.404,6.17
1lst,66.3795,-7.7174,-1.8976,28.9495,0,36.1889,7.85
2qd8,82.8865,1.8577,-9.8668,59.8921,0,8.5438,9.07
4ynl,78.1471,-31.8641,-12.9635,58.567,0,42.4451,4.62
3rz5,21.4787,-26.2035,-6.7172,30.8301,0,12.008,7.89
1b5h,66.7778,-21.0158,-7.3839,56.6081,0,17.3414,6.01
4k6i,62.4872,-13.8032,-8.5988,56.5346,0,7.1541,6.2
4xu3,105.1119,-5.8002,-8.6762,77.8005,0,12.6125,9.5
3kgt,-6.9852,-40.1967,-4.8886,27.7092,0,0,5.51
1ro6,51.6957,-0.8525,-1.3132,37.8973,0,1.7527,6.46
1fcy,84.3022,-5.0552,-4.2185,65.3806,0,3.6776,8.52
4g8n,50.038,-4.4581,-6.4921,23.7964,0,28.2681,7.2
4i7m,20.7262,-11.6497,-1.2577,24.2567,0,0.2807,4.14
1mrn,92.0309,0.103,-15.683,65.6782,0,17.3033,4.52
4g5f,33.0143,-0.0882,-1.1103,18.6761,0,8.5332,3.05
3uil,-25.9432,-25.4861,-16.775,11.8675,0,0,6
3aqt,31.1616,-1.971,-0.0394,19.7614,0,6,6.72
4e3g,17.2533,-0.9095,-0.1911,13.3482,0,0,4.97
1yp9,44.3406,-25.9082,-1.4372,41.908,0,14.0625,5.11
4c9x,70.4152,1.324,-2.3373,51.1557,0,1.0893,7.32
4m0r,-37.4102,-93.8664,-10.0133,41.7445,0,9.0708,5.21
1td7,29.5794,-4.6685,-0.3715,25.1778,0,0,4.37
4mrg,42.1478,0,0,23.3798,0,10.0006,2.96
4oc2,71.2882,-27.6311,-9.5041,61.8674,0,23.3557,8.28
3zze,36.7228,-28.6098,-2.5497,46.5471,0,3.8802,8.89
4yc9,15.2122,-28.7184,-13.0691,40.7865,0,0.9183,8.89
1yej,49.3547,-11.3122,-14.8822,53.0985,0,2.5386,7.46
4xtz,133.1774,-3.7603,-5.6226,88.3754,0,21.0442,9.82
2qci,84.943,0.149,-9.5618,62.5608,0,8.3348,8.34
2vba,47.3648,-1.5955,-3.804,38.374,0,0,4.6
1pb8,57.1065,-3.9501,-4.0046,19.7509,0,37.9037,5.15
4ljh,36.0294,-6.7061,-5.4734,20.4968,0,20.0258,4.71
4tmk,159.1634,4.319,-11.3454,91.452,0,40.4433,7.7
4det,-42.7779,-69.4792,-6.1989,23.7986,0,0.1772,5.68
1bjv,22.0592,-20.3677,-9.1047,29.3228,0,11.2127,5.54
1e3v,4.5229,-29.713,-4.1721,27.9331,0,0,4.34
1rql,30.1341,0.4672,-3.0179,17.8612,0,8.1255,2.75
3zm9,56.9163,-7.8009,-10.1454,53.2714,0,1.6144,7.42
1qb1,27.9985,-25.6053,-11.3974,38.9708,0,11.4163,6.77
1b55,12.3369,-49.2927,-19.8921,42.4592,0,23.1404,7.4
2r9x,42.4478,0.934,-4.8201,27.1771,0,8.9654,4.85
4bs0,45.1748,-1.0508,-0.0425,25.916,0,10.6336,5.7
1hsl,55.5913,-2.0249,-1.5517,20.5662,0,30.8895,7.19
1b51,63.5673,-22.3304,-7.3334,55.8505,0,16.4366,7.37
2epn,55.1076,-3.3848,-4.5938,36.7488,0,12.5565,7.22
4asd,80.6994,-1.2926,-6.1579,60.8291,0,4.51,9.28
4epy,52.968,2.0304,-1.9319,32.1873,0,8.612,3.47
3sus,55.4619,-5.1523,-7.3087,39.4213,0,13.7187,4.15
4xir,60.3809,-5.5968,-5.6258,49.9259,0,2.9553,6.94
3rm4,67.1381,-2.2443,-3.9329,45.1583,0,11.2227,5.77
1bm7,-4.1612,-40.5813,-2.7211,28.4663,0,0,7.52
4q0k,30.5516,-14.8744,-2.0131,34.0404,0,0.6336,4.87
4fz3,3.5242,-48.599,-15.8081,45.728,0,5.0553,3.73
3fjz,52.5554,-3.1465,-4.3137,19.9993,0,32.5166,4.05
1s5z,20.957,-22.0544,-14.9401,35.4647,0,9.1874,3.21
3e12,58.4166,-15.2938,-7.7326,32.3316,0,36.987,5.99
2j7g,59.2501,-5.399,-3.4188,32.3422,0,23.5974,7
3iod,36.3717,-3.6145,-6.9709,28.0393,0,8.403,4.1
4k7o,-22.2274,-30.8324,-3.1513,6.539,0,2.7652,4.3
3ipu,75.307,-3.21,-4.122,58.1274,0,2.7138,7.32
2iuz,72.2522,0.8121,-5.0436,54.7444,0,1.2101,5.55
3rz1,24.0434,-12.541,-5.2992,28.3094,0,2.9582,8.74
2i4u,75.2334,-9.5942,-11.2437,62.7783,0,9.7512,11.57
3ok9,79.4803,-3.7877,-10.8111,62.5399,0,8.0867,11.23
2vvp,48.351,-7.132,-9.0221,26.6034,0,27.9255,3.4
