name,Orientation_Score,Affinity_Score(Heavy_Ligand_Atoms),Affinity_Score,Buried_Protein_Hydrophobic_Term,Hydrophobic_Complementarity_Term,Polar_Component_Term,Number_of_Protein-Ligand_Hydrophobic_Contacts,Number_of_Protein-Ligand_H-bonds,Number_of_Protein-Ligand_Salt-bridges,Number_of_Metal-Ligand_Bonds,Number_of_Interfacial_Unsatisfied_Polar_Atoms,Number_of_Interfacial_Unsatisfied_Charged_Atoms,Buried_Carbons,affinity
3si4,-7.589,-0.119,-8.439,-3.910,-0.249,0.938,73,3,0,0,7,0,1.000,3.88
4j44,-7.763,-0.093,-7.632,-2.503,-0.581,0.670,47,3,4,0,5,0,0.882,5.73
1g54,-7.157,-0.131,-8.495,-3.449,-0.498,0.670,34,2,4,0,5,0,1.000,8.82
2p7a,-6.175,-0.192,-6.948,-1.615,-0.249,0.134,38,3,0,0,1,0,1.000,6.1
1tog,-7.263,-0.183,-7.236,-2.107,-0.581,0.670,42,3,4,0,5,0,1.000,3.22
4np2,-6.142,-0.099,-6.899,-2.721,-0.166,1.206,45,0,2,0,6,3,0.929,2.26
1lvu,-7.870,-0.075,-6.723,-1.862,-0.581,0.938,45,7,0,0,5,2,1.000,5.32
4qij,-13.143,-0.116,-12.307,-7.152,-1.411,1.474,129,11,6,0,7,4,1.000,5.54
4yzu,-8.376,-0.098,-7.852,-4.561,-0.083,2.010,108,1,0,0,14,1,1.000,5.05
1hwr,-8.363,-0.164,-10.132,-5.322,-0.664,1.072,70,8,0,0,7,1,1.000,8.33
4cst,-8.709,-0.167,-9.735,-4.357,-0.830,0.670,65,9,1,0,5,0,1.000,8.89
4do5,-8.815,-0.244,-7.905,-1.410,-1.411,0.134,33,6,11,0,1,0,1.000,5.83
2pfy,-8.514,-0.212,-7.124,-1.178,-0.996,0.268,48,6,6,0,2,0,1.000,6.52
4q7v,-5.033,-0.056,-5.719,-1.305,-0.000,0.804,20,0,0,0,5,1,1.000,3.59
3muz,-7.327,-0.167,-7.730,-2.084,-0.830,0.402,27,4,6,0,3,0,1.000,3.46
4bcm,-8.253,-0.111,-8.874,-5.066,-0.332,1.742,78,4,0,0,12,1,1.000,6.91
1h6h,-7.977,-0.043,-6.711,-1.837,-0.996,1.340,19,8,4,0,7,3,0.588,5.3
1r1h,-10.145,-0.184,-10.567,-4.755,-0.996,0.402,91,8,4,0,3,0,1.000,8.92
3lgs,-7.336,-0.115,-7.167,-2.070,-0.415,0.536,47,4,1,0,4,0,1.000,4.61
3ivx,-10.193,-0.141,-9.454,-4.797,-0.913,1.474,98,5,6,0,11,0,1.000,5.74
4lbu,-9.677,-0.102,-8.169,-3.946,-0.747,1.742,89,9,0,0,12,1,1.000,6.56
3qt6,-9.958,-0.132,-7.850,-1.591,-1.577,0.536,39,9,10,0,3,1,1.000,5.37
2qpq,-6.691,-0.079,-6.248,-1.119,-0.581,0.670,19,6,1,0,2,3,1.000,6.37
1okl,-6.493,-0.132,-7.469,-2.755,-0.166,0.670,47,2,0,0,4,1,1.000,6.03
1j16,-6.812,-0.105,-6.166,-1.605,-0.415,1.072,43,1,4,0,8,0,1.000,3.84
1ajp,-6.361,-0.103,-6.457,-1.794,-0.249,0.804,43,3,0,0,5,1,1.000,2.23
4v01,-9.969,-0.139,-10.643,-6.701,-0.332,1.608,127,3,1,0,10,2,1.000,8.11
4p6w,-8.069,-0.118,-9.344,-5.166,-0.166,1.206,75,2,0,0,8,1,0.926,9.15
4q4o,-8.036,-0.098,-7.563,-3.455,-0.498,1.608,74,6,0,0,9,3,0.938,7.46
4z6h,-6.986,-0.122,-7.659,-3.430,-0.083,1.072,69,1,0,0,8,0,1.000,6.21
1xff,-8.775,-0.219,-7.412,-1.134,-1.328,0.268,13,9,7,0,2,0,1.000,4.82
4pb2,-6.888,-0.089,-6.826,-1.863,-0.415,0.670,36,5,0,0,3,2,1.000,4.8
4l19,-7.780,-0.124,-7.582,-3.672,-0.166,1.474,81,2,0,0,11,0,1.000,6.1
1t5f,-7.087,-0.168,-7.234,-1.588,-0.830,0.402,18,6,4,0,2,1,1.000,4.22
4ykk,-8.640,-0.277,-7.156,-0.693,-1.245,0.000,26,7,8,0,0,0,1.000,2.77
1mrs,-9.639,-0.117,-7.785,-2.292,-1.079,0.804,69,6,7,0,3,3,1.000,3.96
3ao2,-7.001,-0.109,-7.070,-2.573,-0.083,0.804,66,1,0,0,5,1,1.000,3.77
3p3s,-6.535,-0.115,-7.290,-2.142,-0.332,0.402,32,2,2,0,2,1,0.909,7.59
4j48,-7.631,-0.079,-7.750,-3.374,-0.498,1.340,52,2,4,0,9,1,0.895,5.62
3ov1,-8.808,-0.110,-8.944,-3.668,-0.996,0.938,46,12,0,0,5,2,0.947,5.2
1jzs,-8.417,-0.087,-8.279,-4.573,-0.498,2.010,62,6,0,0,9,6,0.808,6.6
2xab,-7.294,-0.151,-8.550,-4.053,-0.083,0.804,82,1,0,0,5,1,1.000,9.27
4l9i,-6.819,-0.081,-7.170,-2.992,-0.166,1.206,54,1,1,0,9,0,0.895,4.89
4ovh,-7.124,-0.136,-8.619,-2.954,-0.581,0.134,38,2,5,0,1,0,1.000,4.85
4dkr,-7.014,-0.059,-6.799,-2.991,-0.332,1.742,41,2,2,0,12,1,0.889,6.52
4ytc,-7.352,-0.098,-7.766,-3.690,-0.332,1.474,59,4,0,0,11,0,1.000,7.89
3hkt,-7.890,-0.069,-7.016,-2.225,-0.913,1.340,25,5,6,0,9,1,0.917,5.39
4bah,-9.589,-0.123,-9.025,-4.349,-0.664,1.206,95,4,4,0,8,1,1.000,8.7
1d6v,-8.261,-0.128,-8.793,-4.430,-0.083,0.938,118,1,0,0,3,4,0.870,6.17
1hxw,-10.067,-0.124,-11.439,-7.733,-0.498,2.010,111,6,0,0,12,3,0.946,10.82
4rqk,-7.781,-0.145,-8.562,-3.899,-0.249,0.804,78,0,3,0,5,1,0.933,5.82
1uho,-7.252,-0.098,-8.542,-4.849,-0.083,1.608,77,1,0,0,11,1,0.913,9.22
1bhx,-9.355,-0.098,-8.255,-3.898,-0.747,1.608,76,5,4,0,10,2,1.000,6.84
3gcp,-8.718,-0.150,-9.258,-5.029,-0.083,1.072,129,1,0,0,6,2,1.000,7.82
3d9z,-7.133,-0.158,-7.749,-2.269,-0.664,0.402,23,4,4,0,3,0,1.000,8.7
4n9a,-5.559,-0.122,-7.296,-2.263,-0.083,0.268,31,0,1,0,2,0,0.846,4.19
2r58,-6.567,-0.107,-6.498,-1.165,-0.249,0.134,49,0,3,0,1,0,0.750,2
4bt5,-8.371,-0.260,-7.558,-1.146,-1.328,0.134,19,6,10,0,0,1,1.000,2.76
2vmf,-9.652,-0.194,-7.934,-1.873,-1.245,0.402,60,6,9,0,3,0,1.000,5.85
4ufh,-8.065,-0.190,-7.122,-1.393,-0.913,0.402,38,7,4,0,3,0,1.000,6.42
1nw5,-9.792,-0.127,-8.636,-3.628,-0.996,1.206,69,8,4,0,9,0,1.000,5.21
1m7i,-8.528,-0.060,-8.577,-5.458,-0.581,2.680,60,7,0,0,19,1,0.879,5.4
4dff,-6.404,-0.141,-8.325,-3.694,-0.083,0.670,71,1,0,0,5,0,0.938,7.46
1d2e,-11.070,-0.096,-7.916,-1.593,-1.909,0.804,37,16,7,0,2,4,1.000,6
1z4o,-7.469,-0.029,-5.682,-1.357,-0.581,1.474,30,7,0,0,8,3,1.000,4.52
4yo8,-9.026,-0.156,-8.337,-3.240,-0.415,0.536,94,5,0,0,4,0,1.000,10.52
3po6,-7.711,-0.144,-7.954,-2.474,-0.664,0.402,38,4,4,0,3,0,1.000,7.06
1nli,-7.038,-0.063,-5.850,-1.155,-0.415,0.938,43,3,2,0,7,0,1.000,3.59
1afl,-8.662,-0.035,-6.310,-1.806,-1.162,1.876,32,5,9,0,7,7,0.800,6.28
2p53,-7.501,-0.050,-6.213,-1.588,-0.747,1.340,19,8,1,0,8,2,1.000,7.46
4crf,-8.928,-0.111,-9.529,-6.174,-0.415,2.278,93,5,0,0,14,3,0.931,9.3
2h3e,-10.536,-0.162,-7.815,-1.326,-2.075,0.804,18,10,15,0,5,1,1.000,5.7
2wc4,-10.385,-0.191,-9.423,-3.713,-1.162,0.670,91,6,8,0,2,3,1.000,5.29
2oi0,-7.017,-0.097,-7.159,-3.383,-0.166,1.608,55,2,0,0,9,3,0.929,7.55
4x5p,-8.384,-0.120,-8.923,-3.679,-0.830,0.804,50,9,1,0,6,0,0.800,8.21
2ves,-8.086,-0.141,-9.438,-4.526,-0.498,0.804,67,6,0,0,6,0,0.957,7.7
2nta,-9.279,-0.176,-8.733,-3.004,-0.913,0.402,59,8,3,0,3,0,0.917,4.8
3r16,-6.358,-0.134,-7.761,-3.181,-0.166,0.804,37,2,0,0,5,1,1.000,7.3
2j75,-8.614,-0.229,-7.737,-1.408,-1.245,0.134,32,7,8,0,1,0,1.000,6.65
1utj,-6.347,-0.156,-6.469,-1.589,-0.332,0.670,36,2,2,0,5,0,1.000,3.84
2v25,-8.931,-0.262,-7.579,-0.918,-1.577,0.134,17,10,9,0,1,0,1.000,5.72
3eeb,-12.127,-0.031,-6.330,-0.000,-2.988,1.876,0,10,26,0,7,7,1.000,5.89
2c80,-9.814,-0.178,-9.847,-3.920,-1.245,0.536,57,5,10,0,4,0,1.000,5.33
3hmo,-7.551,-0.140,-10.121,-5.911,-0.332,1.340,74,2,2,0,9,1,0.964,7.52
1e1v,-6.699,-0.062,-6.330,-2.554,-0.166,1.608,42,2,0,0,10,2,1.000,4.92
4pnu,-7.008,-0.130,-9.369,-4.087,-0.332,0.268,51,2,2,0,1,1,0.917,4.89
1sr7,-8.992,-0.115,-9.238,-5.060,-0.166,1.206,88,2,0,0,8,1,0.852,10.1
1b6k,-9.718,-0.144,-12.269,-7.963,-0.830,1.742,80,6,4,0,12,1,1.000,8.74
1bwa,-11.803,-0.146,-13.120,-7.812,-1.162,1.072,113,14,0,0,8,0,1.000,8.6
5cep,-7.170,-0.058,-6.667,-3.159,-0.166,1.876,59,2,0,0,14,0,0.882,6.84
4p6c,-8.281,-0.115,-6.832,-0.905,-1.245,0.536,17,9,6,0,2,2,1.000,4
4qsu,-5.047,-0.088,-6.008,-1.160,-0.166,0.536,15,2,0,0,4,0,1.000,2
2wly,-8.080,-0.097,-7.925,-3.683,-0.498,1.474,61,6,0,0,8,3,1.000,6.6
2bt9,-7.830,-0.182,-7.408,-1.628,-0.830,0.268,43,7,3,0,2,0,1.000,6.19
3vh9,-6.840,-0.192,-7.331,-2.068,-0.581,0.536,34,7,0,0,4,0,1.000,6.24
1i37,-7.465,-0.193,-9.274,-4.075,-0.249,0.268,65,3,0,0,2,0,1.000,9.57
4gki,-6.741,-0.135,-8.583,-4.003,-0.166,0.804,63,2,0,0,5,1,0.950,4.46
3egt,-10.827,-0.150,-8.808,-2.817,-1.577,0.804,69,5,14,0,4,2,1.000,8.9
4nl1,-5.401,-0.098,-6.487,-1.805,-0.000,0.536,27,0,0,0,3,1,0.889,3.89
1gu1,-7.849,-0.189,-7.481,-1.618,-0.913,0.268,28,9,2,0,2,0,1.000,4.52
4g0y,-7.624,-0.087,-7.218,-1.840,-0.830,0.670,37,3,7,0,4,1,0.900,2.3
4i72,-10.830,-0.163,-8.320,-2.546,-1.494,0.938,80,6,12,0,6,1,1.000,9.05
3d1x,-10.739,-0.131,-11.642,-7.687,-0.747,2.010,109,8,1,0,14,1,0.974,8.66
2xyt,-8.345,-0.107,-10.048,-7.159,-0.083,2.412,107,1,0,0,17,1,0.865,6.29
4kn1,-9.939,-0.093,-8.182,-3.991,-0.581,1.608,110,6,1,0,10,2,1.000,6.84
4m8y,-9.531,-0.087,-9.475,-6.841,-0.498,3.082,89,6,0,0,17,6,0.970,9.96
1zdp,-7.408,-0.182,-8.307,-2.961,-0.664,0.536,46,4,4,0,4,0,1.000,5.74
1ela,-8.256,-0.120,-9.049,-5.024,-0.415,1.608,68,5,0,0,11,1,1.000,6.36
3m6r,-8.812,-0.122,-8.514,-4.189,-0.581,1.474,66,7,0,0,8,3,0.947,7.49
3ebl,-7.713,-0.122,-8.141,-3.229,-0.498,0.804,49,4,2,0,6,0,0.895,6.3
4lhm,-7.026,-0.097,-7.055,-2.309,-0.332,0.804,52,2,2,0,6,0,1.000,3.39
3b92,-7.287,-0.081,-6.676,-3.385,-0.083,2.010,72,1,0,0,11,4,1.000,8
4o2b,-8.344,-0.099,-8.088,-4.797,-0.083,2.010,95,1,0,0,15,0,1.000,5.74
1bju,-7.689,-0.091,-7.036,-3.196,-0.498,1.876,62,2,4,0,13,1,1.000,4.8
1f5l,-7.647,-0.054,-6.031,-1.374,-0.913,1.474,23,6,5,0,11,0,1.000,5.28
4gah,-10.717,-0.097,-11.052,-6.580,-0.996,1.742,99,7,5,0,11,2,0.875,6.1
3vfb,-9.449,-0.118,-10.176,-6.821,-0.415,2.278,92,5,0,0,14,3,1.000,9.04
3drf,-11.003,-0.088,-9.553,-5.821,-1.328,2.814,74,12,4,0,20,1,0.963,7
4rhx,-10.924,-0.069,-7.442,-1.872,-1.826,1.474,28,14,8,0,8,3,0.867,5.8
4u0w,-9.616,-0.152,-8.100,-1.822,-1.328,0.268,35,16,0,0,2,0,1.000,3
4np3,-6.597,-0.105,-7.105,-2.710,-0.249,1.072,49,1,2,0,5,3,0.929,3.3
4er2,-8.811,-0.091,-9.588,-5.014,-0.830,1.474,59,10,0,0,7,4,0.971,9.3
1iih,-7.310,-0.090,-6.204,-0.692,-0.830,0.536,15,6,4,0,3,1,1.000,2.89
1f3e,-6.956,-0.116,-6.843,-1.880,-0.415,0.670,49,5,0,0,5,0,1.000,6.7
2pk6,-11.405,-0.148,-13.232,-9.143,-0.747,1.876,136,5,4,0,13,1,1.000,10.89
2nnd,-6.286,-0.161,-7.154,-2.121,-0.083,0.268,49,1,0,0,2,0,1.000,6.06
4ag8,-9.813,-0.181,-10.275,-5.261,-0.332,0.536,125,4,0,0,4,0,1.000,8.96
4hwo,-10.637,-0.165,-9.825,-3.898,-1.245,0.536,80,15,0,0,4,0,1.000,8.54
2wq5,-8.529,-0.128,-9.446,-4.368,-0.664,0.804,79,6,2,0,6,0,0.957,3.74
3moh,-8.456,-0.197,-6.993,-0.466,-1.577,0.268,9,2,17,0,2,0,1.000,2.84
4kax,-12.107,-0.076,-7.641,-1.573,-2.324,1.474,33,19,9,0,9,2,1.000,4.77
3wtm,-7.511,-0.043,-5.943,-2.333,-0.000,1.608,74,0,0,0,11,1,1.000,7
1n8v,-6.351,-0.190,-7.878,-2.577,-0.083,0.000,47,1,0,0,0,0,0.917,6.03
3odu,-7.332,-0.143,-9.079,-4.333,-0.332,0.804,59,1,3,0,2,4,0.905,8.14
2qfu,-8.827,-0.213,-7.345,-0.684,-1.577,0.134,14,6,13,0,1,0,1.000,4.18
2gst,-10.392,-0.154,-10.602,-4.624,-1.162,0.402,83,8,6,0,3,0,1.000,6.07
2weh,-6.532,-0.163,-7.016,-1.568,-0.498,0.268,20,2,4,0,2,0,1.000,5.95
1kuk,-9.362,-0.115,-8.908,-4.551,-0.747,1.608,80,4,5,0,10,2,1.000,3.91
4exs,-5.616,-0.112,-6.782,-2.068,-0.166,0.670,28,2,0,0,2,3,1.000,4.41
3f5l,-8.765,-0.087,-7.225,-2.817,-0.664,1.474,68,6,2,0,7,4,1.000,3.72
1lpk,-10.040,-0.143,-9.792,-5.735,-0.581,1.742,119,3,4,0,10,3,1.000,7.55
2ayr,-9.774,-0.170,-11.496,-6.750,-0.332,0.804,117,2,2,0,5,1,0.967,9.29
2vwn,-9.569,-0.085,-8.026,-4.569,-0.249,2.010,124,3,0,0,15,0,1.000,8
4qll,-10.183,-0.065,-8.154,-4.620,-0.996,2.680,75,10,2,0,16,4,1.000,3.38
3jzj,-11.952,-0.107,-9.935,-4.831,-1.494,1.608,86,12,6,0,11,1,0.840,3.61
1c3e,-10.417,-0.124,-9.560,-4.839,-1.245,1.742,77,7,8,0,11,2,1.000,6.59
1oau,-7.424,-0.055,-6.268,-2.090,-0.166,1.206,77,0,2,0,6,3,1.000,7.7
5dqe,-7.307,-0.173,-8.167,-2.968,-0.249,0.268,59,1,2,0,2,0,1.000,3.63
3td4,-7.854,-0.170,-7.430,-1.401,-1.079,0.268,17,6,7,0,2,0,0.857,5.66
3hku,-7.919,-0.097,-7.358,-2.465,-0.747,1.072,35,4,5,0,8,0,1.000,8.3
3k1j,-10.049,-0.105,-8.050,-2.257,-1.245,0.670,54,9,6,0,2,3,1.000,6.4
3nsn,-9.173,-0.056,-8.424,-4.367,-0.581,1.742,86,7,0,0,12,1,0.606,7.19
4i74,-10.758,-0.153,-8.269,-3.012,-1.245,1.206,87,4,11,0,8,1,1.000,6.72
7std,-7.339,-0.114,-7.494,-2.997,-0.083,0.804,64,1,0,0,5,1,0.933,10.72
3n2u,-8.132,-0.094,-8.136,-3.945,-0.581,1.608,54,7,0,0,9,3,1.000,7.84
4ndu,-6.594,-0.040,-5.733,-1.389,-0.332,1.206,35,4,0,0,8,1,0.857,2.74
188l,-5.934,-0.231,-7.067,-1.849,-0.000,0.000,49,0,0,0,0,0,1.000,3.33
1q7a,-6.697,-0.138,-8.535,-4.357,-0.166,1.206,59,0,2,0,6,3,1.000,7.19
2q54,-9.279,-0.118,-10.883,-6.558,-0.581,1.474,82,7,0,0,9,2,0.973,9.01
1ivp,-10.307,-0.122,-12.423,-9.221,-0.664,2.680,106,6,2,0,16,4,0.956,7.52
2d3z,-7.763,-0.115,-8.212,-3.900,-0.166,1.072,75,2,0,0,5,3,0.889,6.64
3t0b,-7.796,-0.174,-7.821,-2.092,-0.913,0.402,34,5,6,0,3,0,1.000,4.3
5e2o,-8.591,-0.092,-8.607,-5.469,-0.332,2.412,90,3,1,0,16,2,0.923,8.7
2cer,-9.181,-0.149,-8.489,-3.162,-0.913,0.804,66,7,4,0,5,1,0.875,9.22
2igv,-6.856,-0.125,-6.973,-1.576,-0.581,0.402,30,3,4,0,2,1,1.000,2.23
3sk2,-8.126,-0.131,-7.972,-3.443,-0.249,0.938,100,1,2,0,7,0,1.000,3.61
4ca7,-12.420,-0.170,-13.912,-8.591,-1.577,1.474,120,10,9,0,8,3,1.000,7.36
3o9e,-9.619,-0.126,-10.254,-6.548,-0.498,2.010,94,6,0,0,12,3,1.000,11.3
2hzy,-9.943,-0.181,-7.929,-1.619,-1.494,0.402,45,11,7,0,1,2,1.000,7.39
4q83,-5.436,-0.054,-5.865,-1.585,-0.000,0.938,24,0,0,0,6,1,1.000,4.19
4xmr,-7.595,-0.239,-7.369,-1.404,-0.747,0.000,40,4,5,0,0,0,1.000,4.07
4b2l,-6.347,-0.098,-6.791,-2.160,-0.083,0.670,49,1,0,0,5,0,0.833,3.24
1xbo,-10.344,-0.149,-9.823,-4.783,-1.162,1.340,76,10,4,0,9,1,1.000,6.04
4aci,-9.017,-0.172,-7.459,-1.149,-1.494,0.402,21,7,11,0,3,0,1.000,2.22
1j4r,-8.720,-0.102,-9.822,-6.231,-0.249,1.876,98,3,0,0,11,3,0.829,7.72
4jne,-11.859,-0.112,-8.686,-2.331,-2.075,0.938,48,17,8,0,6,1,1.000,5.86
3gi5,-9.038,-0.120,-10.732,-7.109,-0.415,2.010,83,5,0,0,14,1,1.000,11.22
3ljg,-8.904,-0.115,-9.232,-5.207,-0.415,1.608,94,5,0,0,10,2,0.960,7.73
2rd6,-7.807,-0.136,-7.663,-3.000,-0.249,0.804,78,3,0,0,3,3,1.000,8.3
3ubd,-8.787,-0.092,-8.619,-4.626,-0.249,1.474,104,3,0,0,11,0,0.840,5.54
2wf5,-7.898,-0.064,-6.238,-1.396,-0.830,1.206,31,8,2,0,5,4,1.000,6
1izi,-10.472,-0.136,-11.996,-7.907,-0.747,1.876,102,9,0,0,11,3,0.947,6.59
2idw,-9.111,-0.113,-9.522,-6.084,-0.498,2.278,85,6,0,0,15,2,1.000,8.89
3f68,-8.448,-0.117,-8.735,-4.608,-0.249,1.340,88,3,0,0,10,0,1.000,5.06
1w9v,-9.736,-0.077,-8.937,-4.599,-0.996,1.876,79,5,7,0,10,4,0.862,6.34
4el0,-8.521,-0.083,-7.219,-2.996,-0.747,1.742,46,7,2,0,12,1,1.000,4.49
3ny3,-8.112,-0.094,-8.679,-3.403,-0.996,0.938,36,3,9,0,7,0,0.667,4.71
4ido,-11.605,-0.114,-8.397,-2.310,-2.075,1.206,36,14,11,0,8,1,1.000,4.93
2c1p,-7.482,-0.130,-8.335,-3.889,-0.166,0.938,71,2,0,0,7,0,0.944,5.4
1qxk,-10.208,-0.110,-9.280,-5.076,-0.996,2.010,89,9,3,0,14,1,1.000,5.05
3ohi,-9.175,-0.107,-7.366,-1.841,-1.245,0.938,31,8,7,0,4,3,1.000,4.85
4gu9,-6.044,-0.090,-6.748,-2.436,-0.166,1.072,31,2,0,0,8,0,1.000,4.37
4kp5,-7.144,-0.112,-7.570,-2.926,-0.498,1.072,38,2,4,0,8,0,0.917,6.08
2xxx,-7.857,-0.180,-7.015,-1.152,-0.913,0.268,32,5,6,0,2,0,1.000,6.41
3sbh,-7.279,-0.144,-8.388,-3.208,-0.498,0.536,43,2,4,0,4,0,0.929,7.28
3hl8,-6.646,-0.132,-7.863,-3.149,-0.166,0.670,58,1,1,0,3,2,0.929,4.49
2zn7,-9.213,-0.139,-10.097,-4.853,-0.830,0.804,73,4,6,0,6,0,0.846,7.89
1ceb,-8.193,-0.227,-7.714,-1.634,-0.996,0.134,39,1,11,0,1,0,1.000,6
1xk5,-9.196,-0.038,-7.245,-2.741,-1.162,1.876,48,10,4,0,6,8,0.783,6
4baq,-9.802,-0.116,-9.055,-5.049,-0.664,1.876,103,4,4,0,9,5,1.000,9.01
4ahu,-6.610,-0.128,-6.757,-2.075,-0.000,0.536,68,0,0,0,1,3,1.000,2.27
5e2r,-7.500,-0.151,-8.992,-3.678,-0.498,0.402,50,2,4,0,3,0,0.789,7.06
1fki,-7.390,-0.136,-9.431,-5.036,-0.249,1.072,64,3,0,0,4,4,1.000,7
3mi3,-7.159,-0.191,-7.132,-1.352,-0.830,0.268,25,2,8,0,1,1,1.000,5.45
2xd9,-9.874,-0.208,-8.964,-3.018,-0.996,0.268,73,9,3,0,2,0,1.000,6.46
2i3v,-8.346,-0.203,-7.249,-1.169,-0.996,0.134,36,6,6,0,1,0,1.000,6.55
2j77,-8.540,-0.209,-7.519,-1.407,-1.162,0.268,35,6,8,0,1,1,1.000,4.89
3uyr,-9.111,-0.053,-8.881,-6.062,-0.415,2.814,93,3,2,0,21,0,0.636,6.9
4jwk,-6.447,-0.042,-5.935,-1.859,-0.332,1.474,31,4,0,0,8,3,1.000,8.32
1u33,-9.384,-0.087,-8.341,-3.684,-0.913,1.474,64,7,4,0,10,1,0.947,4.6
1g3e,-7.606,-0.134,-7.493,-2.249,-0.830,0.804,38,5,5,0,5,1,1.000,5.38
3brn,-7.404,-0.179,-7.550,-2.351,-0.249,0.268,60,1,2,0,2,0,1.000,8.7
1tjp,-8.436,-0.111,-7.221,-2.060,-0.747,0.804,50,9,0,0,4,2,1.000,4.42
4mnp,-8.413,-0.072,-6.729,-2.040,-1.079,1.608,31,6,7,0,12,0,0.909,7.34
2ra6,-6.901,-0.210,-7.109,-1.859,-0.166,0.134,57,2,0,0,1,0,1.000,4.52
1tcw,-7.575,-0.117,-9.778,-5.702,-0.332,1.474,63,3,1,0,7,4,0.839,6.02
4aq4,-8.148,-0.108,-6.293,-0.698,-0.913,0.536,32,9,2,0,3,1,1.000,6.17
4mn3,-11.085,-0.123,-11.379,-7.507,-0.664,2.010,133,8,0,0,14,1,0.971,5.75
3l79,-8.243,-0.089,-6.916,-2.074,-0.830,1.206,35,9,1,0,6,3,1.000,2.46
1ql9,-8.692,-0.080,-7.938,-5.534,-0.000,2.814,111,0,0,0,20,1,1.000,5.35
1k1o,-9.421,-0.137,-9.451,-4.309,-0.996,1.072,62,8,4,0,7,1,0.952,6.17
1afk,-9.151,-0.065,-7.231,-1.808,-1.411,1.206,32,7,10,0,7,2,0.900,6.62
1d3p,-8.771,-0.117,-9.796,-6.907,-0.083,2.412,115,1,0,0,15,3,0.906,7.39
4oc1,-10.065,-0.098,-8.169,-3.882,-1.079,2.010,69,8,5,0,10,5,0.947,6.6
4zj4,-9.044,-0.060,-9.753,-6.149,-0.664,2.278,75,5,3,0,14,3,0.600,8.1
5alb,-10.283,-0.101,-8.860,-5.537,-0.249,2.144,137,3,0,0,13,3,1.000,10.71
2qi5,-9.446,-0.138,-10.751,-7.045,-0.498,2.010,94,6,0,0,10,5,1.000,10.85
4bcp,-8.192,-0.122,-8.872,-4.796,-0.332,1.474,75,3,1,0,11,0,1.000,6.25
1zfq,-7.190,-0.166,-7.540,-2.060,-0.664,0.402,27,3,5,0,3,0,1.000,7.52
2ihq,-8.309,-0.159,-8.871,-3.889,-0.166,0.402,99,2,0,0,2,1,1.000,8.49
4xtw,-12.115,-0.108,-9.556,-5.052,-1.162,1.876,113,14,0,0,10,4,1.000,9.03
2rio,-8.651,-0.066,-7.011,-2.054,-1.079,1.340,33,7,6,0,9,1,1.000,4.69
3n35,-6.502,-0.078,-6.383,-1.554,-0.415,0.804,31,5,0,0,6,0,1.000,3.37
3su5,-9.568,-0.089,-9.930,-6.090,-0.498,1.876,99,6,0,0,9,5,0.868,5.58
3s54,-8.877,-0.111,-9.440,-5.868,-0.498,2.144,76,6,0,0,13,3,1.000,9.64
4w9f,-8.554,-0.142,-9.334,-4.856,-0.332,1.072,98,4,0,0,7,1,0.955,5.49
2bpy,-9.005,-0.082,-9.399,-6.363,-0.498,2.680,75,6,0,0,17,3,0.865,7.4
4rlt,-6.904,-0.098,-7.266,-3.522,-0.000,1.474,70,0,0,0,10,1,1.000,4.96
3nox,-7.157,-0.079,-7.424,-3.616,-0.332,1.742,51,1,3,0,11,2,1.000,8.66
1pzp,-5.866,-0.104,-7.603,-3.591,-0.000,1.206,50,0,0,0,6,3,1.000,3.31
4wop,-9.359,-0.051,-6.701,-1.361,-1.328,1.206,24,11,5,0,5,4,0.667,4.76
4ra1,-7.935,-0.072,-6.368,-1.392,-0.830,1.072,28,10,0,0,7,1,1.000,5.94
3umo,-12.260,-0.109,-8.588,-2.252,-2.324,1.206,60,13,15,0,8,1,1.000,3.89
4tkh,-6.327,-0.190,-8.258,-2.708,-0.332,0.000,36,1,3,0,0,0,0.857,5.74
3l3m,-8.911,-0.131,-8.499,-4.155,-0.332,1.206,102,3,1,0,6,3,0.947,8.22
1n1m,-6.930,-0.152,-7.039,-2.076,-0.415,0.670,44,2,3,0,5,0,1.000,5.7
2wqp,-10.506,-0.144,-8.808,-2.300,-1.826,0.536,27,16,6,0,2,2,1.000,5.51
1y3x,-8.639,-0.135,-9.670,-4.994,-0.664,1.206,72,4,4,0,9,0,0.846,5.14
2qhz,-9.268,-0.099,-9.175,-6.171,-0.332,2.546,87,4,0,0,18,1,1.000,7.28
3sm2,-8.644,-0.101,-8.749,-5.611,-0.332,2.412,80,4,0,0,16,2,1.000,9.7
2ce9,-9.250,-0.115,-11.522,-6.412,-0.830,0.938,89,4,6,0,6,1,0.868,6.03
1wcq,-10.026,-0.204,-9.295,-2.551,-1.660,0.134,50,3,17,0,1,0,1.000,6.26
3ipq,-11.726,-0.157,-11.635,-7.342,-0.415,1.340,173,1,4,0,7,3,0.970,7.57
3dp4,-8.397,-0.175,-7.492,-1.629,-0.913,0.268,38,5,6,0,2,0,1.000,7.37
5bry,-9.325,-0.110,-9.740,-6.436,-0.498,2.412,86,6,0,0,13,5,1.000,11.82
2tmn,-7.813,-0.144,-7.092,-1.114,-1.162,0.402,15,4,10,0,3,0,1.000,5.89
