name,Orientation_Score,Affinity_Score(Heavy_Ligand_Atoms),Affinity_Score,Buried_Protein_Hydrophobic_Term,Hydrophobic_Complementarity_Term,Polar_Component_Term,Number_of_Protein-Ligand_Hydrophobic_Contacts,Number_of_Protein-Ligand_H-bonds,Number_of_Protein-Ligand_Salt-bridges,Number_of_Metal-Ligand_Bonds,Number_of_Interfacial_Unsatisfied_Polar_Atoms,Number_of_Interfacial_Unsatisfied_Charged_Atoms,Buried_Carbons,affinity
4tmn,-10.366,-0.160,-10.983,-4.973,-1.328,0.536,73,10,6,0,4,0,0.920,10.17
2vvn,-8.147,-0.135,-7.384,-2.338,-0.498,0.670,66,6,0,0,4,1,1.000,7.3
3u9q,-7.320,-0.214,-7.792,-2.293,-0.415,0.134,53,2,3,0,1,0,1.000,4.38
1c5z,-6.786,-0.143,-6.508,-1.596,-0.498,0.804,38,2,4,0,6,0,1.000,4.01
3fur,-8.758,-0.116,-8.809,-5.084,-0.249,1.742,100,3,0,0,11,2,1.000,8
2y5h,-8.241,-0.073,-7.475,-4.586,-0.083,2.412,92,1,0,0,17,1,0.909,5.79
3ozs,-10.607,-0.087,-8.100,-4.113,-0.913,2.144,91,9,2,0,14,2,1.000,5.33
4ih5,-5.629,-0.052,-6.100,-2.490,-0.000,1.608,36,0,0,0,9,3,1.000,4.11
4gid,-12.150,-0.137,-11.671,-8.303,-0.830,2.680,160,8,2,0,15,5,1.000,10.77
4jia,-7.123,-0.100,-8.312,-4.351,-0.083,1.340,75,1,0,0,8,2,0.875,9.22
4ivc,-8.007,-0.135,-8.457,-4.113,-0.332,1.206,74,4,0,0,8,1,1.000,10
3qqs,-8.504,-0.184,-8.718,-3.155,-0.747,0.402,74,1,8,0,3,0,1.000,5.82
3k5v,-6.979,-0.084,-7.483,-4.141,-0.000,1.876,68,0,0,0,12,2,1.000,6.3
4f9w,-7.745,-0.156,-9.113,-4.533,-0.166,0.804,90,2,0,0,5,1,1.000,6.94
4e6q,-7.655,-0.137,-8.653,-4.341,-0.166,1.072,77,2,0,0,7,1,1.000,8.36
1u1b,-10.311,-0.065,-8.548,-3.412,-1.660,1.742,42,8,12,0,10,3,0.800,7.8
5aba,-6.215,-0.033,-5.985,-2.241,-0.000,1.474,49,0,0,0,10,1,0.882,2.98
4ogj,-6.699,-0.111,-9.322,-4.391,-0.249,0.536,56,3,0,0,3,1,0.667,6.79
2yfe,-7.325,-0.173,-9.548,-4.783,-0.083,0.536,79,1,0,0,3,1,1.000,6.63
3oe5,-10.977,-0.133,-9.348,-4.608,-0.996,1.474,115,8,4,0,9,2,1.000,6.88
2w66,-8.406,-0.161,-7.800,-2.103,-0.747,0.268,54,7,2,0,1,1,1.000,4.05
4jxs,-7.939,-0.128,-8.043,-2.965,-0.664,0.804,49,8,0,0,4,2,1.000,4.74
2xb8,-9.966,-0.166,-8.878,-3.468,-0.996,0.804,81,8,4,0,6,0,1.000,7.59
3arv,-7.406,-0.150,-8.961,-4.681,-0.000,0.938,118,0,0,0,7,0,1.000,5.64
1yc1,-7.912,-0.113,-8.265,-3.838,-0.415,1.206,73,3,2,0,9,0,0.947,6.17
1o0h,-8.692,-0.069,-7.078,-1.821,-1.245,1.206,30,7,8,0,6,3,0.800,5.92
4agn,-7.283,-0.078,-7.094,-3.133,-0.083,1.340,78,1,0,0,9,1,0.789,3.97
4crc,-8.593,-0.078,-8.279,-5.677,-0.332,2.948,90,4,0,0,18,4,1.000,8.72
2brb,-6.914,-0.131,-8.500,-4.539,-0.083,1.340,69,1,0,0,9,1,1.000,4.86
4cra,-8.538,-0.107,-9.290,-5.718,-0.498,2.144,78,6,0,0,13,3,0.897,7.22
3b68,-9.450,-0.094,-8.125,-4.132,-0.249,1.474,102,3,0,0,10,1,1.000,8.4
2vw5,-7.866,-0.104,-8.974,-4.949,-0.415,1.608,57,5,0,0,10,2,0.964,8.52
4e5w,-7.979,-0.137,-9.045,-4.784,-0.249,1.206,79,3,0,0,7,2,1.000,7.66
2r9w,-7.478,-0.141,-9.293,-4.732,-0.415,1.072,63,5,0,0,7,1,0.955,5.1
5dwr,-8.153,-0.119,-9.036,-5.043,-0.249,1.474,80,2,1,0,10,1,0.958,11.22
4f09,-6.965,-0.126,-7.606,-2.943,-0.249,0.804,57,2,1,0,6,0,1.000,6.7
4jsz,-5.493,-0.062,-5.842,-1.345,-0.083,0.804,16,1,0,0,5,1,1.000,2.3
2v00,-6.904,-0.135,-7.373,-2.544,-0.415,0.804,44,5,0,0,4,2,0.917,3.66
