name,cyscore,cyscore_hydrophobic,cyscore_Vdw,cyscore_HBond,cyscore_Ent,affinity
1jao,-3.6820,158.183,38.825,-0.000,6,5.92
3rbu,-2.1949,133.598,19.383,5.000,6,9.43
4deu,-2.6269,140.829,21.943,-0.000,1,5.64
3lea,-3.8506,184.951,37.478,-0.000,6,9.1
3b4f,-3.4311,188.878,29.088,0.429,3,8.14
2h6t,-4.8822,246.049,45.777,-0.000,6,7.22
3nkk,-2.6888,124.207,23.813,9.679,0,4.7
1h0a,-1.0711,-27.890,22.910,4.643,6,5.44
1yfz,-1.6217,88.305,16.429,5.679,6,4.35
3vf5,-6.7075,383.000,55.955,-0.000,6,9.34
3n2p,-3.1647,173.524,27.616,1.571,4,7.82
3oy8,-1.7392,86.463,19.071,2.964,6,3.66
4dst,-1.5937,98.890,12.561,0.036,2,2.96
4g0y,-1.9572,109.524,18.697,7.500,6,2.3
3l7a,-4.2298,156.634,45.123,-0.000,4,4.33
3uxk,-2.3295,154.159,15.867,4.464,1,4.93
2jds,-3.8450,195.988,36.509,4.571,6,8.2
1qy1,-2.5617,215.049,14.006,-0.000,4,6.52
1sbr,-2.7068,146.378,24.268,0.000,4,5
2b1g,-4.3437,181.354,42.617,-0.000,2,6.64
3c4h,-3.1291,158.561,26.504,-0.000,0,5.7
1fq5,-6.4939,275.049,65.688,-0.000,6,8.4
3dx4,-2.3504,132.634,19.061,11.321,2,7.12
3lcv,-4.4157,226.622,40.868,11.250,6,4.74
2pvm,-3.7924,198.512,35.630,0.036,6,6.44
1mrw,-6.8503,398.476,56.186,-0.000,6,9.7
3fjz,-1.9652,99.878,18.345,17.286,4,4.05
1ksn,-5.6801,282.512,52.655,8.679,6,9.4
2xj1,-4.0900,274.256,28.912,5.036,4,7.55
1fjs,-3.8705,143.451,42.891,10.250,6,9.96
1j36,-2.3089,90.866,26.680,6.036,6,7.74
2vpe,-5.0222,280.707,43.461,5.536,6,4.94
3k02,-4.4938,125.585,54.461,0.036,6,5
3i5z,-4.7402,242.183,44.100,1.929,6,8.7
1ur9,-5.4613,292.866,48.606,-0.000,6,5.77
2ri9,-0.6696,-12.744,11.219,-0.000,0,3.22
3dp9,-5.0780,285.939,43.383,12.107,6,9.68
4b6o,-3.5203,213.646,28.671,-0.000,4,7
2fqo,-2.7070,132.610,27.468,6.536,6,6.43
1e1x,-1.9385,126.476,16.023,2.107,4,5.89
1jlr,-2.5413,114.146,27.032,12.179,6,3.33
2d3z,-4.2310,271.220,30.842,1.750,3,6.64
1ew8,-0.4913,68.098,0.052,4.750,2,2.26
1bxq,-5.2080,218.098,53.820,-0.000,6,7.38
1pb8,-1.5682,109.085,10.606,9.250,2,5.15
3a1d,-2.3871,42.744,33.355,10.393,6,4.12
3ppm,-5.2068,305.159,43.458,-0.000,6,9.54
1x8r,-4.3259,245.134,37.043,19.214,6,6.12
1p19,-1.2933,47.293,16.716,1.464,6,4.11
2rcb,-1.7115,131.378,10.030,9.321,2,6.79
2i4v,-5.9518,316.378,52.920,-0.000,6,11.2
2vvu,-5.5318,237.841,54.949,-0.000,4,8.1
4det,-1.7860,58.646,19.523,-0.000,1,5.68
2yln,-1.3048,57.500,13.065,5.643,2,7.68
3sk2,-3.3051,183.122,27.893,1.714,3,3.61
1nja,-2.8539,142.963,27.581,10.893,6,6.31
1jqy,-3.2339,162.549,31.812,-0.000,6,4.92
2uwd,-3.8465,162.439,39.486,-0.000,4,8.35
1bjv,-3.0788,133.598,31.957,10.821,6,5.54
1fpc,-4.1901,219.744,38.713,3.929,6,7
2b4l,-2.0238,142.061,13.665,-0.000,2,4.77
3dgo,-2.1879,75.720,26.713,6.357,6,6.74
3ug2,-2.7172,126.988,28.549,0.000,6,8.25
3ikg,-3.4051,159.951,34.513,2.214,6,7.24
1i9m,-1.8189,107.244,16.051,-0.000,4,8.48
3lbz,-3.0579,161.256,27.559,0.714,4,3.86
3qtv,-5.0842,288.646,43.014,0.500,6,4.65
3uod,-3.6362,199.780,31.730,6.643,4,7.31
3lp4,0.1353,-82.988,10.558,9.571,4,4.88
1l83,-1.9483,132.232,12.522,-0.000,0,3.4
2ayr,-6.9989,428.329,54.657,3.321,6,9.29
3ubd,-4.7205,274.329,40.072,-0.000,6,5.54
3mxe,-6.5068,327.378,59.658,-0.000,6,10.01
3h89,-7.2148,392.854,62.128,0.214,6,7.64
1nz7,-4.6796,239.500,43.139,11.821,6,7.12
2pwd,-1.9394,123.293,13.877,4.571,1,4.4
1lbf,-2.9438,130.293,31.368,1.786,6,7.85
1a4r,-3.5552,168.646,35.203,13.286,6,6.66
2w26,-5.5674,254.561,52.868,-0.000,4,9.4
4fl2,-3.4716,150.000,36.433,7.750,6,3.66
1ec9,-2.0946,153.366,14.329,5.821,4,3.1
3oyw,-1.8536,90.451,19.768,-0.000,6,4.11
1r6n,-3.6771,213.256,30.991,-0.000,4,7.4
4h3f,-4.9573,248.573,45.252,17.357,6,9
3th9,-5.0368,267.122,45.512,-0.000,6,7.7
1tng,-1.7899,87.671,15.957,4.286,1,2.93
3nht,-4.5913,279.634,37.570,-0.000,6,7.01
3drf,-5.7423,241.073,58.368,11.429,6,7
1cgl,-4.9932,267.378,44.646,5.000,6,6.87
1g2k,-7.2390,410.720,60.364,-0.000,6,7.96
1k6t,-7.8648,518.146,56.668,-0.000,6,7.62
3fuz,-1.6184,83.720,15.507,10.679,4,6.54
3f8e,-0.6578,99.256,1.994,0.143,6,7.23
1k27,-3.8645,183.939,35.936,15.893,4,9
2vyt,-1.2912,96.000,10.859,2.429,6,2.74
2ovy,-2.6101,114.061,28.532,0.000,6,8.4
2wyf,-1.7565,93.902,18.558,-0.000,6,4.43
2q8z,-2.3586,97.293,25.907,9.036,6,5.68
3gm0,-2.9902,162.890,25.617,4.571,3,7.77
4ag8,-5.8109,319.415,50.510,0.179,6,8.96
4ap7,-5.2175,292.878,42.635,-0.000,3,7.96
3k00,-5.4091,285.000,48.784,-0.000,6,5.77
2buv,-1.2825,24.220,15.710,-0.000,0,4
3iof,-2.5999,138.683,25.459,-0.000,6,5.22
3d7k,-6.2780,356.744,52.786,1.607,6,4.6
1mue,-4.0013,176.793,41.241,0.036,6,8.64
2vvp,-2.0764,112.402,20.855,3.500,6,3.4
2ez7,-0.1541,-8.000,5.010,-0.000,3,4.36
1mu8,-5.0549,273.537,45.013,0.000,6,9
1kdk,-4.3144,238.012,34.242,-0.000,0,9.05
1g30,-5.1507,284.256,44.649,11.786,6,6.85
3hll,-4.3000,223.756,39.988,-0.000,6,8.24
3gk1,-1.9805,113.220,18.291,-0.000,4,4.1
2rin,-2.6808,216.305,16.799,-0.000,6,4
1mrn,-4.9909,149.207,58.406,11.250,6,4.52
1uj5,-2.5513,131.732,25.504,1.893,6,3.05
3g0e,-4.4574,273.537,33.309,0.000,2,7.7
1b6h,-4.5140,232.793,41.514,12.357,6,7.82
1gnn,-4.1720,271.207,32.487,0.179,6,5.68
3fhb,-2.4253,145.402,17.699,4.214,0,5.7
3okv,-3.3569,131.366,36.084,-0.000,4,6.23
2gzl,-4.9358,163.841,56.319,0.071,6,4.82
1pot,-2.7253,190.793,20.461,15.357,6,5.49
3qx8,-2.4057,144.049,21.842,4.071,6,2.86
1i9l,-2.5534,135.829,23.300,-0.000,4,8.48
2uwl,-4.7089,200.268,47.488,-0.000,4,8.4
3ccz,-5.0204,313.390,39.536,5.929,6,7.29
3tcg,-3.3393,138.878,35.735,10.321,6,5.87
3bl1,-3.3309,144.244,32.958,-0.000,3,5.6
1k1n,-3.8476,185.939,37.520,10.000,6,6.82
3n4b,-3.2426,181.537,27.196,1.214,3,7.02
3gba,-4.2170,268.463,31.722,13.143,4,9.07
2xjg,-4.1086,236.671,33.854,-0.000,4,7.82
3oyq,-2.8947,173.427,24.965,0.714,6,7.99
5er2,-6.8234,350.232,61.507,0.500,6,6.57
3bl0,-2.1204,95.659,20.580,-0.000,2,6.92
2cer,-3.4398,167.134,32.090,8.250,4,9.22
1q84,-7.1715,338.463,67.949,0.571,6,11.05
2y82,-5.6850,264.195,54.039,-0.000,4,8.4
3juk,-4.3165,204.951,42.325,3.393,6,4.89
3fvk,-3.9604,277.000,26.517,9.750,4,8.82
3r17,-3.3604,173.402,30.529,-0.000,4,6.41
3evd,-2.2524,113.720,23.133,6.321,6,6.91
2qwd,-1.6407,75.256,16.403,21.357,4,4.85
2wjg,-3.7020,198.622,33.830,11.821,6,7.1
2y7z,-5.3322,232.415,52.700,0.036,4,8.7
2nsj,-2.7068,169.463,22.639,2.536,6,4.79
1lgt,-3.5417,212.927,26.635,-0.000,1,6.1
4agl,-2.1640,116.561,18.726,0.000,2,3.65
2ylc,-2.0366,90.561,22.341,1.643,6,7.89
2jke,-1.8506,83.122,17.446,2.536,1,4.23
2ha3,-1.4379,81.110,12.416,-0.000,2,3.03
3ebi,-4.8827,250.378,44.936,8.214,6,7.1
3f7i,-4.0719,199.780,39.212,7.893,6,7.34
4gg7,-4.4742,258.549,38.378,0.000,6,8.2
3neo,-4.1907,264.659,33.543,-0.000,6,5.92
2vo4,-1.5004,77.366,13.709,1.500,2,4.94
1v2r,-2.5253,83.890,30.491,9.821,6,3.55
1b51,-4.2919,218.805,39.939,12.821,6,7.37
1cps,-3.0508,199.744,23.946,4.500,6,6.66
4de0,-3.0208,126.049,30.626,-0.000,3,5.89
1uz8,-3.9600,215.707,36.019,-0.000,6,4.96
3n2u,-3.3813,165.537,33.593,-0.000,6,7.84
4ago,-3.5683,153.463,37.723,0.357,6,4.81
3el9,-7.0844,387.341,60.901,-0.000,6,8.4
1uvt,-4.6498,235.695,43.384,6.321,6,7.64
1fcy,-6.5899,422.793,46.443,0.893,2,8.52
1fh8,-2.9577,165.817,25.336,6.357,4,6.89
2i4j,-4.5947,344.171,29.949,-0.000,6,6.16
1ftm,-2.7982,163.402,22.554,10.071,3,7.61
1elc,-5.1020,291.500,43.487,1.821,6,6.66
1bzy,-3.4997,143.915,36.983,7.071,6,8.34
1ugx,-2.1454,95.280,24.030,-0.000,6,5.91
2zdm,-4.1826,197.402,41.010,10.071,6,6.41
2qwe,-2.5735,150.268,22.290,19.750,6,7.48
1fm9,-7.2492,433.622,57.788,-0.000,6,9
2xog,-2.5569,54.939,34.762,0.607,6,3.43
2j34,-5.1800,235.671,50.109,-0.000,4,7.82
3i60,-4.5496,211.976,44.930,1.821,6,8.7
3iw5,-5.7205,305.305,50.884,-0.000,6,6.08
2o4n,-6.3122,319.866,57.677,1.286,6,7.82
1d6v,-3.9575,200.988,37.729,-0.000,6,6.17
2vjx,-2.7216,138.902,23.545,-0.000,1,4.96
1nw7,-2.8523,129.512,29.825,9.429,6,5.09
1toj,-1.7345,100.878,14.749,5.536,3,3.39
2py4,-5.1302,206.683,53.912,3.393,6,6.7
1b6j,-7.3765,424.939,60.642,0.643,6,7.92
1pr5,-2.7854,143.817,24.270,5.536,2,3.92
3u7l,-3.8046,214.963,33.852,-0.000,6,7.28
1xjd,-4.8402,257.768,41.332,0.214,3,9.48
4b6p,-4.7916,272.598,38.874,-0.000,3,7.13
3oku,-2.8774,145.037,27.509,-0.000,4,6.36
1h5v,-4.3406,167.622,47.246,-0.000,6,3.93
4gah,-5.5148,208.573,59.146,6.179,6,6.1
2aod,-7.8208,428.317,66.583,3.000,6,5.66
3lpl,-1.4328,14.451,23.309,-0.000,6,5.62
2v59,-2.4475,114.049,24.704,6.286,4,8.19
1k6c,-7.3037,450.817,56.536,-0.000,6,7.48
1bnt,-3.1154,127.463,32.438,-0.000,4,9.8
1ql7,-5.4030,272.512,48.354,-0.000,4,5
1hvl,-8.0001,466.280,64.732,1.464,6,9.95
4dy6,-4.0815,195.037,40.104,3.214,6,4.4
3qgw,-3.3669,188.622,28.806,0.214,4,5.89
2f81,-5.5576,296.122,49.471,3.536,6,10.52
2vnp,-2.3621,125.159,22.825,19.571,6,9.92
1f4e,-1.8521,84.671,18.606,-0.000,3,2.96
3b7r,-3.4846,126.415,39.523,5.321,6,7.7
1bv9,-8.7530,452.854,77.297,-0.000,6,9.96
3e12,-2.1470,55.963,28.316,10.071,6,5.99
2ydw,-2.1819,24.817,32.935,-0.000,6,7.34
2eum,-4.1852,232.780,37.154,2.393,6,6.7
3m67,-3.7873,186.415,36.994,-0.000,6,6.74
2wb5,-3.8170,240.159,30.167,6.464,6,9.13
1rpj,-2.4265,133.622,19.896,-0.000,1,6.48
1g32,-4.9049,263.280,42.345,12.179,4,6.11
1g3d,-2.0642,70.537,22.991,9.107,3,5.55
1iih,-1.8394,90.037,19.538,1.786,6,2.89
3c79,-3.2808,202.122,25.962,-0.000,4,7.2
4asd,-5.7017,310.878,49.949,-0.000,6,9.28
1i00,-2.0483,85.012,23.730,2.786,6,6.34
2zdl,-4.1594,209.646,39.204,10.429,6,6.4
1xff,-2.2067,153.012,15.783,11.071,4,4.82
3djk,-6.3861,367.915,53.090,-0.000,6,10.59
1kuk,-4.3855,210.817,42.765,-0.000,6,3.91
2fle,-9.3166,580.561,70.157,3.286,6,7.85
3qlm,-2.0427,113.732,20.351,-0.000,6,6.37
1y6q,-4.6114,266.537,37.714,11.964,4,11.7
2rke,-1.6929,121.598,11.723,4.607,3,4.08
3p17,-4.0800,204.537,38.458,0.429,6,4.48
2yk1,-3.2213,204.024,22.862,4.571,1,8.13
3gx0,-3.3053,124.561,36.972,9.571,6,3.48
1o38,-3.1816,118.683,34.068,9.179,4,6.82
3k5x,-2.0339,92.744,21.904,5.000,6,6.41
1pgp,-1.4312,36.171,20.559,3.536,6,5.7
2vh6,-5.7469,236.512,58.833,-0.000,6,9.7
3s73,-2.6371,97.463,27.245,-0.000,1,8.7
2a8g,-2.0925,173.268,10.933,0.429,2,3.69
3n3g,-2.8467,132.915,29.722,-0.000,6,7.24
3p4v,-2.1151,122.354,19.764,-0.000,6,5.1
3ivx,-4.3338,195.256,43.867,-0.000,6,5.74
3m36,-6.2311,286.841,60.283,4.786,6,9.82
3f19,-2.5968,123.927,25.342,-0.000,4,7.19
6cpa,-4.1496,219.098,37.938,10.500,6,11.52
2ra0,-5.6959,275.817,53.194,5.607,6,7.8
1lpz,-5.3558,251.073,50.449,9.286,4,7.6
3b2q,-2.6666,146.110,25.462,2.000,6,4.55
3bkl,-5.1394,247.159,49.284,2.179,6,6.17
4tmk,-7.0011,332.927,65.301,21.214,6,7.7
1m0o,-3.7817,194.671,35.723,5.179,6,2.31
1b5h,-4.2341,219.707,38.958,13.714,6,6.01
1jeu,-4.5363,231.829,41.872,14.357,6,6.82
3k4q,-2.2568,68.866,27.910,21.536,6,5.34
2aac,-2.4815,130.000,20.514,-0.000,0,2.22
3cct,-5.4062,328.268,43.358,5.964,6,7.56
2xb7,-4.5068,254.159,39.052,7.893,6,9.19
3k97,-3.4694,185.024,29.510,-0.000,2,8
3gi5,-5.7314,289.402,52.932,-0.000,6,11.22
1moq,-1.2207,-20.634,23.178,0.214,4,3.46
1xt8,-2.1409,156.390,13.035,15.393,2,6.85
2avq,-7.5300,420.220,63.297,3.786,6,4.39
2d0k,-2.8799,161.659,26.077,17.500,6,5.02
3b66,-5.8858,322.476,51.239,-0.000,6,8.6
2w67,-2.7919,151.939,23.013,0.000,1,4.96
2e1w,-3.8172,211.195,33.875,-0.000,6,7.96
3nyx,-6.2525,357.415,50.506,1.714,4,7.49
1gjc,-2.7216,99.207,28.781,2.179,2,6.35
3aid,-4.7663,270.695,41.168,-0.000,6,6.86
1v2u,-2.3548,122.671,19.151,9.821,0,3.37
3h30,-1.7563,57.427,19.846,-0.000,2,4.53
1f0s,-4.2335,180.183,42.932,1.321,4,7.74
3uzj,-2.1861,122.366,16.901,5.893,0,5.55
3s72,-2.7572,138.378,24.123,-0.000,1,6.4
2pov,-2.8460,103.549,30.159,0.000,2,7.12
2tmn,-2.2880,147.329,18.491,5.000,4,5.89
3l4v,-2.6321,124.183,27.649,-0.000,6,6.72
3ggu,-5.2310,276.183,47.136,2.821,6,9.77
3kku,-3.0875,181.049,27.491,-0.000,6,5.7
1ado,-1.9417,108.366,18.854,1.500,6,6
1ciz,-5.9071,301.634,54.025,-0.000,6,7.44
1ela,-4.2008,211.707,39.980,0.071,6,6.36
2xht,-3.5288,200.963,28.477,-0.000,2,5.96
1o2n,-3.7906,177.463,34.710,8.714,2,6.09
4fm7,-3.7513,179.707,37.209,1.500,6,7.24
3k8o,-3.4674,198.195,30.148,5.000,6,11.07
2hf8,-5.1456,214.829,52.523,19.214,6,5.47
1ork,-4.0820,176.268,40.646,0.000,4,8.81
2xxr,-1.4669,69.159,15.055,10.321,4,6.55
4dmw,-1.7807,28.829,26.642,-0.000,6,4.94
3zqe,-2.0206,122.963,17.106,-0.000,4,4.23
3pwd,-2.9999,166.598,24.222,1.607,1,6.66
3eqr,-5.0289,272.451,44.757,0.179,6,8.7
3ekv,-5.8270,334.317,48.978,0.036,6,9.41
2yi0,-3.6607,144.927,38.265,-0.000,4,8.12
1qin,-4.4439,253.171,38.239,8.393,6,8
1ecv,-3.1047,173.659,24.629,8.357,1,4.85
2vw1,-2.5619,111.598,25.841,11.393,4,3.52
3c88,-2.4632,34.415,35.217,16.071,6,6.8
1rnt,-2.1265,89.000,23.432,11.429,6,5.19
1pxp,-4.2522,270.317,31.938,-0.000,4,6.66
1mrs,-3.7830,199.793,35.132,5.214,6,3.96
1ype,-4.6293,194.207,45.977,11.571,4,8.1
4ek9,-3.1926,147.378,30.384,4.857,3,4.42
1dif,-9.1321,557.122,70.400,-0.000,6,10.66
1aj7,-3.4694,212.963,29.091,3.500,6,3.87
3q6w,-5.0344,219.183,51.175,-0.000,6,7.57
1yvm,-1.6459,21.024,21.964,-0.000,1,6.4
2amt,-3.9007,147.207,43.274,0.607,6,4.44
1lkl,-3.8341,163.098,39.939,12.464,6,5.81
2bet,-1.6607,61.549,20.920,2.357,6,2.77
1qf2,-3.6753,180.598,35.925,3.429,6,5.92
2w7y,-3.8746,153.037,42.155,1.786,6,6.08
1y20,-1.7645,123.341,11.096,10.571,1,5.32
3jrx,-6.0059,362.927,48.171,-0.000,6,9
3k8c,-1.9595,77.195,23.380,2.607,6,2.92
1w5w,-8.8646,498.683,73.470,-0.000,6,8.8
3k2f,-3.2827,116.537,37.957,0.714,6,7.2
1a94,-6.9302,366.366,60.817,8.429,6,7.85
3su4,-6.6401,352.988,58.545,-0.000,6,6.26
2xc0,-6.7274,332.012,62.303,-0.000,6,6.72
1b4z,-4.3482,236.049,38.668,13.750,6,5.23
1ndy,-3.9054,228.671,33.077,-0.000,6,6.17
2e2r,-4.1637,268.476,29.657,-0.000,2,8.26
3rz8,-3.0040,164.537,28.243,-0.000,6,8.17
3ewj,-3.7740,207.195,34.333,-0.000,6,6.84
4ad2,-2.9547,181.707,24.610,6.643,6,6.2
1j17,-5.4836,269.317,49.900,0.000,4,5.22
2v58,-2.8695,156.390,23.320,7.143,1,9.09
1os5,-2.9583,101.756,35.042,-0.000,6,6.85
3b7j,-1.1387,-9.451,17.628,-0.000,0,5.17
4asj,-3.8358,177.890,37.443,1.214,4,7.55
1ols,-4.0599,199.000,39.122,8.107,6,5.82
3mam,-1.2888,83.659,9.954,-0.000,2,4.12
3fjg,-1.6622,65.012,20.016,-0.000,6,3.73
1fkg,-3.7742,215.573,33.341,-0.000,6,8
1s63,-1.9853,69.354,24.181,-0.000,6,9.05
3std,-6.0087,421.476,41.254,-0.000,6,11.11
1r1j,-3.3775,227.805,25.993,3.571,6,8.64
2y9g,-1.3444,65.841,15.310,-0.000,6,3.77
1m48,-3.7643,218.098,32.428,11.571,6,5.09
2vwo,-5.3395,198.098,56.886,-0.000,4,7.51
1xh4,-6.8684,390.305,57.220,4.893,6,7.47
3ta0,-4.8817,253.720,44.494,8.964,6,3.47
3fh7,-5.3150,272.756,48.877,-0.000,6,7.6
2vhj,-2.6748,146.134,25.520,3.429,6,3.9
1f0t,-3.7991,165.171,38.132,8.464,4,6
1avn,-0.0388,-24.878,4.736,-0.000,2,3.9
1li3,-2.0668,134.476,13.971,-0.000,0,4.25
2j7b,-2.5711,137.768,21.433,1.607,1,6.62
5er1,-4.1019,231.280,36.101,3.000,6,6.02
2y5g,-5.6085,299.939,48.681,-0.000,4,6.84
3o5n,-2.5997,142.146,21.896,2.607,2,4.76
3o5x,-0.4256,-62.622,17.704,4.107,6,5.28
3pck,-2.2142,157.780,13.268,1.750,0,6.7
3fzy,-2.7946,71.232,35.742,13.679,6,6.74
3bxh,-2.2977,105.537,24.325,2.107,6,4.03
2xmy,-4.1942,253.024,34.826,3.679,6,9.96
3buf,-1.1591,62.646,10.364,5.107,2,3.1
2q6f,-5.7426,331.012,48.149,-0.000,6,5.44
1bwb,-8.9096,465.963,77.751,6.393,6,8.42
2drc,-3.3924,205.561,28.362,15.643,6,9.89
2zc9,-5.0775,283.171,43.581,0.143,6,6.74
3dsz,-4.6621,257.207,40.910,8.643,6,7.77
2v8w,-2.1653,55.585,28.123,22.500,6,6.82
1oau,-2.0785,119.720,19.430,2.929,6,7.7
2eg8,-1.5655,65.512,14.694,5.143,0,4.5
2il2,-7.2022,400.780,60.409,14.821,6,7.1
2pk6,-9.0150,509.366,74.378,-0.000,6,10.89
1qbt,-8.9854,447.610,81.058,5.750,6,10.62
3m8t,-1.8435,97.195,16.264,2.964,2,4
2hjb,-2.1848,109.854,20.383,1.286,3,4.39
3c2u,-3.8331,250.902,29.996,0.000,6,2.9
2fxv,-2.7355,153.817,24.945,1.786,6,5.35
3mhw,-2.2555,83.634,22.578,4.250,0,2.3
2izl,-3.8509,263.646,27.284,5.857,4,6
4exs,-1.1125,4.183,17.452,-0.000,3,4.41
3t83,-3.7736,149.512,41.181,-0.000,6,6.98
1usk,-2.4946,179.793,16.386,5.607,3,6.4
1pb9,-1.8828,98.439,15.297,7.179,0,3.62
1ucn,-2.1050,77.280,25.181,9.929,6,5.22
3dp4,-2.5491,138.293,21.922,10.214,3,7.37
1upf,-1.0676,17.268,13.420,0.000,0,4.6
2qbs,-3.7017,213.244,32.333,5.750,6,6.68
2fqy,-3.3510,156.988,30.933,4.750,2,6.57
2vqt,-2.7820,131.134,26.123,10.786,3,6
2zfs,-4.6361,248.598,40.859,10.821,6,6.54
1bgq,-3.5180,203.220,26.836,-0.000,0,8.57
1nl9,-3.7201,210.366,32.920,6.286,6,5.96
2v88,-5.3830,270.073,50.180,-0.000,6,4.09
2xj2,-3.2568,169.878,28.749,2.179,3,7.18
1o2j,-2.9589,173.195,25.572,9.357,6,6.92
1v2j,-2.3338,116.268,19.620,9.500,0,3.25
2j7g,-3.0306,159.939,26.413,8.107,3,7
4dkq,-4.1600,196.841,39.210,3.000,4,6.6
1qf0,-6.0951,357.732,49.941,3.500,6,7.38
2vvs,-4.0805,224.183,36.757,-0.000,6,7.34
3sbh,-2.9240,156.427,28.049,-0.000,6,7.28
3r0y,-2.1882,85.317,25.835,-0.000,6,4.84
2vmc,-1.4523,65.549,14.474,-0.000,2,2.94
2vxn,-1.4262,36.415,19.316,1.714,4,5
1pzi,-1.7707,110.793,16.757,-0.000,6,4.22
3f78,-2.3268,157.707,18.023,-0.000,4,3.1
1d7j,-0.8531,26.622,10.416,-0.000,2,3.3
3gi4,-5.7786,287.695,53.819,-0.000,6,10.8
1s89,-2.0245,104.463,19.970,-0.000,4,5.24
2j94,-4.8492,205.256,49.538,-0.000,6,6.27
3ijh,-1.8187,80.305,20.887,4.643,6,4
3el4,-7.3067,432.439,58.764,-0.000,6,7.17
3i7e,-5.2718,278.598,47.555,-0.000,6,10.85
3b3x,-0.5196,51.073,4.383,3.000,4,3.6
2pnc,-2.7650,181.866,19.290,9.536,2,3.33
3djq,-1.2530,16.268,20.477,0.250,6,2.98
3ip6,-2.0746,132.732,14.854,1.179,1,6.6
3dri,-1.5514,35.256,22.481,1.821,6,4.42
1lee,-5.4090,286.024,48.661,-0.000,6,7.74
3uw4,-4.1203,184.622,41.674,8.893,6,7.77
2oi0,-3.8705,201.939,36.357,-0.000,6,7.55
3dc3,-2.5287,95.390,25.920,-0.000,1,8.31
1qbn,-3.6771,157.037,38.449,10.857,6,5.85
2r1y,-1.0308,24.549,13.655,4.714,3,4.51
3zyf,-1.7311,87.854,18.300,-0.000,6,4.85
3g2h,-2.9577,109.244,31.709,-0.000,3,3.82
3gst,-4.4526,225.305,41.652,8.964,6,6.72
1rp7,-4.1979,172.195,44.409,5.571,6,8.52
1gi7,-2.1912,57.354,25.212,8.286,1,4.51
1odi,-3.6144,203.098,29.413,1.286,2,4.21
3gtc,-1.2845,41.866,14.841,0.393,2,2.35
1pxo,-2.6458,132.171,24.951,2.964,4,8.7
1b1h,-5.8757,317.780,51.130,12.857,6,7.03
2p4s,-3.8670,207.488,32.968,6.036,3,9.51
2g8r,-1.7153,95.866,15.901,-0.000,4,3.99
3kyq,-1.6210,54.695,21.254,-0.000,6,4.22
4agm,-1.7250,29.866,24.494,-0.000,4,3.98
3ocp,-3.3603,166.988,29.393,1.786,1,7.57
2p53,-3.4173,185.122,31.787,-0.000,6,7.46
1lf2,-5.5305,316.902,46.751,-0.000,6,7.52
1ndw,-3.0809,179.707,26.939,0.143,6,5.23
3h5b,-6.0919,351.537,50.772,-0.000,6,10
2r9x,-2.0814,89.098,22.620,-0.000,4,4.85
3pb9,-2.6255,146.854,21.752,1.571,2,6.58
3s0d,-2.2430,148.378,18.526,-0.000,6,7.05
3nes,-3.2656,218.427,25.632,-0.000,6,5.62
2pvl,-4.0855,199.890,38.499,0.000,4,7.62
2pym,-5.3672,254.585,51.791,-0.000,6,6.82
1jgl,-4.4788,262.756,33.684,-0.000,0,8.7
3lir,-4.2500,158.854,46.977,-0.000,6,6.92
1nfw,-4.6899,196.427,47.061,0.000,4,8.96
1o0n,-1.1579,-15.061,22.149,1.821,6,4.09
1hdq,-1.5848,63.098,17.651,6.250,4,5.82
3hv8,-4.4395,136.646,48.681,15.714,2,6.98
1b8n,-3.3749,162.866,30.314,11.357,2,10.52
2oag,-4.0343,188.451,38.052,11.250,4,8.47
3f16,-2.8555,134.646,29.643,-0.000,6,8.23
3d4y,-2.5962,136.780,21.849,3.214,1,5.7
1uz4,-2.3727,114.768,21.358,-0.000,1,3.4
2j7f,-2.8904,208.573,17.661,1.250,1,6.35
1o36,-3.0910,163.927,29.206,9.143,6,5.96
3ip5,-1.6172,123.415,9.109,6.714,1,6.22
3bex,-2.4667,142.427,22.401,1.786,6,5.57
1olx,-4.4556,227.720,41.354,10.321,6,4.33
4h75,-4.3695,228.598,39.290,27.821,6,6.6
2h21,-3.6543,183.110,35.394,1.643,6,6.54
4ax9,-4.9713,278.585,42.739,11.393,6,9.57
2i6b,-2.6645,152.988,23.467,0.286,4,7.17
2d1n,-4.8976,287.195,41.088,0.536,6,8.15
3ao2,-3.6762,187.768,31.538,0.857,1,3.77
2h15,-3.5156,189.841,30.217,-0.000,3,5.67
3hk1,-3.5095,185.524,31.746,2.750,4,6.17
2rk8,-0.6973,-11.000,11.749,6.714,1,3.64
2e27,-3.7465,188.073,36.207,-0.000,6,9.35
1n4k,-1.9039,59.610,24.377,9.679,6,10.05
3c2f,-1.1002,30.232,16.404,5.143,6,2
2ptz,-1.2051,18.195,16.248,6.714,2,7.82
3s71,-2.7432,130.463,24.861,-0.000,1,8.64
2rio,-2.7958,163.244,25.230,3.679,6,4.69
1xhy,-3.2531,230.549,21.700,11.893,4,6.18
4dkp,-3.8272,194.037,33.607,0.393,2,5.72
3kdc,-7.9460,431.512,68.139,-0.000,6,9.28
4f1l,-3.6692,204.524,30.088,-0.000,2,5.12
2web,-5.5624,274.634,52.238,-0.000,6,5.12
2i3h,-4.0020,204.902,37.509,9.857,6,7.4
3u10,-4.7532,258.573,38.696,1.786,1,5.44
