name,AutoDock4.1Score,estat,hb,vdw,dsolv,tors,affinity
1d4i,-14.1989,-0.4725,-3.2279,-20.5687,5.2974,4.7728,8.85
1hpo,-11.0913,-0.5200,-2.4070,-12.8283,2.5759,2.0881,9.22
2aoe,-11.0306,-1.7255,-5.9704,-19.8308,7.5470,8.9490,7.62
1tok,-6.8979,-2.6385,-3.0331,-4.1862,2.3634,0.5966,2.47
2q1q,-5.4566,-0.1349,-1.1295,-6.7094,1.6222,0.8949,8.15
2pgz,-8.3837,-1.0993,-0.0184,-10.2884,1.5309,1.4915,5.74
3gjw,-6.2036,-0.6069,-0.4316,-8.5237,2.7620,0.5966,8.3
3le9,-8.5992,-0.0794,-2.5224,-10.4444,3.2538,1.1932,8.22
3g30,2.6870,-1.1292,5.7316,-6.1426,3.3322,0.8949,2.51
1q54,-5.1468,-1.1981,-3.0532,-8.4699,4.2931,3.2813,5.85
1qb1,-5.4703,-0.5778,-2.4975,-10.9511,5.2748,3.2813,6.77
1jmf,-3.7295,-0.6543,-2.6545,-7.7258,5.2170,2.0881,5.77
2afx,-3.9677,-0.1321,-0.6418,-5.6039,1.8135,0.5966,5.15
1ct8,-8.2787,-1.3828,-2.1997,-13.3035,4.4311,4.1762,6.52
3uug,-7.2719,-1.1050,-4.2434,-8.4949,5.0799,1.4915,4.51
3d0e,-12.2996,-2.7227,-3.1979,-13.8282,4.7645,2.6847,8.4
1wcq,-9.7026,-4.5484,-5.0200,-8.7567,5.3412,3.2813,6.26
3v51,-11.4918,-0.0216,-0.6708,-15.2337,2.9428,1.4915,8.55
2q2a,-13.1874,-4.9548,-6.4582,-9.4185,5.8543,1.7898,7.41
2p3c,-13.9061,-1.2798,-4.8387,-21.8424,6.0007,8.0541,7.62
2r2m,-8.9673,-1.2991,-2.6374,-12.5252,4.5114,2.9830,7.33
2gst,-14.6803,-4.0555,-5.4662,-13.9614,4.9249,3.8779,6.07
4afg,-9.1004,-1.5487,-0.6917,-8.7118,1.8519,0.0000,8.3
4e6d,-7.7203,-0.1529,-0.6286,-10.7220,3.1866,0.5966,8.92
2qhy,-9.7360,-0.2976,-2.1843,-14.9944,3.8623,3.8779,7.48
3ekp,-8.9376,-0.3754,-1.7365,-14.6410,3.6390,4.1762,8.89
2we3,-8.7056,-2.3618,-4.7092,-9.6788,5.0612,2.9830,4.43
2vwm,-11.5811,-0.1228,-1.0279,-17.3343,4.2192,2.6847,7.03
1oba,-1.7215,-0.4632,-0.0008,-3.0806,0.9282,0.8949,2.44
3d8z,-2.6227,0.3910,-0.9365,-5.9042,2.6338,1.1932,3.37
2bqv,-10.6391,-0.2655,-2.6021,-16.3938,4.1477,4.4745,8.05
2vwn,-11.1502,-0.1255,-1.3408,-15.9968,4.2248,2.0881,8
3su6,-13.0687,-0.2910,-2.5226,-16.7263,4.3832,2.0881,6.02
1hpv,-8.4409,-0.4079,-1.7532,-14.1104,3.6544,4.1762,9.22
1d9i,-8.1410,-1.2809,-1.5730,-10.7026,3.0291,2.3864,9.11
2bes,-6.3366,-1.4827,-5.2872,-7.3265,4.7768,2.9830,4.24
1phw,0.7883,-0.6052,-0.2821,-3.7904,3.3780,2.0881,3.3
4djo,-9.4226,-0.4208,-1.8008,-16.2952,3.7248,5.3694,11.52
3sw8,-3.1588,0.3098,-1.6058,-6.4237,2.7711,1.7898,4.5
2o8h,-7.0999,-0.1647,-0.6035,-9.0369,1.2138,1.4915,7.6
4e4n,-7.2318,-0.0819,-1.0097,-10.5343,3.2010,1.1932,9.05
1sw1,-6.7061,-1.6551,-1.3772,-6.6879,2.7157,0.2983,7.3
3b25,-5.8095,-0.8074,-0.6232,-7.3891,2.1154,0.8949,6.07
1nt1,-13.1014,-0.2177,-1.9052,-14.5554,3.2786,0.2983,8.89
2clk,-4.9515,-0.7945,-3.5067,-6.6900,3.6532,2.3864,3.79
2oxx,-6.6840,-0.0011,-0.0131,-7.5022,0.8325,0.0000,6.7
1oyq,-7.1003,-0.3517,-2.2986,-12.6979,4.3700,3.8779,6.96
1c70,-14.0183,-1.1939,-2.2232,-19.0526,4.2752,4.1762,10.3
1b3h,-14.6367,-5.1331,-5.2081,-16.1738,6.5089,5.3694,6.21
3nik,-10.3090,-5.5566,-4.8045,-10.4811,6.0587,4.4745,3.45
1cnx,-3.3325,-0.2709,-1.0907,-7.7235,2.1731,3.5796,7.37
1hn4,-6.3886,1.1442,-1.0472,-16.2396,2.5948,7.1592,3.82
2dw7,-2.8802,0.1884,-3.1920,-5.9508,4.5827,1.4915,4.7
1z1h,-11.1401,-0.3606,-2.4401,-14.5365,3.2141,2.9830,8.4
1k1l,-9.8034,-0.4615,-3.6658,-12.3164,4.2539,2.3864,6.9
1nf8,-10.6006,-2.8588,-3.2043,-9.3197,3.2907,1.4915,7.82
2fdp,-15.7504,-3.5444,-3.5461,-17.8063,4.6720,4.4745,7.59
1oif,-9.7147,-3.6408,-3.9248,-6.6224,3.2801,1.1932,7.72
2byr,-10.7900,-1.2479,-0.9893,-15.7135,2.9846,4.1762,8.55
3fql,-10.6380,-0.2314,-0.8811,-15.2547,3.3427,2.3864,7.15
3hzm,-4.9459,-2.3517,-3.2027,-5.3576,3.5797,2.3864,5.52
3cd7,-12.3528,-3.6460,-3.8211,-14.1096,5.0478,4.1762,7.84
1lzq,-12.3009,-1.9747,-4.3311,-18.1763,5.9170,6.2643,8.39
2i19,-0.5946,1.2933,-1.4813,-5.9036,4.0055,1.4915,7.8
3isj,-6.7536,-0.0940,-1.4714,-8.9551,2.8720,0.8949,3.68
1gno,-6.2417,-0.0039,-3.5987,-13.1034,4.4983,5.9660,7.7
3pcj,-2.0708,-0.7687,1.5133,-6.0322,2.6201,0.5966,7.22
1f73,-6.3138,-2.6326,-4.8063,-8.3824,5.0330,4.4745,2.39
4fm8,-8.7873,-1.2896,-0.6125,-10.4327,2.0559,1.4915,5.98
4b7r,-8.9738,-4.0574,-3.1388,-8.0049,4.1393,2.0881,9.64
1c5x,-7.7496,-0.2676,-2.2855,-8.7021,2.9090,0.5966,6.68
2qnn,-16.7447,-3.4341,-3.7573,-19.2977,5.5682,4.1762,7.15
3v5t,-8.4550,-0.4433,-0.6743,-12.7618,3.3362,2.0881,8.22
1g9r,-12.3083,-1.9037,-6.1439,-19.4374,10.4038,4.7728,5.7
3m3e,-3.1381,-1.0083,-3.9131,-6.9184,3.9290,4.7728,4.43
1qka,-15.7959,-6.7501,-6.8239,-17.1010,8.9130,5.9660,5.92
1l6m,-2.1472,-0.8693,-0.2065,-3.5304,1.5642,0.8949,8.1
3p8p,-10.4290,-5.5451,-4.3072,-9.0493,5.1913,3.2813,4.55
2cn0,-9.8848,-0.3894,-2.1505,-13.3083,4.1735,1.7898,7.66
2vmf,-8.4651,-1.1573,-3.8476,-9.1805,4.2287,1.4915,5.85
1sgu,-10.6840,-1.3217,-1.2838,-16.8423,4.5876,4.1762,5.37
1uwt,-6.8215,-1.2688,-3.7598,-7.9706,4.3878,1.7898,5.97
3gqz,-5.4410,-1.4960,-0.7694,-5.8657,1.7952,0.8949,2.17
1dqn,-8.9617,-1.1150,-5.3982,-10.2901,5.4552,2.3864,8
2bfq,-7.6846,-1.2227,-3.3203,-16.2866,8.6706,4.4745,6.89
2rkd,-4.9771,-3.4755,-1.2520,-3.9873,2.8428,0.8949,2.72
1wuq,-20.3962,-9.0180,-8.4177,-15.5877,9.3458,3.2813,8.27
1izi,-12.0924,-0.4621,-4.8799,-18.6250,5.6103,6.2643,6.59
2baj,-12.0257,-0.2050,-1.6782,-13.7455,2.4098,1.1932,8.4
3mhc,-6.1130,-0.1110,-1.4064,-7.9575,2.1687,1.1932,7.96
2wl0,-13.1379,-0.5027,-2.7465,-20.0713,5.1115,5.0711,7.8
2psv,-8.1297,-0.3795,-1.9419,-13.4313,3.4468,4.1762,7.24
4i3z,-3.8817,-0.0394,-2.7979,-9.1902,5.7593,2.3864,4.29
2fqw,-8.8286,-1.4717,-3.8539,-10.0659,5.0714,1.4915,6.68
1bv7,-16.3811,-0.3703,-3.7381,-21.7398,5.2908,4.1762,10.3
3nw3,-5.6899,-0.1403,-1.7129,-14.8148,6.5036,4.4745,6.49
3p3r,-5.9131,-0.9852,-0.6890,-7.9615,2.2311,1.4915,7.25
3hzv,-4.7318,-3.3349,-4.0121,-7.2959,4.5417,5.3694,6.52
3ru1,-5.9862,-0.5409,-2.1339,-7.2290,2.1278,1.7898,4.85
1w4p,-5.6959,-0.8863,-3.3591,-7.2411,3.7025,2.0881,4.74
3sug,-10.8927,-0.1926,-2.0514,-15.8912,4.8561,2.3864,6.21
2jxr,-10.2556,-0.7503,-3.2020,-15.7073,4.3329,5.0711,7.05
4h3j,-11.6195,-2.2347,-1.6545,-12.3354,3.7102,0.8949,7.05
1li2,-4.0845,-0.0634,-0.5440,-4.1728,0.3974,0.2983,4.04
3u7s,-10.1229,-0.3801,-3.1010,-14.7143,3.8963,4.1762,8.43
4euo,-7.9311,-3.6069,-2.8825,-5.5602,2.9252,1.1932,5.05
1n8v,-3.2711,-0.0769,-0.1571,-6.3302,-0.2865,3.5796,6.03
3vhk,-7.0520,-0.0852,-0.0470,-10.3169,1.9056,1.4915,4.6
3rdo,-5.8313,-0.6179,-2.9559,-7.1271,3.0798,1.7898,9.85
1lkk,-7.9224,-3.0485,-4.0686,-12.6123,5.2444,6.5626,6.85
2xab,-7.6091,-0.3707,-1.0854,-9.7735,2.4273,1.1932,9.27
3fat,-8.7071,-2.4943,-3.5971,-8.4236,4.3164,1.4915,7.64
3h8b,-9.3158,-0.9747,-1.6913,-19.0611,5.2522,7.1592,6.29
4aia,-4.1070,-0.2426,-1.2318,-5.7964,3.1639,0.0000,3.66
3nyd,-5.1760,-0.2316,-0.1847,-7.2456,2.1876,0.2983,3.48
3aaq,1.8218,-0.8566,5.0268,-13.5092,7.5812,3.5796,3.3
3lbj,-6.2497,-0.0923,-0.3506,-10.0448,1.2550,2.9830,4.96
3ewc,-7.0867,-0.5554,-2.2986,-11.3341,5.3116,1.7898,7.7
3nu3,-9.6346,-0.3463,-2.1523,-15.2334,3.9212,4.1762,9.82
1tuf,-3.2975,-1.3579,-0.8670,-5.8736,2.4145,2.3864,4.05
3b7i,-0.4791,2.0718,-1.0246,-5.4285,2.7090,1.1932,5.82
1o2z,-8.6387,-0.6921,-3.4568,-11.7324,4.8561,2.3864,6.11
1if7,-5.5650,-0.1333,-1.5345,-7.7315,1.7461,2.0881,10.52
1t31,-13.0644,-2.0644,-2.6229,-15.2192,4.1574,2.6847,8.64
2rcn,-11.3247,-4.3247,-4.6922,-11.6740,6.6816,2.6847,6
1b46,-13.8022,-5.2324,-5.1744,-14.2724,6.4024,4.4745,5.28
1k1j,-9.7786,-0.3796,-3.5802,-12.8773,4.0756,2.9830,7.55
1hp5,-8.4866,-1.1868,-2.8672,-9.0850,3.4592,1.1932,6.55
3c52,-5.9594,-1.5064,-3.6825,-6.7652,4.2049,1.7898,7.3
2jg0,-13.3715,-1.9159,-7.4200,-15.2953,7.9784,3.2813,7.82
1c87,-9.2999,-2.1944,-3.2099,-8.9269,4.1364,0.8949,4.2
3pn1,-5.1802,-0.3870,-1.6910,-10.5611,4.4760,2.9830,6.96
3t08,-5.5212,-0.5739,-2.9849,-7.1501,3.0997,2.0881,3.04
2gvj,-9.1241,-0.1975,-0.5729,-13.2750,2.5349,2.3864,9.52
4eo6,-8.0116,-1.1498,-1.0511,-8.2467,0.6463,1.7898,8.7
1afk,-8.7354,-4.4494,-3.7413,-9.6702,6.1425,2.9830,6.62
1kpm,-7.4674,-0.1499,-0.4461,-11.4299,0.6806,3.8779,5.8
3bft,-8.7440,-2.8684,-4.1478,-7.9350,4.7157,1.4915,6.49
2pfy,-8.8166,-1.9443,-3.4710,-6.8809,3.1813,0.2983,6.52
2p3i,-3.8754,-1.0302,-2.6442,-5.9668,2.7829,2.9830,3.48
1jcx,-6.1328,-3.8737,-5.3141,-10.4450,7.8322,5.6677,5.15
2zdk,-9.4461,-0.3632,-2.7896,-12.2177,3.5380,2.3864,6.37
4std,-7.9172,-0.0608,-0.5487,-9.7781,1.2773,1.1932,10.33
2pow,-4.9843,-0.1876,-1.8628,-7.7217,2.9981,1.7898,7.2
1jao,-8.8214,-0.2642,-2.5041,-10.8013,2.3619,2.3864,5.92
3rbu,-5.3525,-1.0700,-3.7348,-7.8888,4.9547,2.3864,9.43
4deu,-4.8198,-0.2487,-0.1582,-7.8251,2.2189,1.1932,5.64
3lea,-7.8562,-0.0607,-1.6539,-10.9856,3.3525,1.4915,9.1
3b4f,-5.9073,-0.2029,-0.4354,-9.6595,2.8989,1.4915,8.14
2h6t,-6.4549,0.2841,-3.1821,-15.5126,4.7965,7.1592,7.22
3nkk,-6.1361,-0.2463,-2.1079,-7.3181,2.9397,0.5966,4.7
1h0a,-7.1349,-4.5227,-5.4278,-6.6228,5.2622,4.1762,5.44
1yfz,-3.6048,-0.3036,-2.6240,-6.1626,3.6956,1.7898,4.35
3vf5,-9.8692,-0.4908,-0.6993,-16.7619,3.9066,4.1762,9.34
3n2p,-5.7755,0.1877,-1.4787,-8.3730,2.3970,1.4915,7.82
3oy8,-2.6359,-0.8009,-4.0836,-6.5152,3.9910,4.7728,3.66
4dst,-3.3138,-0.2990,-0.0263,-5.1303,1.2468,0.8949,2.96
4g0y,-8.3985,-5.1088,-2.2750,-6.9724,3.8695,2.0881,2.3
3l7a,-9.1997,-0.4005,-2.8725,-14.1553,6.1405,2.0881,4.33
3uxk,-3.7303,0.5148,-1.1198,-5.2904,1.5685,0.5966,4.93
2jds,-8.9237,-1.0187,-1.8387,-12.4226,4.2682,2.0881,8.2
1qy1,2.7711,0.2320,-0.0021,0.7170,0.9293,0.8949,6.52
1sbr,-0.1051,0.2641,-0.6450,-3.7787,2.5630,1.4915,5
2b1g,-6.9127,-0.4180,-3.4019,-10.2954,5.7112,1.4915,6.64
3c4h,-7.2353,-0.2530,-1.5149,-7.3695,1.9021,0.0000,5.7
1fq5,-16.0705,-0.5951,-3.7694,-19.5254,4.5381,3.2813,8.4
3dx4,-8.0912,-3.2540,-3.3115,-7.1142,4.0970,1.4915,7.12
3lcv,-9.4576,-2.2551,-4.0864,-14.1852,7.7879,3.2813,4.74
2pvm,-5.7550,0.0898,-0.6919,-10.6105,3.6678,1.7898,6.44
1mrw,-11.1259,-0.2948,-1.9289,-16.2252,4.3399,2.9830,9.7
3fjz,-6.0206,-2.2283,-4.4063,-6.0612,4.8855,1.7898,4.05
1ksn,-10.8345,-0.4225,-2.1813,-16.2441,4.7322,3.2813,9.4
2xj1,-9.7383,-2.0414,-1.7734,-10.6558,2.9425,1.7898,7.55
1fjs,-7.8232,-0.4723,-1.7861,-15.1193,5.9749,3.5796,9.96
1j36,-5.1253,-1.4135,-2.5963,-10.1542,5.1608,3.8779,7.74
2vpe,-7.6904,-3.6679,-4.1173,-14.0635,5.2093,8.9490,4.94
3k02,-8.1696,-1.3632,-5.9112,-19.8050,10.5574,8.3524,5
3i5z,-8.0639,-0.0609,-0.8957,-13.4143,3.9206,2.3864,8.7
1ur9,-11.1618,-0.7921,-4.8766,-15.2402,5.5708,4.1762,5.77
2ri9,-1.0646,0.0976,-0.4698,-3.7429,2.1556,0.8949,3.22
3dp9,-10.9365,-1.9226,-2.3843,-13.9457,4.9297,2.3864,9.68
4b6o,-7.7919,-0.3326,-3.7464,-10.6772,4.8761,2.0881,7
2fqo,-5.0834,-1.7923,-2.9754,-9.1012,5.2059,3.5796,6.43
1e1x,-3.4300,0.3641,-1.5765,-7.7574,3.7500,1.7898,5.89
1jlr,-8.7634,-5.3517,-3.4046,-9.8419,6.5535,3.2813,3.33
2d3z,-8.3036,-1.1795,-1.0595,-9.0454,1.4893,1.4915,6.64
1bxq,-8.5432,0.5378,-4.0138,-16.1190,5.0857,5.9660,7.38
1pb8,-8.0222,-3.1706,-4.2851,-5.4717,3.7120,1.1932,5.15
3a1d,-5.6190,-0.3792,-3.2959,-11.3443,7.0141,2.3864,4.12
3ppm,2.6679,0.3746,-1.1461,-1.4627,2.5157,2.3864,9.54
1x8r,-17.5619,-6.9108,-9.6348,-13.1280,8.8304,3.2813,6.12
1p19,-5.8106,-1.2706,-4.0847,-7.5913,4.7496,2.3864,4.11
2rcb,-7.5340,-3.0919,-4.0642,-5.4031,3.8320,1.1932,6.79
2i4v,-10.4815,-0.2908,-2.5341,-15.7575,3.9248,4.1762,11.2
2vvu,-10.5689,-0.1707,-0.9823,-15.0572,3.5532,2.0881,8.1
4det,-2.8949,0.0803,-0.0326,-6.5301,2.0960,1.4915,5.68
2yln,-4.9095,-1.6117,-2.5796,-4.7599,2.8486,1.1932,7.68
3sk2,-6.2338,-0.1457,-0.3425,-9.8193,2.8804,1.1932,3.61
1nja,-7.5451,-2.6541,-3.4545,-8.5797,5.3534,1.7898,6.31
1jqy,-6.1187,-0.7764,-3.1085,-10.6407,4.5290,3.8779,4.92
2uwd,-7.8165,-0.4897,-1.1506,-11.9065,3.9404,1.7898,8.35
1bjv,-6.9046,-0.3236,-2.1761,-10.1716,3.9770,1.7898,5.54
1fpc,-8.1768,-0.9902,-1.7959,-12.1341,3.7604,2.9830,7
2b4l,-5.1780,-0.9436,-1.4219,-5.8572,2.4481,0.5966,4.77
3dgo,-6.7266,-4.1633,-1.3188,-9.6470,5.4195,2.9830,6.74
3ug2,-2.7625,0.0560,-0.0390,-7.7486,2.5826,2.3864,8.25
3ikg,-6.8175,-1.1921,-1.9347,-9.3272,2.9518,2.6847,7.24
1i9m,-4.7742,-0.1709,-1.4904,-6.3047,1.9986,1.1932,8.48
3lbz,-4.2591,-0.3160,-0.6092,-8.7724,3.0520,2.3864,3.86
3qtv,-9.2387,-0.4855,-1.5968,-12.5780,3.3335,2.0881,4.65
3uod,-7.2663,-1.1752,-1.1405,-10.6628,3.9223,1.7898,7.31
3lp4,-5.1621,-4.4245,-1.8867,-4.8054,3.8664,2.0881,4.88
1l83,-3.8128,0.0000,0.0000,-3.6211,-0.1917,0.0000,3.4
2ayr,-13.9844,-0.9411,-1.6192,-15.8018,1.6930,2.6847,9.29
3ubd,-8.0102,-0.2630,-1.1943,-12.3633,2.5292,3.2813,5.54
3mxe,-9.9435,-0.2696,-1.7741,-16.4452,4.3693,4.1762,10.01
3h89,-9.4329,-1.0397,-2.1180,-19.1541,5.4213,7.4575,7.64
1nz7,-10.9755,-4.4890,-4.1749,-14.1327,5.8552,5.9660,7.12
2pwd,-3.5740,-3.7365,0.7161,-6.4753,4.4301,1.4915,4.4
1lbf,-9.4605,-3.3114,-4.7013,-11.3316,5.7076,4.1762,7.85
1a4r,-7.9779,-1.8744,-3.5245,-11.6692,6.4055,2.6847,6.66
2w26,-10.7753,-0.1119,-1.0428,-14.5334,3.4212,1.4915,9.4
4fl2,-8.2025,-3.9313,-2.9793,-12.4912,7.9179,3.2813,3.66
3oyw,-3.2419,-0.8278,-3.3917,-5.8685,3.2665,3.5796,4.11
1r6n,-7.6507,-0.3285,-1.0181,-10.4736,2.6781,1.4915,7.4
4h3f,-11.9997,-2.2522,-1.6769,-13.3928,4.1290,1.1932,9
3th9,-9.8763,-0.2732,-1.5036,-13.7831,2.9989,2.6847,7.7
1tng,-5.9699,-1.6024,-1.5114,-5.0013,1.5486,0.5966,2.93
3nht,-7.3106,-0.3260,-0.5839,-11.2675,0.3924,4.4745,7.01
3drf,-8.7047,-2.2333,-4.6768,-17.3087,7.7583,7.7558,7
1cgl,-7.5446,-0.5725,-3.6312,-13.5847,4.5760,5.6677,6.87
1g2k,-13.0220,-0.6376,-2.8791,-17.8279,4.4447,3.8779,7.96
1k6t,-10.8981,-1.1729,-1.7133,-16.9682,4.7800,4.1762,7.62
3fuz,-8.1455,-3.0887,-4.5927,-6.7588,4.2067,2.0881,6.54
3f8e,3.7673,0.1182,0.0801,-0.4872,1.6698,2.3864,7.23
1k27,-7.4852,-0.7058,-2.3069,-11.6038,5.3416,1.7898,9
2vyt,-1.9115,-1.0341,-0.4464,-3.8196,1.3006,2.0881,2.74
2ovy,-6.3377,-0.0652,-0.4162,-9.2021,1.8543,1.4915,8.4
2wyf,-1.9103,0.0442,-2.5182,-6.0933,3.0774,3.5796,4.43
2q8z,-10.7153,-2.7236,-7.6338,-8.8841,6.4380,2.0881,5.68
3gm0,-7.4787,-1.4037,-0.6065,-8.1591,1.7957,0.8949,7.77
4ag8,-11.8678,-0.1733,-1.6312,-13.9828,2.4280,1.4915,8.96
4ap7,-5.8474,0.1194,-0.6107,-10.3429,3.7935,1.1932,7.96
3k00,-5.9789,-2.0647,-5.4413,-15.9439,10.3119,7.1592,5.77
2buv,-2.8328,-0.0548,-0.0749,-5.9894,2.3915,0.8949,4
3iof,-4.0865,-0.0459,-0.0325,-6.9804,1.1825,1.7898,5.22
3d7k,-9.7192,2.6840,-5.9851,-19.2677,8.6734,4.1762,4.6
1mue,-8.0313,-0.1508,-1.4945,-12.7881,3.7175,2.6847,8.64
2vvp,-6.5205,-1.9314,-5.4081,-7.2335,4.7712,3.2813,3.4
2ez7,-0.6664,-0.2229,-0.8425,-3.2694,2.4752,1.1932,4.36
1mu8,-7.9569,-0.1051,-1.3821,-12.9397,4.0836,2.3864,9
1kdk,-11.4486,-0.4202,-1.6212,-10.0191,0.3135,0.2983,9.05
1g30,-7.9303,-0.2634,-1.6796,-14.3623,4.4970,3.8779,6.85
3hll,-9.0285,-0.1501,-0.6763,-11.8075,2.1139,1.4915,8.24
3gk1,-1.8835,0.0059,-0.0038,-5.5293,0.9590,2.6847,4.1
2rin,-5.8913,-1.6255,-0.6386,-6.7479,1.9275,1.1932,4
1mrn,-6.9195,-1.2136,-2.6036,-18.4113,9.6413,5.6677,4.52
1uj5,-3.8797,-1.3270,-4.4748,-6.7360,5.0785,3.5796,3.05
3g0e,-8.1320,-0.1951,-1.2526,-9.6811,2.4002,0.5966,7.7
1b6h,-12.8939,-5.2228,-5.0964,-14.3727,6.4286,5.3694,7.82
1gnn,-7.7026,-0.5315,-3.9145,-14.1825,4.9598,5.9660,5.68
3fhb,-4.9959,-0.1934,-1.0399,-6.8043,2.4451,0.5966,5.7
3okv,-8.0696,-0.1888,-1.3441,-9.5705,1.8405,1.1932,6.23
2gzl,-5.6314,1.4260,-2.7279,-16.0915,6.9892,4.7728,4.82
1pot,-10.9711,-6.4263,-2.8526,-8.5570,4.1802,2.6847,5.49
1i9l,-4.9630,-0.1255,-1.2757,-6.2801,1.5251,1.1932,8.48
2uwl,-8.8473,-0.1327,-0.3321,-12.7735,2.6012,1.7898,8.4
3ccz,-9.1261,-3.2988,-3.2186,-12.3415,4.9601,4.7728,7.29
3tcg,-9.5729,-4.1131,-4.4866,-11.8126,6.0666,4.7728,5.87
3bl1,-6.4099,-0.0901,-0.9984,-8.7960,2.2813,1.1932,5.6
1k1n,-7.5184,-0.6989,-3.3553,-11.8463,4.5042,3.8779,6.82
3n4b,-5.2832,-0.1351,-0.8775,-7.2548,1.7909,1.1932,7.02
3gba,-12.2091,-3.6068,-5.6426,-12.5825,6.9381,2.6847,9.07
2xjg,-7.6629,-0.3922,-0.8838,-9.8882,2.3080,1.1932,7.82
3oyq,-5.0920,-0.2092,-1.3682,-7.0158,1.4130,2.0881,7.99
5er2,-9.8773,-0.6135,-4.3593,-20.0456,6.1920,8.9490,6.57
3bl0,-3.8699,-0.1863,-1.3758,-5.4558,1.9548,1.1932,6.92
2cer,-9.9904,-1.2009,-4.5344,-11.1980,4.5565,2.3864,9.22
1q84,-16.2359,-0.2529,-1.9602,-21.9995,3.8005,4.1762,11.05
2y82,-11.5308,-0.2757,-0.3270,-15.5831,3.1635,1.4915,8.4
3juk,-10.2200,-2.1463,-5.8799,-14.4921,7.8238,4.4745,4.89
3fvk,-11.4265,-3.2179,-4.9892,-10.7067,5.6975,1.7898,8.82
3r17,-5.1390,-0.1041,-0.9830,-7.2641,1.7207,1.4915,6.41
3evd,-8.8149,-5.6562,-2.9588,-9.0519,5.5708,3.2813,6.91
2qwd,-7.1015,-3.9888,-3.7355,-6.9487,4.8867,2.6847,4.85
2wjg,-10.0895,-3.7659,-4.4944,-11.0005,6.4866,2.6847,7.1
2y7z,-11.4473,-0.2591,-0.4324,-15.1989,2.9517,1.4915,8.7
2nsj,-6.2292,-2.0751,-4.3375,-9.2166,6.7153,2.6847,4.79
1lgt,-5.3066,0.1411,-0.1234,-8.1543,1.9351,0.8949,6.1
4agl,-5.1252,-0.2006,-0.0148,-7.0909,1.2862,0.8949,3.65
2ylc,-3.4980,-0.1416,-1.3661,-7.1875,2.8109,2.3864,7.89
2jke,-6.7154,-2.7323,-2.9516,-6.3287,3.8057,1.4915,4.23
2ha3,-3.1095,-1.2280,-0.3488,-4.0496,1.6220,0.8949,3.03
3ebi,-9.1181,-1.5636,-2.1867,-13.2207,4.5716,3.2813,7.1
3f7i,-11.1195,-2.0792,-2.6225,-11.6531,3.1472,2.0881,7.34
4gg7,-6.9568,-0.1995,-0.5278,-12.7016,4.3839,2.0881,8.2
3neo,-5.7815,0.2812,-0.1347,-10.1405,1.8262,2.3864,5.92
2vo4,-2.7075,-0.1603,-0.0350,-4.6639,1.2569,0.8949,4.94
1v2r,-5.8069,-0.3997,-3.0890,-9.3570,3.7576,3.2813,3.55
1b51,-10.9571,-5.0298,-4.5132,-13.6504,6.8668,5.3694,7.37
1cps,-6.1373,-1.1915,-2.8975,-7.2176,3.0812,2.0881,6.66
1uz8,-5.4944,-0.9072,-3.3286,-11.2753,5.2440,4.7728,4.96
3n2u,-5.7084,-0.3651,-2.6544,-10.4603,3.2968,4.4745,7.84
4ago,-6.8355,-0.4930,-0.5331,-11.3350,2.2443,3.2813,4.81
3el9,-11.8699,-0.4899,-4.0258,-17.7821,4.7602,5.6677,8.4
1uvt,-9.4412,-0.1814,-1.2158,-12.7141,2.2837,2.3864,7.64
1fcy,-14.9068,-1.1585,-0.9119,-14.6102,0.8790,0.8949,8.52
1fh8,-9.9279,-3.4763,-3.7053,-8.4724,3.9362,1.7898,6.89
2i4j,-6.7479,-0.7611,0.8585,-13.1413,2.1199,4.1762,6.16
1ftm,-8.8788,-2.5709,-3.7705,-8.5102,4.4813,1.4915,7.61
1elc,-7.2874,-0.6053,-0.2710,-15.0446,4.4573,4.1762,6.66
1bzy,-12.3563,-2.6875,-5.9887,-13.4785,7.4120,2.3864,8.34
1ugx,-4.3128,-1.0624,-2.8477,-7.5379,3.5557,3.5796,5.91
2zdm,-9.1470,-0.4107,-2.5823,-12.3010,3.7605,2.3864,6.41
2qwe,-8.8763,-3.4877,-5.2377,-9.1270,6.2915,2.6847,7.48
1fm9,-14.2844,-0.7696,-0.9202,-18.8972,3.0212,3.2813,9
2xog,-2.8005,-0.1174,-2.0231,-10.8695,6.0333,4.1762,3.43
2j34,-9.5639,-0.1230,-0.4028,-13.3269,2.7973,1.4915,7.82
3i60,-9.1822,-0.3330,-1.6300,-13.7568,4.1512,2.3864,8.7
3iw5,-9.6490,-0.0666,-0.6661,-14.6662,3.0652,2.6847,6.08
2o4n,-13.4018,-0.4690,-3.3365,-17.2352,3.7610,3.8779,7.82
1d6v,-7.6124,0.0767,-0.5519,-11.4923,1.9687,2.3864,6.17
2vjx,-7.2071,-0.6702,-3.5419,-7.4680,3.2799,1.1932,4.96
1nw7,-5.0670,-1.9748,-2.9502,-9.2868,5.8635,3.2813,5.09
1toj,-6.4975,-1.3854,-2.1726,-5.4252,1.5908,0.8949,3.39
2py4,-13.2459,-1.7125,-8.3993,-16.5031,9.4911,3.8779,6.7
1b6j,-14.6022,-1.0365,-5.6277,-18.1178,6.0036,4.1762,7.92
1pr5,-6.2281,-0.8998,-2.7067,-9.3671,4.9558,1.7898,3.92
