name,AlphaHB,repulsion_term,attraction_term,HB_term,affinity
1qf0,-212.178,0.0211124,-15.2389,-15,7.38
1pzi,-113.988,0.0576397,-8.65647,-7,4.22
1lee,-190.695,0.0463903,-18.3159,-2,7.74
1qbn,-110.29,0.000751456,-9.82975,-3,5.85
3gst,-185.759,0.0190063,-14.1949,-11,6.72
1rp7,-199.257,0.0141986,-15.5399,-11,8.52
1gi7,-77.4762,0.0127906,-7.36041,-1,4.51
1b1h,-185.859,0.0271169,-17.013,-4,7.03
1lf2,-176.04,0.0440976,-18.0481,1,7.52
1jgl,-107.091,0.0161195,-9.12523,-4,8.7
1nfw,-106.551,0.0200698,-10.2752,-1,8.96
1o0n,-114.986,0.00408719,-7.50272,-10,4.09
1b8n,-165.79,0.0121476,-10.9911,-14,10.52
1uz4,-101.173,0.00640161,-5.72373,-11,3.4
2j7f,-136.4,0.0829577,-8.523,-13,6.35
1o36,-100.029,0.183633,-10.5866,1,5.96
1olx,-225.824,0.0756463,-13.4581,-23,4.33
2d1n,-168.302,0.0431157,-13.2733,-9,8.15
1n4k,-141.037,0.0020416,-7.70572,-16,10.05
1xhy,-121.95,0.0981502,-7.89315,-11,6.18
2i3h,-107.377,0.0227918,-9.9605,-2,7.4
1swr,-102.232,0.0437249,-8.26694,-5,6.92
1g2l,-154.019,0.0359866,-14.2378,-3,7.24
1ex8,-305.97,0.0560082,-20.653,-25,6.33
2hb3,-203.159,0.00955374,-18.7254,-4,11.35
1wdn,-117.776,0.00479933,-5.78243,-15,6.3
1qji,-171.042,0.0420803,-13.1462,-10,4.85
1x8j,-92.5226,0.0011821,-9.65344,1,6.96
1ch8,-210.974,0.0909719,-14.7884,-16,7
1mtr,-200.9,0.0685644,-18.5585,-4,8.4
2j4i,-126.909,0.0521978,-12.7431,-0,9
1owe,-91.004,0.00676707,-9.10716,-0,6.2
1dud,-129.842,0.0079546,-9.39218,-9,4.82
2f6t,-146.43,0.0198764,-9.46283,-13,4.62
2olb,-196.616,0.0212257,-15.6829,-10,5.54
1bn4,-99.3067,0.0280166,-5.95869,-10,9.31
1egh,-100.684,0.00892986,-4.87728,-13,5.7
1bq4,-115.928,0.0120281,-9.60478,-5,5.22
1ogg,-195.01,0.0447677,-17.5457,-5,5.19
1gz4,-183.903,0.00792101,-14.3982,-10,3.7
1lnm,-140.263,0.00156526,-13.2279,-2,8.7
2j7d,-135.694,0.06981,-8.83918,-12,7.13
1ppk,-180.312,0.0431795,-16.8744,-3,7.66
1ecq,-98.8773,0.25453,-6.14226,-10,3
2bys,-138.44,0.0703329,-13.5143,-1,9.52
1b5i,-171.921,0.00698972,-15.1991,-5,7.05
1mh5,-147.714,0.0486047,-13.22,-4,9.21
1fkf,-150.747,0.0254822,-14.7002,-1,9.4
1zoh,-78.829,0.00480354,-8.68771,2,7
1g36,-92.6525,0.0410974,-9.70635,1,7.17
2a4m,-55.1823,0.211556,-6.52979,2,4.52
1m7d,-148.871,0.0329188,-13.72,-3,6.23
1x38,-154.82,0.0548627,-9.93686,-14,8.77
1c5t,-79.3923,0.000118923,-6.73935,-3,4.1
1a9m,-236.71,0.0360034,-17.707,-15,6.92
1bai,-223.248,0.0390134,-21.1638,-3,7.7
1m5w,-102.517,0.0967877,-6.74851,-9,4.27
1z71,-147.716,0.0152448,-13.1868,-4,9.18
2ces,-131.078,0.0704995,-7.17835,-15,7.25
1hos,-230.883,0.0276892,-21.116,-5,8.55
1c5y,-65.8174,0.007206,-6.58895,-0,4.2
1fzo,-277.351,0.0374307,-23.7725,-10,7.89
1sr7,-185.066,0.00233165,-18.5089,-0,10.1
1fzq,-185.739,0.0134967,-10.1874,-21,7.62
1utl,-33.9293,0.00815965,-4.20109,2,2.47
1ik4,-121.117,0.0728726,-5.38453,-17,7.41
1tcw,-137.212,0.017723,-13.3389,-1,6.02
1e2l,-111.432,0.0739143,-9.21708,-5,4.29
1nfx,-130.882,0.0294901,-12.7177,-1,8.52
1a4w,-148.96,0.0846854,-13.3806,-4,5.92
1g48,-97.8267,0.0298232,-6.2125,-9,8.41
1bp0,-154.448,0.00167171,-9.8465,-14,5.4
2iko,-129.582,0.00204013,-11.3603,-4,5.45
2bt9,-85.2541,0.00780382,-5.33322,-8,6.19
1pdz,-69.5142,0.000667375,-4.55208,-6,3.7
2evl,-220.654,0.03783,-18.5032,-9,6.7
1z4o,-137.608,0.0281454,-8.18894,-14,4.52
1o3i,-85.5903,0.0377939,-7.39682,-3,7.3
1pme,-123.899,0.0462381,-12.4362,-0,9.4
2h4n,-125.091,2.11549e-005,-5.70907,-17,8.7
1laf,-141.578,0.00490538,-7.76267,-16,7.85
1hvr,-241.577,0.0145064,-23.7722,-1,9.51
1ghw,-73.5347,0.143617,-8.29708,2,4.2
1hmt,-127.636,0.00092177,-11.1645,-4,5.79
1ndv,-153.128,0.279891,-13.1927,-6,5.92
1ajv,-232.661,0.032053,-20.8982,-6,7.72
1b6k,-215.475,0.033474,-19.581,-5,8.74
1koj,-148.719,0.0280518,-8.0999,-17,6.7
1lah,-100.805,0.00272291,-5.68319,-11,7.52
1atl,-136.546,0.0318663,-10.4865,-8,6.28
1sdt,-258.141,0.00910823,-22.2232,-9,9.27
1t32,-135.186,0.0172934,-11.9359,-4,7.42
1f3e,-100.815,0.00258584,-7.68409,-6,6.7
1c88,-135.901,0.0493803,-8.43945,-13,5.29
1j4r,-137.346,0.0343167,-12.969,-2,7.72
1b55,-184.444,0.106716,-10.5511,-20,7.4
456c,-144.365,0.0680404,-10.9045,-9,9.77
1msn,-203.84,0.042283,-21.2263,2,9.09
1o2h,-105.578,0.0874734,-9.84531,-2,7.17
1h2t,-242.87,0.151654,-14.8387,-24,7.89
1oar,-102.361,0.393118,-9.42922,-3,7.4
2ccb,-41.3085,0.0345396,-2.96539,-3,7.45
1yc4,-130.043,0.00915501,-10.2134,-7,6.55
1pzo,-87.069,0.0132624,-7.92017,-2,3.32
2mas,-105.245,0.00950406,-8.13401,-6,7.52
1ai4,-69.9667,0.018796,-6.21547,-2,2.5
1sdu,-248.302,0.0114072,-21.6416,-8,10.07
1bhx,-136.558,0.0287025,-12.8845,-2,6.84
1v2w,-85.3866,0.0157231,-7.35438,-3,4.01
2j7e,-139.248,0.0665445,-9.59137,-11,7.32
1lgw,-46.3006,0.0126213,-4.64268,-0,4
1tom,-113.149,0.00868272,-11.3236,-0,8.3
1f0u,-109.851,0.0065426,-10.1917,-2,7.16
1sh9,-218.928,0.118593,-20.8113,-3,6.03
2b07,-144.632,0.0158514,-12.0791,-6,6.43
1ghv,-84.072,0.00705206,-8.81425,1,4.35
1tkb,-163.409,0.223489,-13.7644,-7,8
2ypi,-88.6261,0.0293398,-4.49195,-11,4.82
1hbv,-181.443,0.0482902,-18.9926,2,6.37
1b52,-175.367,0.00597138,-14.3427,-8,7.12
1ui0,-73.819,0.0343931,-4.61629,-7,7.06
2cht,-108.946,0.0258272,-8.52039,-6,5.52
1m2p,-111.085,0.0168697,-10.7254,-1,6.11
1qkb,-190.761,0.0113637,-14.2875,-12,7.35
1h46,-104.759,0.0198407,-10.0957,-1,3.57
4er1,-246.549,0.11869,-23.9736,-2,6.62
1bhf,-79.4683,0.0208562,-5.96769,-5,4.38
1qbv,-117.404,0.0142207,-12.1546,1,5.39
1h1d,-78.5758,0.0138006,-7.07138,-2,8.22
1w4q,-113.755,0.0544217,-8.22994,-8,5.26
1w5v,-310.528,0.0384288,-24.6913,-16,8.15
1t7d,-133.621,0.0437949,-9.8059,-9,6.03
1o2o,-107.4,0.10745,-10.4475,-1,6.36
1v2n,-130.258,0.00425309,-12.2301,-2,5.9
1mq5,-143.778,0.0631039,-14.8409,1,9
1pfu,-45.0133,0.00711541,-4.50845,-0,2.72
1g4j,-102.605,0.0358448,-6.69632,-9,8.7
1n5r,-63.8952,0.00895499,-6.79847,1,5.66
2j75,-113.804,0.0115453,-6.19199,-13,6.65
1hi5,-86.2384,0.0240648,-4.2479,-11,4.04
1gyy,-63.7227,0.0349781,-5.20724,-3,3.64
1hvh,-211.612,0.1534,-19.7146,-4,7.96
2i80,-88.5481,0.109173,-10.164,3,5.4
1sqo,-91.4223,0.00124129,-9.54348,1,7.46
2pcp,-90.9683,0.104682,-8.80151,-1,8.7
1txr,-168.411,0.0638544,-10.505,-16,7.74
1sqt,-113.77,0.0074127,-10.5844,-2,6.2
2f35,-145.697,0.000539509,-10.5702,-10,5.4
1gjd,-98.2613,0.0199895,-9.04612,-2,5.22
2euk,-259.163,0.0153376,-21.1317,-12,6.6
1i5r,-280.501,0.124714,-25.7748,-6,8.52
1hii,-226.679,0.0126958,-19.0806,-9,7.28
7std,-105.436,0.00597828,-10.9495,1,10.72
1vyg,-127.076,0.0426072,-11.5502,-3,8
1e3v,-129.058,0.010993,-10.5168,-6,4.34
966c,-140.558,0.0499036,-10.5057,-9,7.64
1gaf,-118.168,0.0207533,-8.63759,-8,8
1met,-244.156,0.114411,-20.53,-10,9.4
1v2t,-91.7296,0.00302554,-7.17598,-5,4.71
1izh,-266.687,0.0850681,-21.9537,-12,7.7
2aj8,-101.931,0.115278,-10.3084,-0,6.2
1sw2,-64.0555,0.0160275,-4.82158,-4,7.22
1nwl,-96.3135,0.214908,-9.04625,-2,2.39
1sld,-153.553,0.0445098,-13.3998,-5,6.57
2qwf,-157.218,0.00796279,-11.7298,-10,5.67
2avo,-238.475,0.0220539,-21.4696,-6,8.85
1nh0,-255.16,0.0462356,-21.9622,-9,9.74
1gi4,-85.9241,0.000603259,-7.39301,-3,7.19
2f7o,-117.413,0.0419831,-5.78323,-15,7.44
1hvk,-273.573,0.0190663,-26.1763,-3,10.96
1iiq,-266.149,0.105851,-22.3207,-11,7.48
1x8t,-216.295,0.0504837,-12.48,-23,7.8
1qbq,-112.888,0.0261139,-9.31492,-5,8.3
1dmp,-233.07,0.0232658,-20.1302,-8,9.55
2ihq,-101.056,0.168767,-11.8744,4,8.49
2cf9,-156.813,0.0237525,-14.5051,-3,7.82
1g7v,-96.1207,0.0988176,-10.1109,1,6.4
1jev,-211.766,0.0295651,-18.4062,-7,6.89
1g53,-108.96,0.0639947,-6.95998,-10,9.04
1njc,-167.62,0.00928762,-10.3712,-16,5.55
1nm6,-148.735,0.00900666,-14.4825,-1,10.05
1xkk,-169.255,0.0484583,-18.174,3,8.52
1px4,-109.708,0.0168319,-7.38762,-9,3.23
1w5y,-304.688,0.075942,-24.1448,-16,8.48
1tni,-56.2396,0.0386537,-5.66261,-0,4
1c1v,-113.284,0.013537,-12.1419,2,7.64
1g45,-101.472,0.022352,-6.16956,-10,8.64
1u1w,-76.2177,0.0101053,-6.83187,-2,5.85
1b2h,-176.803,0.00826619,-14.8885,-7,4.54
1okl,-108.3,0.0512767,-7.28128,-9,6.03
1pzp,-86.3377,0.0538024,-7.88757,-2,3.31
2avm,-256.436,0.0198263,-21.6634,-10,5.7
1sdv,-252.467,0.0179922,-20.8647,-11,8.74
1ws1,-183.574,0.0266371,-11.584,-17,9.55
1r4w,-130.19,0.0156988,-9.83467,-8,4.05
1h6h,-129.925,0.00328159,-6.99578,-15,5.3
2i0a,-202.116,0.0350225,-18.6466,-4,11.4
1p1o,-131.918,0.0169844,-7.60877,-14,5.76
1zp8,-219.567,0.129476,-20.4862,-4,8.77
1fiv,-260.975,0.201453,-23.099,-8,6.59
1gwv,-132.769,0.00294537,-9.67986,-9,2.57
1amw,-110.162,0.02672,-10.2429,-2,4.54
2cbu,-129.09,0.0699823,-6.97902,-15,5.68
1k22,-169.258,0.0120686,-14.5378,-6,8.4
1n51,-221.874,0.0695662,-15.057,-18,4.85
1mrx,-179.026,0.0742588,-18.7768,2,7.26
1zhy,-127.595,0.0114602,-12.7709,-0,6.52
1fkh,-119.017,0.0373237,-10.739,-3,8.15
1hvs,-270.202,0.0330398,-23.0532,-10,10.3
2bvd,-172.481,0.0156551,-10.4638,-17,6
1xap,-166.832,0.026275,-14.3094,-6,8.7
1v2l,-61.3866,0.000327072,-5.73899,-1,4.29
1e6q,-127.501,0.016585,-6.76664,-15,3.15
1onz,-112.617,0.0615636,-7.72329,-9,5.1
2hxm,-143.04,0.00662934,-9.91061,-11,5.22
1i9o,-92.9434,0.0667819,-6.56112,-7,8.42
1d4p,-138.583,0.00117026,-13.0595,-2,6.3
2gvv,-106.799,0.00714019,-7.08706,-9,3.9
1grp,-128.476,0.00159835,-6.44917,-16,3.72
1gi1,-88.8286,0.0738049,-8.15667,-2,5.47
1fv0,-127.373,0.0533178,-11.9907,-2,5.93
1nu3,-48.0423,0.0130637,-5.21729,1,4
1b3f,-182.534,0.0305855,-15.884,-6,6.89
1sb1,-134.973,0.0541237,-12.7514,-2,6.89
1bnq,-128.821,0.0131799,-9.29529,-9,9.49
1ro7,-265.194,0.0274618,-19.3469,-18,3.18
1hi3,-72.3387,0.0163915,-5.65026,-4,4.19
1str,-190.615,0.0155487,-15.477,-9,4.77
1sbg,-211.39,0.0290552,-18.368,-7,7.74
1w3j,-87.3179,0.0136698,-5.54546,-8,6.32
1gja,-99.8361,0.00266236,-9.18628,-2,5.42
1i9q,-103.322,0.0411963,-6.7734,-9,8.41
1o0f,-85.8384,0.00371576,-4.58755,-10,5.3
1mfd,-96.2492,0.00105437,-5.62598,-10,5.31
1xgi,-99.3882,0.0595674,-7.99839,-5,4.85
1uwf,-102.535,0.0285474,-4.28209,-15,6.82
1ua4,-147.928,0.0420179,-10.8348,-10,4.22
1xbo,-215.985,0.0150217,-16.0135,-14,6.04
1igb,-119.747,0.0762162,-7.25095,-12,6.4
1xq0,-139.075,0.0159915,-9.52354,-11,6.34
1m7y,-220.867,0.0332558,-14.1199,-20,10.96
1thz,-137.668,0.083463,-11.8503,-5,5.15
1gnm,-170.189,0.223426,-13.2423,-10,6.25
2tpi,-94.494,0.00553038,-8.25493,-3,4.31
1d3d,-157.907,0.0447974,-15.8355,-0,9.09
2h4k,-117.952,0.0301253,-8.22531,-9,5.49
2c80,-164.5,0.0106335,-12.0606,-11,5.33
2f1g,-130.241,0.148466,-11.5725,-4,7.54
2cbz,-114.569,0.0140461,-4.67095,-17,3.93
1r9l,-61.2672,0.00668543,-4.93341,-3,5.4
1gj6,-114.772,0.0486029,-10.7258,-2,7
2ewa,-128.294,0.0360222,-12.0654,-2,7.94
1kyv,-165.551,0.0413438,-13.7965,-7,5.92
1qxk,-182.232,0.0173248,-14.2405,-10,5.05
2h6b,-101.039,0.0307234,-6.93467,-8,5.39
2csn,-104.56,0.0542718,-8.91024,-4,4.41
2i3i,-105.496,0.016939,-10.5665,-0,7.3
1stc,-127.413,0.0460574,-15.1874,6,8.1
1wht,-108.571,0.0876001,-7.74469,-8,3.7
1pvn,-177.112,0.0330361,-10.9442,-17,9.82
1rd4,-162.043,0.0519822,-15.4563,-2,7.74
1dhj,-161.634,0.00593166,-13.3693,-7,6.55
1hnn,-81.416,0.0180861,-7.75969,-1,6.24
1b6l,-203.642,0.0169806,-18.3812,-5,8.3
1hxb,-248.428,0.036732,-20.4795,-11,9.92
1jq8,-109.08,0.84428,-12.1523,1,6
2fpz,-59.0775,0.00615204,-5.1139,-2,3.96
1os0,-222.83,0.0137712,-15.4967,-17,6.03
1v0k,-131.583,0.0116277,-7.56996,-14,5.1
2bo4,-78.704,0.0293875,-5.09979,-7,4.61
1f57,-37.3024,0.000738132,-2.93097,-2,5.64
1q8w,-109.032,0.0237435,-10.527,-1,5.24
1yej,-163.709,0.035186,-13.6061,-7,7.46
1bnn,-111.543,0.0232565,-7.17757,-10,10
1c1u,-92.0185,0.0026959,-11.2045,5,8.25
1t4v,-112.175,0.0146812,-12.0322,2,7.68
1dy4,-124.604,0.00386818,-10.4642,-5,4.36
1rbp,-114.293,0.00265006,-11.432,-0,6.72
3pcn,-93.864,0.205943,-6.39234,-8,3.66
1xge,-118.259,0.00404174,-5.82992,-15,4.68
1mai,-143.988,0.0134116,-8.01226,-16,6.68
1qbs,-266.483,0.0118555,-21.4601,-13,9.47
1od8,-128.944,0.0148516,-8.1093,-12,5.1
1bzj,-141.049,0.0335645,-9.33849,-12,4.66
3pcg,-56.2921,0.25362,-5.48283,-1,2.3
1hps,-214.325,0.0169982,-19.4495,-5,9.22
2fgv,-231.266,0.0321153,-19.9587,-8,6.12
5yas,-60.7968,0.0376896,-5.71737,-1,3.26
1m2x,-92.2694,0.0231246,-5.65007,-9,4.15
1q65,-145.475,0.0164874,-10.564,-10,5.46
1njd,-158.188,0.0364845,-10.2553,-14,5.57
1c83,-140.104,0.0327405,-9.24319,-12,4.85
2avs,-245.483,0.0112762,-21.3596,-8,7.57
1qb6,-105.922,0.0227066,-10.2149,-1,6.06
1hvj,-265.941,0.0194938,-24.2136,-6,11.4
2aog,-266.248,0.00331439,-22.6281,-10,6.28
1no6,-133.994,0.0637055,-8.66307,-12,4.41
1g46,-99.9856,0.023358,-6.42192,-9,8.8
1srg,-99.6117,0.493659,-10.4548,-0,5.3
1nw4,-142.917,0.0159228,-10.3077,-10,9.07
1qbo,-125.829,0.0128671,-11.7958,-2,7.74
1x39,-163.085,0.0446533,-9.55311,-17,9.22
3jdw,-78.1719,0.0370989,-4.25429,-9,3.6
1c86,-125.576,0.0349468,-8.19256,-11,4.7
1uho,-148.923,0.02182,-12.9142,-5,9.22
1qft,-63.603,0.0154655,-4.77576,-4,8.77
1cet,-59.2413,0.00328555,-6.32742,1,2.89
2fw6,-135.6,0.0216897,-6.78168,-17,2.92
1aid,-100.926,0.00406194,-10.8966,2,4.82
1xpz,-131.512,0.00112076,-7.55233,-14,7.08
1hpx,-193.989,0.0302528,-19.4291,-0,11.26
1erb,-121.986,0.00817831,-12.6068,1,8.1
1ctt,-114.311,0.0228751,-8.65399,-7,4.52
1m83,-242.066,0.0606204,-16.2672,-20,3.4
1ejn,-124.751,0.0254431,-11.3006,-3,5.62
1e6s,-106.904,0.0509701,-5.94137,-12,3.22
1n3i,-143.648,0.00818333,-10.373,-10,8.89
1qbr,-299.026,0.0257827,-25.9284,-10,10.57
1vyf,-127.523,0.0121593,-10.3644,-6,8.05
1mu6,-133.78,0.00944154,-12.9875,-1,8.38
1iy7,-166.102,0.0150436,-8.22526,-21,6.19
1lyb,-242.957,0.0251569,-20.7208,-9,11.42
1g3e,-109.828,0.00195091,-7.78476,-8,5.38
1z6s,-102.002,0.00514924,-5.40531,-12,4.34
1qbu,-263.366,0.0320911,-21.1687,-13,10.24
2afw,-73.54,0.0083072,-5.36231,-5,4.77
1o33,-103.644,0.0182072,-8.38256,-5,5.74
2c92,-254.215,0.0650983,-15.4866,-25,5.68
1drk,-130.752,0.0286843,-5.90385,-18,6.82
1o86,-188.607,0.00826299,-13.669,-13,9.57
1mmr,-151.487,0.00776138,-10.3565,-12,5.4
1zgi,-131.148,0.0105924,-14.3254,3,5.34
1i80,-77.6997,0.0050437,-6.17501,-4,6.41
1kzk,-200.058,0.0175686,-20.0234,-0,10.39
1k1y,-206.273,0.0450765,-16.2724,-11,3.22
1w7g,-125.489,0.0148246,-11.3637,-3,5.1
1tnh,-42.7594,0.000393371,-5.07634,2,3.37
4ts1,-84.8468,0.0927982,-7.37748,-3,4.94
2fqt,-150.81,0.0478411,-9.12884,-15,6.14
1b8y,-189.013,0.00470139,-13.706,-13,7.85
1t5f,-124.784,0.113942,-5.39235,-18,4.22
7upj,-182.099,0.0169144,-14.6268,-9,8.49
1i9n,-98.7433,0.0591129,-5.93345,-10,8.66
1efy,-115.205,0.0141862,-9.53467,-5,8.22
1m1b,-103.551,0.00652523,-5.1616,-13,4.66
1tlp,-215.961,0.147709,-12.5439,-23,7.55
1ajn,-64.9611,0.0337265,-6.92983,1,2.63
1kmy,-103.66,0.0541553,-8.02019,-6,5.1
1j14,-54.7662,0.00100252,-5.47762,-0,4.49
2qwc,-141.851,0.036163,-9.42123,-12,3.55
2hs1,-191.869,0.0386368,-18.0255,-3,8.48
1y3p,-260.245,0.236957,-22.6614,-9,4.82
1jet,-153.242,0.00591155,-13.3301,-5,7.25
1ydd,-112.599,0.0654764,-5.72538,-14,7.07
1b3g,-187.78,0.016167,-14.7941,-10,6.7
1gvx,-233.658,0.00102647,-22.1668,-3,7.22
2bal,-129.672,0.00114759,-12.5684,-1,6.31
1k21,-130.332,0.0293129,-11.0625,-5,8.38
1utm,-52.9729,0,-5.29729,-0,3.01
1lyx,-80.5919,0.0415568,-4.90075,-8,4.54
2cex,-126.87,0.00170251,-9.88866,-7,4.7
1ohr,-206.55,0.00296706,-19.8579,-2,8.7
1ws4,-74.7408,0.00610079,-5.88018,-4,3
1w96,-157.618,0.0226098,-14.5844,-3,8.41
2fxu,-187.27,0.0386256,-16.3656,-6,8.15
1o0m,-114.765,0.00780364,-7.88432,-9,5.15
1f0r,-110.478,0.0254909,-10.6733,-1,7.66
1wc1,-156.146,0.00259201,-14.0172,-4,4
1njs,-223.169,0.0167413,-15.5336,-17,7.82
2fgu,-232.529,0.0987722,-21.3517,-5,9.18
2boh,-114.206,0.150323,-11.571,-0,8.52
2boj,-52.9776,0.0480374,-3.3458,-5,5.77
1tcx,-215.821,0.0184101,-18.4006,-8,6.95
1eld,-113.833,0.67542,-11.2587,-2,6.7
1v0l,-112.459,0.00541794,-7.65131,-9,7.55
1kel,-126.24,0.00842433,-10.2324,-6,7.28
1zpa,-205.334,0.211648,-19.1451,-4,8.4
1nq7,-133.787,0.00304607,-11.7817,-4,6.8
1mfa,-84.601,0.0012489,-5.66135,-7,5.04
1b0h,-217.72,0.0303175,-19.0024,-7,6.7
5tmp,-292.954,0.0567753,-22.1521,-18,7.47
1utn,-53.1958,7.51503e-005,-4.91965,-1,3.49
1g2o,-145.014,0.0109607,-10.1124,-11,10.55
1hlk,-127.05,0.00377189,-9.50881,-8,5
1d4l,-209.421,0.0403912,-19.3825,-4,8.77
1y0l,-110.577,0.0244001,-9.48209,-4,9
1bnv,-128.057,0.0172077,-7.62295,-13,8.77
1swg,-87.7241,0.0596203,-7.63203,-3,7.36
1bdq,-193.241,0.0292732,-18.5534,-2,6.34
1lke,-160.777,0.00414612,-13.6818,-6,7.52
1uv6,-51.0633,0.0397986,-5.94613,2,5.12
1fkw,-95.7042,0.0168759,-9.18729,-1,5.05
1c84,-129.604,0.0608743,-9.02124,-10,5
1duv,-177.715,0.00900483,-8.5805,-23,11.8
1ydk,-162.707,0.00218136,-11.8729,-11,5.89
1ssq,-71.4319,0.00525596,-3.54844,-9,6
1ii5,-113.467,0.0146284,-5.76131,-14,6.62
1c4u,-163.298,0.147851,-15.2777,-3,10.37
1nvs,-148.598,0.0364115,-14.0962,-2,7.82
2c94,-250.542,0.0371275,-15.4913,-24,6.82
1d4k,-266.172,0.03047,-21.4476,-13,9.22
1ajx,-215.221,0.00664494,-19.9287,-4,7.91
3kiv,-55.5529,0.0859246,-3.64121,-5,4.7
1cnw,-119.418,0.126375,-7.26814,-12,7.72
1g85,-45.993,0.03062,-4.62992,-0,5.48
1gu1,-106.235,0.0070852,-6.63061,-10,4.52
1q1g,-135.242,0.0279139,-10.7521,-7,8.57
1ppc,-91.5841,0.0169157,-8.37532,-2,6.16
1q91,-158.862,0.0148874,-12.7011,-8,4.15
1ro6,-135.043,0.0192966,-9.92357,-9,6.46
1f4x,-114.004,0.0154377,-9.01584,-6,5.59
1cny,-107.769,0.00047604,-7.1774,-9,7.85
1c1r,-85.9427,0.00413085,-8.5984,-0,7.63
1o30,-135.49,0.0753245,-11.2244,-6,6.77
1v11,-204.129,0.0346933,-12.8476,-19,3.98
1n1m,-91.0808,0.0423836,-5.95046,-8,5.7
1qb9,-109.64,0.0272586,-10.5912,-1,7.44
2am4,-250.272,0.0208313,-15.848,-23,3.72
2f34,-158.629,0.00208566,-10.665,-13,6.89
2fzg,-87.9909,0.339957,-9.93905,2,3.38
1bwa,-283.226,0.0276402,-25.5503,-7,7.6
2gyi,-89.023,0.00955212,-6.11185,-7,7
3pcf,-68.9741,0.123845,-5.42125,-4,6.05
1o3d,-108.487,0.0307242,-8.87944,-5,7.13
1ppl,-202.404,0.0287531,-19.8691,-1,8.55
1kjr,-125.398,0.00662511,-7.74647,-12,6.06
1b4h,-171.444,0.028698,-14.3731,-7,5.46
1dfo,-153.099,0.0121444,-14.522,-2,6.7
1ydb,-122.298,0.0116445,-6.64141,-14,8.24
2j79,-94.4822,0.0201107,-7.06834,-6,5.96
1g35,-271.459,0.0389744,-22.3848,-12,8.14
1ogx,-96.4504,0.0262952,-9.27133,-1,6.09
1bn3,-126.132,0.0358241,-7.04898,-14,9.89
1ceb,-58.593,0.0465166,-4.70582,-3,6
1gai,-217.293,0.00767608,-14.1369,-19,8
1ez9,-84.5402,0.0157228,-5.26975,-8,5.1
2j47,-136.012,0.032881,-10.434,-8,5.41
1xh9,-239.917,0.0345465,-19.6262,-11,7.77
2gv7,-143.905,0.0182212,-12.0088,-6,7.85
1kc7,-74.1558,0.103762,-3.51935,-10,5.52
1xka,-152.041,0.0495281,-14.4536,-2,6.88
1gj8,-90.252,0.0990194,-8.72422,-1,6.96
2ca8,-100.047,0.0243033,-6.82903,-8,4.66
1m4h,-282.388,0.0612734,-22.7,-14,9.52
2f2h,-181.509,0.065011,-15.0159,-8,5.7
1li6,-32.6366,0.062324,-3.32598,-0,3.8
1a8i,-124.716,0.00119757,-8.8728,-9,5.52
1v1m,-215.948,0.0379105,-12.8327,-22,3.94
1lpk,-147.268,0.0180585,-14.7448,-0,7.55
1pyn,-187.703,0.0100522,-13.5803,-13,5.49
2bq7,-117.806,0.0638802,-12.2445,1,7.05
1msm,-205.148,0.0478542,-20.9626,1,10.48
1kzn,-145.827,0.00257678,-13.3853,-3,8.92
1aaq,-205.625,0.220776,-15.9832,-12,8.4
1w3l,-121.453,0.0267346,-8.57205,-9,6.28
1g54,-95.0052,0.0167892,-5.91731,-9,8.82
2cc7,-78.7318,0.0329492,-6.30613,-4,8.01
1dzk,-49.3614,0.340309,-5.27645,-0,6.1
2aoc,-246.057,0.0194504,-21.4251,-8,4.89
1gcz,-80.5324,0.0712364,-8.52447,1,5.13
1o2w,-82.0954,0.0815053,-8.29105,-0,5.85
1if8,-106.781,0.0546472,-6.33279,-11,9.64
1qan,-142.923,0.0262127,-12.3185,-5,4.48
1ctu,-131.787,0.0573545,-9.23605,-10,11.92
1uz1,-100.756,0.0280929,-6.10368,-10,6.89
1r0p,-162.831,0.040598,-15.1237,-3,8
1zsf,-213.363,0.116006,-18.6523,-7,9.92
1gar,-251.577,0.0160325,-17.5737,-19,10
1v2s,-63.8775,6.22065e-005,-5.58781,-2,4.17
1lag,-110.198,0.0449501,-6.66471,-11,6.3
4rsk,-114.304,0.00325827,-8.2337,-8,4.32
1xk9,-94.8187,0.252893,-8.13477,-4,6.85
1gj7,-121.505,0.229908,-11.1804,-3,7.89
2bpv,-206.157,0.02703,-18.2427,-6,7.67
1pa9,-129.218,0.0288867,-7.75071,-13,4.6
5std,-162.297,0.0522294,-15.4819,-2,10.49
1g4o,-99.4942,0.0244132,-5.97384,-10,8.25
1tx7,-84.2921,0.0243425,-7.25356,-3,4.6
1kav,-142.465,0.0518313,-8.69837,-14,5.82
1pro,-262.109,0.0183138,-21.4292,-12,11.3
1qy2,-56.1283,0.000728872,-6.01355,1,5.74
2dri,-136.335,0.0200292,-5.65355,-20,6.89
1n4h,-126.828,0.00411071,-11.8869,-2,6.55
1wvj,-102.252,0.00393125,-5.42917,-12,6.73
1hvi,-268.902,0.023456,-24.5137,-6,10.92
1f5l,-88.7045,0.00700644,-7.67746,-3,5.28
1ony,-181.574,0.0159196,-12.9733,-13,6.77
1tq4,-213.789,0.0273256,-12.6062,-22,6.19
2arm,-71.1736,0.266161,-5.78352,-4,8.13
1ikt,-96.0559,0.00838418,-11.214,4,3.4
