name,AlphaHB,repulsion_term,attraction_term,HB_term,affinity
3lp4,-51.4043,0.00612077,-4.74655,-1,4.88
4rlt,-111.829,0.0648838,-11.2478,-0,4.96
1l83,-35.841,0.00765506,-3.59176,-0,3.4
2ayr,-188.605,0.0255905,-18.486,-1,9.29
3ubd,-175.757,0.0109321,-15.9867,-4,5.54
3mxe,-214.932,0.0296248,-20.3228,-3,10.01
4ezx,-157.529,0.00271863,-12.1556,-9,5.8
3h89,-156.081,0.157645,-14.9657,-2,7.64
4ahs,-67.9779,0.0414235,-6.83922,-0,2.19
4zwx,-100.167,0.0251737,-6.44186,-9,8.7
3g5k,-182.304,0.0127884,-12.2432,-15,9.52
4h7q,-61.7763,0.0255639,-5.40319,-2,5.06
2q38,-113.668,0.027081,-5.7939,-14,5.23
4q4r,-132.874,0.00482839,-11.6923,-4,6.43
1nz7,-226.016,0.041992,-14.6436,-20,7.12
2pwd,-107.973,0.111673,-5.709,-13,4.4
1lbf,-179.879,0.0521983,-11.6401,-16,7.85
1a4r,-170.135,0.00933019,-11.8228,-13,6.66
2w26,-116.608,0.037341,-11.2982,-1,9.4
4fl2,-169.675,0.0346746,-14.6022,-6,3.66
4kmz,-209.902,0.025409,-15.8156,-13,8.57
1ec9,-126.926,0.127488,-6.82006,-15,3.1
3oyw,-92.3388,0.00230076,-5.23618,-10,4.11
1r6n,-69.0475,0.0191143,-6.52387,-1,7.4
4h3f,-179.068,0.0129648,-15.5198,-6,9
3th9,-151.965,0.06349,-16.46,3,7.7
1tng,-54.7657,0.00199723,-4.67857,-2,2.93
4fxp,-189.341,0.0299925,-13.3641,-14,4.09
5cep,-109.999,0.0132124,-10.2131,-2,6.84
4iid,-106.749,0.0300823,-5.90502,-12,5.62
3nht,-107.545,0.0371124,-11.5916,2,7.01
5c1m,-154.638,0.0185225,-15.8823,1,10.8
3drf,-256.991,0.00573333,-20.9048,-12,7
1cgl,-174.891,0.00316153,-11.8923,-14,6.87
4q8y,-95.9533,0.0135403,-6.40887,-8,2.64
4db7,-91.7774,0.0105733,-7.18831,-5,6.56
1g2k,-246.46,0.0281059,-21.8741,-7,7.96
1k6t,-243.746,0.0339414,-21.6085,-7,7.62
3fuz,-104.767,0.0117769,-5.68847,-12,6.54
3f8e,-26.642,0.595036,-4.85924,4,7.23
1k27,-139.333,0.000903665,-11.5342,-6,9
2vyt,-21.2458,0.00989895,-2.13448,-0,2.74
4uma,-111.423,0.0263381,-4.76863,-16,5.41
4or6,-112.047,0.0597524,-9.26448,-5,5.31
2ovy,-122.154,0.0147652,-11.8302,-1,8.4
2wyf,-110.482,0.0501534,-4.29837,-17,4.43
2q8z,-193.044,0.0397893,-11.3442,-20,5.68
5c3p,-104.397,0.000575152,-5.24025,-13,4.46
3gm0,-75.5016,0.00740582,-7.95757,1,7.77
4ag8,-164.373,0.0250029,-14.4623,-5,8.96
4ap7,-141.79,0.0129134,-13.3919,-2,7.96
3k00,-299.853,0.398727,-22.784,-19,5.77
2buv,-87.6362,0.0565479,-5.62017,-8,4
4xir,-151.386,0.0138735,-14.7525,-1,6.94
3iof,-67.3247,0.11078,-6.84325,-0,5.22
3d7k,-229.191,0.0935671,-19.0127,-10,4.6
1mue,-121.185,0.0166648,-11.7351,-1,8.64
3su3,-139.267,0.0308199,-11.1575,-7,9.13
4qxo,-93.7901,0.0225889,-10.2016,2,5.51
2vvp,-157.787,0.0790434,-6.65772,-23,3.4
2ez7,-40.8273,0.0165313,-3.29926,-2,4.36
1mu8,-139.169,0.00285381,-13.5197,-1,9
1kdk,-127.904,0.0112611,-11.6017,-3,9.05
1g30,-133.798,0.160069,-13.9399,1,6.85
3hll,-154.103,0.0205919,-13.8309,-4,8.24
3gk1,-52.2025,0.0225633,-6.04281,2,4.1
4ih3,-43.1138,0.264102,-5.77548,3,4.82
2rin,-53.7065,0.187312,-5.95796,1,4
1mrn,-248.417,0.0189297,-20.8606,-10,4.52
1uj5,-114.278,0.0379327,-6.66569,-12,3.05
3g0e,-106.207,0.0041976,-10.6249,-0,7.7
1b6h,-177.396,0.0107952,-14.5504,-8,7.82
4bf6,-101.086,0.0285048,-5.73706,-11,8.35
1gnn,-182.241,0.259304,-14.8834,-9,5.68
3fhb,-57.2679,0.0135746,-5.74037,-0,5.7
3okv,-119.335,0.019448,-8.35291,-9,6.23
2gzl,-236.299,0.0381632,-19.2681,-11,4.82
1pot,-72.5236,0.0232395,-5.67559,-4,5.49
3qx8,-84.5699,0.145457,-8.20244,-1,2.86
1i9l,-99.477,0.0476819,-5.99538,-10,8.48
4ck3,-116.644,0.00860323,-9.673,-5,3.57
2uwl,-113.7,0.0190939,-10.9891,-1,8.4
3wz6,-140.433,0.0199202,-13.6632,-1,5.96
3ccz,-177.548,0.0231698,-14.178,-9,7.29
4o05,-178.041,0.00485134,-17.009,-2,7.43
3tcg,-149.192,0.0159825,-11.7352,-8,5.87
3bl1,-155.711,0.0285825,-9.59966,-15,5.6
4k7n,-61.76,5.89547e-005,-4.57606,-4,3.48
1k1n,-78.4394,0.0245764,-7.86852,-0,6.82
3tz0,-61.6449,0.012732,-5.37722,-2,5.04
3n4b,-110.909,0.00238896,-7.09334,-10,7.02
3gba,-161.052,0.0125514,-11.3177,-12,9.07
2xjg,-107.96,0.0120214,-10.0081,-2,7.82
4aqh,-129.222,0.0202195,-11.7424,-3,6.54
4u6w,-99.8504,0.0316002,-7.21664,-7,4.21
3oyq,-102.978,0.0275717,-6.72541,-9,7.99
4psb,-133.21,0.000199717,-12.9212,-1,4.64
5er2,-252.538,0.127012,-23.3809,-5,6.57
4wov,-100.728,0.0167384,-10.4895,1,7.14
4riv,-116.574,0.0292621,-6.08671,-14,7
3bl0,-95.7103,0.0293717,-5.2004,-11,6.92
2cer,-135.372,0.0444824,-10.3817,-8,9.22
1q84,-257.158,0.0567326,-22.5725,-8,11.05
4u0w,-164.343,0.0333383,-10.4677,-15,3
4hy1,-135.08,0.0355766,-11.1436,-6,8.7
4idn,-269.665,0.0312619,-16.9977,-25,5.24
2y82,-123.639,0.0490709,-12.813,1,8.4
3juk,-219.831,0.0411312,-16.4243,-14,4.89
3fvk,-136.469,0.00856104,-9.6555,-10,8.82
3r17,-107.802,0.00246751,-7.18263,-9,6.41
4q7w,-99.0938,0.000807669,-4.71019,-13,2.64
4bcs,-108.047,0.0125489,-8.41722,-6,6.99
3evd,-104.567,0.0629333,-8.1196,-6,6.91
2qwd,-147.293,0.065148,-8.79446,-15,4.85
4yik,-172.33,0.0201285,-15.6532,-4,6.89
2wjg,-156.374,0.0402128,-9.27765,-16,7.1
4qpd,-152.397,0.00890782,-12.0486,-8,7.82
4abd,-64.9255,0.000533273,-6.49308,-0,4.4
2y7z,-119.934,0.0386555,-12.432,1,8.7
2nsj,-174.36,0.0503934,-10.6864,-17,4.79
1lgt,-116.297,0.0271277,-8.4568,-8,6.1
4agl,-43.0258,0.0122102,-4.71479,1,3.65
4q1y,-218.317,0.0153604,-18.6471,-8,10.35
4lj8,-165.554,0.0102948,-12.9657,-9,5.82
2ylc,-94.943,0.0154283,-6.70973,-7,7.89
4ko8,-192.252,0.0149908,-14.8402,-11,7.15
2jke,-90.2041,0.0051358,-6.22555,-7,4.23
4q9y,-65.1716,9.9771e-005,-4.11726,-6,5.68
2ha3,-33.5204,0.00566243,-3.7577,1,3.03
4yml,-132.589,0.031489,-10.8903,-6,8.35
4rlu,-104.331,0.0121465,-10.4452,-0,4.82
3ebi,-191.613,0.0432286,-12.4045,-17,7.1
3f7i,-96.0013,0.0157031,-8.41583,-3,7.34
4gg7,-135.422,0.0411115,-13.5833,-0,8.2
3neo,-108.515,0.0520875,-11.3036,1,5.92
2vo4,-37.9283,0.00576741,-4.1986,1,4.94
1v2r,-97.0231,0.0132322,-7.71554,-5,3.55
4daf,-95.1734,0.0229424,-7.14028,-6,7.12
1b51,-165.579,0.00518837,-14.1631,-6,7.37
1cps,-146.678,0.0498131,-7.91758,-17,6.66
4de0,-121.282,0.00950686,-10.9377,-3,5.89
1uz8,-133.058,0.0124977,-8.91826,-11,4.96
3n2u,-128.996,0.068622,-8.16827,-12,7.84
4cp7,-203.817,0.149306,-22.131,4,8.11
3r5t,-227.954,0.0198848,-14.0153,-22,8.58
4ago,-71.2561,0.0139858,-7.9396,2,4.81
3el9,-222.197,0.00788588,-20.6276,-4,8.4
1uvt,-119.619,0.0164687,-13.5783,4,7.64
1fcy,-171.602,0.0386841,-16.3989,-2,8.52
1fh8,-123.262,0.00959325,-8.33577,-10,6.89
2i4j,-150.894,0.279756,-15.7692,1,6.16
1ftm,-123.432,0.0026885,-7.54589,-12,7.61
4mdn,-137.203,0.00332062,-14.1237,1,6.22
1elc,-87.183,0.320039,-13.0383,10,6.66
1bzy,-194.937,0.0390048,-12.7327,-17,8.34
1ugx,-96.8648,0.00312027,-6.4896,-8,5.91
2zdm,-102.562,0.0526476,-9.10889,-3,6.41
2qwe,-169.217,0.0359721,-10.9577,-15,7.48
1fm9,-224.704,0.0966923,-21.3671,-3,9
2xog,-120.023,0.00215158,-9.20445,-7,3.43
2j34,-138.442,0.0279586,-13.4722,-1,7.82
3i60,-155.576,0.0335278,-15.5911,-0,8.7
4rhx,-249.791,0.0077949,-14.5869,-26,5.8
3iw5,-181.876,0.0758598,-17.0635,-3,6.08
2o4n,-231.021,0.039638,-20.3417,-7,7.82
1d6v,-130.51,0.084405,-11.5354,-4,6.17
2vjx,-94.9106,0.014388,-6.30545,-8,4.96
1nw7,-148.407,0.0106938,-11.6514,-8,5.09
1toj,-85.7388,0.0207203,-6.1946,-6,3.39
3imc,-65.5813,0.00838208,-6.16651,-1,2.96
4emf,-135.784,0.0533975,-12.0318,-4,7.08
2py4,-241.306,0.0307845,-14.9613,-23,6.7
1b6j,-241.132,0.022116,-20.5353,-9,7.92
4zzz,-113.005,0.0083401,-9.30881,-5,7.06
1pr5,-120.86,0.0242612,-10.5103,-4,3.92
3u7l,-183.302,0.0179134,-12.7481,-14,7.28
4u6c,-97.2512,0.0616764,-6.58679,-8,5
4ahr,-76.7031,0.0531887,-7.72349,-0,2.19
3arw,-101.867,0.030507,-10.6172,1,6.15
1xjd,-167.27,0.0464494,-16.3735,-1,9.48
4b6p,-178.802,0.0325557,-11.9127,-15,7.13
3oku,-118.967,0.100374,-7.59708,-11,6.36
1h5v,-183.783,0.0276423,-12.0059,-16,3.93
2uz9,-85.4699,0.0136745,-6.16067,-6,5.71
4gah,-190.64,0.0431736,-15.9072,-8,6.1
4rd6,-210.568,0.0132567,-12.2701,-22,6.28
2aod,-256.074,0.0453751,-22.4528,-8,5.66
3lpl,-71.9377,0.00662035,-5.60039,-4,5.62
3vtr,-169.697,0.0524028,-15.8221,-3,5.57
4q9o,-128.484,0.0202351,-13.6686,2,5.77
2v59,-128.766,0.00744103,-10.8841,-5,7.74
1k6c,-245.915,0.0163152,-20.6078,-10,7.48
1bnt,-122.857,0.00615363,-7.89183,-11,9.8
4b7p,-146.422,0.0111008,-13.8533,-2,9.46
1ql7,-103.3,0.0320895,-10.3621,-0,5
4hpi,-176.531,0.0495253,-13.3026,-11,4.85
5ceq,-109.185,0.0158999,-10.1344,-2,7.38
1hvl,-257.589,0.0218571,-24.5808,-3,9.95
4dy6,-271.642,0.0460027,-21.2102,-15,4.4
3qgw,-125.397,0.0908779,-11.8305,-2,5.89
2f81,-207.476,0.1151,-18.0627,-7,10.52
2vnp,-120.248,0.0507667,-7.67554,-11,9.92
4loi,-248.257,0.0220713,-22.8477,-5,6.77
4ra1,-129.322,0.0115899,-8.1438,-12,5.94
1f4e,-85.8245,0.00811825,-7.79057,-2,2.96
3b7r,-225.383,0.0187569,-13.7571,-22,7.7
1bv9,-295.384,0.0361133,-25.9745,-9,9.96
3e12,-193.057,0.00428528,-10.11,-23,5.99
2ydw,-123.204,0.0505891,-11.171,-3,7.34
2eum,-166.776,0.057067,-12.7347,-10,6.7
3m67,-149.259,0.00956812,-10.1355,-12,6.74
4x5y,-159.666,0.0266836,-14.7933,-3,8.03
2wb5,-139.688,0.0808761,-8.84965,-13,9.13
1rpj,-130.102,0.056661,-6.26688,-17,6.48
1g32,-125.787,0.218811,-13.5975,2,6.11
1g3d,-92.2065,0.00276943,-6.42342,-7,5.55
4ymh,-176.054,0.0633567,-13.6688,-10,6.46
1iih,-101.398,0.00143727,-5.7412,-11,2.89
3c79,-79.9883,0.045299,-8.84412,2,7.2
4asd,-186.233,0.0106851,-17.834,-2,9.28
1i00,-85.1821,0.0335247,-7.75174,-2,6.34
1rnm,-75.801,0.00277793,-6.38288,-3,3.07
2zdl,-105.758,0.0225218,-9.39835,-3,6.4
4xtw,-250.829,0.014107,-20.297,-12,9.03
1xff,-130.729,0.00740237,-5.08028,-20,4.82
3djk,-206.122,0.0208895,-19.4331,-3,10.59
4u69,-87.3011,0.0108821,-5.94099,-7,4.26
1kuk,-152.23,0.0215931,-12.0445,-8,3.91
2fle,-260.646,0.0365507,-25.3012,-2,7.85
3qlm,-64.8967,0.0188913,-6.90857,1,6.37
1y6q,-148.597,0.011597,-11.2713,-9,11.7
2rke,-76.1484,0.00440347,-4.41924,-8,4.08
3p17,-114.88,0.00377433,-11.4918,-0,4.48
4kz4,-81.4613,0.0193111,-7.36544,-2,4.15
2yk1,-72.4778,0.010054,-6.85783,-1,8.13
5aol,-61.1147,0.0193829,-6.93086,2,2.32
4rd0,-207.18,0.0128221,-12.3308,-21,6.62
4isu,-126.118,0.0506301,-8.26247,-11,3.68
3gx0,-181.105,0.0264258,-13.7369,-11,3.48
3nox,-82.5739,0.04677,-8.30416,-0,8.66
1o38,-118.78,0.0545,-9.93247,-5,6.82
3k5x,-167.227,0.00472617,-8.32742,-21,6.41
1pgp,-130.336,0.0223486,-8.65593,-11,5.7
2vh6,-128.791,0.0372894,-12.5164,-1,9.7
3s73,-109.722,0.00155192,-6.5737,-11,8.7
4z6h,-88.8476,0.0249215,-8.90968,-0,6.21
4umc,-114.62,0.027472,-5.48945,-15,3.44
2a8g,-101.047,0.318351,-9.22304,-3,3.69
3n3g,-32.4156,0.0695471,-4.91111,4,7.24
3mdz,-111.501,0.0122959,-6.76241,-11,9.1
3p4v,-64.1932,0.00627805,-5.6256,-2,5.1
4pop,-92.4665,0.0700725,-9.31673,-0,8.13
4gj2,-122.667,0.0131069,-12.2798,-0,8.6
3ivx,-168.428,0.12727,-13.37,-9,5.74
3m36,-155.591,0.0101573,-15.5693,-0,9.82
3f19,-118.749,0.0172471,-7.8921,-10,7.19
6cpa,-232.045,0.114401,-13.3189,-25,11.52
2ra0,-148.969,0.0275678,-15.3244,1,7.8
1lpz,-139.39,0.0391239,-13.5782,-1,7.6
3b2q,-143.293,0.281483,-14.2108,-1,4.55
4bcp,-116.416,0.0881151,-12.9297,3,6.25
3bkl,-241.824,0.0791588,-18.2616,-15,6.17
1hfs,-297.286,0.0353674,-25.764,-10,8.7
5bs4,-206.65,0.0651471,-18.3302,-6,11
4je7,-178.895,0.0619797,-11.1514,-17,6.4
4tmk,-289.953,0.0909526,-21.8863,-18,7.7
1m0o,-184.488,0.0542792,-11.303,-18,2.31
1b5h,-158.807,0.0101565,-13.4909,-6,6.01
4wkp,-186.338,0.0266907,-13.4605,-13,9.55
1jeu,-198.132,0.0018007,-15.415,-11,6.82
4k9y,-211.313,0.00899207,-18.3403,-7,6.95
3k4q,-199.451,0.0264925,-10.7716,-23,5.34
2aac,-103.387,0.0101474,-5.94889,-11,2.22
3cct,-213.209,0.0100174,-17.7309,-9,7.56
2xb7,-159.212,0.00453388,-14.7258,-3,9.19
3k97,-112.17,0.011613,-10.4286,-2,8
3gi5,-211.421,0.0335182,-19.5756,-4,11.22
4gqq,-57.8955,0.0257757,-4.21532,-4,2.89
4nxv,-170.704,0.041229,-12.3116,-12,5.42
1moq,-128.816,0.00542477,-7.68707,-13,3.46
4u71,-122.652,0.0597227,-5.92494,-16,5.22
1xt8,-80.2569,0.00739639,-4.03309,-10,6.85
184l,-50.1174,0.0275232,-5.43926,1,4.72
2avq,-266.095,0.011661,-22.6212,-10,4.39
2d0k,-144.756,0.00278647,-11.6784,-7,5.02
3b66,-155.428,0.0303363,-15.1731,-1,8.6
4hw3,-100.875,0.00650459,-9.69403,-1,6.49
4yo8,-142.821,0.0284255,-11.5105,-7,10.52
4gu6,-172.851,0.0601806,-14.9453,-6,7.36
4y0a,-105.442,0.0138792,-5.75809,-12,2.31
2w67,-101.235,0.0181253,-6.94162,-8,4.96
2e1w,-145.042,0.0409892,-11.7452,-7,7.96
3nyx,-161.536,0.0422416,-13.7958,-6,7.49
4poh,-129.946,0.03151,-11.8261,-3,8
1gjc,-119.481,0.0551612,-10.4033,-4,6.35
1zea,-32.5779,0.000729729,-3.25852,-0,5.22
3aid,-178.471,0.0313159,-16.6784,-3,6.86
5cjf,-122.239,0.00519134,-8.62912,-9,9.59
1v2u,-55.3163,0.00129544,-5.53292,-0,3.37
4baq,-171.342,0.00945467,-15.1437,-5,9.01
4r5a,-149.566,0.0121714,-8.96875,-15,8.7
3vd4,-109.857,0.0109439,-7.39668,-9,4.82
4jx9,-101.019,0.0155254,-6.11742,-10,8.62
3h30,-68.0531,0.0212136,-6.02652,-2,4.53
1f0s,-105.265,0.0224168,-9.74896,-2,7.74
1igj,-102.424,0.0152101,-11.4576,3,10
2ypo,-96.6276,0.00234032,-6.4651,-8,4.68
3uzj,-58.9522,0.0225364,-5.11776,-2,5.55
3s72,-102.714,0.00380975,-6.27525,-10,6.4
2pov,-130.107,0.00741944,-7.41817,-14,7.12
2tmn,-135.764,0.0245538,-6.40092,-18,5.89
2yfa,-93.5177,0.00391201,-4.55569,-12,5.07
4rvr,-75.7127,0.00189557,-6.77317,-2,6.87
3l4v,-113.685,0.0485769,-7.4171,-10,6.72
4ucc,-49.5583,0.00181476,-5.75764,2,4.32
3ggu,-204.789,0.0692125,-18.1481,-6,9.77
4b32,-46.6686,0.00090834,-4.66777,-0,3.34
3kku,-61.6261,0.0339248,-5.79653,-1,5.7
1ado,-66.7351,0.00623797,-4.27975,-6,6
4uye,-82.5689,0.0233819,-8.28027,-0,8.02
1ciz,-216.354,0.0610773,-16.8965,-12,7.44
4bcn,-121.247,0.0576401,-11.3824,-2,7.92
1ela,-110.936,0.00845787,-11.9021,2,6.36
4qxq,-89.5282,0.0423786,-10.1952,3,5.7
4o04,-144.692,0.00405183,-14.0733,-1,6.16
4omk,-141.686,0.0200677,-15.7887,4,4.4
2xht,-112.016,0.100463,-9.70202,-4,5.96
1o2n,-98.8005,0.0570036,-9.93706,-0,6.09
4fm7,-145.324,0.00171507,-13.7341,-2,7.24
3k8o,-141.58,0.0154025,-10.5734,-9,11.07
2hf8,-226.159,0.00961635,-15.8255,-17,5.47
1ork,-193.437,0.0249209,-17.7686,-4,8.81
2xxr,-108.284,0.0031349,-6.03158,-12,6.55
4dmw,-185.371,0.026952,-11.364,-18,4.94
3zqe,-63.1703,0.000174653,-7.11721,2,4.23
3pwd,-90.6716,0.0499994,-9.51716,1,6.66
3eqr,-140.628,0.0338507,-15.2967,3,8.7
4jfm,-111.375,0.010041,-10.3476,-2,5.48
3ekv,-200.309,0.0289533,-17.2599,-7,9.41
2yi0,-131.553,0.00382919,-11.5591,-4,8.12
1qin,-220.726,0.038885,-14.9115,-18,8
1ecv,-135.592,0.0387354,-8.79793,-12,4.85
4rak,-162.521,0.00868819,-16.2608,-0,7.85
2vw1,-173.223,0.00952042,-10.1318,-18,3.52
3c88,-146.554,0.00167585,-8.25708,-16,6.8
4poj,-144.288,0.0146652,-12.4435,-5,8.1
1rnt,-131.543,0.0635446,-7.61785,-14,5.19
1pxp,-125.015,0.0202846,-12.5217,-0,6.66
4x5z,-127.035,0.00754272,-11.511,-3,7.63
1mrs,-142.347,0.0121718,-11.0469,-8,3.96
4rqk,-63.0547,0.013909,-6.71938,1,5.82
1ype,-148.114,0.0360493,-14.0475,-2,8.1
4ek9,-121.921,0.0820595,-11.4742,-2,4.42
1dif,-265.763,0.00797078,-25.3842,-3,10.66
1aj7,-126.759,0.0243132,-8.70021,-10,3.87
3q6w,-154.654,0.0207134,-15.0861,-1,7.57
1yvm,-77.62,0.0190857,-7.78108,-0,6.4
4i7j,-36.0778,0.00297739,-3.61076,-0,3.32
2amt,-215.255,0.0126474,-17.1382,-11,4.44
1lkl,-136.499,0.00550099,-6.85543,-17,5.81
2bet,-152.527,0.000906887,-7.25356,-20,2.77
4u54,-48.7451,0.0171575,-4.89167,-0,2.06
1qf2,-151.23,0.0213123,-10.7443,-11,5.92
2w7y,-191.199,0.0386371,-15.9585,-8,6.08
1y20,-86.8126,0.0330155,-4.31428,-11,5.32
3jrx,-180.089,0.00362919,-16.8125,-3,9
3o8p,-137.882,0.00146666,-10.9897,-7,6.46
3k8c,-142.981,0.000599231,-7.49871,-17,2.92
1w5w,-290.443,0.0454412,-24.6897,-11,8.8
4i54,-93.5294,0.0019672,-10.5549,3,6.96
3k2f,-143.801,0.0278931,-10.408,-10,7.2
1a94,-233.198,0.0509581,-21.3708,-5,7.85
3su4,-120.631,0.0410998,-10.1042,-5,6.26
4bak,-177.291,0.0113678,-15.7405,-5,8.91
4rrg,-148.091,0.0711345,-11.6803,-8,2.81
2xc0,-160.636,0.0266174,-16.4902,1,6.72
1b4z,-212.432,0.0107722,-14.854,-16,5.23
1ndy,-112.538,0.0641106,-11.3179,-0,6.17
2e2r,-101.764,0.00775977,-9.38417,-2,8.26
2ole,-120.29,0.174787,-12.2038,-0,7.25
3rz8,-105.624,0.00484016,-6.96719,-9,8.17
4zj6,-148.734,0.0286539,-13.3021,-4,8.52
4q6e,-104.984,0.00517136,-6.90361,-9,6.18
4cs9,-61.6621,0.0276292,-4.59384,-4,2.1
3ewj,-183.719,0.0463437,-12.0183,-16,6.84
4ad2,-117.88,0.0188847,-9.80686,-5,6.2
1gfy,-116.481,0.0177558,-8.06588,-9,5.08
1j17,-122.387,0.0474175,-12.2861,-0,5.22
2jdu,-59.6322,0.0285296,-3.19175,-7,6.72
2v58,-105.371,0.00981523,-9.74692,-2,9.09
1os5,-97.1276,0.0392415,-9.352,-1,6.85
3u6i,-217.989,0.0551631,-20.2541,-4,9
3b7j,-55.6404,0.0275852,-5.59163,-0,5.17
4asj,-139.162,0.021803,-12.738,-3,7.55
1ols,-204.917,0.0454713,-12.9372,-19,5.82
3t2w,-108.303,0.0300246,-8.06028,-7,7.46
4f9y,-129.562,0.0144759,-12.1707,-2,6.74
3mam,-32.0212,0.020182,-4.0223,2,4.12
3fjg,-95.1248,0.0142123,-5.52669,-10,3.73
3t5u,-134.874,0.0076021,-5.89504,-19,7.59
1fkg,-133.302,0.0181635,-12.1483,-3,8
1s63,-85.3491,0.00397739,-9.33889,2,9.05
4xit,-154.43,0.00482802,-15.4478,-0,7.27
3std,-176.516,0.0113903,-15.6629,-5,11.11
4qev,-85.4128,0.016316,-8.95759,1,7.66
1r1j,-158.306,0.465835,-11.0964,-13,8.64
2y9g,-47.7617,0.0212996,-2.79747,-5,3.77
1m48,-122.301,0.0358387,-9.86595,-6,5.09
2vwo,-134.768,0.0111964,-13.488,-0,7.51
1xh4,-219.781,0.047132,-18.8252,-8,7.47
3ta0,-205.566,0.0239312,-16.5806,-10,3.47
3fh7,-187.373,0.141904,-15.2792,-9,7.6
4b3d,-37.9091,0.00405714,-3.79497,-0,2.68
4dzy,-80.4407,0.0169804,-7.26105,-2,5.62
2vhj,-151.399,0.223819,-12.5637,-7,3.9
1f0t,-91.079,0.0267708,-7.93467,-3,6
1avn,-24.462,0.00145418,-0.847657,-4,3.9
4rfc,-102.128,0.00995023,-6.6228,-9,8.24
5cbm,-161.492,0.0534868,-7.40272,-22,7.77
1li3,-55.5682,0.0058088,-4.76263,-2,4.25
4br3,-116.144,0.0545831,-12.0689,1,5.72
2j7b,-104.17,0.0299284,-6.84694,-9,6.62
5er1,-125.323,0.0560936,-11.3884,-3,6.02
2y5g,-140.455,0.00893095,-14.0545,-0,6.84
3o5n,-126.488,0.148536,-10.7974,-5,4.76
3o5x,-69.4268,0.0254393,-4.96812,-5,5.28
3pck,-89.906,0.0497939,-5.84039,-8,6.7
3fzy,-265.003,0.0212518,-14.1216,-31,6.74
3bxh,-134.14,0.099554,-7.91359,-14,4.03
4jn2,-128.462,0.0246432,-12.0709,-2,11.68
4l4z,-100.139,0.00595489,-7.2199,-7,5.68
2xmy,-140.092,0.235188,-13.0444,-3,9.96
3buf,-41.5511,0.005313,-4.56042,1,3.1
2q6f,-213.598,0.331058,-18.8909,-7,5.44
1bwb,-299.344,0.028711,-26.3631,-9,8.42
4mr6,-97.4347,0.00354838,-8.54702,-3,6.6
2drc,-176.837,0.00479895,-13.2885,-11,9.89
4ddm,-61.364,0.0589642,-4.99536,-3,2.46
4tkb,-97.4476,0.0394992,-8.18426,-4,5.59
4crl,-140.865,0.035631,-13.7221,-1,9.71
2zc9,-128.547,0.0107742,-12.4655,-1,6.74
4x11,-73.1861,0.00453252,-4.52314,-7,2.22
3dsz,-183.45,0.00728168,-16.7523,-4,7.77
2v8w,-103.3,0.0186152,-7.14861,-8,6.82
1oau,-90.0165,0.0724789,-9.07413,-0,7.7
4m8h,-131.027,0.0121953,-11.9148,-3,7.6
5amg,-149.99,0.00908957,-8.60813,-16,8.22
2eg8,-117.528,0.0042128,-6.15702,-14,4.5
2il2,-243.176,0.0633339,-20.7809,-9,7.1
4qgd,-73.0967,0.121683,-6.63135,-2,7.43
1a9q,-77.6452,0.000667816,-5.76519,-5,6.17
2pk6,-244.403,0.0892368,-22.5295,-5,10.89
1qbt,-282.875,0.0436017,-25.1311,-8,10.62
3m8t,-113.011,0.0340512,-4.13518,-18,4
3u92,-130.21,0.0482997,-7.86935,-13,7.48
2hjb,-56.6982,0.0684553,-5.73828,-0,4.39
4rpo,-66.5439,0.00507819,-5.45947,-3,7.64
3c2u,-138.195,0.0185439,-10.238,-9,2.9
4oc2,-224.114,0.00618709,-15.6176,-17,8.28
2fxv,-174.989,0.0125938,-12.3115,-13,5.35
3mhw,-45.3366,0.0191212,-5.35278,2,2.3
4lxz,-130.316,0.0202469,-8.25182,-12,6.74
3wqm,-197.414,0.0552197,-14.9966,-12,6.25
2izl,-109.626,0.00365255,-8.56623,-6,6
4i9h,-221.416,0.0561934,-18.5978,-9,7.17
4exs,-87.4285,0.00469952,-5.54755,-8,4.41
3t83,-157.485,0.0238535,-11.7724,-10,6.98
1usk,-81.9447,0.0668682,-5.46134,-7,6.4
4j46,-67.5075,0.00221298,-5.95296,-2,5.28
1pb9,-73.3004,0.0125341,-4.14258,-8,3.62
1ucn,-150.966,0.0257679,-12.3224,-7,5.22
3dp4,-112.516,0.00901626,-7.66065,-9,7.37
1upf,-50.2185,0.000216073,-5.02207,-0,4.6
4io4,-85.6277,0.00341851,-3.76618,-12,4.61
2qbs,-151.53,0.0014261,-11.5544,-9,6.68
2fqy,-118.223,0.0339987,-10.2563,-4,6.57
2vqt,-141.228,0.0313187,-8.15416,-15,6
2zfs,-93.8301,0.0263043,-9.40932,-0,6.54
1bgq,-112.255,0.0479166,-9.27342,-5,8.57
1nl9,-167.607,0.00878427,-11.1695,-14,5.96
2v88,-144.779,0.0209806,-13.2989,-3,4.09
4qfo,-124.056,0.00815686,-9.2138,-8,4.27
3tay,-56.5669,0.00265928,-4.05935,-4,3.38
2xj2,-141.335,0.00603374,-13.3396,-2,7.18
1o2j,-93.6124,0.115335,-9.07658,-1,6.92
1v2j,-54.9167,0.00098997,-5.49266,-0,3.25
2j7g,-132.23,0.0849205,-8.5079,-12,7
4dkq,-81.7247,0.00483058,-9.3773,3,6.6
1qf0,-212.178,0.0211124,-15.2389,-15,7.38
2vvs,-129.917,0.015082,-9.00674,-10,7.34
