Name,"gauss(o=0,_w=0.3,_c=8)","gauss(o=0.5,_w=0.3,_c=8)","gauss(o=1,_w=0.3,_c=8)","gauss(o=1.5,_w=0.3,_c=8)","gauss(o=2,_w=0.3,_c=8)","gauss(o=2.5,_w=0.3,_c=8)","gauss(o=0,_w=0.5,_c=8)","gauss(o=1,_w=0.5,_c=8)","gauss(o=2,_w=0.5,_c=8)","gauss(o=0,_w=0.7,_c=8)","gauss(o=1,_w=0.7,_c=8)","gauss(o=2,_w=0.7,_c=8)","gauss(o=0,_w=0.9,_c=8)","gauss(o=1,_w=0.9,_c=8)","gauss(o=2,_w=0.9,_c=8)","gauss(o=3,_w=0.9,_c=8)","gauss(o=0,_w=1.5,_c=8)","gauss(o=1,_w=1.5,_c=8)","gauss(o=2,_w=1.5,_c=8)","gauss(o=3,_w=1.5,_c=8)","gauss(o=4,_w=1.5,_c=8)","gauss(o=0,_w=2,_c=8)","gauss(o=1,_w=2,_c=8)","gauss(o=2,_w=2,_c=8)","gauss(o=3,_w=2,_c=8)","gauss(o=4,_w=2,_c=8)","gauss(o=0,_w=3,_c=8)","gauss(o=1,_w=3,_c=8)","gauss(o=2,_w=3,_c=8)","gauss(o=3,_w=3,_c=8)","gauss(o=4,_w=3,_c=8)","repulsion(o=0.4,_c=8)","repulsion(o=0.2,_c=8)","repulsion(o=0,_c=8)","repulsion(o=-0.2,_c=8)","repulsion(o=-0.4,_c=8)","repulsion(o=-0.6,_c=8)","repulsion(o=-0.8,_c=8)","repulsion(o=-1,_c=8)","hydrophobic(g=0.5,_b=1.5,_c=8)","hydrophobic(g=0.5,_b=1,_c=8)","hydrophobic(g=0.5,_b=2,_c=8)","hydrophobic(g=0.5,_b=3,_c=8)","non_hydrophobic(g=0.5,_b=1.5,_c=8)","vdw(i=4,_j=8,_s=0,_^=100,_c=8)","vdw(i=6,_j=12,_s=1,_^=100,_c=8)","non_dir_h_bond(g=-0.7,_b=0,_c=8)","non_dir_h_bond(g=-0.7,_b=0.2,_c=8)","non_dir_h_bond(g=-0.7,_b=0.5,_c=8)","non_dir_h_bond(g=-1,_b=0,_c=8)","non_dir_h_bond(g=-1,_b=0.2,_c=8)","non_dir_h_bond(g=-1,_b=0.5,_c=8)","non_dir_h_bond(g=-1.3,_b=0,_c=8)","non_dir_h_bond(g=-1.3,_b=0.2,_c=8)","non_dir_h_bond(g=-1.3,_b=0.5,_c=8)","non_dir_anti_h_bond_quadratic(o=0,_c=8)","non_dir_anti_h_bond_quadratic(o=0.5,_c=8)","non_dir_anti_h_bond_quadratic(o=1,_c=8)","donor_donor_quadratic(o=0,_c=8)","donor_donor_quadratic(o=0.5,_c=8)","donor_donor_quadratic(o=1,_c=8)","acceptor_acceptor_quadratic(o=0,_c=8)","acceptor_acceptor_quadratic(o=0.5,_c=8)","acceptor_acceptor_quadratic(o=1,_c=8)","non_dir_h_bond_lj(o=-0.7,_^=100,_c=8)","non_dir_h_bond_lj(o=-1,_^=100,_c=8)","non_dir_h_bond_lj(o=-1.3,_^=100,_c=8)","ad4_solvation(d-sigma=3.6,_s/q=0.01097,_c=8)","ad4_solvation(d-sigma=3.6,_s/q=0,_c=8)","electrostatic(i=1,_^=100,_c=8)","electrostatic(i=2,_^=100,_c=8)",num_tors_div,num_tors_div_simple,num_heavy_atoms_div,num_heavy_atoms,num_tors_add,num_tors_sqr,num_tors_sqrt,num_hydrophobic_atoms,ligand_length,num_ligands,affinity
4gid,128.85418,213.97853,285.12878,335.37819,398.80019,472.15021,213.73502,467.09686,665.96933,301.13332,648.45820,932.64070,394.63258,826.42567,1198.67363,1542.69648,721.58302,1351.72799,1949.55067,2248.59675,1802.17801,1049.35699,1777.37955,2414.33349,2612.42023,2140.22384,1735.70640,2436.41135,2934.73079,3020.38991,2636.63465,43.74133,20.60936,8.56091,3.06905,0.97598,0.27703,0.04399,0.00000,85.80098,62.44571,111.78552,170.97891,173.30586,-1066.52050,-1273.72336,7.37534,9.04790,11.53029,5.40622,6.98883,9.38655,4.15863,5.59106,7.82213,0.00000,0.09404,1.97288,0.00067,0.55903,3.91019,0.10722,1.08961,5.60360,-53.00908,-29.02275,-11.00929,39.95002,-138.51684,0.07494,0.00148,0.00000,0.00000,0.00000,2.35000,16.00000,5.12000,0.17889,1.15000,14.00000,1.00000,10.77
3ebp,69.79473,87.44921,116.77581,128.95627,168.67168,192.83105,104.80706,190.14645,275.78061,140.23702,263.55190,389.26890,177.90512,338.47537,508.62878,729.82021,310.72628,572.02213,856.46713,1044.56203,865.18854,451.34805,770.06450,1075.89125,1204.55776,1013.43847,762.51208,1082.86789,1323.69913,1383.87557,1226.07159,18.63042,7.25054,1.79033,0.19276,0.00149,0.00000,0.00000,0.00000,68.13837,50.52024,83.87926,120.03889,27.98722,-480.51395,-548.13573,0.00000,0.18073,0.38555,0.00000,0.13555,0.30844,0.00000,0.10844,0.25703,0.00000,0.00000,0.00000,0.00000,0.21406,0.93169,0.00000,0.00000,0.38468,-3.21105,-1.17276,-0.35807,20.49565,-52.56692,0.07404,0.01306,0.00000,0.00000,0.00000,1.40000,2.00000,0.08000,0.06325,0.60000,2.00000,1.00000,5.91
3u9q,33.51819,51.22854,83.67274,99.76601,138.32591,132.83668,53.75114,134.60567,217.30174,76.09054,186.55128,293.46636,101.96933,239.54042,369.73733,451.43612,199.70168,395.77228,582.65857,658.68754,512.84274,298.96524,520.04075,712.13874,763.32151,614.60787,502.23512,709.37108,855.65247,878.13126,762.04925,11.94127,5.65608,2.32730,0.86002,0.31048,0.05232,0.00004,0.00000,47.68242,32.28952,65.70152,106.33839,25.05805,-304.31049,-366.56088,3.32613,3.67220,4.02893,2.43467,2.84280,3.29406,1.87282,2.27424,2.74505,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.73392,2.33045,5.20583,-19.26861,-12.00955,-4.67954,1.60986,-43.44176,0.36451,0.11304,0.00000,0.00000,0.00000,0.60000,8.00000,1.28000,0.12649,0.45000,10.00000,1.00000,4.38
3e93,78.87137,136.56377,186.95179,243.10884,304.08572,373.02328,129.55084,315.11016,511.59804,185.25811,442.23205,716.20311,247.10975,570.19263,922.30641,1276.18125,479.83622,970.25632,1509.66508,1823.91420,1474.21497,730.69659,1310.32620,1871.51028,2091.97983,1736.28294,1277.49048,1843.53938,2272.92773,2381.20821,2103.85191,23.05189,10.06344,3.72104,1.10487,0.22929,0.01954,0.00000,0.00000,84.32647,60.18403,113.80619,179.80982,86.18266,-778.46155,-900.58322,3.41397,3.74212,4.08286,2.42681,2.83746,3.29098,1.86678,2.26997,2.74249,0.07104,0.95458,3.39318,0.00000,0.00000,0.06782,0.07104,0.95458,3.37362,-21.88188,-12.02153,-4.64156,15.73355,-100.52214,0.01225,0.01433,0.00000,0.00000,0.00000,1.85000,5.00000,0.50000,0.10000,0.95000,6.00000,1.00000,8.85
3k5v,46.63996,85.51954,122.39796,148.73081,186.92034,261.93148,77.33301,198.84563,320.27981,111.09869,277.79267,457.54823,149.27145,357.75074,595.70780,871.22839,295.37176,616.43546,993.70548,1252.24096,1060.38752,458.45348,845.90059,1245.56018,1437.99248,1233.97179,828.77639,1218.71055,1531.21688,1634.66669,1471.52410,8.70834,3.08900,0.82419,0.15181,0.00450,0.00000,0.00000,0.00000,55.88112,39.60043,71.98634,111.93029,35.94656,-496.10607,-563.59557,0.00000,0.00000,0.33424,0.00000,0.00000,0.26739,0.00000,0.00000,0.22282,0.00000,0.00000,0.06519,0.00000,0.00000,0.06519,0.00000,0.02388,0.50769,-3.45216,-1.27506,-0.39751,22.15705,-60.94801,0.03155,0.00585,0.00000,0.00000,0.00000,1.35000,6.00000,0.72000,0.10954,0.70000,8.00000,1.00000,6.3
2wbg,82.88982,94.82425,101.49412,147.75323,176.20289,190.88928,124.41827,181.36625,291.27117,162.53756,264.49177,403.66657,201.17441,347.54031,519.35137,737.31457,338.37633,594.08795,875.77720,1086.40082,936.20600,482.65064,801.60270,1113.32621,1261.61233,1084.95063,805.58463,1136.37010,1388.63468,1458.66398,1302.90606,33.68523,16.58944,7.34819,2.92110,1.03340,0.28543,0.04457,0.00004,26.67913,18.92336,32.72997,44.42662,115.84112,-487.36107,-580.99004,7.58772,8.69739,10.88273,5.87243,6.99057,9.08021,4.52195,5.59652,7.57023,0.00000,0.00000,0.07550,1.21206,4.49715,11.12197,2.91532,8.95671,21.47354,-40.91372,-31.81034,-12.99333,30.34945,-68.93790,1.16579,0.28820,0.00000,0.00000,0.00000,1.10000,7.00000,0.98000,0.11832,0.35000,7.00000,1.00000,4.45
1z95,57.07131,119.37051,171.78189,209.71918,252.47596,335.89213,101.75512,282.51551,433.16055,152.04063,390.12544,614.82134,207.61103,497.69041,797.12622,1117.87143,411.43155,840.51928,1316.76712,1622.99633,1370.10865,629.90279,1139.19584,1645.56729,1874.51599,1600.92466,1114.89578,1622.53990,2021.07083,2143.70531,1921.81420,19.45568,8.98812,3.47450,1.04178,0.26404,0.06789,0.00367,0.00000,57.99980,42.54125,75.62459,120.01209,95.57978,-666.48299,-774.01655,3.34337,3.93373,4.45030,2.50091,3.08409,3.66727,1.92378,2.46727,3.05606,0.00000,0.32181,2.71556,0.14051,0.76536,1.89020,0.78970,2.69376,7.72078,-20.80159,-12.40856,-4.80054,20.40902,-89.24744,0.19764,0.04692,0.00000,0.00000,0.00000,1.45000,6.00000,0.72000,0.10954,0.70000,10.00000,1.00000,7.12
2fvd,64.41353,93.87018,163.81611,181.30902,210.49833,242.93392,101.44278,257.02859,350.11982,143.71003,347.44211,498.79933,192.58113,437.72934,655.41262,962.29870,368.85776,724.44051,1113.53628,1384.68714,1171.17472,553.01797,979.29363,1401.84532,1596.64918,1362.67020,964.11483,1393.17192,1727.40419,1826.84800,1633.91603,20.13644,9.05914,3.49453,1.16752,0.29981,0.04299,0.00000,0.00000,30.12327,19.36838,40.99243,64.75506,86.01981,-582.72183,-680.70427,3.05264,3.40036,3.95790,2.22938,2.62739,3.22801,1.71491,2.10191,2.69001,0.03672,0.83802,4.19899,0.00000,0.00000,0.19601,0.03672,0.83802,4.00299,-20.57934,-11.75385,-4.54976,30.25012,-78.46080,0.11862,0.01346,0.00000,0.00000,0.00000,1.50000,6.00000,0.72000,0.10954,0.40000,6.00000,1.00000,8.52
3pxf,26.88434,44.03003,55.37238,75.70161,94.52071,128.83090,44.46991,93.34279,163.05180,61.28678,133.90627,231.18909,79.71701,175.33972,300.44483,463.06980,151.88085,310.15443,510.77307,668.61219,580.49685,234.90432,432.79180,648.20391,765.20760,667.33626,429.81728,635.31629,804.68931,866.65065,786.26781,8.15041,3.73644,1.46634,0.54224,0.18235,0.04543,0.00017,0.00000,51.18721,37.99959,67.33790,112.19218,13.07642,-261.12282,-294.02911,1.72567,1.78664,1.97788,1.32113,1.43427,1.65774,1.01625,1.14742,1.38145,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-9.62151,-6.56015,-2.68208,0.44333,-31.79974,0.13693,0.02847,0.00000,0.00000,0.00000,1.05000,3.00000,0.18000,0.07746,0.65000,4.00000,1.00000,4.43
3cyx,93.98881,153.53964,208.35945,279.68388,341.83419,443.10709,152.06566,352.58269,583.11811,213.32743,497.37081,822.36992,281.92756,643.89322,1061.20425,1478.61240,544.99365,1106.39667,1737.40164,2113.80734,1723.24919,832.85439,1500.67340,2156.48631,2425.39857,2026.85258,1465.37727,2121.66166,2625.24960,2760.79653,2449.03958,25.51413,11.05002,4.24100,1.40511,0.41270,0.11495,0.00678,0.00000,85.76320,66.51724,108.16179,161.12170,138.82875,-884.17087,-1023.89324,4.89751,5.84346,7.24296,3.69833,4.60766,5.97441,2.84487,3.68613,4.97868,0.37994,3.19172,10.37045,0.24172,1.53814,4.73795,1.77328,6.98749,17.96300,-35.43155,-20.46612,-7.70819,33.32443,-130.49177,0.35503,0.11209,0.00000,0.00000,0.00000,2.45000,13.00000,3.38000,0.16125,1.25000,10.00000,1.00000,8
3gnw,84.06706,106.27397,146.38802,198.56931,257.01667,318.44139,128.17998,244.77382,429.65374,171.88743,351.04457,605.13066,220.17971,461.17911,787.88648,1219.50167,409.19546,819.35676,1341.75990,1751.25246,1518.18613,626.98786,1142.95014,1702.84783,2005.51635,1748.67154,1137.92601,1675.04453,2115.96287,2275.64132,2063.76085,23.89100,10.20354,3.69303,1.00521,0.16454,0.01334,0.00000,0.00000,43.83668,31.74115,57.58992,90.29171,100.49813,-692.25873,-774.91994,3.91522,4.90046,6.13446,2.75614,3.68826,4.91790,2.12011,2.95061,4.09825,0.00000,0.00063,0.50927,0.52227,1.83945,4.15663,0.74195,2.44676,6.22522,-30.66428,-14.82744,-5.29139,27.34235,-92.30325,-0.09184,0.00280,0.00000,0.00000,0.00000,2.20000,5.00000,0.50000,0.10000,1.10000,8.00000,1.00000,9.1
3f3c,55.46736,77.61834,103.00836,125.11680,162.37552,209.53173,88.98139,168.22681,275.60869,121.31826,237.97789,383.86362,155.67489,309.77591,489.53829,630.56095,280.91031,528.35959,784.44200,910.73816,723.25800,412.36272,703.71567,967.72824,1052.96071,861.66434,689.97120,971.73345,1174.66802,1212.30536,1060.00189,22.43387,11.27385,5.10434,2.00791,0.57534,0.07633,0.00402,0.00000,34.85989,28.10794,45.84094,75.24981,85.91188,-413.95515,-496.30645,5.93372,6.39289,7.19207,4.31702,4.93085,5.86260,3.32078,3.94468,4.88550,0.04313,0.80577,3.80969,0.30619,1.22627,3.12495,0.78861,2.54793,6.61923,-35.76149,-20.71952,-7.93515,28.13574,-51.97957,0.82478,0.18372,0.00000,0.00000,0.00000,0.65000,3.00000,0.18000,0.07746,0.35000,4.00000,1.00000,6.02
1oyt,62.80114,105.57898,156.44379,199.33037,227.79936,284.44233,103.09673,256.02182,390.87777,146.72361,356.82208,551.14045,196.17822,456.64722,710.99973,968.36437,381.15644,762.88265,1166.06035,1404.46368,1156.66338,575.77230,1023.12991,1450.22734,1621.48194,1358.78843,998.23625,1436.75827,1769.64176,1856.09430,1645.53616,17.91058,7.89247,2.99010,0.96042,0.24099,0.02291,0.00000,0.00000,40.85064,28.80660,53.72140,87.18547,81.86311,-607.07959,-708.88882,4.15197,4.82305,5.75717,2.92838,3.63562,4.62041,2.25260,2.90850,3.85034,0.05910,0.55301,1.92436,0.00000,0.00080,0.37279,0.05910,0.55221,1.55313,-28.40343,-15.17534,-5.71560,29.33957,-76.32758,0.12576,0.07129,0.00000,0.00000,0.00000,1.50000,4.00000,0.32000,0.08944,0.80000,4.00000,1.00000,7.24
3n86,81.83656,119.60299,169.72855,202.39277,262.25366,279.92696,129.89022,275.50947,424.98002,180.86000,385.05148,587.26926,236.31379,495.40204,752.48513,997.55633,435.79760,827.49466,1227.71731,1452.89047,1186.23304,641.45823,1101.88246,1526.59681,1682.94246,1398.95180,1081.34717,1532.16649,1864.26042,1937.55597,1706.39012,31.94483,15.78218,7.08789,2.86348,1.00357,0.21797,0.00284,0.00000,47.23877,34.72057,60.59349,86.81593,125.89412,-648.68221,-778.30383,10.34059,10.93157,11.67935,7.75084,8.62570,9.68510,5.96218,6.90056,8.07091,0.00000,0.11035,1.46890,0.69862,2.83358,7.23177,2.79239,7.85402,17.11506,-59.55743,-38.15120,-15.13747,42.62312,-91.74281,1.35681,0.30106,0.00000,0.00000,0.00000,1.15000,5.00000,0.50000,0.10000,0.50000,8.00000,1.00000,5.64
3uex,34.15292,55.04776,83.42811,106.04833,122.34226,152.90136,55.27132,137.40756,206.53890,77.68460,190.64549,296.23574,103.59884,243.58218,390.81822,621.17176,202.54014,416.27910,678.45944,889.92426,772.23215,312.84240,577.50991,863.06770,1017.88846,886.58749,571.60450,845.59143,1070.80033,1152.42855,1044.46443,7.41331,2.78928,0.75309,0.11297,0.00140,0.00000,0.00000,0.00000,102.23289,71.97681,139.61740,222.82203,7.92242,-352.44684,-394.59622,0.00000,0.01336,0.26002,0.00000,0.01002,0.20802,0.00000,0.00802,0.17335,0.01309,0.37750,1.24191,0.00000,0.00000,0.00000,0.01309,0.37750,1.24191,-1.08599,-0.41127,-0.12975,-22.93598,-54.44265,0.26101,0.05389,0.00000,0.00000,0.00000,1.00000,16.00000,5.12000,0.17889,0.85000,18.00000,1.00000,6.92
2brb,44.13610,87.43795,107.70586,142.24880,182.93097,202.55452,75.47178,184.34000,297.79618,109.23261,260.44184,413.69942,145.80042,335.72044,533.55662,762.61337,281.40541,568.37990,889.25796,1108.83989,941.77150,428.11110,771.77519,1116.81653,1278.59931,1094.80194,757.31653,1102.66272,1374.89196,1459.89673,1309.48615,10.68248,4.35065,1.42538,0.36104,0.06890,0.00008,0.00000,0.00000,45.03733,31.73404,56.05125,82.67743,39.13873,-463.16618,-528.48993,0.50209,0.61273,0.87281,0.35146,0.45955,0.69825,0.27035,0.36764,0.58187,0.10202,1.04677,3.08599,0.00000,0.00000,0.17430,0.10202,1.04677,3.11401,-5.43237,-2.29946,-0.79464,19.46334,-58.00129,0.06696,0.01349,0.00000,0.00000,0.00000,1.25000,4.00000,0.32000,0.08944,0.70000,6.00000,1.00000,4.86
3kgp,27.54821,56.71166,67.65555,83.82590,118.05779,119.71681,49.31085,115.02914,188.20013,71.69141,162.41842,255.58635,95.09904,209.72895,323.85101,411.40836,179.24063,349.70681,517.69223,596.69832,473.19628,266.25779,462.29188,636.95716,691.02428,564.21967,448.60988,635.56345,770.21919,795.25675,694.99773,8.57900,3.85308,1.46526,0.36036,0.03997,0.00000,0.00000,0.00000,3.73961,2.39305,5.96419,13.24521,45.64651,-275.48045,-323.29035,1.16535,1.35083,2.01372,0.81574,1.01312,1.61098,0.62750,0.81050,1.34248,0.00000,0.00000,0.05545,0.27929,1.05777,2.39167,0.00000,0.00115,0.28505,-12.04033,-5.20491,-1.77629,18.87842,-34.74182,0.26207,0.03772,0.00000,0.00000,0.00000,0.55000,2.00000,0.08000,0.06325,0.30000,2.00000,1.00000,2.57
3ivg,63.59383,122.69234,159.21091,217.49195,275.39914,309.95761,112.99831,269.59815,454.29852,163.44394,384.05139,630.68787,217.82035,498.32781,806.80955,1063.42294,422.11093,846.79246,1296.55833,1526.24894,1215.36815,639.43404,1134.10068,1596.34963,1757.23415,1443.33560,1102.41697,1578.32509,1930.84585,2008.60274,1764.48480,23.98811,11.48319,4.70256,1.38921,0.22424,0.01379,0.00000,0.00000,34.04269,23.36948,45.97933,75.84108,128.65413,-667.53891,-781.19888,2.71235,3.44294,4.27815,1.89864,2.58220,3.42252,1.46050,2.06576,2.85210,0.24937,1.05563,3.11610,0.00000,0.00000,0.05147,0.25546,1.41315,4.70451,-23.44230,-10.33013,-3.55839,36.30032,-85.19790,0.51894,0.11766,0.00000,0.00000,0.00000,1.45000,7.00000,0.98000,0.11832,0.55000,8.00000,1.00000,4.3
3dxg,22.56897,44.78920,65.17992,103.91861,131.17793,149.46379,38.45378,116.05370,217.65543,57.81970,166.87228,300.30275,80.47309,218.11373,382.56476,524.61415,173.07625,379.17691,617.00902,760.63060,634.39404,276.14510,518.56971,764.76481,874.56216,742.82970,504.01572,742.84791,932.73462,992.99681,890.47924,8.08431,3.78853,1.51934,0.51874,0.15132,0.01878,0.00000,0.00000,2.19718,1.16251,2.84711,5.11237,70.91687,-293.06031,-340.21094,2.12281,2.57586,3.60201,1.52300,1.96276,2.90629,1.17154,1.57020,2.42191,0.00123,0.31792,1.97509,0.54322,1.56095,3.47317,0.03799,1.20383,5.38006,-19.19060,-9.66629,-3.54532,27.93856,-44.25919,0.22326,0.05688,0.00000,0.00000,0.00000,1.05000,4.00000,0.32000,0.08944,0.05000,6.00000,1.00000,2.4
2y5h,66.28421,113.90285,149.21821,200.41916,212.53348,257.54284,109.60226,255.98067,363.76566,155.57438,356.61511,515.16476,205.80065,453.45678,666.02055,877.76046,385.77633,742.04761,1088.91160,1268.02150,1013.84183,568.39715,979.90327,1347.61053,1467.38387,1202.40714,953.65970,1349.24417,1634.62551,1688.50002,1476.45722,18.06901,7.45321,2.32701,0.42679,0.02868,0.00000,0.00000,0.00000,17.11122,12.54220,21.69836,31.93433,121.39255,-592.62368,-694.08535,0.35674,0.49969,1.08453,0.24972,0.37476,0.86763,0.19209,0.29981,0.72302,0.00000,0.27317,1.78335,0.00000,0.00000,0.00000,0.00000,0.35055,2.56207,-6.80711,-2.65556,-0.85538,32.61226,-74.77284,-0.66091,-0.11289,0.00000,0.00000,0.00000,1.55000,6.00000,0.72000,0.10954,0.40000,8.00000,1.00000,5.79
3g0w,62.74978,84.63532,155.02764,197.56967,214.82933,271.15963,95.50477,251.96399,367.62672,133.23121,345.09212,523.34407,179.53996,437.85591,678.04008,929.25353,357.61450,726.44423,1117.41821,1363.25091,1153.49686,544.36354,976.24402,1396.11798,1580.39285,1347.73520,953.72214,1381.86383,1714.47617,1812.94348,1621.99155,15.64294,6.60578,2.57867,0.90282,0.23504,0.03798,0.00000,0.00000,47.32699,33.80572,62.42991,95.34653,74.15863,-573.67404,-671.49808,2.54718,2.75211,3.10948,1.87259,2.13872,2.54729,1.44045,1.71098,2.12275,0.00000,0.25847,1.47432,0.00000,0.00297,0.45557,0.60797,2.45243,6.55578,-16.50388,-9.69774,-3.82119,17.12900,-77.53310,0.01154,0.01100,0.00000,0.00000,0.00000,1.20000,2.00000,0.08000,0.06325,0.50000,2.00000,1.00000,9.52
1yc1,58.46162,90.84263,106.58741,153.56066,199.80217,238.82913,94.08296,186.95766,329.25028,128.94358,270.71722,465.90828,166.44867,355.66861,610.21737,957.16265,312.30773,632.42640,1042.41100,1357.30385,1161.41950,481.24726,883.32797,1319.13722,1549.16113,1341.35324,876.98051,1292.74588,1632.73123,1753.14463,1585.62468,16.79059,7.28571,2.53569,0.76932,0.19159,0.01466,0.00000,0.00000,35.70626,28.71226,43.76466,64.14967,88.59998,-527.87831,-592.34977,2.95997,3.62885,4.53607,2.07418,2.72347,3.63033,1.59552,2.17877,3.02527,0.00001,0.46241,2.48978,0.00000,0.18374,1.45348,0.50816,2.48783,8.05669,-25.63756,-12.72187,-4.58194,33.65111,-72.94754,1.05363,0.19625,0.00000,0.00000,0.00000,1.35000,4.00000,0.32000,0.08944,0.55000,4.00000,1.00000,6.17
3ozt,94.52169,129.94803,181.43965,245.73817,276.70235,350.98521,148.28096,306.03333,476.25969,203.25669,430.71572,670.67453,263.87555,555.51627,859.24536,1070.32466,488.13130,930.76245,1361.58113,1523.41379,1152.05281,718.44063,1225.43238,1659.48425,1758.40880,1394.24084,1188.79049,1662.51036,1988.07019,2024.00810,1742.87194,34.13048,16.03815,6.46389,2.25706,0.69376,0.18090,0.02038,0.00000,25.67871,20.99528,32.22083,49.72202,172.38442,-717.06949,-864.82375,7.81540,9.10029,10.64185,5.84898,7.14038,8.76561,4.49922,5.71230,7.30468,0.07061,0.58634,1.77641,0.86961,3.35042,8.36845,2.44480,8.88935,21.11528,-48.58472,-30.08758,-11.58379,50.13838,-94.99128,1.30570,0.31236,0.00000,0.00000,0.00000,1.55000,6.00000,0.72000,0.10954,0.35000,8.00000,1.00000,4.13
1w4o,36.57953,69.94883,82.94541,139.51076,151.68721,170.65151,62.04911,153.30122,256.56229,90.53830,221.45647,354.83644,121.91852,286.91699,449.86070,569.14843,240.27839,478.55680,718.21782,842.85645,693.91379,362.13152,635.81755,888.16024,980.68926,819.47085,619.63328,884.80060,1082.57100,1129.97043,999.28679,18.43603,9.95539,4.99608,2.32993,0.90543,0.22150,0.00351,0.00000,2.28599,1.35536,3.04910,4.85032,119.46098,-356.89621,-439.71736,7.20013,7.90215,9.11459,5.57291,6.37062,7.64689,4.28685,5.09650,6.37240,0.00769,0.43853,2.93217,1.60899,4.79878,11.18134,1.21379,3.96401,10.58138,-45.56747,-30.73997,-12.45568,35.21732,-53.68402,0.73007,0.16854,0.00000,0.00000,0.00000,1.05000,3.00000,0.18000,0.07746,0.05000,4.00000,1.00000,5.22
3uri,78.30725,138.90506,207.63228,279.05478,359.59447,384.85438,130.28238,347.49058,581.01874,188.77632,489.14528,810.88463,255.94378,631.69061,1049.64698,1528.85154,517.75298,1084.85262,1748.61120,2205.01656,1869.81600,806.63463,1488.20172,2192.39927,2532.12744,2171.77231,1459.46485,2145.27447,2694.95147,2876.28672,2587.65430,23.89005,10.61224,3.94283,1.15055,0.16586,0.00249,0.00000,0.00000,44.94253,32.50439,60.58711,99.64656,156.00671,-874.31037,-1001.34173,5.25053,6.16590,7.76454,3.67537,4.62443,6.21164,2.82721,3.69954,5.17636,0.00124,0.69059,3.39582,0.26567,1.15694,3.15876,0.00339,0.98906,4.53700,-42.67628,-19.79848,-7.00252,56.71422,-128.83717,0.16933,0.01912,0.00000,0.00000,0.00000,3.25000,28.00000,15.68000,0.23664,0.85000,20.00000,1.00000,9
3fv1,83.96824,90.37808,133.06743,164.85338,202.88694,239.68381,126.49932,217.20331,338.74588,167.49205,305.49282,472.94553,211.69516,396.58240,608.60166,836.14068,371.54787,676.15589,1006.32106,1217.85186,1015.58469,538.88965,909.24264,1262.76207,1410.27611,1189.52108,904.52236,1277.58724,1556.91297,1625.73527,1440.84742,36.15183,17.88480,7.77616,2.86788,0.84968,0.09862,0.00000,0.00000,12.19123,11.35949,13.07298,15.85523,175.11079,-544.33513,-648.43653,12.53381,13.95984,16.15055,8.94909,10.61606,13.03739,6.88391,8.49285,10.86449,0.09100,0.77618,3.13455,3.27814,10.94611,25.44202,0.67518,3.69084,12.02254,-82.33976,-45.26910,-17.13924,46.89112,-84.60347,0.99194,0.19778,0.00000,0.00000,0.00000,1.05000,5.00000,0.50000,0.10000,0.10000,6.00000,1.00000,9.3
2wca,51.10202,82.26478,103.05217,119.71367,178.09876,199.77494,85.42796,167.78674,285.57101,118.61784,238.25796,394.73978,153.28023,311.24658,508.21233,726.90146,279.92450,540.80358,843.32658,1045.58359,874.09787,418.77387,737.53455,1057.43464,1202.33772,1020.63256,729.57817,1051.14524,1300.87172,1373.35262,1225.78457,20.99842,10.75868,5.08712,2.14154,0.79694,0.25030,0.03380,0.00000,45.16757,37.64318,50.38941,61.41702,71.82779,-429.53594,-509.45428,5.17783,5.71396,6.89145,4.16568,4.73647,5.87396,3.20437,3.78918,4.89496,0.00000,0.16039,0.82225,0.17931,0.86240,2.66819,2.36212,6.45369,14.28542,-26.48319,-22.61832,-9.40093,21.16612,-63.20667,0.74709,0.18104,0.00000,0.00000,0.00000,1.35000,7.00000,0.98000,0.11832,0.40000,6.00000,1.00000,5.6
1nvq,67.61843,116.75964,155.80524,203.68317,261.78497,306.49342,110.81684,262.10396,436.12424,158.29084,370.22994,608.30967,210.45018,479.39801,785.69476,1142.05116,406.59878,824.60577,1311.30078,1649.85644,1399.13390,622.48015,1128.60324,1647.37766,1896.40100,1625.28694,1110.74635,1622.04899,2028.56941,2159.04794,1939.30605,20.90810,9.66455,4.07525,1.54757,0.49159,0.10659,0.00728,0.00000,63.85176,46.41873,82.24350,124.34108,80.11951,-667.99061,-768.89885,4.41865,4.54784,4.75118,3.30239,3.58532,3.94050,2.54030,2.86826,3.28375,0.00000,0.16657,1.46398,0.28803,1.07471,2.38013,0.28803,1.24129,3.85499,-23.28313,-16.06006,-6.55689,31.73797,-88.94390,0.01968,-0.00430,0.00000,0.00000,0.00000,1.80000,3.00000,0.18000,0.07746,0.80000,2.00000,1.00000,8.25
