Name,"gauss(o=0,_w=0.3,_c=8)","gauss(o=0.5,_w=0.3,_c=8)","gauss(o=1,_w=0.3,_c=8)","gauss(o=1.5,_w=0.3,_c=8)","gauss(o=2,_w=0.3,_c=8)","gauss(o=2.5,_w=0.3,_c=8)","gauss(o=0,_w=0.5,_c=8)","gauss(o=1,_w=0.5,_c=8)","gauss(o=2,_w=0.5,_c=8)","gauss(o=0,_w=0.7,_c=8)","gauss(o=1,_w=0.7,_c=8)","gauss(o=2,_w=0.7,_c=8)","gauss(o=0,_w=0.9,_c=8)","gauss(o=1,_w=0.9,_c=8)","gauss(o=2,_w=0.9,_c=8)","gauss(o=3,_w=0.9,_c=8)","gauss(o=0,_w=1.5,_c=8)","gauss(o=1,_w=1.5,_c=8)","gauss(o=2,_w=1.5,_c=8)","gauss(o=3,_w=1.5,_c=8)","gauss(o=4,_w=1.5,_c=8)","gauss(o=0,_w=2,_c=8)","gauss(o=1,_w=2,_c=8)","gauss(o=2,_w=2,_c=8)","gauss(o=3,_w=2,_c=8)","gauss(o=4,_w=2,_c=8)","gauss(o=0,_w=3,_c=8)","gauss(o=1,_w=3,_c=8)","gauss(o=2,_w=3,_c=8)","gauss(o=3,_w=3,_c=8)","gauss(o=4,_w=3,_c=8)","repulsion(o=0.4,_c=8)","repulsion(o=0.2,_c=8)","repulsion(o=0,_c=8)","repulsion(o=-0.2,_c=8)","repulsion(o=-0.4,_c=8)","repulsion(o=-0.6,_c=8)","repulsion(o=-0.8,_c=8)","repulsion(o=-1,_c=8)","hydrophobic(g=0.5,_b=1.5,_c=8)","hydrophobic(g=0.5,_b=1,_c=8)","hydrophobic(g=0.5,_b=2,_c=8)","hydrophobic(g=0.5,_b=3,_c=8)","non_hydrophobic(g=0.5,_b=1.5,_c=8)","vdw(i=4,_j=8,_s=0,_^=100,_c=8)","vdw(i=6,_j=12,_s=1,_^=100,_c=8)","non_dir_h_bond(g=-0.7,_b=0,_c=8)","non_dir_h_bond(g=-0.7,_b=0.2,_c=8)","non_dir_h_bond(g=-0.7,_b=0.5,_c=8)","non_dir_h_bond(g=-1,_b=0,_c=8)","non_dir_h_bond(g=-1,_b=0.2,_c=8)","non_dir_h_bond(g=-1,_b=0.5,_c=8)","non_dir_h_bond(g=-1.3,_b=0,_c=8)","non_dir_h_bond(g=-1.3,_b=0.2,_c=8)","non_dir_h_bond(g=-1.3,_b=0.5,_c=8)","non_dir_anti_h_bond_quadratic(o=0,_c=8)","non_dir_anti_h_bond_quadratic(o=0.5,_c=8)","non_dir_anti_h_bond_quadratic(o=1,_c=8)","donor_donor_quadratic(o=0,_c=8)","donor_donor_quadratic(o=0.5,_c=8)","donor_donor_quadratic(o=1,_c=8)","acceptor_acceptor_quadratic(o=0,_c=8)","acceptor_acceptor_quadratic(o=0.5,_c=8)","acceptor_acceptor_quadratic(o=1,_c=8)","non_dir_h_bond_lj(o=-0.7,_^=100,_c=8)","non_dir_h_bond_lj(o=-1,_^=100,_c=8)","non_dir_h_bond_lj(o=-1.3,_^=100,_c=8)","ad4_solvation(d-sigma=3.6,_s/q=0.01097,_c=8)","ad4_solvation(d-sigma=3.6,_s/q=0,_c=8)","electrostatic(i=1,_^=100,_c=8)","electrostatic(i=2,_^=100,_c=8)",num_tors_div,num_tors_div_simple,num_heavy_atoms_div,num_heavy_atoms,num_tors_add,num_tors_sqr,num_tors_sqrt,num_hydrophobic_atoms,ligand_length,num_ligands,affinity
3std,68.27998,106.66050,137.73845,181.85607,234.95041,313.73803,107.35578,235.93204,398.54584,148.51560,333.63725,567.03701,194.33371,433.88778,740.15005,1114.63824,371.92099,763.00829,1242.89445,1575.65089,1311.17161,574.65309,1055.16522,1557.53621,1796.72159,1526.63549,1038.05421,1522.80905,1909.24919,2032.06084,1820.60896,15.69673,6.17205,1.89375,0.53356,0.11863,0.00657,0.00000,0.00000,135.56533,101.13942,173.62447,257.66840,24.51794,-636.96262,-716.04219,2.48598,2.71417,3.17738,1.74018,2.03563,2.54191,1.33860,1.62850,2.11825,0.00000,0.03489,0.47167,0.00000,0.00000,0.00000,0.79855,2.59304,5.78943,-16.12016,-8.58913,-3.26635,-1.18103,-66.09512,0.07337,0.01819,0.00000,0.00000,0.00000,1.40000,6.00000,0.72000,0.10954,0.95000,5.00000,1.00000,11.11
1r1j,71.48558,112.42833,148.38353,183.63218,227.60141,259.14281,118.02833,245.16670,373.61188,164.80490,344.23967,523.88648,215.10614,443.05921,676.33176,916.07901,395.31344,744.33703,1110.73842,1321.39977,1073.33572,581.46069,995.49016,1382.05265,1525.97465,1265.85427,980.81204,1387.80742,1687.83823,1753.53703,1543.03781,39.80429,22.34850,11.94024,6.06410,2.89606,1.20564,0.38824,0.06944,62.46129,49.32409,78.45289,117.31485,132.84005,-554.69632,-709.90476,4.08279,5.19068,6.64124,3.04352,4.04765,5.43671,2.34117,3.23812,4.53059,2.13181,5.62435,12.34235,0.03452,0.53481,2.02269,2.09729,5.08954,10.31966,-30.44438,-17.30301,-6.67488,34.26646,-74.53428,1.04091,0.22759,0.00000,0.00000,0.00000,1.40000,9.00000,1.62000,0.13416,0.75000,8.00000,1.00000,8.64
2y9g,36.18390,35.55768,50.32422,86.45969,92.27087,111.59701,51.19797,90.15168,159.21245,66.38628,131.49544,223.87292,84.13972,173.34040,287.62936,396.22856,155.90829,302.28618,469.01183,569.19480,467.04893,234.13819,410.45111,583.50573,655.02134,549.30836,405.11192,580.32997,713.87455,748.99506,664.56164,14.50443,7.24664,3.34547,1.48856,0.55049,0.10347,0.00208,0.00000,0.00000,0.00000,0.00000,0.00000,46.05300,-235.19621,-283.07300,5.70091,6.21182,6.85719,4.20180,4.83484,5.62653,3.23216,3.86787,4.68878,0.00000,0.00000,0.00000,1.03181,3.85401,8.90269,1.26711,3.41236,7.46416,-34.16215,-21.38131,-8.34764,20.03656,-37.55858,0.59210,0.13733,0.00000,0.00000,0.00000,1.15000,4.00000,0.32000,0.08944,0.00000,4.00000,1.00000,3.77
1m48,62.93517,102.97824,132.26030,164.71736,194.69844,221.28813,101.55219,221.70314,323.47097,142.74776,309.54170,452.16906,187.16300,395.52246,580.91503,740.31483,344.63247,649.25036,937.61306,1065.14375,828.21829,502.80467,852.45072,1153.17020,1232.88765,991.62051,829.45409,1160.68455,1391.14121,1421.95484,1230.82578,22.22525,10.50809,4.27536,1.65390,0.55079,0.10028,0.00326,0.00000,68.94665,50.95673,86.65058,125.97352,40.54507,-509.96775,-611.33005,3.92543,4.23678,4.67759,2.95709,3.35199,3.88159,2.27468,2.68159,3.23466,0.00000,0.02420,1.02909,0.00000,0.00321,0.50265,0.00000,0.02099,0.52644,-21.50122,-15.34679,-6.35457,15.29433,-62.23557,-0.09473,-0.00774,0.00000,0.00000,0.00000,1.65000,10.00000,2.00000,0.14142,0.95000,10.00000,1.00000,5.09
2vwo,87.59409,151.44183,201.61837,223.56650,271.27805,293.34831,145.21353,328.17772,441.74810,205.23542,451.82897,615.53344,269.77331,571.35806,790.07753,968.06682,491.97330,912.99321,1274.19113,1422.64665,1124.39440,707.66749,1182.27013,1570.37920,1664.04866,1346.31353,1147.34704,1595.11358,1901.30830,1937.66745,1677.92722,22.14398,9.03732,2.85484,0.62725,0.09553,0.01051,0.00000,0.00000,61.44970,46.14808,73.14552,99.91119,127.36095,-719.34590,-855.03889,1.56988,1.66546,1.93616,1.10145,1.25121,1.55062,0.84727,1.00097,1.29218,0.00000,0.02791,0.93848,0.00000,0.02711,0.63234,0.00000,0.00500,0.62521,-11.06580,-5.78534,-2.15859,39.50912,-82.89609,-0.20748,-0.03896,0.00000,0.00000,0.00000,1.65000,6.00000,0.72000,0.10954,0.55000,8.00000,1.00000,7.51
1xh4,108.01037,153.56630,207.52829,255.31612,300.99283,375.48385,168.62204,345.46541,510.47869,232.24716,481.27313,725.19675,301.16680,617.20006,944.41573,1334.47224,548.87610,1040.71277,1575.43365,1914.67243,1577.10251,809.75670,1401.54967,1970.96666,2205.77717,1849.37678,1382.21361,1971.57065,2416.06550,2527.72085,2238.06056,38.31849,17.88684,7.18022,2.51001,0.62350,0.09773,0.00110,0.00000,46.00099,31.38755,65.65867,108.10865,138.85409,-845.98629,-989.57546,7.86236,8.83581,9.91901,5.71599,6.80380,8.07677,4.39691,5.44304,6.73064,0.11746,0.89900,3.58909,0.27493,1.04940,2.67924,0.72447,2.72285,7.82246,-50.69361,-28.19331,-10.73184,40.40019,-109.59798,-0.01836,0.00620,0.00000,0.00000,0.00000,1.85000,7.00000,0.98000,0.11832,0.75000,8.00000,1.00000,7.47
3ta0,83.08005,149.90852,164.97729,224.78038,261.89169,300.74187,141.00958,289.50803,436.50046,199.38216,411.77307,612.65834,259.57880,530.07956,790.55759,1051.38098,470.61354,881.69749,1294.67540,1520.44545,1232.48129,687.01744,1170.19771,1608.58265,1762.29544,1458.72521,1148.10000,1619.69644,1962.88145,2033.17913,1786.01174,32.82127,16.38433,7.38948,2.96529,1.03246,0.25562,0.01914,0.00000,0.00000,0.00000,0.00000,0.00000,249.83495,-689.19379,-826.78143,10.43413,12.38380,15.62646,7.84411,9.73803,12.86131,6.03393,7.79042,10.71776,0.08586,0.76381,4.16058,0.48492,2.00991,5.52235,0.99692,3.83980,11.18837,-76.43010,-44.78379,-17.50030,84.24883,-101.03466,1.17794,0.22313,0.00000,0.00000,0.00000,1.55000,8.00000,1.28000,0.12649,0.00000,14.00000,1.00000,3.47
3fh7,96.37674,141.90971,190.54757,226.83776,281.85678,327.99346,157.29303,311.59042,469.34025,218.03639,435.32282,655.25588,281.85554,559.97233,842.92237,1108.98531,506.38394,937.31177,1371.68562,1593.61310,1264.78476,736.24009,1243.48010,1697.72149,1842.19487,1504.20720,1220.97873,1712.34088,2062.78921,2122.97266,1851.71774,40.78796,19.81386,8.13538,2.64009,0.61959,0.07313,0.00000,0.00000,89.64589,68.77576,111.92030,159.03257,104.76252,-752.47391,-891.86126,1.00000,1.00000,1.02052,0.75228,0.79357,0.85127,0.57868,0.63486,0.70939,1.04467,5.81116,16.15898,0.00000,0.00000,0.00218,1.61060,7.37998,19.50470,-8.08447,-4.67589,-1.74445,34.48437,-90.89091,0.81130,0.25060,0.00000,0.00000,0.00000,1.35000,9.00000,1.62000,0.13416,0.65000,14.00000,1.00000,7.6
2vhj,68.33009,114.58674,165.92455,170.26119,209.46863,209.31995,117.06340,260.86963,337.36576,169.68982,354.17301,468.00237,224.65896,445.66120,602.23292,743.33330,402.82215,712.47391,979.43389,1099.07378,885.58801,570.21022,924.65590,1215.12629,1291.08665,1056.34174,910.91678,1252.22959,1484.84737,1512.65868,1314.06219,46.71160,26.44699,13.77812,6.47493,2.72313,0.96179,0.26805,0.04556,0.00000,0.00000,0.00000,0.00000,230.51344,-507.70656,-682.77763,11.65918,13.67411,16.89935,9.30699,11.21022,14.28319,7.39042,9.16855,12.06963,0.09310,1.02090,3.73697,1.62866,5.23688,12.01648,3.04632,9.79953,22.37401,-5.44487,-47.52070,-24.32801,73.77044,-76.14494,2.18280,0.44695,0.00000,0.00000,0.00000,1.35000,6.00000,0.72000,0.10954,0.00000,10.00000,1.00000,3.9
1f0t,64.28234,101.69473,135.98608,171.06309,212.15841,221.45849,103.40767,226.56466,346.51180,144.47207,317.84587,475.51004,189.42482,408.02080,603.47106,741.73663,352.05429,668.89816,961.48010,1083.98146,848.37294,515.03832,874.87889,1180.74559,1259.80634,1015.79449,849.17846,1188.62291,1424.59978,1456.51546,1261.96861,20.92693,9.90375,4.30604,1.67569,0.50666,0.07365,0.00203,0.00000,17.23518,12.99907,22.37809,34.94116,120.91499,-520.12778,-625.07288,4.37705,5.29187,6.74464,3.21529,4.09503,5.49661,2.47330,3.27603,4.58051,0.00000,0.31041,2.42801,0.37191,1.25712,3.73013,0.00000,0.43047,2.80477,-32.70844,-18.52691,-7.13067,27.64389,-64.54234,0.70207,0.17844,0.00000,0.00000,0.00000,1.50000,6.00000,0.72000,0.10954,0.45000,6.00000,1.00000,6
1avn,9.68150,11.21812,18.78724,26.20285,33.22085,43.84670,13.97192,31.13509,56.38038,19.30497,44.18589,80.65233,25.52295,57.99305,106.53896,183.28790,50.46194,106.63491,188.42886,264.88369,242.57051,80.66792,154.52452,243.86012,302.38031,274.29135,156.26781,237.05798,308.41126,340.68233,316.18569,4.62328,2.41402,1.19352,0.55116,0.21488,0.06146,0.00230,0.00000,0.00000,0.00000,0.22100,0.53260,29.84758,-89.55789,-101.82575,1.75041,2.16955,2.62716,1.37321,1.75043,2.20034,1.05631,1.40034,1.83362,0.00420,0.31901,1.20280,0.00420,0.31901,1.20219,0.00000,0.00000,0.00061,-11.02379,-7.54485,-3.12221,7.56746,-12.40752,0.06794,0.01932,0.00000,0.00000,0.00000,0.40000,2.00000,0.08000,0.06325,0.05000,2.00000,1.00000,3.9
1li3,21.46190,34.34987,47.27274,64.18073,90.54048,101.44078,34.66744,80.60707,146.37498,48.64419,114.30765,201.12361,64.38897,149.44930,256.78957,365.43689,126.35388,261.65709,422.06833,530.32373,448.36540,195.97109,359.52157,528.41738,609.05229,521.35764,353.19808,517.83327,649.32287,692.04746,621.88923,6.46456,2.91412,1.14478,0.41384,0.15272,0.03640,0.00000,0.00000,35.66680,27.63842,45.98727,73.19799,11.84935,-212.35781,-243.03285,1.00000,1.00000,1.00000,0.79080,0.82566,0.86053,0.60830,0.66053,0.71711,0.00000,0.00000,0.00000,0.62536,1.66615,3.20695,0.00000,0.00000,0.16817,-5.36169,-4.16744,-1.76224,1.16216,-25.88252,0.10752,0.02402,0.00000,0.00000,0.00000,0.40000,0.00000,0.00000,0.00000,0.25000,0.00000,1.00000,4.25
2j7b,58.39955,72.34360,68.45877,130.35797,150.09735,157.00265,90.56156,136.08499,244.76688,119.89439,205.02334,335.41400,149.83715,272.79087,425.19577,567.84628,260.90370,469.72539,694.72042,837.54310,701.81489,377.22727,630.90517,871.98305,972.29114,821.19456,629.69506,885.82766,1076.86796,1123.15441,995.20018,31.17367,16.81533,8.43696,3.71992,1.28638,0.25968,0.02055,0.00000,0.00000,0.00000,0.00000,0.00000,119.46906,-366.47344,-452.32932,7.75101,8.53400,11.02838,5.68196,6.61404,8.99354,4.37074,5.29123,7.49462,1.08651,3.60007,8.91336,1.10519,4.35605,11.07471,3.62672,11.89876,29.64910,-53.04770,-30.25352,-11.35512,24.97015,-52.04849,1.06611,0.27130,0.00000,0.00000,0.00000,0.70000,1.00000,0.02000,0.04472,0.00000,1.00000,1.00000,6.62
5er1,50.74902,79.21349,151.32558,190.13250,230.88709,259.10408,81.59653,241.15463,381.83080,118.98388,332.32320,531.72217,164.34674,424.50563,683.56940,937.81400,340.93819,712.70316,1115.97954,1349.58099,1099.20691,528.18442,961.25575,1382.17551,1550.38146,1292.02715,933.91835,1355.30282,1678.00386,1763.59844,1562.34516,18.29037,8.55456,3.49034,1.20373,0.39097,0.10092,0.01143,0.00000,43.31702,29.06933,58.43801,95.67515,82.82781,-555.29154,-655.56919,4.82402,5.97424,7.17549,3.37681,4.48068,5.74039,2.59755,3.58454,4.78366,0.00000,0.00011,0.36302,0.00432,0.32011,1.42021,0.77988,3.43273,8.49110,-35.22270,-16.41564,-5.72934,19.77438,-82.96588,-0.38814,-0.04280,0.00000,0.00000,0.00000,1.85000,17.00000,5.78000,0.18439,0.90000,14.00000,1.00000,6.02
2y5g,74.95958,113.04606,161.45232,219.29865,238.98209,268.06241,117.48479,274.21327,399.20632,164.14687,382.34592,559.59766,216.92743,487.25021,719.40879,928.75565,411.00170,796.49234,1166.13151,1345.34823,1067.31058,607.47739,1048.85787,1438.48155,1557.77344,1269.19184,1017.99447,1438.82230,1739.87779,1792.75773,1563.26328,18.84934,7.42400,2.17327,0.40994,0.03815,0.00000,0.00000,0.00000,20.76052,16.09351,25.10316,36.07507,124.19641,-631.62120,-741.93425,1.12690,1.32092,1.49069,0.78883,0.99069,1.19255,0.60679,0.79255,0.99380,0.00772,0.34561,1.18916,0.00000,0.00000,0.00000,0.19246,1.21016,3.23352,-8.94320,-3.83419,-1.28537,32.58859,-82.20018,-0.70011,-0.12234,0.00000,0.00000,0.00000,1.55000,6.00000,0.72000,0.10954,0.40000,8.00000,1.00000,6.84
3o5n,65.73347,89.72358,109.23427,144.90036,173.42776,214.72328,104.37731,186.45471,293.33955,142.36110,265.20642,412.98805,181.67116,344.57606,531.49777,700.34894,320.76342,586.25710,862.92870,1009.44685,809.78198,465.14006,781.79650,1070.16782,1168.04746,961.50265,771.90553,1082.03958,1305.52209,1347.69290,1180.31779,31.34059,16.14590,7.46073,3.00869,0.96703,0.20822,0.00512,0.00000,46.40818,37.11405,60.58786,90.59571,94.31488,-463.36361,-560.29189,4.82224,5.71185,7.00629,3.56710,4.44350,5.73272,2.74392,3.55480,4.77727,1.00382,3.42498,8.43035,0.00000,0.00000,0.00000,1.00382,3.42498,8.43035,-33.62998,-19.29385,-7.46417,30.31943,-63.75619,1.50522,0.29331,0.00000,0.00000,0.00000,1.10000,3.00000,0.18000,0.07746,0.45000,2.00000,1.00000,4.76
3o5x,21.34735,48.47457,70.08942,99.24938,123.12269,206.18267,39.86511,119.15904,225.85314,60.83124,168.38311,327.74608,84.59035,220.63321,430.49195,690.23110,180.92367,409.56780,728.14954,968.35772,825.19879,298.82089,586.93907,916.21923,1096.36904,952.66676,579.81960,877.06471,1128.76459,1226.94977,1117.55104,11.94167,6.76037,3.63964,1.76581,0.77903,0.29973,0.07047,0.00008,11.11404,8.25615,15.14774,28.37153,53.10063,-322.89883,-375.26140,3.97914,4.31374,4.98530,3.34936,3.70527,4.36421,2.58317,2.97006,3.64172,0.00000,0.00000,0.00236,0.37607,1.23931,2.83785,0.00000,0.00000,0.00236,-10.41507,-17.94268,-8.60035,26.23471,-46.99744,0.79973,0.16741,0.00000,0.00000,0.00000,2.10000,8.00000,1.28000,0.12649,1.15000,10.00000,1.00000,5.28
3pck,29.22010,52.58261,79.58722,96.12868,119.76830,143.42265,49.91527,128.46362,199.62497,72.58956,178.19530,280.05235,97.95670,228.17742,360.43896,482.07036,191.62037,383.15154,585.87396,700.63890,575.57438,289.85840,513.79656,726.68003,810.05543,678.04647,501.64702,720.55630,886.18775,928.54617,822.86751,12.84636,6.63683,3.11988,1.37799,0.61025,0.22987,0.06736,0.00354,20.71947,15.21907,27.52013,40.46322,59.07739,-289.16864,-354.30255,2.15222,2.34062,2.77593,1.82259,2.01882,2.43143,1.44778,1.65475,2.05927,0.18091,1.60331,4.93092,0.00000,0.00000,0.00000,1.31487,4.40661,10.72009,3.20772,-10.13695,-5.31846,22.84556,-38.36946,0.35223,0.08481,0.00000,0.00000,0.00000,0.55000,1.00000,0.02000,0.04472,0.15000,1.00000,1.00000,6.7
3fzy,72.61715,100.87038,113.09824,165.29474,197.95981,250.73186,117.46022,199.52570,333.61734,160.98293,289.94462,473.85842,205.22937,380.96396,616.95514,912.26852,363.16497,669.06292,1041.34417,1319.94903,1138.71846,534.73922,920.15475,1320.08083,1523.12483,1319.88578,925.37436,1327.03485,1645.10142,1747.55877,1573.88250,47.13399,26.45311,13.75271,6.27688,2.32558,0.56150,0.04704,0.00000,0.00000,0.00000,0.00000,0.00000,209.28819,-517.64267,-643.74427,23.50032,25.39184,29.18853,17.67541,20.06487,24.16761,13.59647,16.05190,20.13968,0.08089,0.62234,2.57532,5.07635,16.50967,39.20863,2.09694,6.50688,15.37795,-144.28322,-92.79633,-37.03591,74.76132,-90.55201,1.93054,0.38799,0.00000,0.00000,0.00000,1.80000,12.00000,2.88000,0.15492,0.00000,4.00000,1.00000,6.74
3bxh,50.25110,70.72626,98.56206,142.73432,160.87011,167.85812,79.96584,167.48504,265.57435,111.81207,238.92197,368.83503,146.66831,309.10775,472.58174,624.95887,274.12299,517.92945,771.19531,923.32938,776.46755,404.36806,692.23215,963.72178,1074.97145,910.38092,684.32910,970.88526,1186.62008,1241.93983,1103.62984,30.62344,17.10252,8.86585,4.24572,1.71429,0.55552,0.14382,0.00919,0.00000,0.00000,0.00000,0.00000,175.08284,-375.37816,-487.98738,13.43290,15.12355,17.57555,10.24335,12.04293,14.62066,7.98359,9.72456,12.25906,0.00000,0.17106,0.95937,2.86578,9.89467,23.98369,4.11435,11.77649,25.15030,-50.96203,-52.95060,-23.01840,42.40270,-66.84439,1.10341,0.30283,0.00000,0.00000,0.00000,0.80000,4.00000,0.32000,0.08944,0.00000,6.00000,1.00000,4.03
2xmy,60.17756,109.84998,146.76873,186.08337,216.42433,254.28567,101.73842,245.80047,363.43217,146.21142,342.83017,511.91926,194.98287,437.55949,664.66425,960.69317,371.50797,729.21591,1121.38858,1399.55473,1191.01078,557.13229,986.40790,1413.93846,1614.63669,1381.03246,972.35227,1405.74351,1744.40231,1846.39902,1652.35208,22.56130,11.40909,5.46620,2.43197,0.97802,0.36243,0.11803,0.02016,34.59417,24.39134,44.17431,64.32501,87.24286,-580.19061,-688.12852,2.24942,3.05260,3.91485,1.57459,2.28945,3.13188,1.21123,1.83156,2.60990,0.11253,1.38854,5.70575,0.00000,0.00136,0.28825,0.11253,1.64587,6.81252,-18.69513,-9.09161,-3.31530,25.32087,-77.92553,-0.18897,-0.02461,0.00000,0.00000,0.00000,1.45000,7.00000,0.98000,0.11832,0.30000,12.00000,1.00000,9.96
3buf,17.97625,21.69281,36.49838,61.00793,66.37273,81.84791,26.11604,64.09084,114.34168,35.70275,91.77205,162.76795,47.74780,119.84053,211.89267,318.12588,98.76144,211.97484,353.67266,452.47087,380.51398,157.07981,295.17868,442.90183,515.95943,441.62218,290.32810,429.92106,543.34053,582.02904,524.16751,6.65141,3.23295,1.41103,0.64637,0.26650,0.05720,0.00013,0.00000,16.39060,10.17365,24.87274,45.40536,16.52958,-169.33763,-196.95712,2.00000,2.00000,2.00000,1.52324,1.60270,1.68216,1.17173,1.28216,1.40180,0.00000,0.00000,0.00000,0.00000,0.00000,0.06268,0.65836,1.71975,3.47952,-10.96635,-7.92035,-3.20225,3.06167,-21.83118,-0.06654,-0.00695,0.00000,0.00000,0.00000,0.55000,2.00000,0.08000,0.06325,0.35000,2.00000,1.00000,3.1
2q6f,77.84620,158.41227,243.20311,282.84400,350.09345,385.31635,138.72551,393.05738,573.37794,207.85715,537.89234,797.03897,285.33859,680.95633,1020.72661,1284.06951,563.16422,1111.14225,1633.49482,1859.50229,1456.27399,841.09901,1460.78513,2002.45029,2154.09277,1742.09209,1413.37829,1996.95888,2411.35731,2478.81167,2155.54371,41.54199,23.25181,12.40206,6.27087,3.05469,1.50131,0.77789,0.38868,29.29144,21.04158,40.86255,71.20655,172.47995,-781.34680,-1025.90574,5.29216,6.47258,8.13626,3.87850,4.99943,6.62500,2.98346,3.99954,5.52083,0.10708,1.22169,4.71080,0.00000,0.02988,0.55898,0.10708,1.19180,4.15181,-40.53534,-21.66121,-8.16467,37.70492,-122.45424,0.48526,0.10718,0.00000,0.00000,0.00000,2.45000,19.00000,7.22000,0.19494,1.05000,16.00000,1.00000,5.44
1bwb,102.69122,183.31421,266.84073,356.68534,476.38000,529.45891,177.08840,445.48664,775.90398,256.17446,629.53813,1065.01340,344.38700,817.57747,1349.63642,1733.65773,683.59688,1393.46738,2143.02605,2513.48114,2004.93868,1044.69186,1865.55166,2632.54582,2897.70951,2381.14315,1809.82884,2596.53983,3180.81871,3311.69890,2910.92099,41.34646,19.86426,7.98598,2.49667,0.61392,0.14258,0.00814,0.00000,89.32147,60.43476,121.18841,197.32289,171.82620,-1086.42508,-1281.23668,10.66898,13.25069,16.17906,7.79585,10.21099,13.16163,5.99681,8.16879,10.96802,0.45149,2.14036,6.26631,0.03564,0.84562,3.60597,1.63854,8.18901,21.94704,-71.24141,-38.28693,-14.35292,52.69506,-141.13400,0.21908,0.09348,0.00000,0.00000,0.00000,3.10000,12.00000,2.88000,0.15492,1.70000,8.00000,1.00000,8.42
2drc,62.42406,86.71549,135.15988,177.92224,219.35265,248.35928,93.87676,223.85182,363.79145,130.43178,313.89102,502.74386,173.46300,404.70883,639.89226,838.01844,339.02791,679.00498,1033.26185,1235.69972,1023.83325,512.74211,908.36547,1283.23001,1431.93458,1202.31693,886.58984,1273.68698,1566.97238,1642.87466,1457.10415,20.61860,10.02601,4.71717,2.26018,0.94823,0.22521,0.00996,0.00000,36.11990,25.36047,46.90326,64.20902,88.61110,-524.79295,-629.20671,6.27426,7.35275,8.92034,4.79343,5.84910,7.40390,3.68725,4.67928,6.16992,0.66414,2.19277,6.48927,0.01355,0.66711,3.02162,0.66414,2.16853,5.73982,-40.68216,-27.23073,-11.08506,40.53982,-70.77783,-0.06071,-0.00963,0.00000,0.00000,0.00000,1.65000,9.00000,1.62000,0.13416,0.35000,10.00000,1.00000,9.89
2zc9,70.71427,112.63016,152.65370,186.32021,210.73059,254.03468,111.11771,252.93231,358.39053,155.95172,350.93892,506.86335,205.32590,446.46906,656.31001,863.09696,381.68831,731.79811,1071.69913,1242.02068,987.14011,561.16303,965.54923,1324.35591,1437.17304,1173.78936,938.99613,1326.55530,1604.48642,1654.56413,1444.49892,16.77296,6.67741,2.26988,0.63363,0.13183,0.00496,0.00000,0.00000,56.32211,41.03120,75.19216,110.27521,64.34647,-583.61780,-684.76125,2.57463,2.76916,3.28344,1.80224,2.07687,2.62675,1.38634,1.66150,2.18896,0.12640,0.73240,2.12235,0.00000,0.15259,1.07702,0.12640,0.73192,1.83744,-16.63790,-8.84331,-3.32687,14.63688,-74.47458,0.05965,0.01529,0.00000,0.00000,0.00000,1.35000,6.00000,0.72000,0.10954,0.75000,6.00000,1.00000,6.74
3dsz,83.65705,110.87023,167.79169,187.24873,239.16911,283.24574,127.93290,267.86419,394.81733,174.52736,368.50302,554.96863,226.49096,471.32580,720.30635,1033.30712,415.01191,793.52881,1211.71252,1508.54224,1291.19209,614.84287,1073.77720,1529.53314,1745.25450,1499.20863,1062.90267,1529.48858,1893.34776,2003.39831,1795.62804,25.18148,11.03696,4.00820,1.32442,0.42001,0.07064,0.00001,0.00000,35.64880,24.27924,45.16741,66.01512,122.90186,-649.29282,-752.84069,7.22061,8.99978,11.88746,5.22875,6.89510,9.62618,4.02211,5.51608,8.02182,0.00000,0.04894,1.75989,0.00000,0.00302,0.65918,1.61236,4.82005,11.98661,-56.12523,-28.72376,-10.42467,56.33831,-95.72456,1.38094,0.34527,0.00000,0.00000,0.00000,2.45000,23.00000,10.58000,0.21448,0.50000,12.00000,1.00000,7.77
2v8w,82.43186,84.09405,103.12231,111.52608,124.77029,152.22119,118.53409,168.17383,212.08776,152.10937,234.95818,300.52187,186.59134,301.11501,390.91663,527.05600,299.59518,490.51473,664.22270,785.81219,670.86078,409.49291,643.24126,845.19713,924.20967,783.91923,646.50496,886.06003,1055.45394,1086.92747,957.97776,26.43134,12.19042,5.07998,2.00332,0.68176,0.11422,0.00754,0.00000,0.00000,0.00000,0.00000,0.00000,107.82189,-408.46060,-487.38850,7.87180,8.90106,10.43613,5.70703,6.83977,8.48008,4.39002,5.47182,7.06674,0.00000,0.23596,1.66919,0.00000,0.20438,1.16672,0.00000,0.03158,0.50247,-51.82933,-30.68434,-12.00304,44.47475,-49.51143,0.34167,0.06475,0.00000,0.00000,0.00000,1.65000,8.00000,1.28000,0.12649,0.00000,14.00000,1.00000,6.82
