name,affinitydG,hb,ion,mlig,hh_hp_aa,affinity
1o38,-4.498,1.85965,-0.617076,0,-2.65356,6.82
1pgp,-3.51409,5.09821,-0.0343051,0,-0.114968,5.7
2a8g,-1.08195,1.92317,0,0,0.187344,3.69
6cpa,-8.07516,4.18724,-0.390051,0.939337,-3.9822,11.52
1lpz,-6.10756,0,-0.674608,0,-5.43296,7.6
4tmk,-7.50772,2.08689,-1.07385,0,-5.05653,7.7
1m0o,-3.65265,1.73125,-0.854776,0,-1.65524,2.31
1b5h,-5.02674,1.70496,-1.14496,0,-2.75651,6.01
1jeu,-5.54662,1.9994,-1.04327,0,-3.18375,6.82
2aac,-4.01923,4.19101,0,0,-1.25316,2.22
1moq,-4.89232,6.07312,-0.0880682,0,-0.795989,3.46
1xt8,-2.09236,1.43417,-0.789159,0,-0.356647,6.85
2avq,-7.99333,1.44802,-0.69779,0,-6.33984,4.39
1gjc,-4.02732,1.82763,-0.640999,0,-2.18008,6.35
3aid,-8.40569,1.79904,-0.547375,0,-6.67095,6.86
1v2u,-2.6506,0.946796,-0.652889,0,-1.37283,3.37
1f0s,-4.82585,0.25401,-0.0223556,0,-4.63585,7.74
1igj,-7.71458,0,0,0,-7.71458,10
2tmn,-4.973,3.10504,-0.334877,1.09101,-1.49779,5.89
1ado,-1.41798,2.20226,0.18659,0,-0.151077,6
1ciz,-10.3961,1.81207,-0.0259698,1.33623,-7.83793,7.44
1o2n,-4.87062,2.11671,-0.617917,0,-2.85567,6.09
2hf8,-7.66682,5.18983,-0.68939,0,-3.55214,5.47
1ork,-6.83034,1.90933,-0.102464,0,-5.46772,8.81
1qin,-9.82086,3.83547,-0.268895,1.71399,-5.30656,8
1ecv,-3.61014,2.65662,0.479642,0,-2.33641,4.85
1pxp,-5.43192,0,-0.514267,0,-4.91765,6.66
1mrs,-4.37531,2.02324,-0.436603,0,-2.60337,3.96
1dif,-11.9083,3.84553,0,0,-9.37026,10.66
1aj7,-6.23592,1.38551,-0.51851,0,-4.80298,3.87
1yvm,-5.84042,1.12122,0,1.81832,-3.2821,6.4
2amt,-7.87173,6.82111,1.31271,0.373617,-4.3089,4.44
1lkl,-4.91448,2.48944,-1.22183,0,-2.04962,5.81
1qf2,-5.43724,0.264029,0.15663,0.888342,-4.53127,5.92
1y20,-2.12559,1.03837,-0.477492,0,-0.962776,5.32
1w5w,-13.5962,7.67572,0,0,-8.53018,8.8
1a94,-7.0045,1.90323,0.431433,0,-6.1798,7.85
1b4z,-5.17365,2.04095,-0.907991,0,-2.91863,5.23
1os5,-6.51265,0,0,0,-6.51265,6.85
1fkg,-7.82363,0.654275,0,0,-7.3918,8
1s63,-6.94762,1.18448,0,0.768408,-5.39746,9.05
1r1j,-5.12778,3.73838,1.04553,1.24237,-2.4636,8.64
1m48,-5.80011,0,-0.63539,0,-5.16472,5.09
1f0t,-4.96978,1.01057,-0.703932,0,-3.59887,6
1li3,-4.12717,0.783392,0,0,-3.61013,4.25
2j7b,-7.17329,9.31244,0,0,-1.02708,6.62
3pck,-5.04478,1.55676,-0.450045,1.68145,-1.88582,6.7
1bwb,-16.1333,9.38301,0,0,-9.94052,8.42
2il2,-8.9159,0.568753,-1.07856,0,-7.46197,7.1
1qbt,-16.1823,8.68043,0,0,-10.4532,10.62
2fxv,-1.83679,0.943438,0.16574,0,-1.37986,5.35
2izl,-7.14849,4.18616,-0.486826,0,-3.8988,6
1ucn,-5.85669,3.51512,-1.63017,0,-1.90655,5.22
1upf,-0.957452,0.450682,0,0,-0.660002,4.6
2fqy,-6.00112,5.5055,0,0,-2.36749,6.57
1bgq,-3.77673,0.615759,0.163393,0,-3.53372,8.57
1nl9,-4.33418,0,-0.0830213,0,-4.25115,5.96
1o2j,-3.64545,1.56582,-0.645684,0,-1.96633,6.92
1v2j,-2.52172,0.881669,-0.64223,0,-1.29759,3.25
2j7g,-7.79631,8.04099,-0.277954,0,-2.2113,7
1qf0,-8.46744,2.06267,0.410426,1.53202,-5.98448,7.38
1pzi,-5.12023,4.46852,0.0511479,0,-2.22215,4.22
1lee,-9.62601,2.54202,0,0,-7.94827,7.74
1qbn,-4.91385,0.721937,-0.655488,0,-3.78188,5.85
3gst,-8.13886,0.758894,-0.951991,0,-6.686,6.72
1rp7,-9.85666,5.26423,-2.1675,0,-4.21477,8.52
1gi7,-2.6299,0.639643,-0.612759,0,-1.59498,4.51
1b1h,-6.90155,1.71821,-0.97726,0,-4.79027,7.03
1lf2,-9.76102,2.91463,0,0,-7.83736,7.52
1jgl,-9.20955,3.04374,0,0,-7.20068,8.7
1nfw,-5.85476,0.464167,-0.0265738,0,-5.52183,8.96
1o0n,-4.06589,2.01051,-1.23584,0,-1.50311,4.09
1b8n,-3.49517,2.66197,0,0,-1.73828,10.52
1uz4,-5.29374,6.07279,0,0,-1.2857,3.4
2j7f,-7.99207,8.83005,-0.0848054,0,-2.07943,6.35
1o36,-4.35249,1.48533,-0.620145,0,-2.75202,5.96
1olx,-11.6011,3.40565,-2.91565,1.92312,-4.5146,4.33
2d1n,-9.01369,3.84679,-0.00934797,0.820749,-5.64471,8.15
1n4k,-4.65527,1.78878,-3.37779,0,-0.0968736,10.05
1xhy,-5.25603,4.47491,-0.421921,0,-1.88067,6.18
2i3h,-4.88913,0.964133,-0.812451,0,-3.44035,7.4
1swr,-5.6426,2.58387,-0.449646,0,-3.4876,6.92
1g2l,-8.10978,0.667487,-0.666531,0,-7.0027,7.24
1ex8,-7.01308,2.54788,-1.73806,0,-3.59342,6.33
2hb3,-9.16638,3.08854,-0.190028,0,-6.93792,11.35
1wdn,-2.37194,1.4867,-0.354489,0,-1.03623,6.3
1qji,-10.1423,3.43997,0.175632,0.648089,-7.39945,4.85
1x8j,-8.00208,0,0,0,-8.00208,6.96
1ch8,-6.30492,2.67454,-2.34896,0,-2.19076,7
1mtr,-8.18593,0.497611,-0.872495,0,-6.98501,8.4
2j4i,-5.92074,0.159118,0.0315022,0,-5.84722,9
1owe,-3.38721,0.87909,-0.65543,0,-2.15158,6.2
1dud,-2.44729,1.33885,0.401738,0,-1.96538,4.82
2f6t,-3.74002,0.161682,0.148345,0,-3.78165,4.62
2olb,-6.6052,2.32018,-1.43635,0,-3.63754,5.54
1bn4,-5.18032,2.96063,0.144425,0.688994,-2.68174,9.31
1egh,-4.47511,5.24492,-0.712926,0,-0.300534,5.7
1bq4,-4.33525,1.46186,-2.37172,0,-0.9987,5.22
1ogg,-7.27329,2.58113,-0.511045,0,-5.0587,5.19
1gz4,-3.70293,2.38519,0.57194,0,-2.70064,3.7
1lnm,-10.431,1.79023,0,0,-9.24942,8.7
2j7d,-8.5447,8.25712,-0.64565,0,-2.44935,7.13
1ppk,-6.58782,4.24311,0.518964,0,-4.30633,7.66
1ecq,-6.13464,9.76337,-0.261188,0,0.570374,3
2bys,-9.6717,1.31362,0,0,-8.80471,9.52
1b5i,-4.53162,0.846643,-1.07221,0,-2.90063,7.05
1mh5,-7.4172,0,-0.454077,0,-6.96312,9.21
1fkf,-10.6038,4.00026,0,0,-7.96367,9.4
1zoh,-5.60775,0,0,0,-5.60775,7
1g36,-5.83673,0.862562,-0.652171,0,-4.61526,7.17
2a4m,-1.33707,0.932826,0.220182,0,-0.941585,4.52
1m7d,-6.07826,4.63083,0,0,-3.02191,6.23
1x38,-8.33432,5.74592,-0.587367,0,-3.95465,8.77
1c5t,-3.07058,1.52637,-0.638799,0,-1.42437,4.1
1a9m,-8.42473,4.61425,0.0299024,0,-5.40923,6.92
1bai,-10.0554,4.91673,-0.0987291,0,-6.71164,7.7
1m5w,-2.61016,3.45235,0.0263549,0,-0.357965,4.27
1z71,-8.08012,1.8244,-0.00886431,0,-6.86716,9.18
2ces,-8.22892,8.29359,-0.647226,0,-2.10793,7.25
1hos,-9.18088,2.7375,0.615305,0,-7.98944,8.55
1c5y,-2.4459,0.598306,-0.646629,0,-1.40439,4.2
1fzo,-12.3515,3.75571,-0.295746,0,-9.57698,7.89
1sr7,-12.7513,0.885607,0,0,-12.1668,10.1
1fzq,-4.0836,2.84026,-0.240934,0,-1.9681,7.62
1utl,-2.39635,0.75371,-0.450051,0,-1.44885,2.47
1ik4,-4.37627,6.37304,-0.51375,0,0.343687,7.41
1tcw,-4.87418,1.13204,0,0,-4.12704,6.02
1e2l,-4.72206,1.64111,0,0,-3.63893,4.29
1nfx,-6.59449,0.102783,-0.165913,0,-6.36074,8.52
1a4w,-7.97887,1.03123,-0.644982,0,-6.65328,5.92
1g48,-5.02333,2.4858,-0.0639793,0.505906,-2.81282,8.41
1bp0,-4.43401,2.76897,-1.03505,0,-1.57145,5.4
2iko,-7.51474,1.40313,-1.01371,0,-5.57496,5.45
2bt9,-4.36033,4.52174,0,0,-1.37598,6.19
1pdz,-2.08118,2.74138,0.27002,0,-0.541886,3.7
2evl,-14.9879,5.01073,0,0,-11.6808,6.7
1z4o,-4.09767,4.15715,-0.790854,0,-0.563091,4.52
1o3i,-3.91821,1.99083,-0.778906,0,-1.82535,7.3
1pme,-5.9491,0.195531,-0.199915,0,-5.62013,9.4
2h4n,-4.19177,3.6884,-0.276524,1.03933,-0.441569,8.7
1laf,-3.51691,2.17653,-1.02464,0,-1.05576,7.85
1hvr,-12.705,4.56492,0,0,-9.69213,9.51
1ghw,-2.59387,0.244271,-0.984593,0,-1.44806,4.2
1hmt,-6.72373,0.758706,-0.396442,0,-5.82654,5.79
1ndv,-4.43507,0,-1.5348,0,-2.90027,5.92
1ajv,-11.2937,4.63999,-0.455974,0,-7.77528,7.72
1b6k,-8.66935,0.501918,-0.875659,0,-7.46242,8.74
1koj,-5.93934,7.97401,-0.365692,0,-0.310794,6.7
1lah,-3.09584,1.43145,-1.04294,0,-1.10815,7.52
1atl,-5.75275,1.62169,0.331469,1.92518,-3.08873,6.28
1sdt,-11.4329,4.85185,-0.515128,0,-7.7156,9.27
1t32,-8.99475,1.03538,-0.720263,0,-7.59114,7.42
1f3e,-1.24166,0,0,0,-1.24166,6.7
1c88,-3.6978,2.2282,0.0417604,0,-2.26895,5.29
1j4r,-9.70959,0.849868,-0.0142883,0,-9.13439,7.72
1b55,-5.498,3.60214,-3.87935,0,0.758762,7.4
456c,-10.2811,5.04281,-0.0842898,1.31492,-5.55364,9.77
1msn,-11.4658,5.40437,0,0,-7.89887,9.09
1o2h,-4.23601,1.64906,-0.771998,0,-2.37563,7.17
1h2t,-5.6698,5.26835,-0.211972,0,-1.98072,7.89
1oar,-5.20641,1.56127,-0.989952,0,-3.18602,7.4
2ccb,-3.37488,2.38417,0,0,-1.80133,7.45
1yc4,-5.02815,2.94984,0,0,-3.08125,6.55
1pzo,-3.53368,0.855026,0,0,-2.96936,3.32
2mas,-7.00247,6.20046,-0.775256,0,-2.13491,7.52
1ai4,-3.19959,0.645709,-0.439643,0,-2.33378,2.5
1sdu,-10.9398,4.18031,-0.540802,0,-7.64002,10.07
1bhx,-6.85208,1.23627,-0.630949,0,-5.40519,6.84
1v2w,-3.31443,0.93745,-0.678577,0,-2.01714,4.01
2j7e,-9.17681,8.08508,-0.650966,0,-3.18969,7.32
1lgw,-3.27909,0,0,0,-3.27909,4
1tom,-6.30239,0.845697,-0.45773,0,-5.2865,8.3
1f0u,-6.31947,1.23743,-0.635505,0,-4.86726,7.16
1sh9,-9.25469,3.84994,-0.291754,0,-6.42197,6.03
2b07,-6.16084,0.597728,-0.448392,0,-5.31795,6.43
1ghv,-3.97768,2.15302,-0.654353,0,-1.90233,4.35
1tkb,-7.87259,3.5459,-0.830131,0,-4.70216,8
2ypi,-1.83641,3.05596,0.490637,0,-0.310114,4.82
1hbv,-7.77522,1.86742,-0.870168,0,-5.67256,6.37
1b52,-5.66388,2.32814,-1.05015,0,-3.07716,7.12
1ui0,-1.78834,1.79324,0,0,-0.604803,7.06
2cht,-3.94318,2.76615,-0.401156,0,-1.71637,5.52
1m2p,-4.95276,0.783592,0.210812,0,-4.6464,6.11
1qkb,-5.81432,1.7238,-1.17269,0,-3.50393,7.35
1h46,-5.33968,0,-1.90194,0,-3.43774,3.57
4er1,-11.0211,2.956,-0.0350921,0,-9.035,6.62
1bhf,-4.28855,0.827518,-0.723292,0,-3.0191,4.38
1qbv,-6.44168,0.943684,-0.683169,0,-5.13568,5.39
1h1d,-7.78334,4.01069,-0.365677,0,-4.77061,8.22
1w4q,-3.66818,1.20601,-1.35933,0,-1.51288,5.26
1w5v,-13.5361,7.89631,0,0,-8.32449,8.15
1t7d,-5.02752,0.326534,-0.438304,0,-4.3737,6.03
1o2o,-4.04732,1.60748,-0.639869,0,-2.34651,6.36
1v2n,-4.4907,0,-0.657377,0,-3.83333,5.9
1mq5,-6.36345,0.971786,-0.00913465,0,-5.71293,9
1pfu,-2.18136,0.489224,-0.00140132,0,-1.85707,2.72
1g4j,-4.81819,3.38114,0.62019,0.448387,-2.75844,8.7
1n5r,-5.83565,0.890047,0,0,-5.24822,5.66
2j75,-7.50442,7.71976,-1.02609,0,-1.38329,6.65
1hi5,-3.56823,1.32159,-1.69513,0,-1.00085,4.04
1gyy,-3.6517,0,-0.623697,0,-3.028,3.64
1hvh,-9.97863,5.11773,0,0,-6.60093,7.96
2i80,-5.96059,0,0,0,-5.96059,5.4
1sqo,-3.42302,0.968697,-0.634684,0,-2.149,7.46
2pcp,-6.43243,0,-0.0567791,0,-6.37565,8.7
1txr,-11.5162,7.88154,0.211701,1.74118,-4.78495,7.74
1sqt,-3.83029,1.35311,-0.573153,0,-2.36408,6.2
2f35,-4.13905,2.40285,-0.142285,0,-2.41089,5.4
1gjd,-3.74411,1.39779,-0.741582,0,-2.07999,5.22
2euk,-19.6883,5.86372,0,0,-15.8183,6.6
1i5r,-15.1898,4.79455,0,0,-12.0254,8.52
1hii,-9.1954,3.44599,0,0,-6.92105,7.28
7std,-9.61694,0.738764,0,0,-9.12936,10.72
1vyg,-6.62315,0.30754,-0.311041,0,-6.10913,8
1e3v,-7.8978,2.12372,0,0,-6.49615,4.34
966c,-8.67654,2.84086,-0.504926,1.87104,-4.4256,7.64
1gaf,-6.61546,2.84863,-0.300623,0,-4.43475,8
1met,-13.0997,6.68164,0,0,-8.68984,9.4
1v2t,-3.2643,0.945436,-0.582466,0,-2.05784,4.71
1izh,-9.99836,4.26624,0,0,-7.18264,7.7
2aj8,-5.50665,0,-0.492343,0,-5.01431,6.2
1sw2,-2.418,0.821072,0.35491,0,-2.231,7.22
1nwl,-2.0037,0.879002,-0.0259747,0,-1.39759,2.39
1sld,-6.76516,2.50907,0,0,-5.10918,6.57
2qwf,-3.0548,0.524331,-1.01229,0,-1.69645,5.67
2avo,-10.6311,4.16221,-0.489986,0,-7.39407,8.85
1nh0,-10.3001,4.25896,-0.0491401,0,-7.44002,9.74
1gi4,-5.70165,1.82057,-0.8,1.69762,-2.00245,7.19
2f7o,-8.02548,8.85677,-0.845521,0,-1.33449,7.44
1hvk,-12.7796,5.84703,0,0,-8.92058,10.96
1iiq,-9.63881,2.17879,-0.882798,0,-7.31801,7.48
1x8t,-7.1176,8.10118,-1.0295,0,-0.741314,7.8
1qbq,-7.51192,0.929047,-1.29349,0,-5.60526,8.3
1dmp,-10.7644,3.9719,0,0,-8.14294,9.55
2ihq,-7.58566,1.03105,0,0,-6.90517,8.49
2cf9,-7.48593,0.410293,-0.640516,0,-6.57462,7.82
1g7v,-1.21931,1.59241,-0.127719,0,-0.0405979,6.4
1jev,-7.57599,1.81113,-1.13696,0,-5.24369,6.89
1g53,-5.50093,3.19679,0.169616,0.385672,-3.17499,9.04
1njc,-4.97755,3.17471,-1.24099,0,-1.64125,5.55
1nm6,-7.07532,1.31421,-0.173116,0,-6.03483,10.05
1xkk,-9.26343,0.569436,-0.163616,0,-8.72399,8.52
1px4,-4.81416,4.02975,0,0,-2.15452,3.23
1w5y,-13.3189,7.41794,0,0,-8.42304,8.48
1tni,-1.54968,0,-0.429453,0,-1.12022,4
1c1v,-5.1638,0,-0.767427,1.49431,-2.90206,7.64
1g45,-5.07342,3.34919,0.197998,0.523647,-2.53731,8.64
1u1w,-2.52994,0.915158,0.362877,0,-2.28881,5.85
1b2h,-5.97329,1.72567,-1.44904,0,-3.3853,4.54
1okl,-5.24209,1.15841,-0.272948,0.764883,-3.43971,6.03
1pzp,-4.21847,0,0.354484,0,-4.57295,3.31
2avm,-7.57121,0.630976,-0.656149,0,-6.49862,5.7
1sdv,-11.0071,4.82281,-0.528761,0,-7.29528,8.74
1ws1,-7.11565,4.0941,-0.0121149,0.919412,-3.48202,9.55
1r4w,-3.96736,2.68321,-0.610828,0,-1.58561,4.05
1h6h,-4.25116,3.15424,-1.26597,0,-0.903385,5.3
2i0a,-9.55619,3.37074,-0.220331,0,-7.11116,11.4
1p1o,-2.95254,2.55808,0.0476671,0,-1.31188,5.76
1zp8,-9.75739,4.34168,-0.325682,0,-6.5662,8.77
1fiv,-9.19773,2.55672,0.298811,0,-7.8091,6.59
1gwv,-3.27902,3.44437,0,0,-1.00573,2.57
1amw,-3.84533,3.07733,0.0940168,0,-1.90831,4.54
2cbu,-7.64115,7.27816,-0.968078,0,-1.86949,5.68
1k22,-7.09217,1.97663,-0.682025,0,-5.10557,8.4
1n51,-8.59157,5.31752,0,0.552781,-4.52922,4.85
1mrx,-10.0109,4.89867,0,0,-6.77783,7.26
1zhy,-12.2198,0.840845,0,0,-11.6648,6.52
1fkh,-7.62559,0.685955,0,0,-7.17286,8.15
1hvs,-9.86187,3.36785,0,0,-7.63909,10.3
2bvd,-7.39756,6.44002,-1.13034,0,-2.0168,6
1xap,-12.5339,0.922404,-0.183654,0,-11.7414,8.7
1v2l,-2.09542,0,-0.646773,0,-1.44865,4.29
1e6q,-5.95806,7.73398,0,0,-0.853638,3.15
1onz,-3.14615,0.132803,-0.166839,0,-2.89166,5.1
2hxm,-3.33636,0.941381,-0.04624,0,-2.66881,5.22
1i9o,-5.51161,2.69701,0.371648,1.17974,-2.92349,8.42
1d4p,-6.65367,0,-0.646608,0,-6.00706,6.3
2gvv,-4.78933,3.32854,-0.0659259,0,-2.52657,3.9
1grp,-4.13921,3.49929,-0.96949,0,-0.860187,3.72
1gi1,-3.11073,1.50308,-0.764473,0,-1.35422,5.47
1fv0,-6.46307,2.56479,0.0199017,0,-4.79021,5.93
1nu3,-4.21413,0.456445,0,0,-3.91288,4
1b3f,-6.20423,2.43035,-1.14871,0,-3.45149,6.89
1sb1,-7.17682,2.04702,-0.510923,0,-5.31487,6.89
1bnq,-4.72852,2.1139,-0.183999,0.676599,-2.47275,9.49
1ro7,-8.95674,8.18146,-0.00824795,0,-3.54873,3.18
1hi3,-3.20669,0.708268,-1.9602,0,-0.779027,4.19
1str,-5.9543,4.20379,0,0,-3.1798,4.77
1sbg,-10.0338,4.46872,0,0,-7.08448,7.74
1w3j,-5.81063,7.56694,0,0,-0.816457,6.32
1gja,-3.62294,1.51339,-0.676433,0,-1.94766,5.42
1i9q,-4.8611,3.47609,0.627299,0.423523,-2.77065,8.41
1o0f,-3.4936,0,-2.09649,0,-1.39712,5.3
1mfd,-4.93983,2.86599,0,0,-3.04828,5.31
1xgi,-4.19775,2.29765,-0.543922,0,-2.13738,4.85
1uwf,-6.18192,6.68488,0,0,-1.7699,6.82
1ua4,-2.67437,1.65396,0.690511,0,-2.27327,4.22
1xbo,-5.50055,0.483695,0.0800089,0,-5.26132,6.04
1igb,-9.22308,5.76814,0.909768,2.20427,-4.1216,6.4
1xq0,-4.55844,0.936245,0.175749,0.927776,-3.18849,6.34
1m7y,-7.21327,4.40826,-1.63413,0,-2.66969,10.96
1thz,-3.57046,0.926063,-0.410134,0,-2.54912,5.15
1gnm,-7.34154,4.9651,-0.32777,0,-3.73681,6.25
2tpi,-3.31222,0.233924,-1.03997,0,-2.11785,4.31
1d3d,-7.66277,0.831629,-0.202992,0,-6.9109,9.09
2h4k,-4.05059,0.135239,-0.252713,0,-3.70862,5.49
2c80,-5.12507,0.968692,-0.922786,0,-3.56295,5.33
2f1g,-3.86183,0.278087,0,0,-3.67829,7.54
2cbz,-5.7947,2.97685,-2.27356,0,-1.55642,3.93
1r9l,-3.71711,0.832839,-0.141997,0,-3.02544,5.4
1gj6,-4.59904,1.52591,-0.75967,0,-2.83227,7
2ewa,-7.14621,0.249744,-0.0157084,0,-6.96567,7.94
1kyv,-7.5946,6.15863,0,0,-3.52991,5.92
1qxk,-4.54031,0.139616,-0.346255,0,-4.10191,5.05
2h6b,-5.11188,1.07262,-0.863264,0,-3.54069,5.39
2csn,-3.85181,0.0128195,-0.441993,0,-3.40136,4.41
2i3i,-5.16956,0.239939,-0.664409,0,-4.34679,7.3
1stc,-8.64778,0.0613394,-0.248319,0,-8.35898,8.1
1wht,-3.91765,2.52001,0.131356,0,-2.3858,3.7
1pvn,-4.82618,4.63365,-0.098095,0,-1.66987,9.82
1rd4,-11.0515,0.888429,0,0,-10.4651,7.74
1dhj,-4.46923,0.196787,-1.04786,0,-3.29148,6.55
1hnn,-4.00136,0.452326,-0.898489,0,-2.80434,6.24
1b6l,-8.14749,3.12102,-0.492628,0,-5.59499,8.3
1hxb,-10.8363,4.76515,-0.525605,0,-7.16574,9.92
1jq8,-3.09187,4.08575,0.10378,0,-0.499059,6
2fpz,-1.96286,0.854825,-0.290543,0,-1.10813,3.96
1os0,-8.15428,3.65714,0.608823,0.748712,-5.60067,6.03
1v0k,-6.0333,6.20057,-0.399084,0,-1.54184,5.1
2bo4,-1.67626,1.11848,-0.506456,0,-0.431609,4.61
1f57,-1.97329,0,-0.253093,0.97918,-0.741018,5.64
1q8w,-4.99501,0,-0.704808,0,-4.29021,5.24
1yej,-9.44126,1.5578,-0.972391,0.939714,-6.50101,7.46
1bnn,-5.86424,4.02116,0.57777,0.728011,-3.06003,10
1c1u,-5.21164,0,-0.646901,1.48346,-3.08128,8.25
1t4v,-5.84926,0,0,0,-5.84926,7.68
1dy4,-6.93803,1.73549,-1.31164,0,-4.48097,4.36
1rbp,-9.53487,0,0,0,-9.53487,6.72
3pcn,-4.86701,2.39275,-0.453283,1.16798,-1.66653,3.66
1xge,-3.20641,2.15384,-0.246307,0.404195,-1.13437,4.68
1mai,-4.4648,0.970467,-3.9775,0,0.15321,6.68
1qbs,-12.0909,5.45191,0,0,-8.49261,9.47
1od8,-5.62906,6.38519,0,0,-1.41483,5.1
1bzj,-4.37537,0,-0.180375,0,-4.195,4.66
3pcg,-3.12285,2.06467,0.355771,0.38402,-1.73192,2.3
1hps,-9.868,3.47783,0,0,-7.57263,9.22
2fgv,-10.3647,3.69768,-0.54936,0,-7.37489,6.12
5yas,-5.24523,1.65036,-0.0891641,0,-4.06683,3.26
1m2x,-3.84681,0.704442,0.280666,1.72091,-1.94163,4.15
1q65,-3.36374,0,-1.35745,0,-2.0063,5.46
1njd,-4.82872,2.81162,-1.43677,0,-1.53629,5.57
1c83,-3.38084,1.99641,0.419395,0,-2.4826,4.85
2avs,-10.4734,4.12593,-0.529635,0,-7.22062,7.57
1qb6,-4.58295,0.99179,-0.665431,0,-3.26294,6.06
1hvj,-10.8589,3.45124,0,0,-8.58105,11.4
2aog,-7.09904,0.641132,-0.644723,0,-6.03117,6.28
1no6,-3.29909,0,-0.155631,0,-3.14346,4.41
1g46,-4.57871,1.58244,-0.273467,0.513106,-2.74773,8.8
1srg,-4.24853,3.16719,0.224107,0,-2.38229,5.3
1nw4,-4.47558,4.18601,-0.157311,0,-1.55551,9.07
1qbo,-5.56533,0.671596,-0.670699,0,-4.45138,7.74
1x39,-8.65017,6.72118,-0.568259,0,-3.64593,9.22
3jdw,-2.89196,1.62004,-1.32131,0,-0.501424,3.6
1c86,-3.00199,1.64147,0.432615,0,-2.35124,4.7
1uho,-6.26667,0.448968,0,0,-5.97035,9.22
1qft,-3.31327,0.264437,-1.66974,0,-1.469,8.77
1cet,-4.5296,0,-0.592094,0,-3.9375,2.89
2fw6,-3.93279,4.35435,0.0232887,0,-1.08221,2.92
1aid,-6.80735,0,0,0,-6.80735,4.82
1xpz,-5.99315,2.36967,-0.288326,0.976673,-3.16416,7.08
1hpx,-9.89164,4.06774,0,0,-7.20693,11.26
1erb,-9.55528,0,0,0,-9.55528,8.1
1ctt,-5.28408,3.05623,0,0,-3.26697,4.52
1m83,-9.34255,3.06037,-4.13499,0,-3.18772,3.4
1ejn,-3.93646,0.916782,-0.567668,0,-2.76372,5.62
1e6s,-6.40064,8.90223,-0.191286,0,-0.333877,3.22
1n3i,-4.1049,2.21129,0.00201482,0,-2.64746,8.89
1qbr,-12.9885,5.13174,0,0,-9.60151,10.57
1vyf,-5.80559,0.79646,-0.319732,0,-4.96019,8.05
1mu6,-5.71447,1.2807,0,0,-4.8692,8.38
1iy7,-4.95059,3.276,0.0342364,0.647062,-2.17561,6.19
1lyb,-10.5748,5.83774,-0.059873,0,-6.662,11.42
1g3e,-6.81001,0.839774,-1.8864,2.36147,-2.00789,5.38
1z6s,-2.84555,0,-1.40445,0,-1.4411,4.34
1qbu,-11.7341,5.94769,0,0,-7.80866,10.24
2afw,-3.74495,2.02405,0,0.738736,-1.67034,4.77
1o33,-3.78828,2.09271,-0.640905,0,-1.76618,5.74
2c92,-7.19607,5.98552,-0.0526027,0,-3.19302,5.68
1drk,-5.72421,7.73408,0,0,-0.619722,6.82
1o86,-9.4149,5.25658,-0.518993,1.42038,-4.00618,9.57
1mmr,-5.76842,1.80348,-0.176088,0.876583,-3.52545,5.4
1zgi,-6.40463,0.488979,-0.0176932,0,-6.06421,5.34
1i80,-1.3128,0.202905,0,0,-1.17888,6.41
1kzk,-10.7133,4.4304,0,0,-7.78928,10.39
1k1y,-9.08395,8.17777,-0.978668,0,-2.70795,3.22
1w7g,-7.31643,1.79937,-0.813327,0,-5.31552,5.1
1tnh,-1.69637,0,-0.454505,0,-1.24186,3.37
4ts1,-2.52483,1.88145,-0.106466,0,-1.1766,4.94
2fqt,-6.79345,5.93223,-0.474436,0.979663,-1.42408,6.14
1b8y,-9.00667,1.59251,-0.518399,0.958754,-6.47846,7.85
1t5f,-3.61955,4.55512,-0.446079,0,-0.167095,4.22
7upj,-6.97854,1.62283,0.0389204,0,-5.94639,8.49
1i9n,-5.497,3.91601,0.165408,0.497499,-2.58035,8.66
1efy,-3.70066,0.296239,0,0,-3.50515,8.22
1m1b,-3.13847,3.39077,0.0244164,0,-0.924971,4.66
1tlp,-6.24328,4.85162,0.0632653,0.433677,-2.6708,7.55
1ajn,-4.95883,0.588426,-0.449058,0,-4.12141,2.63
1kmy,-7.1543,3.07601,0.26113,1.53154,-3.85372,5.1
1j14,-2.64934,0.888672,-0.617465,0,-1.44535,4.49
2qwc,-2.82401,3.42844,0.172935,0,-0.734169,3.55
2hs1,-8.88337,3.57084,-0.212665,0,-6.31395,8.48
1y3p,-5.21835,7.83749,0.516887,0,-0.562492,4.82
1jet,-4.62374,0.818167,-1.05567,0,-3.02808,7.25
1ydd,-3.20791,4.26963,0.20301,0.369471,-0.223494,7.07
1b3g,-6.11671,1.88998,-1.07076,0,-3.79856,6.7
1gvx,-10.0511,1.91963,-1.18611,0,-7.59808,7.22
2bal,-5.60881,1.03507,0,0,-4.92566,6.31
1k21,-6.87105,1.76158,-0.53336,0,-5.17505,8.38
1utm,-1.7589,0.54119,-0.440173,0,-0.961545,3.01
1lyx,-1.09381,1.47269,0.159933,0,-0.281763,4.54
2cex,-2.80222,2.0565,-0.445052,0,-0.999881,4.7
1ohr,-9.94736,4.09177,-0.551556,0,-6.69523,8.7
1ws4,-4.49606,5.26433,0,0,-1.0216,3
1w96,-9.05172,3.48493,0,0,-6.75166,8.41
2fxu,-9.42247,2.30223,0,0,-7.90299,8.15
1o0m,-4.10237,1.70293,-1.42527,0,-1.55317,5.15
1f0r,-5.46,0.316115,-0.17632,0,-5.07504,7.66
