name,cyscore,cyscore_hydrophobic,cyscore_Vdw,cyscore_HBond,cyscore_Ent,affinity
3c39,-1.3834,44.366,18.010,10.357,6,3.96
3ikg,-3.4051,159.951,34.513,2.214,6,7.24
4q4q,-3.0627,124.293,31.175,6.571,3,5.79
1i9m,-1.8189,107.244,16.051,-0.000,4,8.48
4x24,-4.8738,289.061,38.887,10.821,4,9.78
3lbz,-3.0579,161.256,27.559,0.714,4,3.86
3qtv,-5.0842,288.646,43.014,0.500,6,4.65
3uod,-3.6362,199.780,31.730,6.643,4,7.31
3lp4,0.1353,-82.988,10.558,9.571,4,4.88
4rlt,-3.6065,175.390,32.033,-0.000,1,4.96
1l83,-1.9483,132.232,12.522,-0.000,0,3.4
2ayr,-6.9989,428.329,54.657,3.321,6,9.29
3ubd,-4.7205,274.329,40.072,-0.000,6,5.54
3mxe,-6.5068,327.378,59.658,-0.000,6,10.01
4ezx,-5.3205,267.366,49.596,0.000,6,5.8
3h89,-7.2148,392.854,62.128,0.214,6,7.64
4ahs,-2.8544,155.805,22.852,-0.000,0,2.19
4zwx,-2.4977,111.256,27.239,-0.000,6,8.7
3g5k,-3.8836,190.305,37.929,-0.000,6,9.52
4h7q,-2.4538,201.720,12.561,6.071,2,5.06
2q38,-2.9287,155.512,23.964,-0.000,0,5.23
4q4r,-3.0754,121.634,32.287,6.500,4,6.43
1nz7,-4.6796,239.500,43.139,11.821,6,7.12
2pwd,-1.9394,123.293,13.877,4.571,1,4.4
1lbf,-2.9438,130.293,31.368,1.786,6,7.85
1a4r,-3.5552,168.646,35.203,13.286,6,6.66
2w26,-5.5674,254.561,52.868,-0.000,4,9.4
4fl2,-3.4716,150.000,36.433,7.750,6,3.66
4kmz,-4.0649,194.988,39.375,15.357,6,8.57
1ec9,-2.0946,153.366,14.329,5.821,4,3.1
3oyw,-1.8536,90.451,19.768,-0.000,6,4.11
1r6n,-3.6771,213.256,30.991,-0.000,4,7.4
4h3f,-4.9573,248.573,45.252,17.357,6,9
3th9,-5.0368,267.122,45.512,-0.000,6,7.7
1tng,-1.7899,87.671,15.957,4.286,1,2.93
4fxp,-4.1575,239.866,35.761,6.143,6,4.09
5cep,-3.7618,228.793,30.372,-0.000,4,6.84
4iid,-2.0991,122.805,16.401,0.893,1,5.62
3nht,-4.5913,279.634,37.570,-0.000,6,7.01
5c1m,-4.7139,273.829,37.488,2.750,3,10.8
3drf,-5.7423,241.073,58.368,11.429,6,7
1cgl,-4.9932,267.378,44.646,5.000,6,6.87
4q8y,-2.6599,130.683,23.019,-0.000,0,2.64
4db7,-2.4693,152.549,18.954,13.071,3,6.56
1g2k,-7.2390,410.720,60.364,-0.000,6,7.96
1k6t,-7.8648,518.146,56.668,-0.000,6,7.62
3fuz,-1.6184,83.720,15.507,10.679,4,6.54
3f8e,-0.6578,99.256,1.994,0.143,6,7.23
1k27,-3.8645,183.939,35.936,15.893,4,9
2vyt,-1.2912,96.000,10.859,2.429,6,2.74
4uma,-1.3450,41.415,16.001,9.786,3,5.41
4or6,-2.1581,76.512,25.839,14.929,6,5.31
2ovy,-2.6101,114.061,28.532,0.000,6,8.4
2wyf,-1.7565,93.902,18.558,-0.000,6,4.43
2q8z,-2.3586,97.293,25.907,9.036,6,5.68
5c3p,-1.2791,78.793,10.726,6.750,3,4.46
3gm0,-2.9902,162.890,25.617,4.571,3,7.77
4ag8,-5.8109,319.415,50.510,0.179,6,8.96
4ap7,-5.2175,292.878,42.635,-0.000,3,7.96
3k00,-5.4091,285.000,48.784,-0.000,6,5.77
2buv,-1.2825,24.220,15.710,-0.000,0,4
4xir,-4.1611,194.500,39.017,-0.000,3,6.94
3iof,-2.5999,138.683,25.459,-0.000,6,5.22
3d7k,-6.2780,356.744,52.786,1.607,6,4.6
1mue,-4.0013,176.793,41.241,0.036,6,8.64
3su3,-6.6723,352.756,59.039,-0.000,6,9.13
4qxo,-3.7940,199.488,32.364,3.214,2,5.51
2vvp,-2.0764,112.402,20.855,3.500,6,3.4
2ez7,-0.1541,-8.000,5.010,-0.000,3,4.36
1mu8,-5.0549,273.537,45.013,0.000,6,9
1kdk,-4.3144,238.012,34.242,-0.000,0,9.05
1g30,-5.1507,284.256,44.649,11.786,6,6.85
3hll,-4.3000,223.756,39.988,-0.000,6,8.24
3gk1,-1.9805,113.220,18.291,-0.000,4,4.1
4ih3,-1.3578,102.037,7.352,4.929,0,4.82
2rin,-2.6808,216.305,16.799,-0.000,6,4
1mrn,-4.9909,149.207,58.406,11.250,6,4.52
1uj5,-2.5513,131.732,25.504,1.893,6,3.05
3g0e,-4.4574,273.537,33.309,0.000,2,7.7
1b6h,-4.5140,232.793,41.514,12.357,6,7.82
4bf6,-3.0882,142.329,30.277,-0.000,4,8.35
1gnn,-4.1720,271.207,32.487,0.179,6,5.68
3fhb,-2.4253,145.402,17.699,4.214,0,5.7
3okv,-3.3569,131.366,36.084,-0.000,4,6.23
2gzl,-4.9358,163.841,56.319,0.071,6,4.82
1pot,-2.7253,190.793,20.461,15.357,6,5.49
3qx8,-2.4057,144.049,21.842,4.071,6,2.86
1i9l,-2.5534,135.829,23.300,-0.000,4,8.48
4ck3,-3.3561,203.317,28.736,0.036,6,3.57
2uwl,-4.7089,200.268,47.488,-0.000,4,8.4
3wz6,-3.8989,224.829,34.048,-0.000,6,5.96
3ccz,-5.0204,313.390,39.536,5.929,6,7.29
4o05,-4.9916,252.841,44.109,0.286,3,7.43
3tcg,-3.3393,138.878,35.735,10.321,6,5.87
3bl1,-3.3309,144.244,32.958,-0.000,3,5.6
4k7n,-1.7763,101.622,13.667,-0.000,0,3.48
1k1n,-3.8476,185.939,37.520,10.000,6,6.82
3tz0,-2.8288,230.695,15.190,5.357,3,5.04
3n4b,-3.2426,181.537,27.196,1.214,3,7.02
3gba,-4.2170,268.463,31.722,13.143,4,9.07
2xjg,-4.1086,236.671,33.854,-0.000,4,7.82
4aqh,-4.8569,346.854,32.484,8.321,6,6.54
4u6w,-2.7436,183.207,21.213,10.571,6,4.21
3oyq,-2.8947,173.427,24.965,0.714,6,7.99
4psb,-2.6872,106.902,26.849,-0.000,1,4.64
5er2,-6.8234,350.232,61.507,0.500,6,6.57
4wov,-3.6070,207.878,31.830,0.036,6,7.14
4riv,-2.2991,81.232,23.667,-0.000,0,7
3bl0,-2.1204,95.659,20.580,-0.000,2,6.92
2cer,-3.4398,167.134,32.090,8.250,4,9.22
1q84,-7.1715,338.463,67.949,0.571,6,11.05
4u0w,-3.5985,143.890,38.639,1.607,6,3
4hy1,-4.4408,218.146,41.723,8.964,6,8.7
4idn,-4.6083,140.805,53.501,20.036,6,5.24
2y82,-5.6850,264.195,54.039,-0.000,4,8.4
3juk,-4.3165,204.951,42.325,3.393,6,4.89
3fvk,-3.9604,277.000,26.517,9.750,4,8.82
3r17,-3.3604,173.402,30.529,-0.000,4,6.41
4q7w,-2.0539,111.890,16.468,-0.000,0,2.64
4bcs,-4.2654,263.671,33.526,-0.000,4,6.99
3evd,-2.2524,113.720,23.133,6.321,6,6.91
2qwd,-1.6407,75.256,16.403,21.357,4,4.85
4yik,-3.1771,52.195,42.872,0.321,4,6.89
2wjg,-3.7020,198.622,33.830,11.821,6,7.1
4qpd,-4.0358,226.146,35.472,9.929,6,7.82
4abd,-2.2196,89.268,22.571,5.036,2,4.4
2y7z,-5.3322,232.415,52.700,0.036,4,8.7
2nsj,-2.7068,169.463,22.639,2.536,6,4.79
1lgt,-3.5417,212.927,26.635,-0.000,1,6.1
4agl,-2.1640,116.561,18.726,0.000,2,3.65
4q1y,-6.2113,363.098,51.125,0.071,6,10.35
4lj8,-2.5070,96.841,28.884,4.964,6,5.82
2ylc,-2.0366,90.561,22.341,1.643,6,7.89
4ko8,-5.1584,267.573,47.072,3.679,6,7.15
2jke,-1.8506,83.122,17.446,2.536,1,4.23
4q9y,-2.0021,112.207,15.681,-0.000,0,5.68
2ha3,-1.4379,81.110,12.416,-0.000,2,3.03
4yml,-4.9452,305.427,37.978,10.786,4,8.35
4rlu,-3.6323,184.683,31.912,-0.000,2,4.82
3ebi,-4.8827,250.378,44.936,8.214,6,7.1
3f7i,-4.0719,199.780,39.212,7.893,6,7.34
4gg7,-4.4742,258.549,38.378,0.000,6,8.2
3neo,-4.1907,264.659,33.543,-0.000,6,5.92
2vo4,-1.5004,77.366,13.709,1.500,2,4.94
1v2r,-2.5253,83.890,30.491,9.821,6,3.55
4daf,-2.2558,150.402,15.458,14.214,2,7.12
1b51,-4.2919,218.805,39.939,12.821,6,7.37
1cps,-3.0508,199.744,23.946,4.500,6,6.66
4de0,-3.0208,126.049,30.626,-0.000,3,5.89
1uz8,-3.9600,215.707,36.019,-0.000,6,4.96
3n2u,-3.3813,165.537,33.593,-0.000,6,7.84
4cp7,-6.8264,341.085,62.659,-0.000,6,8.11
3r5t,-4.1905,160.341,45.939,-0.000,6,8.58
4ago,-3.5683,153.463,37.723,0.357,6,4.81
3el9,-7.0844,387.341,60.901,-0.000,6,8.4
1uvt,-4.6498,235.695,43.384,6.321,6,7.64
1fcy,-6.5899,422.793,46.443,0.893,2,8.52
1fh8,-2.9577,165.817,25.336,6.357,4,6.89
2i4j,-4.5947,344.171,29.949,-0.000,6,6.16
1ftm,-2.7982,163.402,22.554,10.071,3,7.61
4mdn,-5.3074,352.500,39.288,-0.000,6,6.22
1elc,-5.1020,291.500,43.487,1.821,6,6.66
1bzy,-3.4997,143.915,36.983,7.071,6,8.34
1ugx,-2.1454,95.280,24.030,-0.000,6,5.91
2zdm,-4.1826,197.402,41.010,10.071,6,6.41
2qwe,-2.5735,150.268,22.290,19.750,6,7.48
1fm9,-7.2492,433.622,57.788,-0.000,6,9
2xog,-2.5569,54.939,34.762,0.607,6,3.43
2j34,-5.1800,235.671,50.109,-0.000,4,7.82
3i60,-4.5496,211.976,44.930,1.821,6,8.7
4rhx,-2.6712,74.622,33.762,8.464,6,5.8
3iw5,-5.7205,305.305,50.884,-0.000,6,6.08
2o4n,-6.3122,319.866,57.677,1.286,6,7.82
1d6v,-3.9575,200.988,37.729,-0.000,6,6.17
2vjx,-2.7216,138.902,23.545,-0.000,1,4.96
1nw7,-2.8523,129.512,29.825,9.429,6,5.09
1toj,-1.7345,100.878,14.749,5.536,3,3.39
3imc,-2.8532,164.805,22.983,0.000,2,2.96
4emf,-2.5523,87.402,30.506,8.821,6,7.08
2py4,-5.1302,206.683,53.912,3.393,6,6.7
1b6j,-7.3765,424.939,60.642,0.643,6,7.92
4zzz,-2.9046,121.890,31.264,-0.000,6,7.06
1pr5,-2.7854,143.817,24.270,5.536,2,3.92
3u7l,-3.8046,214.963,33.852,-0.000,6,7.28
4u6c,-2.2622,121.829,20.400,8.429,4,5
4ahr,-3.0538,179.049,24.806,-0.000,3,2.19
3arw,-2.2494,54.537,28.554,-0.000,4,6.15
1xjd,-4.8402,257.768,41.332,0.214,3,9.48
4b6p,-4.7916,272.598,38.874,-0.000,3,7.13
3oku,-2.8774,145.037,27.509,-0.000,4,6.36
1h5v,-4.3406,167.622,47.246,-0.000,6,3.93
2uz9,-2.1252,100.293,18.617,6.500,0,5.71
4gah,-5.5148,208.573,59.146,6.179,6,6.1
4rd6,-3.4481,129.805,38.270,13.250,6,6.28
2aod,-7.8208,428.317,66.583,3.000,6,5.66
3lpl,-1.4328,14.451,23.309,-0.000,6,5.62
3vtr,-3.8244,187.354,37.422,-0.000,6,5.57
4q9o,-6.1463,400.695,43.284,-0.000,3,5.77
2v59,-2.4475,114.049,24.704,6.286,4,7.74
1k6c,-7.3037,450.817,56.536,-0.000,6,7.48
1bnt,-3.1154,127.463,32.438,-0.000,4,9.8
4b7p,-4.0111,176.415,41.000,10.536,6,9.46
1ql7,-5.4030,272.512,48.354,-0.000,4,5
4hpi,-3.5325,185.963,33.199,3.893,6,4.85
5ceq,-4.0049,248.512,32.161,-0.000,6,7.38
1hvl,-8.0001,466.280,64.732,1.464,6,9.95
4dy6,-4.0815,195.037,40.104,3.214,6,4.4
3qgw,-3.3669,188.622,28.806,0.214,4,5.89
2f81,-5.5576,296.122,49.471,3.536,6,10.52
2vnp,-2.3621,125.159,22.825,19.571,6,9.92
4loi,-5.8118,222.829,58.591,9.214,2,6.77
4ra1,-3.0456,120.220,32.896,-0.000,4,5.94
1f4e,-1.8521,84.671,18.606,-0.000,3,2.96
3b7r,-3.4846,126.415,39.523,5.321,6,7.7
1bv9,-8.7530,452.854,77.297,-0.000,6,9.96
3e12,-2.1470,55.963,28.316,10.071,6,5.99
2ydw,-2.1819,24.817,32.935,-0.000,6,7.34
2eum,-4.1852,232.780,37.154,2.393,6,6.7
3m67,-3.7873,186.415,36.994,-0.000,6,6.74
4x5y,-5.1275,275.878,45.668,2.929,6,8.03
2wb5,-3.8170,240.159,30.167,6.464,6,9.13
1rpj,-2.4265,133.622,19.896,-0.000,1,6.48
1g32,-4.9049,263.280,42.345,12.179,4,6.11
1g3d,-2.0642,70.537,22.991,9.107,3,5.55
4ymh,-4.8848,259.207,43.809,10.893,6,6.46
1iih,-1.8394,90.037,19.538,1.786,6,2.89
3c79,-3.2808,202.122,25.962,-0.000,4,7.2
4asd,-5.7017,310.878,49.949,-0.000,6,9.28
1i00,-2.0483,85.012,23.730,2.786,6,6.34
1rnm,-1.1924,17.463,18.806,1.286,6,3.07
2zdl,-4.1594,209.646,39.204,10.429,6,6.4
4xtw,-8.7954,477.378,74.619,9.393,6,9.03
1xff,-2.2067,153.012,15.783,11.071,4,4.82
3djk,-6.3861,367.915,53.090,-0.000,6,10.59
4u69,-2.3218,142.659,18.713,10.286,4,4.26
1kuk,-4.3855,210.817,42.765,-0.000,6,3.91
2fle,-9.3166,580.561,70.157,3.286,6,7.85
3qlm,-2.0427,113.732,20.351,-0.000,6,6.37
1y6q,-4.6114,266.537,37.714,11.964,4,11.7
2rke,-1.6929,121.598,11.723,4.607,3,4.08
3p17,-4.0800,204.537,38.458,0.429,6,4.48
4kz4,-2.1765,101.268,21.907,0.893,4,4.15
2yk1,-3.2213,204.024,22.862,4.571,1,8.13
5aol,-2.2323,112.732,19.557,0.179,1,2.32
4rd0,-3.7198,160.707,38.557,12.750,6,6.62
4isu,-1.2764,25.610,16.835,11.000,3,3.68
3gx0,-3.3053,124.561,36.972,9.571,6,3.48
3nox,-4.0862,224.207,34.087,7.750,3,8.66
1o38,-3.1816,118.683,34.068,9.179,4,6.82
3k5x,-2.0339,92.744,21.904,5.000,6,6.41
1pgp,-1.4312,36.171,20.559,3.536,6,5.7
2vh6,-5.7469,236.512,58.833,-0.000,6,9.7
3s73,-2.6371,97.463,27.245,-0.000,1,8.7
4z6h,-3.1512,170.756,25.986,-0.000,1,6.21
4umc,-1.5370,64.476,17.246,10.107,4,3.44
2a8g,-2.0925,173.268,10.933,0.429,2,3.69
3n3g,-2.8467,132.915,29.722,-0.000,6,7.24
3mdz,-2.9421,156.451,27.090,-0.000,4,9.1
3p4v,-2.1151,122.354,19.764,-0.000,6,5.1
4pop,-4.2059,238.866,34.174,5.464,3,8.13
4gj2,-3.6944,180.744,34.496,-0.000,4,8.6
3ivx,-4.3338,195.256,43.867,-0.000,6,5.74
3m36,-6.2311,286.841,60.283,4.786,6,9.82
3f19,-2.5968,123.927,25.342,-0.000,4,7.19
6cpa,-4.1496,219.098,37.938,10.500,6,11.52
2ra0,-5.6959,275.817,53.194,5.607,6,7.8
1lpz,-5.3558,251.073,50.449,9.286,4,7.6
3b2q,-2.6666,146.110,25.462,2.000,6,4.55
4bcp,-3.5990,175.244,34.194,4.500,4,6.25
3bkl,-5.1394,247.159,49.284,2.179,6,6.17
1hfs,-8.4335,395.451,79.488,-0.000,6,8.7
5bs4,-5.9610,337.317,50.429,3.393,6,11
4je7,-4.5146,263.878,38.330,-0.000,6,6.4
4tmk,-7.0011,332.927,65.301,21.214,6,7.7
1m0o,-3.7817,194.671,35.723,5.179,6,2.31
1b5h,-4.2341,219.707,38.958,13.714,6,6.01
4wkp,-5.3073,306.317,44.288,11.964,6,9.55
1jeu,-4.5363,231.829,41.872,14.357,6,6.82
4k9y,-6.6197,375.268,54.384,0.000,4,6.95
3k4q,-2.2568,68.866,27.910,21.536,6,5.34
2aac,-2.4815,130.000,20.514,-0.000,0,2.22
3cct,-5.4062,328.268,43.358,5.964,6,7.56
2xb7,-4.5068,254.159,39.052,7.893,6,9.19
3k97,-3.4694,185.024,29.510,-0.000,2,8
3gi5,-5.7314,289.402,52.932,-0.000,6,11.22
4gqq,-1.5305,78.927,15.843,-0.000,4,2.89
4nxv,-2.0318,87.585,23.100,4.893,6,5.42
1moq,-1.2207,-20.634,23.178,0.214,4,3.46
4u71,-1.7297,78.793,16.922,-0.000,2,5.22
1xt8,-2.1409,156.390,13.035,15.393,2,6.85
184l,-3.0511,220.780,19.199,-0.000,2,4.72
2avq,-7.5300,420.220,63.297,3.786,6,4.39
2d0k,-2.8799,161.659,26.077,17.500,6,5.02
3b66,-5.8858,322.476,51.239,-0.000,6,8.6
4hw3,-5.2622,361.256,37.488,2.607,6,6.49
4yo8,-4.3487,255.402,36.501,10.607,6,10.52
4gu6,-4.1907,215.390,39.387,0.286,6,7.36
4y0a,-2.1097,109.890,17.813,7.643,1,2.31
2w67,-2.7919,151.939,23.013,0.000,1,4.96
2e1w,-3.8172,211.195,33.875,-0.000,6,7.96
3nyx,-6.2525,357.415,50.506,1.714,4,7.49
4poh,-5.2364,341.646,35.128,3.964,0,8
1gjc,-2.7216,99.207,28.781,2.179,2,6.35
1zea,-4.9449,250.939,46.104,-0.000,6,5.22
3aid,-4.7663,270.695,41.168,-0.000,6,6.86
5cjf,-3.0940,157.122,28.604,-0.000,4,9.59
1v2u,-2.3548,122.671,19.151,9.821,0,3.37
4baq,-6.0353,336.146,51.329,11.143,6,9.01
4r5a,-3.1883,127.256,35.345,-0.000,6,8.7
3vd4,-2.3769,112.720,24.096,-0.000,4,4.82
4jx9,-1.6019,86.268,14.181,-0.000,2,8.62
3h30,-1.7563,57.427,19.846,-0.000,2,4.53
1f0s,-4.2335,180.183,42.932,1.321,4,7.74
1igj,-3.7772,201.073,33.890,-0.000,4,10
2ypo,-2.1122,129.524,16.783,6.464,3,4.68
3uzj,-2.1861,122.366,16.901,5.893,0,5.55
3s72,-2.7572,138.378,24.123,-0.000,1,6.4
2pov,-2.8460,103.549,30.159,0.000,2,7.12
2tmn,-2.2880,147.329,18.491,5.000,4,5.89
2yfa,-0.8783,45.049,8.648,13.643,3,5.07
4rvr,-2.4810,118.195,26.171,-0.000,6,6.87
3l4v,-2.6321,124.183,27.649,-0.000,6,6.72
4ucc,-2.7229,145.037,23.206,5.857,2,4.32
3ggu,-5.2310,276.183,47.136,2.821,6,9.77
4b32,-2.0920,108.244,17.455,-0.000,0,3.34
3kku,-3.0875,181.049,27.491,-0.000,6,5.7
1ado,-1.9417,108.366,18.854,1.500,6,6
4uye,-2.7636,125.463,28.186,-0.000,4,8.02
1ciz,-5.9071,301.634,54.025,-0.000,6,7.44
4bcn,-3.0354,169.646,26.226,0.929,4,7.92
1ela,-4.2008,211.707,39.980,0.071,6,6.36
4qxq,-3.4297,168.000,30.903,1.321,2,5.7
4o04,-3.8673,176.829,36.252,-0.000,2,6.16
4omk,-7.4218,539.780,47.675,-0.000,6,4.4
2xht,-3.5288,200.963,28.477,-0.000,2,5.96
1o2n,-3.7906,177.463,34.710,8.714,2,6.09
4fm7,-3.7513,179.707,37.209,1.500,6,7.24
3k8o,-3.4674,198.195,30.148,5.000,6,11.07
2hf8,-5.1456,214.829,52.523,19.214,6,5.47
1ork,-4.0820,176.268,40.646,0.000,4,8.81
2xxr,-1.4669,69.159,15.055,10.321,4,6.55
4dmw,-1.7807,28.829,26.642,-0.000,6,4.94
3zqe,-2.0206,122.963,17.106,-0.000,4,4.23
3pwd,-2.9999,166.598,24.222,1.607,1,6.66
3eqr,-5.0289,272.451,44.757,0.179,6,8.7
4jfm,-3.7118,205.817,33.596,-0.000,6,5.48
3ekv,-5.8270,334.317,48.978,0.036,6,9.41
2yi0,-3.6607,144.927,38.265,-0.000,4,8.12
1qin,-4.4439,253.171,38.239,8.393,6,8
1ecv,-3.1047,173.659,24.629,8.357,1,4.85
4rak,-5.7991,310.671,50.622,3.786,6,7.85
2vw1,-2.5619,111.598,25.841,11.393,4,3.52
3c88,-2.4632,34.415,35.217,16.071,6,6.8
4poj,-5.8586,421.500,35.886,3.643,2,8.1
1rnt,-2.1265,89.000,23.432,11.429,6,5.19
1pxp,-4.2522,270.317,31.938,-0.000,4,6.66
4x5z,-4.3701,233.659,39.616,5.250,6,7.63
1mrs,-3.7830,199.793,35.132,5.214,6,3.96
4rqk,-3.9153,214.854,32.313,2.821,2,5.82
1ype,-4.6293,194.207,45.977,11.571,4,8.1
4ek9,-3.1926,147.378,30.384,4.857,3,4.42
1dif,-9.1321,557.122,70.400,-0.000,6,10.66
1aj7,-3.4694,212.963,29.091,3.500,6,3.87
3q6w,-5.0344,219.183,51.175,-0.000,6,7.57
1yvm,-1.6459,21.024,21.964,-0.000,1,6.4
4i7j,-1.7676,104.951,13.145,-0.000,0,3.32
2amt,-3.9007,147.207,43.274,0.607,6,4.44
1lkl,-3.8341,163.098,39.939,12.464,6,5.81
2bet,-1.6607,61.549,20.920,2.357,6,2.77
4u54,-1.8002,102.232,15.655,2.750,3,2.06
1qf2,-3.6753,180.598,35.925,3.429,6,5.92
2w7y,-3.8746,153.037,42.155,1.786,6,6.08
1y20,-1.7645,123.341,11.096,10.571,1,5.32
3jrx,-6.0059,362.927,48.171,-0.000,6,9
3o8p,-3.8700,208.817,33.087,0.250,3,6.46
3k8c,-1.9595,77.195,23.380,2.607,6,2.92
1w5w,-8.8646,498.683,73.470,-0.000,6,8.8
4i54,-4.7452,264.159,40.414,0.179,4,6.96
3k2f,-3.2827,116.537,37.957,0.714,6,7.2
1a94,-6.9302,366.366,60.817,8.429,6,7.85
3su4,-6.6401,352.988,58.545,-0.000,6,6.26
4bak,-5.7667,306.780,50.919,11.321,6,8.91
4rrg,-3.0147,132.878,30.842,2.500,4,2.81
2xc0,-6.7274,332.012,62.303,-0.000,6,6.72
1b4z,-4.3482,236.049,38.668,13.750,6,5.23
1ndy,-3.9054,228.671,33.077,-0.000,6,6.17
2e2r,-4.1637,268.476,29.657,-0.000,2,8.26
2ole,-2.1083,78.902,24.097,3.107,4,7.25
3rz8,-3.0040,164.537,28.243,-0.000,6,8.17
4zj6,-4.1364,121.707,49.412,8.179,6,8.52
4q6e,-3.0092,161.854,27.367,1.321,4,6.18
4cs9,-1.2549,55.012,15.296,0.143,6,2.1
3ewj,-3.7740,207.195,34.333,-0.000,6,6.84
4ad2,-2.9547,181.707,24.610,6.643,6,6.2
1gfy,-3.4757,183.902,28.196,7.929,0,5.08
1j17,-5.4836,269.317,49.900,0.000,4,5.22
2jdu,-1.6597,77.951,16.007,-0.000,2,6.72
2v58,-2.8695,156.390,23.320,7.143,1,9.09
1os5,-2.9583,101.756,35.042,-0.000,6,6.85
3u6i,-7.0500,421.829,56.304,-0.000,6,9
3b7j,-1.1387,-9.451,17.628,-0.000,0,5.17
4asj,-3.8358,177.890,37.443,1.214,4,7.55
1ols,-4.0599,199.000,39.122,8.107,6,5.82
3t2w,-3.0693,166.085,27.790,-0.000,4,7.46
4f9y,-3.6173,200.744,30.394,-0.000,3,6.74
3mam,-1.2888,83.659,9.954,-0.000,2,4.12
3fjg,-1.6622,65.012,20.016,-0.000,6,3.73
3t5u,-2.3755,120.488,21.326,-0.000,2,7.59
1fkg,-3.7742,215.573,33.341,-0.000,6,8
1s63,-1.9853,69.354,24.181,-0.000,6,9.05
4xit,-4.5583,216.744,42.132,-0.000,3,7.27
3std,-6.0087,421.476,41.254,-0.000,6,11.11
4qev,-3.0837,149.915,31.136,-0.000,6,7.66
1r1j,-3.3775,227.805,25.993,3.571,6,8.64
2y9g,-1.3444,65.841,15.310,-0.000,6,3.77
1m48,-3.7643,218.098,32.428,11.571,6,5.09
2vwo,-5.3395,198.098,56.886,-0.000,4,7.51
1xh4,-6.8684,390.305,57.220,4.893,6,7.47
3ta0,-4.8817,253.720,44.494,8.964,6,3.47
3fh7,-5.3150,272.756,48.877,-0.000,6,7.6
4b3d,-2.0140,117.122,15.270,-0.000,0,2.68
4dzy,-4.0450,328.683,21.138,6.179,3,5.62
2vhj,-2.6748,146.134,25.520,3.429,6,3.9
1f0t,-3.7991,165.171,38.132,8.464,4,6
1avn,-0.0388,-24.878,4.736,-0.000,2,3.9
4rfc,-2.3951,118.561,24.830,1.286,6,8.24
5cbm,-2.0227,106.890,19.290,9.000,4,7.77
1li3,-2.0668,134.476,13.971,-0.000,0,4.25
4br3,-3.8817,200.012,36.139,-0.000,6,5.72
2j7b,-2.5711,137.768,21.433,1.607,1,6.62
5er1,-4.1019,231.280,36.101,3.000,6,6.02
2y5g,-5.6085,299.939,48.681,-0.000,4,6.84
3o5n,-2.5997,142.146,21.896,2.607,2,4.76
3o5x,-0.4256,-62.622,17.704,4.107,6,5.28
3pck,-2.2142,157.780,13.268,1.750,0,6.7
3fzy,-2.7946,71.232,35.742,13.679,6,6.74
3bxh,-2.2977,105.537,24.325,2.107,6,4.03
4jn2,-5.4742,349.817,41.587,10.786,6,11.68
4l4z,-2.2044,99.427,24.391,-0.000,6,5.68
2xmy,-4.1942,253.024,34.826,3.679,6,9.96
3buf,-1.1591,62.646,10.364,5.107,2,3.1
2q6f,-5.7426,331.012,48.149,-0.000,6,5.44
1bwb,-8.9096,465.963,77.751,6.393,6,8.42
4mr6,-2.6927,142.988,26.293,-0.000,6,6.6
2drc,-3.3924,205.561,28.362,15.643,6,9.89
4ddm,-1.4206,21.610,18.022,-0.000,0,2.46
4tkb,-2.2729,167.195,17.193,3.429,6,5.59
4crl,-3.7113,163.159,35.614,-0.000,2,9.71
2zc9,-5.0775,283.171,43.581,0.143,6,6.74
4x11,-2.0281,127.341,17.303,-0.000,4,2.22
3dsz,-4.6621,257.207,40.910,8.643,6,7.77
2v8w,-2.1653,55.585,28.123,22.500,6,6.82
1oau,-2.0785,119.720,19.430,2.929,6,7.7
4m8h,-6.0076,431.707,35.622,3.464,0,7.6
5amg,-2.9644,134.000,31.299,-0.000,6,8.22
2eg8,-1.5655,65.512,14.694,5.143,0,4.5
2il2,-7.2022,400.780,60.409,14.821,6,7.1
4qgd,-2.2962,145.390,19.043,-0.000,4,7.43
1a9q,-2.2522,118.268,18.349,5.821,0,6.17
2pk6,-9.0150,509.366,74.378,-0.000,6,10.89
1qbt,-8.9854,447.610,81.058,5.750,6,10.62
3m8t,-1.8435,97.195,16.264,2.964,2,4
3u92,-2.7703,174.427,21.426,10.571,4,7.48
2hjb,-2.1848,109.854,20.383,1.286,3,4.39
4rpo,-2.9495,218.110,16.826,-0.000,0,7.64
3c2u,-3.8331,250.902,29.996,0.000,6,2.9
4oc2,-5.5104,253.780,53.630,8.143,6,8.28
2fxv,-2.7355,153.817,24.945,1.786,6,5.35
3mhw,-2.2555,83.634,22.578,4.250,0,2.3
4lxz,-2.6340,166.988,22.590,-0.000,6,6.74
3wqm,-4.1075,176.378,41.300,7.679,4,6.25
2izl,-3.8509,263.646,27.284,5.857,4,6
4i9h,-5.9360,286.939,55.825,9.000,6,7.17
4exs,-1.1125,4.183,17.452,-0.000,3,4.41
3t83,-3.7736,149.512,41.181,-0.000,6,6.98
1usk,-2.4946,179.793,16.386,5.607,3,6.4
4j46,-3.1602,178.963,28.346,11.000,6,5.28
1pb9,-1.8828,98.439,15.297,7.179,0,3.62
1ucn,-2.1050,77.280,25.181,9.929,6,5.22
3dp4,-2.5491,138.293,21.922,10.214,3,7.37
1upf,-1.0676,17.268,13.420,0.000,0,4.6
4io4,-1.4132,89.780,10.548,11.857,2,4.61
