name,Gold.PLP.Fitness,Gold.PLP.PLP,Gold.PLP.part.hbond,Gold.PLP.part.metal,Gold.PLP.part.buried,Gold.PLP.part.nonpolar,Gold.PLP.part.repulsive,Gold.PLP.ligand.clash,Gold.PLP.ligand.torsion,Gold.PLP.Chemscore.Hbond,Gold.PLP.Chemscore.CHOScore,Gold.PLP.Chemscore.Metal,affinity
2h6q,84.6071,-78.5733,-7.8347,0.0000,-13.8517,-61.0324,0.0130,0.0000,4.6311,5.0987,0.0000,0.0000,5.11
1h1h,25.1659,-12.4541,-4.9434,0.0000,-1.5957,-6.4603,0.2327,0.0000,1.6121,5.3120,0.0000,0.0000,5.22
1wei,13.7267,-12.9205,-1.1114,0.0000,-1.5293,-12.4389,1.8573,0.0000,0.0000,0.2687,0.0000,0.0000,9
1vkj,81.6339,-56.5563,-12.6000,0.0000,-8.9201,-43.2910,0.5796,0.0000,1.0297,8.8403,0.2054,0.0000,4.85
1apb,53.4361,-32.1531,-7.9050,0.0000,-5.1231,-23.1369,0.1070,0.0000,0.0000,7.0943,0.0000,0.0000,5.82
1hn2,53.6685,-53.6685,0.0000,0.0000,-4.3432,-49.9789,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
1vwn,56.9450,-64.2966,-3.3461,0.0000,-4.9750,-60.5674,2.9711,5.6624,1.5028,0.4388,0.0000,0.0000,5.82
1m6p,70.0284,-32.9061,-13.1063,-1.0000,-4.9344,-16.3244,0.2134,0.0000,0.2826,8.5680,0.0000,1.9972,5.1
1ody,89.0213,-77.5696,-11.2507,0.0000,0.4997,-81.4950,1.7251,0.0000,5.4874,7.4755,0.0000,0.0000,8.1
1w8m,24.4873,-23.8588,-2.3520,0.0000,-1.0288,-21.3662,0.4519,1.0391,1.5681,1.6012,0.0000,0.0000,1.6
1p28,13.1050,-13.1548,-0.1441,0.0000,-1.8695,-11.5157,0.0000,0.0000,0.0249,0.0000,0.0000,0.0000,5.42
1eix,83.8673,-49.4395,-14.9575,0.0000,-6.1401,-31.8792,0.4984,0.0000,0.0612,11.5167,0.0000,0.0000,11.06
1qsc,84.8328,-76.6728,-11.1213,0.0000,-9.9257,-60.4604,0.6190,0.0000,5.1508,6.1539,0.0000,0.0000,3.68
1qca,50.9961,-54.2525,-1.3948,0.0000,-3.7947,-49.3270,0.0000,3.3708,1.2346,0.8613,0.0000,0.0000,5.27
1y2f,41.7811,-42.5171,0.0000,0.0000,-3.2077,-41.2497,0.0000,0.0000,0.3680,0.0000,0.0000,0.0000,4.92
1ent,71.2531,-68.2266,-5.0796,0.0000,-12.6153,-66.3539,13.3715,0.0000,3.8049,3.5454,0.0000,0.0000,6.96
1cea,30.9165,-23.5250,-5.0000,0.0000,4.7522,-28.7384,0.0149,0.0000,1.0737,3.1796,0.0000,0.0000,4.96
2bmz,34.0322,-25.9900,-6.8922,0.0000,-2.6746,-18.2892,0.2271,0.0000,0.7729,3.1960,0.0000,0.0000,3.7
6abp,53.6944,-31.0444,-8.7524,0.0000,-5.0610,-18.5411,0.0738,0.0000,0.0000,7.5500,0.0000,0.0000,6.36
2bjm,60.4352,-60.4352,0.0000,0.0000,9.7072,-74.6783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7
2hh5,91.7360,-80.0310,-4.5118,-0.9300,7.4796,-85.5662,0.8950,0.0000,2.0051,3.2384,0.0000,1.0000,7.49
6fiv,55.9239,-46.2885,-4.7268,0.0000,-5.9796,-37.8047,0.5579,0.0000,2.3148,4.7550,0.0000,0.0000,8.08
4fiv,123.8993,-103.3861,-11.6772,0.0000,-7.4270,-97.5978,1.3210,0.0000,4.5365,9.8621,0.0000,0.0000,6.52
1umw,81.2168,-67.3078,-8.4200,0.0000,-13.2529,-54.6795,3.3629,0.0000,5.0741,8.0191,0.0000,0.0000,6.55
1bap,51.3340,-30.7503,-9.7132,0.0000,-4.4786,-18.2357,0.0851,0.0000,0.0000,6.8613,0.0000,0.0000,6.85
1y2g,38.5696,-46.0449,0.0000,0.0000,-3.9798,-44.1717,0.0000,0.0000,3.7376,0.0000,0.0000,0.0000,4.08
1gah,112.6620,-88.4910,-13.9004,0.0000,-16.3355,-60.4883,0.1884,1.2995,3.5444,10.8531,0.0000,0.0000,12
2c3j,53.1605,-45.4177,-3.8118,0.0000,-6.0387,-37.7360,0.8260,0.0000,0.0000,2.5809,0.0000,0.0000,6.18
1rdn,30.8030,-18.9593,-3.6458,-2.0000,1.5256,-15.6293,0.0490,0.0000,0.0285,0.0551,0.0000,1.9559,1.84
1o2s,45.9972,-48.2495,-5.9817,0.0000,-8.6983,-34.7811,0.1965,12.8981,0.1668,3.6598,0.0000,0.0000,5.47
5fiv,54.7466,-45.3389,-4.1120,0.0000,-6.8999,-35.9674,0.5459,0.0000,1.8324,4.3575,0.0000,0.0000,7.66
1o3h,55.1578,-57.8944,-7.9143,0.0000,-10.7008,-42.9745,0.1931,13.3818,0.0098,3.5549,0.0000,0.0000,7.3
1abf,54.6989,-32.7133,-9.3846,0.0000,-3.7597,-23.3195,0.0548,0.0000,0.0000,7.3285,0.0000,0.0000,5.42
7hvp,91.8960,-89.4453,-10.8414,0.0000,-8.1937,-80.2140,2.5663,1.2533,7.5711,6.2820,0.0000,0.0000,9.62
2avv,92.9633,-92.3352,-3.7495,0.0000,-3.4739,-93.2189,0.2907,0.0000,1.6051,1.2795,0.0000,0.0000,9.26
1ta2,99.7577,-96.5842,-2.9366,0.0000,-9.4705,-88.2575,3.0254,0.0000,2.4027,2.6596,0.0000,0.0000,8.52
2toh,15.7723,-15.9464,-2.9229,0.0000,8.1174,-21.7315,0.9234,0.2241,0.6442,0.4462,0.0000,0.0000,4.15
1vjj,47.2342,-37.1781,-7.9505,0.0000,-6.6174,-25.4217,0.8640,0.0000,1.6708,4.4659,0.0000,0.0000,5.77
1owh,68.8059,-56.4151,-5.92,0,-10.4738,-41.9354,0.283,0,1.2014,4.9312,0,0,7.4
2j7h,52.9025,-35.8087,-8.6877,0,-4.6345,-24.5164,0,0,0.0134,5.7069,0,0,7.19
1syi,86.9414,-54.1925,-11.7836,0,-3.1685,-43.5046,0.4435,0,0.3889,11.1756,0,0,5.44
1bzc,81.3397,-70.3072,-9.6565,0,-1.1445,-65.8286,0.259,2.3347,1.2544,5.292,0,0,4.92
1q8u,46.5882,-44.0368,-1,0,-2.8628,-44.6897,0.2969,0,2.2791,1,1.3698,0,5.96
1p1n,60.0744,-40.7578,-9.1513,0,-5.1438,-28.6378,0.1517,0,0.9969,7.1035,0,0,6.8
1oyt,86.2171,-71.2748,-5,0,-8.8589,-65.3133,0.6487,0,1.2637,5.8233,0,0,7.24
1uto,25.008,-25.0434,-1.7623,0,-3.5799,-21.6774,0.1278,0,0.0177,0,0,0,2.27
5tmn,67.9442,-55.4176,-6.5137,-0.848,-9.1652,-48.0202,4.935,0,3.0967,4.1199,0,1.0601,8.04
1r5y,61.3878,-44.1318,-6.8056,0,-5.8499,-37.3432,3.3691,0,0,5.752,0,0,6.46
1z9g,29.227,-31.0005,-3.6718,0,6.6045,-36.5227,0.2697,0,0.8867,0,0,0,5.64
1ydr,45.6555,-43.5187,-1.5481,0,-0.3112,-43.0734,0.2809,0,2.0295,1,1.0653,0,5.52
2cbv,54.5298,-27.3552,-10.7203,0,2.5359,-20.6015,0.0371,0,0,9.0582,0,0,5.48
2hb1,43.3451,-44.7957,-4.9794,0,-5.3006,-37.2344,0.1264,0,0.7253,0,0,0,3.8
1z6e,105.9907,-108.7359,-3.3997,0,-6.5086,-106.2503,1.3484,0,3.8839,1.3264,0.3478,0,9.72
1k1i,67.8608,-56.1058,-8.5862,0,-8.4879,-43.0034,0.6479,0,3.8062,6.4558,0,0,6.58
1w4o,41.7295,-33.6347,-8,0,-5.8488,-22.1597,0.6648,0,1.7126,3.84,0,0,5.22
1s38,63.8458,-48.8698,-5,0,-4.7202,-44.091,1.4107,0,0,4.992,0,0,5.15
2fvd,64.9744,-60.7005,-3.6215,0,-9.6608,-52.4762,0.752,0,1.9052,2.6947,0,0,8.52
1pxn,74.6858,-63.9409,-2.9396,0,-5.8865,-58.1246,0.3842,0,0.002,2.583,1,0,7.15
1nc3,61.5836,-62.0626,-10.884,0,-9.7506,-46.4465,0.7772,0,0.2395,0,0,0,5
1h22,101.1359,-101.7669,-3.149,0,-7.7331,-95.1178,0.298,0,1.8514,1.0239,0,0,9.1
1z95,81.4043,-89.1937,-3.9849,0,-4.3828,-85.7352,0.4811,7.6831,2.6715,1.7456,0,0,4.3
1lpg,91.5037,-81.6451,-3.0927,0,-2.7728,-88.8581,0.4765,0.4689,2.3362,5,0,0,7.09
1gpn,62.745,-62.745,-1.1356,0,-6.2144,-55.6956,0.1616,0,0,0,0,0,6.48
1qf1,92.2534,-60.7431,-7.5191,-1,3.4157,-58.1828,0.6912,0,1.8444,5.733,0,3,7.32
1ps3,56.924,-37.8934,-7.8087,-2,-2.121,-34.2562,2.9514,0,0.0161,2.3543,0,2,2.28
2br1,57.0877,-58.6545,-1,0,-6.4707,-54.4027,1.3001,3.3317,2.0069,0.9263,1,0,5.14
1y6r,73.419,-73.9827,-8.1063,0,-11.1552,-58.2936,0.4901,0,0.2818,0,0,0,10.11
1c5z,51.3997,-36.5438,-4.729,0,-6.1704,-27.0304,0.24,0,0.036,4.976,0,0,4.01
1yc1,63.7913,-56.8041,-3.1473,0,-8.5749,-47.9886,0.3843,0,2.4704,3.976,0,0,6.17
1uv6,32.4356,-33.3867,0,0,0.8877,-34.6264,0.2655,0,0.4755,0,0,0,5.12
1yvm,39.3491,-27.2193,-1.5039,-1.8405,5.2162,-34.297,0.2906,0,0.0655,0.0869,0,2,6.4
1fzm,141.1179,-123.5572,-16.0338,0,-19.2001,-92.7196,0.9096,0,5.6398,9.6134,0,0,7.7
1tni,37.3515,-30.171,-2,0,1.158,-32.207,0.208,0,0.9098,3,0,0,4
1hvl,99.0661,-95.7653,-8.9828,0,-6.622,-88.3674,0.8072,2.3528,3.2851,4.0746,0,0,9.95
1jev,122.5425,-85.8349,-13.5001,0,-3.7933,-78.7932,0.6916,0,2.705,14.0392,0,0,6.89
1bcd,41.7772,-27.0432,-2.0035,-0.8703,-1.7653,-23.4137,0.0838,0,0.073,0.96,0,2,8.7
2pcp,65.6424,-66.7355,-1,0,2.8951,-70.0645,0,0,1.2673,0.4805,0,0,8.7
1iy7,68.5042,-36.7708,-8.3087,-0.6471,-2.2373,-31.5537,0.1784,0,0.9621,7.2192,0,2,6.19
1l83,31.5246,-31.5246,0,0,-0.9552,-30.748,0,0,0,0,0,0,3.4
2sim,62.5376,-31.4029,-9.5274,0,-4.2272,-21.3604,0.2452,0,0.4976,10.71,0,0,3.42
1n51,80.4463,-64.5132,-4,-1.5955,2.1868,-73.3928,4.2816,0.5096,2.025,2.8309,0,2,4.85
2am4,109.872,-62.4251,-10.4628,-1.9508,-11.0194,-45.6142,0.6747,0,2.1898,9.2755,0,4,3.72
1pfu,37.4404,-28.7787,-2.7267,0,-2.2038,-27.3101,0.058,0,0.1691,3,0,0,2.72
1ecv,61.1245,-40.3346,-7.8238,0,-4.087,-39.7663,3.5555,0,0.797,7.4613,0,0,4.85
3pck,44.811,-30.389,-1.1349,-1.9889,4.925,-35.559,0.1415,0,0.0008,0.8083,0,1.9998,6.7
1lzq,85.9441,-74.6669,-8.2428,0,3.493,-78.1364,4.9059,0.6951,4.8978,7.256,0,0,8.39
1t4v,79.3722,-69.7889,-3.7655,0,-8.4434,-59.2694,0.6594,0.0344,2.1286,4.625,0,0,7.68
1fiv,132.0914,-113.9843,-12.8809,0,-11.318,-99.2582,1.2596,0,4.2837,8.8915,0,0,6.59
2ez7,1.821,-2.1169,-1.7719,0,2.2616,-8.1258,3.9486,0,0.8,0.4347,0,0,4.36
2gyi,48.2369,-21.5491,-3,-4,0.8813,-25.4708,1.55,0,1.6561,2,0,4,7
1tuf,25.8234,-21.5671,-3.1918,0,4.8382,-29.2366,0.1116,0,0.9666,2.0632,0,0,4.05
1y1z,63.637,-37.3856,-7,0,-4.0762,-27.2153,0.2049,0,0.1823,8.872,0,0,3.08
2gvj,79.8571,-83.3159,-1.4108,0,-9.1983,-79.3205,0.02,0,1.8185,0.0594,0,0,9.52
1j01,52.5607,-34.2364,-11.1424,0,0.9291,-34.5744,7.915,0,0.2953,6.305,0,0,6.47
1qb6,51.4154,-53.4379,-6.7788,0,-2.7225,-46.8049,0.6095,17.7515,0.8333,5.7985,0,0,6.06
1dud,55.5888,-39.7163,-5.7811,0,-8.6997,-30.2946,0.4987,0,0.8503,5.6346,0.2231,0,4.82
1ws1,71.3407,-50.1375,-7.6024,-2,-1.1569,-50.4959,10.3693,0,2.1064,4.472,0,2,9.55
1yc4,46.0729,-45.9417,-2.2819,0,-6.2884,-43.0453,2.6363,0,1.6594,1.15,0,0,6.55
1sb1,67.2795,-69.8648,-3.4942,0,-4.2605,-72.6876,7.2049,0,2.5187,0.8174,0,0,6.89
1ydb,43.7429,-31.9381,-5.4389,-1,-6.2045,-21.9171,0.2052,1.7294,1.0953,1.1803,0,2.0307,8.24
1bai,78.7574,-68.87,-8.3005,0,-10.3544,-65.6627,10.8925,0,5.9694,7.2754,0,0,7.7
2boj,51.4831,-22.9226,-3.4781,-4,4.4039,-24.1327,0.042,0,0.0321,1.5715,0,3.985,5.77
1b46,110.5695,-77.9735,-12.7881,0,-7.2149,-61.3172,0.5547,0,1.8779,12.1173,0,0,5.28
1mtr,108.6274,-95.8759,-6.2469,0,-8.0777,-83.9218,0.4953,0,1.2342,5.0733,0,0,8.4
2olb,110.4015,-79.4716,-15.152,0,-10.789,-61.0796,0.7295,0,3.5392,12.6695,0,0,5.54
1z6s,48.4642,-37.0809,-6.0908,0,-10.2099,-25.2878,0.8775,0,1.12,4.414,0.1271,0,4.34
1bxq,93.312,-84.6092,-11.0385,0,-10.5095,-71.8205,5.964,1.347,4.3105,6.2236,0,0,7.38
2bza,41.6791,-33.2388,-2.3154,0,-5.9709,-25.5667,0.0976,0,0.0005,2.8138,0,0,2.8
1uz1,52.8043,-33.0209,-9.6496,0,-2.9641,-26.4474,5.6868,0,0.0233,6.61,0,0,6.89
1fzo,127.0215,-122.0183,-10.1563,0,-13.8193,-106.3702,0.2541,0.7586,4.9192,5.2001,0,0,7.89
2jxr,63.9262,-81.328,-8.2946,0,-5.4334,-75.4143,0.2555,15.36,4.0811,2.0401,0,0,7.05
1uwu,41.1256,-25.469,-10.2409,0,3.9225,-27.1595,6.1614,0,0.0737,5.268,0,0,5.98
2cf8,99.7944,-84.2042,-4.4462,0,-10.1089,-72.416,0.7288,0,1.2049,6,0,0,8.1
1hvj,105.314,-98.5117,-8.7264,0,-8.388,-88.7707,0.8254,0.854,3.0861,4.6095,0,0,11.4
1msm,100.5792,-98.8383,-6.5404,0,-0.4306,-101.2943,4.4069,0,3.6295,3,0,0,10.48
1elc,31.8423,-40.8276,-1,0,25.9756,-80.4353,9.9463,2.8263,3.0796,0,0,0,6.66
1l6m,27.4288,-14.2758,-0.5993,-1.5077,2.9929,-16.281,0,0,0.0151,0.3944,0,2,8.1
1alw,25.2364,-26.7046,0,0,-3.1409,-24.5276,0,0,0.7341,0,0,0,6.52
1met,107.0591,-99.5567,-8.1922,0,-7.4957,-86.9196,0.0598,0,1.6567,3.6053,0,0,9.4
1m4h,118.6724,-112.5985,-11.5305,0,-13.1604,-95.8746,0.6703,3.4932,6.5043,7.5252,0,0,9.52
1b8n,69.9143,-50.7406,-7.1462,0,-11.0008,-36.6516,0.5048,0,0.5021,6.726,0,0,10.52
1pot,74.9407,-57.117,-5.7979,0,-3.4337,-51.3925,0.2073,0,0.4522,6.2427,0,0,5.49
2i3h,79.3253,-67.1933,-5.0654,0,-6.3632,-62.9912,0.8901,0,3.1469,6.142,0,0,7.4
1i9n,48.7552,-31.8333,-4,-0.3806,0.3857,-29.0536,0.0565,0,1.6951,2.314,0,2.2284,8.66
1kmy,48.1807,-39.1453,-1.0626,-1.7212,8.8101,-43.6727,0,0,1.4823,0,0,2,5.1
1usn,64.2999,-46.4631,-3.3868,0,1.8443,-49.3423,2.1149,0,1.2931,2.8077,0,2,7.74
1r4w,58.2159,-41.0951,-6.3955,0,-2.062,-39.8874,3.6205,0,1.5702,6.7538,0,0,4.05
2h6b,40.8411,-33.8442,-5.2929,0,2.5467,-35.6332,0.0527,0,0.1736,2.448,0,0,5.39
1n3i,71.3893,-56.0776,-6.1041,0,-8.5686,-45.2197,0.5421,0,0.3692,4.35,1,0,8.89
1bn3,56.8166,-43.7394,-6.7203,-0.4873,0.425,-39.7578,0.0696,0,2.2665,1.4133,0,2.2284,9.89
1b4z,105.1593,-72.8424,-12.745,0,-9.8194,-54.5004,0.8404,0,2.6024,12.5072,0,0,5.23
1rp7,116.395,-72.3955,-10.0016,-2,-10.2925,-58.4473,2.8026,0,1.1907,7.4603,0,4,8.52
1q91,69.8012,-60.7135,-4.9155,0,-2.2367,-61.0327,0.276,0,1.8204,4.2428,0,0,4.15
2c3l,36.2608,-31.4499,-1.7278,0,-2.375,-36.4155,5.2249,0,0.0016,1.6047,0,0,5.07
1li6,22.9724,-22.1534,-0.9351,0,-2.0006,-20.1419,0,0,0,0.273,0,0,3.8
1mjj,82.4837,-75.8803,-4.9781,0,-5.8362,-69.2192,0.2125,0,2.4921,3.8625,0,0,8.74
1w4q,39.4648,-28.2244,-6.3037,0,1.5512,-27.0999,0.5288,0,1.0037,4.4159,0,0,5.26
1a99,47.9561,-34.5873,-3.0356,0,-2.8201,-32.1083,0.1291,0,0.1556,4.56,0,0,5.7
2fqt,50.5219,-32.2053,-9.8101,-2,3.3456,-26.137,0.9686,0,1.1082,6.8443,0,0,6.14
2aog,130.834,-103.9669,-13,0,-15.2203,-81.6116,1.3563,0,4.4907,11.9495,0,0,6.28
1pa9,41.5968,-19.6696,-8.4758,0,5.2271,-25.6524,7.7022,0,0.3433,7.5379,0,0,4.6
1gj7,56.4066,-61.8139,-7.3993,0,-8.3042,-50.0868,0.3048,13.5529,1.4016,3.6496,0,0,7.89
1g7g,79.8112,-60.8925,-10.5206,0,6.1411,-73.017,8.1172,1.5019,3.8797,9.3933,0,0,6.6
1sh9,80.3794,-79.1159,-6.2622,0,-2.4509,-74.6333,0.9104,0,3.037,1.9935,0.4523,0,6.03
1hnn,49.1659,-43.9489,-2.2512,0,-2.6959,-44.2911,0.1052,0,1.1355,2.496,0,0,6.24
1gyx,47.649,-39.2655,-3,0,-3.8587,-35.534,0.0453,0,0.1281,2.8799,0,0,2.48
2j47,72.9927,-51.7799,-9.236,0,-7.3582,-47.0828,4.4719,0,0.3908,7.3315,0,0,5.41
1w5y,105.821,-101.5976,-10.1955,0,3.5663,-102.3698,0.43,0,3.2038,3.5437,0,0,8.48
1z1h,70.0685,-69.3439,-6.1958,0,0.8971,-67.5551,0.4898,0,3.7019,2.7095,0,0,8.4
1mue,85.3317,-83.8645,-3.7342,0,-7.5708,-77,1.6661,4.6591,1.2043,2.845,0,0,8.64
2i80,36.8533,-58.9746,-1,0,3.3649,-66.8045,0.1877,22.4109,1.3552,1,0,0,5.4
1m48,91.2994,-76.3471,-4,0,-5.5968,-69.4595,0.2714,0,1.4398,5.944,0,0,5.09
1koj,44.3378,-27.605,-12.4421,0,-2.4514,-16.6384,1.2105,0,0.0473,5.6092,0,0,6.7
1c1r,63.7117,-45.3461,-4.4325,-1,-6.9041,-38.9301,6.5017,0,0.5972,4.52,0,1,7.63
1g4o,49.9377,-34.4607,-4,-0.5107,-0.89,-30.3238,0.0611,0,1.6619,2.0596,0,2.1037,8.25
1ajx,99.2686,-92.4264,-7.0713,0,-8.1203,-80.094,0.0979,0,1.2874,3.139,0,0,7.91
1ucn,79.1178,-51.0199,-9.2364,-1.3513,-6.2395,-38.1627,0.2505,0,1.7326,3.7328,0,3.3941,5.22
1xk9,41.1122,-39.279,-2.247,0,6.9081,-50.7464,0.6632,2.4239,0.2384,1.578,0,0,6.85
1b6j,105.5986,-88.9466,-10.6496,0,-12.8808,-70.3563,1.0205,0,2.3479,7.1159,0,0,7.92
3jdw,30.3105,-13.8223,-5.9704,0,0.5887,-11.5163,0.0896,0,0.5719,5.8773,0,0,3.6
1jeu,113.1665,-78.109,-12.9587,0,-13.5949,-54.6349,0.7702,0,2.9344,13.6421,0,0,6.82
2bo4,27.7639,-18.9358,-5.696,0,2.3034,-15.5616,0.1351,0,2.2554,4.4463,0,0,4.61
1gar,112.664,-84.0173,-15,0,-13.3951,-61.7459,0.9711,0,5.0903,12.9424,0,0,10
1g53,53.399,-37.4928,-4,-0.3857,-0.539,-35.0235,0.0784,0,1.4967,2.273,0,2.0135,9.04
1oz0,80.0986,-79.9126,-11.3776,0,0.8253,-71.1881,1.5791,8.1589,4.628,5.867,0,0,7.7
3pcn,29.1029,-16.4915,-0.2966,-1.168,14.8459,-35.1723,0,0,0.4244,0.4868,0,2,3.66
1uwf,60.3417,-37.4055,-9.3274,0,-4.1116,-27.5725,0.0587,0,0.0425,7.6738,0,0,6.82
1b5i,99.279,-70.7711,-12.8496,0,-7.9003,-53.1245,0.7716,0,2.7055,11.3063,0,0,7.05
1qkb,100.3662,-72.2998,-13.3554,0,-8.2831,-56.5944,0.709,0,2.7878,11.214,0,0,7.35
3kiv,34.5498,-24.239,-5.4248,0,1.7654,-21.0819,0.0754,0,0.6244,3.8532,0,0,4.7
1b2h,104.4483,-73.4085,-13.7971,0,-10.9029,-54.9488,0.7836,0,3.2863,12.5375,0,0,4.54
1qbv,84.3425,-73.7936,-4.8562,0,-3.8127,-69.9443,2.8153,0,1.0439,4.2123,0,0,5.39
1ork,70.0384,-51.119,-5.5522,-1.83,1.4055,-50.241,1.232,0,1.0043,2.976,0,2,8.81
2il2,108.1352,-103.8094,-5.8301,0,-14.534,-93.6824,4.3703,0,4.0163,4.1195,0,0,7.1
1utl,25.7233,-25.9622,-2,0,-2.2983,-24.0428,0.1145,0,0.3933,0.1825,0,0,2.47
2hb3,92.1032,-90.0987,-6.0991,0,-7.5352,-81.0121,0.3842,0,3.3545,2.9045,0,0,11.35
1ec9,33.7499,-23.0497,-10.962,-1.9599,-1.2695,-19.1531,3.6133,15.224,1.2132,5.4502,0,2,3.1
1v2k,89.6232,-93.5705,0,0,-11.2673,-87.5808,0.1412,0,1.9736,0,0,0,6.19
1ndv,60.3539,-50.2592,-2.3047,0,-6.6764,-42.6012,0.1618,3.6256,0.6023,4.975,0,0,5.92
1tx7,53.1352,-37.835,-6.3951,0,-4.7072,-28.3367,0.343,0,1.1459,5.864,0,0,4.6
2c92,109.8456,-85.0953,-14.4334,0,-14.0573,-62.9203,0.4847,0.1193,3.0045,10.2929,0,0,5.68
1b58,117.4114,-85.7116,-13.2756,0,-10.9163,-67.8264,0.5711,0,2.7958,12.4305,0,0,6.59
1k22,99.0267,-78.8454,-7.9321,0,-4.1757,-73.5257,1.7845,0,1.5055,7.7308,0,0,8.4
1mh5,81.7712,-78.054,-4.2018,0,-6.8494,-74.5158,0.2783,0,2.3427,2.8009,0,0,9.21
1stc,90.2624,-81.1247,-3.7709,0,1.9931,-83.2361,0.4162,0,1.0333,3.7348,0,0,8.1
1gj6,62.6177,-67.228,-7.2804,0,-7.8573,-57.9735,0.3426,17.5382,1.504,5.312,0,0,7
1qf2,60.4479,-44.0372,-3.8809,0,4.148,-49.606,0.3863,0,2.105,2.8736,0,2,5.92
1dmp,113.5018,-101.8939,-7.7333,0,-11.0227,-86.0874,0.3093,0,1.1595,4.6423,0,0,9.55
2fpz,35.4395,-28.7624,-3.6179,0,-5.5416,-25.5958,3.2751,0,0,2.2257,0,0,3.96
1njd,49.9261,-35.3701,-10.9258,0,-4.9724,-24.3295,3.3612,0,0.7735,5.3676,0,0,5.57
1w5v,128.2768,-120.3327,-11.896,0,-8.0183,-108.8493,0.4947,0,2.6786,4.4338,0,0,8.15
1ro7,118.4439,-92.0991,-18.9311,0,-9.1591,-69.6878,0.5384,0,2.6783,10.5671,0,0,3.18
1lke,78.4165,-74.1312,-2.9599,0,-9.2403,-63.9341,0.0818,0,0.7254,1.912,0,0,7.52
1xap,105.5925,-96.5097,-3.3319,0,-4.8519,-90.3745,0.0512,0,0.5765,3.4119,0,0,8.7
1qka,124.6531,-85.4795,-17.9929,0,-12.4794,-62.3788,0.9823,0,3.126,15.1419,0,0,5.92
1mfa,54.6045,-47.936,-4,0,-8.3414,-38.3391,0.0556,0,1.6806,3.3432,0,0,5.04
1qan,76.8032,-64.5298,-5.4812,0,-9.8702,-52.9047,0.8852,0,2.0574,5.4628,0,0,4.48
1jfh,45.1444,-42.4435,-3.3389,0,-5.9793,-33.4319,0.0964,0,1.2775,1.752,0,0,2.05
1dqn,87.0361,-50.4922,-12.4076,-1.7964,-5.506,-35.5219,0.5428,0,0.9992,8.9087,0,1.9693,8
1if8,54.6738,-38.6912,-4.1682,-0.4738,-1.0179,-34.7805,0.0643,0,1.6519,2.3087,0,2.0601,9.64
2bvd,83.3254,-52.6394,-11.6277,0,-6.0059,-39.1502,0.0156,0,0.6378,10.6539,0,0,6
1fjs,79.0454,-72.4845,-3.8323,0,-2.6678,-74.5207,0.6167,0,4.1576,4.9588,0,0,9.96
2f1g,38.9946,-39.466,-2.6223,0,6.8361,-51.4424,5.1361,0,1.701,0.9769,0,0,7.54
1sld,67.1853,-72.2094,-4,0,-8.3238,-61.9796,0.1443,4.672,1.2302,0.7028,0,0,6.57
1zog,42.5834,-43.2736,0,0,3.7751,-49.6208,0.0023,0,0.3451,0,0,0,7.15
1hos,83.7806,-78.3634,-5.8365,0,-5.4687,-75.0374,7.0877,0,3.7558,4.3096,0,0,8.55
1tcx,84.3884,-80.5827,-5.7901,0,-9.3867,-71.4642,0.4234,0,2.9017,3.203,0,0,6.95
1hpo,62.1259,-58.2019,-4.8526,0,-7.8746,-52.8997,0.2298,0,2.983,3.2967,0,0,9.22
6cpa,67.7893,-53.0226,-9.0255,-0.9393,-2.8253,-48.7223,7.0573,1.1451,2.4568,4.9149,0,1.0135,11.52
1ydd,30.208,-21.0402,-4.467,-0.3695,-1.908,-18.5298,1.9942,6.721,1.1476,2.0614,0,2,7.07
1k4h,56.701,-51.9514,-2.5046,0,-6.4472,-45.043,0.2283,0,0.5517,1.951,0,0,5.11
1aid,44.4897,-46.8064,0,0,-1.1179,-49.2083,0,0,1.1583,0,0,0,4.82
1jlr,61.3818,-36.4254,-8.5919,0,-7.3006,-30.9174,9.9518,0,2.1705,9.7658,0,0,3.33
2erz,44.1691,-39.8006,-3.9498,0,7.4907,-45.5876,0.2792,0,2.3164,3.0005,0,0,5.66
2ccb,56.646,-52.1066,-3,0,-7.1702,-44.7029,0.0313,0,0.7303,2,0,0,7.45
1mu8,87.9785,-81.5592,-2.986,0,-5.3321,-76.8769,0.63,0.665,1.0779,2.08,1,0,9
1yei,86.1913,-81.3466,-4.6102,0,-11.4067,-68.6545,0.2043,0,0.8525,2.1833,0,0,7.46
2ca8,53.0066,-29.7089,-10.4203,0,3.7912,-27.7662,0.7008,0,2.7263,9.5834,0,0,4.66
1nvs,66.875,-62.1688,-1.4773,0,0.017,-62.2675,0.3668,0,0,1.5688,0,0,7.82
1q54,30.8258,-26.3317,-5.5409,0.1165,-0.3238,-26.9627,0.3228,10.1286,2.5104,2.5747,0,1.9865,5.85
2b07,83.405,-74.5785,-6.6896,0,-6.7088,-63.6159,0.1097,0,1.6426,4.0372,0,0,6.43
1o2h,60.8588,-59.6079,-5.9061,0,-7.2047,-50.3551,0.4737,13.3277,0.4666,5.1706,0,0,7.17
1k21,87.9413,-68.1038,-8.7396,0,-5.1518,-58.5913,1.7522,0,2.7172,8.424,0,0,8.38
