name,Orientation_Score,Affinity_Score(Heavy_Ligand_Atoms),Affinity_Score,Buried_Protein_Hydrophobic_Term,Hydrophobic_Complementarity_Term,Polar_Component_Term,Number_of_Protein-Ligand_Hydrophobic_Contacts,Number_of_Protein-Ligand_H-bonds,Number_of_Protein-Ligand_Salt-bridges,Number_of_Metal-Ligand_Bonds,Number_of_Interfacial_Unsatisfied_Polar_Atoms,Number_of_Interfacial_Unsatisfied_Charged_Atoms,Buried_Carbons,affinity
3cj5,-7.266,-0.115,-8.655,-3.858,-0.249,0.670,56,3,0,0,3,2,0.864,6.34
3t6b,-10.587,-0.151,-12.472,-7.164,-1.162,1.072,84,9,5,0,5,3,1.000,6.36
2nn1,-6.274,-0.118,-6.993,-2.196,-0.249,0.670,29,2,1,0,2,3,1.000,5.82
3gkz,-7.295,-0.176,-7.154,-2.306,-0.166,0.536,70,0,2,0,3,1,1.000,8
3lpk,-11.063,-0.121,-11.012,-7.778,-0.830,2.814,119,10,0,0,16,5,0.971,9.1
2jke,-8.635,-0.255,-8.027,-1.398,-1.411,0.000,22,6,11,0,0,0,1.000,4.23
1yei,-8.941,-0.081,-7.083,-2.573,-0.498,1.206,84,5,1,0,6,3,1.000,7.46
2ca8,-8.621,-0.163,-8.475,-2.497,-1.162,0.402,33,5,9,0,3,0,1.000,4.66
3da9,-8.146,-0.123,-8.676,-4.147,-0.249,0.938,86,3,0,0,7,0,0.913,5.51
1nvs,-7.231,-0.124,-8.937,-5.244,-0.083,1.608,75,1,0,0,10,2,1.000,7.82
2nsj,-8.704,-0.116,-7.760,-2.050,-1.162,0.670,31,14,0,0,4,1,1.000,4.79
3c8b,-9.886,-0.127,-9.664,-3.654,-1.328,0.536,47,7,9,0,4,0,0.800,6.1
3c88,-9.368,-0.116,-9.032,-3.424,-1.328,0.938,39,6,10,0,6,1,0.882,6.8
1q54,-7.308,-0.077,-6.446,-1.151,-0.747,0.670,20,7,2,0,3,2,1.000,5.85
3zsy,-8.249,-0.125,-9.220,-4.225,-0.581,0.804,69,5,2,0,6,0,0.880,3.23
2b07,-9.536,-0.115,-9.461,-4.619,-0.830,1.206,81,4,6,0,8,1,0.760,6.43
3zq9,-8.645,-0.136,-8.206,-2.547,-1.245,0.804,37,4,11,0,6,0,1.000,6.02
1o2h,-8.975,-0.158,-9.164,-4.322,-0.830,1.206,79,6,4,0,9,0,1.000,7.17
3qlm,-5.735,-0.098,-6.975,-2.963,-0.000,1.206,38,0,0,0,7,2,0.938,6.37
3nyx,-9.279,-0.167,-9.391,-4.428,-0.415,0.670,106,4,1,0,5,0,1.000,7.49
3gy3,-9.003,-0.116,-8.115,-4.109,-0.664,1.876,79,4,4,0,12,2,0.947,5.63
3obq,-8.220,-0.057,-8.762,-4.469,-0.415,1.340,71,5,0,0,10,0,0.561,3.54
3iae,-13.064,-0.109,-9.477,-4.392,-1.743,1.876,93,17,4,0,10,4,1.000,3.89
1k21,-9.346,-0.073,-7.471,-3.465,-0.664,1.876,78,4,4,0,11,3,0.952,8.38
2p2a,-10.439,-0.118,-8.054,-3.263,-0.913,1.340,95,5,6,0,9,1,1.000,6.12
3u6h,-10.072,-0.118,-9.805,-6.565,-0.166,2.144,140,2,0,0,13,3,1.000,9
3ip9,-7.034,-0.108,-5.975,-0.929,-0.498,0.670,32,4,2,0,5,0,1.000,5.62
2q5k,-9.559,-0.120,-10.757,-7.753,-0.332,2.546,112,4,0,0,16,3,1.000,11.3
3f3t,-8.468,-0.152,-9.775,-4.844,-0.249,0.536,90,3,0,0,4,0,0.917,4.59
1qbq,-7.081,-0.142,-8.061,-3.398,-0.249,0.804,60,3,0,0,2,4,1.000,8.3
3s75,-6.531,-0.163,-6.681,-1.150,-0.581,0.268,16,3,4,0,2,0,1.000,6.82
3suu,-8.997,-0.115,-8.098,-3.237,-0.581,0.938,89,7,0,0,6,1,0.933,8.52
1g7q,-11.590,-0.110,-11.463,-6.410,-1.577,1.742,88,16,3,0,6,7,0.939,6.06
1enu,-7.025,-0.126,-6.853,-1.890,-0.415,0.670,52,5,0,0,5,0,1.000,5.08
3i7e,-8.989,-0.104,-9.284,-5.929,-0.415,2.278,79,5,0,0,13,4,0.964,10.85
4djy,-7.867,-0.137,-8.785,-4.173,-0.332,0.938,74,2,2,0,7,0,1.000,8.27
3dyo,-7.538,-0.177,-7.867,-2.087,-0.830,0.268,33,4,6,0,2,0,1.000,2.3
3gi6,-8.890,-0.107,-10.158,-6.669,-0.415,2.144,78,5,0,0,15,1,0.969,11.22
1z71,-8.867,-0.074,-7.668,-4.830,-0.166,2.546,96,2,0,0,19,0,1.000,9.18
2jds,-8.670,-0.136,-9.310,-4.749,-0.415,1.072,93,4,1,0,8,0,0.958,8.2
1o3d,-8.487,-0.149,-8.945,-4.537,-0.664,1.474,78,4,4,0,11,0,1.000,7.13
2qw1,-5.164,-0.031,-5.618,-1.121,-0.083,0.804,19,1,0,0,5,1,0.714,3.9
2e5y,-10.662,-0.084,-7.808,-1.772,-2.158,1.340,25,3,23,0,6,4,1.000,5.85
4aoi,-8.313,-0.130,-8.719,-4.324,-0.249,1.072,93,3,0,0,7,1,1.000,8.4
2byr,-9.338,-0.101,-10.149,-6.909,-0.166,2.144,121,2,0,0,14,2,0.892,8.55
1det,-6.995,-0.016,-5.599,-1.357,-0.498,1.474,33,6,0,0,8,3,0.700,4.3
3iph,-8.645,-0.146,-9.012,-4.483,-0.249,0.938,90,3,0,0,6,1,1.000,7.6
1d6w,-9.474,-0.078,-8.086,-4.648,-0.498,2.278,99,2,4,0,16,1,0.958,5.96
3q1x,-7.494,-0.213,-6.707,-0.678,-1.079,0.268,15,2,11,0,2,0,1.000,5.33
1xow,-7.958,-0.191,-9.238,-3.905,-0.249,0.134,80,3,0,0,1,0,0.947,9.28
3i5z,-9.067,-0.127,-9.143,-5.469,-0.332,1.876,107,4,0,0,13,1,1.000,8.7
1g35,-10.815,-0.155,-12.505,-7.950,-1.079,1.742,93,5,8,0,12,1,1.000,8.14
1ppc,-8.838,-0.118,-9.570,-4.728,-0.830,1.206,68,6,4,0,8,1,0.852,6.16
3ckz,-11.723,-0.174,-9.218,-2.263,-2.407,0.670,30,6,23,0,5,0,0.917,8.72
1w11,-9.728,-0.133,-9.463,-4.372,-1.079,1.206,74,9,4,0,8,1,1.000,8.22
3g2h,-8.158,-0.111,-7.655,-2.896,-0.747,1.206,42,7,2,0,9,0,1.000,3.82
2q64,-9.342,-0.121,-10.058,-7.054,-0.332,2.546,108,3,1,0,17,2,1.000,8.52
3h1x,-6.414,-0.116,-8.114,-3.853,-0.249,1.206,51,0,3,0,7,2,0.947,5.89
3ff3,-7.851,-0.208,-7.303,-1.140,-1.079,0.134,22,4,9,0,1,0,1.000,3.57
3lzu,-9.369,-0.123,-9.903,-5.980,-0.581,1.876,80,7,0,0,13,1,1.000,10.06
1s63,-6.623,-0.114,-8.535,-3.470,-0.249,0.402,50,3,0,0,3,0,0.773,9.05
2pym,-9.891,-0.144,-10.985,-7.062,-0.581,1.876,111,6,1,0,13,1,1.000,6.82
3cr5,-6.393,-0.105,-7.855,-3.709,-0.000,1.072,71,0,0,0,3,5,0.895,4.19
2vvs,-8.615,-0.129,-8.450,-3.506,-0.664,0.938,63,6,2,0,5,2,1.000,7.34
3rv4,-10.884,-0.115,-8.332,-2.309,-1.743,0.938,37,12,9,0,5,2,1.000,2.3
2p7g,-7.858,-0.219,-8.949,-3.482,-0.249,0.000,79,3,0,0,0,0,1.000,6.53
3b25,-7.215,-0.092,-6.870,-2.775,-0.083,1.206,74,1,0,0,7,2,1.000,6.07
3sut,-9.490,-0.136,-8.606,-3.445,-0.747,0.804,92,9,0,0,5,1,1.000,7.85
1iiq,-11.365,-0.149,-12.815,-8.209,-0.996,1.608,113,8,4,0,12,0,1.000,7.48
2pqz,-9.406,-0.140,-10.687,-6.445,-0.498,1.474,102,2,4,0,10,1,0.967,5.67
3kjd,-7.616,-0.115,-7.295,-2.766,-0.249,0.938,73,3,0,0,3,4,1.000,8.54
1cny,-7.239,-0.077,-7.769,-2.991,-0.498,0.938,40,2,4,0,7,0,0.545,7.85
1epo,-9.932,-0.120,-10.727,-5.987,-0.996,1.474,80,12,0,0,7,4,0.969,7.96
1h2t,-12.083,-0.069,-8.817,-4.383,-1.494,2.278,100,12,6,0,11,6,0.952,7.89
3bex,-6.590,-0.098,-6.687,-2.024,-0.249,0.804,43,3,0,0,6,0,1.000,5.57
4ffs,-9.545,-0.170,-9.126,-3.946,-0.498,0.536,101,5,1,0,3,1,1.000,10.44
1sdu,-10.087,-0.129,-11.007,-7.486,-0.581,2.278,110,6,1,0,13,4,1.000,10.07
3zyu,-6.973,-0.120,-8.945,-4.850,-0.083,1.206,75,1,0,0,9,0,0.913,7
2jjb,-9.840,-0.147,-8.900,-3.024,-1.328,0.670,48,11,5,0,4,1,1.000,7.92
1g32,-9.647,-0.128,-9.322,-5.348,-0.498,1.742,111,2,4,0,13,0,0.960,6.11
3lcu,-10.594,-0.124,-8.430,-3.441,-1.245,1.474,64,9,6,0,10,1,1.000,3.52
2q7q,-6.920,-0.171,-6.759,-1.611,-0.332,0.402,48,3,1,0,2,1,1.000,5.3
3i9g,-9.552,-0.143,-8.803,-4.012,-0.913,1.340,75,5,6,0,7,3,1.000,8.96
3ao5,-7.053,-0.101,-6.928,-2.565,-0.083,0.938,66,1,0,0,6,1,1.000,2.23
7upj,-7.538,-0.121,-9.323,-5.030,-0.415,1.340,55,5,0,0,9,1,0.963,8.49
3mfw,-6.633,-0.111,-6.547,-1.335,-0.664,0.670,18,2,6,0,3,2,1.000,3.52
4g8y,-6.650,-0.041,-6.214,-2.725,-0.415,2.144,30,5,0,0,11,5,1.000,4.59
1moq,-8.284,-0.070,-6.334,-0.892,-1.162,0.938,12,12,2,0,6,1,1.000,3.46
3ao1,-6.219,-0.117,-6.392,-1.627,-0.083,0.536,44,1,0,0,3,1,1.000,2.26
3a1d,-9.043,-0.084,-7.478,-2.304,-1.162,1.206,38,6,8,0,6,3,1.000,4.12
1nf8,-8.893,-0.152,-7.645,-2.350,-0.747,0.670,70,3,6,0,5,0,1.000,7.82
1ugx,-7.436,-0.055,-6.715,-2.256,-0.581,1.340,44,7,0,0,9,1,0.733,5.91
1zgi,-8.332,-0.072,-7.509,-4.403,-0.166,2.278,92,2,0,0,16,1,0.909,5.34
2f2h,-10.002,-0.152,-9.777,-4.201,-1.162,0.804,64,5,9,0,6,0,1.000,5.7
1hvr,-10.242,-0.152,-12.231,-8.308,-0.581,1.876,118,7,0,0,11,3,0.976,9.51
1c4u,-9.404,-0.093,-8.577,-4.839,-0.664,2.144,84,4,4,0,15,1,1.000,10.37
4fcq,-8.192,-0.139,-8.143,-3.914,-0.083,1.072,110,1,0,0,7,1,1.000,7
3kdm,-8.109,-0.160,-8.579,-4.082,-0.083,0.804,105,1,0,0,6,0,1.000,7
3qqa,-6.596,-0.070,-7.661,-4.102,-0.083,1.742,51,1,0,0,8,5,0.808,5.82
1lpz,-10.007,-0.124,-9.191,-5.753,-0.498,2.278,122,2,4,0,15,2,1.000,7.6
2zdn,-8.526,-0.125,-8.588,-4.046,-0.664,1.340,65,4,4,0,9,1,0.905,6.25
2rke,-7.310,-0.182,-6.676,-0.679,-0.913,0.134,15,3,8,0,1,0,1.000,4.08
4ewn,-7.434,-0.088,-7.238,-2.294,-0.664,0.938,26,6,2,0,5,2,0.833,6.7
2r3w,-9.705,-0.133,-10.666,-6.877,-0.581,2.010,102,3,4,0,14,1,1.000,6.89
2uyq,-6.446,-0.086,-6.680,-1.717,-0.415,0.670,24,3,2,0,5,0,1.000,5.68
1hxb,-11.022,-0.124,-11.274,-7.236,-0.830,2.010,110,9,1,0,13,2,0.974,9.92
2bz6,-9.445,-0.093,-8.007,-4.103,-0.830,2.144,81,5,5,0,15,1,0.952,7.09
2xbw,-10.268,-0.073,-7.841,-5.054,-0.249,2.680,137,3,0,0,20,0,1.000,8
1ql7,-8.368,-0.065,-7.440,-4.551,-0.083,2.412,96,1,0,0,17,1,0.920,5
1ajv,-10.619,-0.153,-11.486,-7.314,-0.830,1.876,108,2,8,0,12,2,1.000,7.72
3uj9,-6.811,-0.121,-6.545,-1.148,-0.581,0.402,25,7,0,0,2,1,1.000,4.63
3s9e,-8.046,-0.202,-7.239,-1.159,-0.996,0.134,31,6,6,0,1,0,1.000,5.13
1gno,-8.701,-0.094,-9.154,-5.633,-0.581,2.278,63,7,0,0,12,5,1.000,7.7
1oe8,-8.107,-0.127,-7.748,-1.853,-1.079,0.402,25,5,8,0,2,1,1.000,5.52
2ylc,-6.835,-0.079,-6.799,-2.104,-0.415,0.938,41,4,1,0,3,4,1.000,7.89
2h4g,-8.722,-0.158,-8.530,-3.018,-0.830,0.536,59,4,6,0,4,0,1.000,6.52
2pow,-7.062,-0.046,-6.089,-1.764,-0.581,1.474,20,3,4,0,9,2,1.000,7.2
1qbr,-11.939,-0.164,-14.073,-9.199,-0.996,1.340,132,12,0,0,7,3,0.976,10.57
3bft,-8.616,-0.166,-7.214,-1.402,-0.996,0.402,44,5,7,0,3,0,1.000,6.49
4ehz,-7.107,-0.145,-7.982,-3.185,-0.249,0.670,57,2,1,0,5,0,1.000,8
3o5n,-7.884,-0.115,-7.750,-3.221,-0.249,0.938,66,3,0,0,5,2,1.000,4.76
1y3n,-8.623,-0.086,-7.291,-2.283,-0.996,1.206,39,8,4,0,7,2,0.917,5.55
2fxv,-8.816,-0.064,-6.746,-2.089,-0.913,1.474,46,9,2,0,9,2,1.000,5.35
4avi,-8.055,-0.138,-8.537,-3.644,-0.747,1.072,45,8,1,0,8,0,1.000,7.63
3qox,-10.243,-0.099,-7.790,-3.452,-0.996,1.876,71,8,4,0,13,1,1.000,6.57
3qdd,-7.761,-0.084,-7.061,-3.234,-0.083,1.474,91,1,0,0,11,0,1.000,8.77
3ldq,-7.732,-0.117,-8.849,-4.524,-0.581,1.474,53,3,4,0,9,2,1.000,5.36
1olx,-11.758,-0.122,-8.382,-2.978,-1.660,1.474,83,9,11,0,5,6,1.000,4.33
2pyn,-9.627,-0.131,-10.476,-7.038,-0.498,2.278,104,5,1,0,16,1,0.969,7.57
2o0u,-8.404,-0.121,-9.348,-5.521,-0.083,1.474,108,1,0,0,10,1,0.926,5.49
3kdc,-10.270,-0.129,-11.035,-7.597,-0.498,2.278,116,2,4,0,17,0,1.000,9.28
1a9m,-9.412,-0.109,-9.803,-6.199,-0.664,2.278,74,8,0,0,10,7,1.000,6.92
3bgb,-9.373,-0.137,-10.008,-5.549,-0.581,1.340,85,3,4,0,10,0,1.000,6.05
2gl0,-7.787,-0.073,-6.613,-2.269,-0.332,1.206,73,4,0,0,8,1,1.000,4.82
2zkj,-9.602,-0.081,-7.403,-1.814,-1.577,1.206,17,13,6,0,9,0,1.000,5.48
3dp9,-9.674,-0.167,-9.048,-3.919,-0.581,0.670,102,5,2,0,5,0,1.000,9.68
2ra0,-9.107,-0.073,-8.055,-4.783,-0.332,2.278,101,4,0,0,15,2,0.926,7.8
2brm,-6.637,-0.139,-8.681,-4.503,-0.166,1.206,54,2,0,0,7,2,1.000,5.89
1fkn,-11.146,-0.096,-11.290,-7.239,-1.245,2.412,90,13,2,0,12,6,0.902,8.8
3nik,-10.120,-0.126,-9.113,-3.307,-1.660,1.072,42,6,14,0,7,1,0.882,3.45
2qd7,-9.504,-0.110,-9.617,-6.313,-0.498,2.412,92,6,0,0,15,3,1.000,9.1
1a94,-10.358,-0.109,-11.782,-7.712,-0.996,2.144,75,10,2,0,8,8,1.000,7.85
3dk1,-8.950,-0.110,-9.624,-6.620,-0.332,2.546,83,4,0,0,15,4,1.000,9.74
1g30,-9.673,-0.100,-9.125,-5.553,-0.498,2.144,110,2,4,0,15,1,0.862,6.85
3c2r,-8.752,-0.247,-8.176,-1.847,-1.245,0.134,43,1,14,0,1,0,1.000,3.11
1qhc,-11.404,-0.080,-9.226,-3.624,-1.992,1.608,51,9,15,0,7,5,0.842,7.57
2ha2,-7.537,-0.124,-7.708,-2.994,-0.166,0.670,74,2,0,0,5,0,0.929,4.66
1ndz,-9.337,-0.099,-8.870,-5.681,-0.249,2.278,124,3,0,0,14,3,0.963,8.11
3n7h,-7.234,-0.170,-7.597,-2.781,-0.000,0.402,77,0,0,0,2,1,1.000,4.5
1j17,-8.907,-0.074,-7.747,-4.590,-0.083,2.144,114,1,0,0,15,1,0.920,5.22
3hb4,-8.624,-0.156,-9.912,-6.002,-0.166,1.474,108,2,0,0,10,1,1.000,9.05
2za5,-8.606,-0.139,-9.523,-5.230,-0.415,1.340,87,3,2,0,10,0,1.000,8.43
3iub,-7.804,-0.090,-7.371,-3.614,-0.415,1.876,63,2,3,0,10,4,1.000,4.54
2f7p,-9.904,-0.188,-8.605,-2.295,-1.494,0.402,56,4,14,0,3,0,0.923,6.6
4djx,-7.216,-0.124,-8.189,-3.711,-0.332,1.072,53,2,2,0,8,0,1.000,7.23
1fkw,-7.140,-0.085,-6.753,-2.275,-0.332,1.072,51,4,0,0,6,2,1.000,5.05
1wht,-7.826,-0.158,-7.590,-2.544,-0.498,0.670,63,4,2,0,3,2,1.000,3.7
1y20,-7.697,-0.252,-6.979,-0.931,-0.830,0.000,35,4,6,0,0,0,1.000,5.32
2rk8,-6.882,-0.118,-6.045,-0.233,-0.996,0.402,3,10,2,0,3,0,1.000,3.64
2i4j,-9.304,-0.165,-10.676,-6.147,-0.249,0.938,114,0,3,0,5,2,1.000,6.16
2jkp,-8.932,-0.240,-8.342,-1.879,-1.245,0.000,40,6,9,0,0,0,1.000,4.23
966c,-7.767,-0.088,-7.603,-4.063,-0.332,2.010,60,4,0,0,11,4,1.000,7.64
1g45,-7.069,-0.135,-8.060,-2.880,-0.498,0.536,38,2,4,0,4,0,0.929,8.64
3f18,-7.206,-0.055,-6.256,-2.014,-0.498,1.474,34,6,0,0,7,4,1.000,7.4
2a8g,-6.905,-0.068,-6.518,-2.340,-0.166,1.206,50,2,0,0,9,0,1.000,3.69
3s8x,-7.202,-0.125,-7.971,-3.193,-0.498,0.938,37,2,4,0,7,0,1.000,7.3
1b1h,-11.854,-0.180,-10.783,-5.092,-1.411,0.938,95,10,7,0,6,1,1.000,7.03
3cl0,-8.369,-0.155,-8.317,-2.690,-1.079,0.670,35,2,11,0,3,2,1.000,7.07
2boh,-8.575,-0.100,-8.513,-5.707,-0.000,2.412,107,0,0,0,17,1,1.000,8.52
3p8n,-10.073,-0.112,-11.579,-7.388,-0.581,1.608,113,6,1,0,10,2,0.900,9.28
1fhd,-9.225,-0.161,-8.593,-2.532,-1.245,0.402,49,7,8,0,3,0,1.000,6.82
1h5v,-9.885,-0.081,-9.853,-5.483,-1.162,2.010,74,10,4,0,14,1,0.871,3.93
2hmu,-9.459,-0.048,-6.695,-2.325,-1.162,2.010,42,7,7,0,10,5,1.000,7.7
1oss,-6.510,-0.150,-6.568,-1.605,-0.415,0.670,30,1,4,0,5,0,1.000,4.79
2vzr,-7.085,-0.110,-6.650,-1.406,-0.830,0.804,26,6,4,0,6,0,1.000,4.28
1ogd,-6.788,-0.159,-6.804,-1.139,-0.581,0.134,21,4,3,0,1,0,1.000,3.03
3ekr,-6.746,-0.133,-8.138,-3.341,-0.249,0.670,55,3,0,0,4,1,0.833,7.52
2qv7,-8.202,-0.027,-5.950,-1.778,-0.830,1.876,26,8,2,0,11,3,1.000,3.66
2b1i,-11.665,-0.112,-8.019,-2.296,-1.577,1.072,66,14,5,0,7,1,1.000,6.82
2qi6,-9.269,-0.122,-9.871,-6.382,-0.415,2.144,89,5,0,0,12,4,1.000,10.57
3f15,-7.439,-0.068,-6.707,-2.682,-0.415,1.608,42,5,0,0,7,5,1.000,8.1
1v1m,-10.722,-0.105,-7.943,-3.005,-1.328,1.608,80,7,9,0,7,5,1.000,3.94
2j7d,-9.279,-0.151,-7.943,-2.316,-1.079,0.670,59,6,7,0,4,1,1.000,7.13
1pro,-10.988,-0.172,-12.607,-7.331,-0.996,0.938,103,12,0,0,5,2,1.000,11.3
1d4i,-10.807,-0.156,-12.558,-8.686,-0.664,2.010,123,8,0,0,12,3,1.000,8.85
3lc3,-8.181,-0.131,-8.107,-3.916,-0.581,1.608,72,3,4,0,11,1,0.941,5.23
3own,-11.291,-0.159,-13.024,-8.048,-0.830,1.072,121,10,0,0,7,1,0.973,7.47
4a95,-8.870,-0.161,-8.754,-4.391,-0.083,0.938,123,1,0,0,6,1,1.000,5.76
2w5g,-8.184,-0.061,-7.097,-1.789,-1.162,1.072,24,5,9,0,4,4,0.800,6.07
3bra,-5.556,-0.138,-6.596,-1.397,-0.249,0.268,20,1,2,0,2,0,0.875,2.7
1w4p,-7.115,-0.088,-6.977,-1.816,-0.747,0.804,19,7,2,0,6,0,0.889,4.74
2ya8,-7.903,-0.128,-7.783,-2.290,-1.079,0.804,29,0,13,0,5,1,0.929,5.75
3dxh,-6.195,-0.042,-6.257,-1.830,-0.415,1.206,22,3,2,0,8,1,0.889,3.19
3ddg,-9.629,-0.215,-9.524,-3.246,-1.328,0.268,60,9,7,0,2,0,1.000,6
1o0m,-7.503,-0.071,-6.712,-1.602,-0.830,0.938,22,8,2,0,7,0,0.889,5.15
2r43,-9.616,-0.133,-10.691,-6.902,-0.581,2.010,97,3,4,0,15,0,1.000,6
3hp9,-6.952,-0.086,-7.192,-3.282,-0.166,1.474,61,2,0,0,7,4,1.000,4.59
3f33,-6.266,-0.164,-7.349,-2.265,-0.000,0.134,48,0,0,0,1,0,0.917,3.34
1b05,-10.788,-0.173,-9.555,-3.730,-1.411,0.804,70,10,7,0,6,0,1.000,7.12
1r0p,-8.884,-0.149,-10.420,-6.076,-0.332,1.206,105,4,0,0,9,0,1.000,8
1dhj,-9.049,-0.124,-9.313,-4.171,-0.996,1.072,58,5,7,0,7,1,0.950,6.55
1lgt,-7.406,-0.190,-8.067,-2.619,-0.498,0.268,54,6,0,0,1,1,1.000,6.1
3bva,-10.992,-0.109,-11.120,-7.535,-0.913,2.546,99,11,0,0,14,5,1.000,6.52
1dar,-8.613,-0.046,-6.520,-1.595,-0.913,1.206,38,11,0,0,4,5,0.900,4.96
2pyy,-7.585,-0.115,-6.365,-1.172,-0.913,0.938,23,5,6,0,4,3,1.000,4.6
3si4,-7.589,-0.119,-8.439,-3.910,-0.249,0.938,73,3,0,0,7,0,1.000,3.88
1g54,-7.157,-0.131,-8.495,-3.449,-0.498,0.670,34,2,4,0,5,0,1.000,8.82
2p7a,-6.175,-0.192,-6.948,-1.615,-0.249,0.134,38,3,0,0,1,0,1.000,6.1
1tog,-7.263,-0.183,-7.236,-2.107,-0.581,0.670,42,3,4,0,5,0,1.000,3.22
1lvu,-7.870,-0.075,-6.723,-1.862,-0.581,0.938,45,7,0,0,5,2,1.000,5.32
1hwr,-8.363,-0.164,-10.132,-5.322,-0.664,1.072,70,8,0,0,7,1,1.000,8.33
4do5,-8.815,-0.244,-7.905,-1.410,-1.411,0.134,33,6,11,0,1,0,1.000,5.83
2pfy,-8.514,-0.212,-7.124,-1.178,-0.996,0.268,48,6,6,0,2,0,1.000,6.52
1h6h,-7.977,-0.043,-6.711,-1.837,-0.996,1.340,19,8,4,0,7,3,0.588,5.3
1r1h,-10.145,-0.184,-10.567,-4.755,-0.996,0.402,91,8,4,0,3,0,1.000,8.92
3lgs,-7.336,-0.115,-7.167,-2.070,-0.415,0.536,47,4,1,0,4,0,1.000,4.61
3ivx,-10.193,-0.141,-9.454,-4.797,-0.913,1.474,98,5,6,0,11,0,1.000,5.74
3qt6,-9.958,-0.132,-7.850,-1.591,-1.577,0.536,39,9,10,0,3,1,1.000,5.37
2qpq,-6.691,-0.079,-6.248,-1.119,-0.581,0.670,19,6,1,0,2,3,1.000,6.37
1okl,-6.493,-0.132,-7.469,-2.755,-0.166,0.670,47,2,0,0,4,1,1.000,6.03
1j16,-6.812,-0.105,-6.166,-1.605,-0.415,1.072,43,1,4,0,8,0,1.000,3.84
1ajp,-6.361,-0.103,-6.457,-1.794,-0.249,0.804,43,3,0,0,5,1,1.000,2.23
1xff,-8.775,-0.219,-7.412,-1.134,-1.328,0.268,13,9,7,0,2,0,1.000,4.82
1t5f,-7.087,-0.168,-7.234,-1.588,-0.830,0.402,18,6,4,0,2,1,1.000,4.22
1mrs,-9.639,-0.117,-7.785,-2.292,-1.079,0.804,69,6,7,0,3,3,1.000,3.96
3ao2,-7.001,-0.109,-7.070,-2.573,-0.083,0.804,66,1,0,0,5,1,1.000,3.77
3p3s,-6.535,-0.115,-7.290,-2.142,-0.332,0.402,32,2,2,0,2,1,0.909,7.59
1jzs,-8.417,-0.087,-8.279,-4.573,-0.498,2.010,62,6,0,0,9,6,0.808,6.6
2xab,-7.294,-0.151,-8.550,-4.053,-0.083,0.804,82,1,0,0,5,1,1.000,9.27
4dkr,-7.014,-0.059,-6.799,-2.991,-0.332,1.742,41,2,2,0,12,1,0.889,6.52
3hkt,-7.890,-0.069,-7.016,-2.225,-0.913,1.340,25,5,6,0,9,1,0.917,5.39
1d6v,-8.261,-0.128,-8.793,-4.430,-0.083,0.938,118,1,0,0,3,4,0.870,6.17
1hxw,-10.067,-0.124,-11.439,-7.733,-0.498,2.010,111,6,0,0,12,3,0.946,10.82
1uho,-7.252,-0.098,-8.542,-4.849,-0.083,1.608,77,1,0,0,11,1,0.913,9.22
1bhx,-9.355,-0.098,-8.255,-3.898,-0.747,1.608,76,5,4,0,10,2,1.000,6.84
3gcp,-8.718,-0.150,-9.258,-5.029,-0.083,1.072,129,1,0,0,6,2,1.000,7.82
3d9z,-7.133,-0.158,-7.749,-2.269,-0.664,0.402,23,4,4,0,3,0,1.000,8.7
2r58,-6.567,-0.107,-6.498,-1.165,-0.249,0.134,49,0,3,0,1,0,0.750,2
2vmf,-9.652,-0.194,-7.934,-1.873,-1.245,0.402,60,6,9,0,3,0,1.000,5.85
1nw5,-9.792,-0.127,-8.636,-3.628,-0.996,1.206,69,8,4,0,9,0,1.000,5.21
1m7i,-8.528,-0.060,-8.577,-5.458,-0.581,2.680,60,7,0,0,19,1,0.879,5.4
4dff,-6.404,-0.141,-8.325,-3.694,-0.083,0.670,71,1,0,0,5,0,0.938,7.46
1d2e,-11.070,-0.096,-7.916,-1.593,-1.909,0.804,37,16,7,0,2,4,1.000,6
1z4o,-7.469,-0.029,-5.682,-1.357,-0.581,1.474,30,7,0,0,8,3,1.000,4.52
3po6,-7.711,-0.144,-7.954,-2.474,-0.664,0.402,38,4,4,0,3,0,1.000,7.06
1nli,-7.038,-0.063,-5.850,-1.155,-0.415,0.938,43,3,2,0,7,0,1.000,3.59
1afl,-8.662,-0.035,-6.310,-1.806,-1.162,1.876,32,5,9,0,7,7,0.800,6.28
2p53,-7.501,-0.050,-6.213,-1.588,-0.747,1.340,19,8,1,0,8,2,1.000,7.46
2h3e,-10.536,-0.162,-7.815,-1.326,-2.075,0.804,18,10,15,0,5,1,1.000,5.7
2wc4,-10.385,-0.191,-9.423,-3.713,-1.162,0.670,91,6,8,0,2,3,1.000,5.29
2oi0,-7.017,-0.097,-7.159,-3.383,-0.166,1.608,55,2,0,0,9,3,0.929,7.55
2ves,-8.086,-0.141,-9.438,-4.526,-0.498,0.804,67,6,0,0,6,0,0.957,7.7
2nta,-9.279,-0.176,-8.733,-3.004,-0.913,0.402,59,8,3,0,3,0,0.917,4.8
3r16,-6.358,-0.134,-7.761,-3.181,-0.166,0.804,37,2,0,0,5,1,1.000,7.3
2j75,-8.614,-0.229,-7.737,-1.408,-1.245,0.134,32,7,8,0,1,0,1.000,6.65
1utj,-6.347,-0.156,-6.469,-1.589,-0.332,0.670,36,2,2,0,5,0,1.000,3.84
