name,total,qq_pl,desolv_pl,vdw_pl,hbond_pl,qq_l,desolv_l,vdw_l,DrugScore,HMscore,PLP_tor,affinity
4f2w,-17.620,-2.701,12.033,-12.446,-2.891,0.225,1.040,-0.973,-16.814,1.394,11.200,11.3
1e66,-21.631,-1.331,5.933,-12.374,-0.471,0.295,0.282,-0.122,-74.971,4.600,1.500,9.89
4gkm,-11.739,-4.331,6.608,-8.660,-0.861,1.432,0.928,-0.766,1.471,1.447,0.000,5.17
3u5j,-12.798,-0.189,2.367,-7.870,-0.625,0.000,0.070,-0.269,3.757,5.777,0.000,5.61
3nq9,-5.645,0.073,0.533,-2.979,-0.000,0.000,0.084,-0.124,-2.329,3.372,7.800,4.03
3e92,-19.411,-0.843,4.933,-12.978,-2.231,-0.133,0.296,-1.062,16.214,5.945,1.400,8
3arv,-11.491,0.008,2.983,-8.247,-0.001,0.000,0.000,0.000,-3.971,4.162,0.000,5.64
3b65,-19.076,-0.544,5.408,-14.026,-0.987,-0.102,0.642,-0.890,10.243,5.979,9.200,9.27
3d4z,-11.704,-3.016,7.275,-7.956,-3.082,0.207,0.446,-0.232,3.857,-0.000,10.300,4.89
2hb1,-12.590,-5.771,5.767,-7.566,-2.254,0.976,0.433,-0.597,26.457,2.021,5.900,3.8
3uo4,-17.277,-2.751,9.383,-11.567,-1.956,-0.519,1.765,-1.780,8.000,3.467,0.000,6.52
4ciw,-18.671,-1.928,8.975,-9.049,-4.088,-0.376,0.679,-0.211,-77.957,-0.000,10.600,4.82
3gv9,-8.604,-2.168,4.533,-4.835,-1.988,-0.240,0.314,-0.341,7.586,0.870,0.000,2.12
4jsz,-4.963,0.197,4.592,-4.857,-0.112,-0.352,0.201,-0.179,-4.157,-0.000,0.000,2.3
1h22,-23.605,-2.100,6.500,-15.166,-1.261,0.119,0.380,-1.386,-27.957,4.894,24.700,9.1
1ydr,-12.025,-1.171,6.750,-8.474,-0.702,-0.521,0.514,-0.661,2.314,2.647,0.000,5.52
3f3d,-16.376,-2.326,4.883,-6.978,-3.022,-0.876,0.226,-0.289,-46.914,0.971,9.900,7.16
2wtv,-13.804,-0.974,9.175,-12.536,-1.099,-0.139,1.088,-1.415,39.100,3.748,0.000,8.74
2xdl,-7.952,-0.200,4.108,-7.545,-0.699,-0.216,0.144,-0.232,9.471,0.435,4.000,3.1
4ivb,-14.744,-0.755,6.150,-10.172,-1.612,-0.006,0.402,-1.020,-4.314,3.197,4.600,8.72
3kr8,-14.912,-0.671,6.283,-11.813,-1.415,-0.081,0.211,-0.366,8.414,3.045,1.100,8.1
1p1q,-13.536,-3.826,6.800,-7.764,-4.427,-1.075,0.417,-0.469,34.443,0.267,7.300,4.89
3o9i,-24.111,-1.027,9.592,-17.234,-2.380,-0.716,1.849,-3.765,6.786,4.450,25.400,11.82
3bv9,-22.723,-2.008,10.842,-13.144,-1.787,-0.471,2.929,-4.641,-29.229,4.794,13.600,5.36
4gr0,-24.829,-0.465,10.192,-20.164,-1.996,-1.063,1.778,-2.235,15.371,4.308,11.800,9.55
4k77,-10.993,-0.455,6.925,-7.923,-1.187,-0.181,0.440,-0.386,-10.557,2.018,0.200,6.63
1o5b,-8.867,-1.839,7.683,-8.334,-1.622,0.218,0.510,-0.154,14.086,-0.000,0.000,5.77
3p5o,-14.634,-0.206,3.250,-9.552,-0.719,-0.125,0.531,-0.726,1.400,5.740,4.800,7.26
3tsk,-19.809,-0.649,7.367,-16.135,-2.104,-1.149,1.510,-1.829,14.800,2.062,12.700,7.17
4jfs,-9.568,-1.870,5.233,-7.384,-1.616,0.150,0.364,-0.447,16.200,1.300,6.500,5.27
2yfe,-13.566,-0.337,3.467,-9.648,-0.598,-0.367,0.603,-0.331,22.671,6.237,8.800,6.63
2qe4,-13.768,-0.723,3.075,-9.962,-1.459,0.104,0.207,-0.800,29.900,5.134,4.500,7.96
2wn9,-17.671,-2.370,5.208,-8.376,-1.273,0.269,0.522,-0.737,-67.271,2.810,2.800,8.52
1eby,-26.891,-1.678,11.875,-20.353,-3.447,-0.861,2.947,-4.474,18.429,3.625,26.800,9.7
4hge,-14.028,-0.381,7.917,-10.913,-0.593,-0.296,1.202,-1.377,-1.286,3.327,0.000,7.92
1q8u,-12.609,-1.067,6.567,-8.573,-0.708,-0.598,0.501,-0.869,-0.786,2.714,0.000,5.96
4w9h,-20.240,-1.182,5.583,-12.319,-2.152,-0.581,1.004,-1.998,-1.757,5.228,8.900,6.73
3ao4,-8.859,-0.346,5.150,-8.846,-0.469,-0.035,0.230,-0.246,9.214,0.674,0.000,2.07
2vvn,-10.281,-0.926,7.875,-9.890,-2.259,-0.533,0.491,-0.299,29.214,-0.000,10.200,7.3
3wz8,-16.974,-0.883,6.225,-12.629,-1.639,-0.029,1.191,-2.624,14.243,3.712,6.100,5.82
4j28,-11.389,-2.049,6.642,-7.264,-2.241,0.047,0.620,-0.481,11.429,2.769,5.300,5.7
4dli,-13.170,-0.433,8.567,-10.779,-0.540,0.204,0.806,-0.629,-9.671,3.070,0.000,5.62
3ryj,-9.014,0.174,5.333,-6.581,-0.539,-0.684,0.570,-0.511,3.414,2.802,3.200,7.8
3gr2,-7.247,-0.880,3.517,-4.391,-1.396,0.179,0.319,-0.351,0.457,1.799,1.800,2.52
3acw,-13.798,-1.306,3.342,-9.815,-0.556,0.212,0.162,-0.417,9.871,4.427,4.000,4.76
3zt2,-10.698,-1.415,4.617,-9.391,-1.492,0.181,0.441,-0.830,32.486,1.966,0.000,2.84
4cig,-15.821,-1.559,6.167,-11.347,-1.905,-1.697,1.880,-2.399,27.143,2.079,10.500,3.67
3wtj,-12.079,-0.133,5.458,-9.924,-0.442,0.026,0.310,-0.510,1.557,2.974,2.400,6.53
2qbr,-15.259,-3.963,7.758,-10.889,-2.447,0.532,0.814,-1.506,33.057,2.777,4.700,6.33
1o3f,-10.499,-2.267,10.067,-10.470,-0.425,0.313,0.994,-0.570,9.729,0.338,1.100,7.96
