name,total,qq_pl,desolv_pl,vdw_pl,hbond_pl,qq_l,desolv_l,vdw_l,DrugScore,HMscore,PLP_tor,affinity
4dzy,-11.077,-2.146,3.217,-7.417,-1.116,0.040,0.153,-0.343,13.343,2.492,2.700,5.62
2vhj,-8.330,-3.778,16.367,-10.913,5.571,0.346,2.123,-1.356,-25.729,0.126,14.400,3.9
1f0t,-15.381,-1.978,11.608,-11.416,-2.716,-0.165,1.414,-1.516,-0.600,1.406,4.200,6
1avn,-2.244,-0.358,2.192,-1.747,-0.600,-0.040,0.169,-0.149,0.700,-0.000,3.800,3.9
4rfc,-11.121,-0.200,4.250,-7.008,-1.082,-0.411,0.350,-0.090,0.643,4.145,8.300,8.24
5cbm,-12.691,-2.584,7.042,-7.031,1.251,-0.688,0.980,-1.071,-58.629,0.338,9.700,7.77
1li3,-5.350,-0.135,1.767,-4.744,-0.192,0.020,0.062,-0.019,18.471,2.389,1.500,4.25
4br3,-16.847,-0.744,5.375,-11.448,-0.001,0.160,0.394,-0.614,-14.043,5.630,1.800,5.72
2j7b,-10.216,-2.067,7.292,-8.200,-3.891,-0.091,0.480,-0.267,30.686,-0.000,12.400,6.62
5er1,-17.830,-2.327,7.433,-11.394,-1.961,-0.809,2.164,-2.787,-7.686,2.175,26.100,6.02
2y5g,-12.491,-0.608,6.433,-13.648,-0.538,-0.401,0.525,-1.310,41.314,0.595,11.300,6.84
3o5n,-14.464,-1.647,6.108,-9.873,-2.229,-0.525,0.736,-0.709,11.386,2.381,1.300,4.76
3o5x,-11.836,-2.625,6.792,-6.444,-1.379,0.264,0.733,-3.904,24.043,2.781,3.100,5.28
3pck,-6.173,-1.416,4.875,-5.911,1.521,0.447,0.131,-0.105,-6.529,1.270,0.000,6.7
3fzy,-28.779,-12.662,20.692,-12.103,-10.014,-6.857,6.467,-3.997,102.129,-0.000,17.100,6.74
3bxh,-8.350,-3.809,11.158,-8.745,-1.780,-0.972,0.923,-0.580,70.957,-0.000,21.000,4.03
4jn2,-20.756,-2.102,13.375,-14.584,-2.555,0.229,2.270,-1.577,-2.029,6.107,6.400,11.68
4l4z,-7.246,-2.113,8.550,-7.258,-3.399,-0.420,0.881,-0.211,60.714,0.267,14.100,5.68
2xmy,-15.044,-0.851,8.892,-11.411,-1.862,-0.537,1.238,-0.932,-3.829,2.202,1.100,9.96
3buf,-6.268,-1.695,2.358,-3.525,-1.113,0.019,0.221,-0.241,10.543,1.726,8.400,3.1
2q6f,-17.593,-1.462,10.475,-11.549,-3.373,-0.830,1.976,-3.362,-6.143,1.204,25.200,5.44
1bwb,-33.673,-2.583,14.358,-22.978,-6.338,-0.582,2.607,-4.599,9.514,3.880,15.200,8.42
4mr6,-11.711,-0.426,3.317,-7.920,-1.172,-0.008,0.489,-0.417,20.329,5.445,11.600,6.6
2drc,-18.807,-3.006,12.283,-11.095,-3.200,-0.687,1.768,-1.337,-10.029,3.245,9.000,9.89
4ddm,-5.782,-0.181,3.742,-4.929,-0.573,-0.102,0.159,-0.046,-2.629,0.557,0.000,2.46
4tkb,-12.650,-1.789,1.992,-5.628,-1.294,0.000,-0.025,-0.310,-6.243,5.080,27.700,5.59
4crl,-12.875,0.126,6.558,-11.024,-0.602,-0.583,0.550,-0.299,15.729,3.512,10.200,9.71
2zc9,-18.822,-0.846,5.917,-12.988,-1.534,-0.796,1.004,-1.745,-11.000,2.775,11.400,6.74
4x11,-9.326,-1.630,6.600,-5.787,-3.126,-1.096,1.768,-1.452,18.857,0.267,21.300,2.22
3dsz,-24.300,-5.137,10.358,-13.828,-3.765,-2.431,4.645,-3.782,3.529,2.087,46.200,7.77
2v8w,-18.310,-8.489,9.358,-9.166,-3.442,0.748,3.385,-2.316,10.043,3.412,19.900,6.82
1oau,-12.021,-1.382,5.600,-9.196,-0.962,0.145,0.761,-0.529,-7.900,1.391,3.800,7.7
4m8h,-15.097,-1.335,2.850,-10.937,-1.087,-0.001,-0.068,-0.505,46.429,6.392,0.000,7.6
5amg,-14.259,0.208,6.725,-8.144,-2.019,-2.016,1.100,-1.279,-3.257,2.953,5.100,8.22
2eg8,-7.971,-1.431,6.200,-5.422,-2.992,-0.102,0.207,-0.151,9.600,-0.000,0.000,4.5
2il2,-32.409,-0.637,12.675,-18.163,-2.985,-1.192,2.198,-2.357,-104.257,5.034,10.400,7.1
4qgd,-8.879,-0.026,3.508,-6.480,-0.514,-0.039,0.302,-0.356,2.643,3.261,10.000,7.43
1a9q,-8.047,-0.561,4.567,-5.338,-1.106,0.000,0.000,0.000,-11.686,1.222,0.000,6.17
2pk6,-31.795,-1.002,12.642,-21.189,-2.904,-1.269,3.337,-4.870,-16.314,6.411,24.900,10.89
1qbt,-35.238,-1.965,14.750,-24.020,-6.071,-0.541,2.721,-4.557,9.143,5.825,14.100,10.62
3m8t,-7.567,-0.270,3.383,-5.104,-0.676,-0.421,0.212,-0.204,-2.557,1.644,0.000,4
3u92,-19.979,-3.816,6.575,-8.553,-4.108,-1.595,0.622,-0.661,-35.086,0.631,7.700,7.48
2hjb,-9.342,-2.257,3.600,-6.514,-1.059,-0.058,0.170,-0.092,3.086,0.674,4.600,4.39
4rpo,-7.935,-0.465,2.517,-6.239,-0.558,0.000,0.000,0.000,24.986,3.551,0.000,7.64
3c2u,-13.909,-4.495,9.708,-9.900,-3.698,0.424,1.665,-1.176,12.629,0.357,45.000,2.9
4oc2,-27.670,-2.445,14.008,-17.038,-4.062,-1.466,1.906,-1.700,-68.943,0.357,21.800,8.28
2fxv,-16.461,-5.276,14.242,-11.156,-4.155,-0.687,1.630,-1.026,38.186,1.440,12.400,5.35
3mhw,-5.726,-0.091,6.092,-6.383,-0.840,-0.125,0.107,-0.019,12.143,-0.000,0.000,2.3
4lxz,-10.152,1.749,3.925,-8.502,-1.474,0.050,0.210,-0.616,-9.643,2.191,15.700,6.74
3wqm,-14.751,-4.872,9.092,-12.310,-2.713,3.686,1.578,-1.327,6.157,3.206,7.900,6.25
2izl,-17.752,-2.044,8.225,-9.368,-3.705,-0.119,0.235,-0.319,-36.043,2.146,10.100,6
4i9h,-35.188,-5.018,13.967,-17.618,-3.416,-0.766,2.653,-2.560,-114.329,3.665,30.800,7.17
4exs,-4.213,0.770,2.792,-4.227,-0.716,0.110,0.373,-0.505,-4.443,0.357,5.300,4.41
3t83,-10.440,0.588,8.858,-10.863,-0.901,-1.005,1.283,-2.172,33.714,1.302,13.000,6.98
1usk,-15.353,-3.202,3.875,-6.830,-3.568,-0.918,0.192,-0.225,-2.429,1.962,10.200,6.4
4j46,-17.731,-3.447,6.133,-8.935,-2.947,-0.981,1.138,-1.802,-22.029,0.794,17.000,5.28
1pb9,-10.237,-2.177,4.725,-5.560,-3.586,-0.290,0.094,-0.036,2.614,-0.000,2.800,3.62
1ucn,-11.761,-4.055,11.742,-8.991,-2.849,0.163,2.637,-1.782,31.343,1.896,13.800,5.22
3dp4,-14.696,-4.206,6.550,-8.074,-4.321,-1.064,0.418,-0.477,26.057,0.267,7.600,7.37
1upf,-5.632,-0.272,4.467,-3.799,-0.928,0.000,0.000,0.000,-9.843,0.797,0.000,4.6
4io4,-11.950,-4.154,5.242,-4.986,-4.319,-0.665,0.173,-0.135,11.471,-0.000,9.300,4.61
2qbs,-15.447,-3.805,7.608,-11.016,-2.356,0.577,0.682,-1.309,37.229,3.591,5.100,6.68
2fqy,-13.730,-2.189,10.933,-10.848,-3.059,-0.346,1.002,-0.772,21.829,1.265,7.900,6.57
2vqt,-14.819,-5.648,9.792,-9.625,-4.649,0.039,1.037,-0.701,36.214,-0.000,16.300,6
2zfs,-18.837,-2.054,10.092,-12.396,-2.539,-0.530,1.111,-1.317,-17.543,2.001,6.300,6.54
1bgq,-7.310,-0.087,5.533,-8.796,-0.935,-0.182,0.133,-0.021,45.414,1.703,1.300,8.57
1nl9,-20.968,-5.467,8.558,-11.648,-4.072,0.543,1.904,-3.426,9.000,3.053,12.200,5.96
2v88,-27.280,-2.078,11.600,-16.032,-4.167,-1.790,5.478,-5.169,-40.314,4.031,50.600,4.09
4qfo,-19.070,-4.284,7.075,-9.490,-4.109,-0.556,0.854,-0.824,-12.429,1.962,12.200,4.27
3tay,-9.255,-2.284,7.150,-6.680,-2.473,-0.658,1.950,-1.520,24.229,0.560,29.000,3.38
2xj2,-15.162,-1.785,5.042,-9.972,-1.145,-0.453,0.758,-0.707,4.257,3.797,0.000,7.18
1o2j,-6.124,-2.219,10.583,-9.374,3.315,0.294,1.066,-0.596,12.286,0.655,5.700,6.92
1v2j,-7.907,-1.561,7.017,-6.320,-2.059,0.296,0.370,-0.140,1.614,-0.000,0.000,3.25
2j7g,-12.161,-3.209,9.150,-9.675,-4.451,-0.096,0.841,-0.550,40.686,-0.000,13.700,7
4dkq,-13.298,-0.803,8.700,-11.376,-1.073,-0.801,1.758,-1.165,-2.443,0.632,2.000,6.6
1qf0,-16.110,1.987,8.525,-14.026,-2.248,-0.034,1.880,-2.466,3.257,4.044,15.000,7.38
2vvs,-15.509,-1.747,8.883,-11.006,-4.105,-0.704,1.146,-0.815,25.043,2.161,11.300,7.34
4p5d,-18.808,-2.304,13.308,-14.900,-4.731,-1.100,2.009,-1.330,61.829,3.897,21.100,5.82
4ahu,-6.699,0.283,4.958,-7.124,-0.026,-0.026,0.179,-0.166,1.657,0.671,0.000,2.27
3sbh,-8.771,0.818,5.900,-7.334,-0.591,-0.396,0.731,-0.592,2.614,2.927,3.900,7.28
3r0y,-11.473,-0.146,5.925,-8.319,-1.099,-0.634,3.570,-3.792,-5.857,2.492,22.300,4.84
2vmc,-8.153,-1.505,4.692,-4.584,-2.726,-0.998,0.709,-0.500,13.171,0.267,12.000,2.94
2vxn,-7.467,-1.496,6.717,-6.028,-4.053,-0.528,0.326,-0.256,45.286,-0.000,8.400,5
1pzi,-10.228,-2.063,6.767,-7.335,-3.255,-0.694,1.194,-1.126,39.800,1.307,18.200,4.22
3f78,-3.024,-0.037,2.933,-4.743,-0.000,-0.018,0.121,-0.168,48.314,2.507,6.200,3.1
4mmp,-11.914,-4.272,10.417,-8.926,-4.225,0.061,1.634,-1.386,38.729,-0.000,23.100,7.71
1d7j,-2.961,-0.251,1.475,-3.206,-0.600,0.013,0.075,0.025,12.771,0.318,6.000,3.3
4gzw,-14.050,-3.704,11.275,-8.327,-3.227,-1.396,4.600,-3.985,2.371,0.370,46.500,4.52
3gi4,-21.716,-0.899,8.767,-15.677,-1.756,-0.315,1.945,-4.239,19.129,5.353,19.200,10.8
1s89,-7.317,-1.331,7.700,-6.160,-3.786,-0.821,0.309,-0.237,48.786,-0.000,7.400,5.24
4jv8,-14.933,-0.371,5.367,-9.330,-0.880,-0.264,0.666,-0.714,-2.686,5.879,0.500,5.85
2j94,-14.389,-0.054,7.717,-13.435,-0.215,-0.213,1.195,-1.666,-4.814,1.047,2.800,6.27
3ijh,-9.648,-3.960,8.933,-7.485,-4.207,-0.046,1.255,-1.076,54.271,-0.000,28.000,4
3d91,-25.339,-1.908,11.158,-16.920,-2.820,-0.856,2.928,-4.331,0.171,5.141,31.500,9.15
3el4,-26.311,-1.796,11.483,-17.387,-3.188,-1.210,3.205,-4.522,-12.714,3.649,21.000,7.17
3i7e,-18.941,-1.041,7.900,-14.665,-1.562,-0.529,1.526,-3.425,17.814,2.951,20.400,10.85
3b3x,-8.884,-2.716,6.875,-4.453,-2.696,-1.240,0.772,-0.009,9.086,-0.000,8.200,3.6
2pnc,-11.757,-1.630,4.575,-6.954,-0.994,-0.098,0.433,-0.591,-23.614,1.457,0.000,3.33
3djq,-8.523,-0.676,7.283,-6.546,-1.627,-1.549,1.892,-1.688,13.229,0.084,13.900,2.98
3ip6,-12.696,-2.838,4.117,-6.378,-2.612,-1.176,0.091,-0.109,4.014,0.716,1.500,6.6
3dri,-10.776,-2.156,7.708,-7.372,-2.745,-1.038,2.482,-1.944,7.343,-0.000,23.400,4.42
1lee,-22.902,-1.115,8.025,-14.936,-1.684,-0.278,1.661,-2.951,-7.029,6.151,23.900,7.74
4u8w,-19.128,-1.059,10.017,-15.652,-1.633,-0.453,1.824,-3.689,36.086,4.007,20.200,11.24
3uw4,-23.218,-3.094,6.042,-11.903,-2.459,-0.904,0.995,-2.525,-33.414,2.986,8.100,7.77
3o9e,-23.730,-1.072,9.317,-16.428,-2.480,-0.433,1.781,-3.750,6.329,5.145,25.500,11.3
2oi0,-8.938,1.247,4.517,-9.505,-0.675,0.146,0.197,-0.869,-0.429,0.330,3.400,7.55
3dc3,-5.753,0.740,5.042,-5.583,-0.888,0.064,0.339,-0.341,-4.529,0.573,0.000,8.31
1qbn,-13.925,-1.858,11.442,-12.000,-2.369,0.287,1.855,-1.069,17.029,2.615,3.100,5.85
4qsv,-7.261,-0.434,3.650,-4.669,-1.171,0.170,0.544,-0.619,4.871,2.905,7.700,2
2r1y,-7.605,-3.756,6.317,-5.018,-3.674,0.303,0.796,-0.578,34.943,-0.000,14.400,4.51
3zyf,-4.837,-0.073,5.017,-5.720,-1.609,-0.391,0.744,-0.206,32.486,0.674,13.800,4.85
4zhm,-18.456,-1.911,12.483,-12.910,-3.485,-1.039,3.606,-3.595,-3.729,1.410,22.100,8.05
4wn5,-20.430,-0.146,1.958,-11.915,-0.627,-0.157,0.055,-0.717,-17.057,8.242,55.000,7.41
2oax,-17.305,-0.390,2.433,-13.263,-0.379,-0.034,0.069,-0.351,12.071,5.340,3.600,8.65
3g2h,-10.970,-1.233,8.308,-10.080,-3.236,-0.179,0.746,-0.787,34.286,0.338,14.000,3.82
3gst,-28.031,-5.866,8.850,-13.648,-5.981,-1.471,1.723,-1.966,6.571,4.492,20.000,6.72
4qj0,-10.498,1.163,9.700,-12.001,-0.622,0.672,2.510,-3.539,23.814,2.958,12.100,7.32
1rp7,-20.181,-0.849,18.042,-13.702,-3.315,0.354,1.938,-1.426,-72.829,1.437,13.500,8.52
4wk1,-20.761,-2.323,16.358,-14.342,-3.986,-2.024,2.496,-1.475,20.914,3.336,6.700,5.89
1gi7,-10.116,-1.857,9.942,-8.552,-2.387,0.467,0.877,-0.416,-0.343,-0.000,0.000,4.51
4gih,-12.301,-0.518,6.750,-10.412,-1.069,-0.257,0.913,-0.835,4.100,1.820,0.000,8.32
1odi,-17.010,-1.304,11.208,-10.231,-3.238,-0.676,1.089,-0.911,-49.143,-0.000,10.000,4.21
4abb,-6.711,-1.255,4.925,-6.303,-1.032,-0.030,0.208,-0.099,13.071,-0.000,4.100,4.51
3gtc,-4.545,-0.210,3.833,-2.459,-0.325,-0.487,0.502,-0.704,-2.643,1.496,2.600,2.35
4ish,-17.706,-2.992,12.500,-14.409,-2.740,0.034,1.351,-2.014,12.100,0.296,4.000,8.72
1pxo,-10.924,-0.100,8.533,-9.709,-1.268,-0.299,1.387,-0.889,1.614,1.704,0.000,8.7
4o3f,-13.349,-0.065,7.342,-10.943,-0.020,-0.718,0.951,-0.372,-5.100,3.177,3.500,5.56
1b1h,-28.829,-6.799,13.075,-16.943,-5.660,-0.570,1.719,-1.856,-12.186,1.432,39.300,7.03
2p4s,-13.560,-1.520,8.375,-10.699,-2.821,-0.049,0.631,-0.677,5.100,0.583,11.400,9.51
4m3p,-8.482,-1.415,4.317,-3.372,-1.772,-0.707,0.364,-0.154,-20.729,0.777,12.600,5.4
4k6i,-20.466,-1.357,3.042,-12.032,-1.020,0.004,0.057,-0.476,14.700,9.225,0.000,6.2
2g8r,-6.646,-1.053,5.892,-6.529,0.156,-0.625,1.277,-1.120,6.243,-0.000,10.000,3.99
4mo8,-10.492,-0.400,5.767,-6.359,-1.869,-0.784,0.681,-0.820,-9.057,1.455,5.600,8
3kyq,-12.880,-0.709,1.825,-6.343,-0.055,-0.644,0.443,-0.819,-4.986,6.091,28.200,4.22
4bzs,-17.831,-1.354,10.892,-13.357,-2.889,-1.093,2.517,-3.507,20.329,2.165,24.800,7.12
4agm,-8.367,-0.382,3.517,-8.365,-0.004,-0.170,0.473,-0.632,14.929,0.970,7.800,3.98
4qyy,-22.177,-0.538,7.992,-15.902,-1.454,-0.821,0.611,-0.884,-22.443,3.351,6.700,7.3
4axd,-16.379,-6.538,18.183,-12.497,-4.726,0.015,3.140,-1.916,55.814,1.727,18.000,4.43
5c8n,-17.845,-1.430,9.442,-11.075,-1.846,0.113,1.632,-1.224,-8.529,6.664,12.400,7.55
3ocp,-13.155,-2.861,9.567,-9.167,-3.139,-0.650,0.769,-0.527,33.271,1.938,2.900,7.57
1n3z,-8.234,-0.689,6.858,-6.264,-1.519,-1.213,1.272,-1.169,9.857,0.338,12.200,4.2
4mc1,-19.600,-0.833,8.125,-15.655,-1.341,-0.429,1.349,-2.159,7.700,3.374,20.600,7.85
2p53,-11.519,-1.913,10.892,-9.379,-3.846,-1.963,1.435,-0.921,53.714,-0.000,21.700,7.46
5fl5,-8.003,0.917,4.408,-7.104,-0.768,-0.239,0.238,-0.506,16.386,2.861,1.300,8.19
1lf2,-22.127,-1.301,8.092,-14.564,-1.879,-0.245,1.609,-2.994,0.686,5.855,20.900,7.52
1ndw,-10.903,-0.657,4.925,-8.058,-1.175,-0.408,0.579,-0.659,7.300,2.339,13.000,5.23
3h5b,-20.149,-1.165,8.925,-15.704,-1.029,-0.596,1.904,-3.134,18.671,4.460,20.600,10
2r9x,-14.081,-2.694,7.225,-8.001,-2.036,0.082,1.245,-2.097,5.186,3.542,8.300,4.85
3pb9,-7.824,0.033,2.675,-6.341,-0.086,-0.010,0.097,-0.296,-0.614,1.981,1.700,6.58
3s0d,-8.829,-0.199,1.158,-5.673,-0.229,0.000,0.137,0.031,0.014,3.935,6.900,7.05
3nes,-9.351,0.134,3.542,-7.913,-0.086,0.170,0.423,-0.286,14.386,4.294,8.900,5.62
4d1j,-7.995,-2.690,6.392,-5.786,-2.922,0.341,0.380,-0.190,17.900,-0.000,14.000,6.31
3gcs,-17.770,-1.373,8.033,-13.573,-2.020,-0.379,1.060,-0.815,31.686,5.258,2.800,7.25
2pvl,-14.994,-0.167,8.942,-11.067,-0.636,-0.894,1.244,-0.780,-10.714,3.646,3.000,7.62
4z1e,-9.292,0.868,4.558,-7.091,-0.674,-0.172,0.304,-0.725,0.257,3.107,0.100,8.24
3umq,-2.757,-0.553,1.125,-1.457,-0.000,0.000,0.045,-0.054,-1.114,1.097,3.100,4.62
4k55,-3.697,0.041,5.892,-4.497,-1.121,-0.987,0.721,-0.506,42.757,1.181,14.100,5.51
2pym,-22.799,-1.770,8.625,-15.623,-1.685,-0.674,1.779,-3.442,-3.600,3.834,16.800,6.82
1jgl,-15.269,-1.046,3.333,-10.307,-2.034,-0.027,0.159,-0.041,2.429,3.704,4.400,8.7
4aci,-6.279,-2.730,6.967,-6.103,-3.811,1.790,0.769,-0.469,27.029,-0.000,9.500,2.22
3lir,-14.568,0.285,7.767,-13.578,-2.056,-0.991,1.842,-1.751,14.443,0.695,15.300,6.92
1zfk,-12.592,-0.282,5.242,-7.359,-1.751,-0.609,1.072,-0.906,-5.271,3.905,0.000,7.92
1nfw,-14.866,-0.743,7.017,-13.663,-0.458,-0.329,0.449,-0.900,26.529,2.660,2.200,8.96
1o0n,-9.260,-1.301,7.650,-7.013,-2.582,-1.185,1.344,-1.207,21.414,-0.000,12.100,4.09
4l50,-10.655,-2.312,8.733,-9.177,-3.556,-0.310,1.059,-0.529,54.786,1.605,20.900,6.06
1hdq,-9.465,-0.431,5.658,-5.583,-2.191,-0.373,0.897,-0.944,-2.171,1.981,5.300,5.82
3hv8,-23.102,-2.880,16.500,-15.403,-3.689,-1.204,2.093,-1.331,10.171,4.571,5.200,6.98
1b8n,-14.272,-1.883,11.458,-10.662,-3.973,-0.616,1.195,-0.854,11.471,0.302,9.700,10.52
2oag,-23.448,-3.922,9.375,-12.096,-2.301,-0.558,1.358,-1.109,-63.957,2.690,3.600,8.47
3f16,-8.239,1.600,6.017,-9.139,-1.761,-0.134,0.939,-1.101,4.571,-0.000,6.800,8.23
3d4y,-10.565,-3.038,7.292,-7.894,-1.982,0.105,0.439,-0.166,8.286,-0.000,10.600,5.7
1uz4,-9.081,-1.751,6.292,-6.758,-3.588,0.012,0.323,-0.171,18.886,-0.000,10.700,3.4
4zzy,-14.208,-0.995,6.975,-12.215,-1.413,-0.556,0.619,-0.512,16.643,1.545,2.400,5.6
2j7f,-9.092,-1.386,9.408,-9.490,-3.132,0.230,0.767,-0.394,44.271,0.881,13.600,6.35
1o36,-12.493,-2.171,12.450,-11.559,-3.934,0.599,2.377,-0.654,10.857,0.338,1.600,5.96
3ip5,-11.479,-3.199,3.933,-4.935,-3.200,-0.945,0.078,-0.037,5.871,0.527,4.500,6.22
3bex,-10.560,-1.433,6.733,-7.245,-2.768,-0.336,0.855,-0.650,11.129,1.056,15.900,5.57
4elh,-21.269,-1.996,10.775,-14.319,-2.300,-0.164,1.187,-1.445,-0.457,5.248,4.300,8.09
4u5s,-16.172,-2.497,10.075,-11.316,-2.126,-1.073,3.159,-2.570,-8.200,1.286,38.900,2.41
1olx,-25.951,-5.314,17.775,-14.339,-3.441,0.264,1.733,-1.369,-78.629,1.827,14.000,4.33
2x6x,-16.590,-1.622,10.800,-10.607,-3.313,-3.224,4.865,-4.747,22.100,1.032,44.900,3.68
4h81,-10.945,-2.271,3.183,-7.300,-1.328,0.031,0.150,-0.242,16.714,2.492,4.000,5.12
2h21,-20.277,-4.037,11.750,-12.743,-3.946,-1.243,1.740,-1.734,4.214,0.887,18.800,6.54
4ykk,-13.093,-4.727,5.783,-5.870,-4.699,-0.393,0.193,-0.066,13.171,-0.000,8.500,2.77
4ax9,-26.082,-2.442,10.975,-14.305,-3.324,-1.363,2.240,-3.442,-36.086,3.626,8.600,9.57
2i6b,-14.208,-0.624,7.567,-9.274,-1.193,-0.296,1.540,-0.801,5.014,6.334,0.000,7.17
2d1n,-19.988,-0.060,10.483,-14.798,-2.432,-0.271,1.419,-1.966,-30.657,2.317,29.100,8.15
4r4i,-20.581,-4.437,7.042,-11.244,-2.569,0.281,0.617,-1.850,33.114,7.160,2.200,6.27
3ao2,-10.023,-0.058,5.008,-9.891,-0.449,-0.065,0.261,-0.304,10.571,1.207,0.000,3.77
2h15,-6.640,1.270,8.008,-8.526,-1.186,-0.264,0.972,-0.661,22.829,1.140,3.200,5.67
3hk1,-9.408,-1.960,4.642,-8.506,-0.900,-0.152,0.529,-0.777,37.571,1.375,5.500,6.17
5efc,-10.076,-3.857,10.508,-8.500,-2.380,0.860,3.928,-2.542,19.057,1.988,19.300,4.85
4ht2,-6.954,0.906,7.108,-7.939,-0.629,-0.045,0.869,-0.814,16.300,1.866,2.800,6.54
2rk8,-3.602,-1.526,5.733,-3.738,-1.882,0.295,0.099,-0.099,30.171,-0.000,3.200,3.64
2e27,-9.821,-0.991,5.133,-11.169,-1.276,-0.275,0.637,-0.646,59.343,1.510,13.600,9.35
4nue,-12.591,-0.285,3.158,-8.143,-0.486,-0.391,0.783,-0.897,14.486,5.673,0.000,6.82
1n4k,-16.958,-5.386,10.908,-6.920,-5.467,-5.027,2.647,-1.699,64.057,0.084,24.700,10.05
4gq4,-12.884,-1.303,5.975,-9.788,-1.067,-0.108,0.559,-0.579,24.429,4.236,3.500,7.66
3c2f,-15.873,-3.606,9.500,-5.973,-3.996,-2.104,2.053,-1.315,-33.014,-0.000,23.500,2
2ptz,-10.246,-3.118,9.775,-6.088,-4.519,0.182,0.332,-0.250,14.429,-0.000,3.600,7.82
3s71,-5.296,0.837,5.258,-6.225,-0.608,-0.010,0.261,-0.237,20.600,1.780,0.000,8.64
4z84,-15.999,-2.382,7.350,-11.882,-2.320,-0.269,0.357,-0.757,23.543,2.333,1.900,5.82
2rio,-8.202,-0.874,13.375,-10.010,-2.755,0.731,2.334,-1.384,38.329,1.854,15.700,4.69
1xhy,-17.370,-4.330,6.717,-8.607,-4.207,-1.471,0.637,-0.705,18.800,1.605,10.500,6.18
4bf1,-10.552,0.776,4.300,-7.674,-0.595,-0.255,0.228,-0.786,6.886,4.144,0.000,8.62
3l4u,-8.594,-4.461,9.925,-8.958,-1.308,0.394,1.607,-1.073,50.314,0.485,43.700,7.52
4wkn,-17.587,-2.570,11.758,-12.537,-2.815,0.223,1.056,-0.945,-11.629,1.934,11.200,9.72
4dkp,-11.128,-0.443,6.283,-9.773,-0.568,-0.479,0.914,-0.764,0.129,0.970,4.500,5.72
3kdc,-27.897,-0.517,10.225,-19.892,-1.278,-1.181,2.194,-3.635,-16.871,4.925,15.200,9.28
1f8b,-10.508,-3.345,9.167,-7.773,-3.101,-0.007,1.358,-1.164,20.943,-0.000,18.600,5.4
4f1l,-15.139,-1.686,7.058,-9.501,-2.553,-1.464,0.806,-0.681,2.600,1.282,0.000,5.12
2web,-19.185,-1.012,8.908,-15.193,-1.962,-0.924,2.143,-3.190,26.600,3.479,19.400,5.12
5aoj,-9.696,-0.195,3.550,-8.937,-0.408,-0.263,0.373,-0.595,25.086,2.272,1.500,4.68
2i3h,-20.710,-2.784,7.617,-11.629,-2.378,-1.054,1.645,-2.489,-33.386,1.449,11.600,7.4
3u10,-16.669,-3.268,12.983,-12.267,-3.591,-0.684,0.762,-0.471,32.443,1.938,3.800,5.44
2p7a,-7.587,-0.642,1.983,-5.337,-0.686,0.007,0.063,-0.016,9.271,2.532,1.100,6.1
3c8e,-17.663,-4.345,8.250,-8.825,-4.278,-1.556,0.956,-0.807,0.171,0.357,19.700,4.15
3kmx,-10.520,-2.610,5.683,-7.926,-1.952,0.478,0.587,-0.556,18.814,1.701,8.500,4.82
4hf4,-18.204,-0.108,7.575,-13.684,-1.158,-0.227,0.783,-1.177,1.957,5.065,5.400,8.62
1swr,-18.014,-3.716,7.308,-9.245,-3.656,-0.018,0.216,-0.260,-28.800,1.456,11.300,6.92
4jss,-3.524,0.110,1.442,-3.657,-0.047,0.042,0.049,-0.016,2.571,0.466,0.100,3.3
4w9k,-24.007,-1.096,6.467,-14.121,-2.098,-0.798,1.708,-3.182,-11.171,6.535,14.800,6.54
1ypj,-19.457,-2.402,9.492,-13.853,-2.191,0.454,0.665,-1.624,-5.600,2.833,3.400,7.02
4in9,-19.387,-2.103,7.183,-11.405,-2.242,-1.087,2.444,-3.169,-17.014,2.775,19.400,4.97
4etz,-13.845,-3.694,13.067,-9.809,-3.113,-1.300,3.027,-1.714,12.257,-0.000,7.900,6.3
3f7h,-20.573,-2.466,6.025,-11.685,-2.613,-0.453,1.002,-2.801,-24.843,1.807,10.700,7.09
1g2l,-20.587,-1.869,13.350,-15.557,-1.965,0.787,1.947,-2.960,-3.914,4.617,10.200,7.24
2qrg,-21.544,-1.406,9.542,-11.724,-3.585,-0.359,0.611,-0.170,-94.543,-0.000,14.100,5.18
2xd9,-20.004,-1.478,8.200,-10.875,-4.115,-0.372,0.571,-0.409,-55.500,1.229,5.600,6.46
4ei4,-12.445,-0.723,5.167,-8.962,-1.620,0.025,0.257,-0.705,0.414,2.317,4.300,8.74
5bry,-20.396,-1.457,8.608,-15.743,-1.259,-0.364,1.959,-3.679,18.900,4.007,22.400,11.82
3bgs,-11.633,-1.078,7.250,-9.420,-2.067,0.146,0.670,-0.677,3.571,1.134,9.700,9.42
2ate,-21.088,-2.366,10.483,-9.974,-5.398,-0.299,1.432,-1.091,-80.971,-0.000,19.100,7.07
3dxh,-8.638,-0.770,7.400,-6.582,-1.666,-1.510,1.894,-1.566,14.057,0.168,14.900,3.19
2qd7,-21.341,-0.995,8.017,-15.679,-2.300,-0.647,1.613,-3.571,15.071,3.479,19.200,9.1
3d8y,-6.679,-0.091,5.108,-5.657,-0.894,0.267,0.592,-0.874,-1.743,1.232,7.000,3.4
1ex8,-18.997,-7.404,24.292,-18.758,-9.034,4.916,4.990,-2.546,43.614,1.566,24.100,6.33
