name,Gold.Goldscore.Fitness,Gold.Goldscore.Internal.Vdw,Gold.Goldscore.Internal.Torsion,Gold.Goldscore.External.Vdw,Gold.Goldscore.Internal.HBond,Gold.Goldscore.External.HBond,affinity
2i80,39.9577,-9.7051,-3.9565,38.0981,0.0000,1.2344,5.4
1m48,81.4429,1.1794,-3.0039,44.3255,0.0000,22.3199,5.09
1koj,44.2421,-4.7845,-3.7777,30.9932,0.0000,10.1886,6.7
1c1r,50.5443,0.5469,-3.4415,34.3209,0.0000,6.2477,7.63
1g4o,37.9516,-2.0081,-5.3799,24.9586,0.0000,11.0214,8.25
1ajx,77.3335,-11.4912,-5.4758,61.0960,0.0000,10.2934,7.91
1ucn,71.6083,-0.3351,-7.6813,35.6021,0.0000,30.6719,5.22
1xk9,49.6848,-3.1497,-2.2777,38.1680,0.0000,2.6312,6.85
1b6j,88.2540,-14.5523,-9.1396,67.3020,0.0000,19.4056,7.92
3jdw,26.7787,-6.3063,-4.6085,15.4023,0.0000,16.5152,3.6
1jeu,111.9761,-12.3947,-8.0972,58.1779,0.0000,52.4734,6.82
2bo4,33.3464,-1.5420,-4.9404,15.5367,0.0000,18.4658,4.61
1gar,76.4376,-25.9338,-29.3515,65.1743,0.0000,42.1082,10
1g53,54.5025,-1.9657,-3.9619,31.9926,0.0000,16.4402,9.04
1oz0,83.9777,-8.5730,-18.0830,63.3863,0.0000,23.4775,7.7
3pcn,42.8121,-3.0803,-3.5879,24.1473,0.0000,16.2778,3.66
1uwf,53.4428,-5.5462,-6.7980,29.8936,0.0000,24.6832,6.82
1b5i,108.4866,-11.7628,-7.6831,57.4390,0.0000,48.9538,7.05
1qkb,118.0744,-14.9505,-6.1089,60.0882,0.0000,56.5124,7.35
3kiv,34.4300,-5.3256,-2.8952,19.7804,0.0000,15.4528,4.7
1b2h,114.3784,-17.9716,-8.1813,61.9286,0.0000,55.3794,4.54
1qbv,70.7360,-2.9567,-10.5151,51.2747,0.0000,13.7051,5.39
1ork,54.7997,-7.2709,-11.5249,44.1684,0.0000,12.8639,8.81
2il2,103.3162,-1.6663,-9.7970,74.3638,0.0000,12.5293,7.1
1utl,28.9291,-1.4461,-0.5707,22.3068,0.0000,0.2741,2.47
2hb3,93.0711,0.8999,-7.6037,66.9075,0.0000,7.7771,11.35
1ec9,52.0653,-16.5960,-3.4381,25.0482,0.0000,37.6582,3.1
1v2k,75.1740,1.0183,-5.3491,57.8217,0.0000,0.0000,6.19
1ndv,72.0679,0.2890,-13.7237,45.2798,0.0000,23.2428,5.92
1tx7,38.9517,-2.6964,-4.5347,28.3010,0.0000,7.2691,4.6
2c92,91.9491,-21.4080,-12.6201,61.3240,0.0000,41.6567,5.68
1b58,126.3687,-13.5407,-7.7027,67.2078,0.0000,55.2014,6.59
1k22,87.5066,-1.2285,-8.0145,55.8862,0.0000,19.9061,8.4
1mh5,73.4712,-3.8571,-10.9948,57.6967,0.0000,8.9901,9.21
1stc,73.6846,-6.9382,-4.6293,56.9188,0.0000,6.9888,8.1
1gj6,70.5489,-1.3795,-6.6166,45.0367,0.0000,16.6197,7
1qf2,73.5552,2.5892,-3.8672,40.6951,0.0000,18.8774,5.92
1dmp,100.4441,-0.7955,-6.8638,64.7062,0.0000,19.1325,9.55
2fpz,39.9993,-0.0000,-0.0000,24.8412,0.0000,5.8427,3.96
1njd,70.9144,-0.7897,-3.6401,38.1079,0.0000,22.9458,5.57
1w5v,103.5207,-1.1838,-12.0087,78.4825,0.0000,8.7998,8.15
1ro7,102.5148,-1.7138,-10.7717,68.0394,0.0000,21.4462,3.18
1lke,54.9609,-12.8411,-1.3130,48.3996,0.0000,2.5656,7.52
1xap,79.2069,-7.9181,-6.6841,58.0231,0.0000,14.0273,8.7
1qka,126.4179,-18.6611,-11.9191,71.3555,0.0000,58.8843,5.92
1mfa,24.5273,-15.0675,-7.3606,30.8208,0.0000,4.5768,5.04
1qan,80.2619,-4.3409,-6.5683,49.0108,0.0000,23.7813,4.48
1jfh,33.8212,-6.9522,-2.1811,30.5947,0.0000,0.8868,2.05
1dqn,87.1551,0.3810,-1.7510,38.9308,0.0000,34.9953,8
1if8,54.5671,-0.9633,-6.6766,33.0900,0.0000,16.7083,9.64
2bvd,76.7672,-8.8581,-7.8655,36.5384,0.0000,43.2505,6
1fjs,63.7646,-0.6868,-22.8703,54.5541,0.0000,12.3098,9.96
2f1g,39.7460,-8.0016,-12.4063,43.2834,0.0000,0.6392,7.54
1sld,66.9279,4.4512,-4.9623,47.7774,0.0000,1.7451,6.57
1zog,48.5085,0.5739,-1.1080,35.6673,0.0000,0.0000,7.15
1hos,82.1400,2.0308,-16.9535,65.5950,0.0000,6.8696,8.55
1tcx,74.6547,-8.3862,-8.2904,57.2937,0.0000,12.5525,6.95
1hpo,63.7876,2.5208,-16.0131,50.2781,0.0000,8.1476,9.22
6cpa,94.1185,-0.1851,-4.8930,46.5584,0.0000,35.1788,11.52
1ydd,44.7624,0.0838,-4.5469,27.6707,0.0000,11.1783,7.07
1k4h,57.3668,0.5206,-0.7771,36.0220,0.0000,8.0929,5.11
1aid,32.1758,-10.4959,-3.5360,33.6056,0.0000,0.0000,4.82
1jlr,84.3850,2.1798,-5.3653,39.6910,0.0000,32.9954,3.33
2erz,52.7713,1.4805,-3.5663,36.4990,0.0000,4.6709,5.66
2ccb,40.1938,-9.9895,-5.8530,32.6416,0.0000,11.1541,7.45
1mu8,70.9378,-0.3256,-5.0825,53.0068,0.0000,3.4615,9
1yei,70.6911,0.2213,-4.8865,49.8591,0.0000,6.8001,7.46
2ca8,59.2596,-5.3629,-7.8848,29.6181,0.0000,31.7823,4.66
1nvs,59.7463,-0.0000,-0.0000,40.5675,0.0000,3.9660,7.82
1q54,55.8855,-5.2837,-5.8291,30.6862,0.0000,24.8048,5.85
2b07,70.4681,0.2345,-13.0201,50.5631,0.0000,13.7293,6.43
1o2h,60.9674,-4.6869,-4.6455,39.6849,0.0000,15.7331,7.17
1k21,82.3612,-7.5084,-8.1842,50.8062,0.0000,28.1951,8.38
1qbq,42.6277,-4.8766,-9.9387,39.8952,0.0000,2.5871,8.3
1os0,84.1136,-6.4654,-6.5845,55.8546,0.0000,20.3634,6.03
1z71,87.1871,-4.8215,-3.9212,63.5839,0.0000,8.5019,9.18
1o3d,62.3383,-2.9557,-5.4288,40.3484,0.0000,15.2437,7.13
2byr,69.8835,-9.8873,-11.3054,64.6942,0.0000,2.1217,8.55
1d6w,74.0625,-1.9932,-6.3444,55.8522,0.0000,5.6034,5.96
1g35,88.4163,-14.7292,-12.9005,71.5294,0.0000,17.6929,8.14
1ppc,67.5998,0.5355,-9.2479,48.5597,0.0000,9.5427,6.16
1s63,41.6766,3.8455,-6.7006,25.1154,0.0000,9.9979,9.05
1iiq,119.3735,-7.7442,-8.9025,78.2632,0.0000,28.4082,7.48
1cny,33.2107,-4.6767,-9.7699,33.9512,0.0000,0.9744,7.85
1epo,61.5798,-34.9754,-8.0029,62.5270,0.0000,18.5835,7.96
1h2t,148.9231,1.4343,-8.3293,83.3405,0.0000,41.2248,7.89
1sdu,89.2043,-14.5045,-7.5533,75.4309,0.0000,7.5446,10.07
1g32,89.8856,2.4609,-8.3054,58.1478,0.0000,15.7768,6.11
7upj,65.2979,3.7900,-13.8515,48.1827,0.0000,9.1082,8.49
1moq,30.5410,-12.9530,-3.2816,22.1039,0.0000,16.3828,3.46
1nf8,71.5256,0.8253,-5.7295,35.5686,0.0000,27.5230,7.82
1ugx,47.4744,-4.9896,-6.8550,30.6025,0.0000,17.2405,5.91
1zgi,66.6178,1.1317,-7.3837,52.5809,0.0000,0.5711,5.34
2f2h,70.7796,-15.2663,-10.2561,47.8916,0.0000,30.4511,5.7
1hvr,103.9975,-2.1282,-5.3406,72.8842,0.0000,11.2506,9.51
1c4u,50.3045,-36.6496,-5.3184,58.9499,0.0000,11.2164,10.37
1lpz,85.6235,-3.2386,-6.4857,62.8600,0.0000,8.9153,7.6
1hxb,90.5616,-7.9158,-10.1805,69.8928,0.0000,12.5552,9.92
1ajv,83.7104,-16.5358,-12.0732,73.3786,0.0000,11.4239,7.72
1gno,60.1736,-15.8324,-14.1485,60.8747,0.0000,6.4519,7.7
1oe8,57.0603,-4.0857,-4.6793,25.3393,0.0000,30.9838,5.52
2h4g,51.0300,1.7653,-15.2951,33.1877,0.0000,18.9268,6.52
1qbr,114.7124,-7.8515,-10.8660,83.5686,0.0000,18.5232,10.57
1y3n,42.1901,-7.6384,-7.8542,34.3103,0.0000,10.5061,5.55
2fxv,73.9023,0.0565,-4.9097,45.7894,0.0000,15.7951,5.35
1olx,165.6173,2.3526,-3.4374,68.2940,0.0000,72.7977,4.33
1a9m,71.9589,-16.3123,-14.6938,65.1011,0.0000,13.4510,6.92
2gl0,42.1987,-5.8843,-1.8472,35.6685,0.0000,0.8860,4.82
1a94,98.4114,-14.9783,-17.2818,73.5202,0.0000,29.5812,7.85
1w3l,60.8614,-12.1439,-8.6550,44.3135,0.0000,20.7292,6.28
1g30,85.6809,-0.8936,-8.5715,59.1282,0.0000,13.8449,6.85
1qhc,99.6567,6.0995,-6.9995,62.2928,0.0000,14.9041,7.57
2f7p,69.8184,-10.5324,-5.8106,38.7109,0.0000,32.9339,6.6
1fkw,52.1088,-4.0349,-2.7725,36.4828,0.0000,8.7523,5.05
1wht,53.1385,0.2296,-3.6952,30.7067,0.0000,14.3824,3.7
1y20,73.3599,-0.9368,-1.9811,24.4436,0.0000,42.6679,5.32
966c,58.8255,4.1473,-6.5412,42.3799,0.0000,2.9470,7.64
1g45,48.2138,-3.0268,-5.2148,25.6867,0.0000,21.1362,8.64
2a8g,25.1447,-7.3843,-1.6675,24.7765,0.0000,0.1288,3.69
1b1h,112.9327,-15.4503,-8.2253,71.0326,0.0000,38.9385,7.03
2boh,76.3115,-12.2523,-5.7156,59.9436,0.0000,11.8570,8.52
1fhd,65.0589,-7.2880,-3.1613,37.5827,0.0000,23.8321,6.82
1oss,35.9900,-2.6315,-1.6646,24.1851,0.0000,7.0317,4.79
1v1m,141.6410,0.5388,-2.5981,59.8828,0.0000,61.3614,3.94
2j7d,59.4425,-4.7543,-3.1823,31.0558,0.0000,24.6774,7.13
1pro,104.3044,2.3713,-5.9768,68.6125,0.0000,13.5676,11.3
1w4p,33.7439,-6.9985,-1.9972,25.3643,0.0000,7.8637,4.74
1o0m,38.2514,-4.0628,-3.4945,27.0147,0.0000,8.6634,5.15
1b05,109.7706,-15.6035,-7.4458,58.9412,0.0000,51.7757,7.12
1r0p,74.5329,0.5003,-1.5569,52.5752,0.0000,3.2985,8
1dhj,64.6317,-7.8830,-7.9350,43.1088,0.0000,21.1750,6.55
1lgt,53.6409,1.2952,-5.7237,30.6845,0.0000,15.8782,6.1
1g54,47.3650,-0.4111,-4.0103,28.3906,0.0000,12.7493,8.82
1tog,50.4230,0.5764,-2.0399,28.4117,0.0000,12.8204,3.22
1hwr,72.0587,-1.9874,-4.2135,47.7265,0.0000,12.6357,8.33
1h6h,56.4360,-3.1470,-21.3411,39.9235,0.0000,26.0292,5.3
1r1h,92.5770,-1.1705,-8.6413,64.0388,0.0000,14.3356,8.92
1okl,26.0375,-8.7793,-4.8344,27.8234,0.0000,1.3941,6.03
1xff,70.3615,-4.2881,-5.3035,26.5149,0.0000,43.4951,4.82
1t5f,32.0760,-14.0299,-7.9304,20.1326,0.0000,26.3540,4.22
1mrs,56.5194,-17.9544,-4.1400,42.4285,0.0000,20.2747,3.96
1jzs,42.6218,-26.1577,-15.2540,55.8512,0.0000,7.2381,6.6
1d6v,66.3381,0.3727,-5.5353,46.6017,0.0000,7.4234,6.17
1hxw,97.6353,-9.9710,-10.3169,79.5268,0.0000,8.5738,10.82
1uho,58.4696,-2.4008,-6.1588,48.0326,0.0000,0.9845,9.22
1bhx,69.6940,-22.2676,-5.0996,53.2453,0.0000,23.8490,6.84
1nw5,86.0494,-2.9551,-3.4546,53.7517,0.0000,18.5505,5.21
1m7i,36.1125,-19.9181,-16.6138,50.6016,0.0000,3.0671,5.4
1d2e,130.9771,2.1160,-4.1615,53.1083,0.0000,59.9986,6
1z4o,63.7078,-3.3813,-2.4609,35.7749,0.0000,20.3595,4.52
1nli,51.5247,-0.0000,-0.0000,28.2878,0.0000,12.6289,3.59
1afl,53.3370,-4.8234,-6.0964,35.4916,0.0000,15.4558,6.28
2j75,55.8789,-5.9296,-2.8222,25.6055,0.0000,29.4232,6.65
1utj,37.1562,-1.2847,-0.3672,21.4465,0.0000,9.3191,3.84
2c80,90.4625,-6.4481,-9.0706,46.1221,0.0000,42.5632,5.33
1sr7,83.7302,-6.6555,-2.7108,66.2063,0.0000,2.0628,10.1
1b6k,100.8642,-7.2841,-6.2323,65.7313,0.0000,24.0001,8.74
1bwa,115.9623,-4.6637,-10.9711,81.5654,0.0000,19.4447,7.6
2bt9,46.4924,-3.3167,-0.5560,25.8076,0.0000,14.8797,6.19
1gu1,36.4162,-7.4943,-1.1318,26.4644,0.0000,8.6537,4.52
1zdp,53.3477,-5.6420,-2.2011,31.3690,0.0000,18.0586,5.74
1f5l,38.3528,-5.8163,-0.0717,26.7546,0.0000,7.4533,5.28
1iih,37.7371,-2.4927,-5.2208,23.2490,0.0000,13.4834,2.89
1f3e,39.7864,-0.0000,-0.0000,26.6529,0.0000,3.1387,6.7
1n8v,34.3406,-8.9842,-4.8135,33.6993,0.0000,1.8018,6.03
2gst,86.8627,-5.0910,-5.7489,54.9939,0.0000,22.0859,6.07
1lpk,86.5282,-3.4221,-8.6839,65.7577,0.0000,8.2173,7.55
7std,53.4871,1.4459,-4.4117,41.0566,0.0000,0.0000,10.72
1xbo,79.4432,-6.9767,-10.6291,52.0923,0.0000,25.4221,6.04
1j4r,55.7667,-8.2804,-14.2893,56.1738,0.0000,1.0974,7.72
1izi,83.9703,-13.0667,-12.4987,70.0933,0.0000,13.1575,6.59
2c1p,53.9600,1.6113,-2.2941,38.1905,0.0000,2.1308,5.4
1qxk,88.5901,-4.7819,-14.3728,53.3935,0.0000,34.3288,5.05
1ceb,25.8367,-9.6752,-3.5834,21.4132,0.0000,9.6521,6
1xk5,49.1537,-4.3023,-12.4449,45.8735,0.0000,2.8249,6
1g3e,41.2374,-5.0707,-11.8658,31.0208,0.0000,15.5203,5.38
1tcw,22.5018,-28.7401,-17.4976,45.5006,0.0000,6.1762,6.02
1afk,77.5821,3.2236,-7.5045,37.5377,0.0000,30.2486,6.62
1d3p,101.6985,-3.2693,-7.9951,61.4790,0.0000,28.4291,7.39
2ihq,59.9415,1.2156,-6.0763,46.5369,0.0000,0.8139,8.49
2bpy,73.7474,-10.0201,-14.2861,65.0925,0.0000,8.5514,7.4
1pzp,29.4906,-6.1329,-4.9934,29.5396,0.0000,0.0000,3.31
1n1m,36.3684,-2.1518,-10.8299,27.3009,0.0000,11.8114,5.7
1wcq,56.5556,-26.2103,-7.5336,33.0772,0.0000,44.8183,6.26
2tmn,40.5483,-3.4583,-3.0218,26.9928,0.0000,9.9133,5.89
2fgu,91.6711,-13.3254,-8.1193,74.0374,0.0000,11.3144,9.18
1gai,56.6710,-34.8918,-19.4917,53.1703,0.0000,37.9453,8
2gv6,69.6605,-0.8028,-9.4216,52.3023,0.0000,7.9693,7.34
1b32,125.0324,-14.8255,-7.9312,65.3104,0.0000,57.9874,7.1
1ws4,36.9474,-5.1292,-3.0383,23.9040,0.0000,12.2470,3
1c84,54.9444,-4.1754,-6.1851,33.9323,0.0000,18.6481,5
1b5h,95.3862,-15.2428,-6.6359,57.1169,0.0000,38.7291,6.01
1ro6,54.0778,-0.8893,-0.5268,39.0014,0.0000,1.8669,6.46
1fcy,91.0323,-4.2261,-4.1275,65.3456,0.0000,9.5358,8.52
1mrn,106.8182,5.5084,-15.0093,70.7985,0.0000,18.9712,4.52
1yej,77.6915,-4.3469,-10.5412,53.9028,0.0000,18.4633,7.46
1pb8,71.2746,-4.1221,-3.8028,23.5036,0.0000,46.8820,5.15
4tmk,176.4345,6.1813,-8.8705,96.6861,0.0000,46.1804,7.7
1e3v,15.4862,-18.3640,-4.1813,27.6592,0.0000,0.0000,4.34
1rql,31.8941,0.3316,-3.0142,18.7620,0.0000,8.7789,2.75
1qb1,56.0549,0.0413,-14.5421,45.1472,0.0000,8.4782,6.77
1b55,84.8785,3.0022,-11.0861,46.8557,0.0000,28.5358,7.4
1b51,99.2227,-15.9502,-9.4352,55.4394,0.0000,48.3790,7.37
2j7g,63.4327,-3.9755,-3.7957,33.9700,0.0000,24.4951,7
2iuz,75.2122,0.0897,-5.5787,57.6956,0.0000,1.3698,5.55
1o7o,77.2682,2.1548,-6.6301,45.5050,0.0000,19.1740,4.49
1nfw,75.1540,1.8465,-4.2172,55.8517,0.0000,0.7286,8.96
1o2o,62.1319,-4.6820,-5.3261,39.8078,0.0000,17.4043,6.36
1c5s,45.3249,-4.7722,-0.0016,29.5637,0.0000,9.4485,6
1hyo,74.7063,2.1886,-2.8563,25.1070,0.0000,40.8518,4.07
1hlk,33.4006,1.4074,-7.1565,23.1386,0.0000,7.3341,5
1kzk,105.8506,1.5967,-9.6918,74.1256,0.0000,12.0230,10.39
1c5o,20.0922,-4.4907,-1.6519,15.9722,0.0000,4.2730,3.49
1tlp,81.6686,-9.2189,-7.8231,51.3101,0.0000,28.1592,7.55
1i7z,52.8008,-2.8876,-3.8931,43.3319,0.0000,0.0000,6.4
1r6n,56.5480,3.2511,-7.0479,38.6136,0.0000,7.2511,7.4
1n4h,49.0670,0.0437,-10.9438,41.4108,0.0000,3.0271,6.55
1aaq,81.9100,-5.2639,-11.4301,55.7064,0.0000,22.0077,8.4
1utn,36.8924,-2.0415,-0.3783,21.6234,0.0000,9.5800,3.49
2dw7,23.7969,-3.7906,-4.3992,11.7725,0.0000,15.7995,4.7
1swg,56.3377,-0.2881,-1.4301,35.9269,0.0000,8.6563,7.36
1ghy,59.0635,-1.6664,-3.2794,38.3465,0.0000,11.2828,8.1
1lkk,87.6207,0.0178,-14.0130,57.0173,0.0000,23.2171,6.85
2a5b,33.0174,-0.3632,-0.7964,24.7661,0.0000,0.1236,3.93
1ct8,79.9886,0.2462,-6.8960,53.1189,0.0000,13.5999,6.52
1ppk,82.3407,-2.0016,-6.9601,55.3691,0.0000,15.1699,7.66
1gz4,84.7302,0.4047,-4.1211,49.5422,0.0000,20.3261,3.7
1d4y,60.2004,-15.8812,-8.4810,58.5759,0.0000,4.0208,11.1
1h4w,35.4041,-1.9664,-1.9212,24.4194,0.0000,5.7151,4.66
1yds,45.8546,-9.1552,-5.7525,34.5834,0.0000,13.2101,5.92
1hpx,82.4694,-6.0597,-9.2410,66.7717,0.0000,5.9591,11.26
1upf,17.6785,-0.0000,-0.0000,11.4953,0.0000,1.8725,4.6
1vyg,53.5200,-14.8182,-10.2212,45.7233,0.0000,15.6898,8
2c94,95.8772,-9.8268,-12.0488,58.9913,0.0000,36.6398,6.82
1qb9,56.7275,-13.6430,-4.7970,48.3811,0.0000,8.6435,7.44
1txr,90.1014,-1.8381,-5.6046,41.5741,0.0000,40.3796,7.74
1ez9,36.4760,-28.2440,-23.5524,49.8631,0.0000,19.7107,5.1
1owe,47.5188,-3.9468,-4.8888,34.1236,0.0000,9.4345,6.2
1nw4,57.9692,-3.7354,-1.5495,37.2583,0.0000,12.0240,9.07
1ii5,48.8960,-26.0623,-5.6461,24.6260,0.0000,46.7437,6.62
1t31,88.0785,3.0712,-13.7066,64.4384,0.0000,10.1112,8.64
1m83,117.6515,3.3213,-4.8964,59.8953,0.0000,36.8705,3.4
2i0a,80.8966,-1.3223,-10.7745,62.1525,0.0000,7.5338,11.4
1jq8,6.4300,-28.0492,-18.4056,34.0934,0.0000,6.0063,6
2hxm,60.3439,-2.8027,-5.2835,37.5372,0.0000,16.8165,5.22
1g9r,106.9838,-2.0296,-8.6825,70.7871,0.0000,20.3637,5.7
1o2n,68.1153,2.0368,-8.3425,42.9309,0.0000,15.3910,6.09
1v2w,67.3335,-1.1937,-7.7986,40.6107,0.0000,20.4862,4.01
1zsf,95.9183,-9.6926,-13.4069,72.3848,0.0000,19.4887,9.92
1uw6,45.1796,-2.2881,-0.3741,34.4944,0.0000,0.4120,7.34
1siv,93.4153,-11.5082,-10.7289,62.7509,0.0000,29.3699,8.08
2gvv,43.7826,3.9817,-4.2970,27.2926,0.0000,6.5705,3.9
1a4w,55.8679,-17.5907,-17.7931,57.2923,0.0000,12.4747,5.92
1v2n,67.2181,-1.7985,-8.3613,45.7091,0.0000,14.5278,5.9
1wdn,82.4561,-2.8991,-2.9187,30.2601,0.0000,46.6663,6.3
1m2r,47.7152,-1.5432,-3.4040,37.3908,0.0000,1.2500,6.46
1bnw,54.9066,-0.6404,-6.6139,34.2074,0.0000,15.1257,9.08
1x8d,23.8450,-3.9954,-0.6712,18.8067,0.0000,2.6524,2.21
1o36,25.1418,-21.1254,-13.8432,35.9106,0.0000,10.7334,5.96
1g52,40.8437,-1.4180,-5.3768,28.8680,0.0000,7.9450,9.54
1kel,57.1562,-5.9491,-4.0132,40.7277,0.0000,11.1180,7.28
1ghw,43.0092,-1.5190,-4.3542,30.7749,0.0000,6.5670,4.2
1fkg,55.5184,0.1116,-9.8278,46.8251,0.0000,0.8501,8
1o2w,46.9464,-1.3832,-7.9279,36.2215,0.0000,6.4528,5.85
2b4l,64.4500,-5.4984,-1.2473,30.4723,0.0000,29.2962,4.77
1bq4,17.9299,2.1924,-21.5684,19.6435,0.0000,10.2961,5.22
1apv,74.6741,-4.1523,-8.3679,52.0358,0.0000,15.6449,9
1pzo,44.4783,1.7589,-3.3649,33.5159,0.0000,0.0000,3.32
1a4r,102.5853,2.8351,-5.6256,51.5471,0.0000,34.4986,6.66
1xt8,46.5476,-0.2369,-1.4024,21.8198,0.0000,18.1848,6.85
1xjd,73.9604,-2.4734,-3.1408,55.0239,0.0000,3.9167,9.48
5er2,85.6676,-24.4305,-16.1479,78.4313,0.0000,18.4030,6.57
2avs,95.9734,-9.3921,-7.2407,76.3432,0.0000,7.6343,7.57
1v11,142.1853,-0.4968,-2.5384,60.1814,0.0000,62.4710,3.98
1erb,25.8105,-25.8122,-14.2955,47.9405,0.0000,0.0000,8.1
2cbz,119.4172,3.0945,-6.8632,45.1933,0.0000,61.0450,3.93
1f0u,81.8848,-3.1030,-7.7264,55.1101,0.0000,16.9378,7.16
1ppl,91.8680,0.8294,-12.1229,65.8085,0.0000,12.6749,8.55
1d4p,64.9901,0.8482,-9.4237,47.6337,0.0000,8.0693,6.3
1mmr,62.6337,-5.4576,-5.3374,46.5230,0.0000,9.4595,5.4
1r1j,64.0233,-3.5067,-5.9539,44.6513,0.0000,12.0884,8.64
1jgl,65.6654,-3.5822,-0.2911,44.8464,0.0000,7.8748,8.7
1k1j,71.5619,-4.7091,-6.5876,49.4499,0.0000,14.8649,7.55
1bn1,55.5789,0.5366,-7.6181,32.6074,0.0000,17.8252,9.34
1qbs,93.8027,-6.4411,-6.3480,65.6174,0.0000,16.3679,9.47
1str,42.4039,-12.4410,-12.4275,46.3034,0.0000,3.6052,4.77
1k1n,61.8779,-2.9679,-12.2452,45.6262,0.0000,14.3550,6.82
1g46,45.5911,-4.2855,-5.4088,25.7415,0.0000,19.8908,8.8
1m2x,65.8957,-0.9635,-3.2207,25.6680,0.0000,34.7864,4.15
1gvw,101.4163,5.3904,-7.4086,66.4327,0.0000,12.0895,6.96
1yqj,89.8889,1.6602,-5.4082,63.5184,0.0000,6.2991,8.14
1cbx,72.1061,0.8547,-3.5344,28.3358,0.0000,35.8242,6.35
2csn,31.5699,-8.7296,-5.0203,28.6209,0.0000,5.9660,4.41
1m1b,48.5699,1.1473,-3.4955,18.9487,0.0000,24.8635,4.66
1ogg,63.1949,-12.1607,-14.4132,55.3189,0.0000,13.7052,5.19
1m0o,61.6857,-44.2357,-7.2968,54.8042,0.0000,37.8624,2.31
1q8w,45.5897,-1.0604,-3.4096,33.3380,0.0000,4.2200,5.24
1f0r,79.8315,2.7883,-4.8358,52.4196,0.0000,9.8021,7.66
1ghv,42.5329,-1.8912,-3.8257,28.8506,0.0000,8.5802,4.35
1v2j,36.0586,-1.8850,-1.4486,24.2935,0.0000,5.9887,3.25
1y0l,69.9956,0.1099,-4.3474,41.7825,0.0000,16.7820,9
1ew8,2.5311,0.2257,-3.0036,-14.2348,0.0000,24.8818,2.26
1o0f,57.9723,-1.5108,-6.1949,30.5931,0.0000,23.6125,5.3
2j7e,58.1069,-5.5089,-4.1425,36.5700,0.0000,17.4746,7.32
1t32,79.4797,1.4311,-13.9157,64.1045,0.0000,3.8206,7.42
1gj8,39.8017,-2.7442,-7.4617,36.3692,0.0000,0.0000,6.96
2hs1,88.3541,2.2949,-8.7363,62.5564,0.0000,8.7804,8.48
2fxu,89.4382,-11.1015,-8.9610,75.2733,0.0000,6.0000,8.15
1qaw,71.9794,-0.3649,-1.4971,30.6450,0.0000,31.7045,5.12
1bgq,48.8794,-2.3469,-0.2010,34.0809,0.0000,4.5661,8.57
1bp0,55.8332,-0.5958,-2.6485,31.7040,0.0000,15.4844,5.4
1szd,117.8407,-6.7898,-7.8389,59.9355,0.0000,50.0582,4.54
1zp8,70.6136,-2.2401,-21.4001,66.4501,0.0000,2.8849,8.77
1fkf,67.3030,-12.1544,-7.1787,58.5487,0.0000,6.1317,9.4
1qji,41.3506,-11.4844,-29.1423,57.1669,0.0000,3.3728,4.85
1x38,70.0208,-6.6346,-7.7491,42.1583,0.0000,26.4368,8.77
1jmf,58.3679,0.8269,-4.5508,35.0974,0.0000,13.8328,5.77
2c97,49.7281,-1.5750,-4.6553,32.5252,0.0000,11.2363,6.14
1sw2,53.1253,-5.0939,-0.8670,28.4412,0.0000,19.9795,7.22
1bnv,44.7845,-16.5744,-9.4489,33.9119,0.0000,24.1789,8.77
1x39,78.7861,-8.3778,-9.3314,45.3731,0.0000,34.1072,9.22
1f0t,65.1418,-2.0788,-5.7631,43.6397,0.0000,12.9791,6
1c5t,41.6074,-3.6824,-0.4532,27.0945,0.0000,8.4882,4.1
1pph,61.5458,-2.8197,-7.0298,42.5847,0.0000,12.8413,5.92
2aj8,65.8978,2.5469,-2.6570,42.2684,0.0000,7.8888,6.2
1kjr,56.6234,-5.3762,-9.7626,38.8031,0.0000,18.4080,6.06
1c83,65.2585,-1.0108,-9.6273,34.9570,0.0000,27.8307,4.85
1sbg,69.1635,-9.6425,-6.5831,58.5565,0.0000,4.8740,7.74
1bhf,80.3923,-2.0891,-12.0557,49.9390,0.0000,25.8710,4.38
1gyy,40.1235,-0.9546,-4.2433,24.3149,0.0000,11.8884,3.64
1odj,54.0895,-1.9990,-1.4246,36.2460,0.0000,7.6748,4.1
1lbf,60.9465,-13.3420,-8.1899,43.8313,0.0000,22.2103,7.85
1u1w,47.7364,-0.9811,-0.7505,28.9311,0.0000,9.6877,5.85
1g2k,89.5173,-9.4035,-13.9723,72.6531,0.0000,12.9951,7.96
1sw1,46.7566,-8.2441,-1.6913,30.5600,0.0000,14.6719,7.3
1ai4,43.6951,-0.1615,-1.3349,23.6869,0.0000,12.6220,2.5
2gsu,54.0958,-4.4848,-7.8144,34.1669,0.0000,19.4155,3.59
1v0k,42.3668,-8.1206,-3.7131,28.5730,0.0000,14.9127,5.1
1c5y,43.3421,-5.3537,-0.3536,30.3783,0.0000,7.2793,4.2
1v1j,43.9920,-4.8886,-1.6412,26.6978,0.0000,13.8124,4.82
2ewa,72.1208,2.9959,-4.3667,52.4765,0.0000,1.3363,7.94
1xka,68.4235,-9.2922,-9.6495,57.2727,0.0000,8.6153,6.88
1kpm,34.0038,-16.8929,-11.8040,43.5224,0.0000,2.8575,5.8
1onz,45.2474,3.4021,-20.7949,29.4386,0.0000,22.1621,5.1
