name,Gold.ASP.Fitness,Gold.ASP.ASP,Gold.ASP.Map,Gold.ASP.DEClash,Gold.ASP.DEInternal,affinity
1aid,22.7534,24.8040,-124.0200,0.8922,1.1583,4.82
1jlr,39.5709,50.2200,-251.1000,6.2253,4.4238,3.33
2erz,22.2160,30.3800,-151.9000,5.8475,2.3164,5.66
2ccb,38.0257,38.7560,-193.7800,0.0000,0.7303,7.45
1mu8,41.4184,46.2300,-231.1500,0.8853,3.9262,9
1yei,52.9199,54.8880,-274.4400,0.1305,1.8376,7.46
2ca8,27.3186,32.3360,-161.6800,2.2911,2.7263,4.66
1nvs,33.3956,34.9060,-174.5300,1.5104,0.0000,7.82
1q54,29.5628,37.9880,-189.9400,3.3584,5.0668,5.85
2b07,37.9563,42.0620,-210.3100,1.2919,2.8137,6.43
1o2h,38.7151,42.6020,-213.0100,1.8106,2.0763,7.17
1k21,48.9529,55.7960,-278.9800,3.0039,3.8392,8.38
1qbq,34.1944,37.4560,-187.2800,1.3033,1.9583,8.3
1os0,44.2284,50.6460,-253.2300,4.2586,2.1590,6.03
1z71,40.0147,48.3140,-241.5700,2.4347,5.8647,9.18
1o3d,43.0182,45.0420,-225.2100,0.2255,1.7983,7.13
2byr,55.5338,63.1600,-315.8000,2.8842,4.7420,8.55
1d6w,32.7733,45.3900,-226.9500,8.9043,3.7124,5.96
1g35,48.4952,53.9840,-269.9200,2.3705,3.1183,8.14
1ppc,47.2663,51.4720,-257.3600,1.3978,2.8080,6.16
1s63,31.3447,35.4400,-177.2000,2.3148,1.7805,9.05
1iiq,55.9430,67.3300,-336.6500,3.9972,7.3898,7.48
1cny,23.3449,30.1060,-150.5300,3.4355,3.3256,7.85
1epo,50.0470,59.7760,-298.8800,2.1868,7.5423,7.96
1h2t,88.5196,98.1400,-490.7000,5.0244,4.5959,7.89
1sdu,49.6693,53.7620,-268.8100,0.9526,3.1401,10.07
1g32,53.5759,58.1560,-290.7800,3.5424,1.0377,6.11
7upj,27.5401,32.3900,-161.9500,0.0004,4.8494,8.49
1moq,30.8042,32.6740,-163.3700,1.5454,0.3245,3.46
1nf8,35.5771,39.1380,-195.6900,0.3605,3.2004,7.82
1ugx,31.4776,33.0700,-165.3500,0.4281,1.1643,5.91
1zgi,34.9404,40.2000,-201.0000,2.6534,2.6062,5.34
2f2h,63.4560,69.8740,-349.3700,3.2726,3.1454,5.7
1hvr,55.2692,56.5820,-282.9100,0.0150,1.2978,9.51
1c4u,38.4670,50.3200,-251.6000,8.4731,3.3799,10.37
1lpz,49.9692,54.2600,-271.3000,1.8089,2.4820,7.6
1hxb,46.0877,51.7280,-258.6400,3.3888,2.2515,9.92
1ajv,49.6993,55.3800,-276.9000,1.8618,3.8189,7.72
1gno,13.1103,35.2860,-176.4300,14.0469,8.1288,7.7
1oe8,27.6250,29.6080,-148.0400,-0.0000,1.9830,5.52
2h4g,29.4991,33.4300,-167.1500,0.9420,2.9888,6.52
1qbr,62.4362,70.0640,-350.3200,2.9681,4.6597,10.57
1y3n,46.5630,50.8760,-254.3800,1.1662,3.1468,5.55
2fxv,55.6283,56.3880,-281.9400,0.2047,0.5550,5.35
1olx,75.8866,83.7880,-418.9400,6.1816,1.7198,4.33
1a9m,39.4966,50.0100,-250.0500,2.9473,7.5662,6.92
2gl0,51.6729,52.5700,-262.8500,0.5675,0.3296,4.82
1a94,40.3872,63.0940,-315.4700,7.3220,15.3848,7.85
1w3l,60.8213,62.5260,-312.6300,0.2137,1.4910,6.28
1g30,51.9367,58.1640,-290.8200,2.7434,3.4839,6.85
1qhc,52.8768,63.6660,-318.3300,5.5241,5.2650,7.57
2f7p,37.3380,44.8300,-224.1500,6.7520,0.7400,6.6
1fkw,41.6556,44.6120,-223.0600,2.4557,0.5007,5.05
1wht,21.1784,28.9580,-144.7900,3.8053,3.9744,3.7
1y20,21.4491,23.4120,-117.0600,1.2571,0.7058,5.32
966c,39.2359,49.5740,-247.8700,6.7796,3.5585,7.64
1g45,28.8597,31.5400,-157.7000,1.1552,1.5252,8.64
2a8g,37.7106,47.7820,-238.9100,9.1362,0.9352,3.69
1b1h,66.1355,70.6460,-353.2300,1.7046,2.8059,7.03
2boh,31.6291,41.5660,-207.8300,5.8054,4.1315,8.52
1fhd,53.1224,55.1820,-275.9100,1.7393,0.3203,6.82
1oss,22.2930,22.8880,-114.4400,0.4789,0.1161,4.79
1v1m,67.0901,74.8440,-374.2200,5.4702,2.2837,3.94
2j7d,49.2598,53.8840,-269.4200,2.4310,2.1933,7.13
1pro,53.3229,56.4020,-282.0100,0.8645,2.2146,11.3
1w4p,26.3127,30.5700,-152.8500,2.1530,2.1043,4.74
1o0m,31.8471,35.2820,-176.4100,2.6280,0.8069,5.15
1b05,56.2325,60.4640,-302.3200,1.1324,3.0992,7.12
1r0p,44.2551,48.4840,-242.4200,1.6349,2.5939,8
1dhj,47.6844,49.3800,-246.9000,-0.0000,1.6956,6.55
1lgt,35.8058,41.4780,-207.3900,4.3348,1.3374,6.1
1g54,33.2201,38.0420,-190.2100,1.9169,2.9050,8.82
1tog,27.7272,28.0620,-140.3100,0.0000,0.3348,3.22
1hwr,31.4844,33.9080,-169.5400,1.2756,1.1480,8.33
1r1h,50.9905,61.3920,-306.9600,7.3377,3.0638,8.92
1okl,28.6800,35.7660,-178.8300,4.3372,2.7489,6.03
1xff,28.3644,29.1140,-145.5700,0.0673,0.6824,4.82
1t5f,17.0090,20.3300,-101.6500,1.6863,1.6347,4.22
1mrs,53.9326,56.7520,-283.7600,1.1815,1.6379,3.96
1jzs,31.3691,37.4680,-187.3400,1.2970,4.8019,6.6
1d6v,41.6436,44.9000,-224.5000,1.2722,1.9842,6.17
1hxw,51.7942,56.5400,-282.7000,1.1952,3.5506,10.82
1uho,43.4581,49.0460,-245.2300,1.5717,4.0162,9.22
1bhx,52.5857,56.8840,-284.4200,1.4192,2.8792,6.84
1nw5,49.4469,51.6860,-258.4300,1.2327,1.0064,5.21
1m7i,38.9261,48.4980,-242.4900,3.1526,6.4193,5.4
1d2e,66.7637,69.8740,-349.3700,2.3636,0.7467,6
1z4o,35.5745,37.6260,-188.1300,1.5632,0.4884,4.52
1nli,34.5664,34.6120,-173.0600,0.0456,0.0000,3.59
1afl,14.4886,36.3960,-181.9800,16.5297,5.3777,6.28
2j75,42.3915,42.5280,-212.6400,0.1108,0.0258,6.65
1utj,14.7308,14.8320,-74.1600,0.0038,0.0974,3.84
2c80,40.3766,44.4560,-222.2800,0.4891,3.5903,5.33
1sr7,46.5832,51.4420,-257.2100,0.5388,4.3200,10.1
1b6k,51.5027,54.5140,-272.5700,0.8469,2.1645,8.74
1bwa,64.1740,70.0320,-350.1600,1.2506,4.6074,7.6
2bt9,29.7458,29.7680,-148.8400,0.0000,0.0222,6.19
1gu1,28.4762,28.5700,-142.8500,0.0436,0.0502,4.52
1zdp,29.0233,31.5580,-157.7900,1.7004,0.8344,5.74
1f5l,37.2377,37.8240,-189.1200,0.5426,0.0437,5.28
1iih,25.0898,26.4160,-132.0800,0.0000,1.3262,2.89
1f3e,29.6044,31.5300,-157.6500,1.9256,0.0000,6.7
1n8v,19.6931,20.7360,-103.6800,0.0000,1.0429,6.03
2gst,56.2075,59.8960,-299.4800,1.5973,2.0912,6.07
1lpk,54.8106,58.6760,-293.3800,0.1484,3.7170,7.55
7std,35.1460,36.7260,-183.6300,0.0029,1.5771,10.72
1xbo,41.8353,46.6700,-233.3500,1.6930,3.1417,6.04
1j4r,47.3153,57.0520,-285.2600,2.3456,7.3911,7.72
1izi,53.2799,61.6600,-308.3000,3.0431,5.3370,6.59
2c1p,35.3375,37.3620,-186.8100,0.0164,2.0081,5.4
1qxk,48.3437,53.9120,-269.5600,1.2239,4.3444,5.05
1ceb,26.6595,29.0620,-145.3100,1.8551,0.5474,6
1xk5,27.5043,49.5240,-247.6200,7.8975,14.1222,6
1g3e,27.7422,35.2620,-176.3100,6.9646,0.5552,5.38
1tcw,28.1403,33.2800,-166.4000,1.2006,3.9392,6.02
1afk,34.7948,43.1680,-215.8400,6.5894,1.7838,6.62
1d3p,47.2795,50.4580,-252.2900,0.6514,2.5271,7.39
2ihq,35.1057,41.0540,-205.2700,4.7273,1.2210,8.49
2bpy,42.7734,47.7360,-238.6800,0.0038,4.9588,7.4
1pzp,15.6574,19.3600,-96.8000,0.0174,3.6852,3.31
1n1m,23.0951,27.0600,-135.3000,2.9285,1.0363,5.7
1wcq,46.8963,49.2940,-246.4700,0.1926,2.2050,6.26
2tmn,18.8399,26.3460,-131.7300,5.4313,2.0747,5.89
2fgu,49.5512,56.5360,-282.6800,3.8182,3.1666,9.18
2eum,38.4241,46.6680,-233.3400,1.5911,6.6529,6.7
1gai,63.3870,67.8460,-339.2300,0.0015,4.4576,8
2gv6,35.8397,41.9880,-209.9400,2.7344,3.4138,7.34
1b32,58.1724,62.5620,-312.8100,0.6798,3.7098,7.1
1ws4,25.6744,27.2080,-136.0400,1.5314,0.0022,3
1c84,30.4575,37.6300,-188.1500,4.3856,2.7868,5
1b5h,55.8434,61.2660,-306.3300,1.7953,3.6273,6.01
1ro6,37.0827,37.5520,-187.7600,0.0015,0.4678,6.46
1fcy,52.9150,53.8800,-269.4000,0.0270,0.9380,8.52
1mrn,75.9254,88.0280,-440.1400,6.7101,5.3925,4.52
1yej,51.0360,59.6600,-298.3000,5.2117,3.4124,7.46
1pb8,25.6935,25.8420,-129.2100,0.0650,0.0835,5.15
4tmk,81.9802,97.5460,-487.7300,5.1575,10.4082,7.7
1e3v,18.7781,23.4300,-117.1500,4.3313,0.3206,4.34
1rql,8.8537,10.4640,-52.3200,1.0445,0.5658,2.75
1qb1,30.4112,43.2460,-216.2300,7.1828,5.6520,6.77
1b55,29.4582,42.5300,-212.6500,5.1460,7.9258,7.4
1b51,54.9907,60.2520,-301.2600,1.3023,3.9590,7.37
2j7g,48.0308,51.9700,-259.8500,3.3871,0.5521,7
2iuz,81.7177,83.9900,-419.9500,1.5878,0.6845,5.55
1o7o,60.9470,65.0800,-325.4000,1.6097,2.5233,4.49
1nfw,42.6531,45.3700,-226.8500,1.3479,1.3690,8.96
1o2o,35.3754,42.3140,-211.5700,2.6907,4.2480,6.36
1c5s,26.3290,26.3360,-131.6800,0.0009,0.0061,6
1hyo,25.3372,28.2280,-141.1400,0.8829,2.0079,4.07
1hlk,28.7914,31.5040,-157.5200,1.1412,1.5714,5
1kzk,46.5485,53.4500,-267.2500,3.4750,3.4265,10.39
1c5o,23.4498,23.4760,-117.3800,0.0000,0.0262,3.49
1tlp,32.1510,45.1180,-225.5900,6.3882,6.5787,7.55
1i7z,36.1651,39.9880,-199.9400,2.6044,1.2185,6.4
1r6n,25.8376,38.3440,-191.7200,2.4837,10.0227,7.4
1n4h,25.9139,27.3000,-136.5000,0.0901,1.2960,6.55
1aaq,36.5618,47.6760,-238.3800,8.1469,2.9672,8.4
1utn,14.9051,14.9440,-74.7200,0.0276,0.0114,3.49
2dw7,20.6578,31.7640,-158.8200,9.1965,1.9097,4.7
1swg,35.6322,36.3680,-181.8400,0.2775,0.4583,7.36
1ghy,31.4167,42.9840,-214.9200,9.3880,2.1793,8.1
1lkk,49.2464,54.1440,-270.7200,0.0089,4.8888,6.85
2a5b,42.5435,46.7760,-233.8800,2.1955,2.0371,3.93
1ct8,46.9710,55.1000,-275.5000,3.0975,5.0316,6.52
1ppk,36.4690,44.3860,-221.9300,4.4145,3.5024,7.66
1gz4,40.6312,45.2060,-226.0300,1.4188,3.1559,3.7
1d4y,34.6469,45.8560,-229.2800,5.2423,5.9667,11.1
1h4w,27.0830,28.2140,-141.0700,1.0335,0.0975,4.66
1yds,27.9277,32.9380,-164.6900,0.0000,5.0103,5.92
1hpx,37.8858,47.9280,-239.6400,3.9996,6.0427,11.26
1upf,16.8110,16.8760,-84.3800,0.0650,0.0000,4.6
1vyg,27.9925,30.0440,-150.2200,0.4502,1.6013,8
2c94,59.8764,64.6180,-323.0900,0.2323,4.5092,6.82
1qb9,39.1801,43.8400,-219.2000,2.5617,2.0982,7.44
1txr,36.7410,47.1920,-235.9600,8.0279,2.4230,7.74
1ez9,58.0362,63.9140,-319.5700,0.0739,5.8039,5.1
1owe,33.4536,35.6220,-178.1100,0.0069,2.1615,6.2
1nw4,34.3043,35.1800,-175.9000,0.0133,0.8624,9.07
1ii5,22.8491,24.0740,-120.3700,0.1850,1.0398,6.62
1t31,43.0055,49.3280,-246.6400,0.3085,6.0140,8.64
1m83,61.7032,66.6680,-333.3400,3.5645,1.4003,3.4
2i0a,38.5879,47.4260,-237.1300,4.0224,4.8157,11.4
2hxm,44.5853,45.9640,-229.8200,0.6387,0.7401,5.22
1g9r,82.5700,89.0140,-445.0700,3.2619,3.1821,5.7
1o2n,38.5887,42.7320,-213.6600,0.3385,3.8049,6.09
1v2w,30.1234,34.6820,-173.4100,1.7502,2.8083,4.01
1zsf,35.0120,56.6600,-283.3000,8.1460,13.5020,9.92
1uw6,33.4247,34.5600,-172.8000,0.9189,0.2164,7.34
1siv,56.4358,59.4600,-297.3000,0.2200,2.8042,8.08
2gvv,14.8839,21.2880,-106.4400,4.5145,1.8895,3.9
1a4w,51.1051,58.4500,-292.2500,2.2802,5.0648,5.92
1v2n,46.3513,48.0460,-240.2300,0.1268,1.5679,5.9
1wdn,33.4306,34.3320,-171.6600,0.0249,0.8765,6.3
1m2r,35.4578,36.8460,-184.2300,1.3882,0.0000,6.46
1bnw,28.8068,33.9820,-169.9100,2.0929,3.0823,9.08
1x8d,27.6322,27.6360,-138.1800,0.0038,0.0000,2.21
1o36,27.2920,44.2120,-221.0600,6.1941,10.7258,5.96
1g52,32.0022,35.0000,-175.0000,1.4224,1.5754,9.54
1kel,51.7572,54.4540,-272.2700,1.4284,1.2684,7.28
1ghw,32.3402,35.0140,-175.0700,2.4438,0.2300,4.2
1fkg,38.8935,44.5160,-222.5800,1.6600,3.9625,8
1o2w,34.1067,38.6240,-193.1200,2.8726,1.6447,5.85
2b4l,30.3153,32.7380,-163.6900,0.0106,2.4121,4.77
1bq4,15.5970,31.6220,-158.1100,3.1964,12.8286,5.22
1apv,44.8661,51.3080,-256.5400,0.5127,5.9291,9
1pzo,20.9561,22.5100,-112.5500,0.3708,1.1832,3.32
1a4r,51.6520,54.0340,-270.1700,1.5238,0.8581,6.66
1xt8,20.5999,24.6580,-123.2900,3.7736,0.2845,6.85
1xjd,37.5781,38.2880,-191.4400,0.1024,0.6075,9.48
5er2,56.4794,69.3520,-346.7600,2.7895,10.0831,6.57
2avs,49.0004,53.3180,-266.5900,0.3019,4.0158,7.57
1v11,65.7951,72.6740,-363.3700,4.6634,2.2156,3.98
1erb,30.2510,34.4420,-172.2100,0.0000,4.1910,8.1
2cbz,66.1512,71.9980,-359.9900,1.6787,4.1681,3.93
1f0u,46.8013,51.7780,-258.8900,2.8502,2.1266,7.16
1ppl,47.2687,53.4720,-267.3600,2.2615,3.9418,8.55
1d4p,46.2633,48.4680,-242.3400,0.0436,2.1611,6.3
1mmr,34.8133,37.2240,-186.1200,0.3247,2.0860,5.4
1r1j,30.5261,46.3280,-231.6400,11.7140,4.0879,8.64
1jgl,44.9831,44.9980,-224.9900,0.0149,0.0000,8.7
1k1j,43.6849,50.2200,-251.1000,3.1507,3.3844,7.55
1bn1,30.2210,37.6880,-188.4400,4.5501,2.9169,9.34
1qbs,48.7095,50.1220,-250.6100,0.0009,1.4116,9.47
1str,42.9229,55.3580,-276.7900,0.4438,11.9914,4.77
1k1n,36.7014,44.9840,-224.9200,1.5831,6.6995,6.82
1g46,31.0694,33.3680,-166.8400,0.8972,1.4014,8.8
1m2x,25.2853,28.3860,-141.9300,1.0678,2.0329,4.15
1gvw,44.9944,52.0420,-260.2100,3.0326,4.0149,6.96
1yqj,46.3223,49.1780,-245.8900,0.0036,2.8521,8.14
1cbx,28.2783,37.2300,-186.1500,6.8048,2.1469,6.35
2csn,17.0578,22.1760,-110.8800,1.1801,3.9381,4.41
1m1b,15.5304,22.9820,-114.9100,6.3912,1.0605,4.66
1ogg,61.1442,67.9940,-339.9700,3.1778,3.6720,5.19
1m0o,49.3178,54.3780,-271.8900,2.4749,2.5852,2.31
1q8w,26.9191,30.3320,-151.6600,0.4029,3.0100,5.24
1f0r,44.1780,47.0860,-235.4300,0.3821,2.5259,7.66
1ghv,33.6644,35.7320,-178.6600,0.3120,1.7556,4.35
1v2j,26.6382,27.3980,-136.9900,0.6880,0.0718,3.25
1y0l,43.7186,45.7760,-228.8800,0.6244,1.4330,9
1ew8,4.8684,24.0540,-120.2700,14.9212,4.2644,2.26
1o0f,31.0997,36.2480,-181.2400,2.3923,2.7560,5.3
2j7e,49.1891,56.1900,-280.9500,5.1273,1.8736,7.32
1t32,42.2247,49.1540,-245.7700,2.0986,4.8307,7.42
1gj8,29.4810,35.0780,-175.3900,1.5897,4.0073,6.96
2hs1,38.4299,46.5580,-232.7900,4.7248,3.4033,8.48
2fxu,49.7716,51.1220,-255.6100,0.0337,1.3166,8.15
1qaw,23.3417,24.5920,-122.9600,0.7038,0.5465,5.12
1bgq,22.2172,24.8100,-124.0500,2.5928,0.0000,8.57
1bp0,35.5501,39.4000,-197.0000,3.3804,0.4694,5.4
1szd,52.9937,54.6200,-273.1000,0.1056,1.5208,4.54
1zp8,35.9395,49.0380,-245.1900,6.3458,6.7528,8.77
1fkf,59.3542,61.8980,-309.4900,1.3484,1.1954,9.4
1qji,44.8285,58.9140,-294.5700,4.1618,9.9236,4.85
1x38,48.0332,51.9560,-259.7800,3.7347,0.1881,8.77
1jmf,33.5600,41.6520,-208.2600,7.0968,0.9952,5.77
2c97,39.5590,43.8440,-219.2200,3.0274,1.2577,6.14
1sw2,30.2915,31.4480,-157.2400,0.2062,0.9503,7.22
1bnv,33.1634,39.7760,-198.8800,2.6052,4.0074,8.77
1x39,52.2953,54.7240,-273.6200,1.2039,1.2248,9.22
1f0t,38.8698,44.6100,-223.0500,3.5540,2.1862,6
1c5t,27.2288,27.2980,-136.4900,0.0310,0.0382,4.1
1pph,37.2845,41.6700,-208.3500,1.5603,2.8252,5.92
2aj8,44.1414,49.8220,-249.1100,5.0133,0.6673,6.2
1kjr,35.3569,41.1620,-205.8100,0.0000,5.8051,6.06
1c83,33.6832,40.8180,-204.0900,3.3841,3.7507,4.85
1sbg,38.5631,44.6920,-223.4600,2.1478,3.9811,7.74
1bhf,35.5142,40.4520,-202.2600,0.8686,4.0692,4.38
2fzg,12.6698,33.2760,-166.3800,15.3933,5.2129,3.38
1gyy,20.8062,25.3020,-126.5100,1.3642,3.1316,3.64
1odj,37.6443,39.5660,-197.8300,0.7457,1.1761,4.1
1lbf,50.1901,54.4220,-272.1100,1.3054,2.9265,7.85
1u1w,29.3524,30.3720,-151.8600,0.9993,0.0202,5.85
1g2k,52.7094,57.4660,-287.3300,0.9873,3.7693,7.96
1sw1,31.4012,34.3860,-171.9300,0.1309,2.8539,7.3
1ai4,19.2810,21.9960,-109.9800,1.6257,1.0892,2.5
2gsu,47.8878,54.4780,-272.3900,4.4901,2.1001,3.59
1v0k,39.4192,42.5960,-212.9800,2.9108,0.2660,5.1
1c5y,26.7691,26.8440,-134.2200,0.0195,0.0554,4.2
1v1j,28.9546,29.2920,-146.4600,0.0832,0.2542,4.82
2ewa,45.8265,48.4160,-242.0800,0.3831,2.2064,7.94
1xka,51.7718,57.6520,-288.2600,2.7994,3.0807,6.88
1kpm,12.6091,21.0840,-105.4200,5.4914,2.9835,5.8
1onz,25.1031,33.5940,-167.9700,4.1828,4.3081,5.1
1gi4,38.1308,41.4860,-207.4300,3.1526,0.2026,7.19
1od8,40.0444,43.5120,-217.5600,3.2600,0.2075,5.1
1ezq,60.4538,67.2000,-336.0000,4.2743,2.4718,9.05
1t7j,34.8648,41.4580,-207.2900,2.3362,4.2570,8.7
2mas,39.8839,41.2580,-206.2900,0.7462,0.6279,7.52
2bmk,34.8453,40.8040,-204.0200,2.5569,3.4018,5.62
1ew9,11.2973,15.0260,-75.1300,3.7130,0.0157,3.22
2a4m,0.0486,11.9360,-59.6800,8.2779,3.6094,4.52
1laf,35.4561,36.3940,-181.9700,0.6309,0.3070,7.85
2cc7,36.4540,36.4540,-182.2700,0.0000,0.0000,8.01
1pxp,34.7300,37.0660,-185.3300,2.2580,0.0781,6.66
1cps,20.2113,27.7820,-138.9100,3.8717,3.6990,6.66
1b38,51.9403,63.7020,-318.5100,4.8539,6.9078,6.6
2d1n,47.9640,57.1520,-285.7600,6.0395,3.1484,8.15
2j7b,41.0559,49.1100,-245.5500,8.0329,0.0212,6.62
1efy,42.8101,43.5080,-217.5400,0.2111,0.4868,8.22
1nq7,31.0503,31.3220,-156.6100,0.0894,0.1823,6.8
1w3j,36.1007,36.6880,-183.4400,0.5675,0.0198,6.32
1v2s,26.6045,26.9520,-134.7600,0.3350,0.0126,4.17
1mrx,40.6933,48.8920,-244.4600,5.5596,2.6391,7.26
1lyx,21.3245,24.9780,-124.8900,2.8052,0.8484,4.54
1jqy,35.5942,41.7280,-208.6400,3.6308,2.5030,4.92
3pcf,25.4954,29.1860,-145.9300,3.6881,0.0025,6.05
1m7d,36.9863,38.9840,-194.9200,0.0430,1.9548,6.23
1e6s,30.9197,37.6940,-188.4700,6.7729,0.0014,3.22
1hii,50.4717,55.0460,-275.2300,1.0496,3.5247,7.28
1ua4,35.5109,39.7460,-198.7300,3.1304,1.1047,4.22
1hvh,29.4926,40.7420,-203.7100,8.9224,2.3270,7.96
2aoe,57.1464,66.9280,-334.6400,3.1832,6.5984,7.62
1gnn,24.9353,43.5520,-217.7600,11.8772,6.7396,5.68
1ghz,33.4733,35.3000,-176.5000,0.0901,1.7366,4.8
2fqo,27.6560,33.2220,-166.1100,4.4751,1.0909,6.43
1d3d,44.2779,46.3800,-231.9000,0.0383,2.0638,9.09
1oyq,43.5966,48.6140,-243.0700,1.5895,3.4279,6.96
2avo,49.3281,53.4440,-267.2200,0.4652,3.6507,8.85
1ajn,19.9860,22.2760,-111.3800,1.0859,1.2041,2.63
1v0l,41.3650,42.7660,-213.8300,1.1042,0.2968,7.55
1wc1,56.1294,64.9500,-324.7500,4.8967,3.9239,4
1qf0,55.1360,60.1200,-300.6000,2.6714,2.3126,7.38
1pgp,27.2177,30.6320,-153.1600,2.1379,1.2764,5.7
1tq4,59.5831,63.9820,-319.9100,3.4305,0.9684,6.19
1mes,46.9625,49.0080,-245.0400,0.2707,1.7748,7.7
1a4k,29.1498,34.3060,-171.5300,1.2554,3.9009,8
1jak,42.6037,45.5980,-227.9900,1.1163,1.8780,5.57
1mrw,39.0608,47.2980,-236.4900,5.0624,3.1748,9.7
1jmg,30.2552,40.1540,-200.7700,8.8357,1.0630,6.07
2j4i,36.4153,44.8620,-224.3100,4.4976,3.9492,9
1v2l,25.7803,26.4240,-132.1200,0.5710,0.0727,4.29
1g85,14.0707,16.8340,-84.1700,1.5686,1.1947,5.48
1kyv,58.9729,61.3840,-306.9200,1.1811,1.2300,5.92
1ejn,46.5655,48.2340,-241.1700,1.0470,0.6215,5.62
1fl3,33.0506,38.2980,-191.4900,4.6129,0.6345,6.8
1br6,50.9789,51.4060,-257.0300,0.1773,0.2498,3.22
1jyq,57.5184,75.7380,-378.6900,5.2119,13.0077,8.7
2avm,62.8722,68.7560,-343.7800,0.2775,5.6063,5.7
1p19,26.0171,36.0540,-180.2700,8.5199,1.5169,4.11
1fkh,38.8311,45.5700,-227.8500,2.5809,4.1580,8.15
2f8g,36.4246,45.0540,-225.2700,5.1950,3.4343,8.7
1o3j,36.9983,37.2220,-186.1100,0.1889,0.0347,6.77
2bal,28.0260,31.9580,-159.7900,0.0000,3.9320,6.31
1y3p,61.2600,77.3720,-386.8600,8.0125,8.0995,4.82
2tpi,18.7447,20.4760,-102.3800,0.0869,1.6444,4.31
3pcg,12.8694,25.8760,-129.3800,12.3247,0.6818,2.3
1pdz,20.1669,22.0640,-110.3200,1.2404,0.6567,3.7
1mq5,44.6553,55.0380,-275.1900,6.2317,4.1511,9
1igj,37.9853,40.8960,-204.4800,1.4350,1.4757,10
1ctu,32.8259,41.9620,-209.8100,5.8850,3.2511,11.92
1qbo,39.5809,43.1580,-215.7900,1.6245,1.9526,7.74
1jcx,48.0655,54.2220,-271.1100,3.2986,2.8580,5.15
1bdq,40.7449,43.3940,-216.9700,0.5501,2.0989,6.34
1nw7,41.1849,42.4640,-212.3200,0.3340,0.9451,5.09
1n4k,37.1136,39.1500,-195.7500,0.3597,1.6767,10.05
1k1m,43.6338,50.4300,-252.1500,2.5193,4.2770,7.4
1v2r,29.9718,34.2600,-171.3000,1.6086,2.6797,3.55
1ikt,28.3441,33.5720,-167.8600,3.3091,1.9188,3.4
1ele,36.1241,42.7920,-213.9600,2.8936,3.7744,6.85
2cbu,45.1795,45.3380,-226.6900,0.1585,0.0000,5.68
1g3d,32.8777,35.9720,-179.8600,2.6557,0.4385,5.55
1nu3,9.7511,12.4820,-62.4100,1.8132,0.9176,4
1c5c,34.9282,41.5080,-207.5400,1.4967,5.0830,6.96
1tng,8.6007,8.9940,-44.9700,0.2386,0.1546,2.93
1c5x,28.2617,28.3500,-141.7500,0.0517,0.0366,6.68
1ch8,57.3423,65.8600,-329.3000,3.8034,4.7143,7
1i80,23.6660,23.6660,-118.3300,0.0000,0.0000,6.41
1qy2,24.0712,24.9600,-124.8000,0.0000,0.8888,5.74
2fqx,56.0302,57.1580,-285.7900,0.4566,0.6712,7.15
1yda,20.7398,25.1040,-125.5200,1.8711,2.4931,6.55
456c,41.5486,56.5960,-282.9800,13.1444,1.9030,9.77
1tom,35.8001,38.8720,-194.3600,1.2688,1.8031,8.3
1h1d,29.3350,35.4200,-177.1000,3.0667,3.0183,8.22
1oba,15.6377,17.5700,-87.8500,0.7049,1.2274,2.44
1j14,27.0264,27.5040,-137.5200,0.3215,0.1562,4.49
2f6t,35.3365,40.2080,-201.0400,3.0122,1.8593,4.62
1px4,36.1164,37.7480,-188.7400,1.2024,0.4293,3.23
1lrh,27.3401,31.6120,-158.0600,3.5535,0.7184,6.82
2j7f,44.1594,53.8700,-269.3500,7.9256,1.7849,6.35
1thz,28.7481,39.4600,-197.3000,4.8135,5.8984,5.15
1xkk,47.4894,53.4360,-267.1800,2.7507,3.1958,8.52
1li2,15.4100,15.4100,-77.0500,0.0000,0.0000,4.04
1ydk,37.3412,40.5360,-202.6800,0.5329,2.6619,5.89
2cex,27.1432,29.4780,-147.3900,0.0458,2.2890,4.7
2fzk,16.8766,33.1700,-165.8500,9.7216,6.5719,3.6
1o3i,36.2146,37.8820,-189.4100,0.0408,1.6265,7.3
1bnu,33.6408,38.0600,-190.3000,2.4046,2.0146,9.7
1izh,55.1054,67.0820,-335.4100,3.9798,7.9969,7.7
2gzl,57.9742,68.1760,-340.8800,1.4356,8.7662,4.82
1hi5,24.0364,27.5140,-137.5700,1.8380,1.6396,4.04
1fm9,59.1821,71.7020,-358.5100,9.1378,3.3822,9
2a5c,41.0062,43.2540,-216.2700,0.8534,1.3944,4.62
1lee,49.0171,54.1540,-270.7700,3.3549,1.7820,7.74
1kdk,29.7875,30.0220,-150.1100,0.2345,0.0000,9.05
1qbu,45.9562,50.3640,-251.8200,1.4095,2.9983,10.24
1o38,43.3697,45.0240,-225.1200,0.1682,1.4861,6.82
1m5w,18.0025,27.3300,-136.6500,7.1531,2.1744,4.27
1rd4,39.2436,47.2680,-236.3400,2.3281,5.6963,7.74
1bxr,71.6636,83.2720,-416.3600,8.3484,3.2600,3.4
1pyn,44.9680,51.7200,-258.6000,1.0067,5.7453,5.49
2bpv,41.9159,46.5100,-232.5500,1.0001,3.5940,7.67
1lnm,46.3031,47.7000,-238.5000,0.0650,1.3318,8.7
