name,total,SMoG2016_KBP2016,SMoG2016_LJP,SMoG2016_Rotor,SMoG2016_lnMass,affinity
1v2j,-5.906,-96.633,29.043,1,4.796,3.25
2j7g,-8.871,-202.298,77.899,3,5.569,7
1qf0,-9.742,-246.794,100.276,13,6.199,7.38
1pzi,-6.488,-148.087,118.257,5,5.805,4.22
1lee,-11.344,-308.067,117.220,15,6.275,7.74
1qbn,-8.883,-207.852,93.780,7,6.069,5.85
3gst,-9.476,-254.106,130.277,13,6.219,6.72
1rp7,-9.205,-214.484,84.574,8,6.087,8.52
1gi7,-7.252,-138.793,56.091,2,5.538,4.51
1b1h,-10.582,-285.796,101.476,18,6.083,7.03
1lf2,-11.077,-301.426,120.394,15,6.275,7.52
1jgl,-10.336,-229.605,55.656,0,5.606,8.7
1nfw,-9.860,-216.120,59.802,5,6.080,8.96
1o0n,-6.365,-109.560,56.060,4,5.781,4.09
1b8n,-8.489,-188.330,81.421,2,5.660,10.52
1uz4,-6.592,-121.893,47.899,1,5.082,3.4
2j7f,-7.923,-193.590,117.592,2,5.497,6.35
1o36,-5.307,-200.895,291.187,8,6.197,5.96
1olx,-8.884,-220.732,113.539,8,6.052,4.33
2d1n,-10.470,-279.233,87.515,21,6.143,8.15
1n4k,-7.296,-151.240,83.089,6,6.040,10.05
1xhy,-7.177,-150.085,68.133,4,5.385,6.18
2i3h,-7.664,-173.432,86.404,12,6.158,7.4
1swr,-7.327,-154.974,69.551,5,5.498,6.92
1g2l,-11.402,-288.511,87.655,12,6.266,7.24
1ex8,-9.853,-288.364,189.356,13,6.636,6.33
2hb3,-12.088,-318.883,99.738,14,6.328,11.35
1wdn,-5.564,-97.162,47.265,4,4.991,6.3
1qji,-10.442,-297.557,135.376,23,6.610,4.85
1x8j,-9.950,-208.981,42.295,0,5.671,6.96
1ch8,-8.694,-214.304,127.306,6,6.236,7
1mtr,-12.129,-335.976,138.975,12,6.391,8.4
2j4i,-10.576,-260.610,89.711,11,6.325,9
1owe,-7.997,-167.403,64.341,4,5.670,6.2
1dud,-7.696,-146.388,47.425,6,5.961,4.82
2f6t,-6.917,-144.979,86.377,7,5.954,4.62
2olb,-9.777,-258.550,90.886,19,6.007,5.54
1bn4,-6.930,-129.901,58.492,6,5.892,9.31
1egh,-5.263,-86.942,51.729,3,5.050,5.7
1bq4,-6.412,-126.055,79.196,6,5.835,5.22
1ogg,-11.823,-316.115,121.570,12,6.435,5.19
1gz4,-8.931,-190.996,62.477,8,6.229,3.7
1lnm,-10.905,-256.132,81.505,1,5.925,8.7
2j7d,-9.151,-218.972,93.026,3,5.576,7.13
1ppk,-7.825,-202.692,110.567,19,6.252,7.66
1ecq,-5.070,-111.849,111.319,5,5.268,3
2bys,-11.788,-296.155,82.682,6,5.824,9.52
1b5i,-9.237,-235.145,84.291,17,5.969,7.05
1mh5,-10.238,-272.907,108.013,16,6.166,9.21
1fkf,-12.015,-312.794,136.011,6,6.689,9.4
1zoh,-7.843,-141.779,60.792,0,6.184,7
1g36,-9.895,-226.093,71.629,6,6.050,7.17
2a4m,-5.259,-110.022,106.302,3,5.323,4.52
1m7d,-10.072,-244.819,96.770,8,6.237,6.23
1x38,-8.242,-189.260,95.981,2,5.621,8.77
1c5t,-6.259,-104.298,38.613,1,5.182,4.1
1a9m,-9.965,-270.850,104.488,23,6.394,6.92
1bai,-10.498,-332.148,159.325,35,6.744,7.7
1m5w,-5.138,-104.053,96.789,5,5.366,4.27
1z71,-10.165,-248.489,93.791,9,6.217,9.18
2ces,-8.113,-182.703,82.425,1,5.319,7.25
1hos,-11.918,-354.981,154.410,24,6.647,8.55
1c5y,-6.251,-109.628,48.994,1,5.182,4.2
1fzo,-11.648,-392.721,224.217,31,6.856,7.89
1sr7,-12.454,-326.128,121.167,5,6.258,10.1
1fzq,-7.697,-167.520,92.823,6,6.107,7.62
1utl,-5.841,-91.635,21.167,3,4.913,2.47
1ik4,-5.132,-100.961,85.756,4,5.142,7.41
1tcw,-8.001,-192.077,92.684,16,6.289,6.02
1e2l,-7.567,-151.794,61.671,2,5.530,4.29
1nfx,-10.841,-247.028,62.673,6,6.225,8.52
1a4w,-10.311,-275.663,122.995,15,6.422,5.92
1g48,-6.780,-123.364,54.328,5,5.787,8.41
1bp0,-7.335,-143.849,61.427,4,5.730,5.4
2iko,-9.566,-215.136,66.735,5,5.875,5.45
2bt9,-6.195,-111.772,56.287,1,5.182,6.19
1pdz,-5.194,-72.329,28.481,3,5.050,3.7
2evl,-12.846,-374.397,98.186,34,6.584,6.7
1z4o,-7.335,-156.835,82.292,3,5.561,4.52
1o3i,-7.256,-154.102,96.870,2,5.841,7.3
1pme,-9.720,-219.645,72.066,4,5.933,9.4
2h4n,-5.107,-55.976,17.490,3,5.403,8.7
1laf,-6.647,-135.234,55.634,6,5.177,7.85
1hvr,-15.208,-419.518,130.263,8,6.407,9.51
1ghw,-6.075,-158.002,160.457,2,5.534,4.2
1hmt,-6.990,-146.706,40.709,16,5.650,5.79
1ndv,-9.334,-204.580,59.537,6,5.938,5.92
1ajv,-13.156,-363.843,136.679,10,6.353,7.72
1b6k,-12.626,-349.806,137.650,13,6.523,8.74
1koj,-6.435,-138.188,85.570,7,5.557,6.7
1lah,-5.809,-104.110,42.136,4,4.899,7.52
1atl,-7.478,-166.803,78.438,10,5.826,6.28
1sdt,-13.576,-376.015,123.402,14,6.421,9.27
1t32,-12.095,-305.728,99.995,9,6.508,7.42
1f3e,-6.505,-115.867,52.518,0,5.258,6.7
1c88,-6.562,-134.114,83.111,4,5.602,5.29
1j4r,-9.256,-258.408,145.818,17,6.437,7.72
1b55,-7.103,-200.799,186.916,8,6.214,7.4
456c,-9.893,-244.377,102.394,7,6.052,9.77
1msn,-12.568,-342.633,124.307,12,6.355,9.09
1o2h,-7.352,-185.844,142.457,4,5.818,7.17
1h2t,-10.449,-283.639,151.926,12,6.698,7.89
1oar,-8.872,-208.121,104.037,1,5.768,7.4
2ccb,-6.861,-137.580,82.117,5,5.933,7.45
1yc4,-8.701,-173.946,36.095,3,5.599,6.55
1pzo,-7.152,-126.352,39.051,5,5.808,3.32
2mas,-8.433,-182.977,64.721,2,5.417,7.52
1ai4,-6.228,-113.882,52.343,2,5.124,2.5
1sdu,-13.233,-365.904,124.501,14,6.421,10.07
1bhx,-9.468,-227.879,86.237,11,6.153,6.84
1v2w,-7.467,-155.263,63.990,11,6.071,4.01
2j7e,-9.040,-218.268,95.816,4,5.606,7.32
1lgw,-6.512,-111.964,22.342,0,4.710,4
1tom,-9.462,-223.621,77.912,9,5.962,8.3
1f0u,-9.117,-225.071,100.583,11,6.132,7.16
1sh9,-12.110,-328.906,98.912,22,6.580,6.03
2b07,-9.061,-208.077,87.294,9,6.328,6.43
1ghv,-7.471,-154.941,73.467,2,5.538,4.35
1tkb,-8.988,-203.031,74.310,8,6.050,8
2ypi,-4.723,-63.704,39.856,3,5.050,4.82
1hbv,-10.809,-289.706,111.116,17,6.376,6.37
1b52,-9.230,-233.000,82.860,16,5.936,7.12
1ui0,-5.049,-74.133,37.426,0,4.719,7.06
2cht,-6.624,-124.787,62.128,2,5.430,5.52
1m2p,-8.345,-176.844,71.806,1,5.656,6.11
1qkb,-9.296,-239.522,90.987,16,5.930,7.35
1h46,-7.554,-155.689,59.780,5,5.550,3.57
4er1,-12.937,-404.058,189.055,24,6.706,6.62
1bhf,-6.900,-178.286,109.443,24,6.456,4.38
1qbv,-10.041,-237.462,65.865,10,5.949,5.39
1h1d,-6.684,-141.008,98.124,7,6.089,8.22
1w4q,-5.913,-110.714,84.852,4,5.787,5.26
1w5v,-14.432,-411.939,141.623,15,6.534,8.15
1t7d,-7.570,-216.080,183.178,13,6.528,6.03
1o2o,-7.621,-185.317,123.026,5,5.838,6.36
1v2n,-10.018,-225.226,64.785,4,5.925,5.9
1mq5,-10.000,-238.570,91.338,8,6.286,9
1pfu,-5.026,-63.144,24.768,4,5.226,2.72
1g4j,-6.439,-114.823,64.579,5,5.940,8.7
1n5r,-8.718,-188.000,64.724,7,6.029,5.66
2j75,-7.134,-146.672,63.293,1,5.100,6.65
1hi5,-5.457,-84.669,66.747,6,6.057,4.04
1gyy,-6.144,-104.983,43.885,2,5.204,3.64
1hvh,-12.115,-353.594,179.441,10,6.381,7.96
2i80,-6.777,-174.596,143.781,5,5.631,5.4
1sqo,-7.737,-162.861,70.756,3,5.576,7.46
2pcp,-9.883,-223.114,58.362,2,5.498,8.7
1txr,-8.294,-186.449,67.155,9,5.731,7.74
1sqt,-8.072,-169.970,72.348,4,5.855,6.2
2f35,-6.894,-146.239,87.837,6,5.811,5.4
1gjd,-7.326,-162.697,110.819,4,6.064,5.22
2euk,-14.807,-446.230,97.517,41,6.697,6.6
1i5r,-14.830,-431.539,161.485,13,6.518,8.52
1hii,-11.654,-317.237,105.059,19,6.352,7.28
7std,-9.408,-202.848,50.237,5,5.808,10.72
1vyg,-8.544,-193.857,48.048,14,5.718,8
1e3v,-8.687,-188.677,76.182,4,5.972,4.34
966c,-9.400,-220.473,83.087,7,5.969,7.64
1gaf,-7.695,-157.131,50.400,8,5.717,8
1met,-13.981,-389.883,136.584,10,6.339,9.4
1v2t,-7.431,-153.698,63.179,11,6.071,4.71
1izh,-12.303,-378.065,173.948,23,6.533,7.7
2aj8,-8.728,-202.062,98.723,3,5.884,6.2
1sw2,-6.257,-106.475,22.368,2,4.771,7.22
1nwl,-5.215,-138.053,155.869,14,6.151,2.39
1sld,-9.717,-250.769,138.352,10,6.649,6.57
2qwf,-6.667,-148.350,95.411,9,5.838,5.67
2avo,-13.076,-361.867,126.107,14,6.421,8.85
1nh0,-11.691,-369.074,184.815,26,6.598,9.74
1gi4,-7.284,-140.983,58.136,2,5.534,7.19
2f7o,-6.813,-142.559,78.142,1,5.193,7.44
1hvk,-13.202,-410.693,181.232,25,6.678,10.96
1iiq,-12.723,-390.194,169.478,24,6.556,7.48
1x8t,-7.887,-210.099,153.564,7,6.006,7.8
1qbq,-8.415,-169.423,31.090,8,5.711,8.3
1dmp,-13.767,-370.002,116.886,8,6.285,9.55
2ihq,-10.533,-245.977,76.114,1,5.727,8.49
2cf9,-11.680,-284.622,78.995,6,6.105,7.82
1g7v,-6.112,-124.950,81.047,12,6.026,6.4
1jev,-11.485,-316.443,111.844,17,6.138,6.89
1g53,-7.072,-133.724,56.655,5,5.787,9.04
1njc,-7.918,-166.676,69.882,4,5.727,5.55
1nm6,-11.302,-267.770,89.211,2,6.235,10.05
1xkk,-13.011,-347.806,112.104,11,6.365,8.52
1px4,-7.492,-149.202,55.237,3,5.473,3.23
1w5y,-14.068,-404.680,151.389,15,6.585,8.48
1tni,-5.848,-101.528,39.670,4,5.011,4
1c1v,-8.429,-185.680,79.020,4,5.812,7.64
1g45,-6.807,-124.077,51.742,5,5.730,8.64
1u1w,-6.463,-124.944,59.051,1,5.031,5.85
1b2h,-9.575,-246.518,82.356,18,5.972,4.54
1okl,-7.412,-147.677,62.673,2,5.522,6.03
1pzp,-9.342,-201.309,44.052,6,5.721,3.31
2avm,-11.401,-351.930,139.716,35,6.650,5.7
1sdv,-13.430,-370.689,121.921,14,6.421,8.74
1ws1,-7.500,-180.105,94.413,14,5.990,9.55
1r4w,-6.064,-123.691,72.939,11,5.730,4.05
1h6h,-6.305,-131.187,79.082,16,6.317,5.3
2i0a,-11.550,-319.171,133.382,15,6.457,11.4
1p1o,-6.554,-126.112,57.665,3,5.247,5.76
1zp8,-12.882,-356.226,122.904,16,6.497,8.77
1fiv,-12.056,-400.179,223.541,27,6.732,6.59
1gwv,-8.005,-164.367,64.943,4,5.835,2.57
1amw,-7.773,-153.562,60.264,6,6.057,4.54
2cbu,-8.078,-176.511,73.566,0,5.248,5.68
1k22,-10.287,-254.188,84.023,11,6.067,8.4
1n51,-9.912,-249.851,100.456,11,6.132,4.85
1mrx,-11.649,-306.034,109.598,11,6.268,7.26
1zhy,-10.483,-243.394,69.350,5,5.957,6.52
1fkh,-9.294,-230.772,100.458,11,6.121,8.15
1hvs,-12.180,-387.069,196.723,25,6.678,10.3
2bvd,-9.089,-215.599,93.320,4,5.737,6
1xap,-13.533,-331.616,58.965,3,5.853,8.7
1v2l,-6.100,-100.498,24.914,1,4.796,4.29
1e6q,-6.724,-133.750,72.462,1,5.328,3.15
1onz,-7.352,-153.122,79.528,5,5.861,5.1
2hxm,-7.837,-169.295,70.135,8,5.847,5.22
1i9o,-7.174,-134.762,54.827,5,5.841,8.42
1d4p,-10.493,-242.518,64.350,5,5.889,6.3
2gvv,-6.209,-98.935,31.851,4,5.452,3.9
1grp,-5.213,-82.010,46.805,5,5.258,3.72
1gi1,-6.249,-145.285,126.557,2,5.534,5.47
1fv0,-8.891,-208.815,101.672,3,5.881,5.93
1nu3,-5.832,-94.193,21.395,5,4.964,4
1b3f,-10.251,-268.925,90.543,17,6.027,6.89
1sb1,-9.731,-229.912,82.796,11,6.351,6.89
1bnq,-6.998,-120.079,37.095,6,5.914,9.49
1ro7,-10.373,-291.550,160.903,12,6.449,3.18
1hi3,-5.600,-89.688,67.811,6,6.057,4.19
1str,-8.069,-236.135,148.270,26,6.606,4.77
1sbg,-11.707,-311.403,99.198,16,6.289,7.74
1w3j,-6.645,-131.207,59.016,1,5.004,6.32
1gja,-7.344,-161.091,85.536,4,5.546,5.42
1i9q,-6.716,-120.003,54.008,5,5.841,8.41
1o0f,-6.551,-113.696,57.112,6,6.057,5.3
1mfd,-9.137,-218.347,103.407,7,6.187,5.31
1xgi,-6.672,-129.683,72.791,5,5.796,4.85
1uwf,-6.838,-140.484,69.688,5,5.464,6.82
1ua4,-9.243,-199.248,58.437,4,5.850,4.22
1xbo,-9.506,-221.201,74.541,9,6.052,6.04
1igb,-6.612,-115.919,51.303,4,5.727,6.4
1xq0,-7.525,-144.135,59.092,6,6.105,6.34
1m7y,-9.273,-245.167,122.630,11,5.977,10.96
1thz,-7.788,-160.787,79.027,6,6.207,5.15
1gnm,-8.658,-249.236,140.362,23,6.394,6.25
2tpi,-6.716,-133.467,55.674,7,5.443,4.31
1d3d,-11.583,-270.298,58.626,9,6.384,9.09
2h4k,-7.453,-143.886,56.993,5,5.875,5.49
2c80,-7.015,-165.985,84.924,17,5.972,5.33
2f1g,-9.111,-229.463,106.923,11,6.078,7.54
2cbz,-6.835,-134.306,78.957,8,6.229,3.93
1r9l,-5.688,-91.405,27.394,2,4.771,5.4
1gj6,-8.488,-202.855,114.556,3,5.892,7
2ewa,-11.324,-259.031,52.007,4,5.933,7.94
1kyv,-9.623,-232.357,97.927,5,5.933,5.92
1qxk,-9.133,-229.893,92.051,17,6.250,5.05
2h6b,-6.070,-114.394,66.715,2,5.226,5.39
2csn,-7.724,-153.186,53.141,4,5.656,4.41
2i3i,-7.911,-170.995,84.003,8,6.213,7.3
1stc,-12.894,-333.758,115.883,2,6.147,8.1
1wht,-5.315,-106.800,90.437,5,5.338,3.7
1pvn,-8.633,-200.234,91.346,5,5.826,9.82
1rd4,-10.378,-245.646,77.797,8,6.172,7.74
1dhj,-8.508,-215.195,120.695,10,6.118,6.55
1hnn,-7.031,-131.600,51.862,1,5.362,6.24
1b6l,-11.295,-292.495,117.115,8,6.303,8.3
1hxb,-12.089,-349.742,157.590,16,6.509,9.92
1jq8,-8.309,-293.124,251.154,20,6.339,6
2fpz,-6.148,-101.553,31.532,0,4.891,3.96
1os0,-9.094,-222.845,93.619,13,6.205,6.03
1v0k,-7.798,-164.263,73.657,2,5.584,5.1
2bo4,-4.515,-73.461,71.579,5,5.258,4.61
1f57,-4.469,-51.713,25.792,2,4.804,5.64
1q8w,-8.885,-191.718,65.357,2,5.677,5.24
1yej,-8.970,-207.752,60.660,14,5.999,7.46
1bnn,-7.075,-130.336,62.902,3,5.924,10
1c1u,-8.449,-177.246,60.065,3,5.674,8.25
1t4v,-8.721,-205.830,78.031,12,5.982,7.68
1dy4,-8.756,-191.322,52.761,6,5.554,4.36
1rbp,-11.441,-253.942,20.821,5,5.657,6.72
3pcn,-5.994,-121.640,80.516,2,5.124,3.66
1xge,-5.247,-79.979,47.334,1,5.063,4.68
1mai,-6.487,-134.852,99.686,6,6.040,6.68
1qbs,-13.619,-373.242,126.655,10,6.339,9.47
1od8,-7.176,-145.459,74.377,2,5.573,5.1
1bzj,-6.775,-137.465,84.952,3,5.710,4.66
3pcg,-5.620,-108.979,74.570,2,5.024,2.3
1hps,-12.112,-346.165,136.757,19,6.459,9.22
2fgv,-12.603,-360.562,147.780,16,6.509,6.12
5yas,-5.221,-78.341,48.462,2,5.215,3.26
1m2x,-5.548,-86.684,44.616,4,5.380,4.15
1q65,-7.350,-146.428,59.902,5,5.684,5.46
1njd,-7.784,-160.556,66.429,4,5.730,5.57
1c83,-6.947,-139.597,67.214,4,5.514,4.85
2avs,-13.112,-362.871,125.931,14,6.421,7.57
1qb6,-8.320,-196.732,106.204,6,5.989,6.06
1hvj,-12.715,-387.720,165.902,25,6.657,11.4
2aog,-11.191,-344.517,138.119,35,6.650,6.28
1no6,-7.264,-157.721,91.348,5,5.814,4.41
1g46,-6.727,-123.613,57.899,5,5.787,8.8
1srg,-7.531,-198.005,147.114,3,5.546,5.3
1nw4,-8.278,-172.459,61.915,2,5.606,9.07
1qbo,-9.100,-232.792,133.507,6,6.123,7.74
1x39,-8.590,-202.427,97.722,4,5.734,9.22
3jdw,-4.792,-85.455,66.635,4,4.899,3.6
1c86,-6.343,-125.526,79.818,4,5.602,4.7
1uho,-10.805,-255.070,71.309,8,6.193,9.22
1qft,-6.372,-112.297,24.347,2,4.719,8.77
1cet,-7.331,-133.141,29.093,8,5.772,2.89
2fw6,-5.458,-106.117,77.521,5,5.258,2.92
1aid,-9.362,-207.152,69.966,6,6.114,4.82
1xpz,-7.508,-137.800,40.436,6,5.914,7.08
1hpx,-10.497,-299.990,150.200,18,6.503,11.26
1erb,-10.208,-266.283,114.141,7,5.791,8.1
1ctt,-8.498,-183.135,62.089,2,5.438,4.52
1m83,-10.016,-248.133,105.891,8,6.229,3.4
1ejn,-8.682,-204.831,90.407,7,5.838,5.62
1e6s,-6.775,-144.937,87.505,1,5.258,3.22
1n3i,-8.837,-192.763,63.319,3,5.599,8.89
1qbr,-14.749,-428.382,161.352,14,6.631,10.57
1vyf,-7.369,-151.898,31.564,15,5.643,8.05
1mu6,-9.338,-219.896,82.604,9,6.069,8.38
1iy7,-6.964,-135.882,55.055,5,5.497,6.19
1lyb,-10.079,-300.398,144.300,27,6.530,11.42
1g3e,-7.052,-136.278,53.080,4,5.469,5.38
1z6s,-6.219,-107.567,63.719,4,5.850,4.34
1qbu,-13.013,-347.625,112.720,11,6.391,10.24
2afw,-6.187,-103.594,24.554,4,5.031,4.77
1o33,-6.733,-144.143,96.544,2,5.542,5.74
2c92,-9.589,-260.639,136.905,12,6.157,5.68
1drk,-6.311,-123.516,67.976,0,5.011,6.82
1o86,-8.691,-205.304,76.369,13,6.009,9.57
1mmr,-8.494,-178.837,66.012,7,6.160,5.4
1zgi,-10.534,-238.830,56.049,7,6.087,5.34
1i80,-5.889,-94.770,36.407,0,4.949,6.41
1kzk,-12.174,-329.019,121.904,12,6.355,10.39
1k1y,-12.808,-346.898,133.750,9,6.471,3.22
1w7g,-9.250,-218.995,74.987,14,6.235,5.1
1tnh,-5.804,-92.288,28.543,1,4.837,3.37
4ts1,-6.022,-116.933,69.805,3,5.204,4.94
2fqt,-6.694,-147.717,82.645,9,5.595,6.14
1b8y,-11.196,-269.094,70.822,6,5.925,7.85
1t5f,-4.736,-81.965,67.891,6,5.182,4.22
7upj,-10.318,-243.775,84.964,6,6.172,8.49
1i9n,-6.886,-127.057,55.012,5,5.787,8.66
1efy,-8.352,-172.484,53.266,3,5.588,8.22
1m1b,-4.879,-65.820,37.702,3,5.124,4.66
1tlp,-7.635,-196.479,136.948,12,6.299,7.55
1ajn,-5.616,-115.496,90.799,3,5.204,2.63
1kmy,-7.465,-150.653,56.565,1,5.226,5.1
1j14,-6.016,-101.870,32.426,1,4.796,4.49
2qwc,-6.610,-138.093,83.538,6,5.674,3.55
2hs1,-11.561,-305.259,107.645,13,6.305,8.48
1y3p,-11.314,-346.260,219.720,10,6.557,4.82
1jet,-8.730,-218.527,85.189,15,5.853,7.25
1ydd,-4.471,-50.201,43.840,3,5.403,7.07
1b3g,-9.358,-243.564,92.835,17,5.967,6.7
1gvx,-12.491,-382.182,139.562,35,6.819,7.22
2bal,-9.997,-226.147,64.923,5,5.943,6.31
1k21,-9.639,-234.062,74.475,14,6.090,8.38
1utm,-5.556,-82.075,19.085,2,4.805,3.01
1lyx,-4.473,-63.777,54.587,3,5.050,4.54
2cex,-7.102,-139.974,58.335,6,5.674,4.7
1ohr,-11.575,-307.860,116.832,12,6.343,8.7
1ws4,-6.235,-105.133,41.537,2,5.268,3
1w96,-9.882,-245.064,123.342,4,6.254,8.41
2fxu,-10.784,-288.879,107.751,20,6.557,8.15
1o0m,-6.083,-112.491,78.006,4,5.781,5.15
1f0r,-9.932,-225.832,75.324,5,6.118,7.66
1wc1,-8.431,-178.360,69.351,8,6.260,4
1njs,-8.979,-236.391,126.021,14,6.301,7.82
2fgu,-12.428,-363.250,163.041,16,6.509,9.18
2boh,-9.926,-228.750,76.502,7,6.180,8.52
2boj,-5.403,-94.289,66.483,1,5.100,5.77
1tcx,-11.807,-314.599,99.375,16,6.289,6.95
1eld,-6.313,-194.736,205.279,12,6.164,6.7
1v0l,-7.476,-152.580,68.074,2,5.522,7.55
1kel,-7.696,-169.602,72.049,10,5.853,7.28
1zpa,-10.917,-342.045,200.203,20,6.580,8.4
1nq7,-12.411,-287.456,30.338,6,5.830,6.8
1mfa,-8.645,-204.989,107.185,7,6.187,5.04
1b0h,-11.294,-317.443,125.852,17,6.162,6.7
5tmp,-11.089,-319.254,168.236,17,6.821,7.47
1utn,-5.683,-91.346,27.510,1,4.683,3.49
1g2o,-8.708,-196.625,81.896,2,5.606,10.55
1hlk,-8.110,-153.449,43.095,2,5.775,5
1d4l,-12.377,-321.535,109.616,9,6.424,8.77
1y0l,-9.651,-209.580,39.938,5,5.595,9
1bnv,-6.954,-131.608,71.905,4,6.002,8.77
1swg,-7.227,-144.473,55.757,5,5.498,7.36
1bdq,-11.549,-307.384,100.935,16,6.289,6.34
1lke,-11.134,-263.911,84.334,1,5.967,7.52
1uv6,-6.344,-106.036,18.340,4,4.991,5.12
1fkw,-8.220,-175.421,67.647,2,5.530,5.05
1c84,-6.922,-146.572,83.509,4,5.557,5
1duv,-5.432,-107.354,87.735,8,5.674,11.8
1ydk,-6.709,-148.214,69.585,17,5.972,5.89
1ssq,-4.502,-58.006,35.596,2,4.804,6
1ii5,-5.643,-98.105,45.265,4,5.011,6.62
1c4u,-9.487,-257.688,156.591,9,6.365,10.37
1nvs,-11.696,-271.202,69.078,0,5.974,7.82
2c94,-9.274,-240.216,122.431,11,6.199,6.82
1d4k,-13.052,-372.572,160.000,12,6.550,9.22
1ajx,-12.845,-347.902,122.389,10,6.288,7.91
3kiv,-4.608,-72.193,48.443,5,4.884,4.7
1cnw,-6.059,-137.302,97.531,14,5.964,7.72
1g85,-6.517,-111.650,10.116,5,4.869,5.48
1gu1,-6.094,-115.074,67.419,1,5.159,4.52
1q1g,-8.658,-182.170,58.545,3,5.711,8.57
1ppc,-9.392,-239.367,116.424,11,6.258,6.16
1q91,-8.846,-195.347,84.733,3,6.016,4.15
1ro6,-8.690,-177.294,40.191,4,5.617,6.46
1f4x,-7.190,-162.706,92.361,7,5.681,5.59
1cny,-6.285,-132.351,76.472,16,6.172,7.85
1c1r,-7.809,-156.389,58.467,3,5.674,7.63
1o30,-7.404,-196.817,162.327,7,6.138,6.77
1v11,-8.886,-200.270,75.204,8,6.052,3.98
1n1m,-6.552,-117.320,37.015,3,5.143,5.7
1qb9,-9.430,-242.991,136.337,6,6.197,7.44
2am4,-9.753,-238.428,104.168,9,6.342,3.72
2f34,-7.236,-150.638,78.577,6,5.872,6.89
2fzg,-4.959,-145.093,193.611,8,5.864,3.38
1bwa,-14.628,-425.889,163.775,14,6.631,7.6
2gyi,-5.840,-103.351,43.790,4,5.018,7
3pcf,-5.164,-94.754,79.246,1,5.050,6.05
1o3d,-7.914,-187.289,115.059,3,5.796,7.13
1ppl,-9.597,-264.948,122.937,21,6.416,8.55
1kjr,-5.969,-133.771,127.421,10,6.377,6.06
1b4h,-9.230,-237.717,88.105,17,5.936,5.46
1dfo,-9.092,-221.963,97.177,11,6.155,6.7
1ydb,-5.320,-72.462,35.808,3,5.403,8.24
2j79,-7.444,-162.843,81.853,1,5.258,5.96
1g35,-13.421,-370.788,129.314,13,6.496,8.14
1ogx,-9.192,-195.553,57.883,0,5.584,6.09
1bn3,-7.150,-129.540,56.830,3,5.919,9.89
1ceb,-5.669,-95.071,47.327,2,5.063,6
1gai,-11.673,-326.227,161.503,9,6.474,8
1ez9,-10.365,-280.259,135.374,14,6.505,5.1
2j47,-8.198,-200.054,115.298,6,5.887,5.41
1xh9,-12.220,-330.844,127.724,9,6.219,7.77
2gv7,-10.219,-280.306,145.739,14,6.547,7.85
1kc7,-4.061,-62.150,78.598,3,5.124,5.52
1xka,-10.270,-244.204,69.367,9,5.967,6.88
1gj8,-6.837,-177.260,153.768,5,5.838,6.96
2ca8,-5.661,-116.508,83.062,11,5.730,4.66
1m4h,-11.439,-380.901,192.326,37,6.842,9.52
2f2h,-11.214,-301.010,136.949,6,6.109,5.7
1li6,-5.801,-87.778,5.722,0,4.395,3.8
1a8i,-7.082,-133.580,58.822,1,5.514,5.52
1v1m,-9.077,-207.027,76.662,8,6.052,3.94
1lpk,-10.188,-253.205,98.286,8,6.057,7.55
1pyn,-8.640,-222.999,103.572,20,6.404,5.49
2bq7,-9.974,-231.947,72.567,7,6.007,7.05
1msm,-12.621,-346.854,129.075,12,6.355,10.48
1kzn,-9.491,-228.836,102.788,11,6.546,8.92
1aaq,-9.505,-279.303,152.831,21,6.360,8.4
1w3l,-9.287,-241.406,136.581,7,6.159,6.28
1g54,-7.127,-137.628,66.965,5,5.940,8.82
2cc7,-6.402,-114.803,66.056,0,5.489,8.01
1dzk,-5.970,-131.843,96.896,3,5.113,6.1
2aoc,-11.340,-353.700,143.723,36,6.668,4.89
1gcz,-8.103,-174.124,65.438,3,5.456,5.13
1o2w,-6.416,-149.948,134.558,6,6.103,5.85
1if8,-7.268,-141.664,58.206,7,5.917,9.64
1qan,-9.758,-223.917,68.006,7,5.954,4.48
1ctu,-8.087,-188.152,98.229,2,5.506,11.92
1uz1,-6.503,-125.857,60.509,1,5.082,6.89
1r0p,-12.371,-319.629,120.058,2,6.147,8
1zsf,-11.530,-367.949,197.580,24,6.557,9.92
1gar,-9.326,-271.064,145.916,24,6.573,10
1v2s,-5.958,-97.047,26.812,1,4.796,4.17
1lag,-6.558,-122.979,43.212,3,5.044,6.3
4rsk,-5.779,-98.305,69.245,4,5.781,4.32
1xk9,-8.413,-192.920,88.533,4,5.691,6.85
1gj7,-8.830,-211.999,111.638,3,5.892,7.89
2bpv,-11.912,-320.647,113.826,15,6.429,7.67
1pa9,-5.403,-87.544,61.678,3,5.464,4.6
5std,-12.684,-304.050,53.072,5,5.930,10.49
1g4o,-6.756,-121.699,47.785,5,5.670,8.25
1tx7,-6.537,-118.596,50.092,2,5.294,4.6
1kav,-6.269,-129.500,103.137,7,6.144,5.82
1pro,-13.421,-368.957,131.419,10,6.369,11.3
1qy2,-6.790,-127.008,39.982,2,5.025,5.74
2dri,-6.359,-123.069,64.355,0,5.011,6.89
1n4h,-11.479,-253.040,18.872,5,5.704,6.55
1wvj,-7.804,-168.141,72.601,3,5.477,6.73
1hvi,-12.876,-396.704,174.118,25,6.678,10.92
