name,Gold.Chemscore.Fitness,Gold.Chemscore.DG,Gold.Chemscore.ZeroCoef,Gold.Chemscore.Hbond,Gold.Chemscore.Metal,Gold.Chemscore.Lipo,Gold.Chemscore.Internal_Hbond,Gold.Chemscore.DEClash,Gold.Chemscore.DEInternal,Gold.Chemscore.Rot,affinity
3pgl,9.0767,-15.9994,-5.48,0,0,133.9728,0,2.1161,4.8066,2.0138,5.3
1o3p,15.9482,-16.7491,-5.48,0.4088,0,122.5456,0,0.2149,0.5859,1.7321,6.66
2vpo,23.7271,-25.0427,-5.48,4.103,0,87.3265,0,1.02,0.2956,1.7025,5.42
3cfn,21.2498,-25.1823,-5.48,0.7093,0,183.5373,0,0.2566,3.6759,1.6175,5
1pbq,32.6217,-33.4427,-5.48,2.9512,0,154.7482,0,0.821,0,0,6.27
1sld,16.509,-21.2606,-5.48,0.681,0,216.7391,0,1.0607,3.691,4.6299,6.57
3sxf,30.5591,-34.0068,-5.48,1.1278,0,241.0257,0,1.4254,2.0222,1.3438,8.6
1zog,21.5619,-24.552,-5.48,0,0,184.8888,0,2.645,0.3451,1,7.15
1hos,27.5868,-37.4068,-5.48,4.0545,0,268.0153,0,6.0642,3.7558,5.0676,8.55
1tcx,31.9911,-35.7381,-5.48,2.6379,0,267.0162,0,0.2995,3.4475,3.8256,6.95
2qrh,28.4089,-28.5054,-5.48,4.7356,0,134.3788,0,0,0.0965,3.3257,4.71
3m3o,5.1257,-10.7245,-5.48,4.8735,0,71.9127,0,1.0413,4.5575,7.5964,3.6
3hww,6.2955,-10.3752,-5.48,1.039,1.0014,10.9889,0,3.3873,0.6924,2.3043,7.12
1hpo,29.7471,-34.9468,-5.48,3.1856,0,211.4103,0,1.0513,4.1485,2.3078,9.22
6cpa,19.0698,-26.7991,-5.48,3.0165,1.0135,150.1197,0,4.4885,3.2408,4.856,11.52
3h78,18.7472,-19.1028,-5.48,0.6013,0,99.2701,0,0,0.3556,0,4.24
2p09,-10.1752,0.5904,-5.48,3.2626,0,43.5371,0,3.4123,6.1725,8.6178,6.35
3mof,16.2733,-20.4994,-5.48,1.6525,2,0,0,4.1171,0.1091,1,3.07
2rcb,23.3936,-25.8521,-5.48,6.6269,0,38.2325,0,1.7279,0.7306,2.4355,6.79
1ydd,13.2191,-18.5469,-5.48,1.453,1,18.6671,0,2.4815,2.8463,0,7.07
3ioc,22.9113,-25.641,-5.48,3.5415,0,162.1588,0,1.2561,1.4736,4.1563,3.68
1k4h,20.9851,-22.4561,-5.48,1.9094,0,129.42,0,0.9194,0.5517,1.7748,5.11
1aid,24.4291,-26.4796,-5.48,0,0,220.1676,0,0.8922,1.1583,1.8594,4.82
3bl0,14.428,-16.6213,-5.48,0.9029,1.0002,51.5183,0,2.0848,0.1085,1.5365,6.92
1jlr,-2.3466,-8.3025,-5.48,6.2632,0,34.6369,0,6.2253,4.4238,8.6519,3.33
3s71,20.3836,-22.5656,-5.48,0.8037,1.0135,70.8543,0,1.0913,1.0906,0,8.64
2p3b,39.577,-46.6684,-5.48,6.7413,0,305.5423,0,4.003,3.0883,6.6703,8.48
1jys,9.4516,-9.5282,-5.48,0.7453,0,13.3249,0,0.0766,0,0,3.52
2xeg,16.7484,-36.6879,-5.48,7.6742,0.9693,241.7575,0,6.9039,13.0356,11.1542,10.7
2oxy,21.9789,-23.1876,-5.48,0,0,151.3468,0,1.2087,0,0,6.52
3pd8,22.6556,-26.4578,-5.48,4.2424,0,80.0687,0,2.5298,1.2724,1,6.46
3ibl,7.2307,-8.8121,-5.48,0.8511,1.0601,75.3828,0,0.6085,0.9728,5.751,7.84
2p7z,34.2787,-42.91,-5.48,0.2997,0,351.9101,0,3.9354,4.696,1.8533,6.58
3fvh,2.4535,-11.4819,-5.48,6.7107,0,107.521,0,0.0288,8.9996,11.3249,6.35
2zpk,16.4509,-22.8893,-5.48,4.2047,0,224.5979,0,0.7952,5.6432,8.9502,7.76
3dzt,35.2722,-37.9161,-5.48,1.3524,0,315.5482,0,0.3368,2.3071,3.5156,7.22
2erz,23.4374,-31.6014,-5.48,2.4676,0,152.8166,0,5.8475,2.3164,0,5.66
2vpn,27.6988,-28.371,-5.48,4.5415,0,87.8841,0,0.3991,0.2731,1,6.72
2wec,22.1243,-28.691,-5.48,3.4238,0,195.2113,0,1.8221,4.7446,4.322,3.96
2j27,6.1111,-8.1286,-5.48,3.5996,0,13.7541,0,1.7549,0.2627,4.2904,3.52
2vc9,16.8356,-19.0069,-5.48,2.752,0,110.1546,0,2.1425,0.0288,3.3409,8.44
3l4z,15.6159,-18.2016,-5.48,4.3741,0,141.4866,0,1.3312,1.2545,7.2039,6.72
3o5x,6.65,-14.9748,-5.48,1.2093,0,87.188,0,0.48,7.8448,1.8535,5.28
3mv0,8.716,-16.3747,-5.48,3.2642,0,80.7105,0,7.6095,0.0492,3.6918,3.85
2xbx,33.1507,-41.3295,-5.48,1.719,0,292.2808,0,1.8444,6.3343,1.5972,7.82
2ccb,12.0527,-12.783,-5.48,1.7685,0,125.2714,0,0,0.7303,5.1799,7.45
1mu8,25.3871,-30.7789,-5.48,2.0007,0,216.1429,0,1.4656,3.9262,2.6062,9
3n7o,38.3017,-41.0865,-5.48,3.2677,0,255.0289,0,1.3019,1.483,2.0102,7.14
3cj5,27.5278,-31.7218,-5.48,2.3338,0,187.9811,0,0.0708,4.1232,1.3855,6.34
3t6b,36.0268,-48.5029,-5.48,7.5651,0,263.9056,0,4.8154,7.6607,5.1256,6.36
2nn1,9.3613,-14.2707,-5.48,0.9493,0.3027,74.713,0,3.233,1.6764,1.9323,5.82
3gkz,32.391,-32.7506,-5.48,1.2202,0,226.305,0,0,0.3596,1.2823,8
3lpk,44.1832,-51.9427,-5.48,4.3618,0,335.737,0,1.3199,6.4396,2.8855,9.1
2jke,19.7024,-20.6493,-5.48,2.6853,0.9998,79.4958,0,0.9374,0.0096,3.5661,4.23
1yei,19.6838,-21.6519,-5.48,1.8061,0,192.2296,0,0.1305,1.8376,4.8247,7.46
2ca8,9.941,-14.9584,-5.48,4.8762,0,65.6006,0,2.2911,2.7263,5.6576,4.66
3da9,31.3583,-37.1922,-5.48,2.9984,0,226.6904,0,2.9071,2.9268,1.8848,5.51
1nvs,33.1341,-34.6445,-5.48,1.5835,0,204.0655,0,1.5104,0,0,7.82
2nsj,12.56,-16.8893,-5.48,7.0699,0,42.3164,0,2.7818,1.5475,6.7012,4.79
3c8b,20.4464,-27.0306,-5.48,6.4906,2,111.2623,0,3.7654,2.8188,9.846,6.1
3c88,8.399,-15.9749,-5.48,4.3757,2,91.9183,0,4.4454,3.1305,10.5212,6.8
1q54,6.9243,-14.9341,-5.48,2.0548,1.9865,71.7251,0,2.943,5.0668,6.9452,5.85
3zsy,22.9051,-30.1079,-5.48,3.132,0,168.6601,0,0.1117,7.091,2.1743,3.23
2b07,25.9668,-30.0725,-5.48,2.0703,0,210.896,0,1.2919,2.8137,2.7333,6.43
3zq9,8.6503,-11.7777,-5.48,4.5469,0,86.7897,0,0.7327,2.3947,7.4388,6.02
1o2h,23.795,-27.6819,-5.48,2.666,0,150.0945,0,1.8106,2.0763,1.6654,7.17
3qlm,8.2971,-19.5616,-5.48,0,0,175.268,0,0.645,10.6195,2.5097,6.37
3nyx,38.7535,-42.64,-5.48,1.8088,0,292.4978,0,2.4665,1.42,1.2123,7.49
3gy3,21.8148,-23.582,-5.48,2.6363,0,151.8958,0,0.4421,1.3252,3.3105,5.63
3obq,10.2075,-21.4577,-5.48,3.7006,0,197.2219,0,1.0536,10.1966,7.6005,3.54
3iae,33.9733,-49.5052,-5.48,9.2116,0.8476,220.3963,0,7.8409,7.691,6.8902,3.89
1k21,29.1723,-36.0153,-5.48,6.437,0,188.8227,0,3.0039,3.8392,5.1002,8.38
2p2a,34.6456,-40.3406,-5.48,5.5574,0,202.6364,0,4.388,1.307,2.8944,6.12
3u6h,45.0445,-54.386,-5.48,1.8451,0,400.11,0,3.7367,5.6048,1.5897,9
3ip9,14.3067,-17.4224,-5.48,3.0156,0,60.5653,0,2.6066,0.509,2.0375,5.62
2q5k,40.1033,-43.2491,-5.48,2.6753,0,324.422,0,1.4921,1.6537,3.5639,11.3
3f3t,31.9505,-39.2788,-5.48,2.0987,0,250.849,0,3.1113,4.217,1,4.59
1qbq,16.3339,-19.5955,-5.48,0.9469,0,195.7366,0,1.3033,1.9583,4.6673,8.3
3s75,16.4052,-18.0591,-5.48,0.709,1.0601,32.6389,0,0.5417,1.1121,0,6.82
3suu,22.5902,-29.1142,-5.48,5.5195,0,147.0694,0,2.8217,3.7022,4.6907,8.52
1g7q,3.2833,-17.8579,-5.48,6.4791,0,187.3218,0,7.2739,7.3007,12.1793,6.06
1enu,23.4548,-25.5952,-5.48,3.0122,0,85.9359,0,2.1404,0,0,5.08
3i7e,24.2784,-31.0592,-5.48,2.0361,0,234.9107,0,3.1159,3.665,3.4007,10.85
4djy,30.3713,-33.4162,-5.48,2.2685,0,199.7513,0,1.6163,1.4286,1.1764,8.27
3dyo,23.0337,-24.1088,-5.48,4.3171,0,117.4405,0,0.8599,0.2152,3.723,2.3
3gi6,21.8865,-31.233,-5.48,1.9095,0,241.5071,0,3.7397,5.6067,3.4692,11.22
1z71,31.9824,-40.3371,-5.48,2.9649,0,278.4314,0,2.49,5.8647,2.9774,9.18
2jds,40.2281,-43.5686,-5.48,3.8194,0,255.486,0,0.0021,3.3384,1.7813,8.2
1o3d,25.3736,-27.3973,-5.48,2.4611,0,138.9504,0,0.2255,1.7983,1,7.13
2qw1,-0.6611,-2.0285,-5.48,0.4964,0,43.4363,0,1.31,1.3795,3.9811,3.9
2e5y,7.3208,-10.5975,-5.48,7.4776,0,18.8343,0,0.9443,2.3324,8.6178,5.85
4aoi,34.2212,-34.8575,-5.48,2.7175,0,202.4502,0,0.0038,0.6325,1.3225,8.4
2byr,33.6788,-41.305,-5.48,0.6311,0,362.2108,0,2.8842,4.742,3.3834,8.55
1det,9.0428,-10.0624,-5.48,4.3951,0,21.7844,0,0.0949,0.9247,4.9398,4.3
3iph,37.0755,-41.7649,-5.48,2.9886,0,251.7041,0,1.4766,3.2127,1.229,7.6
1d6w,19.5974,-32.2141,-5.48,2.2775,0,221.5735,0,8.9043,3.7124,2.655,5.96
3q1x,18.29,-18.3263,-5.48,4.809,0,25.8043,0,0.0048,0.0315,2.4355,5.33
1xow,43.0981,-43.622,-5.48,2.3237,0,281.5468,0,0.5239,0,1,9.28
3i5z,34.411,-37.9822,-5.48,2.4986,0,249.3152,0,0.4407,3.1305,1.9581,8.7
1g35,40.944,-46.4328,-5.48,4.6801,0,313.9799,0,2.3705,3.1183,4.4587,8.14
1ppc,30.3295,-34.5352,-5.48,4.4792,0,177.9643,0,1.3978,2.808,2.6277,6.16
3ckz,17.0159,-22.2389,-5.48,7.0692,0,58.803,0,4.6448,0.5781,5.3642,8.72
1w11,23.2052,-31.5465,-5.48,6.1272,0,142.6846,0,2.9271,5.4142,4.333,8.22
3g2h,21.8274,-22.6784,-5.48,3.4032,0,133.0514,0,0.1781,0.673,3.8028,3.82
2q64,30.3823,-34.5146,-5.48,0.7886,0,295.7501,0,0.5333,3.599,3.2039,8.52
3h1x,6.2884,-16.4749,-5.48,0.6772,0,111.8174,0,6.5418,3.6447,1.6991,5.89
3ff3,6.073,-7.2065,-5.48,2.8702,0,34.0895,0,0.2411,0.8924,4.6283,3.57
3lzu,19.3684,-27.9168,-5.48,0.8887,0,247.7916,0,5.0528,3.4957,3.72,10.06
1s63,22.1897,-26.285,-5.48,0,1,161.1186,0,2.3148,1.7805,1.5921,9.05
2pym,30.1346,-34.8663,-5.48,1.3189,0,283.6172,0,1.7208,3.0109,3.2039,6.82
3cr5,-16.8411,-13.6922,-5.48,0,0,142.6248,0,15.1628,15.3705,3.3105,4.19
2vvs,26.9425,-30.0562,-5.48,6.3334,0,120.2281,0,1.2981,1.8157,4.1578,7.34
3rv4,18.6613,-26.0979,-5.48,5.6806,2,60.0138,0,4.9337,2.503,6.8113,2.3
2p7g,35.3318,-36.5768,-5.48,1.5632,0,264.8069,0,1.1951,0.0499,1.9948,6.53
3b25,24.2982,-26.5191,-5.48,0.9681,0,152.1839,0,0.027,2.1939,0,6.07
3sut,20.7238,-26.8172,-5.48,4.8441,0,146.7183,0,1.213,4.8804,4.6907,7.85
1iiq,36.2952,-47.6822,-5.48,7.4017,0,304.9001,0,3.9972,7.3898,7.1066,7.48
2pqz,29.7209,-41.5921,-5.48,1.709,0,294.1606,0,5.9209,5.9504,1.5674,5.67
3kjd,25.4462,-26.933,-5.48,1.9985,0,148.1882,0,0.0149,1.4719,1,8.54
1cny,2.0815,-8.8427,-5.48,0.3955,0,108.8947,0,3.4355,3.3256,4.1792,7.85
1epo,25.38,-35.292,-5.48,4.8925,0,236.7999,0,2.3698,7.5423,5.5604,7.96
1h2t,6.5133,-16.1337,-5.48,8.9693,0,100.6349,0,5.0244,4.5959,12.1398,7.89
3bex,4.6083,-7.019,-5.48,1.8695,0,90.3655,0,0,2.4107,5.968,5.57
4ffs,42.1277,-43.6072,-5.48,4.6559,0,259.2853,0,0.9474,0.5322,3.0313,10.44
1sdu,35.6924,-39.7851,-5.48,1.4475,0,333.7931,0,0.9526,3.1401,3.7435,10.07
3zyu,26.3232,-30.364,-5.48,0.212,0,235.9393,0,0,4.0407,1.3394,7
2jjb,37.4611,-37.7331,-5.48,9.472,0,174.4994,0,0.1659,0.1062,7.7343,7.92
1g32,34.3387,-38.9189,-5.48,2.2692,0,260.4477,0,3.5424,1.0377,1.8018,6.11
3lcu,26.926,-28.3752,-5.48,7.6586,0,114.4208,0,0.795,0.6541,6.2781,3.52
2q7q,19.4382,-20.783,-5.48,1.0541,0,122.5834,0,1.2893,0.0555,1,5.3
3i9g,31.735,-38.3347,-5.48,2.3925,2.0002,256.9189,0,3.8557,2.7441,6.741,8.96
3ao5,19.8053,-21.8901,-5.48,0.4408,0,127.6745,0,1.7648,0.32,0,2.23
7upj,30.7356,-35.5854,-5.48,3.6387,0,200.3028,0,0.0004,4.8494,2.1419,8.49
3mfw,1.4253,-4.042,-5.48,1.8781,0,23.6479,0,1.4463,1.1705,4.0928,3.52
4g8y,-2.2513,-4.0703,-5.48,0.6588,0,63.621,0,4.9686,1.353,4.3178,4.59
1moq,3.1928,-5.0626,-5.48,3.1527,0,48.2019,0,1.5454,0.3245,6.4793,3.46
3ao1,12.0679,-13.8469,-5.48,0,0,93.3921,0,1.779,0,1,2.26
3a1d,12.6727,-16.5801,-5.48,3.562,2,39.1449,0,1.8105,2.0969,6.8113,4.12
1nf8,30.3742,-33.9351,-5.48,4.4235,0,160.0487,0,0.3605,3.2004,1.9707,7.82
1ugx,8.6879,-10.2803,-5.48,3.5543,0,98.3903,0,0.4281,1.1643,7.2589,5.91
1zgi,19.6647,-24.9243,-5.48,0.414,0,204.8735,0,2.6534,2.6062,2.308,5.34
2f2h,29.4539,-35.8719,-5.48,5.7617,0,233.703,0,3.2726,3.1454,6.3264,5.7
1hvr,52.1765,-53.4893,-5.48,2.4166,0,393.5853,0,0.015,1.2978,2.3873,9.51
1c4u,16.7561,-28.6091,-5.48,1.7453,0,214.5316,0,8.4731,3.3799,3.0471,10.37
4fcq,23.2724,-30.1554,-5.48,1.1174,0,200.8823,0,5.5186,1.3644,1,7
3kdm,41.1297,-41.1816,-5.48,0.9853,0,298.8949,0,0.0519,0,1,7
3qqa,15.652,-24.6294,-5.48,0.7114,0,259.022,0,2.8603,6.1171,5.286,5.82
1lpz,36.5131,-40.8039,-5.48,2.5141,0,265.1644,0,1.8089,2.482,1.6006,7.6
2zdn,27.4096,-32.7605,-5.48,4.0091,0,165.1344,0,2.0214,3.3295,2.1214,6.25
2rke,9.174,-10.9498,-5.48,2.4855,0,14.4769,0,1.2527,0.5231,1.7679,4.08
4ewn,13.4182,-17.8201,-5.48,4.6524,0,103.3678,0,0,4.4019,5.9738,6.7
2r3w,33.669,-41.7072,-5.48,2.489,0,278.6474,0,2.4236,5.6146,1.8312,6.89
2uyq,13.1085,-13.9208,-5.48,3.4776,0,29.8534,0,0.6172,0.195,2.6044,5.68
1hxb,32.6389,-38.2792,-5.48,2.8477,0,293.5113,0,3.3888,2.2515,4.3176,9.92
2bz6,28.3983,-28.9467,-5.48,3.2478,0,169.9555,0,0.0657,0.4826,2.8382,7.09
2xbw,34.5536,-42.2805,-5.48,2.4037,0,286.3398,0,0.6747,7.0522,1.8475,8
1ql7,24.0222,-29.7629,-5.48,0,0,232.8535,0,3.919,1.8217,1.1566,5
1ajv,39.6985,-45.3793,-5.48,2.5039,0,333.9974,0,1.8618,3.8189,2.9459,7.72
3uj9,11.1661,-12.9106,-5.48,1.869,0,87.0139,0,0.633,1.1116,3.5127,4.63
3s9e,12.8503,-13.6923,-5.48,4.4583,0,44.1872,0,0.0351,0.8069,4.6283,5.13
1gno,-5.0003,-17.1754,-5.48,3.7278,0,189.5722,0,14.0469,8.1288,8.9592,7.7
1oe8,10.4256,-12.4086,-5.48,4.8249,0,45.273,0,0,1.983,5.6576,5.52
2ylc,7.3453,-8.3932,-5.48,2.3814,0,74.1672,0,0.297,0.7509,5.3587,7.89
2h4g,20.9838,-24.9147,-5.48,2.4746,0,150.916,0,0.942,2.9888,2.5343,6.52
2pow,16.6658,-26.7578,-5.48,1.4523,1.3027,73.2637,0,1.3286,8.7634,0,7.2
1qbr,52.7898,-60.4176,-5.48,6.6201,0,354.4766,0,2.9681,4.6597,3.3779,10.57
3bft,16.2742,-19.9612,-5.48,3.8976,0,64.5673,0,3.2652,0.4218,2.3793,6.49
4ehz,25.0613,-25.2297,-5.48,1.5967,0,145.0997,0,0.158,0.0104,1,8
3o5n,14.4767,-26.6287,-5.48,1.6113,0,156.6409,0,6.9186,5.2334,1,4.76
1y3n,4.101,-8.414,-5.48,2.6579,0,85.0592,0,1.1662,3.1468,6.2091,5.55
2fxv,13.2545,-14.0142,-5.48,4.5736,0,52.2957,0,0.2047,0.555,5.0235,5.35
4avi,24.118,-26.031,-5.48,6.325,0,137.9184,0,1.5045,0.4085,6.5277,7.63
3qox,23.6895,-25.9823,-5.48,7.472,0,99.2964,0,0.567,1.7258,6.2781,6.57
3qdd,25.4961,-26.6984,-5.48,0.9411,0,192.3763,0,0.8235,0.3788,1.7316,8.77
3ldq,2.87,-5.1449,-5.48,1.3652,0,51.1261,0,0.3786,1.8963,4.2487,5.36
1olx,39.5919,-47.4933,-5.48,7.2954,2,153.4409,0,6.1816,1.7198,4.8305,4.33
2pyn,29.838,-34.3565,-5.48,0.9369,0,290.1654,0,0.4054,4.113,3.2039,7.57
2o0u,33.9345,-38.0695,-5.48,0.9987,0,278.7303,0,0.0048,4.1302,1.3115,5.49
3kdc,29.1306,-36.6209,-5.48,0.1177,0,341.5185,0,3.5864,3.9039,3.5976,9.28
1a9m,7.1715,-17.685,-5.48,3.5608,0,198.695,0,2.9473,7.5662,8.9592,6.92
3bgb,23.1374,-35.1247,-5.48,2.1039,0,252.4588,0,4.5893,7.398,2.7031,6.05
2gl0,5.5792,-6.4762,-5.48,1.2372,0,61.3232,0,0.5675,0.3296,4.0277,4.82
2zkj,18.1916,-23.6135,-5.48,5.225,2,51.7853,0,3.0905,2.3314,6.8113,5.48
3dp9,39.9969,-41.5309,-5.48,4.253,0,253.0432,0,0.113,1.421,3.0313,9.68
2ra0,21.8396,-33.2782,-5.48,0.7058,0,245.1627,0,6.6674,4.7712,1.2668,7.8
2brm,15.3064,-20.9965,-5.48,0.7406,0,151.1752,0,1.8885,3.8015,1.8143,5.89
1fkn,6.9017,-26.7998,-5.48,7.5232,0,236.5708,0,5.1479,14.7502,12.2994,8.8
3nik,14.9566,-20.2916,-5.48,8.0446,0,74.5169,0,1.3026,4.0323,8.1155,3.45
2qd7,26.3824,-31.8679,-5.48,2.3704,0,236.8128,0,2.0541,3.4314,3.6079,9.1
1a94,10.3207,-33.0275,-5.48,8.4015,0,230.4902,0,7.322,15.3848,10.7347,7.85
3dk1,28.189,-34.3639,-5.48,1.3105,0,275.7131,0,2.5112,3.6638,3.0279,9.74
1g30,31.2454,-37.4727,-5.48,2.3234,0,272.5368,0,2.7434,3.4839,2.9899,6.85
3c2r,7.2076,-16.3199,-5.48,0.9068,0,66.7632,0,3.7588,5.3536,0,3.11
1qhc,-10.2842,-0.5049,-5.48,4.7248,0,64.3757,0,5.5241,5.265,11.0499,7.57
2ha2,15.098,-21.3283,-5.48,0,0,189.1142,0,2.1474,4.0829,2.4524,4.66
1ndz,23.4549,-32.8995,-5.48,1.3938,0,279.1598,0,6.1453,3.2993,3.8662,8.11
3n7h,21.5995,-24.2265,-5.48,0,0,183.4746,0,0.2566,2.3705,1.0625,4.5
1j17,31.8303,-36.2204,-5.48,0,0,288.0462,0,2.4528,1.9374,1.1566,5.22
3hb4,42.9817,-44.2508,-5.48,0.8238,0,354.5855,0,0.0381,1.231,2.1356,9.05
2za5,39.3362,-42.3684,-5.48,2.7589,0,258.4084,0,2.2186,0.8136,1,8.43
3iub,24.4212,-27.762,-5.48,2.3007,0,146.6467,0,0.4937,2.8472,1,4.54
2f7p,27.3929,-34.8849,-5.48,2.6742,2,140.9231,0,6.752,0.74,3.1542,6.6
4djx,28.4233,-30.4433,-5.48,2.4047,0,170.7138,0,0.5958,1.4242,1.1883,7.23
1fkw,9.5139,-12.4703,-5.48,1.9238,0,88.0088,0,2.4557,0.5007,3.8017,5.05
1wht,19.2387,-27.0184,-5.48,3.9211,0,128.2062,0,3.8053,3.9744,2.5619,3.7
1y20,26.9597,-28.9226,-5.48,5.5959,0,62.4979,0,1.2571,0.7058,1,5.32
2rk8,11.4754,-16.1124,-5.48,1.1055,2,0,0,3.5457,1.0913,2,3.64
2i4j,26.5051,-42.2322,-5.48,0.5434,0,355.4356,0,11.774,3.953,2.5972,6.16
2jkp,20.6809,-21.774,-5.48,1.4392,1,111.0673,0,1.093,0,2.9444,4.23
966c,30.359,-40.6971,-5.48,2.4931,2,174.2177,0,6.7796,3.5585,2.1693,7.64
1g45,20.5474,-23.2277,-5.48,1.0658,1,97.3237,0,1.1552,1.5252,1.2613,8.64
3f18,18.1424,-28.949,-5.48,2.5443,2,90.6332,0,7.981,2.8255,3.0051,7.4
2a8g,-0.1566,-9.9148,-5.48,0.9057,0,80.8248,0,9.1362,0.9352,3.1433,3.69
3s8x,18.8414,-22.4817,-5.48,0.8373,1.0307,107.2274,0,1.7717,1.8685,1.7794,7.3
1b1h,37.3016,-41.8121,-5.48,6.9677,0,245.8364,0,1.7046,2.8059,6.1339,7.03
3cl0,20.2345,-23.3467,-5.48,4.1608,0,75.6384,0,2.1913,0.921,1.9063,7.07
2boh,24.37,-34.3069,-5.48,0,0,276.6491,0,5.8054,4.1315,1.3832,8.52
3p8n,35.0854,-43.3098,-5.48,5.8604,0,236.5545,0,1.0022,7.2222,3.68,9.28
1fhd,21.5863,-23.6459,-5.48,4.8417,0,122.5897,0,1.7393,0.3203,4.8236,6.82
1h5v,5.8851,-8.7636,-5.48,4.9454,0,245.251,0,0.0009,2.8776,16.3783,3.93
2hmu,-9.4299,-1.6424,-5.48,3.8967,0,44.5191,0,0.755,10.3174,8.6178,7.7
1oss,21.1625,-21.7576,-5.48,2.5618,0,65.9921,0,0.4789,0.1161,0,4.79
2vzr,17.1202,-18.9317,-5.48,3.6604,1.2892,35.7444,0,0.3036,1.5078,4.1916,4.28
1ogd,9.0672,-10.0879,-5.48,1.8547,0,57.5476,0,1.0207,0,3.25,3.03
3ekr,19.1639,-21.3466,-5.48,0.9305,0,149.277,0,0.0308,2.1519,1.8386,7.52
2qv7,5.7375,-10.0834,-5.48,5.5062,0,31.1927,0,1.9198,2.4261,6.8113,3.66
2b1i,17.3409,-24.6483,-5.48,6.9652,0,73.9146,0,6.2553,1.052,4.978,6.82
2qi6,32.1082,-37.2555,-5.48,2.5209,0,274.1174,0,1.1241,4.0231,3.4047,10.57
3f15,16.8515,-27.2622,-5.48,2.2443,2,114.095,0,5.4643,4.9464,4.3449,8.1
1v1m,33.4372,-41.1912,-5.48,5.9258,2,138.677,0,5.4702,2.2837,4.8305,3.94
2j7d,14.3086,-18.9329,-5.48,3.5849,0,129.5157,0,2.431,2.1933,5.3414,7.13
1pro,39.3075,-42.3866,-5.48,2.9542,0,316.0524,0,0.8645,2.2146,3.8823,11.3
1d4i,40.0254,-44.0295,-5.48,1.8564,0,374.8853,0,0.7629,3.2412,4.497,8.85
3lc3,16.9115,-21.2568,-5.48,1.5319,0,117.7552,0,1.4264,2.919,1.2176,5.23
3own,43.879,-50.7074,-5.48,4.0414,0,327.8814,0,1.9781,4.8503,2.591,7.47
4a95,26.031,-31.7414,-5.48,0,0,261.9769,0,4.6354,1.0749,1.7148,5.76
2w5g,-15.1991,2.9941,-5.48,3.573,0,14.1321,0,5.4127,6.7924,8.6178,6.07
3bra,16.2535,-16.3062,-5.48,1.9822,0,75.8519,0,0,0.0527,1.8238,2.7
1w4p,4.6888,-8.9461,-5.48,3.8728,0,32.6304,0,2.153,2.1043,5.1902,4.74
2ya8,22.9495,-28.5071,-5.48,5.1073,0,92.7246,0,4.4928,1.0648,1.9063,5.75
3dxh,-14.1473,9.5367,-5.48,1.0879,0,33.4961,0,0.1918,4.4187,8.8162,3.19
3ddg,23.8986,-30.3151,-5.48,2.9072,2,111.2674,0,6.3259,0.0906,3.888,6
1o0m,1.6213,-5.0562,-5.48,3.385,0,33.9089,0,2.628,0.8069,6.1316,5.15
2r43,35.4905,-43.8984,-5.48,3.1879,0,277.4226,0,2.7414,5.6665,1.8312,6
3hp9,22.2553,-24.0313,-5.48,0.9131,0,154.3712,0,0.3466,1.4294,1,4.59
3f33,18.1015,-23.3229,-5.48,0,0,183.0663,0,2.8616,2.3598,1.3968,3.34
1b05,29.0006,-33.2321,-5.48,7.144,0,174.6827,0,1.1324,3.0992,6.4635,7.12
1r0p,38.7128,-42.9417,-5.48,2.6352,0,284.2606,0,1.6349,2.5939,1.7962,8
1dhj,20.8385,-22.5341,-5.48,3.6529,0,134.0775,0,0,1.6956,4.2319,6.55
1lgt,28.1101,-33.7823,-5.48,0,2,172.6377,0,4.3348,1.3374,1.5455,6.1
3bva,34.6936,-39.466,-5.48,10.776,0,246.3079,0,0.1595,4.6129,12.0405,6.52
1dar,-1.4553,-7.2162,-5.48,4.7302,0,29.4676,0,5.5774,3.0941,6.8399,4.96
2pyy,15.1241,-16.4837,-5.48,5.348,0,42.648,0,0.2184,1.1412,4.6283,4.6
3si4,32.8136,-36.1578,-5.48,2.9693,0,218.3523,0,1.1036,2.2406,1.8699,3.88
1g54,19.2659,-24.1242,-5.48,0.97,1.0049,111.0185,0,1.9533,2.905,1.4236,8.82
2p7a,22.1852,-22.7478,-5.48,0.7676,0,147.5558,0,0.5626,0,1,6.1
1tog,31.7898,-32.1245,-5.48,4.3513,0,138.7663,0,0,0.3348,1.6111,3.22
1lvu,7.9976,-10.5266,-5.48,4.1898,0,49.8953,0,1.8727,0.6563,5.7755,5.32
1hwr,31.7505,-34.1741,-5.48,2.7487,0,222.9252,0,1.2756,1.148,2.5659,8.33
4do5,21.6526,-21.7318,-5.48,4.8381,0,78.8167,0,0.0727,0.0064,3.5661,5.83
2pfy,20.1553,-24.6265,-5.48,4.2302,0,64.7663,0,4.1787,0.2925,1,6.52
1r1h,34.2459,-44.6474,-5.48,4.2376,1,256.5725,0,7.3377,3.0638,4.3106,8.92
3lgs,9.6132,-14.3798,-5.48,2.6224,0,58.1892,0,3.0759,1.6907,2.6044,4.61
3ivx,29.2655,-38.4708,-5.48,3.8759,0,211.5477,0,1.3927,7.8126,1.8383,5.74
3qt6,10.3073,-16.7151,-5.48,5.2315,0,75.8539,0,4.5223,1.8854,5.9035,5.37
