name,Gold.PLP.Fitness,Gold.PLP.PLP,Gold.PLP.part.hbond,Gold.PLP.part.metal,Gold.PLP.part.buried,Gold.PLP.part.nonpolar,Gold.PLP.part.repulsive,Gold.PLP.ligand.clash,Gold.PLP.ligand.torsion,Gold.PLP.Chemscore.Hbond,Gold.PLP.Chemscore.CHOScore,Gold.PLP.Chemscore.Metal,affinity
1dqn,87.0361,-50.4922,-12.4076,-1.7964,-5.506,-35.5219,0.5428,0,0.9992,8.9087,0,1.9693,8
3v7t,72.5581,-62.5661,-4.9506,0,-4.0834,-58.8241,0.2619,0,2.048,4.696,0,0,7.21
1if8,54.6738,-38.6912,-4.1682,-0.4738,-1.0179,-34.7805,0.0643,0,1.6519,2.3087,0,2.0601,9.64
2bak,109.8139,-102.433,-3.9083,0,-7.6207,-96.9943,0.4854,0,1.8003,2.6605,1,0,7.43
2bvd,83.3254,-52.6394,-11.6277,0,-6.0059,-39.1502,0.0156,0,0.6378,10.6539,0,0,6
3ekp,65.1049,-69.5307,-4.2674,0,1.1986,-68.9004,0.9594,0,3.4294,0.811,0,0,8.89
3d4y,56.6525,-40.2489,-7.4878,-1.8148,1.83,-32.6685,0,5.7887,0.0043,3.4003,0,2,5.7
1fjs,79.0454,-72.4845,-3.8323,0,-2.6678,-74.5207,0.6167,0,4.1576,4.9588,0,0,9.96
3iog,40.2384,-28.8539,-2.6174,-0.6984,-1.8737,-24.4843,0.1132,0,0.3078,2,0,1,5.52
2f1g,38.9946,-39.466,-2.6223,0,6.8361,-51.4424,5.1361,0,1.701,0.9769,0,0,7.54
3pgl,9.2281,-34.6633,0,0,2.4779,-34.6831,0.0991,23.5118,0.9617,0,0,0,5.3
1o3p,54.4274,-54.2769,-4.6147,0,-7.8695,-45.0555,0.5194,0,0.5859,0.4408,0,0,6.66
2vpo,69.2822,-48.8634,-4.8517,0,-8.4421,-38.6399,1.2512,1.263,0.2956,7.4243,0,0,5.42
3cfn,44.6399,-50.0072,-1,0,-3.8558,-45.1694,0.0093,4.75,1.8086,1,0,0,5
1pbq,66.716,-51.6979,-3.9316,0,-6.9768,-42.8669,0.1329,1.1879,0,5.402,0,0,6.27
1sld,67.1853,-72.2094,-4,0,-8.3238,-61.9796,0.1443,4.672,1.2302,0.7028,0,0,6.57
3sxf,82.9956,-78.6782,-1.87,0,-5.0415,-75.4635,0.2539,0,2.0222,1.7873,1,0,8.6
1zog,42.5834,-43.2736,0,0,3.7751,-49.6208,0.0023,0,0.3451,0,0,0,7.15
1hos,83.7806,-78.3634,-5.8365,0,-5.4687,-75.0374,7.0877,0,3.7558,4.3096,0,0,8.55
1tcx,84.3884,-80.5827,-5.7901,0,-9.3867,-71.4642,0.4234,0,2.9017,3.203,0,0,6.95
2qrh,76.2978,-59.8707,-8.8037,0,-12.3352,-40.9463,0.2582,0,0.0965,5.54,0,0,4.71
3m3o,42.8322,-33.0756,-9.0769,0,0.5843,-27.4667,0.1699,5.4273,1.3136,5.937,0,0,3.6
3hww,16.7862,-8.1038,-3.4402,-0.4756,7.6687,-13.0461,0.434,0,0.6924,1.3502,0,1.0028,7.12
1hpo,62.1259,-58.2019,-4.8526,0,-7.8746,-52.8997,0.2298,0,2.983,3.2967,0,0,9.22
6cpa,67.7893,-53.0226,-9.0255,-0.9393,-2.8253,-48.7223,7.0573,1.1451,2.4568,4.9149,0,1.0135,11.52
3h78,39.1908,-35.555,-3,0,-5.0881,-28.4813,0.0688,0,0.3556,1.449,0,0,4.24
2p09,61.0184,-46.8205,-7.264,0,-4.609,-41.5379,0.3476,0,2.0758,6.1165,0,0,6.35
3mof,42.4096,-7.5982,-4.0249,-1.7496,4.0388,-5.7154,0.1587,0,0.1091,3.6765,0,4,3.07
2rcb,55.5219,-27.0846,-8.7194,0,-2.8729,-16.6085,0.2578,0,0.7306,9.9662,0,0,6.79
1ydd,30.208,-21.0402,-4.467,-0.3695,-1.908,-18.5298,1.9942,6.721,1.1476,2.0614,0,2,7.07
3ioc,79.01,-70.2756,-4.7269,0,-8.0234,-57.8405,0.5294,0,1.4736,3.8938,0,0,3.68
1k4h,56.701,-51.9514,-2.5046,0,-6.4472,-45.043,0.2283,0,0.5517,1.951,0,0,5.11
1aid,44.4897,-46.8064,0,0,-1.1179,-49.2083,0,0,1.1583,0,0,0,4.82
3bl0,37.1101,-22.3497,-3.2846,-1,1.4191,-21.7164,0.1006,0,0.1085,0.992,0,2.0002,6.92
1jlr,61.3818,-36.4254,-8.5919,0,-7.3006,-30.9174,9.9518,0,2.1705,9.7658,0,0,3.33
3s71,45.157,-32.1378,-3.0724,-0.7095,-2.6473,-26.7541,0.1212,0,1.0906,1.0399,0,2.0135,8.64
2p3b,101.5799,-87.2757,-9.899,0,-6.1553,-78.59,1.268,3.0279,3.0883,7.8363,0,0,8.48
1jys,35.179,-28.3445,-2,0,-5.1227,-21.5292,0.4724,0,0,1.2782,1,0,3.52
2xeg,139.2608,-108.0173,-13.73,-1,-10.1746,-93.7161,2.9908,0,6.4081,12.7479,0,0.9693,10.7
2oxy,35.7793,-35.7793,0,0,2.3132,-39.3292,0,0,0,0,0,0,6.52
3pd8,59.6619,-33.2967,-11.6106,0,1.9649,-27.765,0.314,0,0.3998,9.0549,0,0,6.46
3ibl,41.9892,-28.4048,-2.3545,-0.7534,-0.9306,-25.0083,0.1357,0,0.9728,1.0565,0,2.0601,7.84
2p7z,63.779,-71.1978,-2.447,0,6.5066,-76.2425,0.0536,2.0649,4.1769,1,0,0,6.58
3fvh,77.9753,-62.5724,-9.8255,0,-11.5595,-44.9284,0.3879,0,3.9727,7.7828,0,0,6.35
2zpk,91.6408,-84.8073,-10.0949,0,-6.7952,-72.8907,0.8409,0,3.707,4.7492,0,0,7.76
3dzt,92.7886,-89.3499,-2.7404,0,-5.793,-83.4141,0.0081,0,2.3071,2.6843,0,0,7.22
2erz,44.1691,-39.8006,-3.9498,0,7.4907,-45.5876,0.2792,0,2.3164,3.0005,0,0,5.66
2vpn,66.939,-47.254,-5,0,-7.0644,-38.8237,0.3119,3.0238,0.2731,7.7517,0,0,6.72
2wec,70.4928,-65.5481,-4.9484,0,-6.9367,-55.2111,0.5604,1.0812,2.7756,3.859,0,0,3.96
2j27,31.3133,-15.9806,-5.2963,0,-4.6548,-13.4437,4.5151,0,0.2627,5.286,0,0,3.52
2vc9,50.2494,-39.114,-5.3307,0,-2.2026,-33.181,0.1638,0,0.0288,3.731,0,0,8.44
3l4z,56.0951,-45.4962,-6.2997,0,-3.933,-35.4151,0.0161,3.0134,1.2545,5.3738,0,0,6.72
3o5x,20.3338,-25.5389,-3.6982,0,-4.4839,-19.9146,0.0558,0,6.8101,2.805,0,0,5.28
3mv0,38.6946,-23.793,-8.7718,0,4.8935,-27.0935,3.8181,0,0.0492,5,0,0,3.85
2xbx,115.6398,-116.5611,-2,0,-13.2375,-108.1618,2.966,0,3.1127,1.768,0,0,7.82
2ccb,56.646,-52.1066,-3,0,-7.1702,-44.7029,0.0313,0,0.7303,2,0,0,7.45
1mu8,87.9785,-81.5592,-2.986,0,-5.3321,-76.8769,0.63,0.665,1.0779,2.08,1,0,9
3n7o,102.0851,-93.219,-5.7965,0,-4.8805,-86.39,0.1358,0,1.483,3.944,0,0,7.14
3cj5,64.9299,-61.1083,-3,0,-5.8594,-55.9655,0.1039,0,1.9316,2.5616,0,0,6.34
3t6b,90.3615,-77.4608,-10.6103,0,-4.2588,-71.2421,0.8254,6.0493,4.8093,9.5229,0,0,6.36
2nn1,25.4334,-22.8899,-2,0,-3.0295,-25.1084,6.6276,0,1.6764,1.36,0,0.3027,5.82
3gkz,63.9491,-56.182,-1.961,0,-3.0898,-54.4547,0.0204,0,0.3596,2.8288,0,0,8
3lpk,128.6164,-120.5057,-9.3302,0,-11.0042,-106.3738,0.3143,0,3.1251,4.787,0,0,9.1
2jke,48.4463,-32.4153,-7.4251,-1,-3.5497,-22.7649,0.0128,0,0.0096,3.3505,0,0.9998,4.23
1yei,86.1913,-81.3466,-4.6102,0,-11.4067,-68.6545,0.2043,0,0.8525,2.1833,0,0,7.46
2ca8,53.0066,-29.7089,-10.4203,0,3.7912,-27.7662,0.7008,0,2.7263,9.5834,0,0,4.66
3da9,78.4662,-72.7654,-3.2914,0,-3.4656,-69.9849,2.2036,0,1.6496,3,0,0,5.51
1nvs,66.875,-62.1688,-1.4773,0,0.017,-62.2675,0.3668,0,0,1.5688,0,0,7.82
2nsj,69.3304,-43.8597,-14.411,0,0.705,-31.9797,1.4913,4.9109,0.2235,9.8114,0.4648,0,4.79
3c8b,85.006,-48.3826,-12.6239,-1.8959,-2.5417,-38.39,0.4577,0,2.8188,10.087,0,2,6.1
3c88,69.5384,-46.4564,-10.6147,-1.858,-0.6591,-36.3754,0.5171,0,3.1305,5.781,0,2,6.8
1q54,30.8258,-26.3317,-5.5409,0.1165,-0.3238,-26.9627,0.3228,10.1286,2.5104,2.5747,0,1.9865,5.85
3zsy,61.0749,-54.3784,-5.7672,0,-6.4294,-49.9099,0.2148,0,1.688,3.3575,0,0,3.23
2b07,83.405,-74.5785,-6.6896,0,-6.7088,-63.6159,0.1097,0,1.6426,4.0372,0,0,6.43
3zq9,60.3883,-38.7435,-6.6065,0,-5.4679,-28.6027,0.1102,0,0.8589,7.7875,0,0,6.02
1o2h,60.8588,-59.6079,-5.9061,0,-7.2047,-50.3551,0.4737,13.3277,0.4666,5.1706,0,0,7.17
3nyx,98.7827,-86.344,-4.6333,0,-3.2701,-79.4837,0.1975,0,0.1491,3.2456,1,0,7.49
3gy3,79.9716,-67.0947,-6.5223,0,-8.2071,-55.9028,0.5075,0,1.3252,5.1758,0,0,5.63
3obq,79.2107,-79.6887,-5,0,-5.9433,-71.019,0.4257,0,6.959,4.48,0,0,3.54
3iae,124.6825,-88.986,-14.8759,-0.1561,-6.6368,-84.2005,8.7193,0,4.0337,10.1976,1,1.6952,3.89
1k21,87.9413,-68.1038,-8.7396,0,-5.1518,-58.5913,1.7522,0,2.7172,8.424,0,0,8.38
2p2a,93.9064,-68.665,-10.1164,0,-5.08,-67.4728,2.4847,0,1.307,9.2851,0,0,6.12
3u6h,111.013,-105.5948,-2,0,-3.7739,-103.8744,0.2503,0,1.7909,2,1,0,9
3ip9,32.1095,-20.5406,-4.4599,0,1.1781,-22.4679,0.2877,0,0.509,4.1956,0,0,5.62
2q5k,108.5334,-101.7908,-7,0,-6.3154,-97.2525,0.5466,0,1.6537,3.35,0,0,11.3
3f3t,79.0937,-78.259,-2.7349,0,-3.8012,-73.2661,0.899,2.7112,1.5271,2.2,0,0,4.59
1qbq,51.4842,-51.3235,-2.4935,0,-3.0505,-48.4364,0,0,1.9583,1.3591,0,0,8.3
3s75,35.8725,-22.7841,-3.361,-0.6896,-3.9372,-16.5703,0.1029,0,1.1121,0.9841,0,2.0601,6.82
3suu,78.3875,-59.8584,-7.5221,0,-4.9129,-56.2456,2.9251,0,0.4743,6.4926,0,0,8.52
1g7q,87.59,-75.6357,-13.32,0,0.2502,-64.0244,0.8773,0,4.6611,7.0922,0,0,6.06
1enu,51.2832,-42.0558,-4.0884,0,-5.7434,-35.0016,2.1548,0,0,3.0758,0,0,5.08
3i7e,69.9927,-68.0637,-6.0161,0,0.4724,-67.9704,0.6565,0,3.665,3.0863,0,0,10.85
4djy,76.9087,-59.8153,-4,0,-4.384,-55.0774,0.2623,0,1.4286,6,0.6502,0,8.27
3dyo,50.2246,-37.0657,-6.4012,0,-3.797,-29.804,0.0844,0,0.2152,4.5297,0,0,2.3
3gi6,67.6847,-71.5676,-4.9004,0,-1.4519,-73.4681,1.2353,3.2092,4.4758,2.7593,0,0,11.22
1z71,100.1024,-96.4571,-3.0564,0,-5.38,-92.9217,1.7796,1.9638,1.6955,3,0,0,9.18
2jds,87.8645,-73.9126,-4.88,0,-10.3069,-64.8981,0.5536,0,1.1889,5.4433,0,0,8.2
1o3d,78.1634,-64.1232,-6.8064,0,-11.515,-49.2051,0.504,0,1.0161,5.3574,0,0,7.13
2qw1,19.7947,-21.0177,-3.6727,0,-1.1848,-15.3926,0,0,1.3795,0.512,0,0,3.9
2e5y,92.3985,-46.3221,-13.9722,0,-10.0051,-25.7056,0.4102,0,1.787,15.5794,0.9708,0,5.85
4aoi,89.7554,-79.5243,-3.3237,0,-10.6443,-70.0929,0.5025,0,0.6325,2.832,1,0,8.4
2byr,88.4287,-90.8722,-2,0,-4.4312,-89.3827,1.3211,0,2.1546,0.6219,0,0,8.55
1det,45.8005,-33.38,-6.7867,0,-7.2767,-23.2944,0.4256,0,0.9247,4.7566,0,0,4.3
3iph,82.7919,-77.8012,-3,0,-5.082,-73.5304,0.3293,0,2.0046,3,0,0,7.6
1d6w,60.1009,-60.2197,-4.8396,0,-1.1836,-62.5768,4.0049,5.5567,2.7616,3.6537,0,0,5.96
3q1x,52.8144,-23.7774,-6.5617,0,-5.0136,-12.7626,0.2218,0,0.0315,9.7,0,0,5.33
1xow,79.1675,-71.8439,-3.219,0,-3.3608,-68.4694,0.2032,0,0,2.4412,0,0,9.28
3i5z,98.8738,-90.6296,-4.656,0,-10.8351,-77.1494,0.32,0,1.5779,2.8,1,0,8.7
1g35,106.6991,-93.6541,-11.2299,0,-0.984,-86.5603,0.1341,0,2.5188,6.0275,0,0,8.14
1ppc,86.8357,-71.4516,-6.8223,0,-8.0977,-58.9208,1.7348,0,2.808,7,0,0,6.16
3ckz,76.8439,-37.6266,-12.7333,0,-1.2357,-27.0842,1.7695,0,0.5781,13.4578,0,0,8.72
1w11,73.3347,-55.2357,-12.4653,0,1.4625,-52.9733,1.7798,0.1148,3.2307,8.2251,0,0,8.22
3g2h,69.4358,-57.1796,-8.4441,0,-8.7975,-42.7698,0.1496,0,0.673,4.534,0,0,3.82
2q64,89.6062,-90.5161,-4.7278,0,-8.266,-80.9409,0.109,0,3.08,1.75,0,0,8.52
3h1x,3.6712,-25.0481,-0.9356,0,7.4196,-33.2158,0.3835,25.256,0.1725,1.408,0,0,5.89
3ff3,43.0676,-28.5732,-6.98,0,-4.0481,-18.2293,0.1735,0,0.8924,5.4264,0,0,3.57
3lzu,64.0007,-62.8438,-6.4515,0,-0.791,-62.6767,1.0392,0,3.4957,2.7161,0,0,10.06
1s63,49.0732,-43.6342,-0.2602,-0.7684,-0.4133,-43.8881,0.0067,0,1.7805,0,1,1,9.05
2pym,89.2012,-88.2223,-6.0836,0,-6.7813,-78.7153,0.1057,0,3.0109,2.3335,0,0,6.82
2vvs,72.3178,-53.9656,-9.17,0,-9.948,-42.1341,1.7485,3.7698,0.2277,7.5258,0,0,7.34
3rv4,113.7063,-62.7906,-12.539,-1.7497,-10.4799,-43.8516,0.8937,0,1.1741,8.7546,1,4,2.3
2p7g,67.9709,-62.5484,-3.1318,0,0.7963,-60.9127,0,0,0.0499,1.8408,0,0,6.53
3b25,47.7646,-49.1524,-2,0,-4.3859,-44.7187,0.2491,0,2.1939,1,0,0,6.07
3sut,78.6349,-65.0291,-9.0085,0,-3.3927,-56.2075,1.8215,4.1034,0.9548,6.5396,0,0,7.85
1iiq,120.6602,-99.029,-11.0497,0,-1.4252,-91.3334,0.9999,0,4.1981,10.0091,0,0,7.48
2pqz,72.8953,-73.108,-5.2061,0,6.0075,-77.7786,0.1841,0,5.9504,3.896,0,0,5.67
3kjd,60.2323,-58.8845,-3,0,-7.8085,-49.5048,0.3885,4.3074,0.1724,2,0,0,8.54
1cny,32.5029,-37.2423,-2.0801,-1,-3.3582,-33.1618,0.1724,0,3.3256,0.6373,0,0,7.85
1epo,84.2517,-83.9255,-12.0744,0,-2.4229,-77.9199,1.0249,5.8951,4.7819,5.2617,0,0,7.96
1h2t,121.6053,-90.0158,-14.1345,0,-10.0224,-75.0081,2.6377,0,2.6498,12.2964,0,0,7.89
3bex,41.4231,-36.3071,-5.0425,0,-6.765,-29.0247,0.0968,0,1.0548,2.4086,0,0,5.57
4ffs,104.6754,-86.1372,-5,0,-10.4619,-76.2763,0.5404,0,0.5322,6,0.5342,0,10.44
1sdu,110.2204,-105.7819,-7.2372,0,-8.3844,-95.2139,0.2004,0,2.2883,3.0051,0,0,10.07
3zyu,63.3298,-64.4504,-0.8767,0,-5.8653,-61.0791,0.2021,0,1.8278,0.845,0,0,7
2jjb,95.4388,-61.3582,-11.94,0,-13.236,-40.7746,0.2134,0,0.1062,11.431,0,0,7.92
1g32,91.1637,-78.9381,-4,0,-5.5073,-76.1372,0.3801,0,1.0377,4.767,0,0,6.11
3lcu,101.9613,-66.6694,-12.2137,0,-9.4436,-51.8536,0.9494,0,0.6541,10.5063,1.6938,0,3.52
2q7q,42.8489,-39.5025,-2.8386,0,-1.6955,-36.533,0.0174,0,0.0555,1.1525,0,0,5.3
3i9g,87.4332,-71.5662,-5.4754,-2,2.9618,-68.8932,0.1529,0,2.7441,3.1179,0,2.0002,8.96
3ao5,52.9321,-52.0841,-1.2338,0,-6.4134,-52.2182,2.9856,0,0.32,0.496,0,0,2.23
7upj,64.4021,-59.1545,-4.9735,0,-11.156,-47.6449,0.2478,0,2.9423,3.7108,0,0,8.49
3mfw,29.6713,-18.537,-4.8827,0,-2.1008,-14.3414,0.4253,0,1.1705,4.4917,0,0,3.52
4g8y,31.7103,-32.243,-6.4287,0,1.0109,-28.6851,0.7037,1.6899,1.353,1.2878,0,0,4.59
1moq,40.2131,-24.8456,-9.7773,0,-0.828,-16.8329,0.3266,0,0.3245,5.3388,0,0,3.46
3ao1,31.033,-31.033,-0.7245,0,-0.9236,-32.1656,0.4028,0,0,0,0,0,2.26
3a1d,87.0295,-49.4542,-5.8786,-1.7265,-10.1155,-37.4675,4.5048,0,0.7069,4.9964,0,4,4.12
1nf8,83.9468,-61.1749,-7.313,0,-7.4292,-48.3669,0.4133,0,0.8661,8.168,0,0,7.82
1ugx,55.5022,-43.1225,-9,0,-5.0064,-32.6893,0.0421,0,1.1643,4.9028,0,0,5.91
1zgi,76.6385,-80.6322,-0.2948,0,-7.52,-74.7442,0.9687,0,2.6062,0.4062,0,0,5.34
2f2h,87.5734,-69.4901,-11.9612,0,-4.0949,-58.3799,0.2183,0,2.0975,7.4261,0,0,5.7
1hvr,120.209,-114.2115,-6.4574,0,-9.2546,-107.0399,0.0381,0,1.2978,2.8644,0,0,9.51
1c4u,60.116,-64.9461,-4.4875,0,-4.4032,-68.7256,4.2503,12.8204,2.2716,4.1779,0,0,10.37
4fcq,54.044,-49.3628,-1.6341,0,1.1125,-52.0922,0.2231,0,1.3644,2.47,0,0,7
3kdm,74.553,-71.553,-1.211,0,-5.5753,-68.8517,0,0,0,1,0,0,7
3qqa,26.7136,-45.7913,-3,0,-0.7685,-42.4791,0.0025,18.5883,1.7447,1,0,0,5.82
1lpz,106.181,-98.1928,-3.8671,0,-8.6611,-89.6823,0.3619,3.8885,1.3405,4.8525,0,0,7.6
2zdn,82.6785,-65.261,-8.2223,0,-4.8432,-58.2296,0.455,0,1.1553,6.576,0,0,6.25
2rke,34.1319,-21.5937,-5.5083,0,-3.8208,-13.4755,0.1203,0,0.5231,4.5281,0,0,4.08
4ewn,49.3519,-40.8487,-6.4791,0,-7.7033,-29.541,0.1001,1.1422,2.6773,5,0,0,6.7
2r3w,87.648,-82.443,-6.5947,0,-5.1737,-77.3098,0.4321,0,5.6146,5.4781,0,0,6.89
2uyq,43.0914,-31.3035,-4,0,-7.391,-22.5651,1.5584,0,0.195,3.688,0.3713,0,5.68
1hxb,98.2612,-92.14,-7.158,0,-4.61,-83.5545,2.7333,0,2.2515,3.5414,0,0,9.92
2bz6,91.9184,-75.9224,-7.1418,0,-13.1175,-58.5348,0.6422,0,0.4826,5.6538,0,0,7.09
2xbw,125.9424,-124.1372,-2.9975,0,-16.0643,-109.6339,0.5905,0,2.8009,2.469,0,0,8
1ql7,74.2652,-77.9086,0,0,-5.719,-75.6306,0.919,0,1.8217,0,0,0,5
1ajv,106.2809,-100.4207,-7.8437,0,-2.7959,-95.8265,0.1342,0,2.5659,3.664,0,0,7.72
3uj9,47.5289,-36.194,-7.8302,0,-5.0068,-27.8321,0.1416,0,0.1075,3.85,0,0,4.63
3s9e,58.4516,-36.7609,-10.7627,0,-6.0574,-22.9951,0.1999,0.7754,0.8069,8.0266,0,0,5.13
1gno,35.0252,-33.8242,-8.6747,0,22.6742,-53.8555,6.1797,1.1781,5.4764,4.444,0,0,7.7
1oe8,60.1632,-36.8274,-8.6488,0,-8.994,-21.6663,0.6407,0.9309,1.983,9.4108,0,0,5.52
2ylc,49.4527,-43.2491,-3.7862,0,-5.753,-36.4252,0.363,0,0.7509,2.5685,0,0,7.89
2h4g,64.2053,-50.2367,-5.4772,0,-4.7411,-44.4468,0.1467,0,1.7224,5.8045,0,0,6.52
2pow,45.756,-31.9694,-4.2806,-0.7133,-3.8455,-24.9709,0.261,0.3783,3.2298,2.2694,0,2.3027,7.2
1qbr,142.2959,-124.6204,-12.3467,0,-7.6658,-107.8778,0.6125,0,1.8485,7.1242,0,0,10.57
3bft,55.3824,-32.8531,-9.4795,0,-2.8269,-27.2084,1.6691,0.0427,0.4218,7.8052,0,0,6.49
4ehz,59.3465,-50.3672,-2,0,-4.5223,-47.399,0.2181,0,0.0104,2,1,0,8
3o5n,45.4498,-40.5312,-5.4033,0,2.2286,-45.0209,6.5164,0,1.2948,2.5027,0,0,4.76
1y3n,55.9143,-48.0272,-11.3663,0,-10.2122,-32.2875,0.1365,0,1.8149,3.839,0,0,5.55
2fxv,79.7869,-62.0022,-10.9634,0,-12.8121,-43.4188,0.4668,0,0.555,6.2983,0,0,5.35
4avi,70.88,-49.2616,-9.3149,0,-3.927,-39.4549,0.0783,0,0.4085,7.4785,0,0,7.63
3qox,100.6623,-71.7233,-10.5846,0,-11.13,-55.2116,1.0573,0,1.7258,9.278,1.5189,0,6.57
3qdd,61.8742,-59.6317,-1,0,-5.3705,-59.1449,0.1851,0,0.3788,1,0,0,8.77
3ldq,44.6357,-43.8875,-3.5103,0,-7.2278,-37.1443,0.4676,2.8038,0.66,1.624,0,0,5.36
1olx,135.084,-72.9289,-12.5728,-2,-4.9607,-65.8352,4.938,0,1.7198,12.8649,1,4,4.33
2pyn,86.3325,-87.472,-5.2815,0,-8.5102,-79.4899,0.1033,0,3.0369,1.6448,0,0,7.57
2o0u,91.4767,-91.8267,-1,0,-8.5192,-85.4686,0.2257,0,1.675,1,0,0,5.49
3kdc,102.8155,-106.9904,-3.9046,0,-3.0566,-105.2296,2.4773,0,3.3862,0.8658,0,0,9.28
1a9m,69.4484,-67.8286,-7.9055,0,-6.4795,-60.1034,0.9882,0,5.4654,4.1835,0,0,6.92
3bgb,62.9135,-63.9317,-3.4987,0,0.2484,-66.2641,0.4583,0,6.2035,3.7963,0,0,6.05
2gl0,55.0178,-50.5889,-3.7227,0,-7.6833,-42.1164,0.0595,0,0.3296,1.696,0,0,4.82
2zkj,89.0857,-46.822,-9.2367,-1.6119,-4.9848,-34.2072,0.6108,0,1.0827,6.8097,0,4,5.48
3dp9,103.1776,-85.7093,-5.2758,0,-10.3051,-74.6767,0.5204,0,1.421,5.9588,0.8114,0,9.68
2ra0,78.1497,-82.2825,-3.0311,0,2.4159,-91.2495,4.7143,0,4.7712,1.054,0.7492,0,7.8
2brm,49.5121,-47.9659,-1.4304,0,-2.4202,-48.0226,0.2286,0.2554,1.8332,0.8226,1,0,5.89
1fkn,94.6171,-94.5548,-14.5457,0,-9.1709,-78.541,0.6801,9.7296,7.5466,8.2951,0,0,8.8
3nik,78.1003,-44.1929,-12.144,0,-4.2108,-34.4021,0.5751,0,3.0603,13.3427,0,0,3.45
2qd7,84.1602,-79.9771,-6.8691,0,-5.2239,-73.8217,0.9935,0,3.4314,3.682,0,0,9.1
1a94,75.5664,-64.3259,-9.4041,0,-5.5945,-70.6427,7.1401,4.6743,5.9419,9.2663,0,0,7.85
3dk1,87.7939,-86.4851,-5.2024,0,-6.4048,-79.301,1.3073,0,3.0393,2.4625,0,0,9.74
1g30,101.4488,-87.8989,-4,0,-8.1695,-79.1162,0.3947,0,2.093,4.912,1,0,6.85
3c2r,34.0939,-27.7722,-4.0705,0,1.0009,-25.8757,0.0809,0,1.1791,2.8933,0,0,3.11
1qhc,63.9721,-54.02,-9.2259,0,-9.0852,-45.8265,4.5557,0,3.5059,5.5148,0.1398,0,7.57
2ha2,45.7965,-55.5945,-2.0665,0,-6.2118,-50.242,0.0905,6.5861,1.606,0,0,0,4.66
1ndz,73.3806,-71.5449,-3.4884,0,-4.6494,-75.7119,4.0379,0.0275,1.8467,1.8125,0.0397,0,8.11
3n7h,55.1929,-58.9285,0,0,-3.3039,-58.0634,0.1206,1.3078,1.2139,0,0,0,4.5
1j17,88.474,-92.3488,-0.2126,0,-8.3164,-90.1521,0.1637,0,1.9374,0,0,0,5.22
3hb4,94.2058,-93.7427,-2,0,-7.6672,-86.1982,0.0619,0,1.231,0.975,0,0,9.05
2za5,89.1658,-78.4218,-4.4661,0,-7.2915,-71.143,1.6599,0,0.8136,4.1238,0,0,8.43
3iub,57.04,-53.4976,-3.5456,0,-6.9236,-47.9184,0.7082,1.8877,1.785,3,0,0,4.54
2f7p,56.3706,-30.287,-8.5706,-1.9862,11.4607,-38.8234,0.1254,0,0.74,5.1878,0,2,6.6
4djx,66.6981,-50.1714,-4.3209,0,-3.5004,-45.3977,0.3143,0,1.4242,6,0.4584,0,7.23
1fkw,49.3426,-38.6628,-4.0845,0,-6.4832,-41.0483,3.5621,0,0.5007,2.7638,1.13,0,5.05
1wht,52.1298,-40.8308,-6.6139,0,2.2309,-43.0412,2.8379,0,0.9605,4.4066,0,0,3.7
1y20,52.7769,-27.2125,-7,0,-1.1625,-22.6042,0.2155,0,0.7058,8.992,0,0,5.32
2rk8,32.1189,-11.249,-5.1795,-1.7952,2.4338,-6.3488,0.1577,0,1.0913,1.6842,0,3,3.64
2i4j,65.5103,-68.4689,-4.0851,0,9.1713,-76.5436,0.1305,3.2885,1.7056,1.247,0,0,6.16
2jkp,50.7184,-37.6176,-6.7414,-1,-1.4099,-29.5832,0.0084,0,0,2.3669,0,1,4.23
966c,61.628,-46.9321,-4.0389,-1.8797,0.737,-49.5051,6.3844,0,2.4201,2.512,0,2,7.64
1g45,50.9954,-36.0148,-4,-0.5236,-1.488,-31.257,0.0755,0,1.5252,2.0103,0,2,8.64
3f18,39.4502,-31.4311,-6.3881,-1.81,3.7129,-30.089,6.4129,5.9866,2.8255,2.5522,0,2,7.4
2a8g,28.5511,-25.2207,-2.679,0,10.7172,-41.3264,4.4227,0,0.9352,1.12,0.6136,0,3.69
3s8x,47.8146,-38.5553,-2.8851,-0.6676,-3.7808,-34.1804,0.0854,2.7078,1.8685,1.1734,0,2.0307,7.3
1b1h,118.0904,-90.16,-12.3893,0,-7.1604,-74.0536,0.642,0,2.8059,11.1807,0,0,7.03
3cl0,61.1309,-35.7105,-6.2591,0,-3.4284,-28.959,0.1393,0,0.921,9.0875,0,0,7.07
2boh,69.2888,-77.276,-1.5764,0,-0.5575,-82.0558,0.2875,5.0974,1.4449,0,0,0,8.52
3p8n,109.7654,-96.1531,-6,0,-14.5402,-83.6662,0.7662,0,3.1876,5.976,0.6864,0,9.28
1fhd,75.8555,-53.9269,-11.8545,0,-4.1325,-41.1819,0.4253,0,0.3203,7.5231,0,0,6.82
1h5v,100.6903,-82.0016,-14.564,0,-11.9778,-59.9235,0.0357,0,2.8776,8.148,0,0,3.93
2hmu,66.072,-54.34,-5.7781,0,-8.5777,-42.9272,0.6172,0,2.9476,5.8589,0.0168,0,7.7
1oss,47.0583,-32.5606,-3.4122,0,-4.9365,-26.3603,0.1761,0,0.1161,4.91,0,0,4.79
