name,Orientation_Score,Affinity_Score(Heavy_Ligand_Atoms),Affinity_Score,Buried_Protein_Hydrophobic_Term,Hydrophobic_Complementarity_Term,Polar_Component_Term,Number_of_Protein-Ligand_Hydrophobic_Contacts,Number_of_Protein-Ligand_H-bonds,Number_of_Protein-Ligand_Salt-bridges,Number_of_Metal-Ligand_Bonds,Number_of_Interfacial_Unsatisfied_Polar_Atoms,Number_of_Interfacial_Unsatisfied_Charged_Atoms,Buried_Carbons,affinity
1pxn,-7.692,-0.099,-7.394,-3.669,-0.249,1.742,78,3,0,0,11,2,1.000,7.15
1nc3,-9.326,-0.134,-7.770,-2.309,-0.913,0.670,64,8,3,0,5,0,1.000,5
1h22,-9.837,-0.126,-9.495,-6.038,-0.249,2.010,125,3,0,0,14,1,0.929,9.1
1z95,-8.684,-0.105,-8.259,-4.183,-0.332,1.474,81,4,0,0,10,1,1.000,4.3
1lpg,-10.526,-0.135,-10.758,-7.537,-0.415,2.412,146,1,4,0,18,0,0.971,7.09
1gpn,-7.439,-0.137,-7.830,-3.735,-0.083,1.206,80,1,0,0,7,2,1.000,6.48
1qf1,-9.510,-0.192,-10.209,-4.531,-0.996,0.536,78,8,4,0,3,1,1.000,7.32
1ps3,-9.104,-0.174,-8.009,-1.865,-1.328,0.402,45,6,10,0,3,0,1.000,2.28
2br1,-6.994,-0.102,-8.181,-4.756,-0.083,1.876,68,1,0,0,13,1,1.000,5.14
1y6r,-9.841,-0.186,-8.944,-2.998,-0.996,0.268,78,6,6,0,2,0,1.000,10.11
1c5z,-6.786,-0.143,-6.508,-1.596,-0.498,0.804,38,2,4,0,6,0,1.000,4.01
1yc1,-7.912,-0.113,-8.265,-3.838,-0.415,1.206,73,3,2,0,9,0,0.947,6.17
1uv6,-6.386,-0.066,-5.878,-1.381,-0.083,0.804,41,1,0,0,6,0,1.000,5.12
1yvm,-6.301,-0.173,-7.640,-2.441,-0.249,0.268,46,3,0,0,1,1,1.000,6.4
1fzm,-12.831,-0.105,-12.367,-7.582,-1.577,2.010,110,16,3,0,10,5,1.000,7.7
1tni,-6.568,-0.123,-6.573,-2.312,-0.249,1.206,49,1,2,0,9,0,1.000,4
1hvl,-10.374,-0.141,-13.409,-9.352,-0.581,1.742,115,7,0,0,11,2,1.000,9.95
1jev,-12.222,-0.179,-11.138,-5.281,-1.577,0.938,102,12,7,0,6,1,1.000,6.89
1bcd,-6.645,-0.088,-5.920,-0.440,-0.664,0.402,9,4,4,0,3,0,1.000,8.7
2pcp,-8.104,-0.149,-7.901,-3.672,-0.083,1.072,94,1,0,0,7,1,1.000,8.7
1iy7,-9.909,-0.252,-9.251,-2.258,-1.909,0.134,28,4,19,0,1,0,1.000,6.19
1l83,-5.753,-0.230,-6.600,-1.382,-0.000,0.000,44,0,0,0,0,0,1.000,3.4
2sim,-8.499,-0.126,-7.732,-1.588,-1.328,0.402,27,6,10,0,3,0,1.000,3.42
1n51,-10.470,-0.162,-10.565,-4.740,-1.411,0.804,75,5,12,0,3,3,1.000,4.85
2am4,-11.360,-0.109,-9.154,-3.233,-1.909,1.206,46,12,11,0,8,1,1.000,3.72
1pfu,-6.397,-0.067,-5.891,-1.177,-0.166,0.670,40,1,1,0,5,0,1.000,2.72
1ecv,-8.306,-0.143,-7.508,-2.079,-0.747,0.536,56,3,6,0,4,0,1.000,4.85
3pck,-6.218,-0.103,-6.349,-1.367,-0.166,0.402,37,2,0,0,0,3,1.000,6.7
1lzq,-11.067,-0.150,-12.705,-8.399,-0.830,1.742,116,6,4,0,12,1,1.000,8.39
1t4v,-8.442,-0.093,-7.728,-3.888,-0.498,1.876,61,2,4,0,12,2,0.947,7.68
1fiv,-12.542,-0.147,-14.202,-10.049,-1.079,2.144,124,13,0,0,12,4,1.000,6.59
2ez7,-5.016,0.021,-4.989,-0.677,-0.166,1.072,7,0,2,0,7,1,1.000,4.36
2gyi,-7.524,-0.169,-6.908,-0.911,-0.913,0.134,19,4,7,0,1,0,1.000,7
1tuf,-7.478,-0.101,-6.526,-1.850,-0.664,1.206,37,0,8,0,8,1,1.000,4.05
1y1z,-7.932,-0.250,-7.218,-1.170,-0.830,0.000,40,4,6,0,0,0,1.000,3.08
2gvj,-9.077,-0.148,-9.518,-5.206,-0.166,1.072,130,2,0,0,5,3,0.958,9.52
1j01,-8.321,-0.168,-8.239,-2.293,-0.996,0.268,40,8,4,0,2,0,1.000,6.47
1qb6,-8.581,-0.075,-7.396,-3.658,-0.664,2.144,69,4,4,0,15,1,0.950,6.06
1dud,-7.746,-0.049,-6.395,-1.853,-0.664,1.340,38,8,0,0,8,2,0.889,4.82
1ws1,-8.458,-0.099,-7.986,-3.661,-0.581,1.474,56,7,0,0,8,3,0.842,9.55
1yc4,-6.983,-0.112,-7.460,-3.148,-0.166,1.072,62,2,0,0,8,0,1.000,6.55
1sb1,-9.190,-0.098,-9.059,-5.436,-0.415,2.010,95,5,0,0,14,1,0.929,6.89
1ydb,-7.168,-0.102,-6.538,-1.409,-0.581,0.670,27,3,4,0,5,0,1.000,8.24
1bai,-9.498,-0.074,-9.628,-7.013,-0.747,3.350,70,8,1,0,14,11,1.000,7.7
2boj,-8.675,-0.205,-7.474,-1.132,-1.660,0.536,13,7,13,0,3,1,0.833,5.77
1b46,-10.843,-0.179,-9.864,-3.905,-1.411,0.670,73,10,7,0,5,0,1.000,5.28
1mtr,-9.353,-0.129,-10.781,-7.292,-0.415,2.144,91,5,0,0,12,4,1.000,8.4
2olb,-11.983,-0.178,-10.216,-4.193,-1.743,0.938,81,12,9,0,6,1,1.000,5.54
1z6s,-7.917,-0.081,-7.070,-2.062,-0.996,1.206,30,5,7,0,6,3,1.000,4.34
1bxq,-9.472,-0.109,-9.909,-5.552,-0.747,1.608,79,9,0,0,9,3,0.966,7.38
2bza,-6.301,-0.143,-6.360,-1.614,-0.332,0.804,35,2,2,0,6,0,1.000,2.8
1uz1,-7.388,-0.163,-7.013,-1.399,-0.664,0.268,33,8,0,0,1,1,1.000,6.89
1fzo,-11.946,-0.107,-12.476,-8.272,-0.996,2.010,137,9,3,0,13,2,0.913,7.89
2jxr,-9.915,-0.119,-10.709,-6.320,-0.913,1.742,82,11,0,0,12,1,0.969,7.05
1uwu,-8.684,-0.160,-7.301,-1.406,-1.079,0.402,42,5,8,0,3,0,1.000,5.98
2cf8,-9.090,-0.145,-9.860,-5.535,-0.581,1.474,87,3,4,0,10,1,0.962,8.1
1hvj,-10.195,-0.143,-13.374,-9.100,-0.664,1.608,109,8,0,0,8,4,1.000,11.4
1msm,-10.477,-0.141,-10.990,-7.335,-0.581,2.144,120,3,4,0,15,1,1.000,10.48
1elc,-9.364,-0.075,-7.934,-5.683,-0.249,3.216,123,2,1,0,23,1,1.000,6.66
1l6m,-5.633,-0.099,-6.311,-1.648,-0.249,0.804,27,2,1,0,3,3,1.000,8.1
1alw,-5.665,-0.164,-7.191,-2.075,-0.166,0.268,33,0,2,0,1,1,1.000,6.52
1met,-10.485,-0.164,-12.090,-7.599,-0.747,1.474,111,9,0,0,10,1,1.000,9.4
1m4h,-12.579,-0.114,-12.711,-8.009,-1.494,2.010,110,11,7,0,11,4,0.977,9.52
1b8n,-7.836,-0.129,-7.793,-2.530,-0.581,0.536,47,7,0,0,3,1,1.000,10.52
1pot,-9.206,-0.211,-7.328,-1.631,-0.747,0.268,80,3,6,0,2,0,1.000,5.49
2i3h,-9.343,-0.134,-9.789,-4.411,-0.830,0.670,82,6,4,0,3,2,0.917,7.4
1i9n,-7.049,-0.118,-7.819,-2.639,-0.498,0.536,33,2,4,0,4,0,0.857,8.66
1kmy,-7.275,-0.192,-7.907,-2.676,-0.415,0.402,61,5,0,0,0,3,1.000,5.1
1usn,-7.718,-0.075,-7.251,-3.411,-0.498,1.876,55,4,2,0,9,5,1.000,7.74
1r4w,-8.808,-0.142,-8.053,-2.324,-0.913,0.402,57,5,6,0,3,0,1.000,4.05
2h6b,-7.353,-0.182,-7.400,-1.869,-0.581,0.268,38,5,2,0,2,0,1.000,5.39
1n3i,-8.161,-0.130,-7.690,-2.778,-0.498,0.804,65,6,0,0,4,2,1.000,8.89
1bn3,-7.713,-0.158,-8.862,-3.650,-0.664,0.670,42,3,5,0,5,0,1.000,9.89
1b4z,-11.247,-0.168,-9.762,-3.688,-1.660,0.804,63,11,9,0,5,1,1.000,5.23
1rp7,-10.976,-0.110,-8.188,-2.982,-1.328,1.340,71,9,7,0,7,3,1.000,8.52
1q91,-8.309,-0.099,-7.996,-3.971,-0.415,1.608,75,5,0,0,8,4,1.000,4.15
2c3l,-6.366,-0.132,-7.585,-3.139,-0.166,0.938,49,2,0,0,7,0,1.000,5.07
1e4h,-5.118,-0.082,-6.204,-1.120,-0.000,0.134,18,0,0,0,0,1,0.833,8.41
1li6,-5.614,-0.204,-6.441,-1.140,-0.083,0.000,33,1,0,0,0,0,1.000,3.8
1mjj,-8.830,-0.130,-9.518,-4.823,-0.415,0.938,98,5,0,0,4,3,1.000,8.74
1w4q,-7.529,-0.067,-6.617,-1.590,-0.747,0.938,29,8,1,0,7,0,0.778,5.26
1a99,-7.582,-0.214,-6.502,-0.920,-0.498,0.134,50,2,4,0,1,0,1.000,5.7
2fqt,-8.855,-0.153,-7.827,-2.034,-1.245,0.670,32,9,6,0,3,2,1.000,6.14
2aog,-11.477,-0.127,-12.097,-7.593,-1.162,1.876,96,11,3,0,10,4,1.000,6.28
1pa9,-8.425,-0.142,-7.349,-1.620,-0.913,0.402,37,5,6,0,2,1,1.000,4.6
1gj7,-8.715,-0.136,-8.754,-4.531,-0.747,1.742,72,5,4,0,13,0,0.952,7.89
1g7g,-11.283,-0.132,-10.907,-5.969,-1.328,1.608,102,6,10,0,11,1,0.933,6.6
1sh9,-9.102,-0.090,-9.712,-6.542,-0.498,2.546,82,6,0,0,17,2,0.973,6.03
1hnn,-7.586,-0.140,-7.179,-2.299,-0.332,0.670,69,1,3,0,5,0,1.000,6.24
1gyx,-6.936,-0.191,-6.938,-1.656,-0.332,0.268,54,1,3,0,2,0,1.000,2.48
2j47,-9.163,-0.148,-9.065,-3.687,-0.830,0.670,68,9,1,0,3,2,0.941,5.41
1w5y,-10.901,-0.122,-11.579,-8.026,-0.747,2.412,113,9,0,0,16,2,1.000,8.48
1z1h,-8.480,-0.123,-10.122,-6.582,-0.332,2.010,81,4,0,0,12,3,1.000,8.4
1mue,-8.335,-0.090,-8.095,-4.370,-0.249,1.742,83,3,0,0,13,0,1.000,8.64
2i80,-7.430,-0.046,-6.044,-2.753,-0.083,2.010,63,1,0,0,14,1,1.000,5.4
1m48,-8.945,-0.141,-9.870,-4.824,-0.498,0.670,94,2,4,0,3,2,0.846,5.09
1koj,-8.527,-0.081,-6.519,-0.943,-1.162,0.804,13,12,2,0,5,1,1.000,6.7
1c1r,-7.654,-0.107,-7.571,-3.163,-0.664,1.474,52,4,4,0,10,1,0.875,7.63
1g4o,-6.789,-0.154,-8.297,-2.849,-0.498,0.268,33,2,4,0,2,0,0.857,8.25
1ajx,-8.905,-0.135,-10.619,-6.913,-0.498,2.010,91,6,0,0,13,2,1.000,7.91
1ucn,-10.023,-0.097,-7.836,-2.298,-1.660,1.340,53,7,13,0,7,3,1.000,5.22
1xk9,-7.720,-0.113,-7.696,-3.735,-0.083,1.340,100,1,0,0,7,3,0.941,6.85
1b6j,-10.113,-0.113,-10.755,-6.366,-0.913,1.742,68,10,1,0,11,2,1.000,7.92
3jdw,-6.437,-0.162,-6.674,-1.060,-0.664,0.268,15,3,5,0,2,0,1.000,3.6
1jeu,-11.392,-0.167,-9.886,-3.946,-1.660,0.938,68,11,9,0,6,1,1.000,6.82
2bo4,-7.364,-0.142,-7.058,-1.329,-0.913,0.402,16,4,7,0,2,1,1.000,4.61
1gar,-11.736,-0.091,-9.599,-5.350,-1.577,2.546,76,12,7,0,16,3,0.926,10
1g53,-7.205,-0.145,-8.399,-3.353,-0.498,0.670,37,2,4,0,5,0,1.000,9.04
1oz0,-9.841,-0.055,-8.346,-6.433,-0.581,3.886,91,7,0,0,19,10,0.906,7.7
3pcn,-7.464,-0.157,-7.100,-1.869,-0.415,0.402,54,4,1,0,0,3,1.000,3.66
1uwf,-7.567,-0.143,-7.502,-2.073,-0.747,0.536,27,8,1,0,3,1,0.900,6.82
1b5i,-10.382,-0.142,-9.064,-3.724,-1.328,1.206,64,9,7,0,8,1,1.000,7.05
1qkb,-10.854,-0.175,-9.773,-3.948,-1.411,0.804,71,10,7,0,5,1,1.000,7.35
3kiv,-7.612,-0.234,-7.324,-1.410,-0.830,0.134,34,0,10,0,1,0,1.000,4.7
1b2h,-11.471,-0.178,-10.025,-3.951,-1.660,0.804,72,11,9,0,5,1,1.000,4.54
1qbv,-8.464,-0.124,-8.686,-4.125,-0.415,1.072,84,3,2,0,8,0,1.000,5.39
1ork,-8.969,-0.114,-9.451,-5.094,-0.747,1.608,66,6,3,0,6,6,1.000,8.81
2il2,-10.773,-0.138,-11.271,-6.997,-0.664,1.608,122,8,0,0,11,1,1.000,7.1
1utl,-6.238,-0.144,-6.659,-2.047,-0.332,0.938,35,2,2,0,6,1,1.000,2.47
2hb3,-9.381,-0.130,-10.305,-6.816,-0.415,2.144,92,5,0,0,15,1,1.000,11.35
1ec9,-8.863,-0.140,-7.035,-1.127,-1.494,0.804,14,10,8,0,5,1,1.000,3.1
1v2k,-8.811,-0.099,-8.593,-5.034,-0.083,1.742,115,1,0,0,12,1,0.960,6.19
1ndv,-9.499,-0.140,-8.718,-3.876,-0.830,1.206,93,0,10,0,7,2,0.938,5.92
1tx7,-7.395,-0.129,-6.899,-1.821,-0.664,0.804,38,4,4,0,6,0,1.000,4.6
2c92,-11.410,-0.125,-9.103,-3.463,-1.494,1.072,74,16,2,0,6,2,1.000,5.68
1b58,-11.777,-0.182,-10.851,-4.860,-1.577,0.804,85,11,8,0,5,1,1.000,6.59
1k22,-9.764,-0.130,-9.252,-4.359,-0.747,1.072,93,5,4,0,6,2,1.000,8.4
1mh5,-9.005,-0.127,-9.423,-4.862,-0.415,1.072,99,4,1,0,7,1,1.000,9.21
1stc,-9.203,-0.141,-10.142,-6.200,-0.332,1.608,109,2,2,0,12,0,1.000,8.1
1gj6,-8.914,-0.162,-9.423,-4.798,-0.747,1.340,76,5,4,0,10,0,1.000,7
1qf2,-7.129,-0.123,-8.777,-4.165,-0.332,0.938,60,4,0,0,3,4,0.864,5.92
1dmp,-9.653,-0.134,-10.579,-6.656,-0.581,1.876,98,7,0,0,13,1,1.000,9.55
2fpz,-6.244,-0.078,-5.996,-1.601,-0.249,1.072,36,3,0,0,8,0,1.000,3.96
1njd,-7.762,-0.078,-6.786,-1.810,-0.830,1.072,24,10,0,0,3,5,1.000,5.57
1w5v,-11.251,-0.139,-12.179,-8.709,-0.664,2.412,131,8,0,0,15,3,1.000,8.15
1ro7,-12.454,-0.114,-9.996,-4.158,-1.826,1.206,78,21,1,0,8,1,0.950,3.18
1lke,-8.144,-0.130,-8.863,-4.602,-0.249,1.206,77,3,0,0,8,1,0.913,7.52
1xap,-9.616,-0.220,-10.943,-5.310,-0.415,0.000,118,2,3,0,0,0,0.958,8.7
1qka,-13.336,-0.183,-10.713,-4.192,-2.241,0.938,81,14,13,0,6,1,1.000,5.92
1mfa,-7.261,-0.049,-6.819,-3.011,-0.332,1.742,52,4,0,0,9,4,0.789,5.04
1qan,-8.801,-0.101,-7.840,-3.432,-0.664,1.474,58,6,2,0,11,0,1.000,4.48
1jfh,-6.499,-0.078,-7.162,-2.767,-0.249,1.072,44,3,0,0,7,1,0.929,2.05
1dqn,-9.897,-0.112,-7.911,-2.086,-1.411,0.804,38,15,2,0,5,1,0.909,8
1if8,-7.441,-0.153,-9.207,-3.727,-0.664,0.402,38,3,5,0,3,0,0.842,9.64
2bvd,-9.243,-0.170,-8.784,-2.723,-1.245,0.402,53,7,8,0,2,1,1.000,6
1fjs,-9.765,-0.074,-8.036,-5.000,-0.498,2.680,110,2,4,0,19,1,0.920,9.96
2f1g,-7.863,-0.106,-8.609,-5.503,-0.166,2.278,81,2,0,0,15,2,1.000,7.54
1sld,-8.428,-0.079,-9.402,-5.460,-0.332,1.608,93,4,0,0,11,1,0.758,6.57
1zog,-5.813,-0.086,-6.512,-2.098,-0.000,0.804,35,0,0,0,6,0,1.000,7.15
1hos,-9.289,-0.103,-10.888,-7.316,-0.498,2.144,86,6,0,0,14,2,0.905,8.55
1tcx,-9.070,-0.141,-10.721,-6.798,-0.581,1.876,82,5,2,0,12,2,1.000,6.95
1hpo,-7.629,-0.104,-8.951,-5.226,-0.249,1.742,61,3,0,0,10,3,0.964,9.22
6cpa,-9.859,-0.126,-9.373,-3.650,-1.577,1.072,43,8,11,0,6,2,0.909,11.52
1ydd,-7.047,-0.073,-6.170,-1.360,-0.664,1.072,21,4,4,0,5,3,1.000,7.07
1k4h,-7.155,-0.078,-6.619,-2.811,-0.332,1.742,53,4,0,0,10,3,1.000,5.11
1aid,-6.183,-0.106,-8.300,-4.154,-0.000,1.072,46,0,0,0,8,0,0.826,4.82
1jlr,-10.042,-0.055,-6.988,-1.852,-1.660,1.742,36,4,16,0,10,3,0.900,3.33
2erz,-7.431,-0.122,-7.779,-3.167,-0.332,0.938,56,3,1,0,7,0,1.000,5.66
2ccb,-7.096,-0.097,-7.837,-3.442,-0.249,1.072,66,1,2,0,7,1,0.882,7.45
1mu8,-8.628,-0.078,-7.701,-4.378,-0.249,2.144,91,3,0,0,15,1,1.000,9
1yei,-8.941,-0.081,-7.083,-2.573,-0.498,1.206,84,5,1,0,6,3,1.000,7.46
2ca8,-8.621,-0.163,-8.475,-2.497,-1.162,0.402,33,5,9,0,3,0,1.000,4.66
1nvs,-7.231,-0.124,-8.937,-5.244,-0.083,1.608,75,1,0,0,10,2,1.000,7.82
1q54,-7.308,-0.077,-6.446,-1.151,-0.747,0.670,20,7,2,0,3,2,1.000,5.85
2b07,-9.536,-0.115,-9.461,-4.619,-0.830,1.206,81,4,6,0,8,1,0.760,6.43
1o2h,-8.975,-0.158,-9.164,-4.322,-0.830,1.206,79,6,4,0,9,0,1.000,7.17
1k21,-9.346,-0.073,-7.471,-3.465,-0.664,1.876,78,4,4,0,11,3,0.952,8.38
1qbq,-7.081,-0.142,-8.061,-3.398,-0.249,0.804,60,3,0,0,2,4,1.000,8.3
1os0,-9.173,-0.148,-10.381,-4.971,-0.996,0.804,67,9,3,0,4,2,0.889,6.03
1z71,-8.867,-0.074,-7.668,-4.830,-0.166,2.546,96,2,0,0,19,0,1.000,9.18
1o3d,-8.487,-0.149,-8.945,-4.537,-0.664,1.474,78,4,4,0,11,0,1.000,7.13
2byr,-9.338,-0.101,-10.149,-6.909,-0.166,2.144,121,2,0,0,14,2,0.892,8.55
1d6w,-9.474,-0.078,-8.086,-4.648,-0.498,2.278,99,2,4,0,16,1,0.958,5.96
1g35,-10.815,-0.155,-12.505,-7.950,-1.079,1.742,93,5,8,0,12,1,1.000,8.14
1ppc,-8.838,-0.118,-9.570,-4.728,-0.830,1.206,68,6,4,0,8,1,0.852,6.16
1s63,-6.623,-0.114,-8.535,-3.470,-0.249,0.402,50,3,0,0,3,0,0.773,9.05
1iiq,-11.365,-0.149,-12.815,-8.209,-0.996,1.608,113,8,4,0,12,0,1.000,7.48
1cny,-7.239,-0.077,-7.769,-2.991,-0.498,0.938,40,2,4,0,7,0,0.545,7.85
1epo,-9.932,-0.120,-10.727,-5.987,-0.996,1.474,80,12,0,0,7,4,0.969,7.96
1h2t,-12.083,-0.069,-8.817,-4.383,-1.494,2.278,100,12,6,0,11,6,0.952,7.89
1sdu,-10.087,-0.129,-11.007,-7.486,-0.581,2.278,110,6,1,0,13,4,1.000,10.07
1g32,-9.647,-0.128,-9.322,-5.348,-0.498,1.742,111,2,4,0,13,0,0.960,6.11
7upj,-7.538,-0.121,-9.323,-5.030,-0.415,1.340,55,5,0,0,9,1,0.963,8.49
1moq,-8.284,-0.070,-6.334,-0.892,-1.162,0.938,12,12,2,0,6,1,1.000,3.46
1nf8,-8.893,-0.152,-7.645,-2.350,-0.747,0.670,70,3,6,0,5,0,1.000,7.82
1ugx,-7.436,-0.055,-6.715,-2.256,-0.581,1.340,44,7,0,0,9,1,0.733,5.91
1zgi,-8.332,-0.072,-7.509,-4.403,-0.166,2.278,92,2,0,0,16,1,0.909,5.34
2f2h,-10.002,-0.152,-9.777,-4.201,-1.162,0.804,64,5,9,0,6,0,1.000,5.7
1hvr,-10.242,-0.152,-12.231,-8.308,-0.581,1.876,118,7,0,0,11,3,0.976,9.51
1c4u,-9.404,-0.093,-8.577,-4.839,-0.664,2.144,84,4,4,0,15,1,1.000,10.37
1lpz,-10.007,-0.124,-9.191,-5.753,-0.498,2.278,122,2,4,0,15,2,1.000,7.6
1hxb,-11.022,-0.124,-11.274,-7.236,-0.830,2.010,110,9,1,0,13,2,0.974,9.92
1ajv,-10.619,-0.153,-11.486,-7.314,-0.830,1.876,108,2,8,0,12,2,1.000,7.72
1gno,-8.701,-0.094,-9.154,-5.633,-0.581,2.278,63,7,0,0,12,5,1.000,7.7
1oe8,-8.107,-0.127,-7.748,-1.853,-1.079,0.402,25,5,8,0,2,1,1.000,5.52
2h4g,-8.722,-0.158,-8.530,-3.018,-0.830,0.536,59,4,6,0,4,0,1.000,6.52
1qbr,-11.939,-0.164,-14.073,-9.199,-0.996,1.340,132,12,0,0,7,3,0.976,10.57
1y3n,-8.623,-0.086,-7.291,-2.283,-0.996,1.206,39,8,4,0,7,2,0.917,5.55
2fxv,-8.816,-0.064,-6.746,-2.089,-0.913,1.474,46,9,2,0,9,2,1.000,5.35
1olx,-11.758,-0.122,-8.382,-2.978,-1.660,1.474,83,9,11,0,5,6,1.000,4.33
1a9m,-9.412,-0.109,-9.803,-6.199,-0.664,2.278,74,8,0,0,10,7,1.000,6.92
2gl0,-7.787,-0.073,-6.613,-2.269,-0.332,1.206,73,4,0,0,8,1,1.000,4.82
1a94,-10.358,-0.109,-11.782,-7.712,-0.996,2.144,75,10,2,0,8,8,1.000,7.85
1w3l,-9.286,-0.101,-8.441,-3.484,-1.079,1.340,61,11,2,0,9,1,1.000,6.28
1g30,-9.673,-0.100,-9.125,-5.553,-0.498,2.144,110,2,4,0,15,1,0.862,6.85
1qhc,-11.404,-0.080,-9.226,-3.624,-1.992,1.608,51,9,15,0,7,5,0.842,7.57
2f7p,-9.904,-0.188,-8.605,-2.295,-1.494,0.402,56,4,14,0,3,0,0.923,6.6
1fkw,-7.140,-0.085,-6.753,-2.275,-0.332,1.072,51,4,0,0,6,2,1.000,5.05
1wht,-7.826,-0.158,-7.590,-2.544,-0.498,0.670,63,4,2,0,3,2,1.000,3.7
1y20,-7.697,-0.252,-6.979,-0.931,-0.830,0.000,35,4,6,0,0,0,1.000,5.32
966c,-7.767,-0.088,-7.603,-4.063,-0.332,2.010,60,4,0,0,11,4,1.000,7.64
1g45,-7.069,-0.135,-8.060,-2.880,-0.498,0.536,38,2,4,0,4,0,0.929,8.64
2a8g,-6.905,-0.068,-6.518,-2.340,-0.166,1.206,50,2,0,0,9,0,1.000,3.69
1b1h,-11.854,-0.180,-10.783,-5.092,-1.411,0.938,95,10,7,0,6,1,1.000,7.03
2boh,-8.575,-0.100,-8.513,-5.707,-0.000,2.412,107,0,0,0,17,1,1.000,8.52
1fhd,-9.225,-0.161,-8.593,-2.532,-1.245,0.402,49,7,8,0,3,0,1.000,6.82
1oss,-6.510,-0.150,-6.568,-1.605,-0.415,0.670,30,1,4,0,5,0,1.000,4.79
1v1m,-10.722,-0.105,-7.943,-3.005,-1.328,1.608,80,7,9,0,7,5,1.000,3.94
2j7d,-9.279,-0.151,-7.943,-2.316,-1.079,0.670,59,6,7,0,4,1,1.000,7.13
1pro,-10.988,-0.172,-12.607,-7.331,-0.996,0.938,103,12,0,0,5,2,1.000,11.3
1w4p,-7.115,-0.088,-6.977,-1.816,-0.747,0.804,19,7,2,0,6,0,0.889,4.74
1o0m,-7.503,-0.071,-6.712,-1.602,-0.830,0.938,22,8,2,0,7,0,0.889,5.15
1b05,-10.788,-0.173,-9.555,-3.730,-1.411,0.804,70,10,7,0,6,0,1.000,7.12
1r0p,-8.884,-0.149,-10.420,-6.076,-0.332,1.206,105,4,0,0,9,0,1.000,8
1dhj,-9.049,-0.124,-9.313,-4.171,-0.996,1.072,58,5,7,0,7,1,0.950,6.55
1lgt,-7.406,-0.190,-8.067,-2.619,-0.498,0.268,54,6,0,0,1,1,1.000,6.1
1g54,-7.157,-0.131,-8.495,-3.449,-0.498,0.670,34,2,4,0,5,0,1.000,8.82
1tog,-7.263,-0.183,-7.236,-2.107,-0.581,0.670,42,3,4,0,5,0,1.000,3.22
1hwr,-8.363,-0.164,-10.132,-5.322,-0.664,1.072,70,8,0,0,7,1,1.000,8.33
1h6h,-7.977,-0.043,-6.711,-1.837,-0.996,1.340,19,8,4,0,7,3,0.588,5.3
1r1h,-10.145,-0.184,-10.567,-4.755,-0.996,0.402,91,8,4,0,3,0,1.000,8.92
1okl,-6.493,-0.132,-7.469,-2.755,-0.166,0.670,47,2,0,0,4,1,1.000,6.03
1xff,-8.775,-0.219,-7.412,-1.134,-1.328,0.268,13,9,7,0,2,0,1.000,4.82
1t5f,-7.087,-0.168,-7.234,-1.588,-0.830,0.402,18,6,4,0,2,1,1.000,4.22
1mrs,-9.639,-0.117,-7.785,-2.292,-1.079,0.804,69,6,7,0,3,3,1.000,3.96
1jzs,-8.417,-0.087,-8.279,-4.573,-0.498,2.010,62,6,0,0,9,6,0.808,6.6
1d6v,-8.261,-0.128,-8.793,-4.430,-0.083,0.938,118,1,0,0,3,4,0.870,6.17
1hxw,-10.067,-0.124,-11.439,-7.733,-0.498,2.010,111,6,0,0,12,3,0.946,10.82
1uho,-7.252,-0.098,-8.542,-4.849,-0.083,1.608,77,1,0,0,11,1,0.913,9.22
1bhx,-9.355,-0.098,-8.255,-3.898,-0.747,1.608,76,5,4,0,10,2,1.000,6.84
1nw5,-9.792,-0.127,-8.636,-3.628,-0.996,1.206,69,8,4,0,9,0,1.000,5.21
1m7i,-8.528,-0.060,-8.577,-5.458,-0.581,2.680,60,7,0,0,19,1,0.879,5.4
1d2e,-11.070,-0.096,-7.916,-1.593,-1.909,0.804,37,16,7,0,2,4,1.000,6
1z4o,-7.469,-0.029,-5.682,-1.357,-0.581,1.474,30,7,0,0,8,3,1.000,4.52
1nli,-7.038,-0.063,-5.850,-1.155,-0.415,0.938,43,3,2,0,7,0,1.000,3.59
1afl,-8.662,-0.035,-6.310,-1.806,-1.162,1.876,32,5,9,0,7,7,0.800,6.28
2j75,-8.614,-0.229,-7.737,-1.408,-1.245,0.134,32,7,8,0,1,0,1.000,6.65
1utj,-6.347,-0.156,-6.469,-1.589,-0.332,0.670,36,2,2,0,5,0,1.000,3.84
2c80,-9.814,-0.178,-9.847,-3.920,-1.245,0.536,57,5,10,0,4,0,1.000,5.33
1sr7,-8.992,-0.115,-9.238,-5.060,-0.166,1.206,88,2,0,0,8,1,0.852,10.1
1b6k,-9.718,-0.144,-12.269,-7.963,-0.830,1.742,80,6,4,0,12,1,1.000,8.74
1bwa,-11.803,-0.146,-13.120,-7.812,-1.162,1.072,113,14,0,0,8,0,1.000,7.6
2bt9,-7.830,-0.182,-7.408,-1.628,-0.830,0.268,43,7,3,0,2,0,1.000,6.19
1gu1,-7.849,-0.189,-7.481,-1.618,-0.913,0.268,28,9,2,0,2,0,1.000,4.52
1zdp,-7.408,-0.182,-8.307,-2.961,-0.664,0.536,46,4,4,0,4,0,1.000,5.74
1f5l,-7.647,-0.054,-6.031,-1.374,-0.913,1.474,23,6,5,0,11,0,1.000,5.28
