name,average_score,HPSCORE,HMSCORE,HSSCORE,xscore_VDW,xscore_HB,xscore_HP,score_HM,xscore_HS,xscore_RT,affinity
4rak,8.35,8.10,9.21,7.75,797.5,1.2,182.8,7.03,376.4,4.0,7.85
2vw1,5.63,5.51,5.74,5.64,447.1,6.6,18.4,0.27,98.8,4.0,3.52
3c88,5.50,5.52,5.64,5.35,584.1,6.4,27.1,1.13,117.5,14.0,6.8
4poj,7.81,8.08,7.89,7.47,638.1,1.7,235.5,4.61,409.9,2.0,8.1
1rnt,5.47,5.40,5.70,5.31,453.7,6.1,0.0,0.00,0.0,3.0,5.19
1pxp,6.79,6.59,6.98,6.79,589.5,2.0,75.4,2.21,239.2,0.0,6.66
4x5z,6.56,6.38,6.95,6.36,616.6,2.7,63.2,2.67,182.8,4.0,7.63
1mrs,6.07,6.04,6.34,5.83,588.7,5.4,21.4,0.65,28.6,4.0,3.96
4rqk,6.09,5.98,6.24,6.06,440.2,0.2,99.2,2.82,284.9,2.0,5.82
1ype,7.37,7.28,7.51,7.32,758.1,4.0,92.5,2.32,257.5,4.0,8.1
4ek9,5.84,5.82,6.01,5.69,590.5,3.7,0.0,0.00,0.0,3.0,4.42
1dif,9.39,9.11,10.18,8.89,1144.2,5.1,192.4,7.68,491.4,15.0,10.66
1aj7,5.49,5.48,5.62,5.36,496.9,2.0,40.9,1.39,133.2,7.0,3.87
3q6w,7.88,7.91,8.31,7.43,851.1,2.9,141.1,4.20,256.6,6.0,7.57
1yvm,5.40,5.33,5.55,5.33,314.3,2.0,58.2,1.35,148.6,0.0,6.4
4i7j,5.10,5.16,5.22,4.94,216.6,0.0,94.3,2.02,185.9,0.0,3.32
2amt,6.59,6.62,6.63,6.51,787.0,7.1,34.9,0.67,126.0,11.0,4.44
1lkl,5.52,5.60,5.52,5.43,570.6,8.4,37.1,0.72,137.3,15.0,5.81
2bet,4.78,4.75,4.99,4.61,318.1,6.3,0.0,0.00,0.0,5.0,2.77
4u54,4.77,4.77,5.02,4.52,255.8,0.0,47.5,1.60,86.9,2.0,2.06
1qf2,6.22,6.09,6.61,5.95,519.7,2.2,98.0,3.67,251.9,7.0,5.92
2w7y,6.61,6.39,6.75,6.69,696.9,8.6,13.7,0.53,145.4,7.0,6.08
1y20,5.16,5.01,5.32,5.15,250.4,7.0,27.6,0.36,100.8,1.0,5.32
3jrx,8.03,7.73,8.82,7.53,778.3,3.7,135.8,5.59,294.5,4.0,9
3o8p,7.13,6.74,7.60,7.05,537.4,3.6,105.8,3.93,328.6,0.0,6.46
3k8c,4.98,4.90,5.24,4.80,330.5,8.3,0.0,0.00,0.0,5.0,2.92
1w5w,9.49,9.43,9.97,9.07,1197.6,5.3,176.0,5.52,388.8,11.0,8.8
4i54,6.61,6.37,6.95,6.51,625.0,2.6,52.4,2.35,189.4,3.0,6.96
3k2f,5.74,5.68,5.98,5.57,582.9,3.9,34.1,1.68,130.3,10.0,7.2
1a94,8.27,8.01,8.84,7.97,1081.3,8.0,134.7,6.12,451.2,23.0,7.85
3su4,8.25,7.76,8.64,8.36,864.4,5.0,106.4,4.37,438.7,6.0,6.26
4bak,7.33,7.34,7.48,7.18,796.1,5.1,109.5,2.80,275.6,9.0,8.91
4rrg,5.99,5.91,6.20,5.86,635.2,3.7,4.1,0.53,43.3,5.0,2.81
2xc0,7.72,7.77,7.81,7.59,913.2,1.0,89.3,2.02,200.9,3.0,6.72
1b4z,6.56,6.64,6.65,6.39,744.5,9.4,56.4,1.07,141.7,13.0,5.23
1ndy,6.40,6.40,6.88,5.93,530.0,1.8,109.9,3.60,176.9,4.0,6.17
2e2r,6.91,7.05,7.32,6.35,508.4,2.3,174.0,4.34,250.3,2.0,8.26
2ole,5.86,5.78,6.08,5.71,509.9,0.6,56.6,2.06,164.1,4.0,7.25
3rz8,5.60,5.41,6.10,5.30,387.7,3.0,68.7,3.27,185.0,6.0,8.17
4zj6,7.61,6.94,8.50,7.40,810.2,3.8,80.6,6.14,385.3,11.0,8.52
4q6e,5.54,5.41,5.79,5.44,403.7,2.6,50.6,1.88,165.7,4.0,6.18
4cs9,4.42,4.45,4.53,4.27,279.4,1.3,0.0,0.00,0.0,3.0,2.1
3ewj,6.29,5.84,6.80,6.22,565.1,6.6,43.2,3.30,262.9,10.0,6.84
4ad2,5.30,5.33,5.45,5.10,449.6,4.2,11.9,0.13,7.7,4.0,6.2
1gfy,6.07,6.06,6.26,5.89,455.0,6.5,49.9,0.54,65.4,0.0,5.08
1j17,7.10,7.08,7.14,7.09,743.2,0.0,87.9,2.05,241.7,2.0,5.22
2jdu,5.15,4.89,5.52,5.03,277.5,7.3,1.0,0.53,36.9,1.0,6.72
2v58,6.60,6.19,7.31,6.32,487.5,4.0,64.1,3.58,186.1,0.0,9.09
1os5,6.91,6.80,7.48,6.45,575.7,1.0,152.1,5.40,322.2,6.0,6.85
3u6i,8.77,8.75,9.22,8.34,961.4,1.9,184.8,5.43,368.7,5.0,9
3b7j,5.10,5.01,5.34,4.94,275.9,0.0,51.7,1.74,125.8,0.0,5.17
4asj,6.77,6.54,7.31,6.45,620.5,1.3,81.2,3.67,203.3,3.0,7.55
1ols,6.86,6.78,6.89,6.90,685.4,9.4,57.2,0.82,194.2,7.0,5.82
3t2w,5.62,5.64,5.79,5.43,430.7,4.7,59.1,1.33,122.5,5.0,7.46
4f9y,7.02,6.95,7.70,6.42,551.9,1.7,134.4,4.51,189.6,0.0,6.74
3mam,4.29,4.29,4.42,4.17,214.2,1.0,0.0,0.00,0.0,1.0,4.12
3fjg,4.66,4.64,4.85,4.50,294.3,4.9,0.0,0.00,0.0,4.0,3.73
3t5u,5.14,5.08,5.37,4.98,282.8,2.4,48.7,1.35,108.6,1.0,7.59
1fkg,6.92,6.42,8.09,6.25,565.9,1.9,122.5,7.34,310.5,8.0,8
1s63,5.58,5.23,6.34,5.19,370.8,1.4,52.1,3.95,157.4,4.0,9.05
4xit,7.52,7.51,7.74,7.29,674.3,1.9,154.6,3.82,326.9,2.0,7.27
3std,8.16,8.46,8.66,7.36,744.3,2.0,242.2,5.96,317.6,4.0,11.11
4qev,6.44,6.25,7.01,6.06,518.6,0.5,105.3,4.41,243.8,4.0,7.66
1r1j,6.56,6.49,6.94,6.25,573.6,3.6,116.4,3.86,271.8,8.0,8.64
2y9g,4.58,4.55,4.77,4.42,271.0,5.0,0.0,0.00,0.0,4.0,3.77
1m48,6.72,6.55,7.26,6.34,572.0,4.0,108.4,4.09,242.1,6.0,5.09
2vwo,7.50,7.33,7.64,7.54,791.8,1.5,91.9,2.68,300.8,3.0,7.51
1xh4,8.39,8.42,8.56,8.20,963.1,5.8,104.2,1.94,193.6,2.0,7.47
3ta0,6.35,6.36,6.54,6.17,749.7,6.4,0.0,0.00,0.0,7.0,3.47
3fh7,7.60,7.72,7.67,7.42,833.7,1.9,155.0,3.74,356.8,9.0,7.6
4b3d,5.09,4.91,5.49,4.88,248.9,0.7,48.1,2.21,126.2,0.0,2.68
4dzy,5.75,5.82,5.94,5.49,384.2,1.6,104.0,2.49,195.7,3.0,5.62
2vhj,5.54,5.55,5.70,5.37,543.0,4.4,0.0,0.00,0.0,5.0,3.9
1f0t,6.24,6.20,6.32,6.19,578.3,4.1,51.3,1.07,152.3,4.0,6
1avn,3.82,3.82,3.94,3.70,103.3,1.5,0.6,0.00,8.7,2.0,3.9
4rfc,5.22,5.01,5.82,4.84,370.8,2.6,47.8,3.31,138.9,8.0,8.24
5cbm,5.28,5.21,5.46,5.18,364.1,5.2,37.1,1.01,117.1,5.0,7.77
1li3,5.18,5.08,5.43,5.04,246.5,1.0,66.7,2.01,163.3,0.0,4.25
4br3,6.61,6.81,7.10,5.92,603.8,0.0,132.8,3.88,134.9,4.0,5.72
2j7b,5.54,5.41,5.82,5.40,417.3,6.7,0.0,0.00,0.0,1.0,6.62
5er1,6.47,6.16,6.79,6.47,650.8,2.6,92.5,4.45,402.1,14.0,6.02
2y5g,6.57,6.45,6.47,6.80,708.3,0.6,42.8,1.02,238.7,4.0,6.84
3o5n,6.42,6.40,6.73,6.14,507.0,4.0,86.0,2.13,144.1,1.0,4.76
3o5x,5.72,5.12,6.69,5.34,371.7,2.7,25.4,4.26,149.2,3.0,5.28
3pck,5.18,5.16,5.42,4.97,319.6,2.0,36.8,0.97,55.5,0.0,6.7
3fzy,6.04,5.90,6.43,5.78,557.8,17.8,0.0,0.00,0.0,12.0,6.74
3bxh,5.56,5.44,5.85,5.39,437.8,9.1,0.0,0.00,0.0,4.0,4.03
4jn2,7.32,7.24,7.94,6.79,740.0,3.6,104.8,3.96,171.5,5.0,11.68
4l4z,5.08,5.00,5.21,5.02,368.3,5.5,11.2,0.27,67.5,5.0,5.68
2xmy,6.55,6.54,6.73,6.38,641.8,2.6,71.0,1.87,162.8,4.0,9.96
3buf,4.82,4.58,5.22,4.66,201.3,2.0,38.9,2.17,139.4,2.0,3.1
2q6f,7.38,7.16,7.42,7.55,913.6,4.7,80.0,3.04,391.8,15.0,5.44
1bwb,10.55,10.07,11.57,10.01,1244.7,7.6,191.5,7.84,468.1,8.0,8.42
4mr6,5.79,5.68,6.30,5.38,460.3,1.9,67.0,3.07,131.2,5.0,6.6
2drc,6.29,6.33,6.66,5.89,606.1,4.7,64.4,2.00,82.4,6.0,9.89
4ddm,5.05,4.89,5.20,5.07,271.5,1.9,28.9,0.93,128.7,0.0,2.46
4tkb,5.34,5.32,5.63,5.08,337.0,2.3,112.5,3.75,283.1,10.0,5.59
4crl,7.15,7.04,7.66,6.77,645.0,1.0,120.4,4.14,241.4,2.0,9.71
2zc9,7.02,6.88,7.21,6.97,658.9,2.9,113.1,3.36,334.2,6.0,6.74
4x11,4.82,4.76,4.91,4.80,300.2,5.2,15.6,0.27,85.2,5.0,2.22
3dsz,6.21,6.39,6.31,5.93,739.6,4.8,74.8,2.07,172.0,15.5,7.77
2v8w,5.12,5.12,5.30,4.93,438.1,6.6,0.0,0.00,0.0,7.0,6.82
1oau,5.57,5.74,5.72,5.26,466.3,0.9,55.7,1.01,45.8,2.0,7.7
4m8h,7.86,8.21,7.83,7.55,628.4,1.7,240.8,4.08,395.9,0.0,7.6
5amg,5.60,5.47,5.93,5.42,429.3,4.7,47.5,1.94,142.0,6.0,8.22
2eg8,4.99,4.86,5.24,4.85,282.6,5.4,0.0,0.00,0.0,0.0,4.5
2il2,8.47,8.21,9.14,8.07,986.6,3.6,130.8,5.53,336.3,9.0,7.1
4qgd,5.15,5.23,5.44,4.80,345.8,1.0,72.6,2.26,115.4,5.0,7.43
1a9q,4.66,4.63,4.82,4.54,278.2,1.4,0.0,0.00,0.0,0.0,6.17
2pk6,9.36,9.22,10.09,8.79,1155.4,4.4,182.8,6.75,399.2,12.0,10.89
1qbt,10.82,10.50,11.85,10.12,1292.4,7.1,221.1,8.18,455.7,8.0,10.62
3m8t,4.74,4.73,4.92,4.56,250.4,0.6,35.3,1.01,68.4,1.0,4
3u92,5.76,5.75,5.81,5.73,427.4,7.3,49.4,0.47,130.0,4.0,7.48
2hjb,5.10,5.17,5.19,4.95,330.2,1.2,51.1,0.97,97.3,2.0,4.39
4rpo,5.56,5.27,5.91,5.48,303.5,1.0,62.8,2.66,216.7,0.0,7.64
3c2u,5.45,5.51,5.63,5.21,523.8,7.0,15.9,0.36,22.4,9.0,2.9
4oc2,7.27,6.95,7.50,7.35,800.3,7.6,50.0,2.18,268.8,9.0,8.28
2fxv,6.05,5.95,6.30,5.88,575.6,7.2,0.0,0.00,0.0,3.0,5.35
3mhw,4.96,4.86,4.84,5.17,317.0,0.0,17.0,0.00,142.4,0.0,2.3
4lxz,5.90,5.96,6.03,5.71,443.3,5.4,97.7,2.11,211.3,7.0,6.74
3wqm,7.29,7.18,7.73,6.96,605.6,6.7,120.1,3.25,226.5,2.0,6.25
2izl,5.92,5.96,6.07,5.73,494.6,4.9,63.9,1.33,129.0,5.0,6
4i9h,7.50,7.38,8.13,6.99,939.8,4.1,90.1,4.50,216.4,14.0,7.17
4exs,4.43,4.34,4.59,4.36,217.4,1.0,17.3,0.89,88.9,3.0,4.41
3t83,5.56,5.47,5.65,5.58,578.9,3.2,30.0,1.58,195.5,12.0,6.98
1usk,5.48,5.38,5.70,5.36,330.1,5.0,58.9,1.54,155.4,3.0,6.4
4j46,6.04,5.64,6.64,5.84,462.7,6.0,49.9,3.36,213.1,7.0,5.28
1pb9,4.87,4.74,5.13,4.73,249.1,5.6,0.0,0.00,0.0,0.0,3.62
1ucn,5.44,5.40,5.64,5.26,483.9,6.2,0.0,0.00,0.0,5.0,5.22
3dp4,5.65,5.57,5.77,5.60,398.6,7.8,33.1,0.28,94.3,3.0,7.37
1upf,4.33,4.31,4.47,4.21,206.8,0.8,0.0,0.00,0.0,0.0,4.6
4io4,4.83,4.68,5.13,4.67,225.5,8.5,0.0,0.00,0.0,2.0,4.61
2qbs,6.74,6.35,7.36,6.50,569.9,4.2,72.2,3.81,236.0,4.0,6.68
2fqy,5.86,5.81,6.06,5.72,566.3,4.2,0.0,0.00,0.0,2.0,6.57
2vqt,5.62,5.52,5.87,5.46,470.3,7.1,0.0,0.00,0.0,3.0,6
2zfs,6.69,6.55,6.86,6.66,643.2,4.6,72.7,2.15,241.5,6.0,6.54
1bgq,6.26,6.02,6.62,6.13,490.1,1.3,61.5,2.48,186.8,0.0,8.57
1nl9,6.93,6.69,7.24,6.85,621.0,6.6,92.5,3.10,296.5,7.0,5.96
2v88,6.42,6.41,6.97,5.87,861.1,5.7,75.7,4.43,210.4,24.0,4.09
4qfo,6.03,5.86,6.23,6.01,494.4,7.6,50.9,1.54,194.5,7.0,4.27
3tay,4.61,4.63,4.81,4.40,339.6,4.2,3.9,0.36,8.5,7.0,3.38
2xj2,6.64,6.81,6.86,6.25,579.6,1.2,110.2,2.21,130.7,0.0,7.18
1o2j,6.01,5.80,6.10,6.12,501.1,3.6,38.6,1.18,197.9,3.0,6.92
1v2j,5.14,5.02,5.09,5.29,299.7,3.2,23.4,0.00,132.8,0.0,3.25
2j7g,5.83,5.74,6.02,5.73,503.4,7.2,9.4,0.00,34.1,3.0,7
4dkq,6.38,6.20,6.52,6.43,597.6,1.1,48.3,1.67,201.7,2.0,6.6
1qf0,7.46,7.41,7.86,7.10,742.8,5.3,140.4,4.30,306.3,9.0,7.38
2vvs,6.33,6.04,6.78,6.15,563.1,5.9,30.7,1.95,125.1,4.0,7.34
4p5d,7.56,7.40,8.01,7.28,794.2,7.9,67.1,2.24,139.6,4.0,5.82
4ahu,5.21,5.19,5.16,5.27,368.7,0.0,30.8,0.30,116.3,0.0,2.27
3sbh,5.62,5.43,5.98,5.45,390.2,3.0,56.9,2.43,176.1,4.0,7.28
3r0y,5.96,5.36,6.63,5.90,488.7,2.0,65.5,5.36,388.9,12.0,4.84
2vmc,4.57,4.47,4.84,4.41,225.9,4.5,0.8,0.27,7.5,2.0,2.94
2vxn,4.82,4.73,5.07,4.66,275.7,6.8,0.0,0.00,0.0,3.0,5
1pzi,5.29,5.10,5.79,4.98,382.4,5.7,7.7,1.31,16.4,4.0,4.22
3f78,4.56,4.53,4.68,4.46,277.6,0.0,11.7,0.51,49.3,2.0,3.1
4mmp,5.81,5.65,5.95,5.82,483.2,7.9,17.5,0.36,109.1,5.0,7.71
1d7j,4.27,4.32,4.21,4.27,161.1,0.9,33.9,0.27,102.3,2.0,3.3
4gzw,4.97,4.99,4.92,4.99,476.9,5.0,11.5,0.27,117.0,12.0,4.52
3gi4,7.77,7.60,8.23,7.48,908.7,2.8,102.4,4.17,279.9,9.0,10.8
1s89,4.79,4.71,5.02,4.63,278.2,6.3,0.0,0.00,0.0,3.0,5.24
4jv8,6.89,6.83,7.28,6.55,544.8,0.8,136.5,4.00,268.4,1.0,5.85
2j94,6.43,6.24,6.51,6.54,684.0,0.0,34.3,1.55,207.9,4.0,6.27
3ijh,5.24,5.09,5.43,5.19,389.6,6.8,10.3,0.53,86.4,6.0,4
3d91,8.49,8.20,9.02,8.25,939.7,7.2,149.4,5.50,430.0,12.0,9.15
3el4,8.88,8.27,9.70,8.67,987.1,3.9,135.3,6.89,480.2,9.0,7.17
3i7e,7.44,7.21,7.99,7.14,833.1,3.6,101.4,4.64,301.9,11.0,10.85
3b3x,4.47,4.44,4.56,4.40,237.1,4.3,6.7,0.00,43.3,4.0,3.6
2pnc,5.54,5.17,5.98,5.49,333.1,1.7,33.7,2.34,174.7,0.0,3.33
3djq,4.67,4.73,4.75,4.53,362.3,3.1,4.6,0.00,15.7,6.0,2.98
3ip6,5.15,5.09,5.35,5.02,301.0,3.9,32.3,0.72,73.5,1.0,6.6
3dri,4.75,4.51,5.16,4.57,394.6,2.6,2.7,2.11,116.8,11.0,4.42
1lee,8.07,7.78,8.72,7.71,814.9,2.5,172.0,6.74,458.4,10.0,7.74
4u8w,7.72,7.56,8.24,7.35,896.2,2.6,111.4,4.64,288.1,10.0,11.24
3uw4,6.84,6.51,7.25,6.75,613.5,4.9,72.3,3.16,264.0,5.0,7.77
3o9e,8.04,7.85,8.68,7.60,925.0,4.1,129.1,5.35,315.1,11.0,11.3
2oi0,5.64,5.61,5.45,5.85,508.9,1.3,33.5,0.27,187.5,4.0,7.55
3dc3,4.89,4.78,5.07,4.82,276.3,2.9,15.2,0.52,68.0,1.0,8.31
1qbn,6.38,6.27,6.68,6.19,606.6,4.3,46.0,1.64,120.6,4.0,5.85
4qsv,4.80,4.73,4.98,4.69,271.9,1.6,26.8,0.92,83.8,2.0,2
2r1y,4.73,4.68,4.89,4.62,269.9,5.3,5.9,0.00,23.2,3.0,4.51
3zyf,5.01,4.84,5.32,4.86,319.1,5.0,4.5,0.67,40.0,3.0,4.85
4zhm,8.01,7.54,8.48,8.01,850.1,5.0,101.2,4.60,409.4,8.0,8.05
4wn5,6.65,7.06,6.69,6.19,690.8,1.1,217.7,5.40,431.8,19.0,7.41
2oax,8.17,8.38,8.18,7.95,781.2,0.2,213.6,4.29,415.7,2.0,8.65
3g2h,6.22,6.07,6.36,6.24,550.6,5.3,29.0,0.63,124.3,2.0,3.82
3gst,7.18,7.05,7.78,6.69,710.6,7.4,109.0,4.13,220.4,10.0,6.72
4qj0,6.48,6.30,6.78,6.35,683.6,3.9,38.3,1.98,159.3,7.0,7.32
1rp7,6.83,6.74,6.85,6.90,712.5,7.8,50.9,0.82,194.6,7.0,8.52
4wk1,6.74,6.63,6.99,6.59,740.5,6.5,0.0,0.00,0.0,2.0,5.89
1gi7,5.49,5.43,5.48,5.56,423.5,2.2,19.9,0.00,94.7,0.0,4.51
4gih,6.63,6.24,6.89,6.75,547.3,2.0,62.4,2.65,295.0,1.0,8.32
1odi,5.83,5.75,6.06,5.68,533.0,5.5,0.0,0.00,0.0,2.0,4.21
4abb,5.03,4.96,5.02,5.12,314.2,1.6,26.2,0.34,128.2,1.0,4.51
3gtc,4.72,4.63,4.95,4.59,256.4,0.0,31.8,1.43,104.3,2.0,2.35
4ish,7.35,7.14,7.83,7.08,736.4,4.0,73.6,2.87,173.6,2.0,8.72
1pxo,6.34,6.29,6.38,6.35,553.0,1.4,62.0,1.20,176.6,0.0,8.7
4o3f,5.95,5.91,6.31,5.63,594.4,0.1,29.9,1.69,48.1,3.0,5.56
1b1h,7.34,7.49,7.23,7.30,875.3,8.4,105.3,1.73,280.1,14.0,7.03
2p4s,5.97,5.98,6.21,5.73,567.7,4.9,20.7,0.42,9.2,3.0,9.51
4m3p,4.18,4.18,4.29,4.08,179.4,2.9,5.5,0.00,23.9,3.0,5.4
4k6i,8.70,8.81,9.35,7.95,704.4,1.3,275.6,7.33,428.7,0.0,6.2
2g8r,4.88,4.91,4.95,4.78,352.8,2.2,19.8,0.34,59.6,4.0,3.99
4mo8,4.92,4.87,5.04,4.85,327.7,3.5,12.1,0.27,56.3,3.0,8
3kyq,4.90,4.95,5.22,4.53,378.7,0.0,101.0,4.11,258.7,15.0,4.22
4bzs,7.13,6.73,7.58,7.07,734.0,4.7,72.3,3.79,316.9,9.0,7.12
4agm,5.66,5.07,6.49,5.42,382.7,0.0,37.9,4.60,229.8,4.0,3.98
4qyy,7.90,7.73,8.28,7.68,846.9,2.2,106.6,3.61,267.9,3.0,7.3
4axd,6.35,6.24,6.65,6.14,652.2,11.5,0.0,0.00,0.0,7.0,4.43
5c8n,6.58,6.37,6.95,6.42,643.2,2.8,49.6,2.36,167.0,4.0,7.55
3ocp,5.74,5.64,5.99,5.60,487.3,5.7,0.0,0.00,0.0,1.0,7.57
1n3z,4.71,4.71,4.88,4.54,341.9,2.0,4.3,0.34,15.5,4.0,4.2
4mc1,8.05,7.79,8.46,7.89,898.3,2.0,120.0,4.60,364.0,7.0,7.85
2p53,5.51,5.44,5.74,5.34,465.6,7.0,0.0,0.00,0.0,4.0,7.46
5fl5,5.51,5.34,5.85,5.35,379.7,2.8,38.9,1.74,119.0,2.0,8.19
1lf2,7.96,7.66,8.59,7.62,798.7,3.2,162.9,6.40,442.6,10.0,7.52
1ndw,5.77,5.91,6.01,5.39,442.5,1.6,95.1,2.34,134.8,4.0,5.23
3h5b,7.69,7.63,8.13,7.31,920.0,1.9,119.3,4.53,288.4,11.0,10
2r9x,6.14,5.77,7.00,5.65,439.0,3.2,72.3,4.51,173.7,4.0,4.85
3pb9,5.24,5.22,5.56,4.94,330.5,1.0,58.4,1.98,98.7,2.0,6.58
3s0d,5.26,5.42,5.22,5.13,319.0,0.0,118.5,2.47,267.0,6.0,7.05
3nes,6.27,6.17,6.70,5.95,469.1,0.0,135.5,4.75,320.7,6.0,5.62
4d1j,4.90,4.79,5.15,4.76,277.4,5.6,0.0,0.00,0.0,1.0,6.31
3gcs,7.65,7.49,8.08,7.38,765.9,3.5,101.8,3.32,227.8,2.0,7.25
2pvl,6.52,6.41,6.67,6.48,624.5,1.2,52.6,1.50,163.4,1.0,7.62
4z1e,5.65,5.46,6.18,5.32,366.5,1.9,64.2,2.97,141.9,2.0,8.24
3umq,3.98,3.86,4.08,4.01,91.2,0.0,19.2,0.89,123.8,2.0,4.62
4k55,4.14,4.19,4.29,3.93,243.2,0.3,20.8,1.01,58.8,7.0,5.51
2pym,8.40,7.96,8.92,8.31,886.5,2.5,140.4,5.77,469.5,7.0,6.82
1jgl,7.32,7.53,7.62,6.82,565.7,3.0,185.2,3.84,253.5,0.0,8.7
4aci,5.21,5.13,5.37,5.12,311.9,9.4,20.4,0.00,55.8,4.0,2.22
3lir,6.41,6.51,6.27,6.46,736.4,2.9,70.7,1.39,242.7,11.0,6.92
1zfk,5.72,5.49,6.21,5.45,383.0,2.7,62.2,2.92,167.4,3.0,7.92
1nfw,6.66,6.62,6.69,6.66,670.4,1.0,69.6,1.63,211.0,3.0,8.96
1o0n,4.97,4.93,5.18,4.81,371.3,3.8,4.8,0.34,20.7,4.0,4.09
4l50,5.69,5.72,5.77,5.59,474.1,5.2,58.9,1.18,152.4,7.0,6.06
1hdq,5.39,5.21,5.74,5.22,312.3,4.4,51.3,1.98,146.9,3.0,5.82
3hv8,6.97,6.88,7.21,6.82,808.9,6.0,0.0,0.00,0.0,2.0,6.98
1b8n,6.10,5.99,6.42,5.89,559.1,6.9,7.4,0.30,1.4,2.0,10.52
2oag,6.70,6.64,6.95,6.51,654.2,3.3,58.4,1.60,126.3,2.0,8.47
3f16,5.47,5.53,5.46,5.41,470.3,4.0,26.1,0.00,66.3,4.0,8.23
3d4y,5.45,5.31,5.73,5.30,388.8,7.0,0.0,0.00,0.0,1.0,5.7
1uz4,5.21,5.15,5.44,5.03,335.1,5.8,12.8,0.13,8.0,1.0,3.4
4zzy,6.84,6.80,7.02,6.69,651.3,2.6,82.2,2.02,186.9,2.0,5.6
2j7f,5.85,5.72,6.13,5.71,489.6,7.0,0.0,0.00,0.0,1.0,6.35
1o36,6.33,6.30,6.34,6.36,603.8,3.8,46.9,0.67,151.5,3.0,5.96
3ip5,4.89,4.72,5.13,4.81,217.8,5.7,17.3,0.53,71.5,1.0,6.22
3bex,5.32,5.27,5.47,5.22,399.3,4.8,37.4,1.06,120.8,6.0,5.57
4elh,7.63,7.54,8.30,7.06,761.3,3.4,137.1,4.98,245.0,6.0,8.09
4u5s,5.33,5.42,5.19,5.38,599.3,2.0,50.6,1.50,238.8,16.0,2.41
1olx,7.11,6.99,7.18,7.15,714.5,11.1,58.2,0.82,196.1,7.0,4.33
2x6x,5.67,5.63,5.75,5.63,601.7,5.4,11.3,0.53,99.8,10.0,3.68
4h75,6.17,6.05,6.92,5.55,824.3,7.8,53.1,4.62,173.8,26.0,6.6
4h81,5.71,5.76,5.90,5.45,377.3,1.5,101.5,2.49,192.8,3.0,5.12
2h21,6.10,6.09,6.25,5.96,671.6,6.7,3.6,0.00,20.4,7.0,6.54
4ykk,4.89,4.76,5.17,4.73,260.5,7.5,0.0,0.00,0.0,2.0,2.77
4ax9,7.33,7.26,7.75,6.98,774.1,5.4,108.6,3.67,243.2,9.0,9.57
2i6b,6.35,6.33,6.96,5.77,515.1,2.0,80.4,2.91,59.7,0.0,7.17
2d1n,6.89,6.98,7.02,6.68,793.4,7.1,113.0,3.14,297.4,17.0,8.15
4r4i,7.39,6.69,8.60,6.88,574.4,4.3,93.6,6.45,281.5,2.0,6.27
3ao2,5.78,5.60,5.96,5.77,477.6,0.3,25.9,1.18,127.9,0.0,3.77
2h15,5.96,5.54,6.37,5.97,455.3,4.6,23.6,2.11,190.5,3.0,5.67
3hk1,5.69,5.72,5.62,5.74,471.4,2.0,58.8,0.92,185.4,4.0,6.17
5efc,4.87,4.94,4.98,4.69,433.1,3.6,0.0,0.00,0.0,7.0,4.85
4ht2,5.44,5.28,5.49,5.55,436.2,2.7,14.5,0.52,138.1,3.0,6.54
2rk8,4.41,4.32,4.65,4.27,167.0,5.0,0.0,0.00,0.0,1.0,3.64
2e27,6.03,6.18,6.01,5.90,605.5,2.2,55.7,0.74,109.7,5.0,9.35
4nue,6.29,6.13,6.72,6.02,447.6,0.5,102.8,3.63,237.2,1.0,6.82
1n4k,5.00,4.92,5.27,4.81,335.7,9.3,0.0,0.00,0.0,6.0,10.05
4gq4,6.37,6.19,6.60,6.32,545.1,1.7,59.0,2.00,192.8,1.0,7.66
3c2f,4.59,4.60,4.78,4.41,310.2,6.4,0.0,0.00,0.0,7.0,2
2ptz,5.25,5.03,5.63,5.10,267.7,10.8,0.0,0.00,0.0,1.0,7.82
3s71,5.39,5.19,5.74,5.23,315.7,3.2,42.2,1.78,123.6,1.0,8.64
4z84,6.89,6.90,7.09,6.69,651.2,2.3,94.4,2.27,191.7,2.0,5.82
2rio,5.76,5.70,5.99,5.58,542.9,7.3,0.0,0.00,0.0,5.0,4.69
1xhy,5.96,5.86,6.25,5.77,436.3,8.1,52.7,1.31,115.0,4.0,6.18
4bf1,6.03,5.73,6.65,5.70,411.4,2.9,60.6,3.22,152.1,1.0,8.62
3l4u,5.18,5.22,5.33,4.98,487.3,5.8,0.0,0.00,0.0,8.0,7.52
4wkn,6.38,6.50,6.55,6.09,654.6,4.8,47.3,0.68,38.6,4.0,9.72
4dkp,6.12,5.93,6.28,6.15,519.7,0.8,48.0,1.67,194.8,1.0,5.72
3kdc,8.99,8.68,9.57,8.73,1051.4,1.3,167.7,6.56,477.8,9.0,9.28
1f8b,5.35,5.23,5.44,5.37,399.6,5.5,15.1,0.27,99.3,4.0,5.4
4f1l,6.20,6.20,6.41,5.98,460.2,3.9,79.0,1.58,131.2,0.0,5.12
2web,7.76,7.69,8.28,7.31,825.7,3.4,152.1,5.27,332.7,10.0,5.12
5aoj,6.08,5.62,6.70,5.93,417.7,1.0,50.0,3.52,215.7,0.0,4.68
2i3h,6.50,6.24,6.91,6.36,594.9,4.3,68.3,3.10,240.7,7.0,7.4
