name,London_dG,hbond,hbondA,metal,metal_r,ionP,ionN,aroalk,repulse,flex,p,l,affinity
1f0t,-13.5579,0.747104,0.693147,0,0,0,-2.39212,0.104958,0.0016008,2.21767,-3.91403,-4.15881,6
4rfc,-10.7109,0.599921,0,0.911674,0.0333977,0,0,0.0715977,0,2.07266,-1.56323,-2.99193,8.24
5cbm,-23.9627,0.747845,0,2.51291,0.71484,5.92017,-22.1216,0.0873071,0.0227877,0.8055,-1.5313,-3.04022,7.77
1li3,-7.84156,0.535921,0,0,0,0,0,0.196901,0,0,-1.42612,-1.9867,4.25
4br3,-13.0109,1.22351e-008,0,0,0,0.735583,-1.81719,0.306339,0,2.07933,-4.52841,-4.54691,5.72
2j7b,-16.2768,3.19776,2.48491,0,0,0,0,0.217403,0,0.1614,-3.10107,-3.43693,6.62
5er1,-15.3513,0.574805,0,0,0,0,-6.25377,0.148904,0.0348989,3.8177,-4.46021,-4.14727,6.02
2y5g,-12.6496,0.0105806,0,0,0,0,-0.01511,0.445654,0,1.36299,-4.66902,-4.63418,6.84
3o5n,-12.3357,0.313996,0,0,0,0.476176,-0.432177,0.0160329,0.0827644,0.8069,-3.89178,-4.6771,4.76
3o5x,-9.58517,0.347908,0,0,0,0.249688,-3.56052,0.0178351,0.000104167,2.83333,-1.99524,-2.5348,5.28
3pck,-16.2756,0.248611,0,1.04205,0.572492,1.86565,-15.7311,0,0.0253114,0.289633,-1.35097,-2.88701,6.7
3fzy,-55.7181,10.9037,4.56435,0,0,0.437779,-39.4211,0,0,-2.28844,-5.06719,-5.48938,6.74
3bxh,-23.1798,5.1866,2.48491,0,0,0.0909186,-5.48765,0,0.058734,0.0945896,-3.244,-3.7375,4.03
4jn2,-16.85,1.05862,0,0,0,0,-2.21516,0.213901,0,3.1733,-5.187,-5.73484,11.68
4l4z,-15.4989,2.87123,0.693147,0,0,0.440236,-2.4933,0.00478875,0,0.650023,-2.82251,-2.65989,5.68
2xmy,-12.8299,0.472892,0,0,0,0,0,0.404792,0.396151,2.47087,-4.02639,-5.21119,9.96
3buf,-9.06693,0.78547,0.693147,0,0,0,-3.22661,0,0,0.435433,-1.43514,-1.37955,3.1
2q6f,-15.5001,0.482599,0,0,0,0,0,0.252512,0.606626,5.7141,-6.23155,-6.70489,5.44
1bwb,-21.2991,1.34921,0,0,0,0,0,0.649058,6.66268e-006,4.7563,-6.99514,-8.80153,8.42
4mr6,-10.0853,0.554986,0,0,0,0,0,0.201134,0,2.08703,-2.5494,-3.50575,6.6
2drc,-21.3004,3.00584,0,0,0,0,-8.13454,0.157072,0,2.6805,-3.61668,-4.85412,9.89
4ddm,-7.65607,0.434482,0,0,0,0.353442,-0.128141,0.0442916,0.029824,0.289633,-1.5859,-2.02386,2.46
4tkb,-11.2219,1.2368,0.693147,0,0,0,-2.50725,0.0217897,0.0260591,1.51783,-2.22766,-2.43202,5.59
4crl,-12.0074,0.539671,0,0,0,0.588837,0,0.486681,0.00192211,0.427633,-3.17434,-4.19933,9.71
2zc9,-12.6221,0.514255,0,0,0,0,0,0.279582,0,2.37063,-4.09695,-4.55794,6.74
4x11,-13.2833,2.77217,0,0,0,0,0,0.032809,0,1.57603,-2.33759,-2.54161,2.22
3dsz,-20.0522,2.43459,0.693147,0,0,0.871597,-4.14383,0.213458,0,4.37266,-5.1108,-5.55083,7.77
2v8w,-22.1746,2.41079,0.693147,0,0,0.594158,-14.2831,0.10394,0,0.685056,-3.29094,-3.80134,6.82
1oau,-12.2258,0.188273,0,0,0,0,-2.3811,0.0383981,0.0288833,1.6367,-3.51299,-4.32202,7.7
4m8h,-12.2292,0.402237,0,0,0,0.102185,-1.69746,0.0449921,0,1.85743,-3.264,-4.49947,7.6
5amg,-12.5643,0.844213,0,0.59802,0.0175653,0,-1.56982,0.000303424,0,2.1491,-2.11314,-3.83801,8.22
2eg8,-20.3216,1.11852,0,0.147413,0.0125777,3.50421,-19.5156,0,0,0.289633,-1.81466,-3.08876,4.5
2il2,-19.8496,0.862442,0,0,0,0,-4.35641,0.199608,0.0291891,3.39247,-6.26261,-7.0703,7.1
4qgd,-9.20774,0.387061,0,0,0,0,0,0.39853,0.0191437,1.21883,-2.35206,-2.79971,7.43
1a9q,-9.39207,1.08618,0,0,0,0,0,0.0586539,0,0,-1.63547,-2.36559,6.17
2pk6,-19.3609,0.605113,0,0,0,0,0,0.301819,0.0159104,4.61787,-7.28761,-8.39294,10.89
1qbt,-21.714,1.13777,0,0,0,0,0,0.703846,5.61495e-007,4.7563,-7.13454,-9.44507,10.62
3m8t,-10.7814,0.229262,0,1.91353,0.413572,0,0,0.0225662,0.000142772,0.6107,-0.999428,-2.93377,4
3u92,-17.8788,2.58908,1.38629,0,0,1.911,-5.50055,0.146694,0.00368697,0.778066,-3.38408,-3.42772,7.48
2hjb,-9.80452,0.0869408,0,0,0,0,-2.96935,0.104041,0.0457088,0.781033,-2.5845,-2.50817,4.39
4rpo,-10.8386,1.46719,0.693147,0,0,0,0,0.0183441,0,-0.232967,-2.37449,-2.3022,7.64
3c2u,-18.5093,2.73596,0.693147,0,0,1.68246,-4.8576,0.122949,0,0.704213,-4.05573,-3.4187,2.9
4oc2,-23.058,2.18958,0,0.143137,0.0339252,2.69128,-7.47187,0.106215,0,3.1569,-5.73747,-6.36718,8.28
2fxv,-16.4224,2.21482,0.693147,0,0,0.0447258,-0.177928,0.150312,0,0.35659,-3.89871,-4.77017,5.35
3mhw,-8.72707,0.0201237,0,0,0,0,-2.08642,0.118664,2.164e-005,0,-1.93095,-2.43402,2.3
4lxz,-22.2362,1.3794,0,1.05483,0.667004,5.66138,-19.0183,0.314635,0,1.99463,-2.92027,-3.69222,6.74
3wqm,-28.8329,3.45504,0.693147,0.538739,0.226881,1.28121,-19.7743,0.411752,0.00165389,0.190813,-3.03812,-4.91504,6.25
2izl,-14.5214,1.72652,0.693147,0,0,0,-1.49913,0.402229,0,0.850033,-3.34613,-3.59009,6
4i9h,-20.2744,1.70941,0.693147,0,0,0,-2.15333,0.385763,0.00126716,5.43487,-5.88439,-7.49845,7.17
4exs,-22.6411,0.0133398,0,0.865572,0.0990199,8.29081,-29.2731,0.1457,0,0.849633,-1.03575,-1.99855,4.41
3t83,-12.9989,0.489817,0,0.915467,0.0894716,0,0,0.0647032,1.37499e-005,3.16803,-2.88493,-4.6035,6.98
1usk,-13.0571,1.42577,0.693147,0,0,1.06109,-3.05648,0.202924,0.0183505,0.317466,-2.89414,-2.50567,6.4
4j46,-16.2669,1.32175,0.693147,0,0,0.997238,-7.82888,0.215279,0,2.85907,-3.60143,-3.33637,5.28
1pb9,-16.9808,3.06233,1.38629,0,0,1.11074,-5.87822,0.112272,0,0,-2.30236,-2.34238,3.62
1ucn,-24.9886,2.91237,1.79176,0.271151,0.0051356,1.96391,-16.549,0.147888,0.000454382,0.520823,-2.44446,-4.58761,5.22
3dp4,-17.2733,2.19757,2.07944,0,0,2.09343,-6.38582,0.196465,0,0.896033,-3.18789,-3.3302,7.37
1upf,-6.01391,0.0617169,0,0,0,0,0,0,0,0,-1.21699,-1.51349,4.6
4io4,-17.0315,3.09788,2.07944,0,0,2.44241,-6.71431,0.08264,0,0.389033,-2.22982,-2.08837,4.61
2qbs,-15.4926,0.715968,0,0,0,2.07391,-6.10511,0.16996,0,2.1669,-3.8224,-4.31358,6.68
2fqy,-16.26,2.35086,0.693147,0,0,0,0,0.202009,1.62855e-005,0.622,-3.79233,-4.53536,6.57
2vqt,-20.1597,2.72648,0,0,0,1.3845,-8.29504,0.534558,0.000505445,0.8066,-3.60472,-3.43087,6
2zfs,-14.8031,0.844255,0.693147,0,0,0,-2.5257,0.424995,6.1256e-005,2.1049,-4.11827,-4.5933,6.54
1bgq,-11.4084,0.781155,0,0,0,0.319314,0,0.071686,0.0141933,0,-2.80357,-3.82499,8.57
1nl9,-16.9228,1.93537,0,0,0,0.267262,-3.16425,0.156218,0,4.13567,-4.13341,-4.89421,5.96
2v88,-16.4098,1.31578,0,0,0,0,0,0.339612,0,9.0989,-6.46283,-5.7384,4.09
4qfo,-16.0075,1.59938,0.693147,0,0,0,-5.11961,0.0395842,0,1.67647,-3.9195,-3.48403,4.27
3tay,-12.3868,2.03248,0,0,0,0,-0.921966,0.103002,0,2.28163,-2.62269,-2.45732,3.38
2xj2,-13.3729,0.195759,0,0,0,1.96764,-4.34052,0.327902,0,1.79543,-3.27499,-4.42759,7.18
1o2j,-12.384,0.571211,0,0,0,0,-2.46845,0.0773316,0.223037,0.863266,-3.29972,-3.87571,6.92
1v2j,-10.2877,0.587637,0.693147,0,0,0,-2.47517,0.0731858,0,0.0566665,-2.27029,-2.38329,3.25
2j7g,-18.9766,3.28775,2.48491,0,0,1.78533,-3.65119,0.219577,0.0513704,0.942433,-3.50282,-3.94359,7
4dkq,-11.4419,0.0114554,0,0,0,0,-0.951266,0.112078,0,1.73343,-3.73815,-4.29941,6.6
1qf0,-22.6456,0.738731,0,0.877158,0.338021,4.45205,-15.9294,0.282385,0,3.37633,-3.70302,-5.76161,7.38
2vvs,-14.833,1.46779,0,0,0,0,0,0.206116,0,1.43423,-4.29781,-4.53659,7.34
4p5d,-22.0053,4.0104,2.48491,0,0,0.175637,-0.026427,0.381934,8.65317e-006,0.87919,-4.49574,-6.11943,5.82
4ahu,-8.63244,0.00112656,0,0,0,1.60678,-0.3759,0.386991,3.63992e-005,0.289633,-2.10089,-2.85559,2.27
3sbh,-11.3808,0.638547,0,1.02952,0.114435,0,0,0.111886,0,1.7629,-1.75136,-3.2797,7.28
3r0y,-9.60922,0.431173,0,0,0,0,0,0.0966113,0.0718947,5.1771,-3.15162,-3.50446,4.84
2vmc,-10.5977,2.01851,0.693147,0,0,0,0,0.157931,0,0.622,-1.68365,-1.69057,2.94
2vxn,-16.4259,3.59697,2.48491,0,0,0.281748,-1.68473,0,0,0.24159,-2.62956,-2.65103,5
1pzi,-14.5252,2.63007,0.693147,0,0,0,0,0.413575,0.00361393,1.62643,-2.89734,-3.14143,4.22
3f78,-8.32344,0,0,0,0,0,0,0.0681568,0.011327,-0.312377,-2.66235,-2.37826,3.1
4mmp,-18.5358,3.13518,0.693147,0,0,0.314169,-3.56603,0.0474446,0,1.57603,-3.80467,-3.80335,7.71
1d7j,-6.0343,0.0251792,0,0,0,0,0,0.17539,0,0.6452,-1.56947,-1.21541,3.3
4gzw,-14.9491,1.69324,0,0,0,1.13627,-4.97524,0,0,3.04223,-3.1658,-3.392,4.52
3gi4,-16.8754,1.39437,0.693147,0,0,0,0,0.152104,7.95868e-006,3.43069,-5.27106,-6.22845,10.8
1s89,-16.5211,3.20195,2.19722,0,0,2.4269,-4.60623,0,0,0.00862288,-2.1605,-2.4954,5.24
4jv8,-10.5712,0.15893,0,0,0,0,0,0.17137,0,0.4606,-2.66175,-4.35759,5.85
2j94,-12.7108,0.193569,0,0,0,0,0,0.375216,0,2.06287,-4.57952,-4.64482,6.27
3ijh,-14.3856,1.98978,1.79176,0,0,0.161908,-3.2962,0,3.45742e-005,1.39043,-2.85219,-3.03959,4
3d91,-20.2501,2.44723,0.693147,0,0,0,0,0.270946,0.00138749,3.12792,-5.93712,-6.64995,9.15
3el4,-17.8243,0.872984,0.693147,0,0,0,-2.13562,0.0686748,0,4.17642,-5.9069,-6.75741,7.17
3i7e,-17.4862,2.11117,0.693147,0,0,0,0,0.10022,0.00296396,2.99733,-4.83832,-5.80166,10.85
3b3x,-12.2703,0.902203,0,0,0,3.6731,-6.72017,0.00541694,0.0814346,1.26633,-1.93111,-2.35828,3.6
2pnc,-10.2827,0.183827,0,0,0,0,-2.36746,0.06717,0.000527104,0.0566665,-2.78191,-2.73471,3.33
3djq,-9.71044,0.755369,0,0,0,0.0792591,-1.58216,0.0032524,0,0.520823,-1.9008,-2.45461,2.98
3ip6,-11.8781,1.31008,0,0,0,0.760229,-2.53185,0.227324,0.00195798,0.227633,-2.10776,-2.54702,6.6
3dri,-9.40807,0.246752,0,0,0,0,-2.39427,0.000961474,0.00111657,5.15643,-2.90398,-2.74316,4.42
1lee,-16.7391,1.41628,0.693147,0,0,0,0,0.229541,0.000323458,3.4111,-5.24096,-5.99712,7.74
4u8w,-16.4766,0.83163,0.693147,0,0,0,0,0.253151,0.133967,2.25737,-5.56719,-6.44396,11.24
3uw4,-17.6135,1.02858,0.693147,0,0,0.584604,-7.27948,0.385438,0,2.78307,-4.39012,-4.5691,7.77
3o9e,-18.4354,1.93811,0.693147,0,0,0,0,0.170758,0.00242498,2.81313,-5.34676,-6.4785,11.3
2oi0,-16.4386,0.309023,0,0.73007,0.409356,2.14929,-13.7525,0.0189645,0,1.67327,-2.04011,-3.68633,7.55
3dc3,-9.86822,0.400374,0,0.882089,0.0659421,0,0,0.117829,0,1.07663,-1.37,-2.67271,8.31
1qbn,-14.2993,1.11782,0.693147,0,0,0,-2.4365,0.157033,0,2.8969,-3.77298,-4.36753,5.85
4qsv,-7.72685,0.493757,0,0,0,0,0,0,0,0.622,-1.627,-2.08376,2
2r1y,-12.5694,2.03679,1.38629,0,0,0.301879,-2.75632,0.0371579,0,0.589033,-1.97321,-2.07178,4.51
3zyf,-13.6864,3.60097,1.38629,0.564765,0.475037,0,0,0.0040231,0,0.886466,-1.41627,-2.34221,4.85
4zhm,-15.6124,0.534382,0,0,0,0,-0.0792527,0.552658,1.65597,1.6213,-6.3131,-6.47676,8.05
4wn5,-12.7343,0.330741,0,0,0,0,0,0.402518,0,4.0092,-4.61181,-4.7456,7.41
2oax,-12.6182,0.0449677,0,0,0,0,0,9.37998e-005,0,0.6684,-4.05446,-5.45499,8.65
3g2h,-14.1034,1.94436,1.38629,0,0,0,0,0.184044,0,0.911633,-3.14181,-3.92146,3.82
3gst,-23.3684,2.8837,1.38629,0,0,0.949332,-7.85228,0.328696,0,3.19747,-5.02038,-5.84136,6.72
4qj0,-14.0927,0.377311,0,0.930405,0.0228351,0,0,0.121717,0.00147315,2.76853,-3.23562,-5.16112,7.32
1rp7,-28.5581,3.5193,2.07944,0.0352395,0.336419,2.44991,-20.154,0.166646,0,1.55802,-3.86712,-5.66726,8.52
4wk1,-18.7622,2.42774,0,0,0,0,-0.115151,0.293909,0,0.2223,-4.71096,-5.73129,5.89
1gi7,-10.7698,0.352483,0,0,0,0,-2.18399,0.174185,0,0.812233,-2.58899,-3.22132,4.51
4gih,-10.9467,0.160081,0,0,0,0,0,0.145957,0,1.56247,-3.45394,-4.19674,8.32
1odi,-13.9075,1.58633,0,0,0,0,0,0.106044,0,0.622,-3.37427,-4.22592,4.21
4abb,-9.27665,0.25009,0,0,0,0,-3.04694,0.129876,4.46816e-008,0.507,-1.94896,-2.12129,4.51
3gtc,-8.47493,0.454335,0,0,0,0,-0.945976,0.171779,0,0.688233,-1.9822,-1.92472,2.35
4ish,-17.3813,0.701847,0,0,0,0,-5.58457,0.338748,0,1.8365,-4.58298,-5.4916,8.72
1pxo,-12.3035,0.117083,0,0,0,0.649345,-2.24527,0.394384,0.0263556,1.82623,-3.24883,-4.55574,8.7
4o3f,-11.201,0.0285264,0,0,0,0,0,0.296095,0,1.24163,-3.57745,-4.3728,5.56
1b1h,-22.6877,1.3921,0,0,0,1.27933,-7.74581,0.194074,4.31265e-005,3.79567,-6.66854,-6.81006,7.03
2p4s,-17.4127,3.05721,0,0,0,1.0095,0,0.225804,0,0.8298,-3.51796,-4.56988,9.51
4m3p,-13.1315,0.920699,0,0.953318,0.00405406,5.31641,-6.97848,0,0,0.527233,-0.596141,-1.78706,5.4
4k6i,-13.2865,0.238531,0,0,0,0.0392482,-1.78606,0.174385,1.3872e-009,0.635933,-3.70543,-5.01098,6.2
2g8r,-10.5897,0.782054,0,0,0,1.59874,-2.30863,0,0.0139369,0.816666,-2.24973,-2.648,3.99
4mo8,-10.5302,0.710218,0,0.671578,0.0591041,0,0,0.0561493,0,1.03867,-1.55107,-3.08991,8
3kyq,-8.69812,0.0300093,0,0,0,0.559003,-1.1859,0.13467,0,1.55722,-2.75118,-2.32834,4.22
4bzs,-21.7845,1.33729,0,1.15335,0.191676,2.9961,-9.85102,0.241991,0.000474877,3.13306,-4.11542,-5.11699,7.12
4agm,-9.51388,0.00193787,0,0,0,0,-0.235586,0.192595,2.09148e-005,0.725266,-3.54771,-2.64518,3.98
4qyy,-17.3151,1.11337,0.693147,0,0,0,0,0.465679,0,2.16887,-5.42371,-6.4973,7.3
4axd,-22.4459,3.27138,0.693147,0,0,6.52598,-5.47272,0.149518,0,0.685056,-4.5328,-5.46921,4.43
5c8n,-15.4803,0.83959,0,0,0,1.19517,-3.69508,0.450341,0,2.00467,-3.68165,-5.08517,7.55
3ocp,-14.2269,2.07347,2.07944,0,0,0.70684,-1.26194,0.0977664,0,0.227633,-2.51473,-3.72459,7.57
1n3z,-10.012,0.610991,0,0,0,0,-3.07498,0.00217641,0,0.37979,-1.91851,-2.25212,4.2
4mc1,-15.6102,0.686713,0.693147,0,0,0,0,0.116706,0.00238411,1.24426,-5.09869,-6.12668,7.85
2p53,-17.8346,2.45301,0.693147,0.0696373,0.274622,1.57083,-8.59743,0.0194886,0.00135462,0.0230229,-2.6695,-3.57423,7.46
5fl5,-11.3533,0.501757,0,1.00817,0.0410452,0,0,0.220034,0,1.87327,-1.69854,-3.29026,8.19
1lf2,-16.4804,1.39907,0.693147,0,0,0,0,0.224189,0.000157436,3.17813,-5.10274,-5.86706,7.52
1ndw,-16.2071,1.7123,0.693147,0,0,2.23926,-7.19974,0.151831,0.011528,1.71823,-2.5346,-3.71076,5.23
3h5b,-15.5687,0.629243,0,0,0,0,0,0.12738,0.0295964,3.2303,-5.28959,-6.44542,10
2r9x,-11.5595,1.01335,0.693147,0,0,0.215609,-1.74826,0.0781379,0,1.85407,-2.51871,-3.29356,4.85
3pb9,-9.78357,4.0388e-006,0,0.938048,0.0254525,0,0,0.0603108,0.00127508,0.781033,-1.6328,-2.84073,6.58
3s0d,-7.75042,0.0387841,0,0,0,0,0,0.0367505,0,1.2444,-2.31612,-2.42292,7.05
3nes,-10.4819,0.0120642,0,0,0,1.35489,-2.29577,0.326607,2.55057e-005,1.9279,-2.78135,-3.44929,5.62
4d1j,-15.2139,2.87863,1.38629,0,0,0.935492,-3.1725,0.0619977,0,0.1614,-2.21218,-2.47037,6.31
3gcs,-16.0383,1.02632,0,0,0,0,0,0.345977,0.000460841,2.53362,-4.65301,-6.36245,7.25
2pvl,-11.5581,0.0105435,0,0,0,0,-0.194102,0.38904,0,1.78587,-3.43781,-4.83047,7.62
4z1e,-9.33317,0.399486,0,0.487892,0.114036,0,0,0.0913252,0.000136929,1.35067,-1.57217,-3.17564,8.24
4k55,-10.8887,0.125867,0,0,0,0.622227,-5.78153,0.0391984,0.227774,0.359823,-2.4261,-2.42472,5.51
2pym,-18.2301,1.53122,1.09861,0,0,0.0189602,-2.04893,0.116358,0,2.72502,-5.40192,-6.04067,6.82
1jgl,-14.6644,1.88951,1.09861,0,0,0,0,0.409839,0,0,-3.60902,-3.70647,8.7
4aci,-32.2754,4.74405,2.07944,2.31297,0.725058,2.72367,-26.4426,0,0,1.26633,-0.629221,-2.79965,2.22
3lir,-10.9908,0.0827315,0,0,0,0,0,0.234122,0,4.0859,-3.46004,-4.83451,6.92
1zfk,-10.174,0.440397,0,0.850666,0.141847,0,0,0.136582,0,2.47433,-1.66079,-3.22843,7.92
1nfw,-12.845,0.189634,0,0,0,0,0,0.164374,0,2.29063,-4.67501,-4.95036,8.96
1o0n,-13.1957,1.37844,0,0,0,0,-5.00075,0.00364304,0,0.37979,-2.20782,-2.64726,4.09
4l50,-16.8828,2.63704,0.693147,0,0,0.954387,-2.71979,0.0792902,0.00531227,1.08546,-3.77788,-3.46637,6.06
1hdq,-14.3678,1.82146,0.693147,0.442828,0.0157547,0.728223,-4.71789,0.0381875,0,1.12367,-1.59684,-2.75642,5.82
3hv8,-20.2449,2.13457,0.693147,0,0,0.756549,-2.59427,0.176481,0,0.2223,-4.98524,-6.40387,6.98
1b8n,-18.3176,3.63472,0,0,0,0,0,0.0573795,0,0.622,-3.36063,-4.60155,10.52
2oag,-18.0982,1.32069,0.693147,0,0,0.933144,-6.21409,0.113145,9.91448e-007,1.99783,-4.37549,-5.12333,8.47
3f16,-21.0386,1.26602,0,1.7735,0.586645,2.26296,-15.0806,0.0307187,0,1.81007,-2.06195,-3.71555,8.23
3d4y,-15.8177,3.11997,1.38629,0.5414,0.695728,3.02005,-3.60421,0.209897,0.00171613,0.1614,-2.30302,-3.22008,5.7
1uz4,-13.4653,2.32076,1.38629,0,0,0,0,0.266515,0,0.1614,-2.70075,-2.73066,3.4
4zzy,-14.3253,0.864166,0,0,0,0,0,0.245104,0.000251211,0.4843,-4.37418,-4.92024,5.6
2j7f,-20.2527,3.21802,2.48491,0,0,2.53566,-5.95392,0.290504,0.0154888,0.451033,-3.59267,-3.90727,6.35
1o36,-13.6234,0.311206,0,0,0,0,-2.41841,0.0763509,0.3367,2.22553,-4.01628,-5.34607,5.96
3ip5,-14.1016,2.52453,1.09861,0,0,1.1767,-3.77065,0.203839,0.000608282,0.227633,-1.84945,-2.0026,6.22
3bex,-13.9288,2.51903,0.693147,0,0,0,0,0,0,1.19987,-2.92998,-3.0543,5.57
4elh,-18.6314,1.61164,0.693147,0,0,0,-2.80585,0.253341,0.00134747,3.16303,-5.28883,-5.97271,8.09
4u5s,-13.2658,0.264711,0,0,0,0.159979,-4.24651,0.0521976,0,5.38083,-4.22831,-4.30957,2.41
1olx,-29.8375,3.64195,1.38629,0.200876,1.46211,2.65401,-25.3015,0.314313,0.0153609,1.55802,-4.93949,-6.44878,4.33
2x6x,-16.6507,2.9971,0.693147,0,0,0,0,0.17305,0,1.89,-3.81416,-3.90863,3.68
4h75,-25.4464,1.86907,0,0,0,2.6019,-12.4357,0.543384,0.000173273,9.47869,-7.54795,-6.24212,6.6
4h81,-10.7737,0.196456,0,0,0,0,-3.13543,0.206706,0.00618786,0.663066,-2.54804,-3.04463,5.12
2h21,-16.574,1.64552,0.693147,0,0,2.65058,-2.64069,0.179761,0,1.47203,-4.2647,-4.66918,6.54
4ykk,-17.4936,2.9462,1.09861,0,0,3.70093,-8.05906,0.0973521,0.032208,0.389033,-2.25754,-2.17116,2.77
4ax9,-17.4345,1.32562,0.693147,0,0,0.134408,-3.99394,0.17231,2.99813e-005,3.48713,-5.01661,-5.17426,9.57
2i6b,-13.6659,1.34979,0,0,0,0,0,0.190615,0.0253333,1.7901,-3.49111,-4.52819,7.17
2d1n,-14.1721,0.78743,0,0.848187,0.753077,0.330982,-0.0838543,0.201882,0.000481655,4.39783,-4.62876,-6.00972,8.15
4r4i,-16.0645,1.21528,0.693147,0,0,0,-4.23222,0.189132,0,2.9281,-3.81763,-4.96977,6.27
3ao2,-9.94298,0.0144958,0,0,0,0,0,0.312645,0,0.5226,-2.98119,-3.57058,3.77
2h15,-13.4805,1.22583,0,0.903091,0.0611046,0,0,0.124046,0.0300028,-0.1635,-2.08407,-3.6123,5.67
3hk1,-13.5618,1.42517,0.693147,0,0,0,-2.16792,0.227298,0.000432901,2.48703,-3.02566,-3.7405,6.17
5efc,-13.4233,1.38124,0,0,0,0,-2.04754,0.0103846,0.000856221,0.685056,-3.09475,-3.51757,4.85
4ht2,-12.041,0.281991,0,0.922936,0.00438744,0,0,0.12884,0,1.1021,-2.1881,-3.94098,6.54
2rk8,-21.7332,1.72719,0,1.34423,0.96298,2.47744,-24.5177,0,0,-0.0481771,-0.738219,-2.12139,3.64
2e27,-13.9582,1.4313,0,0,0,0,-0.905507,0.30477,0,0.873233,-3.67662,-3.68596,9.35
4nue,-9.6458,0.186647,0,0,0,0,0,0.0901123,2.50026e-005,2.15327,-2.9405,-3.53689,6.82
1n4k,-27.8022,6.04049,1.38629,0,0,0.416757,-13.4979,0,0,-0.726631,-2.70537,-2.9534,10.05
4gq4,-13.073,0.703044,0,0,0,0,-0.431544,0.266232,0,0.0980561,-3.8011,-4.24456,7.66
3c2f,-22.14,3.15406,0.693147,0,0,1.44458,-15.4369,0,0,-0.181987,-2.23564,-2.67936,2
2ptz,-37.1582,4.59267,2.48491,1.99621,1.36765,11.084,-42.3179,0,0.000117699,0.10339,-0.733268,-2.73884,7.82
3s71,-10.5512,0.53027,0,0.883464,0.00296227,0,0,0.187646,0,0.554033,-1.21188,-2.84995,8.64
4z84,-15.8987,0.462813,0.693147,0,0,0.411684,-4.59186,0.201816,0.0615532,1.4438,-4.25312,-5.42888,5.82
2rio,-26.2876,2.25478,0.693147,0.0407888,0.490062,4.35969,-26.2611,0.332624,0.0137126,0.520823,-1.94202,-4.94985,4.69
1xhy,-18.9158,2.95168,1.38629,0,0,2.02351,-5.78695,0.256615,0.0751099,0.2845,-3.37604,-3.46156,6.18
4bf1,-11.4339,0.465458,0,0.863658,0.0254019,0,0,0.344734,0,1.59923,-1.76791,-3.49803,8.62
3l4u,-17.6789,2.68749,1.38629,0,0,0.972703,-4.11601,0.104348,0.00976763,1.4456,-3.6283,-3.66852,7.52
4wkn,-16.3176,1.61758,0.693147,0,0,1.14979,-2.83752,0.145809,0,0.968,-3.60652,-4.95586,9.72
4dkp,-9.67642,0.0195005,0,0,0,0,-0.217957,0.10956,0,1.5058,-3.09267,-3.48438,5.72
3kdc,-18.1865,0.720746,0,0,0,0,0,0.28373,5.84799e-006,3.1641,-6.44067,-7.52917,9.28
1f8b,-16.4314,2.11236,0,0,0,2.31255,-5.15984,0.00588161,0.0239435,1.31163,-3.13998,-3.622,5.4
4f1l,-13.8546,1.82522,0,0,0,0.0644475,0,0.0911601,0,1.85743,-3.53219,-3.81327,5.12
2web,-15.8837,1.37651,0,0,0,0.0260016,0,0.068253,0.000283935,3.2403,-4.98066,-5.60674,5.12
5aoj,-10.6722,0.348018,0,0,0,0.0902104,0,0.255799,6.72904e-007,0.579266,-3.60341,-3.07932,4.68
2i3h,-15.6503,0.610566,0.693147,0,0,0.704198,-6.0422,0.577847,0,3.16607,-4.05338,-4.28578,7.4
3u10,-16.4397,1.8994,2.07944,0,0,0.699453,-1.32758,0.292653,0.00029527,0.227633,-3.50791,-5.06493,5.44
2p7a,-8.41774,0.612084,0.693147,0,0,0,0,0.0587208,0,0,-1.7962,-2.17865,6.1
3c8e,-18.2273,2.31732,0,0,0,2.96739,-7.42883,0,0,2.89787,-3.42828,-3.90231,4.15
3kmx,-12.3656,0.666729,0,0,0,0,-4.0667,0.0416148,0,1.84083,-3.14532,-3.04079,4.82
3c8b,-11.9258,1.33239,0.693147,1.52431,0.598795,0,-0.615791,0.00369646,0,4.21443,-1.99209,-2.97284,6.1
4hf4,-14.1989,0.574922,0,0,0,0,0,0.519374,0,2.22267,-4.22761,-5.61171,8.62
1swr,-17.7183,2.4462,1.79176,0,0,0,-3.33681,0.581675,0.000128124,0.850033,-3.46313,-4.13243,6.92
4jss,-6.72227,0.0398008,0,0.834884,0.353718,0,0,0,0,0,-0.644845,-1.98863,3.3
4w9k,-18.0638,2.40586,0.693147,0,0,0,0,0.661704,0.000431655,3.63986,-4.94569,-5.25419,6.54
1ypj,-18.0928,1.59557,0,0,0,0.122163,-3.90991,0.320054,0.000445924,1.4597,-4.71329,-5.06226,7.02
4in9,-13.6429,0.462673,0,1.80117,0.467732,0,0,0.208766,0,3.79587,-2.60355,-4.68147,4.97
4etz,-16.112,2.00121,0,0,0,0,-2.54892,0.131259,8.47131e-005,0.2223,-3.16112,-4.42976,6.3
3f7h,-16.1905,0.798827,0,0,0,0.483955,-5.50736,0.477147,0,2.28449,-4.35939,-4.32539,7.09
1g2l,-16.5716,0.703212,0,0,0,0,-2.54892,0.428159,0,4.7317,-5.5926,-5.70974,7.24
