name,GBVIWSA_dG,coul,sol,vdw,sa,affinity
1tng,-5.21951,-7.28795,6.60058,-1.71586,-0.723774,2.93
1cgl,-12.4668,-17.654,13.6124,-4.65695,-1.67565,6.87
1g2k,-10.746,-3.07827,2.77746,-5.93661,-2.41602,7.96
1mue,-7.61151,-2.39968,2.13228,-3.86454,-1.39023,8.64
2ez7,-2.16049,-0.63784,0.732161,0.175786,-0.338084,4.36
1mu8,-8.56522,-0.591849,0.503049,-4.63871,-1.7452,9
1kdk,-8.48538,-0.821389,0.418332,-4.1241,-1.86571,9.05
1g30,-9.12132,-7.69945,7.03202,-4.13971,-2.22168,6.85
1mrn,-10.5471,-39.1341,38.5274,-5.84685,-2.00101,4.52
1uj5,-6.11173,-20.106,17.6976,-0.489274,-1.12156,3.05
1b6h,-11.9629,-28.9872,26.3617,-4.47869,-2.76632,7.82
1gnn,-3.44227,-7.69011,7.2003,1.88709,-2.74705,5.68
2gzl,-12.9698,-5.95696,3.33626,-6.03855,-2.21799,4.82
1pot,-8.61983,-40.3362,38.5242,-2.7352,-1.98014,5.49
1i9l,-6.85025,-13.1766,9.26549,0.0564608,-0.903073,8.48
1k1n,-8.18336,-14.5788,13.281,-3.46646,-1.32651,6.82
5er2,-7.44694,-3.75127,3.61648,-2.14839,-3.07126,6.57
1q84,-11.7691,-10.8407,10.7639,-7.14968,-2.45014,11.05
1lgt,-9.79891,-17.8974,13.4614,-1.85651,-1.41383,6.1
1v2r,-6.94156,-9.36357,8.22576,-2.69185,-1.01939,3.55
1b51,-11.5102,-31.7175,29.2803,-4.71384,-2.26666,7.37
1cps,-11.0989,-32.7898,26.9291,-2.03936,-1.10635,6.66
1uz8,-8.60387,-9.2711,7.99848,-4.03485,-1.20388,4.96
1uvt,-8.58082,-12.0087,11.5325,-4.36888,-1.64324,7.64
1fcy,-10.4914,-12.8265,12.2182,-4.91886,-2.87173,8.52
1elc,-4.86817,-3.82278,4.76908,-0.778892,-2.94307,6.66
1bzy,-10.9822,-43.6969,39.1951,-2.31186,-2.07599,8.34
1ugx,-6.49945,-2.82397,1.84554,-2.48428,-0.944227,5.91
1fm9,-10.3459,-11.602,10.6096,-4.00675,-3.25424,9
2j34,-8.5383,-3.00149,3.04156,-5.09798,-1.38788,7.82
1d6v,-6.51441,-1.25005,1.40556,-2.75666,-1.82075,6.17
1nw7,-7.6786,-6.37879,5.07391,-2.92416,-1.35706,5.09
1b6j,-11.5617,-0.994483,0.440362,-6.47947,-2.43558,7.92
1xjd,-8.70756,-7.23419,6.93707,-4.24934,-2.06858,9.48
2aod,-14.14,-11.2106,10.133,-7.51318,-3.45667,5.66
1bnt,-7.99864,-17.5312,14.5117,-1.93095,-0.955631,9.8
1hvl,-12.7037,-4.53018,4.13788,-7.61784,-2.60106,9.95
2f81,-8.93221,-2.34844,2.19324,-4.18268,-2.50182,10.52
1bv9,-13.2695,-10.7772,9.88938,-7.34935,-2.93985,8.96
2eum,-8.47514,-5.22932,4.2812,-3.38679,-2.04772,6.7
1rpj,-6.84809,-6.56226,3.48607,-0.295764,-1.38363,6.48
1g32,-8.34873,-11.8763,10.911,-3.20186,-2.08915,6.11
1g3d,-0.247467,-11.5091,8.75707,5.52573,-0.928634,5.55
1iih,-6.26138,-28.5291,27.2948,-2.12684,-0.807705,2.89
1i00,-4.28225,-15.3091,14.6287,-0.438314,-1.07101,6.34
1xff,-4.26287,-10.7749,10.1372,-0.608044,-0.924617,4.82
1o38,-5.95,-6.19116,4.83424,-1.37249,-1.12807,6.82
1pgp,-5.53969,-29.2851,28.4315,-1.67259,-0.920918,5.7
2a8g,0.024248,0.812432,-0.0794798,2.49991,-1.1161,3.69
6cpa,-8.96764,-35.0012,30.1653,-0.463748,-1.57543,11.52
1lpz,-8.72825,-10.7977,9.65196,-3.71509,-1.77492,7.6
4tmk,-14.6847,-56.7271,53.7025,-6.54439,-3.02327,7.7
1m0o,-9.83849,-42.1523,39.4907,-3.06479,-2.01956,2.31
1b5h,-11.224,-32.298,29.7951,-4.241,-2.3875,6.01
1jeu,-11.8309,-26.2501,23.862,-5.07225,-2.278,6.82
2aac,-5.6114,-0.739639,0.158294,-1.7233,-1.21424,2.22
1moq,-7.3766,-28.2948,26.211,-2.08544,-1.11482,3.46
1xt8,-6.4377,-12.2509,10.3696,-1.17104,-1.29283,6.85
2avq,-14.5724,-12.1357,10.5809,-7.56032,-3.36474,4.39
1gjc,-5.4998,-10.2693,8.59283,-0.634928,-1.09587,6.35
3aid,-8.23754,-6.90851,7.0063,-4.84538,-1.39743,6.86
1v2u,-5.29418,-7.53363,6.58061,-1.56437,-0.684282,3.37
1f0s,-7.54289,-9.24652,8.91738,-3.83152,-1.28972,7.74
1igj,-6.77106,-1.7691,1.92821,-3.76628,-1.07138,10
2tmn,-9.45176,-23.8965,18.9971,-1.56335,-0.896532,5.89
1ado,-4.25778,-14.5631,14.4998,-1.2996,-0.802402,6
1ciz,-11.3759,-6.51731,3.93449,-4.51429,-2.18626,7.44
1o2n,-6.63449,-3.16555,2.25302,-2.30163,-1.32782,6.09
2hf8,-17.8909,-66.0617,57.2917,-4.75617,-2.27214,5.47
1ork,-12.1982,-24.8319,20.4707,-4.39758,-1.34698,8.81
1qin,-14.0847,-22.6832,16.3973,-3.24761,-2.45863,8
1ecv,-7.01165,-19.5702,18.565,-2.62625,-1.28762,4.85
1pxp,-7.42388,-1.98322,1.61719,-3.55074,-1.4146,6.66
1mrs,-9.93055,-24.8009,21.6677,-3.31672,-1.38813,3.96
1dif,-13.9538,-9.02715,8.29727,-8.2216,-2.90977,10.66
1aj7,-6.39624,-21.1632,20.7703,-2.5753,-1.33546,3.87
1yvm,-3.63977,-9.274,6.51183,1.90049,-0.685582,6.4
2amt,-9.11112,-2.14843,1.36723,-4.54737,-1.69004,4.44
1lkl,-9.59067,-36.9069,34.4386,-3.64457,-1.38538,5.81
1qf2,-10.3074,-15.677,11.582,-2.84878,-1.27106,5.92
1y20,-6.79692,-10.6438,8.32536,-0.590956,-1.79505,5.32
1w5w,-12.0132,-2.95747,2.77361,-6.40425,-3.33262,8.8
1a94,-11.2185,-3.82673,3.66815,-6.21711,-2.75033,7.85
1b4z,-11.6736,-29.8748,27.4853,-4.54943,-2.64218,5.23
1os5,-7.47418,-5.88637,5.91912,-3.60287,-1.81154,6.85
1fkg,-7.43171,0.9164,-1.04641,-3.74897,-1.46021,8
1s63,-7.29706,-1.64938,-0.673297,-2.0123,-0.869567,9.05
1r1j,-6.77607,-8.57554,5.12892,1.41433,-2.65126,8.64
1m48,-3.13315,-6.3345,5.38178,1.45377,-1.54169,5.09
1f0t,-7.41384,-12.0797,10.9647,-3.19951,-1.00686,6
1li3,-4.97389,-1.85804,1.72074,-1.75909,-0.984987,4.25
2j7b,-5.69627,-8.54505,7.50947,-1.25319,-1.31499,6.62
3pck,-7.81116,-35.7965,31.8221,-0.789788,-0.95454,6.7
1bwb,-13.4465,-8.0999,6.94355,-7.08447,-3.11317,8.42
2il2,-12.2273,-10.9983,10.0643,-6.58413,-2.61659,7.1
1qbt,-13.8933,-9.64062,8.98549,-7.62446,-3.52118,10.62
2fxv,-7.13256,-8.98672,7.389,-1.77722,-1.66511,5.35
2izl,-7.79578,-8.66497,7.7832,-3.576,-1.2455,6
1ucn,-8.63628,-56.6145,52.7794,-1.56705,-1.14164,5.22
1upf,-3.93519,-2.29809,2.19592,-1.41544,-0.32507,4.6
2fqy,-7.4476,-1.10635,0.298935,-2.744,-1.80368,6.57
1bgq,-6.2877,-0.0679417,-0.0402717,-2.72921,-1.35777,8.57
1nl9,-8.49919,-34.2995,32.7708,-3.09297,-1.78498,5.96
1o2j,-3.54734,-6.39011,4.73574,1.32046,-1.12093,6.92
1v2j,-5.22262,-6.59647,5.70882,-1.57675,-0.665714,3.25
2j7g,-7.3893,-8.56417,6.81751,-2.09404,-1.4561,7
1qf0,-12.3464,-15.2257,11.0018,-4.06689,-1.96304,7.38
1pzi,-4.59233,0.471919,-1.67339,-0.194206,-1.10415,4.22
1lee,-8.24867,1.54329,-1.30552,-4.05993,-2.334,7.74
1qbn,-7.83549,-9.63312,8.47193,-3.56669,-1.01511,5.85
3gst,-10.1148,-21.964,19.7992,-3.48911,-2.3683,6.72
1rp7,-13.9547,-66.28,61.0328,-4.55806,-2.05695,8.52
1gi7,-6.03849,-7.67753,7.09553,-2.60689,-0.75496,4.51
1b1h,-12.8663,-23.6365,21.5669,-5.63079,-3.07337,7.03
1lf2,-8.28243,-1.63868,1.62286,-3.92912,-2.24497,7.52
1jgl,-7.35852,-1.97015,1.46094,-3.11895,-1.63785,8.7
1nfw,-7.72401,-6.97166,7.00409,-4.24308,-1.42084,8.96
1o0n,-6.13277,-26.448,25.1818,-2.17783,-0.596268,4.09
1b8n,-7.47268,-6.04511,4.93633,-2.79238,-1.47901,10.52
1uz4,-5.6993,-3.39642,2.55906,-1.76386,-1.00558,3.4
2j7f,-5.65672,-10.9966,8.87765,0.10142,-1.54672,6.35
1o36,-2.07819,-10.6519,9.42778,2.53828,-1.29989,5.96
1olx,-15.6194,-86.7466,77.9199,-1.44806,-3.25213,4.33
2d1n,-10.7762,-13.6606,10.7477,-3.46878,-2.30201,8.15
1n4k,-8.71414,-103.95,99.9316,-1.68087,-0.922136,10.05
1xhy,-7.32631,-13.6491,11.7031,-1.76649,-1.52136,6.18
2i3h,-8.50406,-15.6796,14.5113,-3.80024,-1.44297,7.4
1swr,-6.95493,-9.57553,7.74714,-1.33872,-1.69531,6.92
1g2l,-9.28355,-9.31954,8.41607,-4.32318,-1.9644,7.24
1ex8,-22.5145,-87.9198,74.2119,-4.35398,-2.36006,6.33
2hb3,-10.672,-2.25159,2.15386,-6.15854,-2.32316,11.35
1wdn,-7.32163,-9.72484,7.49537,-1.68969,-1.30996,6.3
1qji,-13.0233,-13.2746,8.68011,-4.59316,-1.74316,4.85
1x8j,-6.12605,-0.953002,1.15075,-2.99642,-1.23488,6.96
1ch8,-14.544,-86.8136,79.785,-3.47364,-1.94925,7
1mtr,-11.3093,-8.88348,7.6719,-5.52501,-2.48022,8.4
2j4i,-9.05795,-0.734658,0.774803,-5.00571,-1.99988,9
1owe,-6.6861,-9.43837,8.42364,-2.74923,-0.829622,6.2
1dud,-7.12823,-14.9887,14.0026,-3.03221,-1.01747,4.82
2f6t,-8.15461,-19.3497,18.4214,-3.67802,-1.45572,4.62
2olb,-13.2841,-34.2431,31.3764,-5.33123,-2.9937,5.54
1bn4,-6.29812,-12.8813,9.97231,-0.1219,-1.17474,9.31
1egh,-7.21361,-44.4116,41.3124,-1.05547,-0.966471,5.7
1bq4,-5.41795,-78.7009,77.4514,-1.54632,-0.529645,5.22
1ogg,-10.0978,-11.7782,10.8556,-4.81721,-2.26553,5.19
1gz4,-8.79333,-15.7881,15.4341,-5.13119,-1.21562,3.7
1lnm,-8.04247,-2.66252,2.60275,-4.67494,-1.21525,8.7
2j7d,-7.62353,-16.2548,14.3896,-2.16227,-1.5036,7.13
1ppk,-8.76717,1.27042,-1.91662,-3.67799,-2.35047,7.66
1ecq,-6.73106,-34.5635,27.5521,4.1242,-1.75139,3
2bys,-7.97155,-1.61343,1.62357,-3.53246,-2.35671,9.52
1b5i,-11.6616,-25.8491,23.6062,-4.76115,-2.56501,7.05
1mh5,-7.60097,-8.77469,7.33991,-2.27408,-1.79961,9.21
1fkf,-9.90768,-0.874393,0.525727,-5.58882,-1.87769,9.4
1zoh,-5.23237,0.697888,-0.195799,-2.22768,-1.41427,7
1g36,-7.81393,-9.29945,8.30399,-3.45383,-1.27213,7.17
2a4m,-0.267702,5.39611,-4.89194,2.23085,-0.910217,4.52
1m7d,-8.39999,-4.19022,3.60739,-4.51869,-1.20596,6.23
1x38,-7.87471,-16.0328,13.8049,-2.10041,-1.45382,8.77
1c5t,-5.64035,-6.42008,5.69739,-2.22664,-0.598509,4.1
1a9m,-9.8676,-5.96957,6.09549,-5.50211,-2.3989,6.92
1bai,-10.3826,-4.97101,4.41819,-5.18189,-2.55541,7.7
1m5w,-2.51983,-23.2552,22.7195,0.921959,-0.813632,4.27
1z71,-9.75126,-5.07872,4.96538,-5.35681,-2.18861,9.18
2ces,-6.80531,-17.1326,14.8682,-1.03358,-1.41479,7.25
1hos,-8.02327,-5.45689,5.30446,-3.51559,-2.26274,8.55
1c5y,-5.85455,-5.95399,4.98267,-1.96113,-0.829593,4.2
1fzo,-13.181,-14.3127,11.9818,-5.84246,-2.91507,7.89
1sr7,-11.9759,0.77396,-0.853012,-6.50976,-3.29459,10.1
1fzq,-9.52674,-35.0774,32.2193,-2.83076,-1.74536,7.62
1utl,-4.73682,-4.7927,4.66596,-2.04784,-0.469736,2.47
1ik4,-6.27398,-29.5453,26.3052,0.481368,-1.42273,7.41
1tcw,-7.55025,1.40022,-1.33058,-3.8221,-1.70528,6.02
1e2l,-6.89139,-2.63594,2.09829,-2.80916,-1.45207,4.29
1nfx,-8.41104,-10.1026,10.1653,-4.97085,-1.41041,8.52
1a4w,-8.25887,-15.9064,15.1159,-3.75344,-1.62239,5.92
1g48,-5.32465,-6.51054,5.20151,-0.90651,-1.0166,8.41
1bp0,-7.49697,-29.1469,27.556,-2.66909,-1.14444,5.4
2iko,-8.16133,-7.89473,7.02487,-3.61006,-1.5889,5.45
2bt9,-5.78039,-2.60721,1.3362,-1.62233,-0.794542,6.19
1pdz,-4.41037,-30.2273,29.6951,-1.23104,-0.554634,3.7
2evl,-10.9245,-5.17962,3.99136,-4.43678,-3.20698,6.7
1z4o,-7.64407,-22.149,19.9804,-1.98204,-1.40101,4.52
1o3i,-6.68609,-14.3036,12.1832,-1.472,-1.0011,7.3
1pme,-7.23693,-2.69091,2.7139,-3.59641,-1.571,9.4
2h4n,-6.63914,-12.0852,10.078,-2.08098,-0.458439,8.7
1laf,-8.44426,-16.4682,14.6201,-2.95421,-1.54938,7.85
1hvr,-10.9746,-1.8345,1.76486,-6.22211,-2.59035,9.51
1ghw,-0.749703,-9.81264,7.7762,4.37612,-0.996878,4.2
1hmt,-7.86576,-10.5887,10.0918,-3.76922,-1.50712,5.79
1ndv,-7.48681,-17.667,16.7606,-2.95543,-1.5325,5.92
1ajv,-10.4976,0.337223,-0.45394,-5.65872,-2.62966,7.72
1b6k,-11.7585,-8.98245,7.77356,-6.27528,-2.18178,8.74
1koj,-7.0579,-36.2043,34.3638,-1.6773,-1.44758,6.7
1lah,-7.61306,-15.54,13.2563,-2.20851,-1.02834,7.52
1atl,-8.69195,-8.17176,5.22227,-2.23503,-1.41492,6.28
1sdt,-12.4124,-7.88515,7.88068,-7.44451,-2.87089,9.27
1t32,-9.5699,-23.7578,22.8498,-4.70318,-1.86616,7.42
1f3e,-5.30081,-3.05832,2.43666,-1.99733,-0.589302,6.7
1c88,-7.18265,-18.8045,17.416,-2.23686,-1.46476,5.29
1j4r,-9.04349,-7.71655,7.23387,-4.36608,-2.10222,7.72
1b55,-4.65771,-120.859,117.039,2.7506,-1.4953,7.4
456c,-13.0387,-11.7529,5.44599,-2.84852,-1.79078,9.77
1msn,-11.0589,-4.98151,4.49828,-5.64431,-2.83881,9.09
1o2h,-5.23685,-14.4773,12.0473,0.46101,-1.17537,7.17
1h2t,-12.3565,-25.3491,22.9993,-5.47626,-2.4379,7.89
1oar,-6.54423,-16.0064,15.6627,-2.29962,-1.80845,7.4
2ccb,-6.00942,-3.03381,2.75785,-2.56008,-1.08088,7.45
1yc4,-7.07593,0.589361,-0.804033,-3.41512,-1.35363,6.55
1pzo,-5.58433,0.818065,-0.982017,-2.15666,-1.1712,3.32
2mas,-6.55019,-5.87332,3.75689,-1.04014,-1.30112,7.52
1ai4,-5.00528,-7.54506,7.06083,-1.70096,-0.727575,2.5
1sdu,-11.8929,-9.50042,9.25712,-7.01593,-2.54113,10.07
1bhx,-8.78323,-7.47945,6.82673,-4.58596,-1.45204,6.84
1v2w,-6.82475,-11.7514,10.7305,-2.6839,-1.02748,4.01
2j7e,-7.12462,-16.8343,14.463,-1.04176,-1.61905,7.32
1lgw,-4.83973,-0.483905,0.423049,-1.36912,-1.31724,4
1tom,-8.41581,-15.2179,14.1272,-3.65565,-1.57702,8.3
1f0u,-9.28819,-14.9958,13.8973,-4.7584,-1.3388,7.16
1sh9,-8.19163,-1.11361,1.26189,-3.74127,-2.50613,6.03
2b07,-8.65963,-32.6171,31.8026,-4.21973,-1.53286,6.43
1ghv,-5.44284,-7.39006,6.67211,-1.80474,-0.827634,4.35
2ypi,-3.9927,-22.3048,21.8668,-0.72009,-0.742041,4.82
1hbv,-9.66587,-8.56515,8.51842,-5.38526,-2.14137,6.37
1b52,-11.3693,-29.2373,26.9345,-4.58419,-2.38981,7.12
1ui0,-4.54808,-3.33945,2.6443,-0.97652,-0.783901,7.06
2cht,-6.51353,-18.0486,17.1403,-2.10875,-1.40391,5.52
1m2p,-5.98805,-3.28698,3.15852,-2.61315,-1.15393,6.11
1qkb,-11.9222,-31.3996,28.8614,-4.50289,-2.78864,7.35
1h46,-6.27614,-16.9528,16.32,-2.58919,-0.961642,3.57
4er1,-3.88016,-7.75704,7.90465,1.52438,-3.45964,6.62
1bhf,-9.09169,-29.5761,28.2142,-4.16903,-1.46826,4.38
1qbv,-7.77243,-11.6253,10.8144,-3.24707,-1.62188,5.39
1h1d,-12.0705,-21.8592,15.0791,-2.4165,-0.781404,8.22
1w4q,-6.25277,-37.1623,34.5558,-0.516688,-1.03712,5.26
1w5v,-11.8138,-2.51657,2.32321,-6.15841,-3.36948,8.15
1t7d,-6.5976,-13.2936,12.454,-2.39755,-1.26795,6.03
1o2o,-6.74478,-6.60999,5.14489,-1.76413,-1.42305,6.36
1v2n,-7.88349,-9.2414,8.33345,-3.72076,-1.16227,5.9
1mq5,-9.12741,-7.79042,7.56985,-4.96157,-1.85277,9
1pfu,-5.28198,-9.7032,8.84035,-1.31191,-1.01472,2.72
1g4j,-7.24214,-9.4056,5.75281,-0.6121,-0.884748,8.7
1n5r,-4.7579,-2.2038,2.42641,-2.36471,-0.523298,5.66
2j75,-6.57088,-18.713,16.3938,-1.08741,-1.07173,6.65
1hi5,-6.04094,-42.2521,40.0117,-0.949737,-0.758319,4.04
1gyy,-5.00383,-10.3296,9.68107,-1.41903,-0.843699,3.64
1hvh,-5.85807,-4.68362,4.97261,-2.1232,-1.93135,7.96
2i80,-6.13469,-3.00877,2.93816,-2.24509,-1.72648,5.4
1sqo,-7.18808,-6.62896,5.79799,-3.0783,-1.18631,7.46
2pcp,-6.44157,-9.16903,9.00677,-2.56136,-1.62544,8.7
1txr,-9.31821,-6.143,3.13693,-2.54708,-1.67255,7.74
1sqt,-7.4317,-9.92489,9.38122,-3.52726,-1.26826,6.2
2f35,-7.06228,-8.63254,6.95623,-2.32854,-0.964922,5.4
1gjd,-7.83815,-13.448,11.9895,-2.90311,-1.38401,5.22
2euk,-12.2567,-6.17318,5.00888,-5.26664,-3.73322,6.6
1i5r,-12.2547,-4.51828,3.69077,-5.00395,-4.33075,8.52
1hii,-11.2586,-6.42815,5.8409,-6.08461,-2.49424,7.28
7std,-8.30963,-1.00218,1.01301,-3.69788,-2.53006,10.72
1vyg,-7.96668,-11.5884,10.8805,-2.65106,-2.51525,8
1e3v,-5.93276,1.34208,-1.3293,-2.64147,-1.21155,4.34
966c,-11.797,-18.2055,13.4083,-3.64615,-1.26121,7.64
1gaf,-7.69524,-23.6691,22.4303,-3.13263,-1.23124,8
1met,-10.2444,-5.13541,4.92783,-5.329,-2.61528,9.4
1v2t,-6.73913,-10.7225,9.64411,-2.64392,-0.924315,4.71
1izh,-10.5327,-1.07348,0.858123,-4.60693,-3.61791,7.7
2aj8,-7.39523,-12.1183,11.3964,-2.82056,-1.76021,6.2
1sw2,-5.81701,-6.26315,5.56837,-2.37672,-0.653,7.22
1nwl,1.84999,-14.9133,14.0957,6.08146,-1.32137,2.39
1sld,-7.8118,2.16535,-2.22719,-4.34437,-1.31308,6.57
2qwf,-8.12179,-13.993,12.6059,-3.18119,-1.46098,5.67
2avo,-11.5499,-7.63463,7.64184,-6.76821,-2.69642,8.85
1nh0,-12.9697,-7.71888,6.23741,-6.54876,-2.84692,9.74
1gi4,-11.6597,-22.8219,16.7244,-2.66941,-0.800208,7.19
2f7o,-6.90143,-13.4159,10.3305,-0.420989,-1.30255,7.44
1hvk,-13.6179,-5.78523,5.32071,-8.06716,-2.99376,10.96
1iiq,-9.17706,-16.014,14.1549,-2.14419,-3.08126,7.48
1x8t,-12.3894,-90.8473,85.231,-1.16878,-3.51185,7.8
1qbq,-6.94138,-29.392,28.98,-3.00067,-1.43628,8.3
1dmp,-9.86385,-1.05736,0.859216,-5.16785,-2.40534,9.55
2ihq,-7.6012,-2.8486,2.66519,-2.49473,-2.83054,8.49
2cf9,-9.81126,-9.39409,8.55404,-5.00665,-1.87204,7.82
1g7v,-3.04175,-13.6072,14.6957,-0.814963,-1.22283,6.4
1jev,-13.42,-30.577,27.922,-5.45331,-3.21921,6.89
1g53,-6.95,-12.9485,8.97009,0.283753,-1.16287,9.04
1njc,-6.95819,-35.5793,34.1694,-1.97937,-1.4764,5.55
1nm6,-9.22714,-11.8974,11.6202,-5.17726,-1.68016,10.05
1xkk,-11.0144,-3.65016,3.60918,-5.95182,-2.92906,8.52
1px4,-6.18543,-4.81434,3.71032,-2.0346,-0.954293,3.23
1w5y,-12.1514,-3.63962,3.39757,-6.77532,-3.04155,8.48
1tni,-4.32082,-7.74639,7.19056,-0.58784,-1.08463,4
1c1v,-8.37839,-11.8399,9.3221,-2.7733,-0.99478,7.64
1g45,-7.49703,-10.9899,7.6615,-1.13705,-0.939087,8.64
1u1w,-5.73587,-6.51061,6.27429,-1.69351,-1.71354,5.85
1b2h,-12.5659,-35.5136,32.6832,-5.16045,-2.48247,4.54
1okl,-1.97755,-3.38182,5.85179,-1.11084,-1.24417,6.03
1pzp,-5.31374,-1.22328,1.47637,-2.56708,-0.907245,3.31
2avm,-14.4429,-13.1416,11.5843,-7.39451,-3.39847,5.7
1sdv,-12.1422,-8.35938,8.4188,-7.34367,-2.76543,8.74
1ws1,-8.7397,-5.70039,3.06364,-1.95707,-2.05337,9.55
1r4w,-6.41828,-11.2442,9.93893,-1.64847,-1.37205,4.05
1h6h,-7.69344,-46.9945,45.0469,-2.61312,-1.04021,5.3
2i0a,-9.60091,-2.70972,2.66536,-5.20255,-2.26148,11.4
1p1o,-7.85625,-14.4675,12.2501,-2.20999,-1.33639,5.76
1zp8,-6.7002,-3.42412,3.58673,-2.07619,-2.69411,8.77
1fiv,-10.4181,-7.74016,6.50501,-3.61122,-3.47925,6.59
1gwv,-6.26141,-0.943741,0.332804,-2.81889,-0.739072,2.57
1amw,-6.21759,-2.80386,2.86694,-3.32845,-0.859708,4.54
2cbu,-6.80902,-15.4278,13.3563,-1.25407,-1.391,5.68
1k22,-9.40728,-14.337,13.2066,-4.30968,-1.87464,8.4
1n51,-3.79275,-8.11695,3.94723,4.69524,-2.22577,4.85
1mrx,-9.81541,-2.78857,2.59852,-4.95235,-2.5805,7.26
1zhy,-9.01637,-1.33631,1.51204,-4.7346,-2.365,6.52
1fkh,-7.06603,-1.50593,1.34716,-3.27684,-1.53791,8.15
1hvs,-12.1605,-4.62248,4.30597,-7.29759,-2.45392,10.3
2bvd,-8.46395,-26.434,23.2167,-1.74069,-1.41345,6
1xap,-9.75577,-13.9058,13.4258,-4.75258,-2.43069,8.7
1v2l,-5.24443,-4.24516,3.53269,-1.84816,-0.591279,4.29
1e6q,-6.58549,-5.47353,4.1747,-2.01771,-1.17644,3.15
1onz,-5.84349,-29.3322,27.9977,-1.05273,-1.36377,5.1
2hxm,-7.18261,-10.8983,9.83003,-3.04753,-0.974281,5.22
1i9o,-6.0338,-15.4516,11.5268,1.19904,-1.21553,8.42
1d4p,-8.18332,-7.59305,6.89399,-4.10812,-1.28364,6.3
2gvv,-3.46102,-2.1508,1.10238,0.72973,-1.04982,3.9
1grp,-8.21183,-45.3736,41.6367,-1.53447,-0.847909,3.72
1gi1,-4.30857,-13.1413,10.9572,0.828922,-0.860806,5.47
1fv0,-6.33687,-3.38247,3.09515,-2.82176,-1.13527,5.93
1nu3,-4.59705,-0.618986,1.06735,-1.74617,-1.20673,4
1b3f,-12.5339,-29.8569,27.4204,-5.09011,-2.91475,6.89
1sb1,-7.82463,-9.94862,9.99311,-3.93389,-1.84273,6.89
1bnq,-8.01683,-8.31704,5.6394,-2.16622,-1.08046,9.49
1ro7,-12.6124,-29.3795,26.5227,-4.89816,-2.7649,3.18
1hi3,-6.0506,-58.4409,56.1644,-1.18937,-0.492263,4.19
1str,-8.54203,-5.06799,4.48952,-4.5324,-1.33866,4.77
1sbg,-9.6396,-1.04658,1.05147,-5.27187,-2.28011,7.74
1w3j,-4.59271,-6.40907,5.82093,-0.876239,-1.03582,6.32
1gja,-7.26765,-13.8087,12.2597,-2.69431,-0.931872,5.42
1i9q,-7.04492,-10.6901,6.91408,-0.181486,-0.994856,8.41
1o0f,-7.23519,-55.7039,53.7999,-2.37797,-0.860778,5.3
1mfd,-6.45413,1.05191,-1.53832,-3.03941,-0.835804,5.31
1xgi,-3.5085,-13.3335,12.4724,0.452204,-1.00709,4.85
1uwf,-6.69898,-6.21187,4.12589,-1.22734,-1.29314,6.82
1ua4,-6.45175,-1.9348,1.12727,-1.77387,-1.77784,4.22
1xbo,-9.20167,-16.7489,15.5869,-4.3659,-1.5812,6.04
1igb,-12.1994,-11.7269,3.25309,-0.292305,-1.34081,6.4
1xq0,-6.93333,-11.2469,9.46189,-1.9875,-1.06832,6.34
1m7y,-11.8739,-32.8746,28.4477,-2.74937,-2.60501,10.96
1thz,-4.69495,-14.7252,14.0951,-0.437748,-1.53459,5.15
1gnm,-5.23936,-8.42595,7.49027,0.439195,-2.65036,6.25
2tpi,-7.63936,-12.3672,11.1546,-2.83675,-1.49752,4.31
1d3d,-9.22979,-10.7998,10.415,-5.1101,-1.64242,9.09
2h4k,-5.36159,-25.9902,25.1029,-1.20402,-1.17775,5.49
2c80,-8.8307,-20.968,18.376,-2.1307,-2.01545,5.33
2f1g,-6.88592,-2.15506,2.24794,-3.13685,-1.74944,7.54
2cbz,-13.3465,-70.0191,62.7002,-2.83047,-1.10467,3.93
1r9l,-5.38861,-5.3858,5.09357,-2.0225,-0.981373,5.4
1gj6,-8.34018,-12.0426,10.4072,-3.16827,-1.44407,7
2ewa,-8.10747,-4.38775,4.31661,-3.97339,-1.97044,7.94
1kyv,-8.96831,-3.794,3.11015,-4.29114,-1.90082,5.92
1qxk,-9.11945,-23.5892,22.5781,-4.18676,-1.82905,5.05
2h6b,-6.02339,-25.521,23.2618,-0.269693,-1.40192,5.39
2csn,-5.78922,-5.63026,5.57036,-2.69577,-0.941044,4.41
2i3i,-8.22395,-13.858,12.7391,-3.5434,-1.46913,7.3
1stc,-7.97505,-7.76697,7.2513,-3.09961,-2.26726,8.1
1wht,-5.52733,-16.2051,14.3718,-0.287821,-1.31373,3.7
1pvn,-9.05125,-25.6385,23.3784,-2.55345,-2.14518,9.82
1rd4,-7.79508,-0.927676,1.23466,-3.6447,-2.36485,7.74
1dhj,-8.10124,-24.1166,23.1085,-3.59947,-1.40112,6.55
1hnn,-5.80093,-13.5012,13.2137,-2.23243,-1.18849,6.24
1b6l,-8.68285,-7.30641,7.05013,-4.40945,-1.92461,8.3
1hxb,-10.256,-10.6985,10.8449,-5.37993,-2.93,9.92
1jq8,2.03297,2.18011,-1.53751,6.74975,-3.26687,6
2fpz,-5.10268,-7.01533,6.37655,-1.68652,-0.684871,3.96
1os0,-11.7032,-14.2147,10.1076,-3.90469,-1.59893,6.03
1v0k,-6.42776,-7.15408,5.81196,-1.95016,-1.04296,5.1
