name,Gold.Chemscore.Fitness,Gold.Chemscore.DG,Gold.Chemscore.ZeroCoef,Gold.Chemscore.Hbond,Gold.Chemscore.Metal,Gold.Chemscore.Lipo,Gold.Chemscore.Internal_Hbond,Gold.Chemscore.DEClash,Gold.Chemscore.DEInternal,Gold.Chemscore.Rot,affinity
4e6q,27.6172,-28.5189,-5.48,1.5477,0,182.7664,0,0.1962,0.7055,1.3727,8.36
1u1b,-13.8041,3.7469,-5.48,3.2331,0,63.884,0,4.2149,5.8424,10.7422,7.8
5aba,15.0735,-17.8807,-5.48,0,0,155.2633,0,1.2052,1.6019,2.252,2.98
4ogj,25.2322,-29.9801,-5.48,2.2857,0,181.3403,0,0,4.7479,1.6997,6.79
2yfe,26.1287,-32.2343,-5.48,0.987,0,243.6992,0,0.7051,5.4005,1.9746,6.63
3oe5,40.1543,-46.7684,-5.48,2.7214,2,275.8023,0,4.2922,2.3219,4.7382,6.88
2w66,27.6283,-28.7271,-5.48,5.9502,0,117.4166,0,0.3656,0.7332,4.0485,4.05
4jxs,-3.8923,-13.4362,-5.48,0,0,105.4562,0,12.7614,4.5672,1.7118,4.74
2xb8,26.3592,-30.6503,-5.48,4.3265,0,176.2229,0,2.8537,1.4374,3.8666,7.59
3arv,29.011,-29.2325,-5.48,0,0,203.0129,0,0.2215,0,0,5.64
1yc1,25.0894,-27.5801,-5.48,2.4266,0,163.952,0,0.0202,2.4704,2.0262,6.17
1o0h,5.3618,-11.0208,-5.48,5.9127,0,27.601,0,3.3823,2.2767,6.8113,5.92
4agn,15.5371,-20.5521,-5.48,0,0,182.3282,0,2.7449,2.27,2.4454,3.97
4crc,25.1906,-33.0279,-5.48,2.0438,0,217.1674,0,3.0335,4.8039,1.8308,8.72
2brb,16.7437,-20.1454,-5.48,0.1,0,161.7501,0,1.5068,1.895,1.7943,4.86
4cra,31.6016,-33.0108,-5.48,2.4818,0,214.6713,0,0.8443,0.5648,2.2949,7.22
3b68,27.7025,-41.5435,-5.48,2.2632,0,300.8398,0,3.7757,10.0653,2.6148,8.4
2vw5,25.917,-29.0966,-5.48,3.075,0,179.6748,0,2.6411,0.5385,2.9983,8.52
4e5w,28.8834,-30.1902,-5.48,2.1677,0,180.5539,0,0.1011,1.2057,1.4276,7.66
2r9w,17.0219,-20.2972,-5.48,2.3781,0,130.8531,0,1.7167,1.5587,3.2951,5.1
5dwr,37.0046,-45.8159,-5.48,2.9551,0,282.2722,0,0.7871,8.0242,1,11.22
4f09,23.3524,-23.4013,-5.48,1.1122,0,143.3052,0,0.006,0.0429,1,6.7
4jsz,6.3801,-9.9162,-5.48,0,0,37.9161,0,2.4267,1.1094,0,2.3
2v00,15.9848,-17.4654,-5.48,0.9999,0,109.2695,0,1.3699,0.1107,1.6167,3.66
