name,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,PLPparthbond,PLPpartSteric,PLPpartmetal,LIG_NUM_CLASH,LIG_NUM_CONTACT,LIG_NUM_NO_CONTACT,CHEMPLP_CLASH2,TRIPOS_TORS,affinity
1sqa,-129.499,-117.499,-4.17737,-41.2234,-0.313189,-17.3825,-37.4035,-4.17737,-10.9546,-110.833,0.0,2,29,0,0.0,10.2911,9.21
3mss,-81.5608,-69.5608,-3.88385,-29.5625,-0.285819,-12.3885,-25.213,-5.09755,0.0,-64.4419,0.0,0,16,5,0.0,2.3284599999999998,4.66
2p15,-143.122,-137.122,-4.472580000000001,-45.0807,-0.323439,-18.7817,-43.1909,-4.472580000000001,-5.88048,-121.25399999999999,0.0,2,30,0,0.0,2.6269099999999996,10.3
3ejr,-134.878,-126.87799999999999,-5.39513,-46.1277,-0.387081,-19.1673,-43.3917,-5.39513,-22.9033,-87.9793,-10.0,6,19,0,0.0,1.1363299999999998,8.57
3ge7,-150.899,-138.899,-5.8038099999999995,-50.9365,-0.42213599999999996,-21.2622,-46.8858,-5.8038099999999995,-16.3412,-120.3,0.0,2,24,0,0.0,1.45995,8.7
3zsx,-118.35799999999999,-98.3578,-3.4811099999999997,-36.5346,-0.258143,-15.3492,-30.361,-3.4811099999999997,-11.6121,-95.6822,0.0,2,32,0,0.0,6.98348,3.28
1u1b,-122.775,-94.7753,-2.4073599999999997,-33.1071,-0.152453,-13.1963,-25.5567,-2.6122400000000003,-12.6665,-110.25399999999999,0.0,8,39,4,0.0,17.1065,7.8
4ty7,-153.27,-139.27,-4.3791400000000005,-46.8562,-0.310874,-19.4014,-42.5763,-4.3791400000000005,-13.2722,-126.154,0.0,1,34,0,0.0,3.77405,9.52
5dwr,-120.667,-112.667,-3.77083,-38.0076,-0.273328,-15.8472,-35.4877,-3.77083,-6.0,-100.648,0.0,3,29,0,0.0,3.0739099999999997,11.22
2j7h,-89.7276,-87.7276,-8.972760000000001,-41.6479,-0.605589,-16.9568,-40.7195,-8.972760000000001,-17.3754,-54.8492,0.0,2,8,0,0.0,0.0283474,7.19
2br1,-100.98100000000001,-86.9808,-3.4821,-32.8679,-0.25798699999999997,-13.8046,-28.3111,-3.4821,-2.0,-91.9582,0.0,3,26,0,3.33174,8.19098,5.14
3utu,-194.84099999999998,-166.84099999999998,-4.14555,-53.9901,-0.286035,-22.1442,-46.2314,-4.14555,-12.5059,-175.53,0.0,3,44,0,0.458779,9.081610000000001,10.92
3syr,-129.929,-125.929,-6.49645,-47.8663,-0.444622,-19.5795,-46.3927,-6.49645,-24.7913,-90.8599,0.0,0,20,0,0.0,1.17943,5.1
3g31,-41.9131,-37.9131,-2.46548,-16.3005,-0.17741600000000002,-6.7800199999999995,-14.7448,-2.46548,0.0,-23.9822,0.0,1,16,0,0.0,1.7034099999999999,2.89
4kzq,-128.377,-126.37700000000001,-7.132060000000001,-48.985,-0.538879,-20.7088,-48.2218,-7.132060000000001,-4.0,-106.506,0.0,3,15,0,0.0,0.0338601,6.1
2xii,-129.497,-123.49700000000001,-4.62489,-42.6455,-0.33774699999999996,-17.8253,-40.6696,-4.62489,-18.6344,-96.5172,0.0,6,22,0,0.0,2.97637,7.2
4m0y,-99.3289,-93.3289,-4.51495,-35.4488,-0.336362,-14.915999999999999,-33.3075,-4.51495,-8.350610000000001,-76.7848,0.0,1,21,0,0.0,2.7644,6.46
1p1n,-99.4737,-91.4737,-6.6315800000000005,-40.3346,-0.46213999999999994,-16.5983,-37.0908,-6.6315800000000005,-18.3026,-66.2416,0.0,1,14,0,0.0,2.63187,6.8
3coz,-161.753,-145.753,-5.391780000000001,-52.0571,-0.363112,-21.1795,-46.9078,-5.391780000000001,-19.6574,-128.689,0.0,4,26,0,0.0,3.08423,5.57
2wnc,-100.60600000000001,-94.60600000000001,-4.79076,-36.4657,-0.352561,-15.2813,-34.2909,-4.79076,-1.9176799999999998,-82.6265,0.0,2,19,0,0.0,1.56321,6.32
1uto,-66.4668,-62.4668,-7.3852,-31.9539,-0.54398,-13.3946,-30.0309,-7.3852,-3.52469,-43.8513,0.0,1,8,0,0.0,0.374816,2.27
3arq,-122.57,-116.57,-3.4047199999999997,-37.1208,-0.245881,-15.4584,-35.3036,-3.502,-2.77501,-106.084,0.0,3,32,1,0.0,4.0179800000000006,6.4
1a30,-86.8038,-62.8038,-3.3386099999999996,-29.3009,-0.23249099999999998,-12.0548,-21.1996,-3.3386099999999996,-13.4152,-64.9269,0.0,5,21,0,0.0,9.30299,4.3
3kwa,-60.6127,-38.6127,-4.32948,-25.149,-0.293695,-10.2567,-16.0209,-4.32948,-7.82505,-49.176,0,4,10,0,6.78456,7.96823,4.08
3qgy,-109.823,-101.823,-3.66077,-35.3443,-0.253921,-14.5221,-32.7697,-3.66077,-4.0,-91.0464,0.0,3,27,0,0.0,3.35059,7.8
4djv,-114.819,-106.819,-4.10067,-37.8118,-0.308291,-15.9586,-35.1772,-4.10067,-8.68688,-90.3638,0.0,3,25,0,0.0,1.71627,6.72
2xb8,-137.192,-129.192,-6.2359800000000005,-48.9613,-0.443575,-20.2865,-46.1062,-6.2359800000000005,-21.2822,-102.57700000000001,0.0,4,18,0,0.0,2.9398400000000002,7.59
4eky,-139.062,-129.062,-5.79427,-48.2102,-0.408611,-19.9179,-44.7434,-5.79427,-24.88,-99.4596,0.0,5,19,0,0.0,2.31822,3.52
3dd0,-69.36399999999999,-63.364,-4.33525,-27.5271,-0.26958200000000004,-10.9057,-25.146,-4.33525,-5.0748,-48.5401,0.0,3,13,0,0.0,3.75236,9
3fur,-150.719,-140.719,-4.8619,-47.9785,-0.293697,-18.8254,-44.7952,-4.8619,-4.0,-135.235,0.0,1,30,0,0.0,5.7451300000000005,8
2v7a,-131.105,-119.105,-3.74585,-40.0801,-0.27568000000000004,-16.7963,-36.4116,-3.74585,-7.61517,-107.273,0.0,5,30,0,0.0,2.7795099999999997,8.3
3e5a,-134.565,-120.565,-4.077719999999999,-41.9528,-0.289013,-17.3618,-37.588,-4.077719999999999,-5.44543,-119.04799999999999,0.0,1,32,0,2.41122,3.8225800000000003,8.23
4qd6,-79.3438,-65.3438,-2.26697,-24.2563,-0.162063,-10.0671,-19.9763,-2.40436,-4.3913199999999994,-72.5457,0.0,3,30,2,7.857310000000001,8.18983,8.64
3bgz,-102.87,-96.8703,-4.2862599999999995,-35.6631,-0.329362,-15.1618,-33.5831,-4.2862599999999995,-4.0,-82.2434,0.0,0,24,0,0.0,2.1846900000000002,6.26
2zy1,-107.191,-91.1907,-4.46628,-37.1609,-0.30686399999999997,-15.2202,-31.614,-4.46628,-8.0,-87.1752,0.0,0,24,0,1.8222,5.188359999999999,7.4
4ivd,-121.804,-111.804,-4.87216,-41.6564,-0.360982,-17.4959,-38.2364,-4.87216,-6.0,-101.76299999999999,0.0,2,23,0,0.0,3.4095,9.52
3r88,-80.2083,-74.2083,-5.72916,-33.2795,-0.408851,-13.8039,-30.79,-5.72916,-4.0,-64.3596,0.0,1,13,0,6.3509400000000005,0.254872,4.82
3pyy,-112.42200000000001,-106.42200000000001,-4.4968900000000005,-38.4478,-0.334268,-16.1659,-36.3959,-4.4968900000000005,-2.12692,-94.3138,0.0,1,24,0,0.0,1.94295,6.86
3n7a,-102.24799999999999,-100.24799999999999,-8.5207,-44.6611,-0.590546,-18.3452,-43.7875,-8.5207,-21.5985,-65.507,0.0,0,12,0,0.0,0.809034,3.7
4f09,-98.7323,-96.7323,-5.19644,-37.0005,-0.385171,-15.5426,-36.251,-5.19644,-4.0,-76.7979,0.0,0,19,0,0.0,1.20306,6.7
1s38,-100.34700000000001,-100.34700000000001,-7.7190199999999995,-42.6767,-0.572785,-17.9336,-42.6767,-7.7190199999999995,-10.0,-72.4129,0.0,3,10,0,0.0,0.0,5.15
4x6p,-177.575,-161.575,-4.43938,-51.9233,-0.32227,-21.6601,-47.2448,-4.43938,-10.9902,-161.19799999999998,0.0,2,38,0,0.0,10.0703,8.3
2v00,-83.8459,-77.8459,-5.2403699999999995,-33.2743,-0.389521,-13.9904,-30.8932,-5.2403699999999995,-7.36755,-59.0588,0.0,1,15,0,0.0,1.18614,3.66
5aba,-82.8333,-76.8333,-3.60145,-29.127,-0.204658,-11.1981,-27.0172,-3.76515,0.0,-66.6281,0.0,1,22,0,0.619587,1.80942,2.98
2vw5,-120.51799999999999,-114.51799999999999,-3.34772,-36.4992,-0.23977199999999999,-15.1577,-34.6821,-3.34772,-10.5835,-94.8234,0.0,1,35,0,0.0,2.54419,8.52
4agq,-121.19,-103.19,-4.03967,-39.0026,-0.23375700000000002,-15.0857,-33.2096,-4.17897,-1.27546,-106.141,0.0,1,28,1,0.0,4.50099,5.01
3lka,-83.6211,-79.6211,-6.968430000000001,-36.5249,-0.446665,-14.6174,-34.7777,-6.968430000000001,-4.0,-64.161,0.0,2,10,0,0.0,3.05022,2.82
1ydt,-113.73100000000001,-97.7313,-4.212269999999999,-37.9104,-0.254229,-14.8706,-32.5771,-4.212269999999999,-4.0,-107.387,0.0,3,24,0,6.25359,9.435080000000001,7.32
4j3l,-132.914,-122.914,-5.11207,-44.8655,-0.35843,-18.5004,-41.49,-5.11207,-6.0,-113.79899999999999,0.0,2,24,0,0.0,3.2711799999999998,7.8
3u8n,-112.545,-106.545,-6.6203,-43.77,-0.373653,-16.7896,-41.4366,-6.6203,-4.0,-92.8995,0.0,4,13,0,0.0,1.03782,10.17
3rsx,-86.8871,-84.8871,-5.43044,-34.4812,-0.383963,-14.2583,-33.6875,-5.43044,-6.0,-65.2501,0.0,1,15,0,0.0,2.63807,4.41
3rr4,-118.08200000000001,-114.08200000000001,-6.56013,-45.0568,-0.48143,-18.864,-43.5306,-6.56013,-12.0,-89.8374,0.0,1,17,0,0.0,0.157079,4.55
3zso,-134.547,-108.54700000000001,-3.05788,-38.1115,-0.22626500000000002,-16.0001,-30.7468,-3.05788,-10.1357,-117.375,0.0,0,44,0,0.368821,9.39563,5.12
1nc3,-148.062,-144.062,-7.792730000000001,-55.4871,-0.554012,-22.9863,-53.9881,-7.792730000000001,-21.768,-110.10600000000001,0.0,2,17,0,0.0,0.40824499999999997,5
4agn,-99.1343,-85.1343,-4.13059,-34.3679,-0.223611,-13.0011,-29.5144,-4.13059,-2.0743400000000003,-85.0252,0.0,3,21,0,3.52863,3.16075,3.97
3pww,-169.34,-143.34,-3.4559300000000004,-46.2767,-0.252052,-19.3347,-39.1715,-3.4559300000000004,-16.0,-148.785,0.0,2,47,0,3.26802,8.99461,7.32
4ea2,-84.7273,-66.7273,-3.53031,-29.3733,-0.254773,-12.2293,-23.1331,-3.53031,0,-87.5648,0,3,21,0,17.1164,4.81932,6.44
3l7b,-110.48100000000001,-106.48100000000001,-5.814769999999999,-41.4033,-0.401395,-16.9843,-39.9043,-5.814769999999999,-12.5278,-81.4296,0.0,1,18,0,0.0,1.48161,2.4
2yki,-167.03,-161.03,-4.91265,-51.5587,-0.377492,-21.9196,-49.7066,-4.91265,-4.0,-150.12,0.0,4,30,0,0.0,4.92066,9.46
2zcq,-115.713,-99.7134,-4.62854,-39.5734,-0.301082,-15.9154,-34.1015,-4.62854,-6.65608,-75.7146,-19.9183,4,21,0,0.0,3.79635,8.82
1qf1,-119.38799999999999,-97.3885,-4.59187,-40.3,-0.315444,-16.505,-32.8738,-4.59187,-12.1666,-91.7041,-5.0,5,21,0,0.0,6.7446399999999995,7.32
3ehy,-87.9785,-77.9785,-5.17521,-34.2158,-0.34065100000000004,-13.8151,-30.3267,-5.17521,-3.40913,-65.6173,-7.8671,4,13,0,0.0,6.934819999999999,5.85
4ih5,-67.9604,-61.9604,-3.99767,-26.4305,-0.300377,-11.152999999999999,-24.0971,-3.99767,0.0,-54.7453,0.0,2,15,0,0.0,6.38216,4.11
1ps3,-110.868,-108.868,-6.92922,-43.9978,-0.47747399999999995,-18.0379,-43.2041,-6.92922,-21.7866,-62.7422,-10.0,5,11,0,0.0,0.053694900000000004,2.28
2qbp,-126.535,-106.535,-3.4198699999999995,-37.9732,-0.20829699999999998,-14.9406,-31.9712,-3.4198699999999995,-13.5421,-113.458,0.0,5,32,0,0.0,17.8653,8.4
2cbv,-86.6332,-86.6332,-7.21943,-37.8405,-0.49169799999999997,-15.4533,-37.8405,-7.21943,-21.4407,-47.4594,0.0,5,7,0,0.0,0.0,5.48
3gc5,-133.453,-127.45299999999999,-6.67265,-49.1645,-0.484709,-20.5138,-46.9541,-6.67265,-16.0,-102.07,0.0,2,18,0,0.0,0.9641049999999999,7.26
4dld,-125.288,-111.288,-5.96609,-45.4118,-0.396875,-18.4002,-40.3374,-5.96609,-25.4755,-88.9794,0.0,2,19,0,0.0,4.8996900000000005,5.82
4ogj,-88.6066,-66.6066,-2.3947700000000003,-26.5909,-0.168554,-10.9789,-19.9887,-2.68505,-5.24461,-71.0645,0.0,0,34,3,0.0,6.7509,6.79
4twp,-116.917,-106.917,-4.1756,-38.5026,-0.302529,-16.0512,-35.2095,-4.1756,-5.03311,-100.619,0.0,6,22,0,0.0,6.95352,10
3udh,-82.594,-82.594,-5.89957,-34.2693,-0.43646499999999994,-14.3863,-34.2693,-5.89957,-6.864730000000001,-57.3976,0.0,1,13,0,0.0,0.0,2.85
3jvr,-105.54700000000001,-97.54700000000001,-4.5889999999999995,-37.1139,-0.301396,-14.9742,-34.3008,-4.5889999999999995,-2.5230799999999998,-85.9794,0.0,3,20,0,0.0,1.09233,5.72
5tmn,-126.91799999999999,-98.9176,-3.9661699999999995,-39.9765,-0.278645,-16.4955,-31.1571,-3.9661699999999995,-14.1557,-98.0373,-5.0,2,30,0,0.0,9.30528,8.04
3g2n,-119.86200000000001,-113.86200000000001,-5.99308,-44.1574,-0.423126,-18.2506,-41.9469,-5.99308,-18.4247,-88.1405,0.0,0,20,0,0.0,3.6761199999999996,4.09
3ui7,-93.1299,-87.1299,-3.88041,-32.2863,-0.285328,-13.5262,-30.2063,-3.88041,-2.0,-74.5579,0.0,2,22,0,0.0,1.59401,9
2p4y,-144.025,-126.025,-3.6006199999999997,-42.1132,-0.25095,-17.3309,-36.8499,-3.6006199999999997,-2.68882,-135.971,0.0,4,36,0,0.0,11.860999999999999,9
4ivc,-127.301,-119.301,-5.304209999999999,-44.1328,-0.393636,-18.5461,-41.3594,-5.304209999999999,-6.473669999999999,-104.837,0.0,2,22,0,0.0,1.60294,10
3uew,-61.6292,-33.6292,-3.42385,-23.5159,-0.24129699999999998,-9.71349,-12.8319,-3.42385,-2.0,-51.7902,0.0,1,17,0,0.0,11.2668,6.31
2x00,-136.845,-134.845,-3.69852,-41.0673,-0.267949,-17.12,-40.4671,-3.69852,-2.0,-116.50399999999999,0.0,3,34,0,0.0,0.00832501,11.33
4e6q,-116.883,-110.883,-4.6753,-39.9733,-0.351605,-16.8727,-37.9213,-4.6753,-3.4455699999999996,-96.3508,0.0,2,23,0,0.0,1.71048,8.36
4ddh,-95.35600000000001,-89.35600000000001,-6.357069999999999,-38.665,-0.464739,-16.1672,-36.2321,-6.357069999999999,-7.853460000000001,-71.3133,0.0,2,13,0,0.6149640000000001,0.7184149999999999,3.3
4kz6,-66.7814,-60.7814,-4.4521,-27.0785,-0.289978,-10.895,-24.6457,-4.4521,-8.12889,-42.9584,0.0,1,14,0,0.0,2.88585,3.1
4agp,-120.167,-102.167,-4.00555,-38.6732,-0.231345,-14.9489,-32.8802,-4.143669999999999,0.0,-104.397,0.0,2,27,1,0.0,2.198,4.69
3cj4,-87.8727,-77.8727,-3.51491,-30.052,-0.214179,-11.8257,-26.6321,-3.51491,-3.58869,-77.2016,0.0,0,25,0,0.0,10.7433,6.51
3rlr,-108.324,-102.324,-4.70976,-38.0905,-0.311998,-15.4123,-35.9807,-4.70976,-3.3430400000000002,-88.6975,0.0,1,22,0,0.0,1.9258,7.52
2qnq,-120.439,-100.439,-2.93755,-34.928000000000004,-0.190692,-14.0375,-29.1279,-2.93755,-9.40762,-104.87299999999999,0.0,10,31,0,0.0,11.4896,6.11
3gbb,-119.865,-111.865,-6.65915,-45.736999999999995,-0.464146,-18.8226,-42.6844,-6.65915,-19.2601,-86.9353,0.0,5,13,0,0.0,2.85445,6.9
1gpk,-113.00200000000001,-113.00200000000001,-6.27787,-43.1182,-0.464412,-18.1005,-43.1182,-6.27787,-3.84715,-90.6925,0.0,0,18,0,0.0,0.0,5.37
4wiv,-48.9587,-40.9587,-1.81329,-16.3196,-0.134702,-6.86032,-13.6529,-1.81329,-1.4887299999999999,-70.4986,0.0,0,27,0,0.0,42.4681,6.26
3oe5,-177.955,-163.955,-5.74049,-56.6487,-0.395956,-23.2321,-52.1921,-5.74049,-21.2138,-135.076,-10.0,5,26,0,0.0,4.22851,6.88
1r5y,-100.98299999999999,-100.98299999999999,-7.7679,-42.946999999999996,-0.573166,-18.0132,-42.946999999999996,-7.7679,-13.6112,-69.4529,0.0,2,11,0,0.0,0.0,6.46
2c3i,-100.494,-90.4937,-4.36929,-35.336999999999996,-0.328021,-14.9071,-31.8207,-4.36929,-1.5701100000000001,-88.9028,0.0,1,22,0,5.92777,2.4649900000000002,7.6
4f2w,-141.282,-133.282,-7.0641,-52.0488,-0.47989899999999996,-21.2377,-49.1015,-7.0641,-9.531130000000001,-115.98200000000001,0.0,1,19,0,0.0,1.06346,11.3
1e66,-142.999,-140.999,-6.809489999999999,-51.8315,-0.47696700000000003,-21.3658,-51.1066,-6.809489999999999,-2.0,-124.029,0.0,1,20,0,0.0,0.013999200000000002,9.89
4gkm,-104.057,-96.0572,-5.20286,-38.335,-0.386474,-16.1147,-35.3878,-5.20286,-8.42356,-81.6103,0.0,2,18,0,0.0,4.4836599999999995,5.17
3u5j,-95.6757,-93.6757,-4.3489,-34.145,-0.309867,-14.1555,-33.4313,-4.3489,-2.0,-75.9808,0.0,0,22,0,0.677511,1.01883,5.61
3nq9,-38.6616,-26.6616,-3.86616,-17.9451,-0.269983,-7.38979,-12.3752,-3.86616,0.0,-26.6245,0.0,0,10,0,0.0,7.72168,4.03
3e92,-150.494,-142.494,-5.78822,-50.7996,-0.43318999999999996,-21.4078,-48.0992,-5.78822,-9.62929,-126.33,0.0,2,24,0,0.0,3.27268,8
3arv,-105.068,-105.068,-4.20274,-35.9329,-0.315208,-15.1535,-35.9329,-4.20274,-0.584953,-87.0848,0.0,1,24,0,0.0,0.0,5.64
3b65,-136.453,-122.45299999999999,-5.458130000000001,-46.6663,-0.305113,-17.8433,-41.8784,-5.458130000000001,-6.15527,-117.491,0.0,2,23,0,1.13094,3.9785800000000004,9.27
3d4z,-108.931,-106.931,-7.780819999999999,-45.1971,-0.5413979999999999,-18.5898,-44.3673,-7.780819999999999,-22.7414,-59.4885,-10.0,5,9,0,0.0,0.0140328,4.89
2hb1,-83.5544,-75.5544,-5.96817,-34.6678,-0.29834299999999997,-12.7708,-31.3485,-5.96817,-9.958730000000001,-68.9682,0.0,1,13,0,0.0,13.282,3.8
3uo4,-122.90700000000001,-110.90700000000001,-4.238180000000001,-40.0047,-0.322248,-16.9479,-36.0989,-4.238180000000001,-12.0,-101.199,0.0,4,25,0,0.0,7.9522,6.52
4ciw,-112.73,-106.73,-7.51535,-45.7099,-0.51903,-18.7539,-43.277,-7.51535,-20.5754,-78.3257,0.0,2,13,0,0.0,2.78458,4.82
3gv9,-60.5592,-56.5592,-5.0466,-26.4517,-0.32879,-10.6437,-24.7045,-5.0466,-8.83925,-34.8508,0.0,3,9,0,0.0,2.52185,2.12
4jsz,-55.5439,-53.5439,-5.55439,-25.7812,-0.353364,-10.292,-24.8529,-5.55439,0.0,-39.2086,0.0,1,9,0,0.0,3.20391,2.3
1h22,-153.591,-127.59100000000001,-4.51738,-47.4103,-0.32771500000000003,-19.7731,-39.3846,-4.51738,-6.29796,-142.434,0.0,2,32,0,0.0,12.3609,9.1
1ydr,-86.6002,-82.6002,-4.33001,-31.9038,-0.296197,-13.0479,-30.4302,-4.33001,-3.09611,-68.4434,0.0,3,17,0,0.0,2.98758,5.52
3f3d,-86.9649,-78.9649,-9.66276,-41.8083,-0.582843,-16.3963,-37.9623,-9.66276,-14.1922,-57.5519,0.0,2,7,0,0.0,2.3805099999999997,7.16
2wtv,-121.874,-113.874,-3.58454,-37.6201,-0.25611799999999996,-15.6107,-35.1506,-3.58454,-4.0,-106.73,0.0,2,32,0,0.0,6.834210000000001,8.74
2xdl,-86.2709,-78.2709,-5.39193,-34.2366,-0.38640399999999997,-14.2208,-31.0618,-5.39193,-2.22761,-71.1175,0.0,0,16,0,0.0,6.3026800000000005,3.1
4ivb,-116.204,-110.204,-5.05236,-40.8614,-0.37561300000000003,-17.1815,-38.7515,-5.05236,-6.16714,-93.4614,0.0,0,23,0,0.0,1.57721,8.72
3kr8,-144.375,-140.375,-6.8750100000000005,-52.3302,-0.46228500000000006,-21.2797,-50.8804,-6.8750100000000005,-6.0,-121.65,0.0,1,20,0,0.0,0.467045,8.1
1p1q,-95.2519,-89.2519,-7.32707,-40.5097,-0.514425,-16.7118,-37.958,-7.32707,-19.0658,-60.43899999999999,0.0,4,9,0,0.0,2.05203,4.89
3o9i,-168.13099999999997,-140.131,-4.00312,-48.3687,-0.272162,-19.7412,-40.3136,-4.00312,-15.0086,-144.606,0.0,5,37,0,0.0,9.02105,11.82
3bv9,-129.226,-105.226,-2.7495,-35.8084,-0.19764600000000002,-14.8889,-29.1581,-3.3135,-6.1402,-118.76899999999999,0.0,0,39,8,0.0,13.7783,5.36
4gr0,-205.252,-181.252,-4.66483,-58.1394,-0.292416,-23.0954,-51.3412,-4.66483,-10.2368,-183.403,-5.0,6,38,0,0.0,9.8586,9.55
3ag9,-142.173,-78.1734,-2.1219900000000003,-35.0047,-0.14962999999999999,-14.4617,-19.2472,-2.7877099999999997,-19.873,-136.459,0.0,3,49,15,0.0,30.4103,8.05
4k77,-95.1464,-91.1464,-5.285909999999999,-36.3051,-0.389469,-15.2202,-34.7789,-5.285909999999999,-4.0,-73.563,0.0,0,18,0,0.0,1.05903,6.63
1o5b,-101.89399999999999,-99.89399999999999,-7.837999999999999,-43.3345,-0.336135,-15.1683,-42.483999999999995,-7.837999999999999,-6.1979,-76.7459,0.0,0,13,0,0.0,0.037846,5.77
3p5o,-109.303,-99.3027,-3.64342,-35.1769,-0.257853,-14.5505,-31.9586,-3.64342,-2.0,-91.0252,0.0,1,29,0,0.0,2.2204,7.26
3tsk,-160.876,-130.876,-4.02191,-47.0405,-0.285425,-19.4756,-38.2685,-4.02191,-6.56867,-154.405,0.0,2,38,0,0.0,17.262999999999998,7.17
4jfs,-88.8584,-84.8584,-5.22696,-34.558,-0.37288499999999997,-14.3326,-33.0024,-5.55365,-8.721810000000001,-62.0716,0.0,2,14,1,0.0,0.503938,5.27
2yfe,-103.26899999999999,-89.2692,-4.13077,-35.3176,-0.304275,-14.8048,-30.5296,-4.13077,-2.0,-92.6989,0.0,0,25,0,8.24175,1.9509299999999998,6.63
2qe4,-107.164,-101.164,-4.46515,-37.1516,-0.328344,-15.5647,-35.0715,-4.46515,-5.30449,-86.9343,0.0,1,23,0,0.0,3.8248699999999998,7.96
2wn9,-93.7946,-87.7946,-4.26339,-33.4737,-0.317569,-14.0842,-31.3324,-4.26339,-8.0,-77.0409,0.0,2,20,0,1.35727,7.33259,8.52
1eby,-202.579,-176.579,-4.22039,-55.7417,-0.310361,-23.3535,-48.5875,-4.22039,-21.0865,-176.65099999999998,0.0,4,44,0,0.0,10.8136,9.7
4hge,-116.169,-110.169,-4.64675,-39.7291,-0.329291,-16.4407,-37.6771,-4.64675,-2.0,-100.654,0.0,1,24,0,0.0,4.26485,7.92
1q8u,-85.9529,-81.9529,-3.90695,-30.6751,-0.268246,-12.5608,-29.2476,-3.90695,-2.0,-68.9264,0.0,2,20,0,0.0,3.28705,5.96
4w9h,-127.137,-113.137,-3.8526300000000004,-39.6369,-0.269018,-16.322,-35.2722,-3.9730199999999996,-7.96604,-110.041,0.0,3,29,1,0.0,6.7287300000000005,6.73
3ao4,-103.26799999999999,-101.26799999999999,-6.45423,-40.9818,-0.475389,-17.1788,-40.1881,-6.45423,-5.17933,-80.0952,0.0,4,12,0,0.0,0.278127,2.07
2vvn,-111.964,-105.964,-6.9977800000000006,-44.4331,-0.450928,-17.8138,-42.052,-6.9977800000000006,-12.0,-84.0659,0.0,3,13,0,0.0,1.244,7.3
3wz8,-128.20600000000002,-112.206,-3.88504,-39.9704,-0.281426,-16.662,-34.9822,-3.88504,-8.708,-113.96799999999999,0.0,1,32,0,0.0,11.2336,5.82
4j28,-87.3693,-85.3693,-5.1393699999999995,-33.9789,-0.37293000000000004,-14.1726,-33.2011,-5.1393699999999995,-10.3655,-59.696999999999996,0.0,3,14,0,0.0,0.359695,5.7
4dli,-123.436,-117.436,-5.8779,-44.7406,-0.445061,-18.9278,-42.5658,-5.8779,-2.0,-105.28299999999999,0.0,2,19,0,0.0,1.3757700000000002,5.62
3ryj,-74.605,-66.605,-4.1447199999999995,-28.4672,-0.26433,-11.3735,-25.4146,-4.1447199999999995,-4.30626,-49.8874,-5.0,4,14,0,0.0,3.5882400000000003,7.8
3gr2,-65.0728,-61.0728,-4.64806,-26.9996,-0.33681300000000003,-11.2563,-25.3399,-4.64806,-4.897869999999999,-41.5548,0.0,0,14,0,0.0,0.587862,2.52
3acw,-107.56,-103.56,-5.12191,-38.9862,-0.383628,-16.4338,-37.5364,-5.12191,-2.0,-87.4131,0.0,1,20,0,0.0,0.373904,4.76
3zt2,-100.816,-96.8156,-4.383290000000001,-35.4502,-0.32810300000000003,-14.9402,-34.0436,-4.383290000000001,-8.41428,-81.7036,0.0,3,20,0,0.0,7.00183,2.84
4cig,-118.02799999999999,-98.0282,-3.18995,-35.4203,-0.236738,-14.8849,-29.4183,-3.18995,-11.5238,-105.197,0.0,0,37,0,9.03956,7.606380000000001,3.67
3wtj,-111.765,-105.765,-6.98528,-44.3538,-0.44224300000000005,-17.6776,-41.9727,-6.98528,-2.0,-93.2667,0.0,2,14,0,0.0,1.55053,6.53
2qbr,-109.62200000000001,-93.6218,-3.91506,-36.1003,-0.23816199999999998,-14.1978,-30.8312,-3.91506,-13.3053,-97.9499,0.0,2,26,0,0.0,18.0908,6.33
1o3f,-126.58,-120.58,-5.063219999999999,-43.2899,-0.385465,-18.3473,-41.2379,-5.063219999999999,-12.5523,-99.4721,0.0,2,23,0,2.4974,1.42475,7.96
